,boxscore
2783,2019-03-27-21-north-carolina-state
5113,2019-03-27-21-texas
3440,2019-03-28-19-gonzaga
5321,2019-03-28-19-njit
5505,2019-03-28-19-south-florida
1917,2019-03-28-19-tennessee
1738,2019-03-28-20-louisiana-monroe
5510,2019-03-28-21-michigan
3365,2019-03-28-21-virginia
166,2019-03-29-19-green-bay
5359,2019-03-29-19-michigan-state
3348,2019-03-29-19-north-carolina
3419,2019-03-29-21-duke
3802,2019-03-29-21-kentucky
5364,2019-03-30-18-gonzaga
2814,2019-03-30-20-virginia
1726,2019-03-31-14-kentucky
2903,2019-03-31-17-duke
4712,2019-04-01-19-south-florida
2673,2019-04-02-19-lipscomb
2524,2019-04-02-19-marshall
5372,2019-04-02-21-green-bay
3956,2019-04-02-21-texas-christian
3837,2019-04-03-20-depaul
5092,2019-04-04-19-marshall
5335,2019-04-04-19-texas
4713,2019-04-05-19-depaul
1904,2019-04-06-18-virginia
5387,2019-04-06-20-michigan-state
3378,2019-04-08-21-virginia
566,2019-11-08-19-duke
1995,2019-11-08-19-furman
2886,2019-11-08-19-kentucky
2422,2019-11-08-19-long-island-university
3775,2019-11-08-19-virginia-tech
121,2019-11-09-12-georgetown
1109,2019-11-09-12-western-carolina
4810,2019-11-09-13-fairfield
461,2019-11-09-14-indiana
4678,2019-11-09-14-st-francis-ny
2220,2019-11-09-15-denver
3286,2019-11-09-16-george-washington
3195,2019-11-09-16-providence
2109,2019-11-09-19-milwaukee
2013,2019-11-09-19-saint-louis
4246,2019-11-10-13-bryant
2256,2019-11-10-13-florida
4730,2019-11-10-14-harvard
2566,2019-11-10-14-marshall
1684,2019-11-10-14-wake-forest
3701,2019-11-10-15-clemson
2325,2019-11-10-15-texas-san-antonio
822,2019-11-10-16-illinois-state
4765,2019-11-10-16-ohio-state
708,2019-11-10-17-san-jose-state
4706,2019-11-10-19-michigan-state
2362,2019-11-11-14-north-dakota-state
4063,2019-11-11-19-belmont
3058,2019-11-11-19-dartmouth
341,2019-11-11-19-georgia-tech
3075,2019-11-11-19-jacksonville
785,2019-11-11-19-north-florida
1736,2019-11-11-19-virginia-military-institute
3533,2019-11-11-20-alabama
2411,2019-11-11-20-iowa
5138,2019-11-11-20-nebraska-omaha
76,2019-11-11-20-vanderbilt
643,2019-11-12-18-robert-morris
937,2019-11-12-19-appalachian-state
1443,2019-11-12-19-army
767,2019-11-12-19-coastal-carolina
124,2019-11-12-19-duke
1810,2019-11-12-19-george-washington
4665,2019-11-12-19-holy-cross
3118,2019-11-12-19-liberty
3101,2019-11-12-19-longwood
4844,2019-11-12-19-marist
2095,2019-11-12-19-massachusetts
5170,2019-11-12-19-north-carolina-wilmington
1023,2019-11-12-19-northwestern-state
3270,2019-11-12-19-notre-dame
2296,2019-11-12-19-western-carolina
4404,2019-11-12-20-butler
1895,2019-11-12-20-eastern-illinois
2647,2019-11-12-20-iowa-state
3251,2019-11-12-20-missouri-state
4030,2019-11-12-20-south-alabama
3486,2019-11-12-20-southern-illinois-edwardsville
25,2019-11-12-20-southern-methodist
3518,2019-11-12-20-tennessee-tech
1175,2019-11-12-20-tulsa
908,2019-11-12-21-central-florida
1460,2019-11-12-21-utah-state
366,2019-11-12-22-cal-state-northridge
601,2019-11-12-22-san-diego
2260,2019-11-13-18-virginia-commonwealth
2330,2019-11-13-19-bucknell
4707,2019-11-13-19-columbia
4252,2019-11-13-19-cornell
3832,2019-11-13-19-fordham
2424,2019-11-13-19-george-mason
3153,2019-11-13-19-morgan-state
4011,2019-11-13-19-old-dominion
1040,2019-11-13-19-south-florida
3967,2019-11-13-19-wake-forest
1322,2019-11-13-19-wisconsin
1268,2019-11-13-20-drake
167,2019-11-13-20-houston-baptist
5022,2019-11-13-20-illinois-chicago
4171,2019-11-13-20-kansas-state
1715,2019-11-13-20-louisville
1290,2019-11-13-20-northern-iowa
1348,2019-11-13-20-rutgers
1653,2019-11-13-21-brigham-young
3992,2019-11-13-21-college-of-charleston
1158,2019-11-13-21-colorado-state
4595,2019-11-13-21-north-carolina-state
2125,2019-11-13-22-san-diego-state
1399,2019-11-14-18-idaho
5008,2019-11-14-18-longwood
1580,2019-11-14-19-east-tennessee-state
4838,2019-11-14-19-harvard
830,2019-11-14-19-mississippi-state
3700,2019-11-14-19-presbyterian
1733,2019-11-14-20-arkansas-state
4194,2019-11-14-20-seton-hall
2587,2019-11-14-21-new-mexico-state
3288,2019-11-15-14-robert-morris
732,2019-11-15-16-appalachian-state
4972,2019-11-15-18-texas-pan-american
1734,2019-11-15-18-virginia-military-institute
1368,2019-11-15-19-akron
369,2019-11-15-19-auburn
4029,2019-11-15-19-chattanooga
1697,2019-11-15-19-duquesne
2887,2019-11-15-19-eastern-kentucky
4761,2019-11-15-19-massachusetts-lowell
3064,2019-11-15-19-mercer
339,2019-11-15-19-michigan
2620,2019-11-15-19-mississippi
3505,2019-11-15-19-north-carolina-greensboro
2570,2019-11-15-19-notre-dame
2788,2019-11-15-19-pittsburgh
3906,2019-11-15-19-rhode-island
1986,2019-11-15-19-xavier
2185,2019-11-15-20-arkansas-state
1181,2019-11-15-20-iowa
4176,2019-11-15-20-kansas
3588,2019-11-15-20-lamar
1280,2019-11-15-20-milwaukee
77,2019-11-15-20-texas-am-corpus-christi
1439,2019-11-15-21-baylor
555,2019-11-15-21-boise-state
1099,2019-11-15-21-north-carolina
2284,2019-11-15-21-utah-state
457,2019-11-15-23-hawaii
3304,2019-11-16-12-maryland
4994,2019-11-16-12-north-carolina-state
2683,2019-11-16-12-villanova
4102,2019-11-16-13-citadel
3413,2019-11-16-13-dartmouth
4239,2019-11-16-13-depaul
1821,2019-11-16-13-george-washington
2089,2019-11-16-13-northeastern
2772,2019-11-16-13-northern-iowa
2857,2019-11-16-14-boston-college
3316,2019-11-16-14-buffalo
183,2019-11-16-14-central-michigan
142,2019-11-16-14-incarnate-word
1858,2019-11-16-14-la-salle
1791,2019-11-16-14-loyola-il
3758,2019-11-16-14-memphis
263,2019-11-16-14-miami-fl
4480,2019-11-16-14-njit
1908,2019-11-16-14-purdue
640,2019-11-16-14-toledo
1018,2019-11-16-14-tulane
3503,2019-11-16-15-appalachian-state
1666,2019-11-16-15-tulsa
4744,2019-11-16-16-boston-university
932,2019-11-16-16-east-carolina
51,2019-11-16-16-louisiana-state
2304,2019-11-16-16-north-texas
5115,2019-11-16-17-california-santa-barbara
4677,2019-11-16-17-lafayette
4964,2019-11-16-17-texas-pan-american
1311,2019-11-16-18-new-mexico
4121,2019-11-16-18-north-carolina-greensboro
4349,2019-11-16-19-canisius
317,2019-11-16-19-george-mason
4608,2019-11-16-19-manhattan
4076,2019-11-16-19-north-alabama
4530,2019-11-16-19-rutgers
4632,2019-11-16-19-saint-francis-pa
4908,2019-11-16-19-syracuse
78,2019-11-16-19-texas-am-corpus-christi
1934,2019-11-16-19-wright-state
193,2019-11-16-20-abilene-christian
4088,2019-11-16-20-butler
3629,2019-11-16-20-indiana
410,2019-11-16-22-loyola-marymount
4732,2019-11-16-22-portland
2201,2019-11-17-12-california-davis
3504,2019-11-17-12-montana-state
1391,2019-11-17-14-arkansas-state
1528,2019-11-17-14-illinois-state
1927,2019-11-17-14-north-dakota-state
3765,2019-11-17-14-northern-kentucky
4269,2019-11-17-14-oklahoma-state
3269,2019-11-17-14-toledo
3856,2019-11-17-14-valparaiso
120,2019-11-17-15-central-arkansas
2499,2019-11-17-15-clemson
2257,2019-11-17-15-connecticut
4764,2019-11-17-15-massachusetts-lowell
33,2019-11-17-15-mississippi-state
1718,2019-11-17-16-indiana-state
1763,2019-11-17-16-saint-louis
1369,2019-11-17-17-louisville
4978,2019-11-17-17-texas-am-corpus-christi
2993,2019-11-17-18-charlotte
4800,2019-11-17-18-loyola-md
788,2019-11-17-19-georgetown
2519,2019-11-18-19-akron
3820,2019-11-18-19-army
3550,2019-11-18-19-coastal-carolina
4771,2019-11-18-19-delaware-state
950,2019-11-18-19-evansville
2207,2019-11-18-19-kentucky
242,2019-11-18-19-niagara
733,2019-11-18-19-north-carolina-greensboro
3680,2019-11-18-19-notre-dame
812,2019-11-18-19-oakland
362,2019-11-18-19-oklahoma
4175,2019-11-18-19-pittsburgh
2769,2019-11-18-19-west-virginia
3702,2019-11-18-20-auburn
4149,2019-11-18-20-illinois
5054,2019-11-18-20-northern-illinois
3240,2019-11-18-20-ohio-state
3478,2019-11-18-20-south-dakota
526,2019-11-18-21-texas-christian
2310,2019-11-18-21-utah-state
194,2019-11-18-22-nevada-las-vegas
4332,2019-11-19-18-penn-state
287,2019-11-19-19-bradley
3261,2019-11-19-19-cleveland-state
1171,2019-11-19-19-dayton
4002,2019-11-19-19-george-mason
4047,2019-11-19-19-georgia-southern
4657,2019-11-19-19-holy-cross
621,2019-11-19-19-kent-state
4874,2019-11-19-19-lafayette
3136,2019-11-19-19-liberty
2578,2019-11-19-19-marshall
4898,2019-11-19-19-mississippi
3759,2019-11-19-19-north-carolina-state
50,2019-11-19-19-rhode-island
4020,2019-11-19-19-saint-francis-pa
4331,2019-11-19-19-samford
23,2019-11-19-19-southeast-missouri-state
1374,2019-11-19-19-youngstown-state
4272,2019-11-19-20-alabama
3796,2019-11-19-20-iowa-state
5128,2019-11-19-20-kansas
3738,2019-11-19-20-kansas-state
4801,2019-11-19-20-maryland
3866,2019-11-19-20-milwaukee
1959,2019-11-19-20-murray-state
2288,2019-11-19-20-north-texas
1222,2019-11-19-20-northern-iowa
4450,2019-11-19-20-northwestern
1327,2019-11-19-20-rice
3212,2019-11-19-20-south-dakota-state
1098,2019-11-19-20-wichita-state
2270,2019-11-19-21-grand-canyon
722,2019-11-19-21-texas-el-paso
2496,2019-11-19-21-wyoming
3774,2019-11-19-22-pacific
3935,2019-11-20-18-florida-state
2638,2019-11-20-19-ball-state
1382,2019-11-20-19-boston-college
203,2019-11-20-19-drexel
3545,2019-11-20-19-florida-gulf-coast
1703,2019-11-20-19-lipscomb
3187,2019-11-20-19-njit
3601,2019-11-20-19-old-dominion
4243,2019-11-20-19-syracuse
4784,2019-11-20-19-virginia-tech
4830,2019-11-20-19-yale
3569,2019-11-20-20-alabama-birmingham
2383,2019-11-20-20-loyola-il
816,2019-11-20-20-memphis
3461,2019-11-20-20-missouri
335,2019-11-20-20-north-carolina
3615,2019-11-20-20-texas-am
101,2019-11-20-20-tulsa
1665,2019-11-20-20-vanderbilt
4157,2019-11-20-20-western-illinois
564,2019-11-20-21-colorado-state
4113,2019-11-20-21-illinois
2402,2019-11-20-22-boise-state
844,2019-11-20-22-nevada-las-vegas
463,2019-11-20-22-portland-state
469,2019-11-20-23-san-diego
1974,2019-11-21-11-miami-fl
3556,2019-11-21-11-middle-tennessee
1785,2019-11-21-14-saint-josephs
1084,2019-11-21-14-tulane
2686,2019-11-21-16-baylor
527,2019-11-21-16-loyola-marymount
1713,2019-11-21-18-indiana-state
2539,2019-11-21-19-akron
5071,2019-11-21-19-appalachian-state
2833,2019-11-21-19-georgetown
3226,2019-11-21-19-iowa
3081,2019-11-21-19-jacksonville
3741,2019-11-21-19-pittsburgh
4086,2019-11-21-19-south-florida
3177,2019-11-21-19-towson
1587,2019-11-21-19-winthrop
2059,2019-11-21-20-drake
650,2019-11-21-20-illinois-chicago
3296,2019-11-21-20-marshall
2707,2019-11-21-20-minnesota
3365,2019-11-21-20-notre-dame
441,2019-11-21-20-texas-christian
1949,2019-11-21-20-texas-tech
2717,2019-11-21-21-connecticut
2168,2019-11-21-21-new-mexico-state
2222,2019-11-21-21-utah-valley
2153,2019-11-21-21-wisconsin
3152,2019-11-22-11-morgan-state
52,2019-11-22-11-nicholls-state
2920,2019-11-22-12-florida
3549,2019-11-22-12-middle-tennessee
2131,2019-11-22-13-grand-canyon
143,2019-11-22-13-incarnate-word
305,2019-11-22-13-north-carolina-wilmington
4577,2019-11-22-14-maryland-baltimore-county
2115,2019-11-22-14-milwaukee
4290,2019-11-22-14-mississippi-state
1781,2019-11-22-14-saint-josephs
2897,2019-11-22-15-eastern-kentucky
1828,2019-11-22-15-nevada
408,2019-11-22-16-loyola-marymount
2301,2019-11-22-16-north-texas
1520,2019-11-22-17-cincinnati
768,2019-11-22-17-coastal-carolina
1816,2019-11-22-17-george-washington
3685,2019-11-22-17-sacred-heart
528,2019-11-22-18-air-force
3237,2019-11-22-18-iona
1754,2019-11-22-19-bradley
3469,2019-11-22-19-butler
4358,2019-11-22-19-duke
4666,2019-11-22-19-holy-cross
3570,2019-11-22-19-kentucky
3213,2019-11-22-19-louisiana-tech
1510,2019-11-22-19-maryland
165,2019-11-22-19-michigan
3150,2019-11-22-19-navy
633,2019-11-22-19-ohio-state
4609,2019-11-22-19-quinnipiac
1100,2019-11-22-19-south-carolina
3169,2019-11-22-19-towson
2259,2019-11-22-19-utah-state
2740,2019-11-22-19-west-virginia
969,2019-11-22-20-east-carolina
2594,2019-11-22-20-nebraska
286,2019-11-22-20-northwestern
2630,2019-11-22-20-oklahoma-state
928,2019-11-22-21-connecticut
3120,2019-11-22-21-vanderbilt
123,2019-11-22-22-california-baptist
2420,2019-11-22-22-san-diego-state
385,2019-11-22-22-santa-clara
3167,2019-11-23-11-milwaukee
2855,2019-11-23-12-boston-college
3953,2019-11-23-12-seton-hall
4345,2019-11-23-12-syracuse
3450,2019-11-23-13-eastern-illinois
817,2019-11-23-13-north-carolina-state
1870,2019-11-23-14-canisius
3983,2019-11-23-14-central-florida
4768,2019-11-23-14-east-tennessee-state
961,2019-11-23-14-evansville
4016,2019-11-23-14-florida-state
4746,2019-11-23-14-james-madison
648,2019-11-23-14-marquette
2522,2019-11-23-14-south-carolina-upstate
3275,2019-11-23-15-ball-state
2899,2019-11-23-15-cleveland-state
2137,2019-11-23-15-fordham
3630,2019-11-23-15-samford
3487,2019-11-23-15-southern-illinois-edwardsville
4463,2019-11-23-15-wagner
1173,2019-11-23-15-wichita-state
4679,2019-11-23-16-albany-ny
1453,2019-11-23-16-binghamton
3192,2019-11-23-16-brown
336,2019-11-23-16-elon
4267,2019-11-23-16-penn-state
2200,2019-11-23-16-portland
4253,2019-11-23-16-providence
5031,2019-11-23-17-illinois-chicago
1524,2019-11-23-17-illinois-state
1326,2019-11-23-17-rice
4188,2019-11-23-17-saint-louis
1472,2019-11-23-18-california-riverside
1930,2019-11-23-18-north-dakota-state
3682,2019-11-23-18-quinnipiac
4251,2019-11-23-19-coppin-state
2471,2019-11-23-19-pacific
3053,2019-11-23-19-virginia-commonwealth
96,2019-11-23-20-austin-peay
945,2019-11-23-20-east-carolina
4177,2019-11-23-20-monmouth
995,2019-11-23-20-purdue
4128,2019-11-23-22-california-baptist
845,2019-11-23-22-nevada-las-vegas
707,2019-11-23-22-san-jose-state
3154,2019-11-24-11-evansville
2295,2019-11-24-12-eastern-michigan
759,2019-11-24-13-coastal-carolina
2930,2019-11-24-13-connecticut
3819,2019-11-24-13-lafayette
3681,2019-11-24-13-presbyterian
1648,2019-11-24-14-east-tennessee-state
2113,2019-11-24-14-george-washington
2806,2019-11-24-14-rhode-island
3239,2019-11-24-14-stetson
2427,2019-11-24-14-texas-tech
1973,2019-11-24-15-buffalo
141,2019-11-24-15-incarnate-word
1728,2019-11-24-15-north-carolina-greensboro
270,2019-11-24-15-quinnipiac
529,2019-11-24-16-indiana-state
5119,2019-11-24-17-baylor
948,2019-11-24-17-east-carolina
2363,2019-11-24-17-iowa
2006,2019-11-24-17-nevada
66,2019-11-24-18-kentucky
2734,2019-11-24-18-louisville
407,2019-11-24-18-loyola-marymount
2299,2019-11-24-18-north-texas
1802,2019-11-24-18-towson
3394,2019-11-24-19-bowling-green-state
3862,2019-11-24-19-minnesota
3559,2019-11-24-19-ohio
1627,2019-11-24-20-cal-state-fullerton
1269,2019-11-24-20-missouri-kansas-city
4533,2019-11-24-20-xavier
4578,2019-11-24-21-nicholls-state
2815,2019-11-24-22-clemson
36,2019-11-24-22-hawaii
565,2019-11-25-11-new-mexico-state
2081,2019-11-25-11-northeastern
2619,2019-11-25-12-western-michigan
1913,2019-11-25-13-drake
1523,2019-11-25-13-illinois-state
1992,2019-11-25-13-south-florida
4897,2019-11-25-14-bucknell
1834,2019-11-25-15-western-kentucky
2008,2019-11-25-17-cincinnati
2378,2019-11-25-17-loyola-md
4394,2019-11-25-17-michigan-state
3593,2019-11-25-17-old-dominion
1429,2019-11-25-17-wright-state
1563,2019-11-25-18-kansas-state
2732,2019-11-25-18-ohio-state
1898,2019-11-25-19-florida-state
2765,2019-11-25-19-missouri
2104,2019-11-25-19-murray-state
3931,2019-11-25-19-tennessee
3520,2019-11-25-19-tennessee-tech
3119,2019-11-25-20-austin-peay
2021,2019-11-25-20-bowling-green-state
3080,2019-11-25-20-campbell
381,2019-11-25-20-green-bay
1305,2019-11-25-20-indiana
2589,2019-11-25-20-nebraska-omaha
3305,2019-11-25-20-northern-illinois
1881,2019-11-25-20-northwestern
195,2019-11-25-20-texas-state
97,2019-11-25-20-vanderbilt
721,2019-11-25-21-new-mexico
1941,2019-11-25-22-san-diego-state
1990,2019-11-26-11-loyola-il
2080,2019-11-26-11-northeastern
1223,2019-11-26-12-gardner-webb
2628,2019-11-26-12-seattle
1035,2019-11-26-13-south-florida
1416,2019-11-26-13-weber-state
4334,2019-11-26-14-bucknell
2749,2019-11-26-15-northern-colorado
1644,2019-11-26-15-portland-state
4205,2019-11-26-17-massachusetts-lowell
2174,2019-11-26-17-new-mexico
2665,2019-11-26-17-south-alabama
2377,2019-11-26-17-southern
2639,2019-11-26-18-ball-state
3106,2019-11-26-18-maryland-eastern-shore
1187,2019-11-26-18-south-carolina
3273,2019-11-26-19-american
4995,2019-11-26-19-arkansas-little-rock
734,2019-11-26-19-east-tennessee-state
349,2019-11-26-19-elon
331,2019-11-26-19-james-madison
2767,2019-11-26-19-missouri
1752,2019-11-26-19-monmouth
2212,2019-11-26-19-mount-st-marys
4244,2019-11-26-19-navy
4414,2019-11-26-19-nebraska
204,2019-11-26-19-new-hampshire
3815,2019-11-26-19-notre-dame
3193,2019-11-26-19-rutgers
4053,2019-11-26-19-st-bonaventure
3462,2019-11-26-19-william-mary
1936,2019-11-26-19-wright-state
64,2019-11-26-20-alabama-birmingham
2697,2019-11-26-20-depaul
2141,2019-11-26-20-green-bay
164,2019-11-26-20-houston
5028,2019-11-26-20-illinois-chicago
1017,2019-11-26-20-louisiana-monroe
4008,2019-11-26-20-nebraska-omaha
1379,2019-11-26-20-southern-illinois
3050,2019-11-26-20-virginia-tech
2001,2019-11-26-20-west-virginia
1361,2019-11-26-21-duke
4189,2019-11-26-21-eastern-washington
663,2019-11-26-21-texas-christian
2404,2019-11-26-22-brigham-young
1281,2019-11-26-22-cal-state-bakersfield
5055,2019-11-26-22-california-riverside
1396,2019-11-26-22-idaho
603,2019-11-26-22-nevada-las-vegas
3490,2019-11-26-22-pacific
3597,2019-11-27-11-old-dominion
1419,2019-11-27-11-weber-state
1542,2019-11-27-12-iowa-state
2096,2019-11-27-13-murray-state
3907,2019-11-27-14-alabama
2858,2019-11-27-14-boston-college
5072,2019-11-27-14-georgia-state
3122,2019-11-27-14-tulsa
903,2019-11-27-15-furman
2776,2019-11-27-15-northern-colorado
4314,2019-11-27-16-rhode-island
1041,2019-11-27-17-nebraska
5096,2019-11-27-17-penn-state
1464,2019-11-27-17-santa-clara
2675,2019-11-27-17-wright-state
1571,2019-11-27-18-bradley
1199,2019-11-27-18-northern-iowa
3760,2019-11-27-19-arkansas-little-rock
15,2019-11-27-19-cal-state-fullerton
4896,2019-11-27-19-delaware
2170,2019-11-27-19-george-mason
247,2019-11-27-19-ipfw
4039,2019-11-27-19-la-salle
278,2019-11-27-19-monmouth
800,2019-11-27-19-southern-methodist
3794,2019-11-27-19-southern-mississippi
3015,2019-11-27-19-syracuse
4442,2019-11-27-20-northwestern
4065,2019-11-27-20-south-dakota-state
2842,2019-11-27-20-west-virginia
4127,2019-11-27-22-california-baptist
456,2019-11-27-22-california-santa-barbara
2332,2019-11-27-22-san-diego
3049,2019-11-27-23-brigham-young
1077,2019-11-28-11-temple
340,2019-11-28-12-elon
3880,2019-11-28-13-harvard
2355,2019-11-28-14-cal-poly
4262,2019-11-28-14-long-beach-state
3986,2019-11-28-16-college-of-charleston
2971,2019-11-28-16-memphis
2437,2019-11-28-16-north-florida
3908,2019-11-28-18-iowa-state
1597,2019-11-28-20-iowa
910,2019-11-28-20-pennsylvania
3803,2019-11-28-21-southern-mississippi
3322,2019-11-29-11-harvard
1909,2019-11-29-12-jacksonville-state
2465,2019-11-29-14-chattanooga
2357,2019-11-29-14-long-island-university
5069,2019-11-29-14-michigan
2606,2019-11-29-14-rutgers
3878,2019-11-29-14-texas-am
4215,2019-11-29-14-wake-forest
4398,2019-11-29-15-minnesota
4264,2019-11-29-16-college-of-charleston
5171,2019-11-29-16-georgia-southern
3220,2019-11-29-16-north-florida
3489,2019-11-29-17-california-riverside
6,2019-11-29-17-santa-clara
2931,2019-11-29-17-western-kentucky
1628,2019-11-29-19-cal-state-fullerton
3107,2019-11-29-19-delaware
1582,2019-11-29-19-duke
4664,2019-11-29-19-florida-atlantic
3066,2019-11-29-19-florida-gulf-coast
3650,2019-11-29-19-florida-state
1551,2019-11-29-19-iowa-state
4546,2019-11-29-19-kentucky
3007,2019-11-29-19-syracuse
1976,2019-11-29-20-louisiana-state
2409,2019-11-29-20-san-diego-state
196,2019-11-29-20-southern-methodist
3795,2019-11-29-21-alabama
293,2019-11-29-21-boise-state
2571,2019-11-29-21-florida
3776,2019-11-29-21-montana
3164,2019-11-29-21-ohio-state
1130,2019-11-29-21-oklahoma-state
2340,2019-11-29-21-pepperdine
1249,2019-11-29-21-purdue
3379,2019-11-29-22-cal-state-bakersfield
1643,2019-11-29-22-california-santa-barbara
5056,2019-11-29-22-pacific
4626,2019-11-30-10-albany-ny
3475,2019-11-30-12-north-alabama
1707,2019-11-30-12-xavier
987,2019-11-30-13-chattanooga
1343,2019-11-30-13-maryland-baltimore-county
2509,2019-11-30-13-ohio
356,2019-11-30-14-buffalo
4831,2019-11-30-14-colgate
4355,2019-11-30-14-georgetown
2290,2019-11-30-14-north-carolina-at
4591,2019-11-30-14-northern-arizona
1315,2019-11-30-14-texas
818,2019-11-30-15-arkansas-little-rock
3404,2019-11-30-16-bowling-green-state
