boxscore,date,location,losing_abbr,losing_name,winning_abbr,winning_name,team_name,conf,winner,home_team,away_team,home_team_name,away_team_name,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage
2018-11-18-17-fordham,"November 18, 2018","Rose Hill Gym, Bronx, New York",COLUMBIA,Columbia,FORDHAM,Fordham,Fordham,ivy,Home,FORDHAM,COLUMBIA,Fordham,Columbia,0.531578947368421,0.4768518518518519,0.5692307692307692,0.0,0.5345528455284553,0.5433962264150943,0.4615384615384616,0.75
2018-12-30-17-northwestern,"December 30, 2018","Welsh-Ryan Arena, Evanston, Illinois",COLUMBIA,Columbia,NORTHWESTERN,Northwestern,Northwestern,big-ten,Home,NORTHWESTERN,COLUMBIA,Northwestern,Columbia,0.5342368045649073,0.4980026631158455,0.516793893129771,0.2727272727272727,0.5116618075801749,0.5330578512396694,0.463452566096423,0.6666666666666666
2018-12-05-19-columbia,"December 5, 2018","Levien Gym, New York, New York",COLUMBIA,Columbia,COLGATE,Colgate,Colgate,patriot,Away,COLGATE,COLUMBIA,Colgate,Columbia,0.5357142857142857,0.5264423076923077,0.5345303867403315,0.16666666666666666,0.5389863547758285,0.5229982964224872,0.4563636363636364,0.6666666666666666
2018-11-16-20-columbia,"November 16, 2018","Rose Hill Gym, Bronx, New York",COLUMBIA,Columbia,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,horizon,Away,YOUNGSTOWN-STATE,COLUMBIA,Youngstown State,Columbia,0.5267857142857143,0.4461538461538462,0.6140350877192983,0.0,0.4595959595959596,0.5409090909090909,0.5251256281407035,0.3333333333333333
2019-02-09-19-dartmouth,"February 9, 2019","Leede Arena, Hanover, New Hampshire",COLUMBIA,Columbia,DARTMOUTH,Dartmouth,Dartmouth,ivy,Home,DARTMOUTH,COLUMBIA,Dartmouth,Columbia,0.5241320914479255,0.5019700551615445,0.5158139534883721,0.3157894736842105,0.5450081833060556,0.5170325510976533,0.4991980753809142,0.4761904761904762
2019-01-19-13-cornell,"January 19, 2019","Newman Arena, Ithaca, New York",COLUMBIA,Columbia,CORNELL,Cornell,Cornell,ivy,Home,CORNELL,COLUMBIA,Cornell,Columbia,0.5325342465753424,0.5127118644067796,0.5178571428571429,0.35714285714285715,0.511731843575419,0.4680648236415634,0.4757085020242915,0.5
2019-02-16-19-columbia,"February 16, 2019","Levien Gym, New York, New York",COLUMBIA,Columbia,BROWN,Brown,Brown,ivy,Away,BROWN,COLUMBIA,Brown,Columbia,0.5153609831029186,0.4982027318475917,0.5220713073005093,0.2857142857142857,0.5160447761194029,0.5067785668173015,0.4748892171344166,0.6086956521739131
2019-02-15-19-columbia,"February 15, 2019","Levien Gym, New York, New York",COLUMBIA,Columbia,YALE,Yale,Yale,ivy,Away,YALE,COLUMBIA,Yale,Columbia,0.5222491909385113,0.499622641509434,0.5186005314437555,0.3,0.5538194444444444,0.5424107142857143,0.4547308319738989,0.7894736842105263
2018-12-22-13-rutgers,"December 22, 2018","Louis Brown Athletic Center, New Brunswick, New Jersey",COLUMBIA,Columbia,RUTGERS,Rutgers,Rutgers,big-ten,Home,RUTGERS,COLUMBIA,Rutgers,Columbia,0.53828125,0.5044247787610621,0.5286677908937606,0.3,0.4744,0.5426917510853835,0.4718804920913884,0.5
2018-11-10-19-marist,"November 10, 2018","McCann Recreation Center, Poughkeepsie, New York",COLUMBIA,Columbia,MARIST,Marist,Marist,maac,Home,MARIST,COLUMBIA,Marist,Columbia,,,,,0.5480769230769231,0.5483870967741935,0.5196078431372549,0.0
2018-12-02-14-columbia,"December 2, 2018","Levien Gym, New York, New York",COLUMBIA,Columbia,DELAWARE,Delaware,Delaware,ivy,Away,DELAWARE,COLUMBIA,Delaware,Columbia,0.532608695652174,0.5391304347826087,0.5217391304347826,0.2,0.5627853881278538,0.516,0.44895833333333335,0.75
2018-11-17-18-columbia,"November 17, 2018","Rose Hill Gym, Bronx, New York",COLUMBIA,Columbia,FLORIDA-INTERNATIONAL,Florida International,Florida International,ivy,Away,FLORIDA-INTERNATIONAL,COLUMBIA,Florida International,Columbia,0.5362903225806451,0.4740740740740741,0.5714285714285714,0.0,0.524671052631579,0.4939024390243902,0.423828125,0.75
2018-12-12-19-boston-college,"December 12, 2018","Silvio O. Conte Forum, Chestnut Hill, Massachusetts",COLUMBIA,Columbia,BOSTON-COLLEGE,Boston College,Boston College,acc,Home,BOSTON-COLLEGE,COLUMBIA,Boston College,Columbia,0.5445804195804196,0.5173553719008265,0.5233208955223879,0.3333333333333333,0.5155555555555555,0.5237226277372263,0.453416149068323,0.75
2019-02-08-19-brown,"February 8, 2019","Pizzitola Sports Center, Providence, Rhode Island",BROWN,Brown,PENNSYLVANIA,Penn,Pennsylvania,ivy,Away,PENNSYLVANIA,BROWN,Pennsylvania,Brown,0.5150214592274678,0.5069801616458487,0.4648602878916173,0.65,0.5369098712446352,0.4992469879518072,0.4744224422442244,0.65
2019-03-09-18-pennsylvania,"March 9, 2019","The Palestra, Philadelphia, Pennsylvania",BROWN,Brown,PENNSYLVANIA,Penn,Pennsylvania,ivy,Home,PENNSYLVANIA,BROWN,Pennsylvania,Brown,0.5132132132132132,0.503099173553719,0.4765395894428153,0.6551724137931034,0.5347058823529411,0.5013178703215604,0.4896492236917769,0.6206896551724138
2019-02-02-19-harvard,"February 2, 2019","Lavietes Pavilion, Boston, Massachusetts",BROWN,Brown,HARVARD,Harvard,Harvard,ivy,Home,HARVARD,BROWN,Harvard,Brown,0.5233602875112309,0.5084745762711864,0.4586994727592267,0.6842105263157895,0.5475638051044084,0.5451745379876797,0.4966367713004484,0.5625
2018-11-28-19-rhode-island,"November 28, 2018","Ryan Center, Kingston, Rhode Island",BROWN,Brown,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,Home,RHODE-ISLAND,BROWN,Rhode Island,Brown,0.5498753117206983,0.5225409836065574,0.4541284403669725,0.7142857142857143,0.4534883720930232,0.5192982456140349,0.4773755656108598,0.5
2019-03-25-22-loyola-marymount,"March 25, 2019","Albert Gersten Pavilion, Los Angeles, California",BROWN,Brown,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,Home,LOYOLA-MARYMOUNT,BROWN,Loyola Marymount,Brown,0.5118510158013544,0.5026660203587009,0.4756830601092896,0.6451612903225806,0.4982238010657194,0.5236799129014698,0.4869565217391305,0.65625
2018-12-05-19-butler,"December 5, 2018","Hinkle Fieldhouse, Indianapolis, Indiana",BROWN,Brown,BUTLER,Butler,Butler,ivy,Home,BUTLER,BROWN,Butler,Brown,0.5261627906976745,0.5078369905956113,0.43315508021390375,0.6666666666666666,0.53125,0.5187793427230047,0.4917808219178082,0.7142857142857143
2019-02-15-19-cornell,"February 15, 2019","Newman Arena, Ithaca, New York",BROWN,Brown,CORNELL,Cornell,Cornell,ivy,Home,CORNELL,BROWN,Cornell,Brown,0.5178849144634525,0.5060646900269542,0.4734206471494607,0.6363636363636364,0.5144628099173554,0.4641319942611191,0.489780469341408,0.5454545454545454
2019-01-19-15-brown,"January 19, 2019","Pizzitola Sports Center, Providence, Rhode Island",BROWN,Brown,YALE,Yale,Yale,ivy,Away,YALE,BROWN,Yale,Brown,0.5408496732026143,0.5198156682027649,0.4484536082474227,0.75,0.5657894736842105,0.5457481162540366,0.4633413461538462,0.7692307692307693
2019-01-25-19-yale,"January 25, 2019","John J. Lee Ampitheater, New Haven, Connecticut",BROWN,Brown,YALE,Yale,Yale,ivy,Home,YALE,BROWN,Yale,Brown,0.5327951564076691,0.5181347150259067,0.4524733268671193,0.7058823529411765,0.5622817229336438,0.5429141716566867,0.4607734806629834,0.7857142857142857
2019-03-01-17-brown,"March 1, 2019","Pizzitola Sports Center, Providence, Rhode Island",BROWN,Brown,COLUMBIA,Columbia,Columbia,ivy,Away,COLUMBIA,BROWN,Columbia,Brown,0.515446608462055,0.5063437139561707,0.4794921875,0.6538461538461539,0.5151515151515151,0.4980964467005076,0.5219330855018587,0.2916666666666667
2018-11-11-14-njit,"November 11, 2018","NJIT Wellness and Events Center, Newark, New Jersey",BROWN,Brown,NJIT,NJIT,NJIT,atlantic-sun,Home,NJIT,BROWN,NJIT,Brown,0.5535714285714286,0.5,0.4328358208955224,0.0,0.5301724137931034,0.4929577464788733,0.4409090909090909,1.0
2018-11-09-19-long-island-university,"November 9, 2018","Steinberg Wellness Center, Brooklyn, New York",BROWN,Brown,LONG-ISLAND-UNIVERSITY,LIU,Long Island University,northeast,Home,LONG-ISLAND-UNIVERSITY,BROWN,Long Island University,Brown,,,,,0.5974025974025974,0.6129032258064516,0.3630952380952381,1.0
2019-02-15-19-pennsylvania,"February 15, 2019","The Palestra, Philadelphia, Pennsylvania",DARTMOUTH,Dartmouth,PENNSYLVANIA,Penn,Pennsylvania,ivy,Home,PENNSYLVANIA,DARTMOUTH,Pennsylvania,Dartmouth,0.5462382445141066,0.5185185185185185,0.4984639016897082,0.5,0.5367647058823529,0.4982888432580425,0.4798206278026906,0.6363636363636364
2019-03-02-19-dartmouth,"March 2, 2019","Leede Arena, Hanover, New Hampshire",DARTMOUTH,Dartmouth,PENNSYLVANIA,Penn,Pennsylvania,ivy,Away,PENNSYLVANIA,DARTMOUTH,Pennsylvania,Dartmouth,0.5369551484523057,0.5089392133492253,0.5095117311350665,0.4074074074074074,0.5338179519595448,0.4985931344963421,0.4877450980392157,0.5925925925925926
2019-01-02-19-vermont,"January 2, 2019","Roy L. Patrick Gymnasium, Burlington, Vermont",DARTMOUTH,Dartmouth,VERMONT,Vermont,Vermont,america-east,Home,VERMONT,DARTMOUTH,Vermont,Dartmouth,0.5526018099547512,0.5278350515463918,0.4895259095920617,0.6,0.5168831168831168,0.5036855036855037,0.5148648648648648,0.6923076923076923
2018-11-09-19-davidson,"November 9, 2018","Belk Arena, Davidson, North Carolina",DARTMOUTH,Dartmouth,DAVIDSON,Davidson,Davidson,ivy,Home,DAVIDSON,DARTMOUTH,Davidson,Dartmouth,0.6463414634146342,0.6923076923076923,0.2714285714285714,1.0,0.5069444444444444,0.6417910447761194,0.5777777777777777,1.0
2019-02-16-19-princeton,"February 16, 2019","Jadwin Gymnasium, Princeton, New Jersey",DARTMOUTH,Dartmouth,PRINCETON,Princeton,Princeton,ivy,Home,PRINCETON,DARTMOUTH,Princeton,Dartmouth,0.5450148809523809,0.5153631284916201,0.5047899778924098,0.4782608695652174,0.468671679197995,0.4947604790419162,0.4841473864610111,0.6
2019-03-01-19-dartmouth,"March 1, 2019","Leede Arena, Hanover, New Hampshire",DARTMOUTH,Dartmouth,PRINCETON,Princeton,Princeton,ivy,Away,PRINCETON,DARTMOUTH,Princeton,Dartmouth,0.5381830151415404,0.5096094234345939,0.5102310231023103,0.4230769230769231,0.4762946754194019,0.4973718791064389,0.4853932584269663,0.6521739130434783
2019-01-26-14-harvard,"January 26, 2019","Lavietes Pavilion, Boston, Massachusetts",DARTMOUTH,Dartmouth,HARVARD,Harvard,Harvard,ivy,Home,HARVARD,DARTMOUTH,Harvard,Dartmouth,0.5535,0.5243790248390064,0.4891944990176818,0.5882352941176471,0.5543766578249337,0.5415676959619953,0.5103225806451613,0.5
2018-11-24-17-san-francisco,"November 24, 2018","War Memorial Gymnasium, San Francisco, California",DARTMOUTH,Dartmouth,SAN-FRANCISCO,San Francisco,San Francisco,wcc,Home,SAN-FRANCISCO,DARTMOUTH,San Francisco,Dartmouth,0.5880503144654088,0.5373563218390804,0.4776119402985074,0.6,0.5453074433656958,0.6131805157593123,0.3693379790940767,1.0
2019-02-08-19-dartmouth,"February 8, 2019","Leede Arena, Hanover, New Hampshire",DARTMOUTH,Dartmouth,CORNELL,Cornell,Cornell,ivy,Away,CORNELL,DARTMOUTH,Cornell,Dartmouth,0.5425623387790198,0.5184313725490196,0.4928810720268007,0.5,0.5085585585585586,0.4637904468412943,0.4815422477440525,0.5
2019-03-09-19-cornell,"March 9, 2019","Newman Arena, Ithaca, New York",DARTMOUTH,Dartmouth,CORNELL,Cornell,Cornell,ivy,Home,CORNELL,DARTMOUTH,Cornell,Dartmouth,0.5315448113207547,0.5088790233074362,0.5136094674556213,0.3793103448275862,0.5050093926111459,0.4607948442534909,0.4948512585812357,0.4827586206896552
2019-02-01-19-dartmouth,"February 1, 2019","Leede Arena, Hanover, New Hampshire",DARTMOUTH,Dartmouth,BROWN,Brown,Brown,ivy,Away,BROWN,DARTMOUTH,Brown,Dartmouth,0.5491493383742911,0.5194805194805194,0.4874184529356943,0.5555555555555556,0.5274361400189215,0.5117219078415521,0.4560841720036597,0.6666666666666666
2019-02-23-18-brown,"February 23, 2019","Pizzitola Sports Center, Providence, Rhode Island",DARTMOUTH,Dartmouth,BROWN,Brown,Brown,ivy,Home,BROWN,DARTMOUTH,Brown,Dartmouth,0.5397532556545579,0.5112976113621691,0.5102040816326531,0.44,0.5155817174515236,0.5053892215568863,0.4786585365853658,0.64
2019-02-02-19-dartmouth,"February 2, 2019","Leede Arena, Hanover, New Hampshire",DARTMOUTH,Dartmouth,YALE,Yale,Yale,ivy,Away,YALE,DARTMOUTH,Yale,Dartmouth,0.5480507706255666,0.5213815789473685,0.4853852967227635,0.5263157894736842,0.5459183673469388,0.5388646288209606,0.46435546875,0.75
2019-02-22-19-yale,"February 22, 2019","John J. Lee Ampitheater, New Haven, Connecticut",DARTMOUTH,Dartmouth,YALE,Yale,Yale,ivy,Home,YALE,DARTMOUTH,Yale,Dartmouth,0.5454220314735336,0.5161290322580645,0.5053003533568905,0.4583333333333333,0.5579196217494089,0.54421768707483,0.458117123795404,0.8095238095238095
2018-11-21-19-buffalo,"November 21, 2018","Alumni Arena, Buffalo, New York",DARTMOUTH,Dartmouth,BUFFALO,Buffalo,Buffalo,mac,Home,BUFFALO,DARTMOUTH,Buffalo,Dartmouth,0.6274900398406374,0.5719557195571956,0.4305019305019305,0.75,0.4575471698113208,0.5063291139240507,0.4565217391304348,1.0
2019-03-08-19-columbia,"March 8, 2019","Levien Gym, New York, New York",DARTMOUTH,Dartmouth,COLUMBIA,Columbia,Columbia,ivy,Home,COLUMBIA,DARTMOUTH,Columbia,Dartmouth,0.5358455882352942,0.5063218390804598,0.51007326007326,0.3928571428571429,0.518380062305296,0.5005834305717619,0.5160409556313993,0.3461538461538461
2018-11-29-11-marist,"November 29, 2018","SSE Arena, Belfast",DARTMOUTH,Dartmouth,MARIST,Marist,Marist,maac,Home,MARIST,DARTMOUTH,Marist,Dartmouth,0.5738786279683378,0.5216346153846154,0.4937810945273632,0.5,0.5405405405405406,0.4918032786885246,0.5565693430656934,0.2
2018-12-05-19-dartmouth,"December 5, 2018","Leede Arena, Hanover, New Hampshire",DARTMOUTH,Dartmouth,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,Away,QUINNIPIAC,DARTMOUTH,Quinnipiac,Dartmouth,0.5736196319018405,0.5160075329566854,0.5029182879377432,0.5,0.42388059701492536,0.4767726161369193,0.5043478260869565,0.3333333333333333
2018-12-21-11-bryant,"December 21, 2018","Chace Athletic Center , Smithfield, Rhode Island",DARTMOUTH,Dartmouth,BRYANT,Bryant,Bryant,northeast,Home,BRYANT,DARTMOUTH,Bryant,Dartmouth,0.5590851334180432,0.5245327102803738,0.4850374064837905,0.6153846153846154,0.4411764705882353,0.4536256323777403,0.6072106261859582,0.2222222222222222
2019-02-23-19-pennsylvania,"February 23, 2019","The Palestra, Philadelphia, Pennsylvania",CORNELL,Cornell,PENNSYLVANIA,Penn,Pennsylvania,ivy,Home,PENNSYLVANIA,CORNELL,Pennsylvania,Cornell,0.5152173913043478,0.4599873976055451,0.4943371085942705,0.52,0.5391689373297003,0.4984802431610942,0.4885919165580183,0.6
2019-02-02-19-cornell,"February 2, 2019","Newman Arena, Ithaca, New York",CORNELL,Cornell,PRINCETON,Princeton,Princeton,ivy,Away,PRINCETON,CORNELL,Princeton,Cornell,0.5153110047846889,0.4639676113360324,0.4795221843003413,0.5263157894736842,0.4724818276220145,0.5,0.4729872881355932,0.6875
2019-02-22-20-princeton,"February 22, 2019","Jadwin Gymnasium, Princeton, New Jersey",CORNELL,Cornell,PRINCETON,Princeton,Princeton,ivy,Home,PRINCETON,CORNELL,Princeton,Cornell,0.5185185185185185,0.4621461487820935,0.4941094941094941,0.5416666666666666,0.4709163346613546,0.4935344827586207,0.4873054873054873,0.6190476190476191
2018-12-01-20-syracuse,"December 1, 2018","Carrier Dome, Syracuse, New York",CORNELL,Cornell,SYRACUSE,Syracuse,Syracuse,acc,Home,SYRACUSE,CORNELL,Syracuse,Cornell,0.5073349633251834,0.4892241379310345,0.4725400457665904,0.5714285714285714,0.4588068181818182,0.5256410256410257,0.4550898203592814,0.6666666666666666
2018-12-22-20-southern-methodist,"December 22, 2018","Moody Coliseum, Dallas, Texas",CORNELL,Cornell,SOUTHERN-METHODIST,SMU,Southern Methodist,aac,Home,SOUTHERN-METHODIST,CORNELL,Southern Methodist,Cornell,0.5145161290322581,0.4699140401146132,0.4833836858006042,0.4545454545454545,0.5371775417298937,0.5444947209653092,0.5264054514480409,0.6363636363636364
2018-11-11-13-cornell,"November 11, 2018","Newman Arena, Ithaca, New York",CORNELL,Cornell,COLGATE,Colgate,Colgate,patriot,Away,COLGATE,CORNELL,Colgate,Cornell,0.5190839694656488,0.5686274509803921,0.39147286821705424,1.0,0.5550458715596329,0.5645161290322581,0.5044642857142857,0.5
2019-03-02-18-brown,"March 2, 2019","Pizzitola Sports Center, Providence, Rhode Island",CORNELL,Cornell,BROWN,Brown,Brown,ivy,Home,BROWN,CORNELL,Brown,Cornell,0.5103817816476892,0.4616724738675958,0.5,0.4814814814814815,0.5138620245003224,0.504164353137146,0.4824120603015075,0.6296296296296297
2019-02-16-19-cornell,"February 16, 2019","Newman Arena, Ithaca, New York",CORNELL,Cornell,YALE,Yale,Yale,ivy,Away,YALE,CORNELL,Yale,Cornell,0.514218009478673,0.4647018505825909,0.4890909090909091,0.5652173913043478,0.5557868442964197,0.5418439716312057,0.4512383900928793,0.8
2019-03-01-19-yale,"March 1, 2019","John J. Lee Ampitheater, New Haven, Connecticut",CORNELL,Cornell,YALE,Yale,Yale,ivy,Home,YALE,CORNELL,Yale,Cornell,0.5125874125874126,0.4609327680193822,0.4955041746949261,0.5,0.5646209386281589,0.5444794952681388,0.4614334470989761,0.7826086956521741
2019-01-26-19-columbia,"January 26, 2019","Levien Gym, New York, New York",CORNELL,Cornell,COLUMBIA,Columbia,Columbia,ivy,Home,COLUMBIA,CORNELL,Columbia,Cornell,0.5159404888416578,0.4697926059513075,0.4737595419847328,0.5294117647058824,0.5267094017094017,0.5119521912350598,0.5221445221445221,0.3333333333333333
2018-12-16-14-niagara,"December 16, 2018","Gallagher Center, Niagara University, New York",CORNELL,Cornell,NIAGARA,Niagara,Niagara,maac,Home,NIAGARA,CORNELL,Niagara,Cornell,0.5132743362831859,0.4862204724409449,0.4832985386221295,0.5,0.4433198380566802,0.5,0.4970238095238095,0.5
2018-11-15-19-cornell,"November 15, 2018","Newman Arena, Ithaca, New York",CORNELL,Cornell,DELAWARE,Delaware,Delaware,ivy,Away,DELAWARE,CORNELL,Delaware,Cornell,0.4894736842105264,0.5318181818181819,0.4326424870466321,0.6666666666666666,0.5409836065573771,0.4907407407407408,0.4077669902912621,0.6666666666666666
2018-11-20-19-connecticut,"November 20, 2018","XL Center, Hartford, Connecticut",CORNELL,Cornell,CONNECTICUT,UConn,Connecticut,aac,Home,CONNECTICUT,CORNELL,Connecticut,Cornell,0.5202020202020202,0.5227963525835866,0.4754098360655738,0.6,0.5509803921568628,0.5330578512396694,0.4829787234042553,0.75
2019-03-19-19-robert-morris,"March 19, 2019","North Athletic Complex, Pittsburgh, Pennsylvania",CORNELL,Cornell,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,Home,ROBERT-MORRIS,CORNELL,Robert Morris,Cornell,0.5075941676792224,0.4621804903495044,0.491953385127636,0.5,0.5024377031419285,0.4994954591321897,0.5037834691501746,0.5151515151515151
2018-12-19-19-toledo,"December 19, 2018","John F. Savage Hall, Toledo, Ohio",CORNELL,Cornell,TOLEDO,Toledo,Toledo,mac,Home,TOLEDO,CORNELL,Toledo,Cornell,0.5150976909413855,0.4789391575663027,0.4792703150912106,0.5,0.5510355029585798,0.5376344086021505,0.4546109510086455,0.9090909090909092
2019-01-02-19-wake-forest,"January 2, 2019","Lawrence Joel Coliseum, Winston-Salem, North Carolina",CORNELL,Cornell,WAKE-FOREST,Wake Forest,Wake Forest,acc,Home,WAKE-FOREST,CORNELL,Wake Forest,Cornell,0.5027855153203342,0.4702380952380952,0.4734513274336283,0.4615384615384616,0.4966499162479062,0.534711964549483,0.5111642743221689,0.5454545454545454
2018-11-16-19-american,"November 16, 2018","Bender Arena, Washington, District of Columbia",NEW-HAMPSHIRE,New Hampshire,AMERICAN,American,American,patriot,Home,AMERICAN,NEW-HAMPSHIRE,American,New Hampshire,0.5776699029126213,0.6373056994818653,0.5193548387096775,0.6666666666666666,0.4655172413793103,0.4452054794520548,0.4349593495934959,0.5
2019-01-16-19-new-hampshire,"January 16, 2019","Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,VERMONT,Vermont,Vermont,america-east,Away,VERMONT,NEW-HAMPSHIRE,Vermont,New Hampshire,0.4681960375391032,0.4845360824742268,0.5132947976878612,0.1875,0.5312820512820513,0.5185537583254044,0.4902363823227133,0.7647058823529411
2019-02-13-19-vermont,"February 13, 2019","Roy L. Patrick Gymnasium, Burlington, Vermont",NEW-HAMPSHIRE,New Hampshire,VERMONT,Vermont,Vermont,america-east,Home,VERMONT,NEW-HAMPSHIRE,Vermont,New Hampshire,0.4524336283185841,0.4826457105435494,0.516612641815235,0.13043478260869565,0.5271659324522759,0.5310810810810811,0.4868421052631579,0.7916666666666666
2019-01-12-19-stony-brook,"January 12, 2019","Island Federal Credit Union, Stony Brook, New York",NEW-HAMPSHIRE,New Hampshire,STONY-BROOK,Stony Brook,Stony Brook,america-east,Home,STONY-BROOK,NEW-HAMPSHIRE,Stony Brook,New Hampshire,0.4787709497206704,0.4919191919191919,0.5217391304347826,0.2,0.4909819639278557,0.5553555355535553,0.4663561076604555,0.8235294117647058
2019-02-16-13-new-hampshire,"February 16, 2019","Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,STONY-BROOK,Stony Brook,Stony Brook,america-east,Away,STONY-BROOK,NEW-HAMPSHIRE,Stony Brook,New Hampshire,0.4507142857142857,0.4797979797979798,0.5174825174825175,0.125,0.4813179347826087,0.5506478209658422,0.4492753623188406,0.8
2018-12-04-18-seton-hall,"December 4, 2018","Prudential Center, Newark, New Jersey",NEW-HAMPSHIRE,New Hampshire,SETON-HALL,Seton Hall,Seton Hall,america-east,Home,SETON-HALL,NEW-HAMPSHIRE,Seton Hall,New Hampshire,0.4790419161676647,0.5200729927007299,0.5322222222222223,0.25,0.495,0.48931116389548707,0.506631299734748,0.5714285714285714
2019-01-23-19-hartford,"January 23, 2019","Chase Family Arena, Hartford, Connecticut",NEW-HAMPSHIRE,New Hampshire,HARTFORD,Hartford,Hartford,america-east,Home,HARTFORD,NEW-HAMPSHIRE,Hartford,New Hampshire,0.4693675889328063,0.4853593611357586,0.5157608695652174,0.17647058823529413,0.5168855534709194,0.4516129032258064,0.5315645013723697,0.4736842105263158
2019-02-21-19-new-hampshire,"February 21, 2019","Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,HARTFORD,Hartford,Hartford,america-east,Away,HARTFORD,NEW-HAMPSHIRE,Hartford,New Hampshire,0.4518900343642612,0.4776299879081016,0.512249443207127,0.12,0.5328317373461012,0.4636135508155583,0.5187290969899666,0.5
2019-02-06-19-massachusetts-lowell,"February 6, 2019","Costello Athletic Center, Lowell, Massachusetts",NEW-HAMPSHIRE,New Hampshire,MASSACHUSETTS-LOWELL,UMass-Lowell,Massachusetts-Lowell,america-east,Home,MASSACHUSETTS-LOWELL,NEW-HAMPSHIRE,Massachusetts-Lowell,New Hampshire,0.4507667473769169,0.4828571428571429,0.513716814159292,0.14285714285714285,0.5441826215022091,0.488544474393531,0.5066155988857939,0.5217391304347826
2019-01-30-19-new-hampshire,"January 30, 2019","Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,ALBANY-NY,Albany (NY),Albany (NY),america-east,Away,ALBANY-NY,NEW-HAMPSHIRE,Albany (NY),New Hampshire,0.4580388692579505,0.4794952681388013,0.515972894482091,0.15789473684210525,0.4858853721129171,0.5003779289493575,0.5263598326359833,0.2857142857142857
2019-01-26-13-new-hampshire,"January 26, 2019","Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,Away,MARYLAND-BALTIMORE-COUNTY,NEW-HAMPSHIRE,Maryland-Baltimore County,New Hampshire,0.4573283858998145,0.4817880794701987,0.5178207739307535,0.16666666666666666,0.5075440067057837,0.4988381099922541,0.5004524886877828,0.5714285714285714
2019-03-02-13-maryland-baltimore-county,"March 2, 2019","UMBC Event Center, Baltimore, Maryland",NEW-HAMPSHIRE,New Hampshire,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,Home,MARYLAND-BALTIMORE-COUNTY,NEW-HAMPSHIRE,Maryland-Baltimore County,New Hampshire,0.4510556621880998,0.4778463264161525,0.5134761575673807,0.14814814814814814,0.5074404761904762,0.4989047097480833,0.4987285441830897,0.6
2018-12-30-12-dartmouth,"December 30, 2018","Leede Arena, Hanover, New Hampshire",NEW-HAMPSHIRE,New Hampshire,DARTMOUTH,Dartmouth,Dartmouth,america-east,Home,DARTMOUTH,NEW-HAMPSHIRE,Dartmouth,New Hampshire,0.4738292011019284,0.5,0.5256024096385542,0.16666666666666666,0.5555555555555556,0.526258205689278,0.4876760563380282,0.5714285714285714
2018-11-28-19-new-hampshire,"November 28, 2018","Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,BOSTON-UNIVERSITY,Boston University,Boston University,america-east,Away,BOSTON-UNIVERSITY,NEW-HAMPSHIRE,Boston University,New Hampshire,0.491183879093199,0.5240384615384616,0.5211480362537765,0.3333333333333333,0.5216867469879518,0.4835164835164835,0.4733656174334141,0.42857142857142855
2018-12-09-12-niagara,"December 9, 2018","Gallagher Center, Niagara University, New York",NEW-HAMPSHIRE,New Hampshire,NIAGARA,Niagara,Niagara,america-east,Home,NIAGARA,NEW-HAMPSHIRE,Niagara,New Hampshire,0.4784560143626571,0.5090016366612111,0.5335305719921104,0.2222222222222222,0.4343317972350229,0.500990099009901,0.505720823798627,0.42857142857142855
2018-12-22-13-new-hampshire,"December 22, 2018","Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,FAIRFIELD,Fairfield,Fairfield,america-east,Away,FAIRFIELD,NEW-HAMPSHIRE,Fairfield,New Hampshire,0.471976401179941,0.5053050397877984,0.5317073170731708,0.18181818181818185,0.5121028744326778,0.4364963503649635,0.5504201680672269,0.18181818181818185
2018-12-19-11-new-hampshire,"December 19, 2018","Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,MARIST,Marist,Marist,maac,Away,MARIST,NEW-HAMPSHIRE,Marist,New Hampshire,0.4743589743589744,0.5087463556851312,0.5308641975308642,0.2,0.5394190871369294,0.4908424908424908,0.5309278350515464,0.4444444444444444
