homeindex,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
2020-03-11-19-mississippiGeorgia,2020-03-11-19-mississippi,"March 11, 2020","Bridgestone Arena, Nashville, Tennessee",MISSISSIPPI,Ole Miss,Away,GEORGIA,Georgia,Mississippi,GEORGIA,MISSISSIPPI,Georgia,Mississippi,,,,,0.4875072632190587,0.4866701515943544,0.471976401179941,0.4838709677419355
2019-12-03-19-mississippiButler,2019-12-03-19-mississippi,"December 3, 2019","The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,Away,BUTLER,Butler,Butler,BUTLER,MISSISSIPPI,Butler,Mississippi,0.5514138817480719,0.5592783505154639,0.4564606741573034,1.0,0.4764267990074442,0.5280898876404494,0.43478260869565216,0.7142857142857143
2019-11-29-21-oklahoma-stateOklahoma State,2019-11-29-21-oklahoma-state,"November 29, 2019","Barclays Center, Brooklyn, New York",MISSISSIPPI,Ole Miss,Home,OKLAHOMA-STATE,Oklahoma State,Oklahoma State,OKLAHOMA-STATE,MISSISSIPPI,Oklahoma State,Mississippi,0.4915966386554622,0.5408653846153846,0.4218289085545723,1.0,0.5115942028985507,0.5432432432432432,0.4194528875379939,0.8333333333333334
2019-12-08-14-oklahoma-stateWichita State,2019-12-08-14-oklahoma-state,"December 8, 2019","Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,Away,WICHITA-STATE,Wichita State,Wichita State,WICHITA-STATE,OKLAHOMA-STATE,Wichita State,Oklahoma State,0.4805825242718447,0.5421245421245421,0.4403153153153153,0.875,0.4958419958419958,0.5243243243243243,0.4164859002169197,0.875
2020-01-11-14-texas-christianTCU,2020-01-11-14-texas-christian,"January 11, 2020","Ed & Rae Schollmaier Arena, Fort Worth, Texas",OKLAHOMA-STATE,Oklahoma State,Home,TEXAS-CHRISTIAN,TCU,TCU,TEXAS-CHRISTIAN,OKLAHOMA-STATE,TCU,Oklahoma State,0.5267753201396973,0.5339265850945495,0.4684625492772668,0.7857142857142857,0.4676616915422885,0.5057232049947971,0.442643391521197,0.6428571428571429
2020-01-06-21-oklahoma-stateWest Virginia,2020-01-06-21-oklahoma-state,"January 6, 2020","Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,Away,WEST-VIRGINIA,West Virginia,West Virginia,WEST-VIRGINIA,OKLAHOMA-STATE,West Virginia,Oklahoma State,0.4739847715736041,0.5559139784946237,0.4068825910931174,0.8461538461538461,0.4781746031746032,0.5095184770436729,0.4422310756972112,0.6923076923076923
2020-02-18-19-west-virginiaWest Virginia,2020-02-18-19-west-virginia,"February 18, 2020","WVU Coliseum, Morgantown, West Virginia",OKLAHOMA-STATE,Oklahoma State,Home,WEST-VIRGINIA,West Virginia,West Virginia,WEST-VIRGINIA,OKLAHOMA-STATE,West Virginia,Oklahoma State,0.4693396226415094,0.5607751027598356,0.4307692307692308,0.72,0.4661256175017643,0.5075620084694494,0.4707351891506067,0.52
2020-01-21-20-iowa-stateIowa State,2020-01-21-20-iowa-state,"January 21, 2020","James H. Hilton Coliseum , Ames, Iowa",OKLAHOMA-STATE,Oklahoma State,Home,IOWA-STATE,Iowa State,Iowa State,IOWA-STATE,OKLAHOMA-STATE,Iowa State,Oklahoma State,0.5093720712277413,0.4929078014184397,0.5107632093933464,0.4705882352941176,0.4605128205128205,0.5021720243266724,0.45525494276795,0.5294117647058824
2019-12-04-20-oklahoma-stateGeorgetown,2019-12-04-20-oklahoma-state,"December 4, 2019","Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,Away,GEORGETOWN,Georgetown,Georgetown,GEORGETOWN,OKLAHOMA-STATE,Georgetown,Oklahoma State,0.4951573849878935,0.5338983050847458,0.489749430523918,0.5714285714285714,0.4952267303102626,0.5417515274949084,0.3992443324937028,1.0
2020-01-18-12-oklahoma-stateBaylor,2020-01-18-12-oklahoma-state,"January 18, 2020","Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,Away,BAYLOR,Baylor,Baylor,BAYLOR,OKLAHOMA-STATE,Baylor,Oklahoma State,0.4978094194961665,0.5532786885245902,0.43184559710494574,0.9333333333333332,0.4581066376496192,0.4995433789954338,0.4519867549668874,0.5625
2020-02-08-18-baylorBaylor,2020-02-08-18-baylor,"February 8, 2020","Ferrell Center, Waco, Texas",OKLAHOMA-STATE,Oklahoma State,Home,BAYLOR,Baylor,Baylor,BAYLOR,OKLAHOMA-STATE,Baylor,Oklahoma State,0.4972022382094324,0.5495160089352197,0.4394599303135889,0.9523809523809524,0.4620203602192639,0.4979674796747968,0.4680161943319838,0.5
2020-01-27-21-oklahoma-stateKansas,2020-01-27-21-oklahoma-state,"January 27, 2020","Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,Away,KANSAS,Kansas,Kansas,KANSAS,OKLAHOMA-STATE,Kansas,Oklahoma State,0.5519301470588235,0.5542857142857143,0.44469424460431656,0.8421052631578947,0.4702653247941446,0.4996078431372549,0.4625818521983162,0.5263157894736842
2020-02-24-21-kansasKansas,2020-02-24-21-kansas,"February 24, 2020","Allen Fieldhouse, Lawrence, Kansas",OKLAHOMA-STATE,Oklahoma State,Home,KANSAS,Kansas,Kansas,KANSAS,OKLAHOMA-STATE,Kansas,Oklahoma State,0.546875,0.5481481481481482,0.4365625,0.8888888888888888,0.4654272667971298,0.5069871436556735,0.4688741721854305,0.5185185185185185
2020-01-04-12-texas-techTexas Tech,2020-01-04-12-texas-tech,"January 4, 2020","United Supermarkets Arena, Lubbock, Texas",OKLAHOMA-STATE,Oklahoma State,Home,TEXAS-TECH,Texas Tech,Texas Tech,TEXAS-TECH,OKLAHOMA-STATE,Texas Tech,Oklahoma State,0.5079136690647482,0.5399484536082474,0.4595588235294117,0.75,0.4857954545454545,0.515625,0.4276504297994269,0.75
2020-01-15-20-oklahoma-stateTexas,2020-01-15-20-oklahoma-state,"January 15, 2020","Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,Away,TEXAS,Texas,Texas,TEXAS,OKLAHOMA-STATE,Texas,Oklahoma State,0.5104529616724739,0.5,0.4511599511599512,0.7333333333333333,0.4585764294049008,0.5019455252918288,0.4411764705882353,0.6
2020-02-01-15-oklahomaOklahoma,2020-02-01-15-oklahoma,"February 1, 2020","Lloyd Noble Center, Norman, Oklahoma",OKLAHOMA-STATE,Oklahoma State,Home,OKLAHOMA,Oklahoma,Oklahoma,OKLAHOMA,OKLAHOMA-STATE,Oklahoma,Oklahoma State,0.480168776371308,0.489193083573487,0.4664,0.65,0.4606741573033708,0.5,0.4639358860195904,0.5
2019-12-21-17-oklahoma-stateMinnesota,2019-12-21-17-oklahoma-state,"December 21, 2019","BOK Center, Tulsa, Oklahoma",OKLAHOMA-STATE,Oklahoma State,Away,MINNESOTA,Minnesota,Minnesota,MINNESOTA,OKLAHOMA-STATE,Minnesota,Oklahoma State,0.5167224080267558,0.5152905198776758,0.4555749128919861,0.5,0.4845890410958904,0.5100574712643678,0.4239316239316239,0.8
2019-12-14-18-wichita-stateWichita State,2019-12-14-18-wichita-state,"December 14, 2019","Intrust Bank Arena, Wichita, Kansas",OKLAHOMA,Oklahoma,Home,WICHITA-STATE,Wichita State,Wichita State,WICHITA-STATE,OKLAHOMA,Wichita State,Oklahoma,0.486159169550173,0.5447154471544715,0.4375,0.8888888888888888,0.5030927835051546,0.5092936802973977,0.4878787878787879,0.875
2020-01-29-20-kansas-stateKansas State,2020-01-29-20-kansas-state,"January 29, 2020","Bramlage Coliseum, Manhattan, Kansas",OKLAHOMA,Oklahoma,Home,KANSAS-STATE,Kansas State,Kansas State,KANSAS-STATE,OKLAHOMA,Kansas State,Oklahoma,0.4865900383141762,0.4940978077571669,0.4811507936507937,0.42105263157894735,0.4841269841269841,0.48673237300985606,0.4688552188552189,0.6842105263157895
2020-01-11-20-iowa-stateIowa State,2020-01-11-20-iowa-state,"January 11, 2020","James H. Hilton Coliseum , Ames, Iowa",OKLAHOMA,Oklahoma,Home,IOWA-STATE,Iowa State,Iowa State,IOWA-STATE,OKLAHOMA,Iowa State,Oklahoma,0.5169300225733634,0.4890282131661442,0.5051724137931034,0.5,0.4847417840375587,0.5,0.46875,0.7857142857142857
2020-01-20-21-baylorBaylor,2020-01-20-21-baylor,"January 20, 2020","Ferrell Center, Waco, Texas",OKLAHOMA,Oklahoma,Home,BAYLOR,Baylor,Baylor,BAYLOR,OKLAHOMA,Baylor,Oklahoma,0.4984504132231405,0.5474806201550387,0.43615819209039547,0.9375,0.4901185770750988,0.4910638297872341,0.4755868544600939,0.7058823529411765
2020-02-18-21-oklahomaBaylor,2020-02-18-21-oklahoma,"February 18, 2020","Lloyd Noble Center, Norman, Oklahoma",OKLAHOMA,Oklahoma,Away,BAYLOR,Baylor,Baylor,BAYLOR,OKLAHOMA,Baylor,Oklahoma,0.4964689265536723,0.5435064935064935,0.4360243716679361,0.9583333333333334,0.4878378378378378,0.4921190893169877,0.4714926329276105,0.64
2020-01-14-21-oklahomaKansas,2020-01-14-21-oklahoma,"January 14, 2020","Lloyd Noble Center, Norman, Oklahoma",OKLAHOMA,Oklahoma,Away,KANSAS,Kansas,Kansas,KANSAS,OKLAHOMA,Kansas,Oklahoma,0.5634458672875436,0.5525210084033614,0.44375,0.8,0.4893973214285714,0.4956772334293948,0.4757127771911298,0.7333333333333333
2020-02-15-12-kansasKansas,2020-02-15-12-kansas,"February 15, 2020","Allen Fieldhouse, Lawrence, Kansas",OKLAHOMA,Oklahoma,Home,KANSAS,Kansas,Kansas,KANSAS,OKLAHOMA,Kansas,Oklahoma,0.5409594095940959,0.5462130937098845,0.4330736543909349,0.875,0.4911535739561218,0.4941967012828344,0.4671801741460148,0.6666666666666666
2020-02-04-21-texas-techTexas Tech,2020-02-04-21-texas-tech,"February 4, 2020","United Supermarkets Arena, Lubbock, Texas",OKLAHOMA,Oklahoma,Home,TEXAS-TECH,Texas Tech,Texas Tech,TEXAS-TECH,OKLAHOMA,Texas Tech,Oklahoma,0.505838198498749,0.5137404580152671,0.462784588441331,0.6190476190476191,0.4859211584875302,0.4906832298136646,0.4665144596651446,0.6666666666666666
2019-12-17-20-creightonCreighton,2019-12-17-20-creighton,"December 17, 2019","CenturyLink Center, Omaha, Nebraska",OKLAHOMA,Oklahoma,Home,CREIGHTON,Creighton,Oklahoma,CREIGHTON,OKLAHOMA,Creighton,Oklahoma,,,,,0.5,0.4926590538336052,0.4857397504456328,0.7777777777777778
2019-11-25-21-oklahomaStanford,2019-11-25-21-oklahoma,"November 25, 2019","Sprint Center, Kansas City, Missouri",OKLAHOMA,Oklahoma,Away,STANFORD,Stanford,Oklahoma,STANFORD,OKLAHOMA,Stanford,Oklahoma,,,,,0.5,0.5410764872521246,0.4719626168224299,1.0
2020-03-03-21-oklahomaTexas,2020-03-03-21-oklahoma,"March 3, 2020","Lloyd Noble Center, Norman, Oklahoma",OKLAHOMA,Oklahoma,Away,TEXAS,Texas,Texas,TEXAS,OKLAHOMA,Texas,Oklahoma,0.5068195908245505,0.4756235827664399,0.4661177960734642,0.6206896551724138,0.4873380447585395,0.4901960784313725,0.4662273476112026,0.6206896551724138
2020-02-22-16-oklahoma-stateOklahoma State,2020-02-22-16-oklahoma-state,"February 22, 2020","Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA,Oklahoma,Home,OKLAHOMA-STATE,Oklahoma State,Oklahoma State,OKLAHOMA-STATE,OKLAHOMA,Oklahoma State,Oklahoma,0.4632152588555858,0.5037812681791739,0.4697594501718213,0.5,0.485313315926893,0.4907251264755481,0.4719654959950709,0.6153846153846154
2019-11-05-20-wichita-stateWichita State,2019-11-05-20-wichita-state,"November 5, 2019","Charles Koch Arena, Wichita, Kansas",NEBRASKA-OMAHA,Omaha,Home,WICHITA-STATE,Wichita State,Wichita State,WICHITA-STATE,NEBRASKA-OMAHA,Wichita State,Omaha,,,,,,,,
2019-11-13-21-colorado-stateColorado State,2019-11-13-21-colorado-state,"November 13, 2019","Moby Arena, Fort Collins, Colorado",NEBRASKA-OMAHA,Omaha,Home,COLORADO-STATE,Colorado State,Colorado State,COLORADO-STATE,NEBRASKA-OMAHA,Colorado State,Omaha,0.4476190476190477,0.48905109489051096,0.5236220472440944,0.5,0.5363128491620112,0.5209302325581395,0.404040404040404,0.6666666666666666
2020-01-11-16-south-dakotaSouth Dakota,2020-01-11-16-south-dakota,"January 11, 2020","Sanford Coyote Sports Center, Vermillon, South Dakota",NEBRASKA-OMAHA,Omaha,Home,SOUTH-DAKOTA,South Dakota,South Dakota,SOUTH-DAKOTA,NEBRASKA-OMAHA,South Dakota,Omaha,0.5365344467640919,0.5086538461538461,0.5093966369930761,0.5882352941176471,0.5022956841138659,0.4918166939443535,0.5026595744680851,0.5555555555555556
2020-02-02-13-nebraska-omahaSouth Dakota,2020-02-02-13-nebraska-omaha,"February 2, 2020","Baxter Arena, Omaha, Nebraska",NEBRASKA-OMAHA,Omaha,Away,SOUTH-DAKOTA,South Dakota,South Dakota,SOUTH-DAKOTA,NEBRASKA-OMAHA,South Dakota,Omaha,0.5554693560899923,0.5065028901734104,0.5194424064563463,0.6521739130434783,0.5063670411985018,0.494901427600272,0.5158321060382917,0.5454545454545454
2019-12-03-20-arkansas-stateArkansas State,2019-12-03-20-arkansas-state,"December 3, 2019","Convocation Center, Jonesboro, Arkansas",NEBRASKA-OMAHA,Omaha,Home,ARKANSAS-STATE,Arkansas State,Arkansas State,ARKANSAS-STATE,NEBRASKA-OMAHA,Arkansas State,Omaha,0.5092592592592593,0.5022727272727273,0.512,0.7142857142857143,0.5184842883548983,0.5008210180623974,0.4822380106571936,0.5555555555555556
2019-12-17-21-eastern-washingtonEastern Washington,2019-12-17-21-eastern-washington,"December 17, 2019","Reese Court, Cheney, Washington",NEBRASKA-OMAHA,Omaha,Home,EASTERN-WASHINGTON,Eastern Washington,Eastern Washington,EASTERN-WASHINGTON,NEBRASKA-OMAHA,Eastern Washington,Omaha,0.5507936507936508,0.5230998509687034,0.4638447971781305,0.6666666666666666,0.5050890585241731,0.4931818181818182,0.5,0.4615384615384616
2019-12-01-20-saint-marys-caSaint Mary's (CA),2019-12-01-20-saint-marys-ca,"December 1, 2019","McKeon Pavilion, Moraga, California",NEBRASKA-OMAHA,Omaha,Home,SAINT-MARYS-CA,Saint Mary's,Omaha,SAINT-MARYS-CA,NEBRASKA-OMAHA,Saint Mary's (CA),Omaha,,,,,0.51875,0.5098743267504489,0.4682539682539682,0.625
2020-02-05-20-nebraska-omahaNorth Dakota State,2020-02-05-20-nebraska-omaha,"February 5, 2020","Baxter Arena, Omaha, Nebraska",NEBRASKA-OMAHA,Omaha,Away,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,NORTH-DAKOTA-STATE,NEBRASKA-OMAHA,North Dakota State,Omaha,0.5234435049961568,0.5280898876404494,0.4856811145510836,0.6956521739130435,0.5071787508973439,0.4964122635355512,0.5144671841919548,0.5217391304347826
2020-02-29-17-north-dakota-stateNorth Dakota State,2020-02-29-17-north-dakota-state,"February 29, 2020","Scheels Center, Fargo, North Dakota",NEBRASKA-OMAHA,Omaha,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,NORTH-DAKOTA-STATE,NEBRASKA-OMAHA,North Dakota State,Omaha,0.5243902439024389,0.535,0.4911746804625685,0.7241379310344828,0.5070118662351673,0.4934869739478958,0.5171568627450981,0.5333333333333333
2020-02-08-17-south-dakota-stateSouth Dakota State,2020-02-08-17-south-dakota-state,"February 8, 2020","Frost Arena, Brookings, South Dakota",NEBRASKA-OMAHA,Omaha,Home,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,SOUTH-DAKOTA-STATE,NEBRASKA-OMAHA,South Dakota State,Omaha,0.5511675824175825,0.5329768270944741,0.4724358974358974,0.68,0.506872852233677,0.4924528301886793,0.5191126279863482,0.5
2020-01-18-15-denverDenver,2020-01-18-15-denver,"January 18, 2020",,NEBRASKA-OMAHA,Omaha,Home,DENVER,Denver,Denver,DENVER,NEBRASKA-OMAHA,Denver,Omaha,0.4724857685009488,0.4836601307189543,0.5311320754716982,0.21052631578947367,0.5069565217391304,0.4933541829554339,0.5063398140321217,0.5263157894736842
2019-12-11-20-arizonaArizona,2019-12-11-20-arizona,"December 11, 2019","McKale Center, Tucson, Arizona",NEBRASKA-OMAHA,Omaha,Home,ARIZONA,Arizona,Omaha,ARIZONA,NEBRASKA-OMAHA,Arizona,Omaha,,,,,0.5120481927710844,0.4979811574697174,0.4889217134416544,0.4545454545454545
2020-02-12-20-oral-robertsOral Roberts,2020-02-12-20-oral-roberts,"February 12, 2020","Mabee Center, Tulsa, Oklahoma",NEBRASKA-OMAHA,Omaha,Home,ORAL-ROBERTS,Oral Roberts,Oral Roberts,ORAL-ROBERTS,NEBRASKA-OMAHA,Oral Roberts,Omaha,0.5022996057818659,0.5282784338098198,0.5171062009978618,0.5,0.5036303630363036,0.4906457453228726,0.5213394615889692,0.48
2020-03-08-19-oral-robertsOral Roberts,2020-03-08-19-oral-roberts,"March 8, 2020","Denny Sanford Premier Center, Sioux Falls, South Dakota",NEBRASKA-OMAHA,Omaha,Home,ORAL-ROBERTS,Oral Roberts,Oral Roberts,ORAL-ROBERTS,NEBRASKA-OMAHA,Oral Roberts,Omaha,0.5136290753607696,0.5204498977505112,0.5132947976878612,0.5517241379310345,0.5057471264367817,0.4939467312348668,0.52,0.5161290322580645
2019-11-19-19-daytonDayton,2019-11-19-19-dayton,"November 19, 2019","University of Dayton Arena, Dayton, Ohio",NEBRASKA-OMAHA,Omaha,Home,DAYTON,Dayton,Dayton,DAYTON,NEBRASKA-OMAHA,Dayton,Omaha,0.6115702479338843,0.5390625,0.4957627118644068,1.0,0.5102459016393442,0.5068493150684932,0.44015444015444016,0.5
2019-12-08-17-northern-arizonaNorthern Arizona,2019-12-08-17-northern-arizona,"December 8, 2019","Findlay Toyota Center, Prescott Valley, Arizona",NEBRASKA-OMAHA,Omaha,Home,NORTHERN-ARIZONA,Northern Arizona,Northern Arizona,NORTHERN-ARIZONA,NEBRASKA-OMAHA,Northern Arizona,Omaha,0.5293159609120521,0.5306748466257669,0.5091911764705882,0.6,0.5184563758389261,0.5044642857142857,0.4846278317152104,0.5
2019-11-23-15-wichita-stateWichita State,2019-11-23-15-wichita-state,"November 23, 2019","Charles Koch Arena, Wichita, Kansas",ORAL-ROBERTS,Oral Roberts,Home,WICHITA-STATE,Wichita State,Wichita State,WICHITA-STATE,ORAL-ROBERTS,Wichita State,Oral Roberts,0.4830188679245283,0.5783582089552238,0.4553990610328639,1.0,0.4516129032258064,0.5241730279898219,0.4856230031948882,0.4
2020-01-25-16-south-dakotaSouth Dakota,2020-01-25-16-south-dakota,"January 25, 2020","Sanford Coyote Sports Center, Vermillon, South Dakota",ORAL-ROBERTS,Oral Roberts,Home,SOUTH-DAKOTA,South Dakota,South Dakota,SOUTH-DAKOTA,ORAL-ROBERTS,South Dakota,Oral Roberts,0.5513146734520781,0.5043547110055424,0.5180868167202572,0.6190476190476191,0.5102880658436214,0.5336391437308868,0.4986807387862797,0.5789473684210527
2019-11-12-20-tulsaTulsa,2019-11-12-20-tulsa,"November 12, 2019","Donald W. Reynolds Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,Home,TULSA,Tulsa,Tulsa,TULSA,ORAL-ROBERTS,Tulsa,Oral Roberts,0.4112903225806452,0.4765100671140939,0.4488188976377953,0.5,0.4429530201342282,0.5416666666666666,0.4507575757575758,0.5
2020-01-04-20-nebraska-omahaOmaha,2020-01-04-20-nebraska-omaha,"January 4, 2020","Baxter Arena, Omaha, Nebraska",ORAL-ROBERTS,Oral Roberts,Home,NEBRASKA-OMAHA,Omaha,Omaha,NEBRASKA-OMAHA,ORAL-ROBERTS,Omaha,Oral Roberts,0.5,0.4935779816513762,0.5113300492610837,0.5,0.4836601307189543,0.5426587301587301,0.4882075471698113,0.5
2019-12-28-21-brigham-youngBrigham Young,2019-12-28-21-brigham-young,"December 28, 2019","Marriott Center, Provo, Utah",ORAL-ROBERTS,Oral Roberts,Home,BRIGHAM-YOUNG,BYU,Brigham Young,BRIGHAM-YOUNG,ORAL-ROBERTS,Brigham Young,Oral Roberts,0.5838396111786148,0.4966139954853273,0.4800242130750606,0.7142857142857143,0.4820742637644046,0.5486827033218786,0.4654218533886584,0.5833333333333334
2019-12-03-20-creightonCreighton,2019-12-03-20-creighton,"December 3, 2019","CenturyLink Center, Omaha, Nebraska",ORAL-ROBERTS,Oral Roberts,Home,CREIGHTON,Creighton,Oral Roberts,CREIGHTON,ORAL-ROBERTS,Creighton,Oral Roberts,,,,,0.4522357723577236,0.5328467153284672,0.4720930232558139,0.42857142857142855
2020-02-08-14-north-dakota-stateNorth Dakota State,2020-02-08-14-north-dakota-state,"February 8, 2020","Scheels Center, Fargo, North Dakota",ORAL-ROBERTS,Oral Roberts,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,NORTH-DAKOTA-STATE,ORAL-ROBERTS,North Dakota State,Oral Roberts,0.528169014084507,0.5313977042538826,0.4863367799113737,0.7083333333333334,0.5034083162917519,0.531873792659369,0.5136834319526628,0.5217391304347826
2020-03-09-19-north-dakota-stateNorth Dakota State,2020-03-09-19-north-dakota-state,"March 9, 2020","Denny Sanford Premier Center, Sioux Falls, South Dakota",ORAL-ROBERTS,Oral Roberts,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,NORTH-DAKOTA-STATE,ORAL-ROBERTS,North Dakota State,Oral Roberts,0.5249858035207269,0.5309597523219814,0.4915014164305949,0.7419354838709677,0.5142045454545454,0.5174275895925381,0.5064281721632197,0.5666666666666667
2019-11-15-20-iowaIowa,2019-11-15-20-iowa,"November 15, 2019","Carver-Hawkeye Arena, Iowa City, Iowa",ORAL-ROBERTS,Oral Roberts,Home,IOWA,Iowa,Iowa,IOWA,ORAL-ROBERTS,Iowa,Oral Roberts,0.5089285714285714,0.4956521739130435,0.5756302521008403,0.5,0.4305555555555556,0.5121951219512195,0.4783783783783784,0.3333333333333333
2020-01-02-21-south-dakota-stateSouth Dakota State,2020-01-02-21-south-dakota-state,"January 2, 2020","Frost Arena, Brookings, South Dakota",ORAL-ROBERTS,Oral Roberts,Home,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,SOUTH-DAKOTA-STATE,ORAL-ROBERTS,South Dakota State,Oral Roberts,0.5169851380042463,0.5265526552655265,0.4787449392712551,0.5625,0.4801169590643275,0.5489989462592202,0.4706632653061225,0.5384615384615384
2020-01-29-20-oral-robertsSouth Dakota State,2020-01-29-20-oral-roberts,"January 29, 2020","Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,Away,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,SOUTH-DAKOTA-STATE,ORAL-ROBERTS,South Dakota State,Oral Roberts,0.5462962962962963,0.5305466237942122,0.4789915966386555,0.6521739130434783,0.5089773614363778,0.5314787701317716,0.5046257359125316,0.55
2020-02-20-21-denverDenver,2020-02-20-21-denver,"February 20, 2020",,ORAL-ROBERTS,Oral Roberts,Home,DENVER,Denver,Denver,DENVER,ORAL-ROBERTS,Denver,Oral Roberts,0.4912868632707775,0.4782860451650261,0.5264015645371578,0.1851851851851852,0.501500600240096,0.5227790432801822,0.5143322475570032,0.5384615384615384
2019-11-06-20-oklahoma-stateOklahoma State,2019-11-06-20-oklahoma-state,"November 6, 2019","Gallagher-Iba Arena, Stillwater, Oklahoma",ORAL-ROBERTS,Oral Roberts,Home,OKLAHOMA-STATE,Oklahoma State,Oklahoma State,OKLAHOMA-STATE,ORAL-ROBERTS,Oklahoma State,Oral Roberts,,,,,,,,
2020-02-06-20-north-dakotaNorth Dakota,2020-02-06-20-north-dakota,"February 6, 2020","Betty Engelstad Sioux Center , Grand Forks, North Dakota",ORAL-ROBERTS,Oral Roberts,Home,NORTH-DAKOTA,North Dakota,North Dakota,NORTH-DAKOTA,ORAL-ROBERTS,North Dakota,Oral Roberts,0.5298393267023719,0.5298507462686567,0.5032097004279601,0.43478260869565216,0.5024822695035461,0.5316877918612408,0.5107692307692308,0.5454545454545454
2019-11-26-18-south-carolinaWichita State,2019-11-26-18-south-carolina,"November 26, 2019","Hard Rock Hotel Riviera Maya, Cancun",SOUTH-CAROLINA,South Carolina,Away,WICHITA-STATE,Wichita State,Wichita State,WICHITA-STATE,SOUTH-CAROLINA,Wichita State,South Carolina,0.4907120743034056,0.5676470588235294,0.4298561151079137,1.0,0.4648318042813456,0.5571847507331378,0.3884758364312267,0.8
2019-12-08-12-south-carolinaHouston,2019-12-08-12-south-carolina,"December 8, 2019","The Colonial Life Arena, Columbia, South Carolina",SOUTH-CAROLINA,South Carolina,Away,HOUSTON,Houston,Houston,HOUSTON,SOUTH-CAROLINA,Houston,South Carolina,0.5236842105263158,0.6119402985074627,0.4882352941176471,0.6666666666666666,0.4830357142857143,0.5382003395585738,0.4352226720647773,0.6666666666666666
2020-01-11-13-tennesseeTennessee,2020-01-11-13-tennessee,"January 11, 2020","Thompson-Boling Arena, Knoxville, Tennessee",SOUTH-CAROLINA,South Carolina,Home,TENNESSEE,Tennessee,Tennessee,TENNESSEE,SOUTH-CAROLINA,Tennessee,South Carolina,0.492772667542707,0.528604118993135,0.4450830140485313,0.6428571428571429,0.4754784688995216,0.5154867256637168,0.452156334231806,0.5714285714285714
2020-02-29-20-alabamaAlabama,2020-02-29-20-alabama,"February 29, 2020","Coleman Coliseum , Tuscaloosa, Alabama",SOUTH-CAROLINA,South Carolina,Home,ALABAMA,Alabama,Alabama,ALABAMA,SOUTH-CAROLINA,Alabama,South Carolina,0.5270647321428571,0.5031878371750859,0.4723287671232877,0.5357142857142857,0.4861111111111111,0.5132360886007563,0.4491356382978723,0.6071428571428571
2020-01-07-19-south-carolinaFlorida,2020-01-07-19-south-carolina,"January 7, 2020","The Colonial Life Arena, Columbia, South Carolina",SOUTH-CAROLINA,South Carolina,Away,FLORIDA,Florida,Florida,FLORIDA,SOUTH-CAROLINA,Florida,South Carolina,0.4960474308300396,0.5292096219931272,0.4506666666666666,0.6923076923076923,0.4800257731958763,0.5232974910394266,0.4464809384164223,0.6153846153846154
2020-02-22-18-south-carolinaLouisiana State,2020-02-22-18-south-carolina,"February 22, 2020","The Colonial Life Arena, Columbia, South Carolina",SOUTH-CAROLINA,South Carolina,Away,LOUISIANA-STATE,LSU,Louisiana State,LOUISIANA-STATE,SOUTH-CAROLINA,Louisiana State,South Carolina,0.5253807106598984,0.5530216647662486,0.4944785276073619,0.6923076923076923,0.4880336351875809,0.51357733175915,0.4448476052249637,0.6153846153846154
2020-01-22-19-auburnAuburn,2020-01-22-19-auburn,"January 22, 2020","Auburn Arena, Auburn, Alabama",SOUTH-CAROLINA,South Carolina,Home,AUBURN,Auburn,Auburn,AUBURN,SOUTH-CAROLINA,Auburn,South Carolina,0.5111218568665378,0.5338345864661654,0.4597644749754661,0.8823529411764706,0.4737864077669903,0.5179856115107914,0.4452513966480447,0.5882352941176471
