homeindex,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
2020-01-04-20-murray-stateMurray State,2020-01-04-20-murray-state,"January 4, 2020","CFSB Center, Murray, Kentucky",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,MURRAY-STATE,Murray State,Murray State,MURRAY-STATE,SOUTHEAST-MISSOURI-STATE,Murray State,Southeast Missouri State,0.5271370420624152,0.5765550239234449,0.4574022346368715,0.6153846153846154,0.4599483204134367,0.4715719063545151,0.5253807106598984,0.2857142857142857
2020-01-18-17-southeast-missouri-stateMurray State,2020-01-18-17-southeast-missouri-state,"January 18, 2020","Show Me Center, Cape Girardeau, Missouri",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Away,MURRAY-STATE,Murray State,Murray State,MURRAY-STATE,SOUTHEAST-MISSOURI-STATE,Murray State,Southeast Missouri State,0.5373443983402489,0.575,0.4533898305084746,0.7058823529411765,0.4627766599597585,0.4667258207630878,0.5498519249753209,0.2222222222222222
2020-01-23-20-southern-illinois-edwardsvilleSIU Edwardsville,2020-01-23-20-southern-illinois-edwardsville,"January 23, 2020","Sam Vadalabene Center , Edwardsville, Illinois",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,SIU Edwardsville,SOUTHERN-ILLINOIS-EDWARDSVILLE,SOUTHEAST-MISSOURI-STATE,SIU Edwardsville,Southeast Missouri State,0.4802752293577982,0.4727272727272727,0.5161750713606089,0.21052631578947367,0.4690770694576594,0.4691983122362869,0.5553990610328638,0.21052631578947367
2019-12-15-20-youngstown-stateYoungstown State,2019-12-15-20-youngstown-state,"December 15, 2019","Beeghly Center, Youngstown, Ohio",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,YOUNGSTOWN-STATE,Youngstown State,Youngstown State,YOUNGSTOWN-STATE,SOUTHEAST-MISSOURI-STATE,Youngstown State,Southeast Missouri State,0.46316614420062696,0.5306122448979592,0.4855687606112054,0.5,0.4848178137651822,0.4965635738831615,0.5136186770428015,0.3333333333333333
2020-02-29-17-tennessee-martinTennessee-Martin,2020-02-29-17-tennessee-martin,"February 29, 2020","Skyhawk Arena, Martin, Tennessee",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,TENNESSEE-MARTIN,UT-Martin,Tennessee-Martin,TENNESSEE-MARTIN,SOUTHEAST-MISSOURI-STATE,Tennessee-Martin,Southeast Missouri State,0.5153337342152736,0.4796380090497738,0.5764090644973853,0.2857142857142857,0.4705351773902586,0.4761146496815287,0.5378965922444183,0.2333333333333333
2019-11-27-19-cal-state-fullertonCal State Fullerton,2019-11-27-19-cal-state-fullerton,"November 27, 2019","Leavey Center, Santa Clara, California",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,CAL-STATE-FULLERTON,Cal State Fullerton,Cal State Fullerton,CAL-STATE-FULLERTON,SOUTHEAST-MISSOURI-STATE,Cal State Fullerton,Southeast Missouri State,0.4394463667820069,0.4922600619195047,0.5231316725978647,0.4,0.4891774891774892,0.5036496350364964,0.5263157894736842,0.5
2020-02-01-16-eastern-kentuckyEastern Kentucky,2020-02-01-16-eastern-kentucky,"February 1, 2020","McBrayer Arena, Richmond, Kentucky",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,EASTERN-KENTUCKY,Eastern Kentucky,Eastern Kentucky,EASTERN-KENTUCKY,SOUTHEAST-MISSOURI-STATE,Eastern Kentucky,Southeast Missouri State,0.4752650176678445,0.4494750656167979,0.5216383307573416,0.4545454545454545,0.467046379170057,0.4675324675324675,0.5573969280517381,0.18181818181818185
2020-02-20-20-jacksonville-stateJacksonville State,2020-02-20-20-jacksonville-state,"February 20, 2020","Pete Mathews Coliseum, Jacksonville, Alabama",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,JACKSONVILLE-STATE,Jacksonville State,Jacksonville State,JACKSONVILLE-STATE,SOUTHEAST-MISSOURI-STATE,Jacksonville State,Southeast Missouri State,0.5145151327980235,0.5339976553341149,0.5076824583866837,0.3703703703703704,0.4731903485254692,0.4738081224249559,0.5434924787442773,0.25925925925925924
2019-12-17-19-ohio-stateOhio State,2019-12-17-19-ohio-state,"December 17, 2019","Value City Arena, Columbus, Ohio",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,OHIO-STATE,Ohio State,Ohio State,OHIO-STATE,SOUTHEAST-MISSOURI-STATE,Ohio State,Southeast Missouri State,0.5641711229946524,0.5644171779141104,0.4115120274914089,0.9,0.4755877034358047,0.4900153609831029,0.5176991150442478,0.3
2019-12-21-16-southern-illinoisSouthern Illinois,2019-12-21-16-southern-illinois,"December 21, 2019","The SIU Arena, Carbondale, Illinois",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,SOUTHERN-ILLINOIS,Southern Illinois,Southern Illinois,SOUTHERN-ILLINOIS,SOUTHEAST-MISSOURI-STATE,Southern Illinois,Southeast Missouri State,0.5183028286189684,0.4438122332859175,0.4694656488549618,0.4166666666666667,0.4584013050570962,0.4781997187060478,0.5340909090909091,0.2727272727272727
2020-01-30-19-morehead-stateMorehead State,2020-01-30-19-morehead-state,"January 30, 2020","Ellis T. Johnson Arena, Morehead, Kentucky",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,MOREHEAD-STATE,Morehead State,Morehead State,MOREHEAD-STATE,SOUTHEAST-MISSOURI-STATE,Morehead State,Southeast Missouri State,0.4848363926576217,0.5035161744022504,0.4784860557768924,0.42857142857142855,0.4645904436860068,0.4701436130007559,0.5552721088435374,0.19047619047619047
2020-02-08-17-southeast-missouri-stateTennessee Tech,2020-02-08-17-southeast-missouri-state,"February 8, 2020","Show Me Center, Cape Girardeau, Missouri",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Away,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,TENNESSEE-TECH,SOUTHEAST-MISSOURI-STATE,Tennessee Tech,Southeast Missouri State,0.4789473684210526,0.5006544502617801,0.5368120085775554,0.2083333333333333,0.4718468468468469,0.4700854700854701,0.548646671543526,0.2083333333333333
2020-02-22-17-tennessee-techTennessee Tech,2020-02-22-17-tennessee-tech,"February 22, 2020","Eblen Center, Cookeville, Tennessee",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Home,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,TENNESSEE-TECH,SOUTHEAST-MISSOURI-STATE,Tennessee Tech,Southeast Missouri State,0.4791792395896198,0.4980326025857223,0.5348980852378011,0.2857142857142857,0.4740428293316029,0.4723961297666477,0.5391661402400505,0.25
2019-11-19-19-southeast-missouri-stateThe Citadel,2019-11-19-19-southeast-missouri-state,"November 19, 2019","Show Me Center, Cape Girardeau, Missouri",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Away,CITADEL,Citadel,The Citadel,CITADEL,SOUTHEAST-MISSOURI-STATE,The Citadel,Southeast Missouri State,0.5650887573964497,0.4739583333333333,0.59375,0.0,0.4868421052631579,0.48905109489051096,0.544,0.5
2019-12-18-20-new-orleansAbilene Christian,2019-12-18-20-new-orleans,"December 18, 2019","Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,NEW-ORLEANS,Abilene Christian,New Orleans,0.4960753532182104,0.5362776025236593,0.4618556701030928,0.5,0.5199652777777778,0.4929577464788733,0.5079051383399209,0.4444444444444444
2019-11-12-20-southern-methodistSouthern Methodist,2019-11-12-20-southern-methodist,"November 12, 2019","Moody Coliseum, Dallas, Texas",NEW-ORLEANS,New Orleans,Home,SOUTHERN-METHODIST,SMU,Southern Methodist,SOUTHERN-METHODIST,NEW-ORLEANS,Southern Methodist,New Orleans,0.475,0.5,0.4732142857142857,1.0,0.5833333333333334,0.448,0.4715447154471545,0.5
2020-01-18-19-new-orleansMcNeese State,2020-01-18-19-new-orleans,"January 18, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,Away,MCNEESE-STATE,McNeese State,McNeese State,MCNEESE-STATE,NEW-ORLEANS,McNeese State,New Orleans,0.593035343035343,0.5330097087378641,0.5152709359605911,0.4705882352941176,0.5124254473161034,0.4797687861271676,0.5336091003102379,0.35294117647058826
2019-12-21-15-sam-houston-stateSam Houston State,2019-12-21-15-sam-houston-state,"December 21, 2019","Johnson Coliseum, Huntsville, Texas",NEW-ORLEANS,New Orleans,Home,SAM-HOUSTON-STATE,Sam Houston State,Sam Houston State,SAM-HOUSTON-STATE,NEW-ORLEANS,Sam Houston State,New Orleans,0.505427408412483,0.5236875800256082,0.4595015576323988,0.6363636363636364,0.5176282051282052,0.4895666131621188,0.5116906474820144,0.4
2020-01-04-19-new-orleansStephen F. Austin,2020-01-04-19-new-orleans,"January 4, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,STEPHEN-F-AUSTIN,NEW-ORLEANS,Stephen F. Austin,New Orleans,0.5402097902097902,0.570615034168565,0.4963976945244957,0.8571428571428571,0.5057618437900128,0.4837092731829574,0.5306539509536785,0.3076923076923077
2020-02-08-17-stephen-f-austinStephen F. Austin,2020-02-08-17-stephen-f-austin,"February 8, 2020","William Johnson Coliseum, Nacogdoches, Texas",NEW-ORLEANS,New Orleans,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,STEPHEN-F-AUSTIN,NEW-ORLEANS,Stephen F. Austin,New Orleans,0.5413870246085011,0.5616835994194485,0.4995682210708117,0.8695652173913043,0.5077639751552795,0.4813404417364813,0.5396,0.3181818181818182
2020-01-29-20-new-orleansNorthwestern State,2020-01-29-20-new-orleans,"January 29, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,Away,NORTHWESTERN-STATE,Northwestern State,Northwestern State,NORTHWESTERN-STATE,NEW-ORLEANS,Northwestern State,New Orleans,0.4919962335216573,0.5152979066022544,0.4636118598382749,0.3888888888888889,0.507679180887372,0.4776748104465038,0.5435943060498221,0.3
2020-03-04-19-northwestern-stateNorthwestern State,2020-03-04-19-northwestern-state,"March 4, 2020","Prather Coliseum, Natchitoches, Louisiana",NEW-ORLEANS,New Orleans,Home,NORTHWESTERN-STATE,Northwestern State,Northwestern State,NORTHWESTERN-STATE,NEW-ORLEANS,Northwestern State,New Orleans,0.5033950617283951,0.5026624068157615,0.4684025746050322,0.4444444444444444,0.5083539603960396,0.4733333333333333,0.5511760966306422,0.2857142857142857
2019-12-03-21-louisiana-stateLouisiana State,2019-12-03-21-louisiana-state,"December 3, 2019","Maravich Assembly Center, Baton Rouge, Louisiana",NEW-ORLEANS,New Orleans,Home,LOUISIANA-STATE,LSU,Louisiana State,LOUISIANA-STATE,NEW-ORLEANS,Louisiana State,New Orleans,0.5614457831325301,0.5553235908141962,0.4594594594594595,0.7142857142857143,0.5178970917225951,0.4888392857142857,0.4987179487179487,0.42857142857142855
2019-11-17-15-mississippi-stateMississippi State,2019-11-17-15-mississippi-state,"November 17, 2019","Humphrey Coliseum, Starkville, Mississippi",NEW-ORLEANS,New Orleans,Home,MISSISSIPPI-STATE,Mississippi State,Mississippi State,MISSISSIPPI-STATE,NEW-ORLEANS,Mississippi State,New Orleans,0.5296052631578947,0.5698924731182796,0.4488636363636364,1.0,0.5112994350282486,0.46,0.489010989010989,0.3333333333333333
2019-12-28-13-memphisMemphis,2019-12-28-13-memphis,"December 28, 2019","FedExForum, Memphis, Tennessee",NEW-ORLEANS,New Orleans,Home,MEMPHIS,Memphis,Memphis,MEMPHIS,NEW-ORLEANS,Memphis,New Orleans,0.5159090909090909,0.5490956072351422,0.39732142857142855,0.9090909090909092,0.5199115044247787,0.492603550295858,0.5211038961038961,0.3636363636363637
2019-11-09-19-butlerButler,2019-11-09-19-butler,"November 9, 2019","Hinkle Fieldhouse, Indianapolis, Indiana",NEW-ORLEANS,New Orleans,Home,BUTLER,Butler,Butler,BUTLER,NEW-ORLEANS,Butler,New Orleans,0.6440677966101694,0.5396825396825397,0.3947368421052632,1.0,0.6615384615384615,0.5303030303030303,0.3888888888888889,1.0
2019-11-24-22-hawaiiHawaii,2019-11-24-22-hawaii,"November 24, 2019","Stan Sheriff Center, Honolulu, Hawaii",NEW-ORLEANS,New Orleans,Home,HAWAII,Hawaii,Hawaii,HAWAII,NEW-ORLEANS,Hawaii,New Orleans,0.503448275862069,0.476038338658147,0.4537671232876712,0.6,0.4829787234042553,0.4407407407407408,0.5041152263374485,0.25
2020-02-12-20-central-arkansasCentral Arkansas,2020-02-12-20-central-arkansas,"February 12, 2020","Jeff Farris Center, Conway, Arkansas",NEW-ORLEANS,New Orleans,Home,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,CENTRAL-ARKANSAS,NEW-ORLEANS,Central Arkansas,New Orleans,0.4799723756906077,0.4949911608721273,0.5260282776349614,0.3333333333333333,0.5089887640449439,0.4798534798534799,0.5410276073619632,0.3043478260869565
2020-01-25-19-new-orleansNicholls State,2020-01-25-19-new-orleans,"January 25, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,Away,NICHOLLS-STATE,Nicholls State,Nicholls State,NICHOLLS-STATE,NEW-ORLEANS,Nicholls State,New Orleans,0.4926470588235294,0.4924924924924925,0.4666666666666667,0.65,0.5076233183856502,0.4815465729349737,0.539756782039289,0.3157894736842105
2020-02-29-16-nicholls-stateNicholls State,2020-02-29-16-nicholls-state,"February 29, 2020","David Stopher Gymnasium, Thibodaux, Louisiana",NEW-ORLEANS,New Orleans,Home,NICHOLLS-STATE,Nicholls State,Nicholls State,NICHOLLS-STATE,NEW-ORLEANS,Nicholls State,New Orleans,0.5016242555495398,0.4868632707774799,0.4847920546244569,0.6551724137931034,0.5096030729833547,0.477602523659306,0.5506329113924051,0.2962962962962963
2020-01-02-20-new-orleansLamar,2020-01-02-20-new-orleans,"January 2, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,Away,LAMAR,Lamar,Lamar,LAMAR,NEW-ORLEANS,Lamar,New Orleans,0.4633699633699634,0.5185995623632386,0.4625,0.5384615384615384,0.504774897680764,0.4825268817204301,0.5301914580265096,0.3333333333333333
2020-01-11-17-incarnate-wordIncarnate Word,2020-01-11-17-incarnate-word,"January 11, 2020","McDermott Center, San Antonio, Texas",NEW-ORLEANS,New Orleans,Home,INCARNATE-WORD,Incarnate Word,Incarnate Word,INCARNATE-WORD,NEW-ORLEANS,Incarnate Word,New Orleans,0.4504232164449818,0.4663101604278075,0.485663082437276,0.21428571428571427,0.5079275198187996,0.4769736842105263,0.534037558685446,0.3333333333333333
2020-02-15-19-new-orleansIncarnate Word,2020-02-15-19-new-orleans,"February 15, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,Away,INCARNATE-WORD,Incarnate Word,Incarnate Word,INCARNATE-WORD,NEW-ORLEANS,Incarnate Word,New Orleans,0.4620714806710429,0.4697462589459987,0.5075,0.2916666666666667,0.507548526240115,0.4800280308339173,0.5397936624907885,0.2916666666666667
2020-01-22-20-texas-am-corpus-christiTexas A&M-Corpus Christi,2020-01-22-20-texas-am-corpus-christi,"January 22, 2020","American Bank Center, Corpus Christi, Texas",NEW-ORLEANS,New Orleans,Home,TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Texas A&M-Corpus Christi,TEXAS-AM-CORPUS-CHRISTI,NEW-ORLEANS,Texas A&M-Corpus Christi,New Orleans,0.4898270600203459,0.5238907849829352,0.467360454115421,0.3684210526315789,0.5060975609756098,0.4794520547945205,0.5352250489236791,0.3333333333333333
2020-02-26-20-new-orleansTexas A&M-Corpus Christi,2020-02-26-20-new-orleans,"February 26, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,Away,TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Texas A&M-Corpus Christi,TEXAS-AM-CORPUS-CHRISTI,NEW-ORLEANS,Texas A&M-Corpus Christi,New Orleans,0.5061107117181883,0.5132470733210105,0.4751700680272109,0.3703703703703704,0.508327781479014,0.4804177545691906,0.5452660677263304,0.3076923076923077
2019-12-21-20-abilene-christianAbilene Christian,2019-12-21-20-abilene-christian,"December 21, 2019","Moody Coliseum , Abilene, Texas",NICHOLLS-STATE,Nicholls State,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,NICHOLLS-STATE,Abilene Christian,Nicholls State,0.5,0.5370101596516691,0.4643527204502814,0.5454545454545454,0.4932762836185819,0.4880095923261391,0.4541420118343195,0.5833333333333334
2020-01-29-19-mcneese-stateMcNeese State,2020-01-29-19-mcneese-state,"January 29, 2020","H&HP Complex, Lake Charles, Louisiana",NICHOLLS-STATE,Nicholls State,Home,MCNEESE-STATE,McNeese State,McNeese State,MCNEESE-STATE,NICHOLLS-STATE,McNeese State,Nicholls State,0.5954706927175843,0.5281173594132029,0.5,0.55,0.4977728285077951,0.4967414916727009,0.4687232219365896,0.6666666666666666
2020-02-05-19-stephen-f-austinStephen F. Austin,2020-02-05-19-stephen-f-austin,"February 5, 2020","William Johnson Coliseum, Nacogdoches, Texas",NICHOLLS-STATE,Nicholls State,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,STEPHEN-F-AUSTIN,NICHOLLS-STATE,Stephen F. Austin,Nicholls State,0.5428902627511591,0.5605143721633888,0.50090661831369,0.8636363636363636,0.4947331460674158,0.4928327645051195,0.47283049472830496,0.6363636363636364
2020-01-15-20-nicholls-stateNorthwestern State,2020-01-15-20-nicholls-state,"January 15, 2020","David Stopher Gymnasium, Thibodaux, Louisiana",NICHOLLS-STATE,Nicholls State,Away,NORTHWESTERN-STATE,Northwestern State,Northwestern State,NORTHWESTERN-STATE,NICHOLLS-STATE,Northwestern State,Nicholls State,0.5022675736961452,0.5004897159647405,0.4678998911860718,0.4,0.4886466848319709,0.5039232781168265,0.4566381156316917,0.6470588235294118
2019-12-14-14-west-virginiaWest Virginia,2019-12-14-14-west-virginia,"December 14, 2019","WVU Coliseum, Morgantown, West Virginia",NICHOLLS-STATE,Nicholls State,Home,WEST-VIRGINIA,West Virginia,West Virginia,WEST-VIRGINIA,NICHOLLS-STATE,West Virginia,Nicholls State,0.4809090909090909,0.5615384615384615,0.4047169811320755,0.8888888888888888,0.509393063583815,0.5064748201438849,0.4547872340425532,0.6
2019-11-19-19-rhode-islandRhode Island,2019-11-19-19-rhode-island,"November 19, 2019","Ryan Center, Kingston, Rhode Island",NICHOLLS-STATE,Nicholls State,Home,RHODE-ISLAND,Rhode Island,Rhode Island,RHODE-ISLAND,NICHOLLS-STATE,Rhode Island,Nicholls State,0.455,0.5129310344827587,0.4736842105263158,0.6666666666666666,0.4718045112781955,0.4240282685512368,0.5021186440677966,0.5
2019-11-16-16-louisiana-stateLouisiana State,2019-11-16-16-louisiana-state,"November 16, 2019","Maravich Assembly Center, Baton Rouge, Louisiana",NICHOLLS-STATE,Nicholls State,Home,LOUISIANA-STATE,LSU,Louisiana State,LOUISIANA-STATE,NICHOLLS-STATE,Louisiana State,Nicholls State,0.5555555555555556,0.527027027027027,0.44565217391304346,0.5,0.4779411764705882,0.4386792452830189,0.4944444444444445,0.6666666666666666
2019-11-22-11-nicholls-stateNorth Carolina A&T,2019-11-22-11-nicholls-state,"November 22, 2019","Montego Bay Convention Centre, Montego Bay",NICHOLLS-STATE,Nicholls State,Away,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,NORTH-CAROLINA-AT,NICHOLLS-STATE,North Carolina A&T,Nicholls State,0.4290909090909091,0.4332344213649852,0.5535714285714286,0.2,0.4669669669669671,0.4396551724137931,0.4914675767918089,0.4
2020-02-22-16-central-arkansasCentral Arkansas,2020-02-22-16-central-arkansas,"February 22, 2020","Jeff Farris Center, Conway, Arkansas",NICHOLLS-STATE,Nicholls State,Home,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,CENTRAL-ARKANSAS,NICHOLLS-STATE,Central Arkansas,Nicholls State,0.4778051787916153,0.4957761351636748,0.5224525043177893,0.3333333333333333,0.4997087944088526,0.490566037735849,0.4762859051436206,0.6666666666666666
2019-11-05-20-illinoisIllinois,2019-11-05-20-illinois,"November 5, 2019","State Farm Center, Champaign, Illinois",NICHOLLS-STATE,Nicholls State,Home,ILLINOIS,Illinois,Illinois,ILLINOIS,NICHOLLS-STATE,Illinois,Nicholls State,,,,,,,,
2020-01-04-15-lamarAbilene Christian,2020-01-04-15-lamar,"January 4, 2020","Montagne Center, Beaumont, Texas",LAMAR,Lamar,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,LAMAR,Abilene Christian,Lamar,0.5012562814070352,0.5233415233415234,0.4657320872274143,0.5384615384615384,0.4679633867276888,0.5175619834710744,0.4659653465346535,0.5714285714285714
2020-02-08-20-abilene-christianAbilene Christian,2020-02-08-20-abilene-christian,"February 8, 2020","Moody Coliseum , Abilene, Texas",LAMAR,Lamar,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,ABILENE-CHRISTIAN,LAMAR,Abilene Christian,Lamar,0.493874425727412,0.5,0.4839596700274977,0.5454545454545454,0.4883466860888565,0.4977139124755062,0.4859154929577465,0.5217391304347826
2020-03-07-17-lamarMcNeese State,2020-03-07-17-lamar,"March 7, 2020","Montagne Center, Beaumont, Texas",LAMAR,Lamar,Away,MCNEESE-STATE,McNeese State,McNeese State,MCNEESE-STATE,LAMAR,McNeese State,Lamar,0.5797779076563413,0.5290697674418605,0.5056756756756757,0.4666666666666667,0.4903900508762013,0.4926058133605303,0.4994353472614342,0.5333333333333333
2020-01-15-20-lamarSam Houston State,2020-01-15-20-lamar,"January 15, 2020","Montagne Center, Beaumont, Texas",LAMAR,Lamar,Away,SAM-HOUSTON-STATE,Sam Houston State,Sam Houston State,SAM-HOUSTON-STATE,LAMAR,Sam Houston State,Lamar,0.5177111716621253,0.5017543859649123,0.4778578784757981,0.6470588235294118,0.4795520934761442,0.5091066782307025,0.4725274725274725,0.5294117647058824
