,Home_Win,boxscore,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage
1018,1,2018-11-16-13-tulsa,0.503731343283582,0.5223880597014925,0.5136363636363637,1.0,0.5707070707070707,0.5289256198347108,0.4205607476635514,1.0
3153,1,2018-11-16-14-campbell,0.5333333333333333,0.514018691588785,0.3894736842105263,1.0,0.5276243093922652,0.431578947368421,0.5925925925925926,0.3333333333333333
2000,1,2018-11-16-14-miami-oh,0.5135135135135135,0.4351145038167939,0.4416666666666666,0.5,0.547244094488189,0.484375,0.4831932773109244,0.5
603,1,2018-11-16-15-maryland-baltimore-county,0.5841121495327103,0.5950413223140496,0.5045454545454545,0.5,0.5166666666666667,0.526829268292683,0.4255952380952381,0.6666666666666666
2192,1,2018-11-16-15-missouri,0.4273255813953488,0.5151515151515151,0.4911242603550296,0.3333333333333333,0.5046296296296297,0.5681818181818182,0.4553571428571429,0.5
2159,1,2018-11-16-16-manhattan,0.561046511627907,0.553763440860215,0.5,0.6666666666666666,0.4385964912280701,0.4732142857142857,0.5867346938775511,0.0
2305,1,2018-11-16-16-wichita-state,0.6073446327683616,0.4925373134328358,0.5026881720430108,0.3333333333333333,0.4664804469273743,0.4974358974358975,0.4938271604938271,0.3333333333333333
3229,0,2018-11-16-17-jacksonville,0.4461077844311377,0.4242424242424242,0.5182291666666666,0.0,0.5338983050847458,0.4947368421052632,0.4636363636363636,0.3333333333333333
878,1,2018-11-16-17-morehead-state,0.4181286549707601,0.4242424242424242,0.5969696969696969,0.0,0.5070093457943925,0.5223880597014925,0.5128205128205128,0.3333333333333333
1259,1,2018-11-16-17-pennsylvania,0.4807692307692308,0.5454545454545454,0.4220183486238532,0.5,0.6228571428571429,0.5290697674418605,0.5224719101123596,1.0
4263,0,2018-11-16-18-davidson,0.4867724867724868,0.5404040404040404,0.5030120481927711,1.0,0.5927835051546392,0.5911602209944752,0.4970238095238095,1.0
4672,1,2018-11-16-18-fordham,0.5529661016949152,0.5116279069767442,0.4146341463414634,1.0,0.5882352941176471,0.5658914728682171,0.4811320754716981,0.5
1340,1,2018-11-16-18-high-point,0.5714285714285714,0.576271186440678,0.4954128440366973,1.0,0.5188679245283019,0.4793388429752066,0.5772727272727273,0.0
2469,1,2018-11-16-18-iowa,0.5887096774193549,0.5683060109289617,0.4634831460674158,1.0,0.5131578947368421,0.5467980295566502,0.4517766497461929,1.0
4533,0,2018-11-16-18-monmouth,0.4400921658986175,0.4280155642023346,0.5349344978165939,0.0,0.5905511811023622,0.524822695035461,0.4642857142857143,0.5
4050,0,2018-11-16-18-stony-brook,0.4428571428571429,0.5714285714285714,0.5296610169491526,1.0,0.4772727272727273,0.4444444444444444,0.5419354838709678,0.3333333333333333
1000,1,2018-11-16-19-akron,0.3991031390134529,0.4409722222222222,0.5620437956204379,0.0,0.5564516129032258,0.5244755244755245,0.4593495934959349,1.0
4012,1,2018-11-16-19-brown,0.5052083333333334,0.4690721649484536,0.5483870967741935,0.3333333333333333,0.4866071428571429,0.4857142857142857,0.4829059829059829,0.0
205,0,2018-11-16-19-charlotte,0.515625,0.5405405405405406,0.5380952380952381,0.5,0.547752808988764,0.5778894472361809,0.4566473988439306,1.0
3803,1,2018-11-16-19-cincinnati,0.4108910891089109,0.4810126582278481,0.4545454545454545,0.0,0.4652173913043478,0.5327102803738317,0.4787234042553192,0.5
2269,1,2018-11-16-19-cleveland-state,0.5294117647058824,0.5414364640883977,0.5448717948717948,0.3333333333333333,0.5692771084337349,0.480952380952381,0.4696969696969697,0.3333333333333333
2162,1,2018-11-16-19-dayton,0.5425531914893617,0.5255474452554745,0.5396825396825397,0.5,0.5,0.5333333333333333,0.4189189189189189,1.0
4570,0,2018-11-16-19-georgetown,0.563953488372093,0.5595854922279793,0.4893617021276596,1.0,0.4830508474576271,0.5860215053763441,0.4183006535947713,1.0
113,1,2018-11-16-19-georgia,0.4851301115241636,0.5345454545454545,0.481651376146789,0.5,0.604,0.5816993464052288,0.4351851851851852,0.5
2443,1,2018-11-16-19-georgia-tech,0.5143678160919539,0.5074626865671642,0.453757225433526,0.6666666666666666,0.4586776859504133,0.4558823529411765,0.4305555555555556,0.5
3069,1,2018-11-16-19-kansas-state,0.4583333333333333,0.5381526104417671,0.4919786096256685,0.6666666666666666,0.4291666666666665,0.5673758865248227,0.3990384615384616,1.0
5379,1,2018-11-16-19-louisville,0.5561224489795918,0.555,0.5027322404371585,0.6666666666666666,0.6105263157894737,0.5920000000000001,0.4541284403669725,1.0
2534,1,2018-11-16-19-maryland,0.5421348314606742,0.5384615384615384,0.5297619047619048,0.6666666666666666,0.4786096256684492,0.5748792270531401,0.4353932584269663,1.0
447,1,2018-11-16-19-mercer,0.5423728813559322,0.4592592592592593,0.475609756097561,0.5,0.4972222222222222,0.5226130653266332,0.4479768786127168,0.3333333333333333
1514,1,2018-11-16-19-middle-tennessee,0.4873096446700508,0.4705882352941176,0.5257142857142857,0.6666666666666666,0.5472636815920398,0.6116071428571429,0.4711538461538462,0.6666666666666666
3013,1,2018-11-16-19-north-carolina,0.4696132596685083,0.4608294930875576,0.5022935779816514,0.0,0.5529953917050692,0.6036866359447005,0.4417989417989418,1.0
4026,1,2018-11-16-19-northwestern,0.53125,0.4867256637168141,0.4710526315789474,0.3333333333333333,0.4533898305084746,0.5714285714285714,0.4141414141414141,1.0
3966,1,2018-11-16-19-rhode-island,0.5945121951219512,0.5121951219512195,0.5181818181818182,0.6666666666666666,0.4742647058823529,0.5283018867924528,0.4181034482758621,0.5
4104,1,2018-11-16-19-richmond,0.4508670520231214,0.5217391304347826,0.5,0.6666666666666666,0.5550847457627118,0.4573643410852713,0.4913793103448276,0.5
2904,0,2018-11-16-19-savannah-state,0.4538690476190476,0.4653739612188366,0.5351437699680511,0.5,0.515527950310559,0.4588235294117647,0.5558510638297872,0.0
3629,1,2018-11-16-19-temple,0.4857142857142857,0.5404040404040404,0.4719101123595506,0.3333333333333333,0.4893617021276596,0.5815217391304348,0.5059171597633136,1.0
2082,1,2018-11-16-19-virginia,0.3994082840236686,0.4589371980676328,0.5081081081081081,0.0,0.5963302752293578,0.5371900826446281,0.4186046511627907,1.0
1831,1,2018-11-16-20-butler,0.6229508196721312,0.5531914893617021,0.4795918367346938,1.0,0.6271929824561403,0.5663716814159292,0.4956521739130435,1.0
3496,0,2018-11-16-20-columbia,0.5267857142857143,0.4461538461538462,0.6140350877192983,0.0,0.4595959595959596,0.5409090909090909,0.5251256281407035,0.3333333333333333
1140,1,2018-11-16-20-florida-gulf-coast,0.5357142857142857,0.5678391959798995,0.4517045454545455,1.0,0.5276243093922652,0.4339622641509434,0.4896907216494845,0.3333333333333333
4587,1,2018-11-16-20-lehigh,0.4772727272727273,0.6025641025641025,0.4,1.0,0.5277777777777778,0.5619047619047619,0.4738372093023256,0.6666666666666666
1683,1,2018-11-16-20-loyola-il,0.5930232558139535,0.5460526315789473,0.4191176470588235,0.5,0.5272727272727272,0.5462962962962963,0.3757062146892655,0.6666666666666666
3398,1,2018-11-16-20-pepperdine,0.5,0.5294117647058824,0.5044642857142857,0.5,0.5753968253968254,0.5220588235294118,0.459016393442623,0.5
1976,1,2018-11-16-20-siena,0.4773662551440329,0.4893617021276596,0.4244444444444445,0.5,0.5307017543859649,0.4958677685950413,0.5841121495327103,0.5
1611,1,2018-11-16-20-south-alabama,0.53125,0.5634517766497462,0.4797687861271676,0.6666666666666666,0.5776699029126213,0.512,0.5588235294117647,0.5
3149,0,2018-11-16-20-texas-arlington,0.4918032786885246,0.5683453237410072,0.4444444444444444,1.0,0.5226130653266332,0.6018518518518519,0.4322033898305085,0.6666666666666666
5311,1,2018-11-16-20-vanderbilt,0.5,0.4961832061068702,0.4611650485436893,0.5,0.5261194029850746,0.4938271604938271,0.4395973154362416,1.0
193,1,2018-11-16-20-weber-state,0.5463917525773195,0.5648148148148148,0.4044943820224719,1.0,0.5678391959798995,0.5173913043478261,0.4296482412060301,0.6666666666666666
2971,1,2018-11-16-21-grand-canyon,0.5619834710743802,0.5074626865671642,0.4739130434782609,0.5,0.4754901960784314,0.5919282511210763,0.4457831325301205,0.6666666666666666
392,1,2018-11-16-21-mississippi-state,0.4344262295081967,0.4618834080717489,0.4814814814814815,0.3333333333333333,0.5769230769230769,0.5196850393700787,0.4583333333333333,1.0
253,0,2018-11-16-21-west-virginia,0.5223214285714286,0.4965986394557823,0.4538461538461538,0.5,0.5292397660818714,0.5572916666666666,0.4648648648648649,0.6666666666666666
554,0,2018-11-16-21-wyoming,0.46,0.4358974358974359,0.5568862275449101,0.3333333333333333,0.4173228346456693,0.5068493150684932,0.5357142857142857,0.5
5029,1,2018-11-16-22-nevada-las-vegas,0.5076335877862596,0.4047619047619048,0.5625,0.0,0.4801980198019802,0.5575221238938053,0.4537037037037037,0.5
2829,1,2018-11-16-23-ucla,0.4210526315789473,0.5389610389610391,0.4427480916030535,0.5,0.5797101449275363,0.5874125874125874,0.4552238805970149,1.0
1998,0,2018-11-17-11-north-dakota-state,0.5216049382716049,0.4331550802139037,0.52,0.3333333333333333,0.474025974025974,0.4678571428571429,0.4932659932659933,0.6
2109,1,2018-11-17-12-duquesne,0.5847457627118644,0.5721925133689839,0.4804469273743017,1.0,0.5555555555555556,0.5267175572519084,0.5811965811965812,1.0
3192,1,2018-11-17-12-notre-dame,0.56353591160221,0.5130890052356021,0.5918918918918918,0.3333333333333333,0.4536082474226804,0.55,0.4613095238095238,0.6666666666666666
2034,1,2018-11-17-12-pittsburgh,0.4335106382978723,0.492822966507177,0.5389221556886228,0.3333333333333333,0.5948275862068966,0.5601503759398496,0.4102040816326529,1.0
4383,0,2018-11-17-13-fairfield,0.5,0.456043956043956,0.559322033898305,0.3333333333333333,0.4839572192513369,0.5603864734299517,0.5166666666666667,0.3333333333333333
2951,1,2018-11-17-13-marquette,0.5750915750915749,0.5176056338028169,0.4211618257261411,0.75,0.5198863636363636,0.5454545454545454,0.4193548387096774,0.6666666666666666
3607,1,2018-11-17-14-eastern-michigan,0.5630081300813008,0.5518518518518518,0.4362139917695473,0.75,0.504,0.5268456375838926,0.4781818181818182,0.75
