,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,HAWAII_homegame,HAWAII_homegame2,HAWAII_home,HAWAII_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-22-23-hawaii,44.0,11,7.5,3,90.5,75.9,22,0.475,59,0.424,25,0.136,8,0.875,7,3,200,85.1,16.7,5,24,63,,10.8,8,0.33899999999999997,20,0.3,6,45.8,27,0.502,21.4,17,39,0.48700000000000004,19,0.727,8,"December 22, 2019",61.5,16,5.1,2,85.1,83.3,25,0.519,53,0.491,26,0.47200000000000003,25,0.48,12,3,200,90.5,24.1,7,12,67,,10.8,8,0.245,13,0.231,3,54.2,32,0.516,19.0,15,40,0.575,23,0.727,8,"Stan Sheriff Center, Honolulu, Hawaii",TEXAS-EL-PASO,UTEP,73.8,Home,HAWAII,Hawaii,Hawaii,big-west,10,True,False,True,Home,True,3,23,53,32,59,6,19,59,1,0,87,171,563,0.5355239786856127,308,612,0.5032679738562091,55,197,599,0.4666110183639399,0.7
11,2019-12-23-23-hawaii,50.0,12,11.4,4,81.3,64.7,33,0.49,52,0.462,24,0.5579999999999999,29,0.7240000000000001,21,2,200,96.0,27.6,8,18,72,21.0,10.7,8,0.28800000000000003,15,0.2,3,51.3,41,0.547,20.8,17,37,0.568,21,0.833,10,"December 23, 2019",71.4,15,2.7,1,96.0,72.4,21,0.345,74,0.284,21,0.18899999999999997,14,0.7140000000000001,10,4,200,81.3,35.3,18,21,61,,13.3,10,0.527,39,0.231,9,48.8,39,0.37799999999999995,14.0,13,35,0.34299999999999997,12,0.667,8,"Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,75.2,Away,WASHINGTON,Washington,Hawaii,big-west,11,False,True,True,Home,False,9,12,74,39,80,3,21,52,0,1,90,194,616,0.5340909090909091,340,671,0.5067064083457526,61,216,658,0.4673252279635258,0.7272727272727273
12,2019-12-25-18-hawaii,36.0,9,3.4,1,76.8,82.1,23,0.52,50,0.5,25,0.46,23,0.7829999999999999,18,6,200,101.4,19.2,5,22,70,,17.4,12,0.2,10,0.2,2,51.9,28,0.574,17.8,13,40,0.575,23,0.5,6,"December 25, 2019",31.3,5,2.5,1,101.4,80.8,21,0.375,44,0.364,16,0.591,26,0.769,20,5,200,76.8,17.9,5,19,53,,8.7,6,0.341,15,0.067,1,48.1,26,0.47,24.5,18,29,0.517,15,0.615,8,"Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,69.1,Away,GEORGIA-TECH,Georgia Tech,Hawaii,big-west,12,False,True,True,Home,False,1,15,44,26,54,2,23,50,0,1,99,206,690,0.513768115942029,379,751,0.5046604527296937,64,237,710,0.4690140845070422,0.6666666666666666
13,2019-12-29-22-hawaii,45.0,9,2.6,1,144.4,61.5,16,0.418,55,0.364,20,0.091,5,1.0,5,10,200,81.0,16.7,5,23,51,,7.9,5,0.4,22,0.273,6,37.5,21,0.444,14.9,10,33,0.424,14,0.231,3,"December 29, 2019",43.8,14,15.2,5,81.0,83.3,25,0.645,55,0.5820000000000001,32,0.473,26,0.769,20,5,200,144.4,38.5,10,10,91,,6.3,4,0.309,17,0.41200000000000003,7,62.5,35,0.6759999999999999,9.5,7,38,0.6579999999999999,25,0.643,9,"Stan Sheriff Center, Honolulu, Hawaii",MAINE,Maine,63.4,Home,HAWAII,Hawaii,Hawaii,big-west,13,True,False,True,Home,True,7,25,55,35,56,6,14,55,1,0,100,221,734,0.5054495912806539,405,805,0.5031055900621118,66,260,760,0.4723684210526316,0.6153846153846154
14,2020-01-09-22-cal-state-fullerton,46.7,14,0.0,0,98.6,78.8,26,0.523,64,0.469,30,0.188,12,0.667,8,5,200,107.1,28.6,10,20,75,,5.7,4,0.25,16,0.43799999999999994,7,52.9,36,0.5379999999999999,14.8,12,48,0.479,23,0.667,10,"January 9, 2020",28.0,7,14.6,7,107.1,71.4,25,0.509,53,0.47200000000000003,25,0.434,23,0.652,15,11,200,98.6,21.2,7,16,69,,4.3,3,0.264,14,0.28600000000000003,4,47.1,32,0.54,16.0,12,39,0.5379999999999999,21,0.312,5,"Titan Gym, Fullerton, California",CAL-STATE-FULLERTON,Cal State Fullerton,70.3,Away,HAWAII,Hawaii,Hawaii,big-west,14,False,False,False,Away,True,7,23,64,36,68,4,21,53,1,0,107,246,789,0.5152091254752852,440,861,0.5110336817653891,72,274,815,0.4687116564417178,0.6428571428571429
15,2020-01-11-22-california-irvine,55.0,11,7.8,4,110.4,61.5,24,0.43,57,0.35100000000000003,20,0.35100000000000003,20,0.55,11,6,200,89.6,15.2,5,23,60,,3.0,2,0.456,26,0.34600000000000003,9,40.3,29,0.451,9.6,7,31,0.355,11,0.625,10,"January 11, 2020",30.8,8,9.7,3,89.6,84.8,28,0.445,64,0.406,26,0.344,22,0.773,17,8,200,110.4,38.5,15,23,74,,6.0,4,0.203,13,0.385,5,59.7,43,0.4970000000000001,7.5,6,51,0.41200000000000003,21,0.529,9,"Bren Events Center, Irvine, California",HAWAII,Hawaii,67.0,Home,CALIFORNIA-IRVINE,UC-Irvine,Hawaii,big-west,15,False,False,False,Away,False,9,11,57,29,72,5,21,64,0,1,114,269,853,0.5158264947245017,476,929,0.5123789020452099,76,295,868,0.4711981566820277,0.6666666666666666
16,2020-01-16-23-hawaii,54.5,12,19.0,8,89.0,65.9,29,0.491,53,0.415,22,0.377,20,0.45,9,13,200,83.6,9.1,3,22,61,,12.3,9,0.377,20,0.4,8,41.6,32,0.488,19.5,15,33,0.424,14,0.235,4,"January 16, 2020",57.1,12,3.0,1,83.6,90.9,30,0.3670000000000001,64,0.32799999999999996,21,0.375,24,0.75,18,6,200,89.0,34.1,15,16,65,,5.5,4,0.344,22,0.22699999999999998,5,58.4,45,0.431,13.9,12,42,0.381,16,0.647,11,"Stan Sheriff Center, Honolulu, Hawaii",CAL-POLY,Cal Poly,73.5,Home,HAWAII,Hawaii,Hawaii,big-west,16,True,False,True,Home,True,5,16,64,45,77,8,14,53,1,0,123,280,910,0.5104395604395604,505,1001,0.5044955044955045,81,316,932,0.4694206008583691,0.625
17,2020-01-18-23-hawaii,14.3,3,3.0,1,109.4,70.4,19,0.46799999999999997,47,0.447,21,0.46799999999999997,22,0.8640000000000001,19,6,200,98.4,8.7,2,19,63,,9.4,6,0.319,15,0.133,2,42.0,21,0.5479999999999999,12.4,8,32,0.594,19,0.667,12,"January 18, 2020",65.4,17,0.0,0,98.4,91.3,21,0.557,53,0.491,26,0.358,19,0.579,11,6,200,109.4,29.6,8,19,70,,6.3,4,0.377,20,0.35,7,58.0,29,0.564,15.2,11,33,0.5760000000000001,19,0.667,12,"Stan Sheriff Center, Honolulu, Hawaii",CALIFORNIA-SANTA-BARBARA,UCSB,64.2,Home,HAWAII,Hawaii,Hawaii,big-west,17,True,False,True,Home,True,7,19,53,29,50,2,19,47,1,0,128,296,974,0.5010266940451745,550,1078,0.5102040816326531,89,330,985,0.4705583756345178,0.6470588235294118
18,2020-01-25-23-hawaii,29.6,8,7.4,2,111.8,66.7,18,0.573,55,0.491,27,0.309,17,0.706,12,13,200,110.3,13.0,3,23,75,,7.4,5,0.327,18,0.5,9,42.0,21,0.595,11.4,8,37,0.486,18,0.381,8,"January 25, 2020",76.9,20,8.1,3,110.3,87.0,20,0.574,54,0.48100000000000004,26,0.426,23,0.609,14,6,200,111.8,33.3,9,17,76,,10.3,7,0.5,27,0.37,10,58.0,29,0.585,15.8,12,27,0.593,16,0.684,13,"Stan Sheriff Center, Honolulu, Hawaii",CALIFORNIA-DAVIS,UC-Davis,68.0,Home,HAWAII,Hawaii,Hawaii,big-west,18,True,False,True,Home,True,10,16,54,29,50,9,18,55,1,0,135,315,1027,0.5038948393378773,579,1128,0.5132978723404256,91,349,1032,0.4704457364341085,0.6666666666666666
19,2020-02-02-01-hawaii,37.9,11,5.4,2,115.9,84.4,27,0.555,55,0.527,29,0.309,17,0.8240000000000001,14,15,200,108.7,19.0,4,13,75,,5.8,4,0.127,7,0.429,3,58.5,31,0.595,11.4,8,48,0.542,26,0.375,9,"February 2, 2020",67.7,21,4.2,2,108.7,81.0,17,0.5539999999999999,65,0.47700000000000004,31,0.154,10,0.8,8,6,200,115.9,15.6,5,16,80,,10.1,7,0.431,28,0.35700000000000004,10,41.5,22,0.573,8.0,6,37,0.568,21,0.7,14,"Stan Sheriff Center, Honolulu, Hawaii",CAL-STATE-NORTHRIDGE,Cal State Northridge,68.9,Home,HAWAII,Hawaii,Hawaii,big-west,19,True,False,True,Home,True,10,21,65,22,53,3,26,55,1,0,145,331,1081,0.5074005550416282,608,1178,0.5161290322580645,100,367,1087,0.4756209751609936,0.6842105263157895
20,2020-02-06-22-california-santa-barbara,58.3,14,2.6,1,116.9,52.4,11,0.519,53,0.45299999999999996,24,0.28300000000000003,15,0.733,11,7,200,101.5,29.0,9,20,66,,9.2,6,0.377,20,0.35,7,38.5,20,0.5489999999999999,20.1,15,33,0.515,17,0.667,14,"February 6, 2020",48.3,14,6.1,2,101.5,71.0,22,0.5870000000000001,52,0.5579999999999999,29,0.308,16,0.938,15,8,200,116.9,47.6,10,19,76,,4.6,3,0.26899999999999996,14,0.214,3,61.5,32,0.638,20.3,15,38,0.684,26,0.652,15,"The Thunderdome, Santa Barbara, California",HAWAII,Hawaii,65.4,Home,CALIFORNIA-SANTA-BARBARA,UCSB,Hawaii,big-west,20,False,False,False,Away,False,7,17,53,20,52,3,26,52,0,1,155,352,1146,0.5100349040139616,630,1231,0.5117790414297321,103,393,1142,0.4794220665499124,0.7
21,2020-02-08-22-cal-poly,52.0,13,5.8,3,102.6,75.0,27,0.418,67,0.373,25,0.373,25,0.76,19,8,225,97.4,43.6,17,18,75,,6.5,5,0.358,24,0.25,6,58.7,44,0.475,16.1,15,43,0.442,19,0.636,14,"February 8, 2020",27.6,8,11.6,5,97.4,56.4,22,0.4920000000000001,65,0.446,29,0.308,20,0.75,15,16,225,102.6,25.0,9,24,79,,11.7,9,0.2,13,0.462,6,41.3,31,0.53,14.0,12,52,0.442,23,0.304,7,"Robert A. Mott Gymnasium, San Luis Obispo, California",HAWAII,Hawaii,68.6,Home,CAL-POLY,Cal Poly,Hawaii,big-west,21,False,False,False,Away,False,6,19,67,44,75,6,23,65,0,1,162,369,1199,0.5104253544620517,650,1283,0.5066250974279034,106,419,1194,0.4840871021775545,0.6666666666666666
22,2020-02-12-23-hawaii,30.0,6,10.3,3,75.4,67.6,23,0.41200000000000003,51,0.392,20,0.294,15,0.5329999999999999,8,17,200,76.9,10.0,3,14,50,,9.2,6,0.157,8,0.25,2,40.6,26,0.43,16.0,11,43,0.419,18,0.32,8,"February 12, 2020",50.0,9,2.3,1,76.9,90.0,27,0.389,54,0.33299999999999996,18,0.204,11,0.636,7,9,200,75.4,32.4,11,18,49,,9.2,6,0.46299999999999997,25,0.24,6,59.4,38,0.414,21.4,16,29,0.414,12,0.609,14,"Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,65.2,Away,LONG-BEACH-STATE,Long Beach State,Hawaii,big-west,22,False,True,True,Home,False,6,12,54,38,64,2,18,51,0,1,168,388,1266,0.5055292259083728,694,1358,0.5110456553755522,112,442,1259,0.4845115170770453,0.6363636363636364
23,2020-02-15-23-hawaii,18.5,5,11.1,5,94.0,75.8,25,0.518,56,0.48200000000000004,27,0.304,17,0.706,12,10,200,104.5,39.3,11,14,70,,9.0,6,0.179,10,0.4,4,59.0,36,0.546,18.1,14,46,0.5,23,0.63,17,"February 15, 2020",53.8,14,2.2,1,104.5,60.7,17,0.475,60,0.433,26,0.217,13,0.462,6,10,200,94.0,24.2,8,16,63,,10.4,7,0.25,15,0.33299999999999996,5,41.0,25,0.47600000000000003,12.0,9,45,0.467,21,0.583,14,"Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,67.1,Away,CALIFORNIA-IRVINE,UC-Irvine,Hawaii,big-west,23,False,True,True,Home,False,5,21,60,25,61,4,23,56,0,1,174,400,1320,0.5007575757575757,732,1422,0.5147679324894515,114,460,1310,0.4816793893129771,0.6086956521739131
24,2020-02-20-23-california-riverside,44.4,8,8.9,4,82.1,75.0,24,0.40399999999999997,52,0.34600000000000003,18,0.327,17,0.8240000000000001,14,10,200,83.6,21.2,7,11,56,,0.0,0,0.308,16,0.375,6,47.7,31,0.466,17.9,13,36,0.33299999999999996,12,0.6,15,"February 20, 2020",45.0,9,13.9,5,83.6,78.8,26,0.381,59,0.33899999999999997,20,0.18600000000000005,11,0.909,10,14,200,82.1,25.0,8,19,55,,10.4,7,0.237,14,0.35700000000000004,5,52.3,34,0.428,15.8,12,45,0.33299999999999996,15,0.5,14,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,67.2,Away,HAWAII,Hawaii,Hawaii,big-west,24,False,False,False,Away,True,6,12,52,31,65,5,15,59,1,0,179,421,1380,0.4996376811594203,757,1483,0.5104517869184086,118,483,1366,0.4831625183016106,0.5833333333333334
25,2020-02-22-19-long-beach-state,40.0,8,0.0,0,92.8,84.6,22,0.392,60,0.33299999999999996,20,0.33299999999999996,20,0.65,13,11,200,87.0,20.9,9,20,60,,8.7,6,0.467,28,0.25,7,44.9,31,0.4320000000000001,10.4,8,32,0.406,13,0.5770000000000001,15,"February 22, 2020",38.1,8,6.3,2,87.0,79.1,34,0.544,45,0.467,21,0.6,27,0.556,15,18,200,92.8,15.4,4,17,64,,2.9,2,0.311,14,0.5,7,55.1,38,0.5529999999999999,20.9,15,31,0.452,14,0.35700000000000004,10,"The Walter Pyramid, Long Beach, California",HAWAII,Hawaii,68.7,Home,LONG-BEACH-STATE,Long Beach State,Hawaii,big-west,25,False,False,False,Away,False,7,13,60,31,69,7,14,45,0,1,185,433,1432,0.496159217877095,788,1548,0.5090439276485789,123,498,1425,0.4789473684210526,0.6
26,2020-02-27-23-hawaii,35.0,7,0.0,0,98.6,84.6,22,0.561,41,0.488,20,0.537,22,0.591,13,18,200,83.1,12.0,3,24,59,,0.0,0,0.439,18,0.33299999999999996,6,49.0,25,0.573,30.3,22,23,0.609,14,0.35700000000000004,10,"February 27, 2020",36.4,8,0.0,0,83.1,88.0,22,0.47100000000000003,51,0.431,22,0.529,27,0.815,22,11,200,98.6,15.4,4,19,70,,11.3,8,0.255,13,0.308,4,51.0,26,0.5479999999999999,16.0,12,38,0.474,18,0.593,16,"Stan Sheriff Center, Honolulu, Hawaii",CAL-STATE-FULLERTON,Cal State Fullerton,71.1,Home,HAWAII,Hawaii,Hawaii,big-west,26,True,False,True,Home,True,4,18,51,26,51,6,14,41,1,0,192,446,1492,0.4919571045576408,819,1617,0.5064935064935064,130,512,1470,0.480952380952381,0.5769230769230769
