,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MARYLAND-BALTIMORE-COUNTY_homegame,MARYLAND-BALTIMORE-COUNTY_homegame2,MARYLAND-BALTIMORE-COUNTY_home,MARYLAND-BALTIMORE-COUNTY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-10-19-towson,38.5,10,3.1,1,124.2,61.3,19,0.59,50,0.52,26,0.28,14,0.857,12,6,200,114.5,13.0,3,20,71,,1.6,1,0.36,18,0.389,7,40.7,22,0.627,12.5,8,32,0.594,19,0.455,5,"December 10, 2019",40.0,10,6.3,2,114.5,87.0,20,0.556,54,0.46299999999999997,25,0.40700000000000003,22,0.773,17,5,200,124.2,38.7,12,19,77,,4.8,3,0.40700000000000003,22,0.455,10,59.3,32,0.597,12.4,9,32,0.469,15,0.5,5,"SECU Arena, Towson, Maryland",MARYLAND-BALTIMORE-COUNTY,UMBC,61.6,Home,TOWSON,Towson,Maryland-Baltimore County,america-east,10,False,False,False,Away,False,7,19,50,22,54,10,15,54,0,1,76,177,571,0.5096322241681261,335,645,0.5193798449612403,71,148,535,0.4757009345794392,0.5
11,2019-12-15-13-maryland-baltimore-county,16.0,4,11.1,4,110.3,77.8,28,0.4920000000000001,60,0.41700000000000004,25,0.4,24,0.75,18,8,200,98.7,20.0,7,24,77,,9.0,7,0.467,28,0.321,9,49.3,35,0.539,16.6,14,32,0.5,16,0.33299999999999996,4,"December 15, 2019",72.4,21,3.1,1,98.7,80.0,28,0.55,60,0.483,29,0.517,31,0.645,20,6,200,110.3,22.2,8,16,86,,6.4,5,0.4,24,0.33299999999999996,8,50.7,36,0.575,12.0,10,36,0.583,21,0.5,6,"UMBC Event Center, Baltimore, Maryland",COPPIN-STATE,Coppin State,77.6,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,11,True,False,True,Home,True,8,21,60,36,71,9,16,60,1,0,83,196,621,0.5161030595813204,357,699,0.5107296137339056,81,163,589,0.4830220713073005,0.4545454545454545
12,2019-12-17-18-georgetown,61.9,13,1.9,1,111.0,70.6,24,0.4,60,0.35,21,0.183,11,0.636,7,7,200,75.3,17.5,7,10,55,,8.2,6,0.41700000000000004,25,0.24,6,41.9,31,0.42200000000000004,17.8,14,35,0.429,15,0.462,6,"December 17, 2019",52.9,18,20.0,7,75.3,82.5,33,0.529,69,0.493,34,0.145,10,0.8,8,3,200,111.0,29.4,10,13,81,,6.8,5,0.23199999999999998,16,0.313,5,58.1,43,0.5489999999999999,12.0,10,53,0.547,29,0.727,8,"Capital One Arena, Washington, District of Columbia",MARYLAND-BALTIMORE-COUNTY,UMBC,73.0,Home,GEORGETOWN,Georgetown,Maryland-Baltimore County,america-east,12,False,False,False,Away,False,6,15,60,31,74,5,29,69,0,1,91,217,681,0.5190895741556535,393,770,0.5103896103896104,90,179,649,0.4838212634822805,0.5
13,2019-12-21-16-george-mason,36.4,8,3.4,1,98.6,70.6,24,0.40700000000000003,59,0.373,22,0.203,12,0.41700000000000004,5,8,200,75.7,25.0,10,19,53,,5.7,4,0.322,19,0.21100000000000002,4,45.9,34,0.41,19.9,16,40,0.45,18,0.429,6,"December 21, 2019",43.5,10,15.0,6,75.7,75.0,30,0.491,55,0.418,23,0.4,22,0.682,15,1,200,98.6,29.4,10,17,69,,15.7,11,0.473,26,0.308,8,54.1,40,0.527,16.7,13,29,0.517,15,0.917,11,"EagleBank Arena, Fairfax, Virginia",MARYLAND-BALTIMORE-COUNTY,UMBC,69.6,Home,GEORGE-MASON,George Mason,Maryland-Baltimore County,america-east,13,False,False,False,Away,False,4,18,59,34,74,8,15,55,0,1,97,232,741,0.50944669365722,424,844,0.5023696682464455,95,208,718,0.4881615598885794,0.4615384615384616
14,2019-12-30-13-maryland-baltimore-county,65.0,13,0.0,0,136.9,75.0,15,0.45299999999999996,53,0.377,20,0.18899999999999997,10,0.9,9,0,200,87.7,16.1,5,14,57,,4.6,3,0.547,29,0.276,8,39.2,20,0.494,17.3,12,24,0.5,12,0.0,0,"December 30, 2019",52.8,19,4.2,1,87.7,83.9,26,0.741,56,0.643,36,0.161,9,0.667,6,8,200,136.9,25.0,5,11,89,,6.2,4,0.39299999999999996,22,0.5,11,60.8,31,0.738,13.1,9,34,0.735,25,0.467,7,"UMBC Event Center, Baltimore, Maryland","Penn St. - York
			","Penn St. - York
			",64.5,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,14,True,False,True,Home,True,11,25,56,31,51,8,12,53,1,0,101,250,800,0.501875,458,918,0.4989106753812636,103,223,773,0.4883570504527814,0.42857142857142855
15,2020-01-04-13-maryland-baltimore-county,66.7,18,2.6,1,88.0,77.8,28,0.4920000000000001,62,0.435,27,0.516,32,0.7809999999999999,25,9,225,103.6,21.6,8,17,86,,9.6,8,0.355,22,0.318,7,49.3,36,0.557,15.5,14,40,0.5,20,0.43799999999999994,7,"January 4, 2020",42.9,12,10.0,4,103.6,78.4,29,0.47100000000000003,68,0.41200000000000003,28,0.20600000000000002,14,0.643,9,9,225,88.0,22.2,8,25,73,,9.6,8,0.426,29,0.276,8,50.7,37,0.489,17.7,16,39,0.513,20,0.43799999999999994,7,"UMBC Event Center, Baltimore, Maryland",MARYLAND-BALTIMORE-COUNTY,UMBC,73.7,Away,MASSACHUSETTS-LOWELL,UMass-Lowell,Maryland-Baltimore County,america-east,15,False,True,True,Home,False,8,20,68,37,73,7,20,62,0,1,112,275,856,0.5175233644859814,489,969,0.5046439628482973,111,235,826,0.4860774818401937,0.4666666666666667
16,2020-01-08-19-binghamton,46.7,14,8.0,2,116.2,72.4,21,0.541,61,0.4920000000000001,30,0.27899999999999997,17,0.529,9,10,200,110.3,10.0,3,19,75,,4.4,3,0.27899999999999997,17,0.353,6,40.7,24,0.5429999999999999,4.2,3,44,0.545,24,0.41200000000000003,7,"January 8, 2020",36.0,9,9.1,4,110.3,90.0,27,0.565,54,0.46299999999999997,25,0.389,21,0.857,18,8,200,116.2,27.6,8,16,79,,2.9,2,0.537,29,0.379,11,59.3,35,0.617,14.8,11,25,0.56,14,0.467,7,"Binghamton University Events Center, Vestal, New York",MARYLAND-BALTIMORE-COUNTY,UMBC,68.0,Home,BINGHAMTON,Binghamton,Maryland-Baltimore County,america-east,16,False,False,False,Away,False,6,24,61,24,59,11,14,54,0,1,120,295,924,0.5140692640692641,526,1042,0.5047984644913628,118,255,888,0.4864864864864865,0.4375
17,2020-01-11-13-maryland-baltimore-county,46.2,12,3.1,1,74.6,82.4,28,0.555,55,0.473,26,0.309,17,0.765,13,6,200,110.4,31.3,10,16,74,,9.0,6,0.509,28,0.321,9,57.6,38,0.5870000000000001,19.4,15,27,0.63,17,0.647,11,"January 11, 2020",58.8,10,0.0,0,110.4,68.8,22,0.396,48,0.354,17,0.354,17,0.706,12,11,200,74.6,17.6,6,16,50,,10.4,7,0.33299999999999996,16,0.25,4,42.4,28,0.446,22.4,16,32,0.406,13,0.389,7,"UMBC Event Center, Baltimore, Maryland",MARYLAND-BALTIMORE-COUNTY,UMBC,67.1,Away,VERMONT,Vermont,Maryland-Baltimore County,america-east,17,False,True,True,Home,False,4,13,48,28,66,9,17,55,0,1,126,319,985,0.515736040609137,550,1101,0.4995458673932788,129,269,942,0.4909766454352442,0.4117647058823529
18,2020-01-18-11-new-hampshire,25.0,5,6.9,2,98.5,78.1,25,0.49,48,0.41700000000000004,20,0.563,27,0.48100000000000004,13,12,200,90.9,10.8,4,15,60,,7.6,5,0.313,15,0.467,7,42.0,29,0.493,11.8,8,33,0.39399999999999996,13,0.368,7,"January 18, 2020",45.8,11,9.1,3,90.9,89.2,33,0.5,55,0.436,24,0.273,15,0.667,10,9,200,98.5,21.9,7,20,65,,4.5,3,0.473,26,0.26899999999999996,7,58.0,40,0.523,16.3,12,29,0.586,17,0.5,9,"Lundholm Gymnasium, Durham, New Hampshire",MARYLAND-BALTIMORE-COUNTY,UMBC,66.0,Home,NEW-HAMPSHIRE,New Hampshire,Maryland-Baltimore County,america-east,18,False,False,False,Away,False,7,13,48,29,69,7,17,55,0,1,130,332,1033,0.510164569215876,578,1167,0.4952870608397601,138,286,997,0.4944834503510532,0.3888888888888889
19,2020-01-22-19-hartford,40.0,10,7.1,2,88.2,78.8,26,0.483,58,0.431,25,0.32799999999999996,19,0.684,13,12,200,101.5,24.2,8,15,69,,4.4,3,0.345,20,0.3,6,51.5,34,0.515,13.1,10,38,0.5,19,0.4,8,"January 22, 2020",65.0,13,7.9,3,101.5,75.8,25,0.455,55,0.364,20,0.255,14,0.7140000000000001,10,10,200,88.2,21.2,7,21,60,,7.4,5,0.491,27,0.37,10,48.5,32,0.48700000000000004,17.5,13,28,0.35700000000000004,10,0.5,10,"Chase Family Arena, Hartford, Connecticut",HARTFORD,Hartford,68.3,Away,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,19,False,False,False,Away,True,6,19,58,34,66,10,10,55,1,0,137,345,1081,0.5092506938020351,607,1236,0.4911003236245955,145,303,1052,0.4947718631178708,0.3684210526315789
20,2020-01-25-13-maryland-baltimore-county,52.9,9,15.0,3,103.3,73.1,19,0.387,53,0.321,17,0.302,16,0.75,12,15,200,86.9,32.4,12,19,53,,13.1,8,0.528,28,0.25,7,49.2,31,0.4370000000000001,14.3,10,25,0.4,10,0.28600000000000003,6,"January 25, 2020",77.8,14,12.0,3,86.9,67.6,25,0.5,48,0.375,18,0.396,19,0.789,15,12,200,103.3,26.9,7,16,63,,6.6,4,0.583,28,0.429,12,50.8,32,0.552,18.7,13,20,0.3,6,0.429,9,"UMBC Event Center, Baltimore, Maryland",MAINE,Maine,60.8,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,20,True,False,True,Home,True,12,6,48,32,63,7,10,53,1,0,143,364,1139,0.5079016681299385,641,1302,0.4923195084485407,155,313,1107,0.492773261065944,0.4
21,2020-01-29-19-maryland-baltimore-county,54.5,12,8.6,3,95.5,64.5,20,0.491,56,0.39299999999999996,22,0.268,15,0.8,12,10,200,101.5,30.0,9,19,67,,10.6,7,0.536,30,0.3670000000000001,11,47.5,29,0.531,16.1,12,26,0.423,11,0.545,12,"January 29, 2020",54.2,13,23.1,6,101.5,70.0,21,0.509,53,0.45299999999999996,24,0.321,17,0.529,9,13,200,95.5,35.5,11,17,63,,9.1,6,0.34,18,0.33299999999999996,6,52.5,32,0.516,19.9,15,35,0.514,18,0.409,9,"UMBC Event Center, Baltimore, Maryland",MARYLAND-BALTIMORE-COUNTY,UMBC,65.6,Away,ALBANY-NY,Albany (NY),Maryland-Baltimore County,america-east,21,False,True,True,Home,False,6,18,53,32,61,11,11,56,0,1,155,370,1187,0.5075821398483572,673,1365,0.493040293040293,162,323,1160,0.4879310344827586,0.42857142857142855
22,2020-02-01-19-stony-brook,38.5,10,11.6,5,107.2,68.4,26,0.475,60,0.433,26,0.183,11,0.545,6,14,200,91.3,25.0,9,17,63,,1.4,1,0.433,26,0.192,5,47.3,35,0.483,15.6,12,34,0.618,21,0.391,9,"February 1, 2020",50.0,13,14.7,5,91.3,75.0,27,0.46,63,0.413,26,0.349,22,0.727,16,8,200,107.2,31.6,12,14,74,,10.1,7,0.317,20,0.3,6,52.7,39,0.504,11.0,9,43,0.465,20,0.652,15,"Island Federal Credit Union, Stony Brook, New York",MARYLAND-BALTIMORE-COUNTY,UMBC,69.3,Home,STONY-BROOK,Stony Brook,Maryland-Baltimore County,america-east,22,False,False,False,Away,False,5,21,60,35,74,6,20,63,0,1,161,388,1240,0.5076612903225807,705,1426,0.4943899018232819,173,334,1216,0.4880756578947368,0.4090909090909091
23,2020-02-05-19-maryland-baltimore-county,54.5,12,5.1,2,101.4,81.6,31,0.405,58,0.379,22,0.32799999999999996,19,0.632,12,11,200,85.5,15.8,6,18,59,,5.8,4,0.31,18,0.16699999999999998,3,48.7,37,0.44,10.8,8,40,0.475,19,0.542,13,"February 5, 2020",51.9,14,5.0,2,85.5,84.2,32,0.4920000000000001,61,0.44299999999999995,27,0.27899999999999997,17,0.588,10,14,200,101.4,18.4,7,14,70,,7.2,5,0.361,22,0.273,6,51.3,39,0.507,9.3,7,39,0.5379999999999999,21,0.41700000000000004,10,"UMBC Event Center, Baltimore, Maryland",HARTFORD,Hartford,69.1,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,23,True,False,True,Home,True,6,21,61,39,76,3,19,58,1,0,166,409,1300,0.5061538461538462,740,1500,0.4933333333333334,179,354,1279,0.4867083659108679,0.39130434782608703
24,2020-02-08-16-massachusetts-lowell,45.5,10,8.8,3,73.5,66.7,26,0.49,52,0.423,22,0.25,13,0.6920000000000001,9,14,200,88.2,21.4,6,14,60,,11.8,8,0.423,22,0.318,7,47.8,32,0.516,20.6,15,30,0.5,15,0.44,11,"February 8, 2020",73.7,14,3.3,1,88.2,78.6,22,0.34700000000000003,62,0.306,19,0.161,10,0.7,7,16,200,73.5,33.3,13,15,50,,14.7,10,0.452,28,0.179,5,52.2,35,0.375,19.4,16,34,0.41200000000000003,14,0.36,9,"Tsongas Center, Lowell, Massachusetts",MASSACHUSETTS-LOWELL,UMass-Lowell,68.5,Away,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,24,False,False,False,Away,True,7,15,52,32,67,5,14,62,1,0,172,430,1361,0.5055106539309331,779,1576,0.4942893401015229,182,373,1337,0.4831712789827973,0.4166666666666667
25,2020-02-15-13-maryland-baltimore-county,47.4,9,5.1,2,98.5,68.8,22,0.369,61,0.311,19,0.262,16,0.875,14,13,200,89.4,23.7,9,18,59,,9.1,6,0.44299999999999995,27,0.259,7,44.3,31,0.43,8.1,6,34,0.353,12,0.45799999999999996,11,"February 15, 2020",26.1,6,17.6,6,89.4,76.3,29,0.431,58,0.397,23,0.32799999999999996,19,0.789,15,14,200,98.5,31.3,10,16,65,,4.5,3,0.32799999999999996,19,0.21100000000000002,4,55.7,39,0.485,11.9,9,39,0.48700000000000004,19,0.462,12,"UMBC Event Center, Baltimore, Maryland",NEW-HAMPSHIRE,New Hampshire,65.8,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,25,True,False,True,Home,True,4,19,58,39,70,7,12,61,1,0,179,445,1413,0.5049539985845718,811,1643,0.4936092513694461,187,387,1399,0.4771265189421015,0.44
