,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MARYLAND-BALTIMORE-COUNTY_homegame,MARYLAND-BALTIMORE-COUNTY_homegame2,MARYLAND-BALTIMORE-COUNTY_home,MARYLAND-BALTIMORE-COUNTY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
0,2019-11-05-19-maryland-baltimore-county,27.8,5,2.2,1,155.8,55.6,15,0.303,71,0.254,18,0.085,6,0.5,3,0,200,53.5,9.1,4,22,46,,3.5,3,0.521,37,0.18899999999999997,7,26.8,19,0.311,17.8,16,34,0.324,11,0.0,0,"November 5, 2019",64.7,33,11.8,4,53.5,90.9,40,0.777,74,0.6890000000000001,51,0.35100000000000003,26,0.731,19,0,200,155.8,44.4,12,12,134,,8.1,7,0.37799999999999995,28,0.46399999999999997,13,73.2,52,0.7759999999999999,11.4,11,46,0.826,38,1.0,1,"UMBC Event Center, Baltimore, Maryland","Valley Forge
			","Valley Forge
			",85.6,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,0,True,False,True,Home,True,13,38,74,52,71,7,11,71,1,0,0,0,0,,0,0,,0,0,0,,
1,2019-11-09-15-florida-gulf-coast,26.3,5,3.4,1,87.1,67.5,27,0.4,55,0.345,19,0.6729999999999999,37,0.568,21,0,200,92.9,32.6,14,28,65,,4.3,3,0.382,21,0.28600000000000003,6,49.4,41,0.44799999999999995,12.3,10,34,0.382,13,1.0,2,"November 9, 2019",62.5,10,8.8,3,92.9,67.4,29,0.349,53,0.302,16,0.698,37,0.649,24,2,200,87.1,32.5,13,26,61,,5.7,4,0.45299999999999996,24,0.20800000000000002,5,50.6,42,0.4320000000000001,15.8,13,29,0.379,11,0.0,0,"Alico Arena, Fort Myers, Florida",FLORIDA-GULF-COAST,Florida Gulf Coast,69.6,Away,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,1,False,False,False,Away,True,6,13,55,41,83,5,11,53,1,0,13,38,74,0.777027027027027,52,71,0.7323943661971831,7,11,71,0.3028169014084507,1.0
2,2019-11-13-12-maryland-baltimore-county,37.5,9,11.8,4,111.3,63.0,17,0.419,62,0.387,24,0.09699999999999999,6,0.833,5,0,200,80.3,22.9,8,18,57,,15.5,11,0.19399999999999998,12,0.33299999999999996,4,40.3,25,0.439,18.8,15,50,0.4,20,0.0,0,"November 13, 2019",75.9,22,6.0,3,80.3,77.1,27,0.589,56,0.518,29,0.304,17,0.765,13,0,200,111.3,37.0,10,10,79,,4.2,3,0.39299999999999996,22,0.364,8,59.7,37,0.616,20.1,16,34,0.618,21,1.0,3,"UMBC Event Center, Baltimore, Maryland","St. Mary's (MD)
			","St. Mary's (MD)
			",71.0,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,2,True,False,True,Home,True,8,21,56,37,62,4,20,62,1,0,19,51,129,0.6162790697674418,93,154,0.6038961038961039,12,22,124,0.3225806451612903,1.0
3,2019-11-16-13-maryland-baltimore-county,61.1,11,12.5,3,84.5,75.0,27,0.413,52,0.34600000000000003,18,0.135,7,0.7140000000000001,5,0,200,67.6,12.1,4,17,48,,9.9,7,0.385,20,0.35,7,44.9,31,0.434,28.5,22,32,0.344,11,0.0,0,"November 16, 2019",73.7,14,9.4,3,67.6,87.9,29,0.436,55,0.345,19,0.345,19,0.632,12,0,200,84.5,25.0,9,12,60,,14.1,10,0.564,31,0.32299999999999995,10,55.1,38,0.469,18.1,14,24,0.375,9,1.0,4,"UMBC Event Center, Baltimore, Maryland","Georgian Court
			","Georgian Court
			",71.2,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,3,True,False,True,Home,True,10,9,55,38,69,7,11,52,1,0,27,72,185,0.6081081081081081,130,216,0.6018518518518519,16,42,186,0.3548387096774194,1.0
4,2019-11-19-19-louisiana-state,52.6,10,5.7,2,108.5,63.6,21,0.35200000000000004,61,0.311,19,0.262,16,0.43799999999999994,7,1,200,70.4,20.0,9,18,50,,5.6,4,0.541,33,0.152,5,38.5,30,0.364,13.9,11,28,0.5,14,0.8,4,"November 19, 2019",48.3,14,10.7,3,70.4,80.0,36,0.534,59,0.4920000000000001,29,0.373,22,0.636,14,1,200,108.5,36.4,12,16,77,,12.7,9,0.40700000000000003,24,0.20800000000000002,5,61.5,48,0.5539999999999999,16.9,14,35,0.6859999999999999,24,0.75,3,"Maravich Assembly Center, Baton Rouge, Louisiana",MARYLAND-BALTIMORE-COUNTY,UMBC,71.0,Home,LOUISIANA-STATE,LSU,Maryland-Baltimore County,america-east,4,False,False,False,Away,False,5,14,61,30,78,5,24,59,0,1,37,81,240,0.56875,168,285,0.5894736842105263,23,53,238,0.36764705882352944,1.0
5,2019-11-22-14-maryland-baltimore-county,45.0,9,4.0,1,70.3,82.6,19,0.5329999999999999,46,0.435,20,0.37,17,0.765,13,0,200,96.9,32.1,9,17,62,,23.4,15,0.5429999999999999,25,0.36,9,54.9,28,0.573,24.1,17,21,0.524,11,1.0,5,"November 22, 2019",41.2,7,0.0,0,96.9,67.9,19,0.46399999999999997,42,0.405,17,0.23800000000000002,10,0.6,6,2,200,70.3,17.4,4,17,45,,14.1,9,0.405,17,0.294,5,45.1,23,0.48100000000000004,34.1,24,25,0.48,12,0.667,4,"Montego Bay Convention Centre, Montego Bay",MARYLAND-BALTIMORE-COUNTY,UMBC,64.4,Away,EASTERN-MICHIGAN,Eastern Michigan,Maryland-Baltimore County,america-east,5,False,True,True,Home,False,5,12,42,23,51,9,11,46,0,1,42,95,301,0.5249169435215947,198,363,0.5454545454545454,28,77,297,0.4006734006734007,0.8
6,2019-11-24-21-nicholls-state,57.7,15,0.0,0,113.9,79.2,19,0.485,65,0.4,26,0.262,17,0.529,9,3,200,100.0,35.1,13,21,72,,6.9,5,0.47700000000000004,31,0.355,11,52.5,32,0.493,14.2,12,34,0.441,15,0.5710000000000001,4,"November 24, 2019",38.5,10,11.8,4,100.0,64.9,24,0.59,50,0.52,26,0.6,30,0.767,23,4,200,113.9,20.8,5,16,82,,8.3,6,0.36,18,0.389,7,47.5,29,0.638,16.0,12,32,0.594,19,0.429,3,"Montego Bay Convention Centre, Montego Bay",MARYLAND-BALTIMORE-COUNTY,UMBC,71.7,Home,NICHOLLS-STATE,Nicholls State,Maryland-Baltimore County,america-east,6,False,False,False,Away,False,11,15,65,32,61,7,19,50,0,1,47,107,343,0.5174927113702624,221,414,0.533816425120773,37,88,343,0.4183673469387755,0.6666666666666666
7,2019-11-30-13-maryland-baltimore-county,71.4,15,10.9,5,128.8,71.4,20,0.551,49,0.429,21,0.22399999999999998,11,0.545,6,4,200,90.9,27.6,8,14,60,,7.6,5,0.5920000000000001,29,0.414,12,49.1,28,0.5529999999999999,25.1,18,20,0.45,9,0.5,4,"November 30, 2019",48.6,17,5.0,1,90.9,72.4,21,0.613,62,0.565,35,0.226,14,0.643,9,3,200,128.8,28.6,8,13,85,,16.7,11,0.258,16,0.375,6,50.9,29,0.619,10.5,8,46,0.63,29,0.625,5,"UMBC Event Center, Baltimore, Maryland",DREXEL,Drexel,66.4,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Maryland-Baltimore County,america-east,7,True,False,True,Home,True,6,29,62,29,57,12,9,49,1,0,58,122,408,0.5122549019607843,253,475,0.5326315789473685,44,107,393,0.4402035623409669,0.5714285714285714
8,2019-12-03-19-american,33.3,6,11.5,3,114.9,77.3,17,0.41700000000000004,48,0.375,18,0.75,36,0.583,21,4,200,82.4,28.1,9,19,61,,5.4,4,0.25,12,0.33299999999999996,4,48.1,26,0.469,23.9,20,36,0.389,14,0.556,5,"December 3, 2019",72.4,21,16.7,6,82.4,71.9,23,0.6940000000000001,49,0.5920000000000001,29,0.449,22,0.773,17,4,200,114.9,22.7,5,28,85,,17.6,13,0.469,23,0.435,10,51.9,28,0.715,23.5,18,26,0.731,19,0.429,3,"Bender Arena, Washington, District of Columbia",MARYLAND-BALTIMORE-COUNTY,UMBC,74.3,Home,AMERICAN,American,Maryland-Baltimore County,america-east,8,False,False,False,Away,False,4,14,48,26,54,10,19,49,0,1,64,151,470,0.5255319148936171,282,532,0.5300751879699248,56,116,442,0.4524886877828054,0.625
9,2019-12-07-13-maryland-baltimore-county,44.4,8,4.2,1,89.6,74.3,26,0.466,44,0.409,18,0.636,28,0.7859999999999999,22,4,200,94.0,25.0,6,21,63,,10.4,7,0.364,16,0.313,5,54.2,32,0.55,19.9,14,28,0.46399999999999997,13,0.556,5,"December 7, 2019",75.0,15,10.7,3,94.0,75.0,18,0.45299999999999996,53,0.377,20,0.377,20,0.6,12,5,200,89.6,25.7,9,21,60,,9.0,6,0.547,29,0.276,8,45.8,27,0.48,19.5,15,24,0.5,12,0.5,5,"UMBC Event Center, Baltimore, Maryland",MARYLAND-BALTIMORE-COUNTY,UMBC,66.9,Away,SAINT-FRANCIS-PA,Saint Francis (PA),Maryland-Baltimore County,america-east,9,False,True,True,Home,False,8,12,53,27,59,5,13,44,0,1,68,165,518,0.5154440154440154,308,586,0.5255972696245734,66,135,491,0.4765784114052953,0.5555555555555556
