,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ABILENE-CHRISTIAN_homegame,ABILENE-CHRISTIAN_homegame2,ABILENE-CHRISTIAN_home,ABILENE-CHRISTIAN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-18-20-new-orleans,75.0,18,7.7,3,91.0,84.6,22,0.55,50,0.48,24,0.6,30,0.733,22,5,200,98.7,27.6,8,22,77,,14.1,11,0.3,15,0.467,7,54.5,30,0.599,24.9,21,35,0.486,17,0.545,6,"December 18, 2019",59.1,13,11.4,4,98.7,72.4,21,0.49,48,0.45799999999999996,22,0.542,26,0.9229999999999999,24,6,200,91.0,15.4,4,27,71,,12.8,10,0.188,9,0.33299999999999996,3,45.5,25,0.588,27.0,22,39,0.48700000000000004,19,0.4,4,"Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,77.8,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,10,False,False,False,Away,True,7,17,50,30,55,3,19,48,1,0,70,211,637,0.4960753532182104,340,634,0.5362776025236593,52,146,485,0.4618556701030928,0.5
11,2019-12-21-20-abilene-christian,22.2,4,5.4,2,102.6,74.1,20,0.375,52,0.34600000000000003,18,0.5770000000000001,30,0.733,22,6,200,79.2,31.4,11,20,61,,14.3,11,0.34600000000000003,18,0.16699999999999998,3,50.0,31,0.46,25.2,22,34,0.441,15,0.5379999999999999,7,"December 21, 2019",73.3,22,14.7,5,79.2,68.6,24,0.5820000000000001,55,0.545,30,0.345,19,0.789,15,5,200,102.6,25.9,7,25,79,,14.3,11,0.327,18,0.222,4,50.0,31,0.617,23.1,19,37,0.703,26,0.583,7,"Moody Coliseum , Abilene, Texas",NICHOLLS-STATE,Nicholls State,76.6,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,11,True,False,True,Home,True,4,26,55,31,62,3,15,52,1,0,77,228,687,0.5,370,689,0.5370101596516691,55,165,533,0.4643527204502814,0.5454545454545454
12,2019-12-29-15-wichita-state,42.9,9,10.0,4,110.5,60.6,20,0.435,54,0.389,21,0.426,23,0.826,19,6,200,86.8,16.7,5,23,66,,10.5,8,0.389,21,0.23800000000000002,5,39.7,25,0.508,21.9,18,33,0.485,16,0.5379999999999999,7,"December 29, 2019",55.2,16,15.2,5,86.8,83.3,25,0.561,57,0.509,29,0.509,29,0.69,20,1,200,110.5,39.4,13,20,84,,10.5,8,0.298,17,0.353,6,60.3,38,0.593,18.7,16,40,0.575,23,0.917,11,"Charles Koch Arena, Wichita, Kansas",ABILENE-CHRISTIAN,Abilene Christian,75.9,Home,WICHITA-STATE,Wichita State,Abilene Christian,southland,12,False,False,False,Away,False,5,16,54,25,63,6,23,57,0,1,81,254,742,0.5060646900269542,401,751,0.5339547270306259,58,180,585,0.4564102564102564,0.5833333333333334
13,2020-01-04-15-lamar,46.4,13,5.7,2,87.3,70.4,19,0.4920000000000001,64,0.43799999999999994,28,0.25,16,0.688,11,6,200,104.2,34.3,12,17,74,,12.7,9,0.344,22,0.318,7,50.0,31,0.517,14.5,12,42,0.5,21,0.5710000000000001,8,"January 4, 2020",59.1,13,19.0,8,104.2,65.7,23,0.49,49,0.449,22,0.3670000000000001,18,0.778,14,7,200,87.3,29.6,8,14,62,,9.9,7,0.28600000000000003,14,0.28600000000000003,4,50.0,31,0.539,27.0,21,35,0.514,18,0.5329999999999999,8,"Montagne Center, Beaumont, Texas",LAMAR,Lamar,71.1,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,13,False,False,False,Away,True,7,21,64,31,62,4,18,49,1,0,86,270,796,0.5012562814070352,426,814,0.5233415233415234,64,203,642,0.4657320872274143,0.5384615384615384
14,2020-01-08-20-abilene-christian,27.6,8,19.0,8,106.3,80.0,24,0.674,46,0.63,29,0.63,29,0.897,26,9,200,111.4,31.3,5,27,88,,11.4,9,0.261,12,0.33299999999999996,4,63.0,29,0.736,26.3,21,34,0.735,25,0.4,6,"January 8, 2020",51.7,15,5.9,2,111.4,68.8,11,0.508,63,0.46,29,0.365,23,0.87,20,7,200,106.3,20.0,6,28,84,,6.3,5,0.33299999999999996,21,0.28600000000000003,6,37.0,17,0.568,16.1,14,42,0.5479999999999999,23,0.5329999999999999,8,"Moody Coliseum , Abilene, Texas",ABILENE-CHRISTIAN,Abilene Christian,78.9,Away,MCNEESE-STATE,McNeese State,Abilene Christian,southland,14,False,True,True,Home,False,6,23,63,17,46,4,25,46,0,1,93,291,860,0.5005813953488372,457,876,0.521689497716895,68,221,691,0.467438494934877,0.5714285714285714
15,2020-01-11-16-abilene-christian,55.6,10,6.7,2,97.1,72.5,29,0.466,44,0.409,18,0.545,24,0.625,15,11,200,80.0,36.7,11,26,56,,10.0,7,0.318,14,0.35700000000000004,5,57.1,40,0.505,30.5,24,30,0.433,13,0.353,6,"January 11, 2020",61.1,11,3.3,1,80.0,63.3,19,0.413,52,0.34600000000000003,18,0.6729999999999999,35,0.7140000000000001,25,7,200,97.1,27.5,11,25,68,,20.0,14,0.423,22,0.318,7,42.9,30,0.495,17.2,14,30,0.3670000000000001,11,0.562,9,"Moody Coliseum , Abilene, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,70.0,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,15,True,False,True,Home,True,7,11,52,30,70,5,13,44,1,0,99,314,923,0.5010834236186349,474,922,0.5140997830802603,72,246,737,0.480325644504749,0.5333333333333333
16,2020-01-18-20-abilene-christian,33.3,6,5.9,2,105.6,70.0,21,0.408,49,0.3670000000000001,18,0.38799999999999996,19,0.789,15,13,200,76.4,30.8,8,28,55,,9.7,7,0.408,20,0.2,4,51.8,29,0.474,29.5,24,29,0.483,14,0.278,5,"January 18, 2020",59.3,16,17.2,5,76.4,69.2,18,0.569,51,0.529,27,0.529,27,0.667,18,7,200,105.6,30.0,9,19,76,,13.9,10,0.33299999999999996,17,0.235,4,48.2,27,0.595,19.3,15,34,0.6759999999999999,23,0.588,10,"Moody Coliseum , Abilene, Texas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,71.9,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,16,True,False,True,Home,True,4,23,51,27,56,4,14,49,1,0,106,325,975,0.4964102564102564,504,992,0.5080645161290323,77,259,781,0.4795134443021767,0.5625
17,2020-01-22-20-sam-houston-state,65.2,15,7.9,3,106.5,81.8,27,0.473,56,0.41100000000000003,23,0.518,29,0.7929999999999999,23,8,225,98.7,38.7,12,25,76,,5.2,4,0.429,24,0.292,7,60.9,39,0.545,20.7,18,32,0.5,16,0.556,10,"January 22, 2020",56.0,14,9.4,3,98.7,61.3,19,0.5,56,0.446,25,0.589,33,0.7879999999999999,26,6,225,106.5,18.2,6,21,82,,10.4,8,0.321,18,0.33299999999999996,6,39.1,25,0.5720000000000001,15.6,13,38,0.5,19,0.7,14,"Johnson Coliseum, Huntsville, Texas",ABILENE-CHRISTIAN,Abilene Christian,68.6,Home,SAM-HOUSTON-STATE,Sam Houston State,Abilene Christian,southland,17,False,False,False,Away,False,7,16,56,39,64,6,19,56,0,1,110,348,1026,0.5,531,1048,0.5066793893129771,81,273,830,0.4753012048192771,0.5882352941176471
18,2020-01-25-16-central-arkansas,54.5,12,9.4,3,89.6,61.3,19,0.451,61,0.361,22,0.377,23,0.652,15,8,225,90.9,19.0,8,25,70,,11.7,9,0.45899999999999996,28,0.39299999999999996,11,37.0,27,0.48700000000000004,16.4,14,33,0.33299999999999996,11,0.579,11,"January 25, 2020",47.8,11,33.3,11,90.9,81.0,34,0.48200000000000004,55,0.418,23,0.436,24,0.667,16,15,225,89.6,38.7,12,21,69,,9.1,7,0.418,23,0.304,7,63.0,46,0.52,25.1,22,32,0.5,16,0.25,5,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,68.6,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,18,False,False,False,Away,True,11,11,61,27,73,7,16,55,1,0,117,364,1082,0.4986136783733826,570,1112,0.512589928057554,87,292,886,0.47686230248307,0.5555555555555556
19,2020-01-29-20-stephen-f-austin,60.0,12,10.3,4,98.6,57.1,12,0.512,43,0.465,20,0.535,23,0.7390000000000001,17,9,200,84.7,33.3,8,23,61,,12.5,9,0.256,11,0.364,4,44.4,20,0.5660000000000001,33.7,27,32,0.5,16,0.55,11,"January 29, 2020",69.2,18,9.4,3,84.7,66.7,16,0.5670000000000001,52,0.5,26,0.365,19,0.632,12,3,200,98.6,42.9,9,20,71,,19.4,14,0.25,13,0.5379999999999999,7,55.6,25,0.5820000000000001,23.9,19,39,0.48700000000000004,19,0.857,18,"William Johnson Coliseum, Nacogdoches, Texas",ABILENE-CHRISTIAN,Abilene Christian,72.0,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Abilene Christian,southland,19,False,False,False,Away,False,4,16,43,20,45,7,19,52,0,1,128,375,1143,0.4960629921259842,597,1185,0.5037974683544304,94,308,941,0.4771519659936238,0.5789473684210527
20,2020-02-01-20-abilene-christian,10.0,2,4.3,1,114.3,71.9,23,0.5,42,0.47600000000000003,20,0.595,25,0.64,16,16,200,92.1,32.0,8,21,58,,7.9,5,0.33299999999999996,14,0.14300000000000002,2,54.4,31,0.5379999999999999,23.2,16,28,0.643,18,0.23800000000000002,5,"February 1, 2020",65.2,15,3.6,1,92.1,68.0,17,0.539,51,0.451,23,0.49,25,0.68,17,9,200,114.3,28.1,9,22,72,,14.3,9,0.5489999999999999,28,0.321,9,45.6,26,0.573,13.9,10,23,0.609,14,0.5710000000000001,12,"Moody Coliseum , Abilene, Texas",INCARNATE-WORD,Incarnate Word,62.9,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,20,True,False,True,Home,True,9,14,51,26,57,2,18,42,1,0,132,391,1186,0.4966273187183811,617,1230,0.5016260162601626,101,327,993,0.4818731117824773,0.55
21,2020-02-05-19-northwestern-state,52.0,13,7.9,3,97.3,73.5,25,0.413,69,0.36200000000000004,25,0.23199999999999998,16,0.75,12,10,200,92.0,30.8,12,20,69,,10.7,8,0.36200000000000004,25,0.28,7,50.7,37,0.45,12.6,11,44,0.409,18,0.545,12,"February 5, 2020",24.0,6,9.1,4,92.0,69.2,27,0.509,56,0.446,25,0.429,24,0.667,16,12,200,97.3,26.5,9,14,73,,5.3,4,0.321,18,0.389,7,49.3,36,0.542,18.4,15,38,0.474,18,0.429,9,"Prather Coliseum, Natchitoches, Louisiana",ABILENE-CHRISTIAN,Abilene Christian,74.5,Home,NORTHWESTERN-STATE,Northwestern State,Abilene Christian,southland,21,False,False,False,Away,False,7,18,69,37,73,7,18,56,0,1,141,405,1237,0.4983831851253032,643,1287,0.4996114996114996,103,345,1035,0.4826086956521739,0.5714285714285714
22,2020-02-08-20-abilene-christian,33.3,5,17.9,5,113.5,69.0,20,0.298,57,0.263,15,0.456,26,0.5770000000000001,15,12,200,66.2,20.9,9,17,49,,9.5,7,0.298,17,0.235,4,40.3,29,0.353,18.0,15,40,0.275,11,0.5,12,"February 8, 2020",48.4,15,12.5,5,66.2,79.1,34,0.642,60,0.517,31,0.217,13,0.5379999999999999,7,10,200,113.5,31.0,9,24,84,,9.5,7,0.5329999999999999,32,0.469,15,59.7,43,0.635,18.6,15,28,0.5710000000000001,16,0.565,13,"Moody Coliseum , Abilene, Texas",LAMAR,Lamar,73.8,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,22,True,False,True,Home,True,15,16,60,43,72,4,11,57,1,0,148,423,1306,0.493874425727412,680,1360,0.5,110,363,1091,0.4839596700274977,0.5454545454545454
23,2020-02-12-20-abilene-christian,36.8,7,5.3,2,103.8,78.6,22,0.413,52,0.365,19,0.5579999999999999,29,0.828,24,19,200,85.9,31.3,10,24,67,,9.0,7,0.327,17,0.294,5,53.3,32,0.509,27.0,24,35,0.4,14,0.136,3,"February 12, 2020",82.8,24,17.1,6,85.9,68.8,22,0.569,58,0.5,29,0.431,25,0.6,15,10,200,103.8,21.4,6,25,81,,14.1,11,0.345,20,0.4,8,46.7,28,0.58,15.9,13,38,0.5529999999999999,21,0.583,14,"Moody Coliseum , Abilene, Texas",HOUSTON-BAPTIST,Houston Baptist,78.3,Home,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,23,True,False,True,Home,True,8,21,58,28,60,5,14,52,1,0,163,439,1366,0.5003660322108345,723,1432,0.5048882681564246,114,374,1148,0.4747386759581882,0.5652173913043478
24,2020-02-15-16-texas-am-corpus-christi,38.5,10,9.1,3,91.4,76.9,20,0.5760000000000001,46,0.565,26,0.696,32,0.7809999999999999,25,10,200,111.4,25.0,6,19,78,,17.1,12,0.28300000000000003,13,0.077,1,52.0,26,0.637,20.0,15,33,0.758,25,0.6,15,"February 15, 2020",45.8,11,3.0,1,111.4,75.0,18,0.551,49,0.49,24,0.38799999999999996,19,0.526,10,16,200,91.4,23.1,6,21,64,,4.3,3,0.327,16,0.375,6,48.0,24,0.551,23.9,18,33,0.545,18,0.385,10,"American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,70.1,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,24,False,False,False,Away,True,1,25,46,26,50,6,18,49,1,0,171,460,1424,0.5031601123595506,751,1492,0.5033512064343163,119,388,1200,0.4720833333333334,0.5833333333333334
25,2020-02-19-20-houston-baptist,55.2,16,3.4,1,93.2,72.0,18,0.5489999999999999,61,0.475,29,0.27899999999999997,17,0.882,15,10,200,112.3,20.7,6,28,82,,16.4,12,0.361,22,0.409,9,44.4,24,0.594,13.8,11,39,0.513,20,0.615,16,"February 19, 2020",38.9,7,12.8,5,112.3,79.3,23,0.48700000000000004,39,0.462,18,0.9740000000000001,38,0.789,30,21,200,93.2,28.0,7,19,68,,9.6,7,0.256,10,0.2,2,55.6,30,0.596,27.4,21,29,0.552,16,0.125,3,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,72.6,Away,ABILENE-CHRISTIAN,Abilene Christian,Abilene Christian,southland,25,False,False,False,Away,True,9,20,61,24,54,2,16,39,1,0,172,485,1470,0.5054421768707483,777,1542,0.5038910505836576,125,406,1249,0.4751801441152922,0.6
