,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MERCER_homegame,MERCER_homegame2,MERCER_home,MERCER_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-16-19-north-carolina-wilmington,69.2,18,2.5,1,90.0,69.2,27,0.4920000000000001,64,0.406,26,0.172,11,0.818,9,6,200,102.9,36.1,13,20,72,,8.6,6,0.5,32,0.344,11,53.3,40,0.52,15.9,13,32,0.469,15,0.455,5,"December 16, 2019",58.3,14,6.3,2,102.9,63.9,23,0.457,58,0.414,24,0.414,24,0.41700000000000004,10,7,200,90.0,30.8,12,16,63,,11.4,8,0.31,18,0.278,5,46.7,35,0.45399999999999996,15.9,13,40,0.475,19,0.41700000000000004,5,"Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,69.8,Away,MERCER,Mercer,Mercer,southern,10,False,False,False,Away,True,11,15,64,40,75,5,19,58,1,0,69,192,606,0.4876237623762376,349,654,0.5336391437308868,80,190,595,0.5210084033613446,0.4
11,2019-12-20-19-mercer,46.2,12,3.1,1,96.9,74.1,20,0.5,60,0.433,26,0.15,9,0.444,4,3,200,100.0,24.2,8,12,64,,10.9,7,0.41700000000000004,25,0.32,8,46.7,28,0.498,12.3,9,35,0.514,18,0.7859999999999999,11,"December 20, 2019",72.0,18,17.1,6,100.0,75.8,25,0.537,54,0.46299999999999997,25,0.111,6,0.667,4,7,200,96.9,25.9,7,11,62,,6.3,4,0.40700000000000003,22,0.364,8,53.3,32,0.545,17.5,12,32,0.531,17,0.41700000000000004,5,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,63.6,Away,FURMAN,Furman,Mercer,southern,11,False,True,True,Home,False,8,17,54,32,60,8,18,60,0,1,80,207,670,0.4880597014925373,389,729,0.5336076817558301,85,209,653,0.5153139356814701,0.4545454545454545
12,2019-12-22-18-mercer,61.9,13,5.6,2,76.9,73.5,25,0.49,50,0.42,21,0.46,23,0.696,16,4,200,100.0,50.0,16,17,65,,12.3,8,0.54,27,0.259,7,62.1,41,0.5329999999999999,24.0,19,23,0.609,14,0.667,8,"December 22, 2019",52.6,10,4.3,1,100.0,50.0,16,0.387,53,0.358,19,0.226,12,0.75,9,8,200,76.9,26.5,9,23,50,,18.5,12,0.321,17,0.17600000000000002,3,37.9,25,0.426,21.5,16,36,0.444,16,0.385,5,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,64.8,Away,FLORIDA-ATLANTIC,Florida Atlantic,Mercer,southern,12,False,True,True,Home,False,3,16,53,25,66,7,14,50,0,1,88,224,724,0.4917127071823205,421,789,0.5335868187579215,93,227,713,0.5140252454417953,0.4166666666666667
13,2019-12-28-13-mercer,63.6,14,3.8,2,125.3,54.5,18,0.436,55,0.4,22,0.218,12,0.41700000000000004,5,0,200,63.9,15.6,5,11,53,,10.8,9,0.345,19,0.21100000000000002,4,35.4,23,0.4370000000000001,30.9,27,36,0.5,18,0.0,0,"December 28, 2019",51.2,21,13.9,5,63.9,84.4,27,0.608,79,0.519,41,0.152,12,0.667,8,8,200,125.3,45.5,15,13,104,,20.5,17,0.32899999999999996,26,0.5379999999999999,14,64.6,42,0.614,14.2,14,53,0.509,27,0.429,6,"Hawkins Arena, Macon, Georgia","Milligan
			","Milligan
			",83.2,Home,MERCER,Mercer,Mercer,southern,13,True,False,True,Home,True,14,27,79,42,65,4,18,55,1,0,91,240,777,0.4845559845559845,446,855,0.5216374269005848,100,241,763,0.5124508519003932,0.38461538461538464
14,2020-01-01-19-north-carolina-greensboro,24.0,6,0.0,0,98.6,71.1,27,0.596,47,0.532,25,0.23399999999999999,11,0.636,7,9,200,86.3,13.6,3,18,63,,8.2,6,0.213,10,0.6,6,50.0,30,0.603,30.7,23,37,0.514,19,0.4,6,"January 1, 2020",19.2,5,5.4,2,86.3,86.4,19,0.484,62,0.419,26,0.355,22,0.545,12,3,200,98.6,28.9,11,13,72,,23.3,17,0.371,23,0.348,8,50.0,30,0.4970000000000001,14.3,12,39,0.462,18,0.8,12,"Greensboro Coliseum, Greensboro, North Carolina",MERCER,Mercer,72.8,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Mercer,southern,14,False,False,False,Away,False,6,19,47,30,60,8,18,62,0,1,105,267,856,0.495911214953271,488,920,0.5304347826086957,104,259,818,0.5073349633251834,0.42857142857142855
15,2020-01-04-16-mercer,45.8,11,2.9,1,95.3,91.3,21,0.474,57,0.42100000000000004,24,0.40399999999999997,23,0.696,16,5,200,109.4,27.8,10,12,70,,7.8,5,0.40399999999999997,23,0.261,6,52.5,31,0.515,8.2,6,34,0.529,18,0.667,10,"January 4, 2020",37.5,9,5.9,2,109.4,72.2,26,0.5,52,0.462,24,0.192,10,0.9,9,10,200,95.3,8.7,2,22,61,,4.7,3,0.327,17,0.235,4,47.5,28,0.537,15.1,10,35,0.5710000000000001,20,0.375,6,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,64.3,Away,CHATTANOOGA,Chattanooga,Mercer,southern,15,False,True,True,Home,False,4,20,52,28,59,6,18,57,0,1,111,286,903,0.5011074197120708,518,980,0.5285714285714286,112,277,880,0.5056818181818182,0.4
16,2020-01-11-17-western-carolina,16.7,4,12.1,4,106.8,68.8,22,0.397,63,0.381,24,0.381,24,0.875,21,11,200,95.9,34.2,13,25,71,,13.5,10,0.302,19,0.105,2,50.0,35,0.47700000000000004,14.0,12,44,0.5,22,0.353,6,"January 11, 2020",50.0,11,4.5,2,95.9,65.8,25,0.52,51,0.431,22,0.6859999999999999,35,0.743,26,3,200,106.8,31.3,10,17,79,,6.8,5,0.353,18,0.5,9,50.0,35,0.584,19.4,16,33,0.39399999999999996,13,0.8,12,"Ramsey Center, Cullowhee, North Carolina",MERCER,Mercer,73.5,Home,WESTERN-CAROLINA,Western Carolina,Mercer,southern,16,False,False,False,Away,False,2,22,63,35,70,9,13,51,0,1,115,306,955,0.5010471204188481,546,1039,0.5255052935514918,118,295,937,0.503735325506937,0.375
17,2020-01-15-19-mercer,64.0,16,4.8,1,109.0,65.0,13,0.509,58,0.431,25,0.121,7,0.429,3,14,200,92.5,21.2,7,11,62,,7.5,5,0.44799999999999995,26,0.34600000000000003,9,37.7,20,0.506,17.5,13,32,0.5,16,0.263,5,"January 15, 2020",73.1,19,9.4,3,92.5,78.8,26,0.63,50,0.52,26,0.24,12,0.833,10,11,200,109.0,35.0,7,12,73,,7.5,5,0.58,29,0.379,11,62.3,33,0.655,24.6,18,21,0.7140000000000001,15,0.389,7,"Hawkins Arena, Macon, Georgia",VIRGINIA-MILITARY-INSTITUTE,VMI,67.0,Home,MERCER,Mercer,Mercer,southern,17,True,False,True,Home,True,11,15,50,33,53,9,16,58,1,0,117,328,1018,0.4945972495088409,581,1109,0.5238954012623985,127,308,988,0.5045546558704453,0.35294117647058826
18,2020-01-18-15-samford,44.1,15,17.5,7,102.7,70.0,21,0.6559999999999999,61,0.557,34,0.23,14,0.7140000000000001,10,11,200,123.3,33.3,8,24,90,,11.0,8,0.41,25,0.48,12,53.7,29,0.665,17.2,14,36,0.611,22,0.42100000000000004,8,"January 18, 2020",27.3,6,2.8,1,123.3,66.7,16,0.46299999999999997,54,0.40700000000000003,22,0.556,30,0.833,25,12,200,102.7,30.0,9,17,75,,8.2,6,0.259,14,0.429,6,46.3,25,0.5489999999999999,17.2,14,40,0.4,16,0.4,8,"Pete Hanna Center, Birmingham, Alabama",SAMFORD,Samford,73.5,Away,MERCER,Mercer,Mercer,southern,18,False,False,False,Away,True,12,22,61,29,54,6,16,54,1,0,128,343,1068,0.5009363295880149,614,1162,0.5283993115318416,136,324,1046,0.5047801147227533,0.3888888888888889
19,2020-01-22-19-mercer,51.7,15,5.3,2,119.7,75.9,22,0.595,58,0.5,29,0.24100000000000002,14,0.7140000000000001,10,6,200,111.3,17.2,5,16,79,,5.6,4,0.517,30,0.3670000000000001,11,46.6,27,0.611,14.6,11,28,0.643,18,0.667,12,"January 22, 2020",51.7,15,14.3,4,111.3,82.8,24,0.5579999999999999,60,0.483,29,0.33299999999999996,20,0.9,18,11,200,119.7,24.1,7,15,85,,8.5,6,0.3670000000000001,22,0.409,9,53.4,31,0.612,11.6,9,38,0.526,20,0.45,9,"Hawkins Arena, Macon, Georgia",WESTERN-CAROLINA,Western Carolina,71.1,Home,MERCER,Mercer,Mercer,southern,19,True,False,True,Home,True,9,20,60,31,58,11,18,58,1,0,140,365,1129,0.5093002657218778,643,1216,0.5287828947368421,142,340,1100,0.5027272727272727,0.42105263157894735
20,2020-01-25-13-virginia-military-institute,44.0,11,14.3,5,97.1,64.3,27,0.565,54,0.46299999999999997,25,0.204,11,0.727,8,11,200,101.5,17.9,5,15,69,,2.9,2,0.40700000000000003,22,0.5,11,45.7,32,0.583,18.1,13,32,0.43799999999999994,14,0.47600000000000003,10,"January 25, 2020",61.5,16,9.4,3,101.5,82.1,23,0.419,74,0.35100000000000003,26,0.122,9,0.444,4,16,200,97.1,35.7,15,17,66,,10.3,7,0.527,39,0.256,10,54.3,38,0.42200000000000004,7.1,6,35,0.457,16,0.273,6,"Cameron Hall, Lexington, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,68.3,Away,MERCER,Mercer,Mercer,southern,20,False,False,False,Away,True,11,14,54,32,70,10,16,74,1,0,149,385,1189,0.5117746005046258,674,1274,0.5290423861852434,153,358,1158,0.5073402417962003,0.45
21,2020-01-29-19-east-tennessee-state,51.9,14,10.5,4,82.1,73.8,31,0.69,42,0.643,27,0.5,21,0.619,13,11,200,106.0,18.8,3,20,71,,4.5,3,0.262,11,0.364,4,58.6,34,0.6829999999999999,24.9,17,31,0.742,23,0.5,11,"January 29, 2020",54.5,12,3.2,1,106.0,81.3,13,0.392,60,0.3670000000000001,22,0.3,18,0.444,8,4,200,82.1,26.2,11,18,55,,9.0,6,0.3670000000000001,22,0.136,3,41.4,24,0.401,13.9,11,38,0.5,19,0.818,18,"Freedom Hall Civic Center, Johnson City, Tennessee",EAST-TENNESSEE-STATE,ETSU,67.3,Away,MERCER,Mercer,Mercer,southern,21,False,False,False,Away,True,4,23,42,34,58,3,19,60,1,0,160,399,1243,0.5140788415124699,706,1344,0.5252976190476191,163,374,1232,0.5020292207792207,0.4761904761904762
22,2020-02-01-16-mercer,57.7,15,2.8,1,110.1,58.3,14,0.635,48,0.542,26,0.41700000000000004,20,0.5,10,15,200,102.9,19.0,4,14,71,,15.9,11,0.45799999999999996,22,0.409,9,40.0,18,0.617,22.0,16,26,0.654,17,0.28600000000000003,6,"February 1, 2020",50.0,14,3.8,1,102.9,81.0,17,0.5820000000000001,55,0.509,28,0.255,14,0.857,12,11,200,110.1,41.7,10,16,76,,14.5,10,0.345,19,0.42100000000000004,8,60.0,27,0.616,20.7,16,36,0.556,20,0.522,12,"Hawkins Arena, Macon, Georgia",CITADEL,Citadel,68.6,Home,MERCER,Mercer,Mercer,southern,22,True,False,True,Home,True,8,20,55,27,45,9,17,48,1,0,164,422,1285,0.5198443579766537,740,1402,0.5278174037089871,166,393,1292,0.4969040247678019,0.5
23,2020-02-05-19-furman,55.0,11,9.5,2,116.2,80.8,21,0.392,60,0.33299999999999996,20,0.233,14,0.7140000000000001,10,12,200,83.8,42.1,16,17,57,,8.8,6,0.45,27,0.259,7,57.8,37,0.428,20.4,17,33,0.39399999999999996,13,0.5,12,"February 5, 2020",67.9,19,15.2,5,83.8,57.9,22,0.684,49,0.5710000000000001,28,0.49,24,0.5,12,5,200,116.2,19.2,5,16,79,,14.7,10,0.5710000000000001,28,0.39299999999999996,11,42.2,27,0.654,16.8,12,21,0.81,17,0.792,19,"Timmons Arena, Greenville, South Carolina",MERCER,Mercer,67.5,Home,FURMAN,Furman,Mercer,southern,23,False,False,False,Away,False,7,13,60,37,64,11,17,49,0,1,172,442,1340,0.5223880597014925,767,1447,0.530062197650311,175,410,1340,0.5018656716417911,0.5217391304347826
24,2020-02-08-16-mercer,37.5,9,5.6,2,85.7,72.2,26,0.552,48,0.5,24,0.583,28,0.7140000000000001,20,4,200,104.3,13.8,4,19,73,,14.3,10,0.313,15,0.33299999999999996,5,46.2,30,0.595,16.6,12,33,0.5760000000000001,19,0.84,21,"February 8, 2020",60.0,12,6.1,2,104.3,86.2,25,0.402,56,0.35700000000000004,20,0.39299999999999996,22,0.682,15,13,200,85.7,27.8,10,25,60,,7.1,5,0.35700000000000004,20,0.25,5,53.8,35,0.451,18.6,15,36,0.41700000000000004,15,0.48,12,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,70.4,Away,EAST-TENNESSEE-STATE,ETSU,Mercer,southern,24,False,True,True,Home,False,5,15,56,35,65,5,19,48,0,1,179,455,1400,0.5167857142857143,804,1511,0.5320979483785573,186,427,1389,0.5082793376529877,0.5
25,2020-02-12-19-wofford,66.7,16,0.0,0,100.0,75.7,28,0.509,54,0.444,24,0.37,20,0.75,15,13,200,102.9,13.3,4,18,70,,5.9,4,0.444,24,0.292,7,47.8,32,0.551,10.0,7,30,0.5670000000000001,17,0.5,13,"February 12, 2020",34.8,8,3.3,1,102.9,86.7,26,0.44299999999999995,61,0.377,23,0.311,19,0.737,14,10,200,100.0,24.3,9,19,68,,2.9,2,0.508,31,0.258,8,52.2,35,0.486,10.3,8,30,0.5,15,0.615,16,"Richardson Indoor Stadium, Spartanburg, South Carolina",WOFFORD,Wofford,67.8,Away,MERCER,Mercer,Mercer,southern,25,False,False,False,Away,True,7,17,54,32,67,8,15,61,1,0,184,470,1456,0.5123626373626373,839,1576,0.5323604060913706,191,446,1437,0.5097425191370911,0.48
26,2020-02-15-16-mercer,54.2,13,3.1,1,73.3,70.3,26,0.4,65,0.369,24,0.431,28,0.536,15,6,200,89.3,31.8,14,13,67,,9.3,7,0.27699999999999997,18,0.222,4,49.4,40,0.428,13.4,12,47,0.426,20,0.778,21,"February 15, 2020",73.9,17,6.4,3,89.3,68.2,30,0.4270000000000001,62,0.371,23,0.081,5,0.4,2,14,200,73.3,29.7,11,24,55,,9.3,7,0.484,30,0.233,7,50.6,41,0.4270000000000001,24.6,21,32,0.5,16,0.48100000000000004,13,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,75.3,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Mercer,southern,26,False,True,True,Home,False,7,16,62,41,81,4,20,65,0,1,191,487,1510,0.5122516556291391,871,1643,0.5301278149726111,199,461,1498,0.5070093457943925,0.5
27,2020-02-19-19-mercer,62.5,15,4.4,2,135.9,82.8,24,0.39399999999999996,66,0.364,24,0.258,17,0.8240000000000001,14,20,200,84.6,24.4,10,11,66,,5.1,4,0.318,21,0.19,4,48.6,34,0.445,16.0,14,45,0.444,20,0.31,9,"February 19, 2020",68.2,30,11.1,5,84.6,75.6,31,0.708,72,0.611,44,0.111,8,0.5,4,14,200,135.9,17.2,5,19,106,,11.5,9,0.375,27,0.519,14,51.4,36,0.6990000000000001,8.5,7,45,0.667,30,0.5,14,"Hawkins Arena, Macon, Georgia",SAMFORD,Samford,77.9,Home,MERCER,Mercer,Mercer,southern,27,True,False,True,Home,True,14,30,72,36,70,4,20,66,1,0,198,503,1572,0.5089058524173028,912,1724,0.5290023201856149,203,481,1563,0.5025591810620601,0.4814814814814815
