,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SIENA_homegame,SIENA_homegame2,SIENA_home,SIENA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2020-01-03-19-siena,53.8,14,12.8,5,100.0,72.2,26,0.455,67,0.38799999999999996,26,0.22399999999999998,15,0.733,11,6,200,96.0,14.3,6,21,72,,10.7,8,0.358,24,0.375,9,41.0,32,0.486,8.7,7,43,0.395,17,0.5,6,"January 3, 2020",52.0,13,11.6,5,96.0,85.7,36,0.4920000000000001,59,0.424,25,0.441,26,0.654,17,5,200,100.0,27.8,10,13,75,,4.0,3,0.33899999999999997,20,0.4,8,59.0,46,0.526,15.6,13,39,0.436,17,0.545,6,"Times Union Center , Albany, New York",MONMOUTH,Monmouth,74.7,Home,SIENA,Siena,Siena,maac,10,True,False,True,Home,True,8,17,59,46,78,9,17,67,1,0,60,204,605,0.4859504132231405,368,667,0.5517241379310345,78,191,591,0.5211505922165821,0.5
11,2020-01-05-14-rider,44.4,12,8.8,3,113.3,72.0,18,0.5710000000000001,56,0.48200000000000004,27,0.304,17,0.765,13,6,200,102.7,31.0,9,28,77,,8.0,6,0.446,25,0.4,10,50.0,27,0.601,23.0,19,31,0.5479999999999999,17,0.5,6,"January 5, 2020",28.0,7,12.9,4,102.7,69.0,20,0.57,50,0.5,25,0.66,33,0.848,28,4,200,113.3,28.0,7,20,85,,10.7,8,0.32,16,0.43799999999999994,7,50.0,27,0.647,20.9,17,34,0.529,18,0.667,8,"Alumni Gymnasium, Lawrenceville, New Jersey",SIENA,Siena,74.9,Home,RIDER,Rider,Siena,maac,11,False,False,False,Away,False,10,17,56,27,54,7,18,50,0,1,68,221,664,0.4864457831325301,414,745,0.5557046979865772,87,208,658,0.5144376899696048,0.5454545454545454
12,2020-01-09-19-siena,24.0,6,12.2,5,92.4,64.5,20,0.45799999999999996,59,0.424,25,0.102,6,0.667,4,7,200,87.9,31.3,10,20,58,,6.1,4,0.373,22,0.182,4,47.6,30,0.469,18.5,14,37,0.568,21,0.41700000000000004,5,"January 9, 2020",31.8,7,8.1,3,87.9,68.8,22,0.44299999999999995,53,0.415,22,0.434,23,0.609,14,6,200,92.4,35.5,11,12,61,,6.1,4,0.226,12,0.25,3,52.4,33,0.47700000000000004,17.1,13,41,0.46299999999999997,19,0.5379999999999999,7,"Times Union Center , Albany, New York",SAINT-PETERS,St. Peter's,65.9,Home,SIENA,Siena,Siena,maac,12,True,False,True,Home,True,3,19,53,33,63,4,21,59,1,0,78,238,720,0.4930555555555556,441,799,0.5519399249061326,94,226,708,0.518361581920904,0.5
13,2020-01-12-14-manhattan,68.2,15,5.9,2,115.7,76.7,23,0.509,53,0.415,22,0.45299999999999996,24,0.625,15,7,200,98.6,36.4,12,18,69,,11.4,8,0.415,22,0.455,10,55.6,35,0.536,22.1,18,31,0.387,12,0.5,7,"January 12, 2020",63.3,19,6.5,2,98.6,63.6,21,0.61,59,0.508,30,0.254,15,0.6,9,6,200,115.7,23.3,7,18,81,,10.0,7,0.424,25,0.48,12,44.4,28,0.612,14.4,11,34,0.529,18,0.5379999999999999,7,"Draddy Gymnasium, Riverdale, New York",SIENA,Siena,70.3,Home,MANHATTAN,Manhattan,Siena,maac,13,False,False,False,Away,False,10,12,53,35,63,12,18,59,0,1,81,257,773,0.4896507115135834,474,862,0.5498839907192575,98,247,767,0.5136897001303781,0.5384615384615384
14,2020-01-17-19-canisius,50.0,11,2.9,1,105.8,64.3,18,0.465,57,0.386,22,0.316,18,0.556,10,8,200,91.3,27.0,10,17,63,,13.0,9,0.526,30,0.3,9,43.1,28,0.48100000000000004,15.6,12,27,0.48100000000000004,13,0.467,7,"January 17, 2020",50.0,14,11.1,3,91.3,73.0,27,0.536,56,0.5,28,0.33899999999999997,19,0.684,13,10,200,105.8,35.7,10,19,73,,7.2,5,0.39299999999999996,22,0.182,4,56.9,37,0.561,19.9,16,34,0.706,24,0.41200000000000003,7,"Koessler Athletic Center, Buffalo, New York",SIENA,Siena,69.3,Home,CANISIUS,Canisius,Siena,maac,14,False,False,False,Away,False,9,13,57,28,65,4,24,56,0,1,91,269,826,0.4909200968523002,509,925,0.5502702702702703,110,265,826,0.5205811138014528,0.5
15,2020-01-19-13-niagara,52.0,13,8.3,3,120.0,75.0,18,0.57,50,0.5,25,0.38,19,0.737,14,9,200,118.3,42.3,11,20,71,,6.7,4,0.32,16,0.43799999999999994,7,58.0,29,0.601,17.1,12,34,0.529,18,0.43799999999999994,7,"January 19, 2020",54.2,13,0.0,0,118.3,57.7,15,0.563,48,0.5,24,0.479,23,0.7829999999999999,18,11,200,120.0,25.0,6,15,72,,6.7,4,0.25,12,0.5,6,42.0,21,0.611,10.7,7,36,0.5,18,0.353,6,"Gallagher Center, Niagara University, New York",SIENA,Siena,60.0,Home,NIAGARA,Niagara,Siena,maac,15,False,False,False,Away,False,7,18,50,29,50,6,18,48,0,1,100,282,883,0.4892412231030577,537,990,0.5424242424242425,114,289,882,0.5215419501133787,0.4666666666666667
16,2020-01-24-19-siena,23.8,5,10.5,4,97.2,82.1,23,0.375,64,0.32799999999999996,21,0.141,9,1.0,9,14,200,79.2,26.8,11,20,57,,8.3,6,0.344,22,0.273,6,49.3,34,0.41700000000000004,18.1,15,42,0.35700000000000004,15,0.222,4,"January 24, 2020",60.9,14,9.5,4,79.2,73.2,30,0.47100000000000003,52,0.442,23,0.462,24,0.875,21,9,200,97.2,17.9,5,17,70,,11.1,8,0.26899999999999996,14,0.214,3,50.7,35,0.552,17.2,13,38,0.526,20,0.47100000000000003,8,"Times Union Center , Albany, New York",MARIST,Marist,71.8,Home,SIENA,Siena,Siena,maac,16,True,False,True,Home,True,3,20,52,35,69,6,15,64,1,0,107,300,933,0.4935691318327974,566,1040,0.5442307692307692,120,307,930,0.5236559139784946,0.4375
17,2020-01-26-14-siena,52.2,12,5.1,2,131.3,68.0,17,0.491,54,0.426,23,0.204,11,0.727,8,8,200,95.3,25.8,8,12,61,,4.7,3,0.426,23,0.304,7,44.6,25,0.515,16.9,12,31,0.516,16,0.556,10,"January 26, 2020",57.6,19,3.2,1,95.3,74.2,23,0.6579999999999999,57,0.579,33,0.228,13,0.6920000000000001,9,9,200,131.3,32.0,8,17,84,,10.9,7,0.316,18,0.5,9,55.4,31,0.665,13.8,10,39,0.615,24,0.5,9,"Times Union Center , Albany, New York",QUINNIPIAC,Quinnipiac,64.2,Home,SIENA,Siena,Siena,maac,17,True,False,True,Home,True,9,24,57,31,56,7,16,54,1,0,110,320,985,0.4923857868020304,601,1109,0.5419296663660956,126,322,994,0.5140845070422535,0.4705882352941176
18,2020-01-31-19-iona,46.7,14,9.4,3,91.4,86.2,25,0.542,60,0.5,30,0.467,28,0.7859999999999999,22,9,200,124.3,51.7,15,12,87,,10.0,7,0.233,14,0.35700000000000004,5,69.0,40,0.593,13.2,11,46,0.5429999999999999,25,0.526,10,"January 31, 2020",43.5,10,6.5,3,124.3,48.3,14,0.474,57,0.40399999999999997,23,0.21100000000000002,12,0.833,10,11,200,91.4,13.8,4,22,64,,10.0,7,0.439,25,0.32,8,31.0,18,0.51,15.0,11,32,0.469,15,0.312,5,"Hynes Athletics Center, New Rochelle, New York",IONA,Iona,69.5,Away,SIENA,Siena,Siena,maac,18,False,False,False,Away,True,5,25,60,40,58,8,15,57,1,0,119,344,1042,0.5014395393474088,632,1165,0.5424892703862659,133,338,1048,0.5128816793893131,0.5
19,2020-02-02-16-saint-peters,61.5,16,10.8,4,132.8,55.0,11,0.593,54,0.48100000000000004,26,0.48100000000000004,26,0.615,16,10,200,125.0,45.2,14,23,80,,6.3,4,0.46299999999999997,25,0.48,12,49.0,25,0.603,13.3,10,29,0.483,14,0.5,10,"February 2, 2020",40.0,10,10.3,3,125.0,54.8,17,0.55,50,0.5,25,0.74,37,0.8109999999999999,30,10,200,132.8,45.0,9,21,85,,7.8,5,0.26,13,0.385,5,51.0,26,0.629,10.8,8,37,0.541,20,0.5,10,"Yanitelli Center, Jersey City, New Jersey",SIENA,Siena,64.5,Home,SAINT-PETERS,St. Peter's,Siena,maac,19,False,False,False,Away,False,12,14,54,25,51,5,20,50,0,1,124,369,1102,0.5036297640653358,672,1223,0.5494685200327064,141,353,1105,0.5108597285067873,0.5263157894736842
20,2020-02-07-19-siena,25.0,4,8.6,3,101.6,67.9,19,0.311,53,0.302,16,0.377,20,0.8,16,13,200,76.6,39.4,13,18,49,,12.5,8,0.17,9,0.111,1,52.5,32,0.392,18.5,14,44,0.341,15,0.409,9,"February 7, 2020",52.2,12,6.8,3,76.6,60.6,20,0.51,50,0.46,23,0.4,20,0.7,14,10,200,101.6,32.1,9,17,65,,7.8,5,0.3,15,0.33299999999999996,5,47.5,29,0.546,19.2,14,35,0.514,18,0.524,11,"Times Union Center , Albany, New York",FAIRFIELD,Fairfield,64.0,Home,SIENA,Siena,Siena,maac,20,True,False,True,Home,True,5,18,50,29,61,1,15,53,1,0,136,383,1156,0.5077854671280276,697,1274,0.5470957613814756,146,373,1155,0.5125541125541125,0.5
21,2020-02-14-21-siena,41.7,10,9.7,3,114.1,84.0,21,0.442,60,0.4,24,0.25,15,0.733,11,10,200,100.0,34.3,12,14,64,,4.7,3,0.38299999999999995,23,0.217,5,55.0,33,0.47700000000000004,13.1,10,37,0.514,19,0.583,14,"February 14, 2020",55.6,15,13.5,5,100.0,65.7,23,0.5870000000000001,52,0.519,27,0.34600000000000003,18,0.667,12,10,200,114.1,16.0,4,15,73,,7.8,5,0.40399999999999997,21,0.33299999999999996,7,45.0,27,0.603,9.1,6,31,0.645,20,0.545,12,"Times Union Center , Albany, New York",RIDER,Rider,63.8,Home,SIENA,Siena,Siena,maac,21,True,False,True,Home,True,7,20,52,27,60,5,19,60,1,0,141,401,1206,0.5078772802653401,726,1335,0.5438202247191011,147,388,1208,0.5037251655629139,0.5238095238095238
22,2020-02-16-14-siena,36.4,8,8.5,4,101.6,73.5,25,0.42,56,0.39299999999999996,22,0.161,9,0.556,5,12,200,81.3,22.9,8,17,52,,6.3,4,0.23199999999999998,13,0.231,3,47.8,33,0.431,17.8,13,43,0.442,19,0.478,11,"February 16, 2020",50.0,14,11.6,5,81.3,77.1,27,0.509,57,0.491,28,0.263,15,0.467,7,10,200,101.6,26.5,9,14,65,,7.8,5,0.175,10,0.2,2,52.2,36,0.507,11.2,8,47,0.5529999999999999,26,0.565,13,"Times Union Center , Albany, New York",MANHATTAN,Manhattan,64.2,Home,SIENA,Siena,Siena,maac,22,True,False,True,Home,True,2,26,57,36,69,3,19,56,1,0,148,421,1258,0.5111287758346582,753,1395,0.5397849462365591,152,407,1268,0.500788643533123,0.5454545454545454
23,2020-02-19-19-siena,44.0,11,9.8,4,101.6,54.1,20,0.473,56,0.446,25,0.196,11,1.0,11,13,200,100.0,18.5,5,19,64,,10.9,7,0.23199999999999998,13,0.231,3,39.1,25,0.523,12.9,9,43,0.512,22,0.409,9,"February 19, 2020",40.9,9,2.3,1,100.0,81.5,22,0.426,54,0.40700000000000003,22,0.5,27,0.7040000000000001,19,10,200,101.6,45.9,17,12,65,,4.7,3,0.24100000000000002,13,0.154,2,60.9,39,0.486,16.5,13,41,0.488,20,0.583,14,"Times Union Center , Albany, New York",IONA,Iona,64.0,Home,SIENA,Siena,Siena,maac,23,True,False,True,Home,True,2,20,54,39,64,3,22,56,1,0,150,447,1315,0.5110266159695818,789,1464,0.5389344262295082,155,426,1324,0.4973564954682779,0.5652173913043478
24,2020-02-23-14-fairfield,61.1,11,9.3,4,96.7,68.8,22,0.512,41,0.439,18,0.561,23,0.87,20,10,200,101.6,19.0,4,16,62,,1.6,1,0.293,12,0.5,6,49.1,26,0.597,19.0,12,29,0.414,12,0.6,15,"February 23, 2020",33.3,7,13.8,4,101.6,81.0,17,0.379,58,0.36200000000000004,21,0.345,20,0.75,15,16,200,96.7,31.3,10,20,59,,6.6,4,0.259,15,0.133,2,50.9,27,0.4370000000000001,5.6,4,43,0.442,19,0.40700000000000003,11,"George Bisacca Court at Alumni Hall, Fairfield, Connecticut",FAIRFIELD,Fairfield,60.7,Away,SIENA,Siena,Siena,maac,24,False,False,False,Away,True,6,12,41,26,53,2,19,58,1,0,152,467,1369,0.5076698319941563,828,1528,0.5418848167539267,158,448,1380,0.4963768115942029,0.5833333333333334
25,2020-02-26-19-quinnipiac,46.7,14,12.9,4,110.0,86.2,25,0.593,59,0.508,30,0.305,18,0.778,14,10,200,120.0,23.3,7,12,84,,10.0,7,0.305,18,0.556,10,54.2,32,0.622,11.9,9,41,0.488,20,0.615,16,"February 26, 2020",55.2,16,14.6,6,120.0,76.7,23,0.61,59,0.4920000000000001,29,0.102,6,0.833,5,15,200,110.0,13.8,4,18,77,,5.7,4,0.475,28,0.5,14,45.8,27,0.622,17.4,13,31,0.484,15,0.444,12,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,70.2,Away,SIENA,Siena,Siena,maac,25,False,False,False,Away,True,10,20,59,32,59,14,15,59,1,0,158,479,1410,0.5078014184397163,854,1581,0.5401644528779254,160,467,1438,0.4916550764951321,0.6
26,2020-02-28-19-marist,44.4,8,9.1,3,90.9,70.4,19,0.512,41,0.439,18,0.317,13,0.769,10,10,200,94.5,26.1,6,14,52,,9.1,5,0.366,15,0.4,6,50.0,25,0.551,21.8,13,26,0.462,12,0.63,17,"February 28, 2020",38.1,8,15.4,4,94.5,73.9,17,0.442,52,0.40399999999999997,21,0.115,6,0.667,4,20,200,90.9,29.6,8,11,50,,16.4,9,0.365,19,0.21100000000000002,4,50.0,25,0.456,12.8,8,33,0.515,17,0.259,7,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,54.5,Away,SIENA,Siena,Siena,maac,26,False,False,False,Away,True,6,12,41,25,50,4,17,52,1,0,168,499,1469,0.5112321307011573,886,1640,0.5402439024390244,174,482,1497,0.4963259853039412,0.6153846153846154
27,2020-03-04-19-siena,52.4,11,3.1,1,113.2,76.0,19,0.3670000000000001,64,0.32799999999999996,21,0.172,11,0.727,8,19,200,80.9,20.5,8,17,55,,10.3,7,0.25,16,0.313,5,42.2,27,0.397,9.2,7,48,0.33299999999999996,16,0.3670000000000001,11,"March 4, 2020",85.2,23,12.5,6,80.9,79.5,31,0.574,54,0.5,27,0.35200000000000004,19,0.789,15,10,200,113.2,24.0,6,16,77,,5.9,4,0.40700000000000003,22,0.364,8,57.8,37,0.611,13.8,10,32,0.594,19,0.643,18,"Times Union Center , Albany, New York",NIAGARA,Niagara,67.6,Home,SIENA,Siena,Siena,maac,27,True,False,True,Home,True,8,19,54,37,64,5,16,64,1,0,174,511,1510,0.5112582781456954,911,1690,0.5390532544378698,178,499,1549,0.4945125887669464,0.6296296296296297
