,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ILLINOIS-CHICAGO_homegame,ILLINOIS-CHICAGO_homegame2,ILLINOIS-CHICAGO_home,ILLINOIS-CHICAGO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-14-depaul,59.1,13,11.3,6,107.5,80.6,25,0.455,55,0.4,22,0.364,20,0.75,15,7,200,81.3,25.8,8,20,65,,3.8,3,0.491,27,0.222,6,53.2,33,0.504,25.6,22,28,0.5710000000000001,16,0.364,4,"December 14, 2019",36.4,12,7.1,2,81.3,74.2,23,0.5479999999999999,63,0.524,33,0.397,25,0.68,17,1,200,107.5,19.4,6,20,86,,13.8,11,0.159,10,0.3,3,46.8,29,0.574,14.0,12,53,0.5660000000000001,30,0.909,10,"Wintrust Arena, Chicago, Illinois",ILLINOIS-CHICAGO,UIC,79.7,Home,DEPAUL,DePaul,Illinois-Chicago,horizon,10,False,False,False,Away,False,6,16,55,33,62,3,30,63,0,1,83,143,555,0.48198198198198205,310,663,0.4675716440422323,83,173,601,0.4950083194675541,0.4
11,2019-12-18-19-illinois-state,28.0,7,5.3,2,93.1,75.0,24,0.5,59,0.424,25,0.203,12,0.583,7,8,200,91.7,25.8,8,22,66,,11.1,8,0.441,26,0.34600000000000003,9,50.8,32,0.51,18.9,15,33,0.485,16,0.33299999999999996,4,"December 18, 2019",50.0,12,6.1,2,91.7,74.2,23,0.47200000000000003,53,0.45299999999999996,24,0.45299999999999996,24,0.708,17,6,200,93.1,25.0,8,9,67,,9.7,7,0.28300000000000003,15,0.133,2,49.2,31,0.52,19.1,15,38,0.579,22,0.455,5,"Redbird Arena, Normal, Illinois",ILLINOIS-CHICAGO,UIC,71.6,Home,ILLINOIS-STATE,Illinois State,Illinois-Chicago,horizon,11,False,False,False,Away,False,9,16,59,32,63,2,22,53,0,1,89,159,610,0.4795081967213114,343,725,0.4731034482758621,86,203,664,0.5,0.3636363636363637
12,2019-12-20-20-illinois-chicago,66.7,16,8.6,3,101.3,85.7,24,0.45799999999999996,59,0.40700000000000003,24,0.39,23,0.565,13,7,200,89.3,29.4,10,20,67,,10.7,8,0.28800000000000003,17,0.353,6,54.8,34,0.479,16.8,14,42,0.429,18,0.5,7,"December 20, 2019",66.7,18,9.5,4,89.3,70.6,24,0.573,55,0.491,27,0.436,24,0.542,13,8,200,101.3,14.3,4,18,76,,10.7,8,0.364,20,0.45,9,45.2,28,0.5720000000000001,17.6,14,35,0.514,18,0.385,5,"UIC Pavilion, Chicago, Illinois",CALIFORNIA-IRVINE,UC-Irvine,75.2,Home,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,12,True,False,True,Home,True,9,18,55,28,62,6,18,59,1,0,98,175,669,0.4813153961136024,375,788,0.4758883248730965,88,225,717,0.497907949790795,0.3333333333333333
13,2019-12-28-16-illinois-chicago,63.0,17,3.2,1,109.2,56.5,13,0.5,55,0.491,27,0.345,19,0.579,11,10,200,101.5,18.8,6,17,66,,15.4,10,0.16399999999999998,9,0.111,1,34.5,19,0.515,12.4,9,46,0.565,26,0.28600000000000003,4,"December 28, 2019",53.6,15,13.0,6,101.5,81.3,26,0.653,49,0.5710000000000001,28,0.265,13,0.5379999999999999,7,8,200,109.2,43.5,10,18,71,,12.3,8,0.3670000000000001,18,0.444,8,65.5,36,0.643,23.7,17,31,0.645,20,0.429,6,"UIC Pavilion, Chicago, Illinois",CLEVELAND-STATE,Cleveland State,64.6,Home,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,13,True,False,True,Home,True,8,20,49,36,55,1,26,55,1,0,107,193,724,0.4882596685082873,403,850,0.4741176470588235,94,243,776,0.4948453608247423,0.38461538461538464
14,2019-12-30-19-illinois-chicago,29.2,7,4.5,2,91.4,66.7,22,0.46399999999999997,56,0.429,24,0.46399999999999997,26,0.6920000000000001,18,6,200,100.0,35.7,10,16,70,,15.7,11,0.321,18,0.222,4,52.5,32,0.512,14.0,11,38,0.526,20,0.6,9,"December 30, 2019",45.5,10,13.2,5,100.0,64.3,18,0.414,58,0.379,22,0.31,18,0.889,16,9,200,91.4,33.3,11,20,64,,7.1,5,0.24100000000000002,14,0.28600000000000003,4,47.5,29,0.48100000000000004,19.5,16,44,0.409,18,0.4,6,"UIC Pavilion, Chicago, Illinois",ILLINOIS-CHICAGO,UIC,70.5,Away,YOUNGSTOWN-STATE,Youngstown State,Illinois-Chicago,horizon,14,False,True,True,Home,False,4,18,58,29,61,4,20,56,0,1,115,213,773,0.4987063389391979,439,905,0.4850828729281768,95,269,831,0.4951865222623346,0.42857142857142855
15,2020-01-03-20-green-bay,35.7,10,5.1,2,114.9,73.7,28,0.517,60,0.467,28,0.3,18,0.5,9,10,200,95.9,22.2,8,22,71,,6.8,5,0.35,21,0.28600000000000003,6,48.6,36,0.518,16.1,13,39,0.564,22,0.375,6,"January 3, 2020",55.6,15,2.6,1,95.9,77.8,28,0.484,64,0.42200000000000004,27,0.406,26,0.885,23,9,200,114.9,26.3,10,18,85,,4.1,3,0.391,25,0.32,8,51.4,38,0.557,10.7,9,39,0.48700000000000004,19,0.43799999999999994,7,"Resch Center, Green Bay, Wisconsin",ILLINOIS-CHICAGO,UIC,74.5,Home,GREEN-BAY,Green Bay,Illinois-Chicago,horizon,15,False,False,False,Away,False,6,22,60,36,74,8,19,64,0,1,119,231,831,0.4927797833935018,468,966,0.484472049689441,99,289,887,0.4932356257046223,0.4
16,2020-01-05-14-milwaukee,50.0,10,20.7,6,97.0,53.8,21,0.5,46,0.435,20,0.413,19,0.8420000000000001,16,11,200,93.9,25.9,7,21,62,,6.1,4,0.304,14,0.429,6,42.4,28,0.563,22.7,16,32,0.43799999999999994,14,0.353,6,"January 5, 2020",45.0,9,6.3,2,93.9,74.1,20,0.381,63,0.317,20,0.302,19,0.8420000000000001,16,9,200,97.0,46.2,18,17,64,,7.6,5,0.54,34,0.235,8,57.6,38,0.444,15.4,13,29,0.414,12,0.43799999999999994,7,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",ILLINOIS-CHICAGO,UIC,65.5,Home,MILWAUKEE,Milwaukee,Illinois-Chicago,horizon,16,False,False,False,Away,False,6,14,46,28,66,8,12,63,0,1,125,253,891,0.4943883277216611,504,1040,0.4846153846153846,107,308,951,0.492639327024185,0.375
17,2020-01-10-19-illinois-chicago,53.8,14,13.8,4,80.0,70.6,24,0.556,54,0.48100000000000004,26,0.33299999999999996,18,0.444,8,6,200,104.6,31.3,10,15,68,,12.3,8,0.519,28,0.28600000000000003,8,51.5,34,0.544,17.4,13,26,0.6920000000000001,18,0.647,11,"January 10, 2020",84.2,16,19.2,5,104.6,68.8,22,0.4270000000000001,55,0.345,19,0.127,7,0.7140000000000001,5,12,200,80.0,29.4,10,19,52,,3.1,2,0.473,26,0.34600000000000003,9,48.5,32,0.446,21.6,16,29,0.345,10,0.33299999999999996,6,"UIC Pavilion, Chicago, Illinois",ILLINOIS-CHICAGO,UIC,64.9,Away,NORTHERN-KENTUCKY,Northern Kentucky,Illinois-Chicago,horizon,17,False,True,True,Home,False,9,10,55,32,66,8,18,54,0,1,131,267,937,0.4946638207043757,532,1106,0.4810126582278481,115,320,1014,0.4857001972386588,0.35294117647058826
18,2020-01-12-16-illinois-chicago,45.8,11,14.6,7,98.7,65.2,15,0.41700000000000004,66,0.364,24,0.424,28,0.607,17,4,200,93.5,37.8,17,15,72,,15.6,12,0.364,24,0.292,7,47.1,32,0.45399999999999996,14.2,13,42,0.405,17,0.789,15,"January 12, 2020",41.4,12,9.5,4,93.5,62.2,28,0.517,59,0.4920000000000001,29,0.305,18,0.833,15,12,200,98.7,34.8,8,23,76,,9.1,7,0.18600000000000005,11,0.273,3,52.9,36,0.563,22.1,19,48,0.542,26,0.368,7,"UIC Pavilion, Chicago, Illinois",WRIGHT-STATE,Wright State,76.9,Home,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,18,True,False,True,Home,True,3,26,59,36,68,7,17,66,1,0,140,277,992,0.4909274193548387,564,1172,0.4812286689419795,123,338,1068,0.4892322097378277,0.3333333333333333
19,2020-01-18-12-iupui,69.0,20,20.6,7,86.8,82.5,33,0.515,65,0.446,29,0.185,12,0.667,8,12,200,98.7,17.1,6,24,75,,5.3,4,0.354,23,0.391,9,52.0,39,0.53,13.5,11,42,0.47600000000000003,20,0.4,8,"January 18, 2020",55.0,11,14.3,6,98.7,82.9,29,0.38299999999999995,60,0.33299999999999996,20,0.467,28,0.7140000000000001,20,15,200,86.8,17.5,7,16,66,,5.3,4,0.433,26,0.231,6,48.0,36,0.45,11.1,9,34,0.41200000000000003,14,0.25,5,"Indiana Farmers Coliseum, Indianapolis, Indiana",IUPUI,IUPUI,75.5,Away,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,19,False,False,False,Away,True,9,20,65,39,75,6,14,60,1,0,143,303,1051,0.4923882017126546,600,1240,0.4838709677419355,130,355,1134,0.4850088183421517,0.3684210526315789
20,2020-01-23-19-oakland,75.8,25,8.8,3,73.5,80.6,29,0.7090000000000001,55,0.6,33,0.127,7,0.28600000000000003,2,12,200,117.6,20.8,5,15,80,,11.8,8,0.382,21,0.5710000000000001,12,56.7,34,0.6859999999999999,19.4,14,34,0.618,21,0.429,9,"January 23, 2020",84.2,16,8.8,3,117.6,79.2,19,0.4,55,0.345,19,0.182,10,0.6,6,14,200,73.5,19.4,7,11,50,,11.8,8,0.382,21,0.28600000000000003,6,43.3,26,0.418,20.2,15,34,0.382,13,0.33299999999999996,7,"Athletics Center O'rena, Rochester, Michigan",OAKLAND,Oakland,67.5,Away,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,20,False,False,False,Away,True,12,21,55,34,60,6,13,55,1,0,152,323,1116,0.4937275985663082,639,1315,0.4859315589353612,136,369,1194,0.4798994974874372,0.4
21,2020-01-25-13-detroit-mercy,53.8,14,18.8,6,104.5,80.8,21,0.536,56,0.46399999999999997,26,0.23199999999999998,13,0.6920000000000001,9,13,200,103.0,32.1,9,20,69,,4.5,3,0.39299999999999996,22,0.364,8,55.6,30,0.555,18.5,14,34,0.529,18,0.409,9,"January 25, 2020",48.0,12,8.8,3,103.0,67.9,19,0.509,55,0.455,25,0.273,15,0.9329999999999999,14,16,200,104.5,19.2,5,16,70,,4.5,3,0.418,23,0.261,6,44.4,24,0.563,12.7,9,32,0.594,19,0.273,6,"Calihan Hall, Detroit, Michigan",ILLINOIS-CHICAGO,UIC,66.7,Home,DETROIT-MERCY,Detroit,Illinois-Chicago,horizon,21,False,False,False,Away,False,8,18,56,30,54,6,19,55,0,1,164,344,1171,0.5038428693424424,673,1375,0.4894545454545455,142,382,1249,0.4763811048839071,0.42857142857142855
22,2020-01-30-19-youngstown-state,50.0,17,9.3,4,105.1,72.7,32,0.552,67,0.507,34,0.313,21,0.762,16,13,225,113.9,25.8,8,19,90,,5.1,4,0.284,19,0.316,6,53.3,40,0.585,10.6,9,48,0.583,28,0.435,10,"January 30, 2020",40.0,12,4.2,2,113.9,74.2,23,0.466,74,0.405,30,0.311,23,0.609,14,11,225,105.1,27.3,12,18,83,,5.1,4,0.419,31,0.29,9,46.7,35,0.489,8.7,8,43,0.488,21,0.522,12,"Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,70.6,Away,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,22,False,False,False,Away,True,6,28,67,40,75,9,21,74,1,0,172,362,1227,0.5052974735126324,703,1429,0.4919524142757173,148,401,1304,0.477760736196319,0.4090909090909091
23,2020-02-01-15-cleveland-state,43.5,10,15.2,5,95.4,78.1,25,0.531,48,0.479,23,0.396,19,0.684,13,13,200,98.5,39.3,11,23,64,,4.6,3,0.20800000000000002,10,0.5,5,60.0,36,0.561,26.2,20,38,0.474,18,0.45799999999999996,11,"February 1, 2020",66.7,12,7.9,3,98.5,60.7,17,0.433,45,0.4,18,0.7559999999999999,34,0.6759999999999999,23,15,200,95.4,21.9,7,17,62,,15.4,10,0.267,12,0.25,3,40.0,24,0.507,14.3,10,33,0.455,15,0.375,9,"Wolstein Center, Cleveland, Ohio",CLEVELAND-STATE,Cleveland State,65.1,Away,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,23,False,False,False,Away,True,5,18,48,36,60,3,15,45,1,0,178,390,1294,0.5077279752704791,743,1504,0.4940159574468085,157,422,1378,0.4771407837445573,0.43478260869565216
24,2020-02-06-20-illinois-chicago,77.8,21,9.5,4,82.6,82.9,29,0.611,54,0.5,27,0.185,10,0.8,8,13,200,107.2,15.4,4,15,74,,7.2,5,0.48100000000000004,26,0.462,12,54.1,33,0.63,19.3,14,28,0.536,15,0.45799999999999996,11,"February 6, 2020",61.9,13,21.4,6,107.2,84.6,22,0.405,58,0.36200000000000004,21,0.276,16,0.625,10,14,200,82.6,17.1,6,9,57,,11.6,8,0.276,16,0.313,5,45.9,28,0.434,13.3,10,42,0.381,16,0.44,11,"UIC Pavilion, Chicago, Illinois",ILLINOIS-CHICAGO,UIC,69.2,Away,MILWAUKEE,Milwaukee,Illinois-Chicago,horizon,24,False,True,True,Home,False,5,16,58,28,61,12,15,54,0,1,183,408,1342,0.5085692995529061,779,1564,0.498081841432225,160,437,1423,0.4757554462403373,0.4583333333333333
25,2020-02-08-16-illinois-chicago,66.7,14,7.1,2,94.7,70.8,17,0.41100000000000003,56,0.375,21,0.35700000000000004,20,0.6,12,14,200,77.3,22.2,8,17,58,,8.0,6,0.321,18,0.222,4,41.7,25,0.44299999999999995,21.7,18,38,0.447,17,0.462,12,"February 8, 2020",59.3,16,15.8,6,77.3,77.8,28,0.565,54,0.5,27,0.204,11,0.909,10,14,200,94.7,29.2,7,20,71,,10.7,8,0.48100000000000004,26,0.26899999999999996,7,58.3,35,0.599,28.1,23,28,0.7140000000000001,20,0.462,12,"UIC Pavilion, Chicago, Illinois",GREEN-BAY,Green Bay,75.4,Home,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,horizon,25,True,False,True,Home,True,7,20,54,35,60,4,17,56,1,0,188,424,1400,0.5042857142857143,807,1625,0.4966153846153846,172,452,1477,0.4807041299932295,0.44
26,2020-02-14-21-wright-state,57.1,12,5.7,2,96.2,75.9,22,0.385,61,0.344,21,0.262,16,0.688,11,15,200,74.4,22.0,9,20,58,,14.1,11,0.361,22,0.22699999999999998,5,44.3,31,0.423,20.9,18,39,0.41,16,0.444,12,"February 14, 2020",44.0,11,7.7,3,74.4,78.0,32,0.491,57,0.439,25,0.368,21,0.905,19,5,200,96.2,24.1,7,15,75,,9.0,7,0.386,22,0.273,6,55.7,39,0.56,21.4,18,35,0.5429999999999999,19,0.815,22,"Ervin J. Nutter Center, Dayton, Ohio",ILLINOIS-CHICAGO,UIC,77.8,Home,WRIGHT-STATE,Wright State,Illinois-Chicago,horizon,26,False,False,False,Away,False,5,16,61,31,70,6,19,57,0,1,195,444,1454,0.5065337001375516,842,1685,0.4997032640949554,176,469,1533,0.4781474233529028,0.4615384615384616
