,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTHERN-COLORADO_homegame,NORTHERN-COLORADO_homegame2,NORTHERN-COLORADO_home,NORTHERN-COLORADO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2020-02-01-21-northern-colorado,33.3,7,2.9,1,111.1,76.9,20,0.452,52,0.40399999999999997,21,0.135,7,0.7140000000000001,5,14,200,82.5,20.0,6,6,52,,7.9,5,0.365,19,0.263,5,46.4,26,0.47,19.1,13,33,0.485,16,0.364,8,"February 1, 2020",41.9,13,6.1,2,82.5,80.0,24,0.585,59,0.525,31,0.017,1,1.0,1,7,200,111.1,23.1,6,13,70,,11.1,7,0.40700000000000003,24,0.292,7,53.6,30,0.588,15.6,11,35,0.6859999999999999,24,0.667,14,"Bank of Colorado Arena, Greeley, Colorado",WEBER-STATE,Weber State,63.4,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,20,True,False,True,Home,True,7,24,59,30,56,5,16,52,1,0,209,315,1177,0.5339847068819031,658,1259,0.52263701350278,79,414,1128,0.4720744680851064,0.65
21,2020-02-06-21-southern-utah,75.0,18,6.5,3,92.3,76.5,26,0.569,51,0.47100000000000003,24,0.275,14,0.7140000000000001,10,7,200,104.6,16.0,4,16,68,,3.1,2,0.49,25,0.4,10,50.8,30,0.59,16.1,11,26,0.5379999999999999,14,0.682,15,"February 6, 2020",48.0,12,3.8,1,104.6,84.0,21,0.433,60,0.41700000000000004,25,0.16699999999999998,10,0.8,8,9,200,92.3,23.5,8,15,60,,12.3,8,0.233,14,0.14300000000000002,2,49.2,29,0.46299999999999997,12.3,9,46,0.5,23,0.591,13,"Centrum, Cedar City, Utah",SOUTHERN-UTAH,Southern Utah,65.2,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,21,False,False,False,Away,True,10,14,51,30,59,2,23,60,1,0,216,339,1236,0.5364077669902912,688,1315,0.5231939163498099,84,430,1180,0.4711864406779661,0.6666666666666666
22,2020-02-10-21-northern-colorado,25.0,8,3.7,1,102.9,65.8,25,0.58,56,0.5710000000000001,32,0.35700000000000004,20,0.9,18,13,200,120.3,30.4,7,15,83,,11.6,8,0.125,7,0.14300000000000002,1,52.5,32,0.634,15.6,12,49,0.633,31,0.48,12,"February 10, 2020",46.2,12,6.1,3,120.3,69.6,16,0.5,63,0.413,26,0.20600000000000002,13,0.615,8,8,200,102.9,34.2,13,16,71,,10.1,7,0.5710000000000001,36,0.306,11,47.5,29,0.513,14.9,12,27,0.556,15,0.652,15,"Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,69.3,Away,PORTLAND-STATE,Portland State,Northern Colorado,big-sky,22,False,True,True,Home,False,11,15,63,29,61,1,31,56,0,1,226,353,1287,0.5376845376845377,718,1374,0.5225618631732168,86,453,1240,0.4693548387096774,0.6818181818181818
23,2020-02-13-20-northern-arizona,60.6,20,2.6,1,90.0,75.0,27,0.69,58,0.569,33,0.10300000000000001,6,0.667,4,8,200,140.0,26.9,7,14,84,,10.0,6,0.431,25,0.56,14,54.8,34,0.69,9.0,6,33,0.5760000000000001,19,0.667,16,"February 13, 2020",59.1,13,3.0,1,140.0,73.1,19,0.455,55,0.4,22,0.16399999999999998,9,0.444,4,10,200,90.0,25.0,9,11,54,,5.0,3,0.309,17,0.353,6,45.2,28,0.456,13.2,9,38,0.42100000000000004,16,0.565,13,"Walkup Skydome, Flagstaff, Arizona",NORTHERN-ARIZONA,Northern Arizona,59.6,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,23,False,False,False,Away,True,14,19,58,34,62,6,16,55,1,0,237,368,1350,0.5359259259259259,747,1435,0.5205574912891986,87,484,1296,0.4741512345679013,0.6521739130434783
24,2020-02-15-22-sacramento-state,41.4,12,0.0,0,106.6,75.0,21,0.727,44,0.659,29,0.136,6,0.667,4,8,200,111.5,7.1,1,13,68,,4.9,3,0.318,14,0.429,6,52.4,22,0.726,24.3,15,30,0.767,23,0.68,17,"February 15, 2020",50.0,13,6.7,2,111.5,92.9,13,0.519,53,0.491,26,0.28300000000000003,15,0.667,10,11,200,106.6,25.0,7,12,65,,11.5,7,0.20800000000000002,11,0.273,3,47.6,20,0.541,11.8,8,42,0.5479999999999999,23,0.542,13,"The Nest, Sacramento, California",SACRAMENTO-STATE,Sacramento State,61.0,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,24,False,False,False,Away,True,6,23,44,22,42,3,23,53,1,0,251,387,1408,0.5422585227272727,781,1497,0.5217100868403474,93,500,1351,0.4733530717986677,0.6666666666666666
25,2020-02-20-21-northern-colorado,14.8,4,3.6,1,111.5,82.8,24,0.483,59,0.45799999999999996,27,0.22,13,0.6920000000000001,9,12,200,108.2,25.0,8,17,66,,6.6,4,0.16899999999999998,10,0.3,3,52.5,32,0.506,7.2,5,49,0.49,24,0.5379999999999999,14,"February 20, 2020",46.2,12,12.2,6,108.2,75.0,24,0.565,54,0.48100000000000004,26,0.222,12,0.583,7,8,200,111.5,17.2,5,17,68,,3.3,2,0.48100000000000004,26,0.34600000000000003,9,47.5,29,0.57,9.2,6,28,0.607,17,0.6920000000000001,18,"Bank of Colorado Arena, Greeley, Colorado",SOUTHERN-UTAH,Southern Utah,61.4,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,25,True,False,True,Home,True,9,17,54,29,61,3,24,59,1,0,257,410,1452,0.5478650137741047,803,1539,0.5217673814165043,96,523,1404,0.475071225071225,0.68
26,2020-02-22-21-idaho-state,51.4,18,2.4,1,107.5,76.9,20,0.705,56,0.625,35,0.179,10,0.6,6,8,200,126.9,18.2,4,19,85,,4.5,3,0.304,17,0.529,9,50.0,24,0.7,13.0,9,39,0.667,26,0.7040000000000001,19,"February 22, 2020",29.2,7,5.1,2,126.9,81.8,18,0.51,52,0.462,24,0.462,24,0.792,19,19,200,107.5,23.1,6,13,72,,0.0,0,0.212,11,0.455,5,50.0,24,0.568,13.8,10,41,0.46299999999999997,19,0.24,6,"Reed Gym, Pocatello, Idaho",IDAHO-STATE,Idaho State,66.6,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,26,False,False,False,Away,True,9,26,56,24,48,5,19,52,1,0,266,427,1506,0.548472775564409,832,1600,0.52,99,547,1463,0.4753930280246071,0.6923076923076923
27,2020-02-27-21-northern-colorado,36.8,7,2.9,1,134.8,71.0,22,0.41,50,0.38,19,0.24,12,0.667,8,21,200,71.0,11.5,3,18,49,,7.2,5,0.12,6,0.5,3,43.9,25,0.44,23.5,17,44,0.364,16,0.25,7,"February 27, 2020",47.1,16,4.5,2,71.0,88.5,23,0.6509999999999999,63,0.54,34,0.254,16,0.688,11,8,200,134.8,29.0,9,15,93,,11.6,8,0.46,29,0.483,14,56.1,32,0.659,7.9,6,34,0.588,20,0.7140000000000001,20,"Bank of Colorado Arena, Greeley, Colorado",IDAHO,Idaho,68.7,Home,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,27,True,False,True,Home,True,14,20,63,32,57,3,16,50,1,0,275,453,1562,0.5540973111395646,856,1648,0.5194174757281553,104,566,1515,0.4765676567656766,0.7037037037037037
28,2020-02-29-21-northern-colorado,14.3,4,7.3,3,95.5,71.8,28,0.5,59,0.475,28,0.271,16,0.563,9,8,200,101.5,25.0,8,17,68,,4.5,3,0.18600000000000005,11,0.273,3,50.7,36,0.511,8.3,6,48,0.521,25,0.7240000000000001,21,"February 29, 2020",44.0,11,4.2,2,101.5,75.0,24,0.445,64,0.391,25,0.23399999999999999,15,0.467,7,9,200,95.5,28.2,11,15,64,,4.5,3,0.359,23,0.304,7,49.3,35,0.45,12.4,10,41,0.439,18,0.69,20,"Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,67.4,Away,EASTERN-WASHINGTON,Eastern Washington,Northern Colorado,big-sky,28,False,True,True,Home,False,7,18,64,35,71,3,25,59,0,1,289,473,1625,0.5578461538461539,888,1705,0.5208211143695015,107,582,1565,0.4744408945686901,0.7142857142857143
29,2020-03-05-21-montana,33.3,8,4.2,2,94.1,81.3,26,0.616,43,0.5579999999999999,24,0.605,26,0.6920000000000001,18,9,200,104.4,8.3,2,14,71,,4.4,3,0.302,13,0.385,5,50.0,28,0.6409999999999999,20.5,14,30,0.633,19,0.7,21,"March 5, 2020",32.1,9,3.3,1,104.4,91.7,22,0.475,60,0.467,28,0.183,11,0.636,7,12,200,94.1,18.8,6,18,64,,8.8,6,0.2,12,0.083,1,50.0,28,0.491,13.4,10,48,0.563,27,0.6,18,"Adams Center/Dahlberg Arena, Missoula, Montana",MONTANA,Montana,68.3,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,29,False,False,False,Away,True,5,19,43,28,56,1,27,60,1,0,296,491,1689,0.5535820011841326,923,1776,0.5197072072072072,110,607,1624,0.4753694581280788,0.6896551724137931
30,2020-03-07-18-montana-state,69.2,18,4.9,2,95.3,76.5,26,0.586,58,0.44799999999999995,26,0.24100000000000002,14,0.5,7,9,200,117.2,23.5,8,19,75,,6.3,4,0.534,31,0.516,16,50.0,34,0.58,9.8,7,27,0.37,10,0.71,22,"March 7, 2020",36.4,8,18.5,5,117.2,76.5,26,0.442,52,0.423,22,0.385,20,0.75,15,15,200,95.3,23.5,8,17,61,,3.1,2,0.212,11,0.182,2,50.0,34,0.496,14.1,10,41,0.488,20,0.516,16,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,63.6,Away,NORTHERN-COLORADO,Northern Colorado,Northern Colorado,big-sky,30,False,False,False,Away,True,16,10,58,34,68,2,20,52,1,0,301,510,1732,0.5551385681293303,951,1832,0.5191048034934498,111,634,1684,0.4753562945368171,0.7
