,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA-ASHEVILLE_homegame,NORTH-CAROLINA-ASHEVILLE_homegame2,NORTH-CAROLINA-ASHEVILLE_home,NORTH-CAROLINA-ASHEVILLE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-14-north-carolina-asheville,65.2,15,2.8,1,94.1,90.0,27,0.509,55,0.418,23,0.273,15,0.8,12,5,200,100.0,20.7,6,14,68,,4.4,3,0.4,22,0.455,10,55.9,33,0.547,18.5,14,33,0.39399999999999996,13,0.615,8,"December 21, 2019",45.8,11,9.1,3,100.0,79.3,23,0.519,54,0.444,24,0.204,11,0.727,8,5,200,94.1,10.0,3,13,64,,16.2,11,0.33299999999999996,18,0.444,8,44.1,26,0.54,14.5,10,36,0.444,16,0.545,6,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,68.2,Away,CHATTANOOGA,Chattanooga,UNC Asheville,big-south,10,False,True,True,Home,False,8,16,54,26,59,10,13,55,0,1,93,213,656,0.5373475609756098,306,638,0.4796238244514106,47,224,513,0.5740740740740741,0.6
11,2020-01-02-19-presbyterian,53.8,14,5.7,2,109.7,66.7,10,0.561,57,0.456,26,0.33299999999999996,19,0.684,13,6,200,106.9,17.9,5,15,77,,13.9,10,0.439,25,0.48,12,34.9,15,0.583,16.6,13,32,0.43799999999999994,14,0.5,6,"January 2, 2020",53.1,17,12.5,4,106.9,82.1,23,0.7140000000000001,49,0.653,32,0.265,13,0.6920000000000001,9,10,200,109.7,33.3,5,15,79,,9.7,7,0.28600000000000003,14,0.429,6,65.1,28,0.716,26.8,20,35,0.743,26,0.28600000000000003,4,"Ross E.Templeton Center, Clinton, South Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,72.1,Home,PRESBYTERIAN,Presbyterian,UNC Asheville,big-south,11,False,False,False,Away,False,12,14,57,15,43,6,26,49,0,1,101,229,710,0.5359154929577464,332,697,0.4763271162123386,57,237,568,0.5677816901408451,0.5454545454545454
12,2020-01-08-18-north-carolina-asheville,69.2,18,0.0,0,86.1,75.6,31,0.615,48,0.542,26,0.20800000000000002,10,0.5,5,5,200,88.9,17.4,4,18,64,,11.1,8,0.313,15,0.467,7,54.7,35,0.607,32.3,25,33,0.5760000000000001,19,0.667,10,"January 8, 2020",34.8,8,6.1,2,88.9,82.6,19,0.44,58,0.397,23,0.31,18,0.611,11,7,200,86.1,24.4,10,13,62,,16.7,12,0.276,16,0.313,5,45.3,29,0.466,17.5,14,42,0.429,18,0.462,6,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,72.2,Away,CAMPBELL,Campbell,UNC Asheville,big-south,12,False,True,True,Home,False,5,18,58,29,64,7,19,48,0,1,113,243,767,0.5378096479791395,347,740,0.4689189189189189,63,263,617,0.5794165316045381,0.5
13,2020-01-11-17-charleston-southern,41.4,12,7.3,3,100.0,70.0,21,0.515,67,0.433,29,0.06,4,0.5,2,7,200,102.9,17.5,7,12,71,,10.1,7,0.358,24,0.45799999999999996,11,40.0,28,0.515,8.0,6,43,0.419,18,0.5,7,"January 11, 2020",35.7,10,9.3,4,102.9,82.5,33,0.517,60,0.467,28,0.16699999999999998,10,0.7,7,9,200,100.0,30.0,9,11,69,,2.9,2,0.317,19,0.316,6,60.0,42,0.5329999999999999,18.9,15,41,0.537,22,0.43799999999999994,7,"CSU Fieldhouse, Charleston, South Carolina",CHARLESTON-SOUTHERN,Charleston Southern,69.3,Away,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,UNC Asheville,big-south,13,False,False,False,Away,True,11,18,67,28,70,6,22,60,1,0,118,261,825,0.5309090909090909,376,804,0.4676616915422885,70,282,665,0.5819548872180451,0.4615384615384616
14,2020-01-16-18-north-carolina-asheville,50.0,11,6.5,2,97.1,91.4,32,0.44799999999999995,58,0.379,22,0.31,18,0.889,16,13,200,100.0,48.4,15,18,68,,2.9,2,0.483,28,0.28600000000000003,8,71.2,47,0.511,20.5,17,30,0.467,14,0.235,4,"January 16, 2020",40.0,10,13.3,4,100.0,51.6,16,0.536,55,0.455,25,0.29100000000000004,16,0.43799999999999994,7,8,200,97.1,8.6,3,17,66,,13.2,9,0.436,24,0.375,9,28.8,19,0.527,11.4,8,31,0.516,16,0.467,7,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,68.1,Away,HIGH-POINT,High Point,UNC Asheville,big-south,14,False,True,True,Home,False,9,16,55,19,66,8,14,58,0,1,129,279,892,0.5297085201793722,404,874,0.4622425629290618,76,304,725,0.576551724137931,0.5
15,2020-01-18-14-north-carolina-asheville,44.4,16,12.5,5,113.2,76.7,23,0.603,63,0.5710000000000001,36,0.33299999999999996,21,0.5710000000000001,12,10,200,115.8,19.4,6,20,88,,6.6,5,0.159,10,0.4,4,47.5,29,0.603,11.1,9,53,0.604,32,0.444,8,"January 18, 2020",42.9,12,1.9,1,115.8,80.6,25,0.57,57,0.491,28,0.509,29,0.7240000000000001,21,9,200,113.2,23.3,7,18,86,,7.9,6,0.298,17,0.529,9,52.5,32,0.608,15.7,13,40,0.475,19,0.43799999999999994,7,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,76.4,Away,HAMPTON,Hampton,UNC Asheville,big-south,15,False,True,True,Home,False,9,19,57,32,61,4,32,63,0,1,138,295,947,0.5300950369588173,423,940,0.45,84,318,783,0.5670498084291188,0.4666666666666667
16,2020-01-20-19-longwood,37.0,10,10.3,3,86.8,78.8,26,0.516,62,0.435,27,0.21,13,0.5379999999999999,7,9,200,93.4,9.1,3,16,71,,13.2,10,0.419,26,0.385,10,43.9,29,0.521,16.1,13,36,0.47200000000000003,17,0.47100000000000003,8,"January 20, 2020",56.5,13,13.9,5,93.4,90.9,30,0.491,57,0.40399999999999997,23,0.193,11,0.909,10,14,200,86.8,21.2,7,16,66,,9.2,7,0.491,28,0.35700000000000004,10,56.1,37,0.53,23.5,19,29,0.44799999999999995,13,0.3,6,"Willett Hall, Farmville, Virginia",LONGWOOD,Longwood,76.2,Away,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,UNC Asheville,big-south,16,False,False,False,Away,True,10,17,62,29,66,10,13,57,1,0,147,314,1004,0.5323705179282868,455,1001,0.4545454545454545,88,350,846,0.5697399527186762,0.4375
17,2020-01-23-18-north-carolina-asheville,44.0,11,3.8,1,117.6,87.0,20,0.466,58,0.431,25,0.414,24,0.542,13,9,200,98.5,38.9,14,19,67,,8.8,6,0.345,20,0.2,4,57.6,34,0.483,15.9,13,38,0.5529999999999999,21,0.526,10,"January 23, 2020",46.2,12,7.9,3,98.5,61.1,22,0.62,50,0.52,26,0.48,24,0.75,18,9,200,117.6,13.0,3,20,80,,7.4,5,0.48,24,0.41700000000000004,10,42.4,25,0.6509999999999999,12.9,9,26,0.615,16,0.5,9,"Kimmel Arena, Asheville, North Carolina",RADFORD,Radford,67.9,Home,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,UNC Asheville,big-south,17,True,False,True,Home,True,10,16,50,25,59,4,21,58,1,0,157,331,1066,0.5314258911819888,484,1067,0.4536082474226804,98,363,903,0.5647840531561462,0.4705882352941176
18,2020-01-25-16-south-carolina-upstate,22.7,5,5.3,2,115.9,79.2,19,0.40700000000000003,59,0.373,22,0.28800000000000003,17,0.882,15,10,200,91.3,22.9,8,18,63,,5.8,4,0.237,14,0.28600000000000003,4,45.8,27,0.47,13.1,10,45,0.4,18,0.474,9,"January 25, 2020",74.1,20,6.7,3,91.3,77.1,27,0.565,54,0.5,27,0.444,24,0.792,19,13,200,115.9,20.8,5,17,80,,7.2,5,0.29600000000000004,16,0.43799999999999994,7,54.2,32,0.612,12.2,9,38,0.526,20,0.381,8,"G.B. Hodge Center, Spartanburg, South Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,69.2,Home,SOUTH-CAROLINA-UPSTATE,USC Upstate,UNC Asheville,big-south,18,False,False,False,Away,False,4,18,59,27,59,7,20,54,0,1,167,347,1116,0.535394265232975,509,1126,0.4520426287744228,102,384,961,0.5587929240374611,0.5
19,2020-01-30-18-north-carolina-asheville,57.1,16,10.0,4,83.6,80.0,20,0.6,55,0.509,28,0.127,7,0.5710000000000001,4,12,200,104.5,34.6,9,12,70,,13.4,9,0.309,17,0.588,10,56.9,29,0.6,19.4,14,38,0.474,18,0.429,9,"January 30, 2020",45.8,11,5.3,2,104.5,65.4,17,0.455,56,0.429,24,0.179,10,0.5,5,11,200,83.6,20.0,5,14,56,,10.4,7,0.28600000000000003,16,0.188,3,43.1,22,0.461,18.8,14,40,0.525,21,0.45,9,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,66.5,Away,GARDNER-WEBB,Gardner-Webb,UNC Asheville,big-south,19,False,True,True,Home,False,3,21,56,22,51,10,18,55,0,1,171,365,1175,0.528936170212766,536,1185,0.4523206751054853,109,404,1015,0.5591133004926109,0.4736842105263158
20,2020-02-01-14-winthrop,30.4,7,5.6,2,140.5,53.3,16,0.47200000000000003,54,0.426,23,0.593,32,0.625,20,12,200,95.9,24.3,9,25,71,,6.8,5,0.29600000000000004,16,0.313,5,37.3,25,0.513,17.1,14,38,0.474,18,0.429,9,"February 1, 2020",68.6,24,7.9,3,95.9,75.7,28,0.703,59,0.593,35,0.5760000000000001,34,0.618,21,7,200,140.5,46.7,14,24,104,,9.5,7,0.39,23,0.565,13,62.7,42,0.6920000000000001,14.0,12,36,0.611,22,0.696,16,"Winthrop Coliseum, Rock Hill, South Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,73.7,Home,WINTHROP,Winthrop,UNC Asheville,big-south,20,False,False,False,Away,False,5,18,54,25,67,13,22,59,0,1,174,386,1231,0.5255889520714866,558,1236,0.4514563106796117,119,422,1070,0.561214953271028,0.45
21,2020-02-06-18-north-carolina-asheville,37.5,9,6.1,2,113.5,74.2,23,0.48100000000000004,53,0.45299999999999996,24,0.547,29,0.69,20,14,200,95.9,17.2,5,24,71,,5.4,4,0.302,16,0.188,3,46.7,28,0.532,15.4,12,37,0.568,21,0.41700000000000004,10,"February 6, 2020",31.0,9,8.1,3,95.9,82.8,24,0.56,58,0.5,29,0.483,28,0.679,19,12,200,113.5,25.8,8,22,84,,9.5,7,0.431,25,0.28,7,53.3,32,0.589,12.5,10,33,0.667,22,0.455,10,"Kimmel Arena, Asheville, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,73.5,Home,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,UNC Asheville,big-south,21,True,False,True,Home,True,7,22,58,32,60,3,21,53,1,0,179,404,1285,0.5233463035019456,583,1303,0.4474290099769762,132,444,1129,0.5686448184233835,0.42857142857142855
22,2020-02-10-19-hampton,60.0,15,2.1,1,105.3,65.7,23,0.491,57,0.439,25,0.40399999999999997,23,0.609,14,13,200,92.1,15.6,5,21,70,,9.2,7,0.456,26,0.231,6,41.8,28,0.515,15.2,12,31,0.613,19,0.435,10,"February 10, 2020",63.3,19,12.9,4,92.1,84.4,27,0.508,63,0.47600000000000003,30,0.397,25,0.64,16,14,200,105.3,34.3,12,18,80,,5.3,4,0.23800000000000002,15,0.267,4,58.2,39,0.534,15.9,14,48,0.542,26,0.44,11,"Hampton Convocation Center, Hampton, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,75.9,Home,HAMPTON,Hampton,UNC Asheville,big-south,22,False,False,False,Away,False,6,19,57,28,67,4,26,63,0,1,186,426,1343,0.5249441548771407,615,1363,0.4512105649303008,135,465,1182,0.5647208121827412,0.4545454545454545
23,2020-02-13-18-north-carolina-asheville,59.3,16,7.4,2,109.0,81.8,18,0.525,61,0.44299999999999995,27,0.18,11,0.636,7,17,200,106.0,39.4,13,21,71,,9.0,6,0.39299999999999996,24,0.41700000000000004,10,56.4,31,0.536,19.6,16,37,0.45899999999999996,17,0.37,10,"February 13, 2020",57.1,16,10.8,4,106.0,60.6,20,0.713,47,0.596,28,0.27699999999999997,13,0.462,6,13,200,109.0,18.2,4,19,73,,9.0,6,0.426,20,0.55,11,43.6,24,0.6859999999999999,23.3,16,27,0.63,17,0.45799999999999996,11,"Kimmel Arena, Asheville, North Carolina",LONGWOOD,Longwood,67.2,Home,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,UNC Asheville,big-south,23,True,False,True,Home,True,11,17,47,24,55,10,17,61,1,0,192,445,1400,0.5235714285714286,643,1430,0.4496503496503497,139,491,1245,0.5618473895582329,0.43478260869565216
24,2020-02-15-16-north-carolina-asheville,42.9,12,6.8,3,108.2,76.7,23,0.542,60,0.467,28,0.233,14,0.7140000000000001,10,14,200,102.7,12.9,4,17,75,,8.2,6,0.45,27,0.33299999999999996,9,44.3,27,0.563,15.4,12,33,0.5760000000000001,19,0.48100000000000004,13,"February 15, 2020",35.7,10,9.1,3,102.7,87.1,27,0.556,54,0.519,28,0.48100000000000004,26,0.731,19,13,200,108.2,23.3,7,14,79,,9.6,7,0.185,10,0.4,4,55.7,34,0.595,14.4,11,44,0.545,24,0.48,12,"Kimmel Arena, Asheville, North Carolina",CHARLESTON-SOUTHERN,Charleston Southern,72.5,Home,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,UNC Asheville,big-south,24,True,False,True,Home,True,4,24,54,34,61,9,19,60,1,0,203,462,1447,0.5297166551485832,667,1485,0.4491582491582492,149,508,1306,0.5601071975497703,0.4583333333333333
25,2020-02-20-21-radford,46.2,12,5.9,2,119.7,70.8,17,0.546,54,0.48100000000000004,26,0.14800000000000002,8,0.625,5,14,200,97.0,17.2,5,19,64,,7.6,5,0.444,24,0.292,7,41.5,22,0.5539999999999999,17.3,12,30,0.633,19,0.462,12,"February 20, 2020",53.6,15,3.3,1,97.0,82.8,24,0.637,51,0.5489999999999999,28,0.431,22,0.636,14,9,200,119.7,29.2,7,13,79,,7.6,5,0.33299999999999996,17,0.529,9,58.5,31,0.643,16.5,12,34,0.5589999999999999,19,0.667,18,"Donald N. Dedmon Center, Radford, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,65.6,Home,RADFORD,Radford,UNC Asheville,big-south,25,False,False,False,Away,False,7,19,54,22,53,9,19,51,0,1,207,486,1501,0.5306462358427715,701,1546,0.4534282018111255,158,527,1366,0.5592972181551976,0.48
