,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA-GREENSBORO_homegame,NORTH-CAROLINA-GREENSBORO_homegame2,NORTH-CAROLINA-GREENSBORO_home,NORTH-CAROLINA-GREENSBORO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2020-01-25-15-samford,54.2,13,18.2,6,92.6,76.7,23,0.5,59,0.40700000000000003,24,0.203,12,0.917,11,5,200,102.9,35.7,10,21,70,,7.4,5,0.542,32,0.344,11,56.9,33,0.541,17.9,14,27,0.48100000000000004,13,0.762,16,"January 25, 2020",47.4,9,22.2,6,102.9,64.3,18,0.46799999999999997,47,0.40399999999999997,19,0.489,23,0.826,19,14,200,92.6,23.3,7,15,63,,10.3,7,0.298,14,0.429,6,43.1,25,0.544,21.9,16,33,0.39399999999999996,13,0.364,8,"Pete Hanna Center, Birmingham, Alabama",SAMFORD,Samford,67.8,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,20,False,False,False,Away,True,11,13,59,33,58,6,13,47,1,0,170,380,1265,0.5019762845849802,680,1297,0.5242868157286045,133,273,993,0.4758308157099698,0.75
21,2020-01-29-19-western-carolina,41.4,12,11.5,3,86.6,71.0,22,0.465,72,0.40299999999999997,29,0.09699999999999999,7,0.7140000000000001,5,5,200,107.5,38.5,15,20,72,,16.4,11,0.542,39,0.231,9,52.9,37,0.478,8.5,7,33,0.606,20,0.773,17,"January 29, 2020",65.0,13,3.0,1,107.5,61.5,24,0.45899999999999996,49,0.408,20,0.429,21,0.619,13,7,200,86.6,29.0,9,12,58,,6.0,4,0.469,23,0.217,5,47.1,33,0.4920000000000001,22.6,17,26,0.5770000000000001,15,0.65,13,"Ramsey Center, Cullowhee, North Carolina",WESTERN-CAROLINA,Western Carolina,67.2,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,21,False,False,False,Away,True,9,20,72,37,70,5,15,49,1,0,181,393,1324,0.5018882175226587,713,1355,0.5261992619926199,139,286,1040,0.4754807692307692,0.7619047619047619
22,2020-02-01-16-east-tennessee-state,40.7,11,11.1,4,120.6,66.7,16,0.536,56,0.48200000000000004,27,0.179,10,0.5,5,6,200,95.6,26.7,8,21,65,,11.8,8,0.321,18,0.33299999999999996,6,44.4,24,0.535,18.8,14,38,0.5529999999999999,21,0.7390000000000001,17,"February 1, 2020",65.5,19,7.9,3,95.6,73.3,22,0.644,52,0.5579999999999999,29,0.462,24,0.625,15,4,200,120.6,33.3,8,13,82,,10.3,7,0.308,16,0.563,9,55.6,30,0.647,17.2,13,36,0.556,20,0.826,19,"Freedom Hall Civic Center, Johnson City, Tennessee",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,67.6,Home,EAST-TENNESSEE-STATE,ETSU,UNC Greensboro,southern,22,False,False,False,Away,False,6,21,56,24,54,9,20,52,0,1,190,413,1396,0.5,750,1425,0.5263157894736842,144,301,1089,0.4747474747474748,0.7727272727272727
23,2020-02-05-19-north-carolina-greensboro,45.8,11,12.1,4,117.3,69.7,23,0.55,50,0.48,24,0.4,20,0.65,13,16,200,90.7,17.2,5,21,68,,6.7,5,0.42,21,0.33299999999999996,7,45.2,28,0.5710000000000001,25.4,20,29,0.586,17,0.273,6,"February 5, 2020",65.5,19,20.7,6,90.7,82.8,24,0.546,65,0.446,29,0.446,29,0.586,17,6,200,117.3,30.3,10,23,88,,17.3,13,0.4920000000000001,32,0.406,13,54.8,34,0.5589999999999999,8.3,7,33,0.485,16,0.75,18,"Greensboro Coliseum, Greensboro, North Carolina",CITADEL,Citadel,75.1,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,23,True,False,True,Home,True,13,16,65,34,62,7,17,50,1,0,196,434,1452,0.5013774104683195,774,1479,0.5233265720081136,153,321,1141,0.4824715162138475,0.7391304347826086
24,2020-02-09-13-north-carolina-greensboro,33.3,7,8.2,4,120.3,51.1,24,0.48,49,0.429,21,0.551,27,0.741,20,18,200,84.8,17.9,5,16,67,,6.3,5,0.163,8,0.625,5,38.7,29,0.542,27.4,23,41,0.39,16,0.308,8,"February 9, 2020",37.8,14,17.1,7,84.8,82.1,23,0.524,83,0.446,37,0.18100000000000002,15,0.5329999999999999,8,6,200,120.3,48.9,23,19,95,,15.2,12,0.41,34,0.382,13,61.3,46,0.527,10.9,11,49,0.49,24,0.76,19,"Greensboro Coliseum, Greensboro, North Carolina",SAMFORD,Samford,79.0,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,24,True,False,True,Home,True,13,24,83,46,75,5,16,49,1,0,209,450,1517,0.503295978905735,808,1541,0.5243348475016223,160,338,1191,0.4853064651553317,0.75
25,2020-02-12-19-north-carolina-greensboro,42.9,9,2.8,1,115.5,75.0,21,0.375,60,0.35,21,0.41700000000000004,25,0.68,17,9,200,87.3,29.7,11,16,62,,5.6,4,0.3,18,0.16699999999999998,3,49.2,32,0.431,12.3,10,42,0.429,18,0.625,15,"February 12, 2020",29.0,9,19.0,8,87.3,70.3,26,0.573,62,0.5,31,0.27399999999999997,17,0.647,11,6,200,115.5,25.0,7,22,82,,11.3,8,0.419,26,0.34600000000000003,9,50.8,33,0.585,11.5,9,36,0.611,22,0.769,20,"Greensboro Coliseum, Greensboro, North Carolina",WESTERN-CAROLINA,Western Carolina,71.5,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,25,True,False,True,Home,True,9,22,62,33,65,3,18,60,1,0,222,474,1600,0.504375,854,1616,0.5284653465346535,165,354,1240,0.4850806451612904,0.76
26,2020-02-15-16-mercer,54.2,13,3.1,1,73.3,70.3,26,0.4,65,0.369,24,0.431,28,0.536,15,6,200,89.3,31.8,14,13,67,,9.3,7,0.27699999999999997,18,0.222,4,49.4,40,0.428,13.4,12,47,0.426,20,0.778,21,"February 15, 2020",73.9,17,6.4,3,89.3,68.2,30,0.4270000000000001,62,0.371,23,0.081,5,0.4,2,14,200,73.3,29.7,11,24,55,,9.3,7,0.484,30,0.233,7,50.6,41,0.4270000000000001,24.6,21,32,0.5,16,0.48100000000000004,13,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,75.3,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,26,False,False,False,Away,True,4,20,65,40,81,7,16,62,1,0,231,496,1662,0.5069193742478941,887,1681,0.5276621058893516,168,372,1300,0.48,0.7692307692307693
27,2020-02-19-19-north-carolina-greensboro,50.0,14,5.4,2,106.4,78.8,26,0.575,60,0.467,28,0.217,13,0.769,10,12,225,101.3,20.0,6,22,79,,9.0,7,0.517,31,0.419,13,50.8,32,0.597,20.6,17,29,0.517,15,0.5710000000000001,16,"February 19, 2020",48.1,13,13.8,4,101.3,80.0,24,0.5,61,0.44299999999999995,27,0.541,33,0.667,22,6,225,106.4,21.2,7,16,83,,12.8,10,0.39299999999999996,24,0.292,7,49.2,31,0.541,11.7,10,37,0.541,20,0.7859999999999999,22,"Greensboro Coliseum, Greensboro, North Carolina",WOFFORD,Wofford,69.7,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,27,True,False,True,Home,True,7,20,61,31,63,13,15,60,1,0,235,516,1727,0.5028951939779965,927,1762,0.5261066969353008,175,388,1362,0.4776064610866373,0.7777777777777778
28,2020-02-22-13-virginia-military-institute,41.7,10,17.4,4,97.1,80.0,28,0.41700000000000004,66,0.364,24,0.303,20,0.8,16,6,200,101.4,40.0,14,16,71,,2.9,2,0.455,30,0.233,7,60.0,42,0.47,11.8,10,36,0.47200000000000003,17,0.7929999999999999,23,"February 22, 2020",70.8,17,11.1,4,101.4,60.0,21,0.4920000000000001,63,0.381,24,0.127,8,0.75,6,21,200,97.1,20.0,7,20,68,,5.7,4,0.635,40,0.35,14,40.0,28,0.509,11.9,9,23,0.435,10,0.276,8,"Cameron Hall, Lexington, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,70.2,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,28,False,False,False,Away,True,7,17,66,42,70,14,10,63,1,0,242,536,1788,0.5027964205816555,958,1825,0.5249315068493151,188,403,1422,0.4817158931082982,0.7857142857142857
29,2020-02-26-19-north-carolina-greensboro,55.6,15,3.8,1,98.5,76.0,19,0.604,53,0.509,27,0.358,19,0.895,17,6,200,119.1,19.0,4,13,81,,10.3,7,0.396,21,0.47600000000000003,10,50.0,23,0.653,16.4,12,32,0.531,17,0.8,24,"February 26, 2020",66.7,16,15.6,5,119.1,81.0,17,0.5670000000000001,52,0.462,24,0.212,11,0.727,8,7,200,98.5,24.0,6,19,67,,10.3,7,0.5,26,0.423,11,50.0,23,0.585,20.9,15,26,0.5,13,0.767,23,"Greensboro Coliseum, Greensboro, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,68.1,Away,FURMAN,Furman,UNC Greensboro,southern,29,False,True,True,Home,False,11,13,52,23,46,10,17,53,0,1,249,553,1854,0.499730312837109,1000,1895,0.5277044854881267,202,413,1485,0.4821548821548822,0.7931034482758621
30,2020-02-29-16-chattanooga,59.3,16,13.5,5,110.4,80.0,20,0.532,62,0.435,27,0.161,10,0.6,6,8,200,107.5,31.4,11,13,72,,7.5,5,0.46799999999999997,29,0.414,12,51.7,31,0.539,15.3,12,33,0.455,15,0.742,23,"February 29, 2020",53.6,15,15.2,5,107.5,68.6,24,0.579,57,0.491,28,0.193,11,0.727,8,12,200,110.4,20.0,5,12,74,,13.4,9,0.35100000000000003,20,0.5,10,48.3,29,0.595,12.7,9,37,0.486,18,0.613,19,"The McKenzie Arena, Chattanooga, Tennessee",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,67.0,Home,CHATTANOOGA,Chattanooga,UNC Greensboro,southern,30,False,False,False,Away,False,12,15,62,31,60,10,18,57,0,1,260,566,1906,0.5015739769150053,1023,1941,0.527047913446677,212,430,1538,0.4863459037711314,0.7666666666666667
31,2020-03-07-20-north-carolina-greensboro,27.6,8,0.0,0,95.8,74.4,29,0.574,54,0.537,29,0.40700000000000003,22,0.727,16,12,200,109.9,28.0,7,16,78,,2.8,2,0.185,10,0.4,4,56.3,36,0.605,19.1,15,44,0.568,25,0.625,20,"March 7, 2020",34.6,9,11.4,5,109.9,72.0,18,0.46799999999999997,63,0.413,26,0.27,17,0.529,9,9,200,95.8,25.6,10,22,68,,14.1,10,0.28600000000000003,18,0.389,7,43.8,28,0.478,11.3,9,45,0.42200000000000004,19,0.7190000000000001,23,"U.S. Cellular Center, Asheville, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,71.3,Away,CHATTANOOGA,Chattanooga,UNC Greensboro,southern,31,False,True,True,Home,False,7,19,63,28,64,4,25,54,0,1,272,581,1968,0.5025406504065041,1054,2001,0.526736631684158,222,448,1595,0.4896551724137931,0.7419354838709677
