,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,OLD-DOMINION_homegame,OLD-DOMINION_homegame2,OLD-DOMINION_home,OLD-DOMINION_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-14-18-illinois,57.1,12,0.0,0,100.0,82.6,19,0.42100000000000004,57,0.368,21,0.14,8,0.875,7,8,200,79.7,25.0,8,23,55,,10.1,7,0.316,18,0.33299999999999996,6,49.1,27,0.452,22.9,18,39,0.385,15,0.273,3,"December 14, 2019",68.2,15,5.1,2,79.7,75.0,24,0.5429999999999999,47,0.46799999999999997,22,0.426,20,0.9,18,3,200,100.0,17.4,4,12,69,,10.1,7,0.426,20,0.35,7,50.9,28,0.611,21.2,15,27,0.556,15,0.727,8,"State Farm Center, Champaign, Illinois",OLD-DOMINION,Old Dominion,69.2,Home,ILLINOIS,Illinois,Old Dominion,cusa,10,False,False,False,Away,False,6,15,57,27,55,7,15,47,0,1,49,188,603,0.43366500829187393,352,676,0.5207100591715976,82,130,521,0.4856046065259117,0.3
11,2019-12-18-19-old-dominion,66.7,14,10.0,3,85.5,85.7,24,0.461,51,0.41200000000000003,21,0.373,19,0.789,15,1,200,89.9,12.9,4,17,62,,11.6,8,0.373,19,0.263,5,47.5,28,0.516,16.8,12,32,0.5,16,0.909,10,"December 18, 2019",42.9,9,9.4,3,89.9,87.1,27,0.452,52,0.40399999999999997,21,0.308,16,0.75,12,9,200,85.5,14.3,4,14,59,,10.1,7,0.423,22,0.22699999999999998,5,52.5,31,0.495,19.2,14,30,0.5329999999999999,16,0.25,3,"Ted Constant Convocation Ctr., Norfolk, Virginia",OLD-DOMINION,Old Dominion,68.8,Away,RICHMOND,Richmond,Old Dominion,cusa,11,False,True,True,Home,False,5,16,52,31,59,5,16,51,0,1,55,203,660,0.4325757575757576,379,731,0.518467852257182,89,145,568,0.4903169014084507,0.2727272727272727
12,2019-12-22-14-old-dominion,50.0,10,12.8,6,116.9,62.9,22,0.381,59,0.33899999999999997,20,0.153,9,0.778,7,13,200,80.0,15.8,6,16,52,,4.6,3,0.35600000000000004,21,0.23800000000000002,5,38.4,28,0.41100000000000003,11.3,8,38,0.395,15,0.071,1,"December 22, 2019",67.9,19,5.3,2,80.0,84.2,32,0.5,63,0.444,28,0.254,16,0.813,13,9,200,116.9,37.1,13,10,76,,6.2,4,0.254,16,0.43799999999999994,7,61.6,45,0.5379999999999999,10.3,8,47,0.447,21,0.308,4,"Ted Constant Convocation Ctr., Norfolk, Virginia",MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,65.4,Home,OLD-DOMINION,Old Dominion,Old Dominion,cusa,12,True,False,True,Home,True,7,21,63,45,73,5,15,59,1,0,60,219,712,0.4339887640449438,410,790,0.5189873417721519,94,161,619,0.4878836833602585,0.25
13,2020-01-02-19-old-dominion,68.4,13,13.2,5,102.9,57.1,16,0.431,58,0.32799999999999996,19,0.36200000000000004,21,0.47600000000000003,10,10,200,88.2,17.1,7,26,60,,8.8,6,0.603,35,0.34299999999999997,12,33.3,23,0.441,11.8,9,23,0.304,7,0.28600000000000003,4,"January 2, 2020",47.6,10,8.7,2,88.2,82.9,34,0.451,51,0.41200000000000003,21,0.627,32,0.75,24,9,200,102.9,42.9,12,16,70,,7.4,5,0.255,13,0.308,4,66.7,46,0.529,15.6,12,38,0.447,17,0.35700000000000004,5,"Ted Constant Convocation Ctr., Norfolk, Virginia",MIDDLE-TENNESSEE,Middle Tennessee,68.1,Home,OLD-DOMINION,Old Dominion,Old Dominion,cusa,13,True,False,True,Home,True,4,17,51,46,69,12,7,58,1,0,67,240,775,0.4393548387096774,455,863,0.5272305909617613,99,176,678,0.4786135693215339,0.3076923076923077
14,2020-01-04-19-old-dominion,52.4,11,8.1,3,93.5,70.0,28,0.461,51,0.41200000000000003,21,0.294,15,0.33299999999999996,5,6,200,83.9,14.7,5,17,52,,4.8,3,0.373,19,0.263,5,44.6,33,0.447,14.8,10,32,0.5,16,0.6,9,"January 4, 2020",52.4,11,12.5,4,83.9,85.3,29,0.414,58,0.36200000000000004,21,0.276,16,0.625,10,9,200,93.5,30.0,12,14,58,,9.7,6,0.36200000000000004,21,0.28600000000000003,6,55.4,41,0.442,11.0,8,37,0.405,15,0.4,6,"Ted Constant Convocation Ctr., Norfolk, Virginia",ALABAMA-BIRMINGHAM,Alabama-Birmingham,62.4,Home,OLD-DOMINION,Old Dominion,Old Dominion,cusa,14,True,False,True,Home,True,6,15,58,41,74,5,16,51,1,0,71,257,826,0.4400726392251816,501,932,0.5375536480686696,111,183,736,0.4748641304347826,0.35714285714285715
15,2020-01-11-16-charlotte,23.8,5,12.0,3,85.5,78.6,22,0.413,52,0.40399999999999997,21,0.192,10,0.4,4,10,200,75.8,22.6,7,17,47,,16.1,10,0.423,22,0.045,1,49.2,29,0.414,18.7,13,30,0.667,20,0.375,6,"January 11, 2020",64.7,11,6.7,2,75.8,77.4,24,0.467,45,0.37799999999999995,17,0.311,14,0.7859999999999999,11,5,200,85.5,21.4,6,13,53,,9.7,6,0.444,20,0.4,8,50.8,30,0.513,22.7,15,25,0.36,9,0.643,9,"Dale F. Halton Arena, Charlotte, North Carolina",OLD-DOMINION,Old Dominion,61.7,Home,CHARLOTTE,Charlotte,Old Dominion,cusa,15,False,False,False,Away,False,1,20,52,29,59,8,9,45,0,1,77,272,884,0.4383484162895928,542,1006,0.5387673956262425,116,199,787,0.4739517153748412,0.4
16,2020-01-16-20-western-kentucky,21.4,6,6.5,2,98.6,85.7,24,0.439,66,0.424,28,0.19699999999999998,13,0.846,11,11,200,95.8,35.3,12,25,69,,6.9,5,0.273,18,0.111,2,58.1,36,0.478,16.3,14,48,0.542,26,0.353,6,"January 16, 2020",27.3,6,16.7,8,95.8,64.7,22,0.48,49,0.449,22,0.5710000000000001,28,0.857,24,6,200,98.6,14.3,4,13,71,,5.6,4,0.3670000000000001,18,0.16699999999999998,3,41.9,26,0.57,16.4,12,31,0.613,19,0.647,11,"E.A. Diddle Arena, Bowling Green, Kentucky",OLD-DOMINION,Old Dominion,72.2,Home,WESTERN-KENTUCKY,Western Kentucky,Old Dominion,cusa,16,False,False,False,Away,False,2,26,66,36,62,3,19,49,0,1,78,292,936,0.436965811965812,571,1065,0.5361502347417839,124,208,832,0.4735576923076923,0.375
17,2020-01-18-19-marshall,31.8,7,8.6,3,103.0,70.3,26,0.377,65,0.33799999999999997,22,0.308,20,0.9,18,12,200,101.5,52.4,22,16,67,,7.6,5,0.308,20,0.25,5,60.8,48,0.45,15.9,14,45,0.37799999999999995,17,0.33299999999999996,6,"January 18, 2020",34.8,8,13.3,6,101.5,47.6,20,0.447,57,0.40399999999999997,23,0.42100000000000004,24,0.708,17,10,200,103.0,29.7,11,15,68,,7.6,5,0.386,22,0.22699999999999998,5,39.2,31,0.4970000000000001,10.6,8,35,0.514,18,0.474,9,"Henderson Center, Huntington, West Virginia",OLD-DOMINION,Old Dominion,66.0,Home,MARSHALL,Marshall,Old Dominion,cusa,17,False,False,False,Away,False,5,17,65,48,79,5,18,57,0,1,80,318,1002,0.43712574850299396,607,1127,0.5385980479148181,127,227,881,0.4738933030646992,0.35294117647058826
18,2020-01-20-16-old-dominion,52.4,11,10.0,4,103.1,77.8,21,0.564,47,0.447,21,0.36200000000000004,17,0.529,9,7,200,96.9,16.7,5,16,62,,4.7,3,0.5529999999999999,26,0.423,11,45.6,26,0.563,21.6,15,21,0.47600000000000003,10,0.588,10,"January 20, 2020",52.0,13,14.3,3,96.9,83.3,25,0.5,54,0.46299999999999997,25,0.315,17,0.706,12,12,200,103.1,22.2,6,15,66,,12.5,8,0.259,14,0.28600000000000003,4,54.4,31,0.532,10.2,7,40,0.525,21,0.368,7,"Ted Constant Convocation Ctr., Norfolk, Virginia",CHARLOTTE,Charlotte,64.1,Home,OLD-DOMINION,Old Dominion,Old Dominion,cusa,18,True,False,True,Home,True,4,21,54,31,57,11,10,47,1,0,85,335,1067,0.43345829428303656,655,1206,0.5431177446102821,132,245,938,0.4722814498933902,0.3333333333333333
19,2020-01-23-19-old-dominion,74.1,20,12.8,6,114.3,71.4,25,0.575,60,0.45,27,0.33299999999999996,20,0.7,14,6,200,118.6,25.7,9,14,83,,5.7,4,0.5670000000000001,34,0.441,15,48.6,34,0.597,11.6,9,26,0.462,12,0.7,14,"January 23, 2020",53.3,16,3.8,1,118.6,74.3,26,0.5,67,0.44799999999999995,30,0.239,16,0.813,13,13,200,114.3,28.6,10,14,80,,7.1,5,0.299,20,0.35,7,51.4,36,0.536,7.5,6,47,0.489,23,0.35,7,"Ted Constant Convocation Ctr., Norfolk, Virginia",OLD-DOMINION,Old Dominion,70.1,Away,FLORIDA-INTERNATIONAL,Florida International,Old Dominion,cusa,19,False,True,True,Home,False,7,23,67,36,70,15,12,60,0,1,89,356,1121,0.4366636931311329,686,1263,0.5431512272367379,143,255,985,0.4766497461928934,0.3684210526315789
20,2020-01-25-19-old-dominion,57.9,11,2.7,1,103.2,69.4,25,0.38299999999999995,64,0.297,19,0.109,7,0.857,6,9,200,87.3,25.6,11,16,55,,3.2,2,0.594,38,0.289,11,45.6,36,0.408,10.7,8,26,0.308,8,0.5710000000000001,12,"January 25, 2020",57.7,15,11.5,3,87.3,74.4,32,0.4920000000000001,61,0.426,26,0.16399999999999998,10,0.5,5,13,200,103.2,30.6,11,12,65,,7.9,5,0.39299999999999996,24,0.33299999999999996,8,54.4,43,0.494,8.4,6,37,0.486,18,0.381,8,"Ted Constant Convocation Ctr., Norfolk, Virginia",FLORIDA-ATLANTIC,Florida Atlantic,62.5,Home,OLD-DOMINION,Old Dominion,Old Dominion,cusa,20,True,False,True,Home,True,8,18,61,43,79,11,8,64,1,0,96,379,1188,0.4402356902356903,722,1333,0.5416354088522131,158,267,1045,0.4822966507177033,0.35
21,2020-01-30-20-southern-mississippi,45.5,10,8.1,3,87.9,77.8,28,0.509,53,0.415,22,0.321,17,0.8240000000000001,14,13,200,103.0,22.6,7,12,68,,10.6,7,0.528,28,0.35700000000000004,10,52.2,35,0.557,16.6,12,25,0.48,12,0.409,9,"January 30, 2020",71.4,15,12.0,3,103.0,77.4,24,0.40700000000000003,59,0.35600000000000004,21,0.22,13,0.769,10,16,200,87.9,22.2,8,14,58,,6.1,4,0.373,22,0.273,6,47.8,32,0.445,12.2,9,37,0.405,15,0.273,6,"Reed Green Coliseum, Hattiesburg, Mississippi",SOUTHERN-MISSISSIPPI,Southern Miss,66.1,Away,OLD-DOMINION,Old Dominion,Old Dominion,cusa,21,False,False,False,Away,True,10,12,53,35,67,6,15,59,1,0,104,397,1249,0.44275420336269017,765,1412,0.5417847025495751,169,275,1109,0.4765554553651939,0.3809523809523809
22,2020-02-01-17-louisiana-tech,38.5,10,4.8,1,115.2,92.6,25,0.475,60,0.433,26,0.41700000000000004,25,0.64,16,14,200,110.6,33.3,12,17,73,,4.5,3,0.3,18,0.278,5,58.7,37,0.508,7.8,6,42,0.5,21,0.391,9,"February 1, 2020",60.9,14,7.1,3,110.6,66.7,24,0.57,50,0.46,23,0.46,23,0.826,19,5,200,115.2,7.4,2,21,76,,4.5,3,0.58,29,0.379,11,41.3,26,0.624,10.4,7,21,0.5710000000000001,12,0.773,17,"Thomas Assembly Center, Ruston, Louisiana",OLD-DOMINION,Old Dominion,65.9,Home,LOUISIANA-TECH,Louisiana Tech,Old Dominion,cusa,22,False,False,False,Away,False,5,21,60,37,63,11,12,50,0,1,114,409,1302,0.445468509984639,800,1479,0.5409060175794456,175,290,1168,0.4730308219178082,0.4090909090909091
23,2020-02-06-19-old-dominion,43.3,13,11.8,4,98.8,76.7,33,0.514,71,0.423,30,0.239,17,0.706,12,13,225,103.7,26.8,11,22,85,,7.3,6,0.451,32,0.406,13,52.4,44,0.537,14.2,13,39,0.436,17,0.45799999999999996,11,"February 6, 2020",57.7,15,15.4,6,103.7,73.2,30,0.47,67,0.38799999999999996,26,0.40299999999999997,27,0.667,18,15,225,98.8,23.3,10,19,81,,7.3,6,0.493,33,0.33299999999999996,11,47.6,40,0.507,14.1,13,34,0.441,15,0.375,9,"Ted Constant Convocation Ctr., Norfolk, Virginia",OLD-DOMINION,Old Dominion,72.8,Away,TEXAS-SAN-ANTONIO,UTSA,Old Dominion,cusa,23,False,True,True,Home,False,11,15,67,40,84,13,17,71,0,1,119,430,1362,0.4467694566813509,837,1542,0.5428015564202334,186,302,1218,0.4770114942528736,0.39130434782608703
24,2020-02-08-19-old-dominion,66.7,14,7.3,3,105.9,67.6,25,0.436,55,0.382,21,0.127,7,0.7140000000000001,5,12,200,77.9,21.2,7,17,53,,5.9,4,0.4,22,0.273,6,45.7,32,0.45399999999999996,21.6,16,33,0.455,15,0.52,13,"February 8, 2020",53.8,14,12.1,4,77.9,78.8,26,0.46799999999999997,62,0.419,26,0.29,18,0.778,14,15,200,105.9,32.4,12,13,72,,10.3,7,0.33899999999999997,21,0.28600000000000003,6,54.3,38,0.51,12.5,10,41,0.488,20,0.4,10,"Ted Constant Convocation Ctr., Norfolk, Virginia",TEXAS-EL-PASO,UTEP,67.9,Home,OLD-DOMINION,Old Dominion,Old Dominion,cusa,24,True,False,True,Home,True,6,20,62,38,70,6,15,55,1,0,130,445,1429,0.4478656403079077,877,1626,0.5393603936039361,199,319,1289,0.4790535298681149,0.375
25,2020-02-13-20-rice,65.4,17,4.2,1,93.3,87.2,34,0.467,61,0.426,26,0.39299999999999996,24,0.667,16,15,200,97.3,16.7,6,20,73,,8.0,6,0.426,26,0.192,5,53.3,40,0.504,8.9,7,35,0.6,21,0.423,11,"February 13, 2020",40.9,9,5.7,2,97.3,83.3,30,0.426,61,0.361,22,0.377,23,0.7829999999999999,18,14,200,93.3,12.8,5,17,70,,2.7,2,0.607,37,0.21600000000000005,8,46.7,35,0.48700000000000004,11.2,9,24,0.583,14,0.462,12,"Tudor Fieldhouse, Houston, Texas",RICE,Rice,74.7,Away,OLD-DOMINION,Old Dominion,Old Dominion,cusa,25,False,False,False,Away,True,5,21,61,40,75,8,14,61,1,0,136,465,1491,0.44869215291750497,915,1696,0.5395047169811321,205,334,1344,0.4773065476190476,0.4
26,2020-02-15-14-north-texas,11.1,2,5.3,1,100.0,81.0,17,0.41,50,0.36,18,0.24,12,0.5,6,16,200,73.4,18.2,6,19,47,,9.4,6,0.34,17,0.294,5,42.6,23,0.42200000000000004,21.3,15,33,0.39399999999999996,13,0.40700000000000003,11,"February 15, 2020",45.0,9,9.1,3,73.4,81.8,27,0.603,39,0.513,20,0.5379999999999999,21,0.81,17,9,200,100.0,19.0,4,14,64,,9.4,6,0.513,20,0.35,7,57.4,31,0.653,28.3,19,19,0.684,13,0.667,18,"UNT Coliseum, Denton, Texas",OLD-DOMINION,Old Dominion,64.3,Home,NORTH-TEXAS,North Texas,Old Dominion,cusa,26,False,False,False,Away,False,5,13,50,23,54,7,13,39,0,1,141,486,1552,0.4494201030927835,955,1771,0.5392433653303218,213,348,1405,0.4750889679715303,0.4230769230769231
