,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,FURMAN_homegame,FURMAN_homegame2,FURMAN_home,FURMAN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-08-14-furman,53.6,15,8.6,3,123.5,69.2,18,0.65,50,0.56,28,0.22,11,0.636,7,8,200,105.9,9.5,2,16,72,,8.8,6,0.42,21,0.429,9,42.6,20,0.652,19.2,13,29,0.655,19,0.2,2,"December 8, 2019",54.8,17,10.3,3,105.9,90.5,19,0.5920000000000001,60,0.517,31,0.33299999999999996,20,0.65,13,3,200,123.5,30.8,8,10,84,,11.8,8,0.41700000000000004,25,0.36,9,57.4,27,0.604,10.4,8,35,0.629,22,0.727,8,"Timmons Arena, Greenville, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,67.9,Home,FURMAN,Furman,Furman,southern,10,True,False,True,Home,True,9,22,60,27,47,9,19,50,1,0,100,186,597,0.5628140703517588,304,618,0.4919093851132686,60,174,559,0.4722719141323792,0.7
11,2019-12-11-19-furman,44.0,11,6.1,2,123.3,76.7,23,0.42200000000000004,64,0.391,25,0.21899999999999997,14,0.7859999999999999,11,0,200,89.0,28.2,11,10,65,,9.6,7,0.32799999999999996,21,0.19,4,49.3,34,0.46,14.6,12,43,0.488,21,0.0,0,"December 11, 2019",58.8,20,11.6,5,89.0,71.8,28,0.61,68,0.5,34,0.17600000000000002,12,0.583,7,3,200,123.3,23.3,7,13,90,,11.0,8,0.515,35,0.429,15,50.7,35,0.611,9.8,8,33,0.5760000000000001,19,0.75,9,"Timmons Arena, Greenville, South Carolina","North Greenville
			","North Greenville
			",73.2,Home,FURMAN,Furman,Furman,southern,11,True,False,True,Home,True,15,19,68,35,69,4,21,64,1,0,109,208,657,0.5654490106544902,331,665,0.4977443609022557,69,193,609,0.4868637110016421,0.7272727272727273
12,2019-12-14-18-furman,46.4,13,5.3,2,108.1,73.5,25,0.5,64,0.43799999999999994,28,0.188,12,0.75,9,7,200,98.6,40.0,14,20,73,,8.1,6,0.43799999999999994,28,0.28600000000000003,8,56.5,39,0.524,18.8,16,36,0.556,20,0.364,4,"December 14, 2019",73.1,19,8.3,3,98.6,60.0,21,0.5,60,0.433,26,0.467,28,0.7140000000000001,20,3,200,108.1,26.5,9,17,80,,8.1,6,0.3670000000000001,22,0.364,8,43.5,30,0.546,13.2,11,38,0.474,18,0.769,10,"Timmons Arena, Greenville, South Carolina",WINTHROP,Winthrop,73.5,Home,FURMAN,Furman,Furman,southern,12,True,False,True,Home,True,8,18,60,30,69,8,20,64,1,0,124,227,725,0.5696551724137932,366,734,0.4986376021798365,73,214,673,0.4806835066864785,0.75
13,2019-12-20-19-mercer,46.2,12,3.1,1,96.9,74.1,20,0.5,60,0.433,26,0.15,9,0.444,4,3,200,100.0,24.2,8,12,64,,10.9,7,0.41700000000000004,25,0.32,8,46.7,28,0.498,12.3,9,35,0.514,18,0.7859999999999999,11,"December 20, 2019",72.0,18,17.1,6,100.0,75.8,25,0.537,54,0.46299999999999997,25,0.111,6,0.667,4,7,200,96.9,25.9,7,11,62,,6.3,4,0.40700000000000003,22,0.364,8,53.3,32,0.545,17.5,12,32,0.531,17,0.41700000000000004,5,"Hawkins Arena, Macon, Georgia",MERCER,Mercer,63.6,Away,FURMAN,Furman,Furman,southern,13,False,False,False,Away,True,8,18,60,28,60,8,17,54,1,0,132,245,785,0.5643312101910828,396,803,0.4931506849315068,81,234,737,0.4823609226594302,0.7692307692307693
14,2020-01-01-13-virginia-military-institute,42.9,12,3.2,1,98.6,75.9,22,0.7040000000000001,49,0.5710000000000001,28,0.51,25,0.8,20,3,200,120.3,19.0,4,15,89,,8.1,6,0.49,24,0.542,13,52.0,26,0.731,21.1,16,25,0.6,15,0.8,12,"January 1, 2020",60.0,15,4.0,1,120.3,81.0,17,0.483,60,0.41700000000000004,25,0.33299999999999996,20,0.75,15,10,200,98.6,24.1,7,17,73,,16.2,12,0.483,29,0.276,8,48.0,24,0.525,14.9,12,31,0.5479999999999999,17,0.33299999999999996,5,"Cameron Hall, Lexington, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,73.7,Away,FURMAN,Furman,Furman,southern,14,False,False,False,Away,True,13,15,49,26,50,8,17,60,1,0,140,263,845,0.5597633136094674,424,863,0.4913093858632677,89,251,791,0.4860935524652339,0.7857142857142857
15,2020-01-04-16-furman,41.7,10,6.5,2,97.0,63.0,17,0.442,60,0.4,24,0.15,9,0.33299999999999996,3,3,200,83.6,20.6,7,16,56,,19.4,13,0.38299999999999995,23,0.217,5,39.3,24,0.436,15.8,12,37,0.514,19,0.812,13,"January 4, 2020",70.8,17,13.5,5,83.6,79.4,27,0.529,52,0.462,24,0.231,12,0.833,10,3,200,97.0,37.0,10,16,65,,9.0,6,0.40399999999999997,21,0.33299999999999996,7,60.7,37,0.563,23.9,18,31,0.5479999999999999,17,0.812,13,"Timmons Arena, Greenville, South Carolina",EAST-TENNESSEE-STATE,ETSU,67.5,Home,FURMAN,Furman,Furman,southern,15,True,False,True,Home,True,7,17,52,37,61,5,19,60,1,0,153,278,894,0.5676733780760627,450,913,0.4928806133625411,97,268,851,0.4858989424206816,0.8
16,2020-01-08-19-chattanooga,41.9,13,12.5,4,101.5,90.9,20,0.5920000000000001,60,0.517,31,0.1,6,0.33299999999999996,2,3,200,112.3,16.7,5,14,73,,13.8,9,0.45,27,0.33299999999999996,9,48.1,25,0.581,10.1,7,33,0.667,22,0.8240000000000001,14,"January 8, 2020",53.8,14,3.0,1,112.3,83.3,25,0.615,48,0.542,26,0.25,12,0.583,7,6,200,101.5,9.1,2,8,66,,4.6,3,0.33299999999999996,16,0.43799999999999994,7,51.9,27,0.615,20.8,14,32,0.594,19,0.625,10,"The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,65.3,Away,FURMAN,Furman,Furman,southern,16,False,False,False,Away,True,9,22,60,25,52,7,19,48,1,0,160,295,946,0.5655391120507399,487,974,0.5,102,287,911,0.4829857299670692,0.8125
17,2020-01-11-19-furman,60.6,20,8.0,2,100.0,77.4,24,0.579,63,0.524,33,0.254,16,0.813,13,5,200,117.8,28.6,8,22,86,,21.9,16,0.349,22,0.318,7,54.2,32,0.609,13.6,11,41,0.634,26,0.722,13,"January 11, 2020",58.3,14,4.9,2,117.8,71.4,20,0.5820000000000001,49,0.49,24,0.551,27,0.593,16,4,200,100.0,22.6,7,16,73,,5.5,4,0.49,24,0.375,9,45.8,27,0.59,21.8,17,25,0.6,15,0.778,14,"Bon Secours Wellness Arena, Greenville, South Carolina",FURMAN,Furman,72.7,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Furman,southern,17,False,True,True,Home,False,9,15,49,27,59,7,26,63,0,1,169,317,1006,0.5670974155069582,512,1026,0.4990253411306042,109,306,959,0.4895724713242962,0.8235294117647058
18,2020-01-15-19-furman,63.3,19,0.0,0,115.3,76.5,26,0.579,63,0.47600000000000003,30,0.127,8,0.75,6,4,200,109.7,16.7,5,18,79,,5.6,4,0.4920000000000001,31,0.419,13,48.4,31,0.591,13.1,10,32,0.531,17,0.75,12,"January 15, 2020",57.1,16,9.4,3,109.7,83.3,25,0.525,61,0.45899999999999996,28,0.41,25,0.76,19,4,200,115.3,23.5,8,15,83,,5.6,4,0.475,29,0.276,8,51.6,33,0.569,8.9,7,32,0.625,20,0.789,15,"Timmons Arena, Greenville, South Carolina",WESTERN-CAROLINA,Western Carolina,71.8,Home,FURMAN,Furman,Furman,southern,18,True,False,True,Home,True,8,20,61,33,64,13,17,63,1,0,178,332,1055,0.5677725118483412,539,1085,0.4967741935483871,116,332,1022,0.4951076320939334,0.7777777777777778
19,2020-01-17-19-wofford,50.0,10,2.9,1,101.5,81.5,22,0.461,51,0.392,20,0.196,10,0.5,5,5,200,80.0,11.1,3,11,52,,7.7,5,0.5489999999999999,28,0.25,7,46.3,25,0.466,20.2,14,23,0.565,13,0.75,15,"January 17, 2020",53.6,15,13.0,3,80.0,88.9,24,0.561,57,0.491,28,0.053,3,0.667,2,7,200,101.5,18.5,5,10,66,,6.2,4,0.386,22,0.364,8,53.7,29,0.565,14.6,10,35,0.5710000000000001,20,0.632,12,"Richardson Indoor Stadium, Spartanburg, South Carolina",FURMAN,Furman,65.1,Home,WOFFORD,Wofford,Furman,southern,19,False,False,False,Away,False,7,13,51,25,54,8,20,57,0,1,186,352,1116,0.5654121863799283,572,1149,0.4978241949521323,129,349,1085,0.5,0.7894736842105263
20,2020-01-22-19-furman,51.9,14,12.5,4,129.5,70.6,24,0.5539999999999999,56,0.48200000000000004,27,0.35700000000000004,20,0.8,16,13,200,100.0,31.0,9,15,78,,9.0,7,0.41100000000000003,23,0.348,8,52.4,33,0.595,24.5,21,33,0.5760000000000001,19,0.381,8,"January 22, 2020",78.9,30,15.2,5,100.0,69.0,20,0.655,71,0.535,38,0.183,13,0.615,8,5,200,129.5,29.4,10,16,101,,12.8,10,0.5489999999999999,39,0.436,17,47.6,30,0.654,12.5,11,32,0.6559999999999999,21,0.762,16,"Timmons Arena, Greenville, South Carolina",SAMFORD,Samford,77.8,Home,FURMAN,Furman,Furman,southern,20,True,False,True,Home,True,17,21,71,30,63,8,19,56,1,0,193,365,1167,0.5608397600685519,597,1203,0.4962593516209477,137,369,1142,0.5030647985989493,0.75
21,2020-01-25-13-citadel,37.0,10,4.5,1,70.1,85.7,24,0.508,63,0.429,27,0.349,22,0.636,14,5,200,101.3,21.1,8,21,78,,16.9,13,0.444,28,0.35700000000000004,10,48.5,32,0.531,15.2,13,35,0.486,17,0.773,17,"January 25, 2020",70.6,12,17.1,6,101.3,78.9,30,0.40399999999999997,47,0.36200000000000004,17,0.511,24,0.667,16,13,200,70.1,14.3,4,20,54,,6.5,5,0.532,25,0.16,4,51.5,34,0.462,26.7,21,22,0.591,13,0.316,6,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,76.9,Away,FURMAN,Furman,Furman,southern,21,False,False,False,Away,True,10,17,63,32,66,4,13,47,1,0,210,386,1238,0.5662358642972536,627,1266,0.495260663507109,145,388,1198,0.5054257095158597,0.7619047619047619
22,2020-01-29-19-furman,44.4,12,0.0,0,96.1,72.7,24,0.5,61,0.44299999999999995,27,0.262,16,0.688,11,17,225,93.5,27.3,9,21,72,,9.1,7,0.45899999999999996,28,0.25,7,50.0,33,0.525,20.0,17,33,0.606,20,0.261,6,"January 29, 2020",48.1,13,9.1,3,93.5,72.7,24,0.467,61,0.44299999999999995,27,0.377,23,0.7390000000000001,17,5,225,96.1,27.3,9,12,74,,9.1,7,0.41,25,0.12,3,50.0,33,0.514,16.4,14,36,0.667,24,0.7829999999999999,18,"Timmons Arena, Greenville, South Carolina",VIRGINIA-MILITARY-INSTITUTE,VMI,68.2,Home,FURMAN,Furman,Furman,southern,22,True,False,True,Home,True,3,24,61,33,66,7,20,61,1,0,220,403,1301,0.5634127594158339,659,1332,0.4947447447447447,149,401,1245,0.5016064257028112,0.7727272727272727
23,2020-02-05-19-furman,55.0,11,9.5,2,116.2,80.8,21,0.392,60,0.33299999999999996,20,0.233,14,0.7140000000000001,10,12,200,83.8,42.1,16,17,57,,8.8,6,0.45,27,0.259,7,57.8,37,0.428,20.4,17,33,0.39399999999999996,13,0.5,12,"February 5, 2020",67.9,19,15.2,5,83.8,57.9,22,0.684,49,0.5710000000000001,28,0.49,24,0.5,12,5,200,116.2,19.2,5,16,79,,14.7,10,0.5710000000000001,28,0.39299999999999996,11,42.2,27,0.654,16.8,12,21,0.81,17,0.792,19,"Timmons Arena, Greenville, South Carolina",MERCER,Mercer,67.5,Home,FURMAN,Furman,Furman,southern,23,True,False,True,Home,True,11,17,49,27,64,7,13,60,1,0,223,427,1362,0.5591042584434655,692,1398,0.4949928469241774,156,421,1306,0.501531393568147,0.7826086956521741
24,2020-02-08-14-western-carolina,44.4,12,4.0,1,105.8,74.1,20,0.611,54,0.5,27,0.46299999999999997,25,0.64,16,5,200,118.8,15.4,4,17,82,,8.7,6,0.48100000000000004,26,0.462,12,45.3,24,0.622,13.3,10,28,0.536,15,0.8,20,"February 8, 2020",60.0,15,10.7,3,118.8,84.6,22,0.593,54,0.46299999999999997,25,0.222,12,0.75,9,8,200,105.8,25.9,7,20,73,,7.2,5,0.537,29,0.483,14,54.7,29,0.611,19.1,14,25,0.44,11,0.652,15,"Ramsey Center, Cullowhee, North Carolina",WESTERN-CAROLINA,Western Carolina,69.3,Away,FURMAN,Furman,Furman,southern,24,False,False,False,Away,True,12,15,54,24,53,14,11,54,1,0,234,444,1411,0.5634301913536499,719,1462,0.4917920656634746,163,434,1366,0.496705710102489,0.7916666666666666
25,2020-02-12-19-samford,74.2,23,7.0,3,95.9,66.7,20,0.633,60,0.517,31,0.217,13,0.769,10,5,200,116.2,23.3,7,22,86,,13.5,10,0.433,26,0.5379999999999999,14,45.0,27,0.65,16.5,13,34,0.5,17,0.8079999999999999,21,"February 12, 2020",47.8,11,8.8,3,116.2,76.7,23,0.46299999999999997,54,0.426,23,0.48100000000000004,26,0.8079999999999999,21,19,200,95.9,33.3,10,13,71,,12.2,9,0.204,11,0.364,4,55.0,33,0.535,23.4,20,43,0.442,19,0.29600000000000004,8,"Pete Hanna Center, Birmingham, Alabama",SAMFORD,Samford,74.3,Away,FURMAN,Furman,Furman,southern,25,False,False,False,Away,True,14,17,60,27,60,4,19,54,1,0,246,459,1465,0.5651877133105802,743,1515,0.4904290429042904,177,445,1420,0.5003521126760564,0.8
26,2020-02-15-16-furman,64.7,11,0.0,0,87.9,87.9,29,0.35700000000000004,56,0.304,17,0.25,14,0.929,13,11,200,80.3,9.1,3,15,53,,12.1,8,0.518,29,0.207,6,48.5,32,0.423,10.1,7,27,0.40700000000000003,11,0.593,16,"February 15, 2020",63.2,12,11.1,3,80.3,90.9,30,0.436,47,0.40399999999999997,19,0.532,25,0.68,17,5,200,87.9,12.1,4,14,58,,7.6,5,0.38299999999999995,18,0.16699999999999998,3,51.5,34,0.493,15.9,11,29,0.552,16,0.815,22,"Timmons Arena, Greenville, South Carolina",CHATTANOOGA,Chattanooga,66.3,Home,FURMAN,Furman,Furman,southern,26,True,False,True,Home,True,3,16,47,34,66,6,11,56,1,0,260,476,1525,0.5678688524590164,770,1575,0.4888888888888889,181,464,1474,0.4989823609226594,0.8076923076923077
27,2020-02-19-19-east-tennessee-state,36.4,8,3.4,1,113.6,55.2,16,0.48100000000000004,52,0.423,22,0.40399999999999997,21,0.762,16,6,200,100.0,15.2,5,19,66,,12.1,8,0.423,22,0.273,6,33.9,21,0.532,14.0,10,30,0.5329999999999999,16,0.7859999999999999,22,"February 19, 2020",42.3,11,10.0,3,100.0,84.8,28,0.556,54,0.48100000000000004,26,0.37,20,0.75,15,4,200,113.6,44.8,13,18,75,,6.1,4,0.46299999999999997,25,0.32,8,66.1,41,0.591,19.3,15,29,0.621,18,0.857,24,"Freedom Hall Civic Center, Johnson City, Tennessee",FURMAN,Furman,66.2,Home,EAST-TENNESSEE-STATE,ETSU,Furman,southern,27,False,False,False,Away,False,6,16,52,21,62,8,18,54,0,1,263,492,1572,0.5639312977099237,804,1641,0.489945155393053,187,475,1530,0.4937908496732026,0.8148148148148148
