,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TEXAS-STATE_homegame,TEXAS-STATE_homegame2,TEXAS-STATE_home,TEXAS-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2020-01-25-17-texas-state,45.8,11,5.3,2,91.2,80.8,21,0.491,55,0.436,24,0.2,11,0.909,10,12,200,94.1,32.3,10,16,64,,10.3,7,0.309,17,0.353,6,54.4,31,0.531,21.1,16,38,0.474,18,0.429,9,"January 25, 2020",52.2,12,7.9,3,94.1,67.7,21,0.47200000000000003,54,0.426,23,0.278,15,0.733,11,9,200,91.2,19.2,5,17,62,,5.9,4,0.29600000000000004,16,0.313,5,45.6,26,0.507,17.7,13,38,0.474,18,0.5710000000000001,12,"Strahan Coliseum, San Marcos, Texas",TEXAS-STATE,Texas State,67.7,Away,TEXAS-ARLINGTON,Texas-Arlington,Texas State,sun-belt,20,False,True,True,Home,False,5,18,54,26,57,6,18,55,0,1,110,394,1107,0.5049683830171635,610,1208,0.5049668874172185,144,279,1065,0.4647887323943662,0.6
21,2020-01-30-20-texas-state,38.9,7,7.3,3,110.9,66.7,24,0.40399999999999997,47,0.38299999999999995,18,0.34,16,0.813,13,14,200,79.7,17.2,5,20,51,,3.1,2,0.27699999999999997,13,0.154,2,44.6,29,0.467,16.9,11,34,0.47100000000000003,16,0.3,6,"January 30, 2020",68.2,15,2.9,1,79.7,82.8,24,0.41,61,0.361,22,0.45899999999999996,28,0.75,21,9,200,110.9,33.3,12,17,71,,6.3,4,0.32799999999999996,20,0.3,6,55.4,36,0.478,6.4,5,41,0.39,16,0.591,13,"Strahan Coliseum, San Marcos, Texas",LOUISIANA-MONROE,Louisiana-Monroe,64.0,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,21,True,False,True,Home,True,6,16,61,36,65,2,16,47,1,0,115,412,1161,0.5034453057708872,636,1265,0.5027667984189723,150,297,1120,0.4660714285714286,0.5714285714285714
22,2020-02-01-17-texas-state,43.5,10,11.5,6,97.3,68.4,26,0.457,58,0.397,23,0.293,17,0.765,13,14,200,90.4,21.9,7,18,66,,4.1,3,0.483,28,0.25,7,47.1,33,0.499,18.6,15,30,0.5329999999999999,16,0.391,9,"February 1, 2020",47.8,11,3.3,1,90.4,78.1,25,0.40299999999999997,62,0.371,23,0.40299999999999997,25,0.84,21,9,200,97.3,31.6,12,19,71,,9.6,7,0.161,10,0.4,4,52.9,37,0.48100000000000004,12.0,10,52,0.365,19,0.609,14,"Strahan Coliseum, San Marcos, Texas",LOUISIANA-LAFAYETTE,Louisiana,73.0,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,22,True,False,True,Home,True,4,19,62,37,70,7,16,58,1,0,121,428,1222,0.4987725040916529,672,1330,0.5052631578947369,152,313,1167,0.4635818337617824,0.5909090909090909
23,2020-02-06-19-coastal-carolina,60.0,24,20.0,6,90.0,67.6,25,0.68,64,0.625,40,0.23399999999999999,15,0.867,13,9,200,142.9,28.0,7,18,100,,8.6,6,0.23399999999999999,15,0.467,7,51.6,32,0.703,7.8,6,49,0.6729999999999999,33,0.625,15,"February 6, 2020",52.4,11,0.0,0,142.9,72.0,18,0.42,56,0.375,21,0.375,21,0.762,16,12,200,90.0,32.4,12,18,63,,4.3,3,0.46399999999999997,26,0.192,5,48.4,30,0.47700000000000004,18.7,15,30,0.5329999999999999,16,0.5,12,"The HTC Center, Conway, South Carolina",COASTAL-CAROLINA,Coastal Carolina,69.6,Away,TEXAS-STATE,Texas State,Texas State,sun-belt,23,False,False,False,Away,True,7,33,64,32,62,5,16,56,1,0,125,447,1284,0.4941588785046729,709,1400,0.5064285714285715,159,329,1225,0.463265306122449,0.6086956521739131
24,2020-02-08-16-appalachian-state,64.0,16,3.2,1,96.8,71.9,23,0.5,56,0.446,25,0.036000000000000004,2,0.5,1,10,200,91.9,17.9,5,19,57,,14.5,9,0.304,17,0.353,6,46.7,28,0.5,12.3,8,39,0.48700000000000004,19,0.6,15,"February 8, 2020",57.1,12,2.6,1,91.9,82.1,23,0.47,50,0.42,21,0.42,21,0.619,13,11,200,96.8,28.1,9,10,60,,9.7,6,0.38,19,0.263,5,53.3,32,0.5,19.1,14,31,0.516,16,0.56,14,"Holmes Convocation Center, Boone, North Carolina",TEXAS-STATE,Texas State,62.5,Home,APPALACHIAN-STATE,Appalachian State,Texas State,sun-belt,24,False,False,False,Away,False,6,19,56,28,60,5,16,50,0,1,132,480,1348,0.5029673590504451,741,1462,0.5068399452804377,164,345,1281,0.4613583138173302,0.625
25,2020-02-13-20-texas-state,45.5,10,9.1,4,110.4,52.9,18,0.534,44,0.5,22,0.659,29,0.655,19,8,200,98.5,25.9,7,16,66,,11.9,8,0.22699999999999998,10,0.3,3,41.0,25,0.5710000000000001,22.0,16,34,0.5589999999999999,19,0.6920000000000001,18,"February 13, 2020",61.3,19,11.8,4,98.5,74.1,20,0.524,63,0.4920000000000001,31,0.23800000000000002,15,0.5329999999999999,8,10,200,110.4,47.1,16,23,74,,9.0,6,0.302,19,0.21100000000000002,4,59.0,36,0.528,16.7,14,44,0.614,27,0.615,16,"Strahan Coliseum, San Marcos, Texas",ARKANSAS-LITTLE-ROCK,Little Rock,67.5,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,25,True,False,True,Home,True,4,27,63,36,61,3,19,44,1,0,138,499,1404,0.5028490028490028,769,1522,0.5052562417871223,169,361,1331,0.4616829451540195,0.6
26,2020-02-15-15-texas-state,65.0,13,2.2,1,100.0,59.4,19,0.4270000000000001,55,0.364,20,0.364,20,0.85,17,12,200,92.8,27.3,9,17,64,,8.7,6,0.29100000000000004,16,0.43799999999999994,7,43.1,28,0.496,16.9,13,39,0.33299999999999996,13,0.556,15,"February 15, 2020",50.0,13,10.3,4,92.8,72.7,24,0.44299999999999995,61,0.426,26,0.295,18,0.833,15,10,200,100.0,40.6,13,19,69,,8.7,6,0.24600000000000002,15,0.133,2,56.9,37,0.496,14.8,12,46,0.522,24,0.63,17,"Strahan Coliseum, San Marcos, Texas",ARKANSAS-STATE,Arkansas State,68.5,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,26,True,False,True,Home,True,2,24,61,37,65,7,13,55,1,0,142,526,1467,0.5037491479209271,805,1583,0.5085281111813014,172,380,1375,0.46399999999999997,0.6153846153846154
27,2020-02-20-20-texas-state,57.9,11,7.5,3,107.7,65.4,17,0.41700000000000004,48,0.396,19,0.625,30,0.5,15,12,200,84.6,21.2,7,12,55,,7.7,5,0.292,14,0.14300000000000002,2,40.7,24,0.442,16.4,12,34,0.5,17,0.5710000000000001,16,"February 20, 2020",51.7,15,20.6,7,84.6,78.8,26,0.5820000000000001,55,0.527,29,0.145,8,0.75,6,10,200,107.7,34.6,9,23,70,,9.2,6,0.273,15,0.4,6,59.3,35,0.595,17.0,12,40,0.575,23,0.643,18,"Strahan Coliseum, San Marcos, Texas",GEORGIA-SOUTHERN,Georgia Southern,64.5,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,27,True,False,True,Home,True,6,23,55,35,59,2,17,48,1,0,144,550,1528,0.5013089005235603,842,1648,0.5109223300970874,179,393,1430,0.4625874125874126,0.6296296296296297
28,2020-02-22-17-texas-state,55.2,16,8.0,4,119.4,69.2,18,0.578,58,0.5,29,0.259,15,0.6,9,11,200,105.6,21.4,6,21,76,,5.6,4,0.44799999999999995,26,0.34600000000000003,9,44.4,24,0.583,15.7,12,32,0.625,20,0.621,18,"February 22, 2020",48.3,14,12.5,4,105.6,78.6,22,0.5,62,0.46799999999999997,29,0.484,30,0.8,24,10,200,119.4,30.8,8,15,86,,9.7,7,0.19399999999999998,12,0.33299999999999996,4,55.6,30,0.564,5.1,4,50,0.5,25,0.655,19,"Strahan Coliseum, San Marcos, Texas",GEORGIA-STATE,Georgia State,71.7,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,28,True,False,True,Home,True,4,25,62,30,54,9,20,58,1,0,150,573,1583,0.5041061276058117,877,1707,0.513766842413591,181,410,1478,0.4610960757780785,0.6428571428571429
29,2020-02-28-21-texas-arlington,66.7,22,6.3,3,97.7,77.1,37,0.405,84,0.39299999999999996,33,0.345,29,0.655,19,10,275,100.0,32.0,16,21,87,,3.4,3,0.16699999999999998,14,0.14300000000000002,2,54.1,53,0.445,5.8,6,70,0.44299999999999995,31,0.667,20,"February 28, 2020",69.0,20,5.7,4,100.0,68.0,34,0.434,76,0.382,29,0.355,27,0.7040000000000001,19,17,275,97.7,22.9,11,20,85,,4.6,4,0.368,28,0.28600000000000003,8,45.9,45,0.478,8.3,8,48,0.43799999999999994,21,0.433,13,"College Park Center, Arlington, Texas",TEXAS-ARLINGTON,Texas-Arlington,63.1,Away,TEXAS-STATE,Texas State,Texas State,sun-belt,29,False,False,False,Away,True,2,31,84,53,98,8,21,76,1,0,154,598,1645,0.503951367781155,907,1761,0.5150482680295286,190,430,1536,0.4654947916666667,0.6551724137931034
30,2020-03-03-20-south-alabama,57.1,12,9.5,4,101.8,67.7,21,0.49,49,0.429,21,0.204,10,0.6,6,11,200,94.7,25.0,7,13,54,,3.5,2,0.449,22,0.273,6,47.5,28,0.502,15.8,10,27,0.556,15,0.645,20,"March 3, 2020",32.0,8,3.7,1,94.7,75.0,21,0.46399999999999997,56,0.446,25,0.161,9,0.667,6,11,200,101.8,32.3,10,15,58,,12.3,7,0.25,14,0.14300000000000002,2,52.5,31,0.48100000000000004,9.1,6,42,0.5479999999999999,23,0.645,20,"Mitchell Center, Mobile, Alabama",TEXAS-STATE,Texas State,56.5,Home,SOUTH-ALABAMA,South Alabama,Texas State,sun-belt,30,False,False,False,Away,False,6,15,49,28,59,2,23,56,0,1,156,629,1729,0.4991324465008676,960,1859,0.5164066702528239,198,451,1612,0.4640198511166253,0.6666666666666666
31,2020-03-11-20-texas-state,30.0,6,4.4,2,116.4,76.2,16,0.467,46,0.435,20,0.7609999999999999,35,0.7140000000000001,25,15,200,93.2,22.6,7,18,68,,9.6,7,0.326,15,0.2,3,44.2,23,0.5429999999999999,22.7,18,31,0.5479999999999999,17,0.545,18,"March 11, 2020",58.8,20,0.0,0,93.2,77.4,24,0.632,57,0.596,34,0.281,16,0.813,13,11,200,116.4,23.8,5,24,85,,12.3,9,0.21100000000000002,12,0.33299999999999996,4,55.8,29,0.6579999999999999,16.9,13,45,0.667,30,0.6559999999999999,21,"Strahan Coliseum, San Marcos, Texas",APPALACHIAN-STATE,Appalachian State,73.1,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,31,True,False,True,Home,True,4,30,57,29,52,3,17,46,1,0,162,644,1778,0.4988751406074241,988,1918,0.5151199165797706,200,474,1668,0.4640287769784173,0.6451612903225806
