,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CALIFORNIA-RIVERSIDE_homegame,CALIFORNIA-RIVERSIDE_homegame2,CALIFORNIA-RIVERSIDE_home,CALIFORNIA-RIVERSIDE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-16-washington-state,52.4,11,5.9,2,102.9,69.7,23,0.511,47,0.447,21,0.27699999999999997,13,0.615,8,4,200,82.4,20.8,5,19,56,,5.9,4,0.447,21,0.28600000000000003,6,49.1,28,0.527,29.4,22,26,0.5770000000000001,15,0.636,7,"December 15, 2019",45.8,11,15.4,4,82.4,79.2,19,0.48200000000000004,57,0.42100000000000004,24,0.316,18,0.833,15,4,200,102.9,30.3,10,17,70,,16.2,11,0.40399999999999997,23,0.304,7,50.9,29,0.534,14.5,11,34,0.5,17,0.6,6,"Beasley Coliseum, Pullman, Washington",CALIFORNIA-RIVERSIDE,UC-Riverside,68.4,Home,WASHINGTON-STATE,Washington State,UC Riverside,big-west,10,False,False,False,Away,False,6,15,47,28,57,7,17,57,0,1,87,146,536,0.5158582089552238,364,657,0.5540334855403348,46,152,541,0.4085027726432533,0.7
11,2019-12-19-22-california-riverside,42.9,9,3.1,1,87.5,77.8,21,0.47100000000000003,51,0.41200000000000003,21,0.392,20,0.75,15,2,200,98.4,24.1,7,11,63,,12.5,8,0.392,20,0.3,6,50.0,28,0.521,13.1,9,31,0.484,15,0.75,6,"December 19, 2019",37.5,9,0.0,0,98.4,75.9,22,0.491,54,0.444,24,0.111,6,0.5,3,5,200,87.5,22.2,6,22,56,,3.1,2,0.40700000000000003,22,0.22699999999999998,5,50.0,28,0.493,20.9,15,32,0.594,19,0.583,7,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,64.2,Away,NORTHERN-ARIZONA,Northern Arizona,UC Riverside,big-west,11,False,True,True,Home,False,5,19,54,28,56,6,15,51,0,1,93,161,583,0.5154373927958834,392,714,0.5490196078431373,53,169,598,0.4155518394648829,0.6363636363636364
12,2019-12-22-17-san-jose-state,56.7,17,15.6,5,89.0,86.1,31,0.524,63,0.47600000000000003,30,0.317,20,0.7,14,5,200,109.6,30.3,10,20,80,,9.6,7,0.27,17,0.353,6,59.4,41,0.552,11.1,9,46,0.522,24,0.615,8,"December 22, 2019",80.0,16,2.2,1,109.6,69.7,23,0.42200000000000004,58,0.345,20,0.36200000000000004,21,0.762,16,10,200,89.0,13.9,5,17,65,,5.5,4,0.44799999999999995,26,0.34600000000000003,9,40.6,28,0.478,14.1,11,32,0.344,11,0.231,3,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,72.7,Away,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,12,False,False,False,Away,True,6,24,63,41,69,9,11,58,1,0,98,180,637,0.5133437990580848,420,770,0.5454545454545454,59,184,649,0.41987673343605547,0.5833333333333334
13,2019-12-28-21-fresno-state,50.0,12,11.5,3,90.5,84.6,22,0.518,56,0.429,24,0.071,4,0.5,2,5,200,95.2,44.0,11,13,60,,7.9,5,0.33899999999999997,19,0.526,10,64.7,33,0.518,20.6,15,37,0.37799999999999995,14,0.643,9,"December 28, 2019",60.0,12,16.2,6,95.2,56.0,14,0.5,48,0.41700000000000004,20,0.271,13,0.6920000000000001,9,9,200,90.5,15.4,4,12,57,,4.8,3,0.45799999999999996,22,0.364,8,35.3,18,0.526,20.7,14,26,0.462,12,0.308,4,"Save Mart Center, Fresno, California",FRESNO-STATE,Fresno State,63.0,Away,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,13,False,False,False,Away,True,10,14,56,33,51,8,12,48,1,0,104,204,700,0.5142857142857142,461,839,0.5494636471990465,68,195,707,0.4200848656294201,0.6153846153846154
14,2019-12-31-16-air-force,64.7,11,6.1,2,154.4,73.7,14,0.434,53,0.321,17,0.34,18,0.556,10,6,200,82.4,26.5,9,19,56,,2.9,2,0.623,33,0.364,12,43.4,23,0.455,18.7,14,20,0.25,5,0.6,9,"December 31, 2019",55.9,19,5.0,1,82.4,73.5,25,0.741,56,0.607,34,0.446,25,0.88,22,7,200,154.4,26.3,5,12,105,,13.2,9,0.41100000000000003,23,0.652,15,56.6,30,0.773,8.2,6,33,0.5760000000000001,19,0.5,7,"Clune Arena , Colorado Springs, Colorado",CALIFORNIA-RIVERSIDE,UC-Riverside,67.7,Home,AIR-FORCE,Air Force,UC Riverside,big-west,14,False,False,False,Away,False,12,5,53,23,53,15,19,56,0,1,114,218,756,0.5145502645502645,494,890,0.5550561797752809,76,207,755,0.4251655629139073,0.6428571428571429
15,2020-01-04-20-california-riverside,40.9,9,6.7,3,121.9,57.1,20,0.444,54,0.40700000000000003,22,0.185,10,0.3,3,0,200,69.9,6.1,2,17,51,,13.7,10,0.259,14,0.28600000000000003,4,32.4,22,0.434,22.5,17,40,0.45,18,0.0,0,"January 4, 2020",62.9,22,2.5,1,69.9,93.9,31,0.581,68,0.515,35,0.20600000000000002,14,0.7140000000000001,10,6,200,121.9,42.9,15,14,89,,11.0,8,0.33799999999999997,23,0.391,9,67.6,46,0.596,14.9,13,45,0.578,26,0.625,10,"UC Riverside Student Recreation Center, Riverside, California","San Diego Christian
			","San Diego Christian
			",73.2,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,15,True,False,True,Home,True,9,26,68,46,68,4,18,54,1,0,126,223,809,0.5092707045735476,517,943,0.5482502651113468,91,226,811,0.4469790382244143,0.6
16,2020-01-09-22-california-davis,50.0,12,9.1,3,86.8,81.3,26,0.611,45,0.5329999999999999,24,0.35600000000000004,16,0.625,10,6,200,95.6,19.0,4,14,65,,11.8,8,0.33299999999999996,15,0.467,7,56.6,30,0.618,24.6,17,30,0.5670000000000001,17,0.647,11,"January 9, 2020",41.7,10,3.3,1,95.6,81.0,17,0.475,59,0.40700000000000003,24,0.085,5,0.6,3,11,200,86.8,18.8,6,16,59,,17.6,12,0.441,26,0.308,8,43.4,23,0.48100000000000004,20.7,16,33,0.485,16,0.353,6,"The Pavilion, Davis, California",CALIFORNIA-DAVIS,UC-Davis,68.5,Away,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,16,False,False,False,Away,True,7,17,45,30,53,8,16,59,1,0,135,249,877,0.5148232611174458,563,1011,0.5568743818001978,95,244,865,0.4468208092485549,0.625
17,2020-01-11-20-california-riverside,45.0,9,2.9,1,98.5,72.2,26,0.442,52,0.385,20,0.34600000000000003,18,0.722,13,12,200,89.4,12.1,4,21,59,,6.1,4,0.25,13,0.462,6,43.5,30,0.48700000000000004,13.1,9,39,0.359,14,0.294,5,"January 11, 2020",45.0,9,7.7,3,89.4,87.9,29,0.409,55,0.364,20,0.491,27,0.741,20,6,200,98.5,27.8,10,18,65,,6.1,4,0.382,21,0.23800000000000002,5,56.5,39,0.479,11.9,9,34,0.441,15,0.667,12,"UC Riverside Student Recreation Center, Riverside, California",CAL-STATE-FULLERTON,Cal State Fullerton,66.2,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,17,True,False,True,Home,True,5,15,55,39,69,6,14,52,1,0,142,266,922,0.5195227765726681,593,1064,0.5573308270676691,103,260,924,0.4485930735930736,0.6470588235294118
18,2020-01-16-22-california-riverside,41.4,12,9.4,3,98.6,75.0,21,0.6,55,0.527,29,0.364,20,0.7,14,12,200,115.9,19.2,5,16,80,,13.0,9,0.255,14,0.5710000000000001,8,48.1,26,0.62,12.4,9,41,0.512,21,0.368,7,"January 16, 2020",61.5,16,2.4,1,115.9,80.8,21,0.536,56,0.46399999999999997,26,0.25,14,0.5710000000000001,8,7,200,98.6,25.0,7,16,68,,4.3,3,0.429,24,0.33299999999999996,8,51.9,28,0.5429999999999999,17.3,13,32,0.563,18,0.632,12,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,68.6,Away,CAL-STATE-NORTHRIDGE,Cal State Northridge,UC Riverside,big-west,18,False,True,True,Home,False,8,18,56,28,54,8,21,55,0,1,147,281,977,0.5133060388945753,632,1133,0.5578111209179171,109,274,976,0.44825819672131145,0.6666666666666666
19,2020-01-18-22-california-irvine,23.5,4,2.6,1,103.0,86.4,19,0.317,60,0.28300000000000003,17,0.3670000000000001,22,0.682,15,8,200,79.1,27.0,10,18,53,,6.0,4,0.3,18,0.222,4,49.2,29,0.376,10.3,8,42,0.31,13,0.6,12,"January 18, 2020",46.4,13,19.0,8,79.1,73.0,27,0.612,49,0.5710000000000001,28,0.28600000000000003,14,0.643,9,8,200,103.0,13.6,3,20,69,,9.0,6,0.22399999999999998,11,0.364,4,50.8,30,0.62,19.1,13,38,0.632,24,0.579,11,"Bren Events Center, Irvine, California",CALIFORNIA-RIVERSIDE,UC-Riverside,67.1,Home,CALIFORNIA-IRVINE,UC-Irvine,UC Riverside,big-west,19,False,False,False,Away,False,4,13,60,29,59,4,24,49,0,1,155,299,1033,0.5145208131655372,660,1187,0.5560235888795282,117,295,1031,0.45635305528613,0.631578947368421
20,2020-01-23-22-california-riverside,40.9,9,11.5,3,142.6,70.4,19,0.4320000000000001,59,0.373,22,0.35600000000000004,21,0.619,13,14,200,94.1,14.6,6,21,64,,4.4,3,0.305,18,0.389,7,36.8,25,0.46399999999999997,8.1,6,41,0.366,15,0.222,4,"January 23, 2020",66.7,20,12.2,5,94.1,85.4,35,0.679,56,0.536,30,0.46399999999999997,26,0.8079999999999999,21,8,200,142.6,29.6,8,19,97,,5.9,4,0.536,30,0.5329999999999999,16,63.2,43,0.71,9.4,7,26,0.5379999999999999,14,0.619,13,"UC Riverside Student Recreation Center, Riverside, California",CAL-POLY,Cal Poly,68.2,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,20,True,False,True,Home,True,16,14,56,43,68,7,15,59,1,0,159,312,1093,0.5036596523330283,689,1246,0.5529695024077047,121,319,1080,0.4634259259259259,0.6
21,2020-01-25-22-california-santa-barbara,32.0,8,2.5,1,106.6,80.8,21,0.617,47,0.532,25,0.191,9,0.556,5,9,200,103.3,13.6,3,17,63,,3.3,2,0.532,25,0.32,8,50.0,24,0.614,19.1,12,22,0.773,17,0.591,13,"January 25, 2020",50.0,14,4.5,1,103.3,86.4,19,0.575,53,0.528,28,0.151,8,0.5,4,7,200,106.6,19.2,5,13,65,,4.9,3,0.245,13,0.385,5,50.0,24,0.5720000000000001,13.7,9,40,0.575,23,0.65,13,"The Thunderdome, Santa Barbara, California",CALIFORNIA-RIVERSIDE,UC-Riverside,60.5,Home,CALIFORNIA-SANTA-BARBARA,UCSB,UC Riverside,big-west,21,False,False,False,Away,False,8,17,47,24,48,5,23,53,0,1,175,326,1149,0.5121845082680592,732,1314,0.5570776255707762,128,334,1139,0.4618086040386304,0.6190476190476191
22,2020-01-30-22-california-riverside,43.5,10,17.2,5,113.2,80.8,21,0.491,56,0.41100000000000003,23,0.375,21,0.667,14,15,200,101.5,16.7,6,17,69,,7.4,5,0.321,18,0.5,9,43.5,27,0.523,12.1,9,38,0.368,14,0.318,7,"January 30, 2020",57.1,16,5.3,2,101.5,83.3,30,0.598,56,0.5,28,0.214,12,0.833,10,9,200,113.2,19.2,5,18,77,,10.3,7,0.48200000000000004,27,0.40700000000000003,11,56.5,35,0.624,15.2,11,29,0.586,17,0.609,14,"UC Riverside Student Recreation Center, Riverside, California",LONG-BEACH-STATE,Long Beach State,68.3,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,22,True,False,True,Home,True,11,17,56,35,62,9,14,56,1,0,183,343,1196,0.5163043478260869,756,1362,0.5550660792951542,133,357,1192,0.4668624161073826,0.5909090909090909
23,2020-02-05-22-cal-state-fullerton,40.0,8,13.9,5,98.4,80.8,21,0.467,46,0.435,20,0.13,6,0.833,5,10,200,77.4,5.6,1,12,48,,8.1,5,0.304,14,0.214,3,50.0,22,0.491,23.6,15,32,0.531,17,0.583,14,"February 5, 2020",45.8,11,6.3,2,77.4,94.4,17,0.54,50,0.48,24,0.18,9,0.778,7,15,200,98.4,19.2,5,10,61,,16.1,10,0.28,14,0.429,6,50.0,22,0.562,18.2,12,36,0.5,18,0.375,9,"Titan Gym, Fullerton, California",CALIFORNIA-RIVERSIDE,UC-Riverside,62.1,Home,CAL-STATE-FULLERTON,Cal State Fullerton,UC Riverside,big-west,23,False,False,False,Away,False,3,17,46,22,44,6,18,50,0,1,194,360,1252,0.5199680511182109,791,1424,0.5554775280898876,142,371,1248,0.467948717948718,0.6086956521739131
24,2020-02-08-22-cal-state-northridge,52.4,11,0.0,0,101.7,69.7,23,0.46399999999999997,55,0.382,21,0.2,11,0.727,8,11,200,98.3,16.7,5,17,59,,6.7,4,0.455,25,0.36,9,44.4,28,0.49,9.1,6,30,0.4,12,0.56,14,"February 8, 2020",77.3,17,13.3,4,98.3,83.3,25,0.44799999999999995,58,0.379,22,0.207,12,0.75,9,15,200,101.7,30.3,10,13,61,,0.0,0,0.414,24,0.33299999999999996,8,55.6,35,0.479,8.7,6,34,0.41200000000000003,14,0.4,10,"The Matadome, Northridge, California",CALIFORNIA-RIVERSIDE,UC-Riverside,60.5,Home,CAL-STATE-NORTHRIDGE,Cal State Northridge,UC Riverside,big-west,24,False,False,False,Away,False,9,12,55,28,63,8,14,58,0,1,197,377,1298,0.5181047765793528,813,1468,0.5538147138964578,148,389,1298,0.4707241910631741,0.5833333333333334
25,2020-02-12-22-california-riverside,38.1,8,5.6,2,100.0,75.0,21,0.556,45,0.467,21,0.33299999999999996,15,0.867,13,10,200,106.8,21.7,5,12,63,,10.2,6,0.33299999999999996,15,0.5329999999999999,8,51.0,26,0.604,17.6,11,30,0.433,13,0.615,16,"February 12, 2020",56.0,14,6.7,2,106.8,78.3,18,0.509,55,0.455,25,0.055,3,1.0,3,12,200,100.0,25.0,7,14,59,,11.9,7,0.345,19,0.316,6,49.0,25,0.523,15.1,10,36,0.528,19,0.5379999999999999,14,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,58.8,Away,CALIFORNIA-IRVINE,UC-Irvine,UC Riverside,big-west,25,False,True,True,Home,False,6,19,55,25,51,8,13,45,0,1,206,389,1353,0.5158906134515889,841,1531,0.5493141737426519,156,403,1356,0.46976401179940996,0.56
