,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MISSOURI-STATE_homegame,MISSOURI-STATE_homegame2,MISSOURI-STATE_home,MISSOURI-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-11-20-missouri-state,22.2,4,3.3,1,119.0,68.4,13,0.406,48,0.375,18,0.33299999999999996,16,0.875,14,3,200,84.1,25.0,7,18,53,,9.5,6,0.22899999999999998,11,0.273,3,42.6,20,0.47700000000000004,21.4,15,37,0.405,15,0.7,7,"December 11, 2019",44.0,11,10.8,4,84.1,75.0,21,0.636,44,0.568,25,0.523,23,0.826,19,5,200,119.0,31.6,6,16,75,,12.7,8,0.318,14,0.429,6,57.4,27,0.6829999999999999,20.6,14,30,0.633,19,0.545,6,"JQH Arena, Springfield, Missouri",ARKANSAS-STATE,Arkansas State,63.3,Home,MISSOURI-STATE,Missouri State,Missouri State,mvc,10,True,False,True,Home,True,6,19,44,27,47,3,15,48,1,0,61,184,563,0.4893428063943162,358,643,0.5567651632970451,63,173,567,0.4717813051146385,0.5
11,2019-12-15-19-virginia-commonwealth,25.0,5,9.1,3,91.0,75.0,24,0.47,50,0.4,20,0.08,4,1.0,4,6,200,76.1,35.7,10,16,51,,9.0,6,0.34,17,0.41200000000000003,7,56.7,34,0.491,33.4,26,33,0.39399999999999996,13,0.5,6,"December 15, 2019",63.2,12,9.1,3,76.1,64.3,18,0.42,56,0.33899999999999997,19,0.35700000000000004,20,0.7,14,2,200,91.0,25.0,8,13,61,,23.9,16,0.41100000000000003,23,0.391,9,43.3,26,0.466,11.0,8,33,0.303,10,0.8,8,"Stuart Siegel Center, Richmond, Virginia",MISSOURI-STATE,Missouri State,66.7,Home,VIRGINIA-COMMONWEALTH,VCU,Missouri State,mvc,11,False,False,False,Away,False,7,13,50,34,60,9,10,56,0,1,67,203,607,0.5,385,690,0.5579710144927537,66,188,615,0.4666666666666667,0.5454545454545454
12,2019-12-21-14-oral-roberts,46.4,13,0.0,0,113.9,66.7,20,0.4920000000000001,65,0.431,28,0.154,10,0.8,8,7,200,100.0,20.0,7,22,72,,8.3,6,0.369,24,0.33299999999999996,8,41.5,27,0.516,12.6,10,41,0.488,20,0.462,6,"December 21, 2019",33.3,9,4.9,2,100.0,80.0,28,0.517,58,0.466,27,0.44799999999999995,26,0.846,22,5,200,113.9,33.3,10,14,82,,4.2,3,0.293,17,0.353,6,58.5,38,0.583,13.7,11,41,0.512,21,0.583,7,"Mabee Center, Tulsa, Oklahoma",MISSOURI-STATE,Missouri State,72.1,Home,ORAL-ROBERTS,Oral Roberts,Missouri State,mvc,12,False,False,False,Away,False,8,20,65,27,65,6,21,58,0,1,74,216,657,0.4977168949771689,419,750,0.5586666666666666,75,198,671,0.46274217585693,0.5
13,2019-12-31-17-missouri-state,27.3,6,2.9,1,101.6,73.9,17,0.392,60,0.3670000000000001,22,0.16699999999999998,10,0.5,5,5,200,81.3,21.1,8,13,52,,7.8,5,0.3670000000000001,22,0.136,3,41.0,25,0.402,11.0,8,38,0.5,19,0.643,9,"December 31, 2019",40.0,10,13.2,5,81.3,78.9,30,0.5489999999999999,51,0.49,25,0.255,13,0.6920000000000001,9,7,200,101.6,26.1,6,15,65,,4.7,3,0.314,16,0.375,6,59.0,36,0.568,17.5,12,35,0.5429999999999999,19,0.5,7,"JQH Arena, Springfield, Missouri",EVANSVILLE,Evansville,64.0,Home,MISSOURI-STATE,Missouri State,Missouri State,mvc,13,True,False,True,Home,True,6,19,51,36,61,3,19,60,1,0,82,236,722,0.497229916897507,446,815,0.5472392638036809,81,219,729,0.4670781893004115,0.4615384615384616
14,2020-01-04-20-loyola-il,59.1,13,13.2,5,98.4,85.2,23,0.52,51,0.431,22,0.11800000000000001,6,0.833,5,8,200,92.1,25.0,6,22,58,,4.8,3,0.451,23,0.391,9,56.9,29,0.539,23.0,16,28,0.46399999999999997,13,0.467,7,"January 4, 2020",50.0,11,7.1,2,92.1,75.0,18,0.479,48,0.45799999999999996,22,0.542,26,0.615,16,5,200,98.4,14.8,4,10,62,,14.3,9,0.20800000000000002,10,0.2,2,43.1,22,0.514,9.2,6,38,0.526,20,0.667,10,"Joseph J. Gentile Center, Chicago, Illinois",MISSOURI-STATE,Missouri State,63.1,Home,LOYOLA-IL,Loyola (IL),Missouri State,mvc,14,False,False,False,Away,False,9,13,51,29,51,2,20,48,0,1,88,255,773,0.500646830530401,482,876,0.5502283105022832,84,238,789,0.4613434727503168,0.5
15,2020-01-07-20-illinois-state,68.2,15,3.7,1,92.6,77.8,21,0.41100000000000003,62,0.355,22,0.306,19,0.8420000000000001,16,8,200,98.5,28.6,10,13,67,,11.8,8,0.387,24,0.292,7,50.0,31,0.47200000000000003,10.2,8,38,0.395,15,0.5,8,"January 7, 2020",43.5,10,2.6,1,98.5,71.4,25,0.541,49,0.469,23,0.34700000000000003,17,0.588,10,9,200,92.6,22.2,6,15,63,,4.4,3,0.449,22,0.318,7,50.0,31,0.552,22.1,16,27,0.593,16,0.4,6,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,68.1,Away,MISSOURI-STATE,Missouri State,Missouri State,mvc,15,False,False,False,Away,True,7,15,62,31,62,7,16,49,1,0,97,268,824,0.5018203883495146,511,927,0.5512405609492989,86,258,837,0.4623655913978494,0.4666666666666667
16,2020-01-11-16-missouri-state,40.0,12,12.0,6,86.4,76.9,30,0.652,56,0.536,30,0.179,10,0.7,7,2,200,121.2,25.0,6,12,80,,6.1,4,0.39299999999999996,22,0.591,13,57.1,36,0.6579999999999999,16.6,12,34,0.5,17,0.875,14,"January 11, 2020",52.2,12,5.9,2,121.2,75.0,18,0.391,64,0.359,23,0.188,12,0.583,7,9,200,86.4,23.1,9,13,57,,10.6,7,0.21899999999999997,14,0.28600000000000003,4,42.9,27,0.409,6.7,5,50,0.38,19,0.47100000000000003,8,"JQH Arena, Springfield, Missouri",MISSOURI-STATE,Missouri State,66.2,Away,NORTHERN-IOWA,Northern Iowa,Missouri State,mvc,16,False,True,True,Home,False,4,19,64,27,63,13,17,56,0,1,104,283,886,0.4954853273137698,542,989,0.5480283114256825,93,274,886,0.4667042889390519,0.5
17,2020-01-15-20-missouri-state,51.6,16,17.6,6,105.4,85.7,30,0.598,66,0.47,31,0.22699999999999998,15,0.8,12,5,200,123.0,25.7,9,19,91,,2.7,2,0.455,30,0.5670000000000001,17,55.7,39,0.622,12.1,10,36,0.389,14,0.722,13,"January 15, 2020",45.8,11,2.8,1,123.0,74.3,26,0.509,58,0.414,24,0.397,23,0.826,19,10,200,105.4,14.3,5,17,78,,8.1,6,0.414,24,0.45799999999999996,11,44.3,31,0.5660000000000001,12.8,10,34,0.382,13,0.444,8,"JQH Arena, Springfield, Missouri",MISSOURI-STATE,Missouri State,74.0,Away,BRADLEY,Bradley,Missouri State,mvc,17,False,True,True,Home,False,11,13,58,31,70,17,14,66,0,1,108,302,950,0.4884210526315789,569,1052,0.5408745247148289,106,291,942,0.4777070063694268,0.4705882352941176
18,2020-01-18-14-evansville,42.3,11,6.7,2,84.1,84.8,28,0.536,55,0.473,26,0.182,10,0.9,9,10,200,98.6,14.3,4,17,68,,7.2,5,0.327,18,0.389,7,52.5,32,0.569,19.1,14,37,0.514,19,0.474,9,"January 18, 2020",45.5,10,8.1,3,98.6,85.7,24,0.439,57,0.386,22,0.158,9,0.889,8,10,200,84.1,15.2,5,14,58,,5.8,4,0.474,27,0.222,6,47.5,29,0.473,15.3,11,30,0.5329999999999999,16,0.474,9,"Ford Center, Evansville, Indiana",EVANSVILLE,Evansville,68.5,Away,MISSOURI-STATE,Missouri State,Missouri State,mvc,18,False,False,False,Away,True,7,19,55,32,61,6,16,57,1,0,119,315,1008,0.4895833333333333,600,1122,0.5347593582887701,123,305,1008,0.4856150793650794,0.4444444444444444
19,2020-01-23-20-missouri-state,47.6,10,8.6,3,90.5,72.7,24,0.379,66,0.318,21,0.19699999999999998,13,0.769,10,10,200,81.1,22.2,10,22,60,,12.2,9,0.591,39,0.205,8,43.6,34,0.41600000000000004,13.3,11,27,0.48100000000000004,13,0.5,10,"January 23, 2020",47.6,10,7.4,2,81.1,77.8,35,0.43,57,0.368,21,0.40399999999999997,23,0.7829999999999999,18,10,200,90.5,27.3,9,14,67,,10.8,8,0.386,22,0.318,7,56.4,44,0.493,18.3,15,35,0.4,14,0.5,10,"JQH Arena, Springfield, Missouri",VALPARAISO,Valparaiso,73.6,Home,MISSOURI-STATE,Missouri State,Missouri State,mvc,19,True,False,True,Home,True,7,14,57,44,78,8,13,66,1,0,126,334,1063,0.4920037629350894,632,1183,0.5342349957734573,129,321,1065,0.4830985915492958,0.4736842105263158
20,2020-01-26-16-drake,37.0,10,19.0,8,92.2,88.4,38,0.436,70,0.386,27,0.14300000000000002,10,0.8,8,11,200,89.6,20.5,8,18,69,,3.9,3,0.35700000000000004,25,0.28,7,56.1,46,0.462,12.9,11,45,0.444,20,0.47600000000000003,10,"January 26, 2020",60.0,15,11.1,5,89.6,79.5,31,0.44,67,0.373,25,0.254,17,0.706,12,6,200,92.2,11.6,5,13,71,,6.5,5,0.373,25,0.36,9,43.9,36,0.473,8.6,7,42,0.381,16,0.7140000000000001,15,"Knapp Center, Des Moines, Iowa",MISSOURI-STATE,Missouri State,77.4,Home,DRAKE,Drake,Missouri State,mvc,20,False,False,False,Away,False,7,20,70,46,82,9,16,67,0,1,133,348,1120,0.4888392857142857,676,1261,0.5360824742268041,137,334,1131,0.4770114942528736,0.5
21,2020-01-29-19-northern-iowa,39.1,9,4.3,1,135.7,78.3,18,0.48200000000000004,55,0.418,23,0.345,19,0.684,13,12,200,94.3,19.4,6,18,66,,10.0,7,0.364,20,0.35,7,44.4,24,0.515,17.0,13,35,0.457,16,0.455,10,"January 29, 2020",59.4,19,5.7,2,94.3,80.6,25,0.736,55,0.5820000000000001,32,0.309,17,0.8240000000000001,14,3,200,135.7,21.7,5,16,95,,5.7,4,0.5820000000000001,32,0.531,17,55.6,30,0.753,15.0,11,23,0.652,15,0.857,18,"McLeod Center, Cedar Falls, Iowa",MISSOURI-STATE,Missouri State,70.1,Home,NORTHERN-IOWA,Northern Iowa,Missouri State,mvc,21,False,False,False,Away,False,7,16,55,24,54,17,15,55,0,1,140,368,1190,0.4857142857142857,722,1343,0.537602382725242,146,350,1198,0.4749582637729549,0.4761904761904762
22,2020-02-01-16-missouri-state,40.7,11,13.3,6,107.9,67.7,21,0.62,50,0.54,27,0.38,19,0.8420000000000001,16,8,200,123.8,36.4,8,19,78,,4.8,3,0.26,13,0.615,8,54.7,29,0.6609999999999999,14.6,10,37,0.514,19,0.619,13,"February 1, 2020",52.0,13,0.0,0,123.8,63.6,14,0.45799999999999996,59,0.424,25,0.322,19,0.737,14,13,200,107.9,32.3,10,18,68,,6.3,4,0.237,14,0.28600000000000003,4,45.3,24,0.5,9.4,7,45,0.467,21,0.435,10,"JQH Arena, Springfield, Missouri",MISSOURI-STATE,Missouri State,63.0,Away,INDIANA-STATE,Indiana State,Missouri State,mvc,22,False,True,True,Home,False,4,21,59,24,53,8,19,50,0,1,147,384,1245,0.4855421686746988,746,1397,0.5340014316392269,163,365,1253,0.4864325618515562,0.4545454545454545
23,2020-02-05-20-missouri-state,47.6,10,4.7,2,115.9,61.3,19,0.544,45,0.467,21,0.35600000000000004,16,0.688,11,16,200,87.0,3.8,1,9,60,,7.2,5,0.42200000000000004,19,0.368,7,35.1,20,0.57,24.6,17,26,0.5379999999999999,14,0.304,7,"February 5, 2020",44.4,16,11.5,3,87.0,96.2,25,0.557,70,0.514,36,0.057,4,0.5,2,13,200,115.9,38.7,12,16,80,,17.4,12,0.386,27,0.222,6,64.9,37,0.556,11.1,9,43,0.698,30,0.45799999999999996,11,"JQH Arena, Springfield, Missouri",ILLINOIS-STATE,Illinois State,68.8,Home,MISSOURI-STATE,Missouri State,Missouri State,mvc,23,True,False,True,Home,True,6,30,70,37,57,7,14,45,1,0,151,405,1304,0.4842791411042945,770,1450,0.5310344827586206,171,384,1303,0.4915579432079816,0.43478260869565216
24,2020-02-08-20-southern-illinois,63.0,17,0.0,0,109.7,76.5,26,0.534,58,0.466,27,0.121,7,0.5710000000000001,4,14,200,106.5,36.7,11,18,66,,4.8,3,0.36200000000000004,21,0.381,8,57.8,37,0.5379999999999999,16.4,12,37,0.514,19,0.44,11,"February 8, 2020",47.8,11,2.7,1,106.5,63.3,19,0.48200000000000004,55,0.418,23,0.327,18,0.833,15,10,200,109.7,23.5,8,13,68,,14.5,9,0.436,24,0.292,7,42.2,27,0.535,10.0,7,31,0.516,16,0.6,15,"The SIU Arena, Carbondale, Illinois",MISSOURI-STATE,Missouri State,62.4,Home,SOUTHERN-ILLINOIS,Southern Illinois,Missouri State,mvc,24,False,False,False,Away,False,8,19,58,37,64,7,16,55,0,1,157,435,1374,0.4879912663755458,807,1507,0.5355009953550101,178,398,1348,0.4933234421364986,0.4583333333333333
25,2020-02-12-20-missouri-state,52.4,11,7.3,3,132.9,69.2,18,0.5,51,0.41200000000000003,21,0.33299999999999996,17,0.647,11,10,200,84.9,16.7,5,16,62,,5.5,4,0.431,22,0.409,9,41.1,23,0.525,23.5,18,29,0.414,12,0.615,16,"February 12, 2020",37.1,13,10.3,3,84.9,83.3,25,0.636,66,0.53,35,0.273,18,0.722,13,14,200,132.9,30.8,8,19,97,,12.3,9,0.379,25,0.56,14,58.9,33,0.6509999999999999,8.7,7,41,0.512,21,0.462,12,"JQH Arena, Springfield, Missouri",DRAKE,Drake,72.8,Home,MISSOURI-STATE,Missouri State,Missouri State,mvc,25,True,False,True,Home,True,14,21,66,33,56,9,12,51,1,0,165,454,1432,0.4898743016759777,844,1571,0.5372374283895608,185,414,1403,0.492872416250891,0.44
26,2020-02-16-16-indiana-state,66.7,16,5.7,2,85.3,92.5,37,0.539,51,0.47100000000000003,24,0.41200000000000003,21,0.762,16,14,200,104.4,21.4,6,24,71,,5.9,4,0.314,16,0.43799999999999994,7,63.2,43,0.5820000000000001,19.9,15,35,0.486,17,0.48100000000000004,13,"February 16, 2020",50.0,10,11.4,4,104.4,78.6,22,0.409,55,0.364,20,0.327,18,0.722,13,11,200,85.3,7.5,3,17,58,,7.4,5,0.364,20,0.25,5,36.8,25,0.456,8.7,6,35,0.429,15,0.56,14,"Hulman Center, Terre Haute, Indiana",INDIANA-STATE,Indiana State,68.3,Away,MISSOURI-STATE,Missouri State,Missouri State,mvc,26,False,False,False,Away,True,7,17,51,43,68,5,15,55,1,0,179,475,1498,0.496328437917223,877,1627,0.5390288875230486,194,426,1454,0.4931224209078404,0.4615384615384616
