,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,AUSTIN-PEAY_homegame,AUSTIN-PEAY_homegame2,AUSTIN-PEAY_home,AUSTIN-PEAY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-14-austin-peay,48.0,12,10.0,4,104.1,70.4,19,0.5710000000000001,49,0.51,25,0.6940000000000001,34,0.882,30,0,200,116.2,25.9,7,21,86,,9.5,7,0.38799999999999996,19,0.316,6,48.1,26,0.66,20.0,16,30,0.633,19,1.0,10,"December 21, 2019",29.6,8,6.7,2,116.2,74.1,20,0.517,59,0.45799999999999996,27,0.305,18,0.889,16,6,200,104.1,29.6,8,24,77,,9.5,7,0.322,19,0.368,7,51.9,28,0.57,18.3,15,40,0.5,20,0.455,5,"McArthur Gymnasium, St. Petersburg, Florida",AUSTIN-PEAY,Austin Peay,74.4,Away,DUQUESNE,Duquesne,Austin Peay,ovc,10,False,True,True,Home,False,7,20,59,28,54,6,19,49,0,1,63,211,593,0.5151770657672851,320,612,0.5228758169934641,70,201,574,0.5331010452961672,0.5
11,2019-12-22-12-alabama-state,42.9,12,11.4,4,101.5,88.5,23,0.625,48,0.583,28,0.521,25,0.8,20,6,200,117.6,36.4,8,18,80,,8.8,6,0.292,14,0.28600000000000003,4,64.6,31,0.6679999999999999,19.2,14,34,0.706,24,0.5,6,"December 22, 2019",41.7,10,2.9,1,117.6,63.6,14,0.5379999999999999,53,0.45299999999999996,24,0.302,16,0.75,12,11,200,101.5,11.5,3,21,69,,7.4,5,0.34,18,0.5,9,35.4,17,0.569,17.8,13,35,0.429,15,0.083,1,"McArthur Gymnasium, St. Petersburg, Florida",ALABAMA-STATE,Alabama State,68.2,Away,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,11,False,False,False,Away,True,4,24,48,31,48,9,15,53,1,0,70,231,652,0.5153374233128835,348,666,0.5225225225225225,76,220,623,0.536115569823435,0.4545454545454545
12,2019-12-30-19-georgia,58.8,10,8.6,3,104.0,70.8,17,0.289,64,0.266,17,0.313,20,0.55,11,7,198,64.0,20.0,9,13,48,,6.7,5,0.313,20,0.15,3,37.7,26,0.327,13.1,11,44,0.318,14,0.462,6,"December 30, 2019",58.1,18,13.6,6,64.0,80.0,36,0.625,56,0.5539999999999999,31,0.23199999999999998,13,0.615,8,3,198,104.0,29.2,7,19,78,,2.7,2,0.375,21,0.381,8,62.3,43,0.627,23.5,19,35,0.657,23,0.75,9,"Stegeman Coliseum, Athens, Georgia",AUSTIN-PEAY,Austin Peay,75.6,Home,GEORGIA,Georgia,Austin Peay,ovc,12,False,False,False,Away,False,3,14,64,26,69,8,23,56,0,1,74,255,700,0.5228571428571429,379,714,0.5308123249299721,85,235,676,0.5362426035502958,0.5
13,2020-01-02-20-austin-peay,50.0,12,9.4,3,121.9,54.2,13,0.509,54,0.444,24,0.185,10,0.8,8,10,200,98.4,13.3,4,20,63,,9.4,6,0.35200000000000004,19,0.368,7,31.5,17,0.536,15.9,11,35,0.486,17,0.28600000000000003,4,"January 2, 2020",63.0,17,11.4,4,98.4,86.7,26,0.591,55,0.491,27,0.327,18,0.722,13,7,200,121.9,45.8,11,13,78,,4.7,3,0.418,23,0.478,11,68.5,37,0.614,13.7,10,32,0.5,16,0.5,7,"Winfield Dunn Center, Clarksville, Tennessee",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,64.2,Home,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,13,True,False,True,Home,True,11,16,55,37,54,7,17,54,1,0,77,269,764,0.5032722513089005,405,783,0.5172413793103449,93,258,732,0.5430327868852459,0.4615384615384616
14,2020-01-04-16-austin-peay,59.1,13,8.7,4,118.8,57.1,16,0.5,47,0.46799999999999997,22,0.5529999999999999,26,0.615,16,9,200,91.3,28.6,8,13,63,,4.3,3,0.319,15,0.2,3,42.9,24,0.531,23.5,18,32,0.594,19,0.308,4,"January 4, 2020",41.2,14,3.1,1,91.3,71.4,20,0.5770000000000001,65,0.523,34,0.138,9,0.778,7,7,200,118.8,42.9,12,23,82,,15.9,11,0.292,19,0.368,7,57.1,32,0.5920000000000001,13.8,11,46,0.5870000000000001,27,0.5329999999999999,8,"Winfield Dunn Center, Clarksville, Tennessee",TENNESSEE-MARTIN,UT-Martin,68.8,Home,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,14,True,False,True,Home,True,7,27,65,32,56,3,19,47,1,0,88,285,819,0.5091575091575091,442,837,0.5280764635603346,100,275,786,0.5407124681933843,0.5
15,2020-01-09-19-tennessee-tech,55.2,16,6.5,2,87.3,70.0,21,0.5429999999999999,58,0.5,29,0.276,16,0.75,12,7,200,105.6,34.5,10,17,75,,14.1,10,0.276,16,0.313,5,52.5,31,0.5720000000000001,20.7,17,42,0.5710000000000001,24,0.562,9,"January 9, 2020",72.7,16,9.5,4,105.6,65.5,19,0.5,52,0.423,22,0.28800000000000003,15,0.667,10,13,200,87.3,30.0,9,20,62,,16.9,12,0.40399999999999997,21,0.381,8,47.5,28,0.524,24.5,19,31,0.452,14,0.188,3,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,70.9,Away,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,15,False,False,False,Away,True,5,24,58,31,59,8,14,52,1,0,95,312,884,0.5141402714932126,474,893,0.5307950727883539,103,294,833,0.5384153661464586,0.5333333333333333
16,2020-01-11-17-jacksonville-state,63.6,14,9.7,3,98.5,64.0,16,0.45799999999999996,60,0.3670000000000001,22,0.45,27,0.593,16,7,200,104.4,32.5,13,18,71,,11.8,8,0.483,29,0.379,11,44.6,29,0.48700000000000004,12.2,10,31,0.355,11,0.588,10,"January 11, 2020",47.8,11,6.5,2,104.4,67.5,27,0.552,48,0.479,23,0.354,17,0.8240000000000001,14,10,200,98.5,36.0,9,25,67,,2.9,2,0.354,17,0.41200000000000003,7,55.4,36,0.597,26.5,20,31,0.516,16,0.41200000000000003,7,"Pete Mathews Coliseum, Jacksonville, Alabama",JACKSONVILLE-STATE,Jacksonville State,68.5,Away,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,16,False,False,False,Away,True,11,11,60,29,65,7,16,48,1,0,100,336,942,0.5159235668789809,505,952,0.5304621848739496,111,308,885,0.5361581920903955,0.5625
17,2020-01-16-20-southeast-missouri-state,68.8,22,9.1,3,89.4,75.0,24,0.667,54,0.593,32,0.33299999999999996,18,0.667,12,7,200,127.3,33.3,8,22,84,,4.5,3,0.29600000000000004,16,0.5,8,57.1,32,0.6709999999999999,16.2,12,38,0.632,24,0.611,11,"January 16, 2020",81.0,17,5.3,2,127.3,66.7,16,0.48100000000000004,52,0.40399999999999997,21,0.365,19,0.474,9,14,200,89.4,25.0,8,19,59,,3.0,2,0.365,19,0.42100000000000004,8,42.9,24,0.483,16.6,12,33,0.39399999999999996,13,0.222,4,"Show Me Center, Cape Girardeau, Missouri",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,65.8,Away,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,17,False,False,False,Away,True,8,24,54,32,56,8,13,52,1,0,111,347,1002,0.5124750499001997,534,1017,0.5250737463126843,118,324,933,0.5369774919614148,0.5882352941176471
18,2020-01-18-17-tennessee-martin,63.3,19,5.7,2,115.7,81.5,22,0.645,55,0.545,30,0.455,25,0.84,21,7,200,131.4,26.9,7,14,92,,14.3,10,0.436,24,0.45799999999999996,11,54.7,29,0.688,12.0,9,31,0.613,19,0.632,12,"January 18, 2020",48.4,15,3.2,1,131.4,73.1,19,0.638,58,0.534,31,0.138,8,0.875,7,12,200,115.7,18.5,5,21,81,,7.1,5,0.397,23,0.522,12,45.3,24,0.655,18.5,14,35,0.5429999999999999,19,0.294,5,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-MARTIN,UT-Martin,69.8,Away,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,18,False,False,False,Away,True,11,19,55,29,53,12,19,58,1,0,119,371,1056,0.5203598484848485,566,1073,0.5274930102516311,126,337,985,0.534010152284264,0.6111111111111112
19,2020-01-23-20-austin-peay,51.9,14,0.0,0,141.4,63.6,21,0.469,65,0.415,27,0.33799999999999997,22,0.591,13,8,200,105.7,35.7,15,20,74,,2.9,2,0.308,20,0.35,7,48.0,36,0.49,11.8,10,45,0.444,20,0.6,12,"January 23, 2020",46.9,15,8.9,4,105.7,64.3,27,0.5820000000000001,67,0.478,32,0.34299999999999997,23,0.9129999999999999,21,7,200,141.4,36.4,12,18,99,,5.7,4,0.418,28,0.5,14,52.0,39,0.635,3.7,3,39,0.462,18,0.65,13,"Winfield Dunn Center, Clarksville, Tennessee",TENNESSEE-STATE,Tennessee State,69.7,Home,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,19,True,False,True,Home,True,14,18,67,39,75,7,20,65,1,0,130,390,1111,0.5265526552655265,595,1126,0.5284191829484902,138,356,1043,0.5397890699904123,0.631578947368421
20,2020-01-25-16-austin-peay,58.1,18,7.5,3,117.8,67.7,21,0.563,64,0.484,31,0.141,9,0.667,6,7,200,106.8,17.1,6,18,78,,4.1,3,0.469,30,0.33299999999999996,10,40.9,27,0.5710000000000001,13.9,11,34,0.618,21,0.667,14,"January 25, 2020",40.0,12,11.8,4,106.8,82.9,29,0.54,63,0.47600000000000003,30,0.349,22,0.818,18,7,200,117.8,32.3,10,16,86,,5.5,4,0.365,23,0.348,8,59.1,39,0.585,11.0,9,40,0.55,22,0.667,14,"Winfield Dunn Center, Clarksville, Tennessee",BELMONT,Belmont,72.9,Home,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,20,True,False,True,Home,True,8,22,63,39,66,10,21,64,1,0,144,408,1178,0.5297113752122241,634,1201,0.5278934221482098,145,376,1108,0.5356498194945848,0.65
21,2020-01-30-20-austin-peay,47.8,11,9.4,3,117.1,84.6,22,0.455,55,0.418,23,0.273,15,0.5329999999999999,8,17,200,82.9,17.1,6,22,58,,7.1,5,0.182,10,0.4,4,45.9,28,0.467,17.4,13,45,0.42200000000000004,19,0.22699999999999998,5,"January 30, 2020",64.0,16,4.4,2,82.9,82.9,29,0.578,51,0.49,25,0.5489999999999999,28,0.821,23,7,200,117.1,15.4,4,18,82,,7.1,5,0.373,19,0.474,9,54.1,33,0.638,13.6,10,32,0.5,16,0.682,15,"Winfield Dunn Center, Clarksville, Tennessee",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,69.7,Home,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,21,True,False,True,Home,True,9,16,51,33,61,4,19,55,1,0,152,430,1241,0.5302175664786463,673,1267,0.5311760063141279,155,397,1172,0.5371160409556314,0.6666666666666666
22,2020-02-01-16-austin-peay,50.0,13,8.1,3,106.3,78.6,22,0.602,49,0.531,26,0.265,13,0.385,5,11,200,100.0,26.9,7,15,64,,9.4,6,0.265,13,0.5379999999999999,7,53.7,29,0.58,21.5,15,36,0.528,19,0.5,11,"February 1, 2020",44.4,12,5.6,2,100.0,73.1,19,0.59,50,0.54,27,0.32,16,0.563,9,7,200,106.3,21.4,6,14,68,,17.2,11,0.26,13,0.385,5,46.3,25,0.59,18.6,13,37,0.595,22,0.696,16,"Winfield Dunn Center, Clarksville, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,63.9,Home,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,22,True,False,True,Home,True,5,22,50,25,54,7,19,49,1,0,161,446,1292,0.5321207430340558,706,1328,0.5316265060240963,159,416,1227,0.5334148329258354,0.6818181818181818
23,2020-02-06-20-tennessee-state,27.3,6,11.4,4,101.4,73.1,19,0.375,64,0.344,22,0.45299999999999996,29,0.69,20,8,200,98.6,33.3,15,16,68,,7.2,5,0.266,17,0.235,4,47.9,34,0.4370000000000001,8.4,7,47,0.38299999999999995,18,0.667,16,"February 6, 2020",53.6,15,17.0,8,98.6,66.7,30,0.604,53,0.528,28,0.17,9,0.667,6,9,200,101.4,26.9,7,25,70,,2.9,2,0.34,18,0.444,8,52.1,37,0.611,23.0,17,35,0.5710000000000001,20,0.625,15,"Gentry Center Complex, Nashville, Tennessee",AUSTIN-PEAY,Austin Peay,68.5,Home,TENNESSEE-STATE,Tennessee State,Austin Peay,ovc,23,False,False,False,Away,False,4,18,64,34,71,8,20,53,0,1,166,468,1342,0.5342771982116244,731,1382,0.5289435600578871,166,435,1276,0.5360501567398119,0.6956521739130435
24,2020-02-08-18-belmont,36.0,9,4.3,1,100.0,92.6,25,0.467,60,0.41700000000000004,25,0.2,12,0.583,7,9,200,88.7,35.3,12,20,63,,8.5,6,0.38299999999999995,23,0.261,6,60.7,37,0.479,21.6,18,37,0.514,19,0.64,16,"February 8, 2020",63.6,14,8.1,3,88.7,64.7,22,0.541,49,0.449,22,0.49,24,0.75,18,7,200,100.0,7.4,2,19,71,,15.5,11,0.531,26,0.34600000000000003,9,39.3,24,0.588,15.6,11,23,0.565,13,0.72,18,"Curb Event Center, Nashville, Tennessee",AUSTIN-PEAY,Austin Peay,70.6,Home,BELMONT,Belmont,Austin Peay,ovc,24,False,False,False,Away,False,6,19,60,37,61,9,13,49,0,1,170,486,1406,0.527027027027027,765,1453,0.5264969029593943,174,455,1329,0.5387509405568096,0.6666666666666666
25,2020-02-13-21-austin-peay,46.2,12,4.8,2,95.9,80.0,28,0.528,54,0.48100000000000004,26,0.315,17,0.647,11,7,200,91.9,7.1,2,16,68,,5.4,4,0.259,14,0.35700000000000004,5,47.6,30,0.5479999999999999,18.5,14,40,0.525,21,0.72,18,"February 13, 2020",50.0,12,10.0,4,91.9,92.9,26,0.425,60,0.4,24,0.4,24,0.833,20,9,200,95.9,20.0,7,15,71,,9.5,7,0.3,18,0.16699999999999998,3,52.4,33,0.4970000000000001,11.3,9,42,0.5,21,0.654,17,"Winfield Dunn Center, Clarksville, Tennessee",MURRAY-STATE,Murray State,73.7,Home,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,25,True,False,True,Home,True,3,21,60,33,63,5,21,54,1,0,176,505,1466,0.5245566166439289,802,1514,0.5297225891677675,183,468,1378,0.5388243831640058,0.64
26,2020-02-15-16-austin-peay,13.8,4,3.8,2,117.7,50.0,22,0.525,59,0.4920000000000001,29,0.475,28,0.821,23,14,200,107.6,24.0,6,26,85,,10.1,8,0.237,14,0.28600000000000003,4,40.6,28,0.588,16.4,14,45,0.556,25,0.48100000000000004,13,"February 15, 2020",35.5,11,11.1,5,107.6,76.0,19,0.465,72,0.431,31,0.528,38,0.684,26,9,200,117.7,50.0,22,23,93,,8.9,7,0.264,19,0.263,5,59.4,41,0.516,10.1,10,53,0.491,26,0.667,18,"Winfield Dunn Center, Clarksville, Tennessee",EASTERN-KENTUCKY,Eastern Kentucky,79.2,Home,AUSTIN-PEAY,Austin Peay,Austin Peay,ovc,26,True,False,True,Home,True,5,26,72,41,69,4,25,59,1,0,179,526,1526,0.5206422018348624,835,1577,0.5294863665187064,188,489,1432,0.5384078212290503,0.6538461538461539
