,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,GEORGIA-SOUTHERN_homegame,GEORGIA-SOUTHERN_homegame2,GEORGIA-SOUTHERN_home,GEORGIA-SOUTHERN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-19-19-georgia-southern,52.0,13,4.0,1,97.1,60.0,18,0.561,49,0.51,25,0.28600000000000003,14,0.643,9,5,200,92.8,13.6,3,22,64,,7.2,5,0.306,15,0.33299999999999996,5,40.4,21,0.575,21.4,15,34,0.588,20,0.583,7,"December 19, 2019",52.4,11,14.7,5,92.8,86.4,19,0.49,50,0.42,21,0.58,29,0.621,18,4,200,97.1,40.0,12,19,67,,8.7,6,0.5,25,0.28,7,59.6,31,0.525,22.3,18,25,0.56,14,0.636,7,"Hanner Fieldhouse, Statesboro, Georgia",TEXAS-STATE,Texas State,68.7,Home,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,10,True,False,True,Home,True,7,14,50,31,52,5,20,49,1,0,87,197,649,0.5046224961479199,321,682,0.4706744868035191,84,178,599,0.5075125208681135,0.6
11,2019-12-21-13-georgia-southern,38.5,10,11.9,5,98.7,75.0,30,0.509,58,0.44799999999999995,26,0.36200000000000004,21,0.7140000000000001,15,9,200,94.9,27.3,9,14,74,,9.0,7,0.345,20,0.35,7,53.4,39,0.544,21.1,18,38,0.5,19,0.308,4,"December 21, 2019",42.9,12,7.9,3,94.9,72.7,24,0.465,72,0.389,28,0.18100000000000002,13,0.769,10,4,200,98.7,25.0,10,15,77,,10.3,8,0.41700000000000004,30,0.3670000000000001,11,46.6,34,0.4920000000000001,11.4,10,42,0.405,17,0.667,8,"Hanner Fieldhouse, Statesboro, Georgia",TEXAS-ARLINGTON,Texas-Arlington,77.6,Home,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,11,True,False,True,Home,True,11,17,72,34,73,7,19,58,1,0,94,211,699,0.5035765379113019,352,734,0.4795640326975477,89,198,648,0.5115740740740741,0.6363636363636364
12,2019-12-23-19-georgia,34.6,9,7.3,3,105.8,71.0,22,0.461,64,0.406,26,0.141,9,0.556,5,5,200,92.8,27.8,10,11,64,,5.8,4,0.391,25,0.28,7,47.8,32,0.469,16.1,13,39,0.48700000000000004,19,0.615,8,"December 23, 2019",60.6,20,10.3,4,92.8,72.2,26,0.556,63,0.524,33,0.111,7,0.429,3,3,200,105.8,29.0,9,15,73,,8.7,6,0.349,22,0.182,4,52.2,35,0.55,13.1,10,41,0.7070000000000001,29,0.727,8,"Stegeman Coliseum, Athens, Georgia",GEORGIA-SOUTHERN,Georgia Southern,69.3,Home,GEORGIA,Georgia,Georgia Southern,sun-belt,12,False,False,False,Away,False,7,19,64,32,67,4,29,63,0,1,105,228,771,0.5,386,807,0.4783147459727386,96,217,706,0.5113314447592068,0.6666666666666666
13,2020-01-02-19-coastal-carolina,77.3,17,17.5,7,88.2,76.9,30,0.4920000000000001,60,0.3670000000000001,22,0.25,15,0.733,11,5,200,92.1,15.2,5,18,70,,6.6,5,0.633,38,0.395,15,48.6,35,0.521,16.3,13,22,0.318,7,0.643,9,"January 2, 2020",48.0,12,0.0,0,92.1,84.8,28,0.451,61,0.41,25,0.361,22,0.545,12,6,200,88.2,23.1,9,18,67,,7.9,6,0.344,21,0.23800000000000002,5,51.4,37,0.469,16.5,14,40,0.5,20,0.5710000000000001,8,"The HTC Center, Conway, South Carolina",COASTAL-CAROLINA,Coastal Carolina,75.8,Away,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,13,False,False,False,Away,True,15,7,60,35,72,5,20,61,1,0,112,247,835,0.4970059880239521,418,874,0.4782608695652174,100,246,769,0.5149544863459038,0.6153846153846154
14,2020-01-04-16-appalachian-state,58.3,14,6.5,2,96.1,80.8,21,0.467,60,0.4,24,0.433,26,0.615,16,6,200,93.5,18.4,7,16,72,,11.7,9,0.5,30,0.267,8,43.8,28,0.498,12.3,10,30,0.5329999999999999,16,0.6,9,"January 4, 2020",45.8,11,10.0,3,93.5,81.6,31,0.509,56,0.429,24,0.33899999999999997,19,0.895,17,6,200,96.1,19.2,5,23,74,,6.5,5,0.446,25,0.36,9,56.3,36,0.569,22.8,19,31,0.484,15,0.6,9,"Holmes Convocation Center, Boone, North Carolina",GEORGIA-SOUTHERN,Georgia Southern,77.2,Home,APPALACHIAN-STATE,Appalachian State,Georgia Southern,sun-belt,14,False,False,False,Away,False,8,16,60,28,64,9,15,56,0,1,127,254,895,0.4966480446927374,453,946,0.4788583509513742,105,266,830,0.5102409638554217,0.6428571428571429
15,2020-01-06-19-arkansas-little-rock,29.6,8,15.8,6,108.2,72.0,18,0.508,61,0.44299999999999995,27,0.27899999999999997,17,0.647,11,7,200,100.0,21.9,7,25,73,,5.5,4,0.39299999999999996,24,0.33299999999999996,8,43.9,25,0.528,13.8,11,37,0.514,19,0.562,9,"January 6, 2020",75.0,21,10.8,4,100.0,78.1,25,0.6,50,0.56,28,0.6,30,0.633,19,5,200,108.2,28.0,7,20,79,,8.2,6,0.24,12,0.33299999999999996,4,56.1,32,0.615,19.2,15,38,0.632,24,0.688,11,"Jack Stephens Center, Little Rock, Arkansas",GEORGIA-SOUTHERN,Georgia Southern,72.7,Home,ARKANSAS-LITTLE-ROCK,Little Rock,Georgia Southern,sun-belt,15,False,False,False,Away,False,8,19,61,25,57,4,24,50,0,1,135,270,955,0.4947643979057592,481,1010,0.4762376237623762,114,281,886,0.510158013544018,0.6
16,2020-01-09-19-georgia-southern,40.9,9,6.9,2,108.1,61.3,19,0.435,54,0.40700000000000003,22,0.222,12,0.75,9,9,200,90.3,22.6,7,17,56,,8.1,5,0.278,15,0.2,3,41.9,26,0.469,11.9,8,39,0.48700000000000004,19,0.4,6,"January 9, 2020",60.9,14,10.3,4,90.3,77.4,24,0.466,58,0.397,23,0.31,18,0.722,13,7,200,108.1,38.7,12,12,67,,8.1,5,0.5,29,0.276,8,58.1,36,0.503,12.0,9,29,0.517,15,0.588,10,"Hanner Fieldhouse, Statesboro, Georgia",LOUISIANA-MONROE,Louisiana-Monroe,62.1,Home,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,16,True,False,True,Home,True,8,15,58,36,62,3,19,54,1,0,143,289,1016,0.4955708661417323,506,1067,0.4742268041237113,118,305,936,0.5149572649572649,0.5625
17,2020-01-11-16-georgia-southern,55.6,10,8.8,3,102.9,58.1,18,0.325,63,0.28600000000000003,18,0.349,22,0.455,10,11,200,73.9,38.6,17,16,51,,7.2,5,0.397,25,0.2,5,46.7,35,0.34700000000000003,14.2,12,38,0.342,13,0.389,7,"January 11, 2020",60.0,15,18.4,7,73.9,61.4,27,0.4920000000000001,59,0.424,25,0.305,18,0.722,13,7,200,102.9,41.9,13,19,71,,13.0,9,0.424,25,0.32,8,53.3,40,0.526,17.3,14,34,0.5,17,0.611,11,"Hanner Fieldhouse, Statesboro, Georgia",LOUISIANA-LAFAYETTE,Louisiana,68.5,Home,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,17,True,False,True,Home,True,8,17,59,40,75,5,13,63,1,0,151,304,1074,0.4939478584729982,542,1129,0.4800708591674048,121,324,990,0.5106060606060606,0.5882352941176471
18,2020-01-16-19-troy,46.7,14,3.3,1,97.1,67.9,19,0.607,56,0.536,30,0.28600000000000003,16,0.875,14,7,200,120.6,32.0,8,13,82,,10.3,7,0.35700000000000004,20,0.4,8,50.9,27,0.645,17.1,13,36,0.611,22,0.632,12,"January 16, 2020",74.1,20,8.3,3,120.6,68.0,17,0.526,58,0.466,27,0.155,9,0.556,5,12,200,97.1,32.1,9,17,66,,7.4,5,0.483,28,0.25,7,49.1,26,0.53,19.5,15,30,0.667,20,0.368,7,"Trojan Arena, Troy, Alabama",TROY,Troy,68.4,Away,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,18,False,False,False,Away,True,8,22,56,27,53,7,20,58,1,0,159,321,1133,0.4938217122683142,582,1204,0.4833887043189369,126,337,1053,0.4995251661918329,0.6111111111111112
19,2020-01-18-16-south-alabama,52.2,12,7.1,3,113.8,66.7,22,0.536,55,0.418,23,0.29100000000000004,16,0.563,9,8,200,104.6,28.6,10,19,68,,6.2,4,0.655,36,0.361,13,47.1,32,0.5429999999999999,17.3,13,19,0.526,10,0.6,12,"January 18, 2020",43.5,10,5.3,1,104.6,71.4,25,0.43799999999999994,56,0.41100000000000003,23,0.5,28,0.893,25,8,200,113.8,33.3,11,16,74,,15.4,10,0.25,14,0.214,3,52.9,36,0.534,9.3,7,42,0.47600000000000003,20,0.6,12,"Mitchell Center, Mobile, Alabama",GEORGIA-SOUTHERN,Georgia Southern,65.5,Home,SOUTH-ALABAMA,South Alabama,Georgia Southern,sun-belt,19,False,False,False,Away,False,13,10,55,32,68,3,20,56,0,1,167,343,1189,0.4991589571068125,609,1257,0.4844868735083532,133,357,1111,0.5009000900090009,0.631578947368421
20,2020-01-25-17-georgia-southern,37.9,11,5.7,2,93.9,75.7,28,0.428,76,0.382,29,0.303,23,0.7390000000000001,17,7,200,100.0,34.1,15,20,82,,11.0,9,0.342,26,0.26899999999999996,7,53.1,43,0.47200000000000003,10.4,10,50,0.44,22,0.667,14,"January 25, 2020",45.8,11,20.0,10,100.0,65.9,29,0.451,61,0.39299999999999996,24,0.541,33,0.667,22,9,200,93.9,24.3,9,21,77,,6.1,5,0.426,26,0.26899999999999996,7,46.9,38,0.502,16.6,15,35,0.486,17,0.5710000000000001,12,"Hanner Fieldhouse, Statesboro, Georgia",GEORGIA-SOUTHERN,Georgia Southern,82.3,Away,GEORGIA-STATE,Georgia State,Georgia Southern,sun-belt,20,False,True,True,Home,False,7,17,61,38,81,7,22,76,0,1,180,353,1244,0.5008038585209004,641,1325,0.4837735849056604,136,377,1167,0.4978577549271637,0.6
21,2020-01-30-19-georgia-southern,54.5,12,5.7,2,117.8,80.6,25,0.397,63,0.349,22,0.222,14,0.5,7,15,200,78.1,26.7,12,15,57,,5.5,4,0.397,25,0.24,6,48.7,37,0.409,17.8,15,38,0.42100000000000004,16,0.348,8,"January 30, 2020",41.9,13,10.5,4,78.1,73.3,33,0.5920000000000001,60,0.517,31,0.33299999999999996,20,0.75,15,9,200,117.8,19.4,6,14,86,,13.7,10,0.41700000000000004,25,0.36,9,51.3,39,0.619,12.7,10,35,0.629,22,0.591,13,"Hanner Fieldhouse, Statesboro, Georgia",TROY,Troy,73.1,Home,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,21,True,False,True,Home,True,9,22,60,39,76,6,16,63,1,0,187,370,1305,0.4984674329501916,679,1406,0.4829302987197724,143,399,1243,0.4935639581657281,0.5714285714285714
22,2020-02-01-16-georgia-southern,41.9,13,4.2,1,93.2,65.9,27,0.5670000000000001,60,0.517,31,0.25,15,0.733,11,11,200,106.8,25.0,7,17,79,,12.2,9,0.3,18,0.33299999999999996,6,49.3,34,0.588,17.4,14,42,0.595,25,0.542,13,"February 1, 2020",66.7,14,11.9,5,106.8,75.0,21,0.45799999999999996,59,0.35600000000000004,21,0.373,22,0.682,15,10,200,93.2,34.1,14,18,69,,8.1,6,0.593,35,0.34299999999999997,12,50.7,35,0.4970000000000001,20.8,18,24,0.375,9,0.565,13,"Hanner Fieldhouse, Statesboro, Georgia",GEORGIA-SOUTHERN,Georgia Southern,73.8,Away,SOUTH-ALABAMA,South Alabama,Georgia Southern,sun-belt,22,False,True,True,Home,False,12,9,59,35,69,6,25,60,0,1,196,392,1365,0.5025641025641026,718,1482,0.4844804318488529,149,415,1306,0.4888973966309341,0.5909090909090909
23,2020-02-06-20-louisiana-monroe,39.3,11,0.0,0,98.5,72.7,16,0.484,63,0.444,28,0.159,10,0.6,6,10,200,101.5,28.6,10,10,67,,12.1,8,0.317,20,0.25,5,45.6,26,0.494,11.8,9,43,0.535,23,0.583,14,"February 6, 2020",68.0,17,9.3,4,101.5,71.4,25,0.604,48,0.521,25,0.188,9,0.778,7,16,200,98.5,27.3,6,14,65,,3.0,2,0.479,23,0.348,8,54.4,31,0.622,25.7,18,25,0.68,17,0.273,6,"Fant-Ewing Coliseum, Monroe, Louisiana",LOUISIANA-MONROE,Louisiana-Monroe,65.5,Away,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,23,False,False,False,Away,True,5,23,63,26,57,8,17,48,1,0,208,401,1424,0.5007022471910112,753,1551,0.4854932301740813,155,440,1366,0.4923133235724744,0.5652173913043478
24,2020-02-08-20-louisiana-lafayette,21.9,7,2.8,1,106.8,71.9,23,0.627,55,0.5820000000000001,32,0.455,25,0.68,17,10,200,116.2,13.6,3,21,86,,9.5,7,0.255,14,0.35700000000000004,5,48.1,26,0.643,13.2,10,41,0.659,27,0.6,15,"February 8, 2020",27.6,8,2.4,1,116.2,86.4,19,0.55,60,0.483,29,0.33299999999999996,20,0.65,13,15,200,106.8,28.1,9,19,79,,2.7,2,0.4,24,0.33299999999999996,8,51.9,28,0.568,16.9,14,36,0.583,21,0.4,10,"Cajundome, Lafayette, Louisiana",LOUISIANA-LAFAYETTE,Louisiana,74.2,Away,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,24,False,False,False,Away,True,5,27,55,26,54,8,21,60,1,0,213,424,1487,0.5,779,1608,0.484452736318408,163,457,1414,0.4961103253182461,0.5833333333333334
25,2020-02-13-19-georgia-southern,27.6,8,0.0,0,100.0,86.1,31,0.414,70,0.414,29,0.314,22,0.5,11,13,200,87.3,39.1,18,27,69,,5.1,4,0.2,14,0.0,0,59.8,49,0.429,17.6,17,56,0.518,29,0.5,13,"February 13, 2020",50.0,11,10.7,6,87.3,60.9,28,0.47200000000000003,54,0.40700000000000003,22,0.741,40,0.7,28,10,200,100.0,13.9,5,21,79,,13.9,11,0.444,24,0.292,7,40.2,33,0.541,13.3,11,30,0.5,15,0.615,16,"Hanner Fieldhouse, Statesboro, Georgia",COASTAL-CAROLINA,Coastal Carolina,79.2,Home,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,sun-belt,25,True,False,True,Home,True,7,15,54,33,82,0,29,70,1,0,218,451,1542,0.5045395590142672,805,1662,0.4843561973525872,171,478,1474,0.498303934871099,0.6
