,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,VIRGINIA-TECH_homegame,VIRGINIA-TECH_homegame2,VIRGINIA-TECH_home,VIRGINIA-TECH_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-13-virginia-tech,75.0,12,16.0,4,109.0,81.8,27,0.355,55,0.29100000000000004,16,0.29100000000000004,16,0.43799999999999994,7,8,200,68.7,14.6,6,12,46,,4.5,3,0.509,28,0.25,7,44.6,33,0.3670000000000001,15.1,11,27,0.33299999999999996,9,0.273,3,"December 15, 2019",60.0,15,0.0,0,68.7,85.4,35,0.5529999999999999,57,0.439,25,0.263,15,0.667,10,3,200,109.0,18.2,6,14,73,,10.4,7,0.561,32,0.406,13,55.4,41,0.569,12.4,9,25,0.48,12,0.727,8,"Cassell Coliseum, Blacksburg, Virginia",GARDNER-WEBB,Gardner-Webb,67.4,Home,VIRGINIA-TECH,Virginia Tech,Virginia Tech,acc,10,True,False,True,Home,True,13,12,57,41,74,7,9,55,1,0,108,164,579,0.5630397236614854,326,644,0.5062111801242236,84,162,592,0.4864864864864865,0.7
11,2019-12-21-16-virginia-tech,61.9,13,11.4,4,95.5,73.8,31,0.539,51,0.41200000000000003,21,0.0,0,,0,8,200,82.1,25.9,7,19,55,,6.0,4,0.588,30,0.433,13,55.1,38,0.539,30.1,22,21,0.381,8,0.385,5,"December 21, 2019",66.7,14,14.3,3,82.1,74.1,20,0.402,61,0.344,21,0.39299999999999996,24,0.625,15,3,200,95.5,26.2,11,8,64,,13.4,9,0.426,26,0.26899999999999996,7,44.9,31,0.442,7.7,6,35,0.4,14,0.75,9,"Cassell Coliseum, Blacksburg, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,66.7,Home,VIRGINIA-TECH,Virginia Tech,Virginia Tech,acc,11,True,False,True,Home,True,7,14,61,31,69,13,8,51,1,0,121,176,636,0.5621069182389937,367,718,0.5111420612813371,91,171,647,0.4752704791344668,0.7272727272727273
12,2019-12-29-18-virginia-tech,71.4,10,17.1,7,137.3,55.9,19,0.297,59,0.237,14,0.085,5,0.4,2,14,200,55.2,24.4,10,13,37,,1.5,1,0.441,26,0.26899999999999996,7,38.7,29,0.301,18.6,14,33,0.212,7,0.067,1,"December 29, 2019",62.5,20,12.1,4,55.2,75.6,31,0.528,72,0.444,32,0.264,19,0.8420000000000001,16,3,200,137.3,44.1,15,9,92,,10.4,7,0.431,31,0.387,12,61.3,46,0.568,2.4,2,41,0.488,20,0.769,10,"Cassell Coliseum, Blacksburg, Virginia",MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,66.7,Home,VIRGINIA-TECH,Virginia Tech,Virginia Tech,acc,12,True,False,True,Home,True,12,20,72,46,75,7,7,59,1,0,128,190,697,0.5480631276901005,398,787,0.5057179161372299,104,179,698,0.4799426934097421,0.75
13,2020-01-04-14-virginia,46.2,6,0.0,0,106.6,76.0,19,0.313,48,0.271,13,0.22899999999999998,11,0.818,9,4,200,63.9,9.1,3,12,39,,11.5,7,0.521,25,0.16,4,37.9,22,0.366,17.2,11,23,0.391,9,0.7140000000000001,10,"January 4, 2020",56.0,14,8.7,2,63.9,90.9,30,0.528,54,0.46299999999999997,25,0.185,10,0.8,8,2,200,106.6,24.0,6,11,65,19.0,9.8,6,0.389,21,0.33299999999999996,7,62.1,36,0.5529999999999999,13.4,9,33,0.545,18,0.846,11,"John Paul Jones Arena, Charlottesville, Virginia",VIRGINIA-TECH,Virginia Tech,61.5,Home,VIRGINIA,Virginia,Virginia Tech,acc,13,False,False,False,Away,False,4,9,48,22,58,7,18,54,0,1,140,210,769,0.5461638491547465,444,862,0.5150812064965197,111,186,757,0.4656538969616909,0.7692307692307693
14,2020-01-07-21-syracuse,95.2,20,0.0,0,100.0,70.0,21,0.52,50,0.42,21,0.42,21,0.7140000000000001,15,4,200,106.3,23.3,7,18,67,,9.5,6,0.72,36,0.278,10,46.7,28,0.5589999999999999,15.7,11,14,0.7859999999999999,11,0.733,11,"January 7, 2020",26.1,6,7.1,1,106.3,76.7,23,0.491,53,0.434,23,0.321,17,0.647,11,7,200,100.0,30.0,9,17,63,,9.5,6,0.321,17,0.353,6,53.3,32,0.516,13.0,9,36,0.47200000000000003,17,0.5329999999999999,8,"Carrier Dome, Syracuse, New York",SYRACUSE,Syracuse,62.5,Away,VIRGINIA-TECH,Virginia Tech,Virginia Tech,acc,14,False,False,False,Away,True,10,11,50,28,60,6,17,53,1,0,144,219,817,0.5324357405140759,466,920,0.5065217391304347,118,204,811,0.4697903822441431,0.7142857142857143
15,2020-01-11-14-virginia-tech,68.2,15,13.5,5,100.0,83.3,30,0.36200000000000004,69,0.319,22,0.174,12,0.667,8,5,200,80.6,24.4,10,16,58,,5.6,4,0.435,30,0.2,6,51.9,40,0.38799999999999996,10.8,9,39,0.41,16,0.688,11,"January 11, 2020",59.1,13,7.7,3,80.6,75.6,31,0.449,59,0.373,22,0.35600000000000004,21,0.905,19,4,200,100.0,16.7,6,14,72,,8.3,6,0.373,22,0.409,9,48.1,37,0.522,9.3,7,37,0.35100000000000003,13,0.75,12,"Cassell Coliseum, Blacksburg, Virginia",NORTH-CAROLINA-STATE,NC State,71.8,Home,VIRGINIA-TECH,Virginia Tech,Virginia Tech,acc,15,True,False,True,Home,True,9,13,59,37,77,6,16,69,1,0,154,230,867,0.5317185697808535,494,980,0.5040816326530613,124,221,864,0.4710648148148148,0.7333333333333333
16,2020-01-14-21-wake-forest,48.1,13,11.4,4,93.3,81.8,27,0.573,55,0.491,27,0.527,29,0.586,17,4,200,106.7,14.7,5,24,80,,14.7,11,0.455,25,0.36,9,47.8,32,0.5820000000000001,10.6,8,30,0.6,18,0.765,13,"January 14, 2020",43.5,10,10.0,3,106.7,85.3,29,0.48200000000000004,55,0.418,23,0.418,23,0.7390000000000001,17,8,200,93.3,18.2,6,27,70,,1.3,1,0.364,20,0.35,7,52.2,35,0.531,21.7,18,35,0.457,16,0.5,8,"Lawrence Joel Coliseum, Winston-Salem, North Carolina",WAKE-FOREST,Wake Forest,74.9,Away,VIRGINIA-TECH,Virginia Tech,Virginia Tech,acc,16,False,False,False,Away,True,9,18,55,32,67,7,16,55,1,0,163,243,926,0.5264578833693304,531,1057,0.5023651844843898,130,237,933,0.4630225080385852,0.75
17,2020-01-18-12-virginia-tech,34.5,10,9.1,2,107.8,85.7,30,0.5329999999999999,60,0.483,29,0.16699999999999998,10,0.7,7,7,200,110.9,17.9,5,14,71,,9.4,6,0.4,24,0.25,6,55.6,35,0.5479999999999999,5.8,4,36,0.639,23,0.611,11,"January 18, 2020",88.0,22,2.8,1,110.9,82.1,23,0.551,59,0.424,25,0.136,8,0.5,4,5,200,107.8,14.3,5,14,69,,1.6,1,0.627,37,0.405,15,44.4,28,0.5489999999999999,10.1,7,22,0.455,10,0.722,13,"Cassell Coliseum, Blacksburg, Virginia",VIRGINIA-TECH,Virginia Tech,64.3,Away,SYRACUSE,Syracuse,Virginia Tech,acc,17,False,True,True,Home,False,15,10,59,28,63,6,23,60,0,1,172,261,981,0.5290519877675841,563,1124,0.5008896797153025,137,253,988,0.4640688259109312,0.7647058823529411
18,2020-01-22-20-virginia-tech,60.7,17,7.1,2,98.8,87.8,36,0.4920000000000001,64,0.43799999999999994,28,0.313,20,0.7,14,10,250,96.3,17.1,6,15,77,,1.3,1,0.344,22,0.318,7,55.3,42,0.524,15.2,13,42,0.5,21,0.444,8,"January 22, 2020",66.7,16,7.1,3,96.3,82.9,29,0.47700000000000004,65,0.369,24,0.32299999999999995,21,0.81,17,5,250,98.8,12.2,5,17,79,,5.0,4,0.569,37,0.37799999999999995,14,44.7,34,0.527,10.8,9,28,0.35700000000000004,10,0.737,14,"Cassell Coliseum, Blacksburg, Virginia",NORTH-CAROLINA,UNC,63.8,Home,VIRGINIA-TECH,Virginia Tech,Virginia Tech,acc,18,True,False,True,Home,True,14,10,65,34,76,7,21,64,1,0,187,271,1040,0.5302884615384615,591,1187,0.497893850042123,143,276,1048,0.4680343511450382,0.7222222222222222
19,2020-01-25-14-boston-college,50.0,11,7.1,2,92.4,80.6,25,0.46399999999999997,55,0.4,22,0.182,10,0.5,5,6,200,84.8,20.6,7,19,56,,12.1,8,0.382,21,0.33299999999999996,7,49.2,32,0.469,19.1,14,34,0.441,15,0.7,14,"January 25, 2020",52.4,11,11.8,4,84.8,79.4,27,0.521,48,0.43799999999999994,21,0.563,27,0.40700000000000003,11,10,200,92.4,19.4,6,11,61,,12.1,8,0.41700000000000004,20,0.4,8,50.8,33,0.501,14.3,10,28,0.46399999999999997,13,0.5,10,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",VIRGINIA-TECH,Virginia Tech,65.8,Home,BOSTON-COLLEGE,Boston College,Virginia Tech,acc,19,False,False,False,Away,False,7,15,55,32,65,8,13,48,0,1,201,281,1105,0.5271493212669683,625,1263,0.4948535233570863,150,297,1112,0.4694244604316547,0.7368421052631579
20,2020-01-28-20-miami-fl,58.3,14,13.2,5,102.9,81.5,22,0.475,59,0.40700000000000003,24,0.153,9,0.556,5,7,200,88.4,20.0,7,19,61,,15.9,11,0.373,22,0.364,8,46.8,29,0.48200000000000004,14.9,11,37,0.4320000000000001,16,0.667,14,"January 28, 2020",38.5,10,10.8,4,88.4,80.0,28,0.547,53,0.491,26,0.302,16,0.813,13,9,200,102.9,18.5,5,12,71,,7.2,5,0.28300000000000003,15,0.4,6,53.2,33,0.586,20.0,15,38,0.526,20,0.55,11,"BankUnited Center, Coral Gables, Florida",VIRGINIA-TECH,Virginia Tech,68.9,Home,MIAMI-FL,Miami (FL),Virginia Tech,acc,20,False,False,False,Away,False,8,16,59,29,62,6,20,53,0,1,208,296,1160,0.5241379310344828,657,1328,0.4947289156626506,158,310,1160,0.4715517241379311,0.7
21,2020-02-01-16-virginia-tech,57.1,16,17.9,5,94.0,85.2,23,0.579,57,0.491,28,0.193,11,0.727,8,3,200,110.4,15.4,4,8,74,5.0,6.0,4,0.386,22,0.455,10,50.9,27,0.595,11.5,8,35,0.514,18,0.857,18,"February 1, 2020",48.0,12,5.7,2,110.4,84.6,22,0.491,58,0.431,25,0.10300000000000001,6,1.0,6,8,200,94.0,14.8,4,12,63,,6.0,4,0.517,30,0.233,7,49.1,26,0.518,14.2,10,28,0.643,18,0.636,14,"Cassell Coliseum, Blacksburg, Virginia",VIRGINIA-TECH,Virginia Tech,66.5,Away,FLORIDA-STATE,Florida State,Virginia Tech,acc,21,False,True,True,Home,False,7,18,58,26,53,10,18,57,0,1,216,312,1219,0.5217391304347826,686,1390,0.4935251798561151,164,330,1213,0.4748557295960429,0.6666666666666666
22,2020-02-04-19-georgia-tech,57.1,12,8.1,3,115.2,71.4,20,0.418,55,0.382,21,0.327,18,0.611,11,9,200,86.4,20.6,7,17,57,,6.1,4,0.418,23,0.174,4,43.5,27,0.44799999999999995,11.3,8,32,0.531,17,0.609,14,"February 4, 2020",51.7,15,9.4,3,86.4,79.4,27,0.6,55,0.527,29,0.382,21,0.47600000000000003,10,12,200,115.2,28.6,8,18,76,,6.1,4,0.327,18,0.444,8,56.5,35,0.585,13.5,10,37,0.568,21,0.478,11,"McCamish Pavilion, Atlanta, Georgia",VIRGINIA-TECH,Virginia Tech,65.8,Home,GEORGIA-TECH,Georgia Tech,Virginia Tech,acc,22,False,False,False,Away,False,4,17,55,27,62,8,21,55,0,1,223,330,1277,0.5203602192638997,712,1443,0.4934164934164934,174,348,1270,0.4795275590551181,0.6363636363636364
23,2020-02-08-12-virginia-tech,73.9,17,15.0,6,100.0,75.8,25,0.5379999999999999,53,0.434,23,0.491,26,0.769,20,12,225,105.5,18.5,5,14,77,,4.1,3,0.547,29,0.379,11,50.0,30,0.589,16.8,13,24,0.5,12,0.5,12,"February 8, 2020",37.9,11,8.3,2,105.5,81.5,22,0.5,66,0.439,29,0.16699999999999998,11,0.636,7,10,225,100.0,24.2,8,21,73,,6.8,5,0.39399999999999996,26,0.308,8,50.0,30,0.512,11.3,9,40,0.525,21,0.583,14,"Cassell Coliseum, Blacksburg, Virginia",VIRGINIA-TECH,Virginia Tech,64.7,Away,BOSTON-COLLEGE,Boston College,Virginia Tech,acc,23,False,True,True,Home,False,8,21,66,30,60,11,12,53,0,1,227,347,1332,0.5161411411411412,739,1505,0.4910299003322259,182,369,1325,0.4845283018867925,0.6086956521739131
24,2020-02-15-18-virginia-tech,52.4,11,16.0,4,101.5,81.5,22,0.392,60,0.35,21,0.3,18,0.556,10,11,200,86.4,26.3,10,12,57,,7.6,5,0.35,21,0.23800000000000002,5,49.2,32,0.41600000000000004,11.7,9,39,0.41,16,0.5770000000000001,15,"February 15, 2020",84.0,21,10.3,4,86.4,73.7,28,0.544,57,0.439,25,0.105,6,0.833,5,10,200,101.5,18.5,5,13,67,,9.1,6,0.561,32,0.375,12,50.8,33,0.56,13.1,9,25,0.52,13,0.6,15,"Cassell Coliseum, Blacksburg, Virginia",PITTSBURGH,Pitt,65.7,Home,VIRGINIA-TECH,Virginia Tech,Virginia Tech,acc,24,True,False,True,Home,True,12,13,57,33,65,5,16,60,1,0,235,368,1398,0.515379113018598,769,1565,0.4913738019169329,193,381,1378,0.4865747460087082,0.5833333333333334
25,2020-02-19-21-virginia-tech,30.3,10,14.3,8,97.9,81.3,39,0.462,79,0.418,33,0.405,32,0.9059999999999999,29,12,275,105.2,26.2,11,19,102,,2.1,2,0.354,28,0.25,7,55.6,50,0.541,12.3,13,51,0.51,26,0.5379999999999999,14,"February 19, 2020",35.5,11,15.7,8,105.2,73.8,31,0.413,86,0.36,31,0.326,28,0.857,24,11,275,97.9,18.8,9,23,95,,6.2,6,0.349,30,0.3,9,44.4,40,0.478,7.5,8,56,0.39299999999999996,22,0.5770000000000001,15,"Cassell Coliseum, Blacksburg, Virginia",VIRGINIA-TECH,Virginia Tech,70.7,Away,MIAMI-FL,Miami (FL),Virginia Tech,acc,25,False,True,True,Home,False,9,22,86,40,90,7,26,79,0,1,247,381,1455,0.5164948453608248,802,1630,0.4920245398773006,198,397,1438,0.4826147426981919,0.6
26,2020-02-22-20-duke,52.0,13,8.3,3,118.9,69.4,25,0.433,67,0.373,25,0.10400000000000001,7,0.857,6,12,200,86.5,13.2,5,21,64,,6.8,5,0.358,24,0.33299999999999996,8,40.5,30,0.455,10.2,8,43,0.395,17,0.556,15,"February 22, 2020",51.9,14,20.9,9,86.5,86.8,33,0.524,62,0.435,27,0.5,31,0.742,23,4,200,118.9,30.6,11,13,88,6.0,5.4,4,0.419,26,0.423,11,59.5,44,0.573,10.6,9,36,0.444,16,0.852,23,"Cameron Indoor Stadium, Durham, North Carolina",VIRGINIA-TECH,Virginia Tech,74.0,Home,DUKE,Duke,Virginia Tech,acc,26,False,False,False,Away,False,8,17,67,30,74,11,16,62,0,1,256,403,1541,0.5107073329007138,842,1720,0.4895348837209302,205,423,1517,0.481542518127884,0.5769230769230769
