,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TEXAS-PAN-AMERICAN_homegame,TEXAS-PAN-AMERICAN_homegame2,TEXAS-PAN-AMERICAN_home,TEXAS-PAN-AMERICAN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2020-02-01-20-texas-pan-american,71.4,15,0.0,0,101.4,66.7,24,0.418,55,0.382,21,0.273,15,0.867,13,13,200,85.5,28.1,9,32,59,,5.8,4,0.364,20,0.2,4,48.5,33,0.475,20.6,16,35,0.486,17,0.435,10,"February 1, 2020",68.4,13,2.9,1,85.5,71.9,23,0.41,50,0.38,19,0.9,45,0.644,29,14,200,101.4,33.3,12,15,70,,10.1,7,0.32,16,0.188,3,51.5,35,0.49,12.5,10,34,0.47100000000000003,16,0.33299999999999996,7,"UTRGV Fieldhouse, Edinburg, Texas",CAL-STATE-BAKERSFIELD,Cal State Bakersfield,69.3,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,20,True,False,True,Home,True,3,16,50,35,68,4,17,55,1,0,128,400,1233,0.4801297648012977,590,1226,0.4812398042414356,130,348,1016,0.5344488188976378,0.3
21,2020-02-06-20-missouri-kansas-city,57.1,12,14.7,5,90.9,66.7,18,0.588,40,0.525,21,0.9,36,0.722,26,14,200,110.6,31.6,6,18,73,,9.1,6,0.3,12,0.41700000000000004,5,52.2,24,0.639,22.3,16,28,0.5710000000000001,16,0.364,8,"February 6, 2020",42.9,9,14.3,4,110.6,68.4,13,0.45299999999999996,53,0.396,21,0.28300000000000003,15,0.8,12,12,200,90.9,33.3,9,26,60,,9.1,6,0.358,19,0.316,6,47.8,22,0.499,19.0,14,34,0.441,15,0.5,12,"Swinney Recreation Center, Kansas City, Missouri",MISSOURI-KANSAS-CITY,UMKC,66.1,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,21,False,False,False,Away,True,5,16,40,24,46,6,15,53,1,0,131,416,1283,0.4773967264224474,625,1294,0.4829984544049459,134,365,1071,0.5284780578898226,0.3333333333333333
22,2020-02-08-13-chicago-state,68.2,15,4.5,1,92.8,82.6,19,0.593,43,0.512,22,0.7440000000000001,32,0.75,24,14,200,108.7,21.7,5,23,75,,5.8,4,0.256,11,0.636,7,52.2,24,0.644,20.8,15,32,0.469,15,0.391,9,"February 8, 2020",52.6,10,6.3,2,108.7,78.3,18,0.547,43,0.442,19,0.581,25,0.68,17,21,200,92.8,17.4,4,25,64,,7.2,5,0.488,21,0.429,9,47.8,22,0.583,25.0,18,22,0.455,10,0.16,4,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,68.5,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,22,False,False,False,Away,True,7,15,43,24,46,9,10,43,1,0,136,432,1323,0.4807256235827664,649,1340,0.4843283582089552,140,380,1124,0.5249110320284698,0.3636363636363637
23,2020-02-13-20-texas-pan-american,64.3,18,4.1,2,102.6,65.6,21,0.517,60,0.467,28,0.317,19,0.526,10,16,200,92.3,20.0,7,17,72,,7.7,6,0.317,19,0.316,6,41.8,28,0.522,19.0,16,41,0.537,22,0.36,9,"February 13, 2020",57.1,16,4.9,2,92.3,80.0,28,0.46799999999999997,62,0.452,28,0.40299999999999997,25,0.88,22,14,200,102.6,34.4,11,22,80,,12.8,10,0.21,13,0.154,2,58.2,39,0.541,17.0,15,49,0.531,26,0.41700000000000004,10,"UTRGV Fieldhouse, Edinburg, Texas",UTAH-VALLEY,Utah Valley,78.0,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,23,True,False,True,Home,True,2,26,62,39,67,6,22,60,1,0,143,447,1366,0.4842606149341142,673,1386,0.4855699855699856,149,390,1167,0.525706940874036,0.39130434782608703
24,2020-02-15-20-texas-pan-american,54.2,13,2.3,1,102.6,75.0,24,0.42200000000000004,64,0.375,24,0.359,23,0.7829999999999999,18,14,200,93.5,24.4,10,25,72,,7.8,6,0.313,20,0.3,6,46.6,34,0.48,14.9,13,44,0.409,18,0.462,12,"February 15, 2020",72.0,18,9.1,4,93.5,75.6,31,0.491,56,0.446,25,0.5710000000000001,32,0.75,24,14,200,102.6,25.0,8,22,79,,10.4,8,0.214,12,0.41700000000000004,5,53.4,39,0.555,14.6,12,44,0.455,20,0.44,11,"UTRGV Fieldhouse, Edinburg, Texas",SEATTLE,Seattle,76.6,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,24,True,False,True,Home,True,5,20,56,39,73,6,18,64,1,0,145,473,1428,0.4835434173669468,712,1453,0.490020646937371,155,412,1227,0.5252648736756316,0.4166666666666667
25,2020-02-18-13-texas-pan-american,60.0,18,5.1,2,117.7,75.8,25,0.555,64,0.469,30,0.141,9,1.0,9,0,200,101.3,25.0,8,16,80,,7.6,6,0.344,22,0.5,11,50.8,33,0.586,20.0,17,42,0.452,19,0.0,0,"February 18, 2020",80.6,29,9.5,4,101.3,75.0,24,0.614,70,0.514,36,0.18600000000000005,13,0.5379999999999999,7,14,200,117.7,24.2,8,13,93,,12.7,10,0.44299999999999995,31,0.452,14,49.2,32,0.61,14.7,13,39,0.564,22,0.462,12,"UTRGV Fieldhouse, Edinburg, Texas","Texas-Permian Basin
			","Texas-Permian Basin
			",79.2,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,25,True,False,True,Home,True,14,22,70,32,65,11,19,64,1,0,150,493,1484,0.4838274932614555,751,1526,0.4921363040629096,161,430,1291,0.5201394268009295,0.44
26,2020-02-22-21-new-mexico-state,63.6,14,12.5,3,118.2,55.2,16,0.563,48,0.45799999999999996,22,0.22899999999999998,11,0.727,8,15,200,93.9,15.4,4,22,62,,9.1,6,0.5,24,0.41700000000000004,10,36.4,20,0.5820000000000001,24.3,17,24,0.5,12,0.444,12,"February 22, 2020",79.2,19,12.5,3,93.9,84.6,22,0.5660000000000001,53,0.45299999999999996,24,0.45299999999999996,24,0.75,18,6,200,118.2,44.8,13,16,78,,10.6,7,0.547,29,0.414,12,63.6,35,0.606,19.1,15,24,0.5,12,0.7859999999999999,22,"Pan American Center, Las Cruces, New Mexico",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,66.3,Home,NEW-MEXICO-STATE,New Mexico State,Texas-Rio Grande Valley,wac,26,False,False,False,Away,False,10,12,48,20,55,12,12,53,0,1,164,515,1554,0.4897039897039897,783,1591,0.4921433060967945,172,449,1355,0.5217712177121772,0.4615384615384616
27,2020-02-27-22-cal-state-bakersfield,40.0,8,5.1,2,111.3,80.0,24,0.39299999999999996,56,0.35700000000000004,20,0.33899999999999997,19,0.789,15,16,200,83.1,29.4,10,21,59,,5.6,4,0.28600000000000003,16,0.25,4,53.1,34,0.45399999999999996,19.9,16,40,0.4,16,0.429,12,"February 27, 2020",42.9,12,2.5,1,83.1,70.6,24,0.574,54,0.519,28,0.444,24,0.708,17,17,200,111.3,20.0,6,19,79,,8.5,6,0.278,15,0.4,6,46.9,30,0.604,15.7,12,39,0.564,22,0.414,12,"Icardo Center, Bakersfield, California",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,71.2,Home,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,Texas-Rio Grande Valley,wac,27,False,False,False,Away,False,4,16,56,34,64,6,22,54,0,1,174,527,1602,0.4918851435705368,803,1646,0.4878493317132442,184,461,1408,0.5234375,0.4444444444444444
28,2020-02-29-20-grand-canyon,43.3,13,2.7,1,119.4,74.1,20,0.595,58,0.517,30,0.431,25,0.76,19,16,200,131.3,23.3,7,17,88,,10.4,7,0.36200000000000004,21,0.429,9,47.4,27,0.63,8.0,6,37,0.568,21,0.44799999999999995,13,"February 29, 2020",46.7,14,2.7,1,131.3,76.7,23,0.6509999999999999,53,0.5660000000000001,30,0.321,17,0.647,11,17,200,119.4,25.9,7,17,80,,4.5,3,0.302,16,0.563,9,52.6,30,0.655,16.6,12,37,0.568,21,0.414,12,"Grand Canyon University Arena, Phoenix, Arizona",GRAND-CANYON,Grand Canyon,67.5,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,28,False,False,False,Away,True,9,21,58,27,57,9,21,53,1,0,178,543,1658,0.48854041013269,837,1710,0.4894736842105264,190,483,1462,0.5253077975376197,0.42857142857142855
29,2020-03-07-20-texas-pan-american,56.0,14,1.9,1,97.5,82.5,33,0.455,67,0.373,25,0.26899999999999996,18,0.833,15,10,225,93.8,43.2,16,21,76,,1.2,1,0.38799999999999996,26,0.423,11,63.6,49,0.503,21.1,20,41,0.341,14,0.677,21,"March 7, 2020",71.4,20,12.2,5,93.8,56.8,21,0.41100000000000003,73,0.384,28,0.315,23,0.826,19,16,225,97.5,17.5,7,14,79,,17.3,14,0.28800000000000003,21,0.19,4,36.4,28,0.47100000000000003,6.7,6,52,0.462,24,0.467,14,"UTRGV Fieldhouse, Edinburg, Texas",CALIFORNIA-BAPTIST,California Baptist,72.2,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,29,True,False,True,Home,True,4,24,73,28,77,11,14,67,1,0,187,564,1716,0.4921328671328672,864,1767,0.4889643463497453,199,504,1515,0.5297029702970297,0.4482758620689655
