,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,QUINNIPIAC_homegame,QUINNIPIAC_homegame2,QUINNIPIAC_home,QUINNIPIAC_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2020-01-03-19-marist,57.9,11,6.1,2,93.5,86.7,26,0.47200000000000003,54,0.35200000000000004,19,0.259,14,0.857,12,5,200,101.6,37.8,14,16,63,,6.5,4,0.685,37,0.35100000000000003,13,59.7,40,0.519,20.0,15,17,0.353,6,0.545,6,"January 3, 2020",36.4,8,0.0,0,101.6,62.2,23,0.51,48,0.45799999999999996,22,0.33299999999999996,16,0.563,9,10,200,93.5,13.3,4,19,58,,11.3,7,0.313,15,0.33299999999999996,5,40.3,27,0.522,16.7,11,33,0.515,17,0.091,1,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,62.1,Away,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,10,False,False,False,Away,True,13,6,54,40,67,5,17,48,1,0,104,147,577,0.5251299826689775,334,667,0.5007496251874063,86,182,648,0.4799382716049383,0.5
11,2020-01-07-19-quinnipiac,60.9,14,15.4,4,117.6,75.0,18,0.4320000000000001,59,0.39,23,0.237,14,0.7140000000000001,10,5,200,89.7,27.3,9,16,61,,10.3,7,0.40700000000000003,24,0.20800000000000002,5,47.4,27,0.465,14.4,11,35,0.514,18,0.615,8,"January 7, 2020",65.4,17,14.3,5,89.7,72.7,24,0.602,54,0.48100000000000004,26,0.33299999999999996,18,0.833,15,5,200,117.6,25.0,6,12,80,,8.8,6,0.519,28,0.46399999999999997,13,52.6,30,0.639,15.1,11,26,0.5,13,0.583,7,"TD Bank Sports Center, Hamden, Connecticut",RIDER,Rider,67.6,Home,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,11,True,False,True,Home,True,13,13,54,30,57,5,18,59,1,0,117,153,631,0.5206022187004754,374,734,0.5095367847411444,91,199,696,0.4820402298850575,0.5454545454545454
12,2020-01-10-19-quinnipiac,43.5,10,22.6,7,97.1,61.8,21,0.4270000000000001,62,0.371,23,0.065,4,0.75,3,11,200,81.2,7.7,3,17,56,,11.6,8,0.40299999999999997,25,0.28,7,32.9,24,0.43799999999999994,11.1,8,37,0.4320000000000001,16,0.214,3,"January 10, 2020",65.2,15,10.8,4,81.2,92.3,36,0.466,59,0.39,23,0.271,16,0.75,12,5,200,97.1,38.2,13,8,67,,4.3,3,0.475,28,0.321,9,67.1,49,0.503,18.5,15,31,0.452,14,0.615,8,"TD Bank Sports Center, Hamden, Connecticut",NIAGARA,Niagara,68.8,Home,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,12,True,False,True,Home,True,9,14,59,49,73,7,16,62,1,0,130,166,685,0.5270072992700731,404,791,0.5107458912768648,96,217,755,0.4781456953642384,0.5833333333333334
13,2020-01-12-14-quinnipiac,44.0,11,12.5,3,110.5,56.0,14,0.418,67,0.373,25,0.254,17,0.8240000000000001,14,7,200,92.1,21.1,8,22,70,,21.1,16,0.299,20,0.3,6,34.9,22,0.466,11.8,10,47,0.40399999999999997,19,0.5329999999999999,8,"January 12, 2020",66.7,14,8.5,4,92.1,78.9,30,0.564,47,0.447,21,0.7659999999999999,36,0.861,31,5,200,110.5,44.0,11,14,84,,9.2,7,0.489,23,0.478,11,65.1,41,0.655,25.0,21,24,0.41700000000000004,10,0.643,9,"TD Bank Sports Center, Hamden, Connecticut",MONMOUTH,Monmouth,75.6,Home,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,13,True,False,True,Home,True,11,10,47,41,63,6,19,67,1,0,139,180,744,0.5221774193548387,453,864,0.5243055555555556,103,233,817,0.474296205630355,0.6153846153846154
14,2020-01-16-19-manhattan,68.4,13,7.1,3,98.6,73.3,33,0.45299999999999996,53,0.358,19,0.245,13,0.6920000000000001,9,6,200,81.4,14.3,5,16,57,,2.9,2,0.509,27,0.37,10,47.5,38,0.48200000000000004,19.3,14,26,0.34600000000000003,9,0.6,9,"January 16, 2020",80.8,21,3.8,1,81.4,85.7,30,0.436,70,0.371,26,0.271,19,0.42100000000000004,8,6,200,98.6,26.7,12,14,69,,12.9,9,0.4,28,0.321,9,52.5,42,0.4370000000000001,6.0,5,42,0.405,17,0.5710000000000001,8,"Draddy Gymnasium, Riverdale, New York",QUINNIPIAC,Quinnipiac,70.1,Home,MANHATTAN,Manhattan,Quinnipiac,maac,14,False,False,False,Away,False,10,9,53,38,80,9,17,70,0,1,150,190,791,0.5246523388116309,494,927,0.5329018338727076,109,252,884,0.4700226244343891,0.6428571428571429
15,2020-01-18-16-quinnipiac,61.9,13,29.6,8,76.1,76.7,33,0.408,60,0.35,21,0.467,28,0.7859999999999999,22,9,200,106.0,40.5,17,21,71,,7.5,5,0.3,18,0.389,7,58.8,50,0.484,11.1,9,42,0.33299999999999996,14,0.4,6,"January 18, 2020",63.6,7,11.9,5,106.0,59.5,25,0.22,59,0.18600000000000005,11,0.475,28,0.893,25,7,200,76.1,23.3,10,20,51,,10.4,7,0.542,32,0.125,4,41.2,35,0.353,8.9,7,27,0.259,7,0.562,9,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,67.3,Away,SAINT-PETERS,St. Peter's,Quinnipiac,maac,15,False,True,True,Home,False,4,7,59,35,85,7,14,60,0,1,160,199,844,0.5201421800947867,532,1007,0.5283018867924528,118,269,954,0.4675052410901467,0.6
16,2020-01-24-19-quinnipiac,23.1,6,11.5,3,120.9,66.7,22,0.418,67,0.38799999999999996,26,0.209,14,0.7859999999999999,11,11,200,100.0,31.6,12,21,67,,6.0,4,0.22399999999999998,15,0.267,4,47.9,34,0.455,7.6,6,52,0.423,22,0.389,7,"January 24, 2020",61.5,16,11.5,6,100.0,68.4,26,0.552,58,0.44799999999999995,26,0.36200000000000004,21,0.81,17,7,200,120.9,33.3,11,18,81,,3.0,2,0.552,32,0.375,12,52.1,37,0.596,12.9,10,26,0.5379999999999999,14,0.588,10,"TD Bank Sports Center, Hamden, Connecticut",FAIRFIELD,Fairfield,67.3,Home,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,16,True,False,True,Home,True,12,14,58,37,71,4,22,67,1,0,164,206,903,0.5005537098560354,567,1092,0.5192307692307693,125,283,1014,0.4640039447731755,0.5625
17,2020-01-26-14-siena,52.2,12,5.1,2,131.3,68.0,17,0.491,54,0.426,23,0.204,11,0.727,8,8,200,95.3,25.8,8,12,61,,4.7,3,0.426,23,0.304,7,44.6,25,0.515,16.9,12,31,0.516,16,0.556,10,"January 26, 2020",57.6,19,3.2,1,95.3,74.2,23,0.6579999999999999,57,0.579,33,0.228,13,0.6920000000000001,9,9,200,131.3,32.0,8,17,84,,10.9,7,0.316,18,0.5,9,55.4,31,0.665,13.8,10,39,0.615,24,0.5,9,"Times Union Center , Albany, New York",QUINNIPIAC,Quinnipiac,64.2,Home,SIENA,Siena,Quinnipiac,maac,17,False,False,False,Away,False,7,16,54,25,56,9,24,57,0,1,176,220,961,0.5036420395421436,604,1163,0.5193465176268272,129,305,1081,0.4611470860314524,0.5882352941176471
18,2020-01-31-19-canisius,63.6,21,4.3,2,110.6,76.7,23,0.75,54,0.611,33,0.16699999999999998,9,1.0,9,8,200,136.4,35.3,6,14,90,,1.5,1,0.519,28,0.536,15,61.7,29,0.772,19.5,14,26,0.6920000000000001,18,0.579,11,"January 31, 2020",54.8,17,3.8,1,136.4,64.7,11,0.539,64,0.484,31,0.109,7,0.5710000000000001,4,13,200,110.6,23.3,7,12,73,,7.6,5,0.281,18,0.389,7,38.3,18,0.542,6.9,5,46,0.522,24,0.381,8,"Koessler Athletic Center, Buffalo, New York",CANISIUS,Canisius,65.8,Away,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,18,False,False,False,Away,True,15,18,54,29,47,7,24,64,1,0,183,236,1015,0.5029556650246305,629,1219,0.5159967186218212,138,329,1138,0.4710017574692443,0.5555555555555556
19,2020-02-02-13-niagara,65.2,15,10.2,5,117.2,83.9,26,0.519,53,0.434,23,0.17,9,0.444,4,9,200,92.2,38.7,12,12,59,,1.6,1,0.434,23,0.391,9,61.3,38,0.515,26.0,20,30,0.467,14,0.55,11,"February 2, 2020",51.5,17,10.0,3,92.2,61.3,19,0.581,62,0.532,33,0.129,8,0.375,3,14,200,117.2,16.1,5,16,75,,20.3,13,0.21,13,0.462,6,38.7,24,0.57,3.0,2,49,0.551,27,0.33299999999999996,7,"Gallagher Center, Niagara University, New York",QUINNIPIAC,Quinnipiac,64.0,Home,NIAGARA,Niagara,Quinnipiac,maac,19,False,False,False,Away,False,9,14,53,38,62,6,27,62,0,1,198,254,1069,0.5154349859681946,658,1266,0.5197472353870458,145,353,1202,0.4746256239600666,0.5789473684210527
20,2020-02-07-19-quinnipiac,57.7,15,12.0,3,77.6,80.5,33,0.517,60,0.433,26,0.2,12,0.917,11,12,200,109.0,23.3,7,12,73,,9.0,6,0.467,28,0.35700000000000004,10,56.3,40,0.556,9.7,7,32,0.5,16,0.33299999999999996,6,"February 7, 2020",57.9,11,9.4,3,109.0,76.7,23,0.39,59,0.322,19,0.16899999999999998,10,0.6,6,10,200,77.6,19.5,8,14,52,,6.0,4,0.5760000000000001,34,0.235,8,43.7,31,0.408,15.9,12,25,0.44,11,0.524,11,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,66.7,Away,IONA,Iona,Quinnipiac,maac,20,False,True,True,Home,False,8,11,59,31,71,10,16,60,0,1,207,268,1122,0.5155971479500892,696,1328,0.5240963855421686,151,380,1264,0.4798259493670886,0.55
21,2020-02-09-14-quinnipiac,37.5,9,28.6,6,88.7,69.2,18,0.473,56,0.429,24,0.39299999999999996,22,0.545,12,10,200,91.5,10.0,3,19,65,,21.1,15,0.33899999999999997,19,0.263,5,37.5,21,0.489,10.9,8,37,0.514,19,0.524,11,"February 9, 2020",63.2,12,10.8,4,91.5,90.0,27,0.544,45,0.42200000000000004,19,0.42200000000000004,19,0.737,14,11,200,88.7,30.8,8,19,63,,2.8,2,0.5329999999999999,24,0.45799999999999996,11,62.5,35,0.583,31.9,25,21,0.381,8,0.5,11,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,71.2,Away,MANHATTAN,Manhattan,Quinnipiac,maac,21,False,True,True,Home,False,11,8,45,35,56,5,19,56,0,1,215,279,1181,0.5093141405588484,727,1399,0.5196568977841315,161,396,1324,0.4814954682779456,0.5238095238095238
22,2020-02-14-19-saint-peters,44.0,11,6.5,2,120.0,75.0,15,0.5379999999999999,53,0.47200000000000003,25,0.434,23,0.652,15,12,200,102.9,20.0,6,13,72,,8.6,6,0.47200000000000003,25,0.28,7,42.0,21,0.563,17.1,13,28,0.643,18,0.478,11,"February 14, 2020",56.7,17,17.9,5,102.9,80.0,24,0.64,57,0.526,30,0.24600000000000002,14,0.7859999999999999,11,11,200,120.0,25.0,5,18,84,,5.7,4,0.456,26,0.5,13,58.0,29,0.66,13.7,10,31,0.5479999999999999,17,0.522,12,"Yanitelli Center, Jersey City, New Jersey",QUINNIPIAC,Quinnipiac,69.8,Home,SAINT-PETERS,St. Peter's,Quinnipiac,maac,22,False,False,False,Away,False,7,18,53,21,50,13,17,57,0,1,226,287,1226,0.5106035889070146,762,1455,0.5237113402061856,166,415,1380,0.4811594202898551,0.5
23,2020-02-16-16-rider,39.1,9,5.1,2,96.3,85.3,29,0.40299999999999997,67,0.34299999999999997,23,0.254,17,0.529,9,13,200,76.8,16.7,7,21,63,,7.3,6,0.552,37,0.21600000000000005,8,47.4,36,0.42,13.9,12,30,0.5,15,0.45799999999999996,11,"February 16, 2020",64.5,20,6.7,2,76.8,83.3,35,0.5379999999999999,66,0.47,31,0.33299999999999996,22,0.364,8,10,200,96.3,14.7,5,15,79,,6.1,5,0.409,27,0.33299999999999996,9,52.6,40,0.517,14.7,13,39,0.564,22,0.6,15,"Alumni Gymnasium, Lawrenceville, New Jersey",QUINNIPIAC,Quinnipiac,82.3,Home,RIDER,Rider,Quinnipiac,maac,23,False,False,False,Away,False,8,15,67,36,76,9,22,66,0,1,233,305,1279,0.5117279124315872,783,1505,0.520265780730897,179,432,1437,0.487473903966597,0.4782608695652174
24,2020-02-21-19-quinnipiac,48.1,13,3.1,1,90.4,87.1,27,0.44299999999999995,70,0.386,27,0.071,5,0.4,2,17,200,87.7,23.1,9,13,64,,8.2,6,0.271,19,0.42100000000000004,8,51.4,36,0.442,14.3,12,51,0.373,19,0.34600000000000003,9,"February 21, 2020",29.2,7,13.7,7,87.7,76.9,30,0.491,57,0.42100000000000004,24,0.193,11,0.909,10,13,200,90.4,12.9,4,14,66,,11.0,8,0.439,25,0.32,8,48.6,34,0.53,17.4,13,32,0.5,16,0.48,12,"TD Bank Sports Center, Hamden, Connecticut",CANISIUS,Canisius,73.3,Home,QUINNIPIAC,Quinnipiac,Quinnipiac,maac,24,True,False,True,Home,True,8,16,57,34,70,8,19,70,1,0,241,320,1346,0.5063150074294205,819,1581,0.5180265654648957,188,454,1503,0.4896872920825017,0.4583333333333333
25,2020-02-23-14-monmouth,62.5,15,11.1,4,121.9,78.8,26,0.545,56,0.429,24,0.446,25,0.68,17,14,200,106.8,38.7,12,21,78,,5.5,4,0.589,33,0.39399999999999996,13,59.4,38,0.575,20.2,17,23,0.478,11,0.462,12,"February 23, 2020",65.6,21,8.7,2,106.8,61.3,19,0.585,65,0.4920000000000001,32,0.27699999999999997,18,0.722,13,11,200,121.9,21.2,7,19,89,,12.3,9,0.446,29,0.414,12,40.6,26,0.605,8.8,7,36,0.556,20,0.593,16,"Multipurpose Activity Center, West Long Branch, New Jersey",QUINNIPIAC,Quinnipiac,73.2,Home,MONMOUTH,Monmouth,Quinnipiac,maac,25,False,False,False,Away,False,13,11,56,38,64,12,20,65,0,1,249,336,1403,0.5057020669992872,853,1651,0.516656571774682,196,473,1573,0.487603305785124,0.48
26,2020-02-26-19-quinnipiac,46.7,14,12.9,4,110.0,86.2,25,0.593,59,0.508,30,0.305,18,0.778,14,10,200,120.0,23.3,7,12,84,,10.0,7,0.305,18,0.556,10,54.2,32,0.622,11.9,9,41,0.488,20,0.615,16,"February 26, 2020",55.2,16,14.6,6,120.0,76.7,23,0.61,59,0.4920000000000001,29,0.102,6,0.833,5,15,200,110.0,13.8,4,18,77,,5.7,4,0.475,28,0.5,14,45.8,27,0.622,17.4,13,31,0.484,15,0.444,12,"TD Bank Sports Center, Hamden, Connecticut",QUINNIPIAC,Quinnipiac,70.2,Away,SIENA,Siena,Quinnipiac,maac,26,False,True,True,Home,False,14,15,59,27,59,10,20,59,0,1,262,347,1459,0.5071967100753941,891,1715,0.519533527696793,208,493,1638,0.4914529914529914,0.4615384615384616
