,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,VERMONT_homegame,VERMONT_homegame2,VERMONT_home,VERMONT_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-16-14-vermont,42.3,11,5.1,2,101.4,78.8,26,0.545,55,0.473,26,0.327,18,0.556,10,6,200,94.6,16.1,5,25,70,,10.8,8,0.455,25,0.32,8,48.4,31,0.551,19.3,15,30,0.6,18,0.455,5,"December 16, 2018",37.0,10,3.3,1,94.6,83.9,26,0.5,57,0.474,27,0.474,27,0.667,18,3,200,101.4,21.2,7,19,75,,9.5,7,0.316,18,0.16699999999999998,3,51.6,33,0.537,14.8,12,39,0.615,24,0.727,8,"Roy L. Patrick Gymnasium, Burlington, Vermont",NORTHEASTERN,Northeastern,74.2,Home,VERMONT,Vermont,Vermont,america-east,10,True,False,True,Home,True,3,24,57,33,64,8,18,55,1,0,89,177,580,0.5353448275862069,316,616,0.512987012987013,65,182,564,0.49556737588652483,0.7
11,2018-12-18-19-vermont,33.3,10,7.9,3,103.8,66.7,28,0.54,62,0.484,30,0.21,13,0.6920000000000001,9,7,250,95.0,25.8,8,27,76,,12.5,10,0.32299999999999995,20,0.35,7,49.3,36,0.557,20.1,17,42,0.5479999999999999,23,0.364,4,"December 18, 2018",34.5,10,11.9,5,95.0,74.2,23,0.47200000000000003,72,0.40299999999999997,29,0.306,22,0.682,15,3,250,103.8,33.3,14,16,83,,7.5,6,0.47200000000000003,34,0.294,10,50.7,37,0.503,15.5,15,38,0.5,19,0.75,9,"Roy L. Patrick Gymnasium, Burlington, Vermont",ST-BONAVENTURE,St. Bonaventure,64.3,Home,VERMONT,Vermont,Vermont,america-east,11,True,False,True,Home,True,10,19,72,37,73,7,23,62,1,0,92,201,637,0.5321821036106751,349,680,0.513235294117647,73,200,619,0.5,0.7272727272727273
12,2018-12-21-20-lipscomb,36.4,8,16.7,7,130.0,63.6,14,0.41,61,0.361,22,0.311,19,0.8420000000000001,16,4,200,94.3,25.6,10,21,66,,5.7,4,0.45899999999999996,28,0.214,6,39.3,24,0.47100000000000003,11.5,9,33,0.485,16,0.6920000000000001,9,"December 21, 2018",55.9,19,9.1,3,94.3,74.4,29,0.644,59,0.5760000000000001,34,0.28800000000000003,17,0.882,15,3,200,130.0,36.4,8,19,91,,8.6,6,0.28800000000000003,17,0.47100000000000003,8,60.7,37,0.6779999999999999,14.2,11,42,0.619,26,0.75,9,"Allen Arena, Nashville, Tennessee",VERMONT,Vermont,69.6,Home,LIPSCOMB,Lipscomb,Vermont,america-east,12,False,False,False,Away,False,6,16,61,24,61,8,26,59,0,1,102,220,709,0.5260930888575458,386,753,0.5126162018592297,80,223,681,0.5036710719530103,0.75
13,2019-01-02-19-vermont,45.8,11,12.5,5,100.0,76.7,23,0.39899999999999997,69,0.348,24,0.087,6,0.667,4,7,200,80.8,23.1,9,22,59,,4.1,3,0.29,20,0.35,7,46.4,32,0.41100000000000003,14.3,12,49,0.34700000000000003,17,0.562,9,"January 2, 2019",28.0,7,20.4,10,80.8,76.9,30,0.47200000000000003,54,0.46299999999999997,25,0.556,30,0.733,22,4,200,100.0,23.3,7,16,73,,2.7,2,0.259,14,0.071,1,53.6,37,0.535,11.8,9,40,0.6,24,0.7140000000000001,10,"Roy L. Patrick Gymnasium, Burlington, Vermont",DARTMOUTH,Dartmouth,72.6,Home,VERMONT,Vermont,Vermont,america-east,13,True,False,True,Home,True,1,24,54,37,69,7,17,69,1,0,108,236,770,0.5168831168831168,410,814,0.5036855036855037,88,249,740,0.5148648648648648,0.6923076923076923
14,2019-01-05-19-albany-ny,54.8,17,12.1,4,76.1,87.9,29,0.632,57,0.544,31,0.228,13,0.615,8,4,200,119.4,29.6,8,15,80,,7.5,5,0.456,26,0.385,10,61.7,37,0.633,16.1,12,31,0.677,21,0.733,11,"January 5, 2019",52.6,10,6.5,2,119.4,70.4,19,0.39799999999999996,54,0.35200000000000004,19,0.204,11,0.727,8,11,200,76.1,12.1,4,16,51,,13.4,9,0.389,21,0.23800000000000002,5,38.3,23,0.431,16.9,12,33,0.424,14,0.312,5,"SEFCU Arena, Albany, New York",ALBANY-NY,Albany (NY),67.2,Away,VERMONT,Vermont,Vermont,america-east,14,False,False,False,Away,True,10,21,57,37,60,5,14,54,1,0,109,260,824,0.5139563106796117,447,883,0.5062287655719139,95,266,809,0.5049443757725587,0.7142857142857143
15,2019-01-09-19-maine,62.5,15,10.3,3,76.6,74.3,26,0.602,44,0.545,24,0.545,24,0.833,20,4,200,114.1,10.0,2,14,73,,12.5,8,0.364,16,0.313,5,50.9,28,0.659,14.2,9,28,0.679,19,0.75,12,"January 9, 2019",78.9,15,7.1,2,114.1,90.0,18,0.40399999999999997,57,0.33299999999999996,19,0.14,8,0.375,3,15,200,76.6,25.7,9,21,49,,4.7,3,0.491,28,0.28600000000000003,8,49.1,27,0.40299999999999997,18.8,14,29,0.379,11,0.11800000000000001,2,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,64.1,Away,VERMONT,Vermont,Vermont,america-east,15,False,False,False,Away,True,5,19,44,28,55,8,11,57,1,0,119,281,881,0.521566401816118,484,943,0.513255567338282,100,280,863,0.4982618771726535,0.7333333333333333
16,2019-01-12-19-vermont,50.0,10,3.0,1,122.7,65.2,15,0.45299999999999996,53,0.377,20,0.396,21,0.667,14,9,200,93.9,16.7,5,21,62,,10.6,7,0.321,17,0.47100000000000003,8,37.7,20,0.49200000000000005,12.6,9,36,0.33299999999999996,12,0.47100000000000003,8,"January 12, 2019",46.4,13,16.7,6,93.9,83.3,25,0.64,50,0.56,28,0.44,22,0.773,17,4,200,122.7,34.8,8,20,81,,7.6,5,0.34,17,0.47100000000000003,8,62.3,33,0.67,17.9,13,33,0.606,20,0.765,13,"Roy L. Patrick Gymnasium, Burlington, Vermont",HARTFORD,Hartford,66.2,Home,VERMONT,Vermont,Vermont,america-east,16,True,False,True,Home,True,8,20,50,33,53,8,12,53,1,0,124,300,925,0.5254054054054054,512,998,0.5130260521042084,108,291,920,0.4923913043478261,0.75
17,2019-01-16-19-new-hampshire,22.2,6,25.0,8,92.2,78.8,26,0.555,55,0.491,27,0.273,15,0.8,12,4,200,114.1,14.8,4,16,73,,3.1,2,0.218,12,0.583,7,50.0,30,0.588,10.2,7,43,0.465,20,0.778,14,"January 16, 2019",47.6,10,4.7,2,114.1,85.2,23,0.491,53,0.396,21,0.226,12,0.583,7,14,200,92.2,21.2,7,22,59,,1.6,1,0.396,21,0.47600000000000003,10,50.0,30,0.503,17.1,12,32,0.344,11,0.17600000000000002,3,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,64.4,Away,VERMONT,Vermont,Vermont,america-east,17,False,False,False,Away,True,7,20,55,30,60,10,11,53,1,0,132,320,975,0.5312820512820513,545,1051,0.5185537583254044,116,303,973,0.49023638232271327,0.7647058823529411
18,2019-01-19-13-vermont,26.3,5,8.6,3,118.2,41.2,14,0.489,45,0.42200000000000004,19,0.222,10,0.6,6,14,200,75.8,7.1,2,19,50,,15.2,10,0.35600000000000004,16,0.375,6,25.8,16,0.503,27.8,19,29,0.44799999999999995,13,0.263,5,"January 19, 2019",51.9,14,6.9,2,75.8,92.9,26,0.508,60,0.45,27,0.33299999999999996,20,0.85,17,4,200,118.2,58.8,20,15,78,,15.2,10,0.41700000000000004,25,0.28,7,74.2,46,0.561,18.9,16,35,0.5710000000000001,20,0.789,15,"Roy L. Patrick Gymnasium, Burlington, Vermont",BINGHAMTON,Binghamton,66.1,Home,VERMONT,Vermont,Vermont,america-east,18,True,False,True,Home,True,7,20,60,46,62,6,13,45,1,0,139,340,1030,0.5325242718446602,575,1111,0.5175517551755175,126,314,1026,0.4902534113060429,0.7777777777777778
19,2019-01-23-19-vermont,54.2,13,25.8,8,95.3,75.0,27,0.609,46,0.522,24,0.5429999999999999,25,0.72,18,9,200,115.6,18.2,4,20,74,,6.3,4,0.457,21,0.381,8,53.4,31,0.639,16.2,11,25,0.64,16,0.5710000000000001,12,"January 23, 2019",50.0,9,12.0,3,115.6,81.8,18,0.434,53,0.34,18,0.358,19,0.789,15,5,200,95.3,25.0,9,23,61,,4.7,3,0.415,22,0.455,10,46.6,27,0.49200000000000005,15.2,11,31,0.258,8,0.75,15,"Roy L. Patrick Gymnasium, Burlington, Vermont",VERMONT,Vermont,64.5,Away,MARYLAND-BALTIMORE-COUNTY,UMBC,Vermont,america-east,19,False,True,True,Home,False,10,8,53,27,58,8,16,46,0,1,146,360,1090,0.5311926605504587,621,1173,0.5294117647058824,132,327,1071,0.49019607843137253,0.7894736842105263
20,2019-01-26-19-stony-brook,47.8,11,4.3,1,75.4,77.8,28,0.473,56,0.41100000000000003,23,0.536,30,0.667,20,5,200,105.8,20.6,7,19,73,,8.7,6,0.375,21,0.33299999999999996,7,50.0,35,0.52,11.5,9,35,0.457,16,0.762,16,"January 26, 2019",37.5,6,5.7,2,105.8,79.4,27,0.375,52,0.308,16,0.308,16,0.813,13,4,200,75.4,22.2,8,25,52,,5.8,4,0.5579999999999999,29,0.24100000000000002,7,50.0,35,0.436,20.3,15,23,0.391,9,0.81,17,"Island Federal Credit Union, Stony Brook, New York",STONY-BROOK,Stony Brook,69.4,Away,VERMONT,Vermont,Vermont,america-east,20,False,False,False,Away,True,7,16,56,35,70,7,9,52,1,0,156,368,1143,0.5266841644794401,648,1231,0.5264012997562957,140,343,1117,0.495076096687556,0.75
21,2019-02-02-17-massachusetts-lowell,33.3,8,19.4,7,89.0,85.7,30,0.455,56,0.429,24,0.5,28,0.821,23,5,200,101.4,30.0,9,18,74,,6.8,5,0.28600000000000003,16,0.188,3,60.0,39,0.534,14.9,12,40,0.525,21,0.773,17,"February 2, 2019",50.0,12,7.5,3,101.4,70.0,21,0.466,59,0.40700000000000003,24,0.322,19,0.526,10,11,200,89.0,14.3,5,24,65,,6.8,5,0.39,23,0.304,7,40.0,26,0.478,12.9,10,36,0.47200000000000003,17,0.522,12,"Tsongas Center, Lowell, Massachusetts",MASSACHUSETTS-LOWELL,UMass-Lowell,72.7,Away,VERMONT,Vermont,Vermont,america-east,21,False,False,False,Away,True,3,21,56,39,65,7,17,59,1,0,163,384,1199,0.52418682235196,683,1301,0.5249807840122982,147,352,1169,0.4897348160821215,0.7619047619047619
22,2019-02-06-19-vermont,50.0,11,11.5,3,130.3,71.4,15,0.48100000000000004,53,0.415,22,0.321,17,0.706,12,19,200,95.5,25.8,8,18,63,,13.6,9,0.264,14,0.5,7,44.2,23,0.516,17.7,13,39,0.385,15,0.20800000000000002,5,"February 6, 2019",64.3,18,5.1,2,95.5,74.2,23,0.7290000000000001,48,0.583,28,0.479,23,0.696,16,5,200,130.3,28.6,6,16,86,,12.1,8,0.45799999999999996,22,0.636,14,55.8,29,0.73,18.3,13,26,0.5379999999999999,14,0.7829999999999999,18,"Roy L. Patrick Gymnasium, Burlington, Vermont",MAINE,Maine,66.0,Home,VERMONT,Vermont,Vermont,america-east,22,True,False,True,Home,True,14,14,48,29,52,7,15,53,1,0,166,405,1255,0.5211155378486055,722,1366,0.5285505124450952,154,369,1228,0.48859934853420195,0.7727272727272727
23,2019-02-09-14-vermont,50.0,9,2.9,1,106.3,69.0,20,0.449,49,0.36700000000000005,18,0.184,9,0.556,5,16,200,77.8,21.2,7,13,49,,11.1,7,0.408,20,0.4,8,43.5,27,0.46,22.1,15,29,0.345,10,0.33299999999999996,8,"February 9, 2019",50.0,12,24.1,7,77.8,78.8,26,0.49200000000000005,59,0.40700000000000003,24,0.153,9,1.0,9,5,200,106.3,31.0,9,13,67,,9.5,6,0.424,25,0.4,10,56.5,35,0.529,14.9,11,34,0.41200000000000003,14,0.792,19,"Roy L. Patrick Gymnasium, Burlington, Vermont",ALBANY-NY,Albany (NY),63.3,Home,VERMONT,Vermont,Vermont,america-east,23,True,False,True,Home,True,10,14,59,35,62,8,10,49,1,0,180,419,1303,0.5287797390636991,751,1418,0.5296191819464033,161,384,1281,0.4882903981264637,0.782608695652174
24,2019-02-13-19-vermont,40.0,6,2.8,1,110.6,80.8,21,0.39799999999999996,44,0.341,15,0.341,15,0.6,9,21,200,66.7,6.5,2,20,44,,4.5,3,0.455,20,0.25,5,40.4,23,0.43,22.9,15,24,0.41700000000000004,10,0.125,3,"February 13, 2019",34.6,9,0.0,0,66.7,93.5,29,0.5379999999999999,53,0.491,26,0.45299999999999996,24,0.667,16,5,200,110.6,19.2,5,15,73,,9.1,6,0.321,17,0.294,5,59.6,34,0.5670000000000001,11.2,8,36,0.583,21,0.8,20,"Roy L. Patrick Gymnasium, Burlington, Vermont",NEW-HAMPSHIRE,New Hampshire,65.8,Home,VERMONT,Vermont,Vermont,america-east,24,True,False,True,Home,True,5,21,53,34,57,5,10,44,1,0,190,433,1362,0.527165932452276,786,1480,0.5310810810810811,169,394,1330,0.4868421052631579,0.7916666666666666
25,2019-02-16-17-hartford,46.2,12,9.7,3,111.9,90.9,20,0.557,53,0.491,26,0.396,21,0.857,18,5,200,114.9,22.2,6,12,77,,7.5,5,0.34,18,0.389,7,53.1,26,0.611,12.6,9,35,0.5429999999999999,19,0.8079999999999999,21,"February 16, 2019",53.6,15,8.6,3,114.9,77.8,21,0.642,53,0.528,28,0.132,7,1.0,7,13,200,111.9,9.1,2,20,75,,4.5,3,0.415,22,0.545,12,46.9,23,0.6659999999999999,20.0,14,31,0.516,16,0.5,13,"Chase Family Arena, Hartford, Connecticut",HARTFORD,Hartford,67.2,Away,VERMONT,Vermont,Vermont,america-east,25,False,False,False,Away,True,7,19,53,26,49,12,16,53,1,0,195,454,1415,0.5275618374558304,820,1537,0.5335068314899154,174,404,1374,0.48398835516739447,0.8
26,2019-02-21-19-maryland-baltimore-county,70.6,12,2.7,1,97.0,90.0,27,0.40399999999999997,47,0.36200000000000004,17,0.426,20,0.9,18,6,200,83.6,21.4,6,17,56,,1.5,1,0.511,24,0.16699999999999998,4,56.9,33,0.496,22.3,16,23,0.565,13,0.778,21,"February 21, 2019",44.0,11,4.3,1,83.6,78.6,22,0.491,55,0.455,25,0.255,14,0.7859999999999999,11,10,200,97.0,10.0,3,20,65,,11.9,8,0.327,18,0.222,4,43.1,25,0.527,12.8,9,37,0.568,21,0.643,18,"UMBC Event Center, Baltimore, Maryland",VERMONT,Vermont,67.1,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Vermont,america-east,26,False,False,False,Away,False,4,13,47,33,58,4,21,55,0,1,202,473,1468,0.5286103542234333,846,1586,0.5334174022698613,186,420,1427,0.4898388227049755,0.8076923076923077
