,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SAINT-JOSEPHS_homegame,SAINT-JOSEPHS_homegame2,SAINT-JOSEPHS_home,SAINT-JOSEPHS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2019-01-29-20-dayton,41.7,10,14.6,6,113.6,71.4,25,0.509,57,0.42100000000000004,24,0.158,9,0.667,6,12,200,97.0,15.2,5,14,64,,6.1,4,0.544,31,0.32299999999999995,10,44.1,30,0.522,12.9,9,26,0.5379999999999999,14,0.429,9,"January 29, 2019",62.1,18,7.7,2,97.0,84.8,28,0.5,63,0.46,29,0.23800000000000002,15,0.8,12,7,200,113.6,28.6,10,10,75,,6.1,4,0.349,22,0.22699999999999998,5,55.9,38,0.535,9.1,7,41,0.585,24,0.667,14,"University of Dayton Arena, Dayton, Ohio",SAINT-JOSEPHS,St. Joseph's,66.2,Home,DAYTON,Dayton,Saint Joseph's,atlantic-10,20,False,False,False,Away,False,10,14,57,30,68,5,24,63,0,1,165,317,1181,0.4779847586790855,657,1319,0.4981046247156937,198,317,1186,0.5177065767284992,0.45
21,2019-02-02-16-saint-josephs,73.9,17,3.0,1,94.1,70.0,28,0.51,50,0.46,23,0.32,16,0.688,11,14,200,91.2,23.1,6,22,62,,4.4,3,0.34,17,0.294,5,51.5,34,0.5379999999999999,24.0,18,33,0.545,18,0.364,8,"February 2, 2019",57.9,11,12.1,4,91.2,76.9,20,0.375,56,0.33899999999999997,19,0.48200000000000004,27,0.815,22,12,200,94.1,30.0,12,15,64,,14.7,10,0.41100000000000003,23,0.174,4,48.5,32,0.465,12.8,10,33,0.455,15,0.455,10,"Hagan Arena, Philadelphia, Pennsylvania",MASSACHUSETTS,UMass,68.2,Home,SAINT-JOSEPHS,St. Joseph's,Saint Joseph's,atlantic-10,21,True,False,True,Home,True,4,15,56,32,66,5,18,50,1,0,175,331,1238,0.47940226171243944,687,1387,0.4953136265320836,203,341,1249,0.5168134507606085,0.42857142857142855
22,2019-02-05-19-la-salle,61.5,16,17.4,4,127.7,84.2,16,0.5589999999999999,59,0.441,26,0.085,5,0.6,3,13,200,106.2,13.3,4,11,69,,10.8,7,0.441,26,0.5379999999999999,14,40.8,20,0.562,10.3,7,33,0.364,12,0.435,10,"February 5, 2019",69.0,20,9.1,3,106.2,86.7,26,0.6759999999999999,54,0.537,29,0.222,12,0.833,10,14,200,127.7,15.8,3,12,83,,7.7,5,0.574,31,0.484,15,59.2,29,0.695,13.2,9,23,0.609,14,0.33299999999999996,7,"Tom Gola Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,65.0,Home,LA-SALLE,La Salle,Saint Joseph's,atlantic-10,22,False,False,False,Away,False,14,12,59,20,49,15,14,54,0,1,179,346,1294,0.4748840803709428,719,1453,0.49483826565726086,208,359,1299,0.5165511932255581,0.45454545454545453
23,2019-02-08-19-saint-josephs,59.1,13,6.5,2,137.9,74.1,20,0.424,59,0.373,22,0.33899999999999997,20,0.55,11,9,200,92.4,31.4,11,15,61,,6.1,4,0.441,26,0.231,6,50.0,31,0.445,12.9,10,33,0.485,16,0.625,15,"February 8, 2019",48.5,16,9.1,3,92.4,68.6,24,0.6609999999999999,59,0.5589999999999999,33,0.28800000000000003,17,0.765,13,13,200,137.9,25.9,7,13,91,,9.1,6,0.475,28,0.429,12,50.0,31,0.6779999999999999,7.0,5,31,0.677,21,0.45799999999999996,11,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-LOUIS,Saint Louis,66.3,Home,SAINT-JOSEPHS,St. Joseph's,Saint Joseph's,atlantic-10,23,True,False,True,Home,True,12,21,59,31,62,6,16,59,1,0,193,358,1353,0.4785661492978566,739,1502,0.49201065246338216,223,373,1353,0.5229120473022912,0.43478260869565216
24,2019-02-12-18-saint-josephs,62.1,18,7.4,2,75.0,94.3,33,0.579,57,0.509,29,0.21100000000000002,12,0.833,10,14,200,111.8,14.3,4,15,76,,7.4,5,0.33299999999999996,19,0.42100000000000004,8,58.7,37,0.606,11.4,8,38,0.5529999999999999,21,0.41700000000000004,10,"February 12, 2019",50.0,8,7.9,3,111.8,85.7,24,0.382,55,0.29100000000000004,16,0.327,18,0.5,9,14,200,75.0,5.7,2,12,51,,5.9,4,0.509,28,0.35700000000000004,10,41.3,26,0.401,10.0,7,27,0.222,6,0.44,11,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,67.6,Away,ST-BONAVENTURE,St. Bonaventure,Saint Joseph's,atlantic-10,24,False,True,True,Home,False,10,6,55,26,63,8,21,57,0,1,205,379,1412,0.4861898016997167,770,1564,0.49232736572890023,229,389,1412,0.5187677053824362,0.4583333333333333
25,2019-02-15-19-davidson,65.2,15,10.0,2,115.9,82.1,23,0.46799999999999997,62,0.371,23,0.306,19,0.737,14,15,200,104.3,22.0,9,17,72,,5.8,4,0.565,35,0.34299999999999997,12,46.4,32,0.507,10.2,8,27,0.40700000000000003,11,0.423,11,"February 15, 2019",69.2,18,11.1,3,104.3,78.0,32,0.609,55,0.473,26,0.273,15,0.867,13,6,200,115.9,17.9,5,17,80,,7.2,5,0.636,35,0.429,15,53.6,37,0.644,14.0,10,20,0.55,11,0.76,19,"Belk Arena, Davidson, North Carolina",SAINT-JOSEPHS,St. Joseph's,68.6,Home,DAVIDSON,Davidson,Saint Joseph's,atlantic-10,25,False,False,False,Away,False,12,11,62,32,69,15,11,55,0,1,215,385,1467,0.48227675528289027,796,1627,0.4892440073755378,237,410,1469,0.5211027910142955,0.44
26,2019-02-23-14-massachusetts,70.8,17,0.0,0,117.6,83.3,15,0.604,48,0.5,24,0.5,24,0.875,21,16,200,116.2,8.7,2,11,79,,8.8,6,0.5,24,0.41700000000000004,10,41.5,17,0.665,14.6,10,24,0.583,14,0.40700000000000003,11,"February 23, 2019",74.2,23,8.3,2,116.2,91.3,21,0.667,54,0.574,31,0.185,10,0.8,8,17,200,117.6,16.7,3,15,80,,4.4,3,0.389,21,0.47600000000000003,10,58.5,24,0.6809999999999999,17.0,12,33,0.636,21,0.37,10,"Mullins Center, Amherst, Massachusetts",SAINT-JOSEPHS,St. Joseph's,67.6,Home,MASSACHUSETTS,UMass,Saint Joseph's,atlantic-10,26,False,False,False,Away,False,10,14,48,17,41,10,21,54,0,1,227,396,1529,0.4816873773708306,828,1696,0.4882075471698113,252,421,1524,0.5242782152230971,0.4230769230769231
27,2019-02-27-21-fordham,69.6,16,8.6,3,76.5,73.2,30,0.43200000000000005,59,0.39,23,0.33899999999999997,20,0.75,15,16,200,97.1,34.2,13,12,66,,8.8,6,0.508,30,0.16699999999999998,5,54.4,43,0.48200000000000004,14.0,11,29,0.621,18,0.429,12,"February 27, 2019",52.6,10,3.4,1,97.1,65.8,25,0.35700000000000004,63,0.302,19,0.159,10,0.7,7,17,200,76.5,26.8,11,20,52,,7.4,5,0.444,28,0.25,7,45.6,36,0.384,15.1,12,35,0.34299999999999997,12,0.39299999999999996,11,"Rose Hill Gym, Bronx, New York",FORDHAM,Fordham,67.6,Away,SAINT-JOSEPHS,St. Joseph's,Saint Joseph's,atlantic-10,27,False,False,False,Away,True,5,18,59,43,79,7,12,63,1,0,237,410,1577,0.4854153455928979,845,1737,0.48647092688543464,262,442,1578,0.5291508238276299,0.4074074074074074
28,2019-03-02-17-saint-josephs,68.8,11,3.1,1,94.7,96.9,31,0.373,51,0.314,16,0.569,29,0.828,24,19,200,81.6,25.0,7,25,62,,3.9,3,0.41200000000000003,21,0.28600000000000003,6,63.3,38,0.479,24.8,21,30,0.33299999999999996,10,0.321,9,"March 2, 2019",36.4,8,16.7,5,81.6,75.0,21,0.48100000000000004,52,0.423,22,0.615,32,0.688,22,16,200,94.7,3.1,1,22,72,,13.2,10,0.385,20,0.3,6,36.7,22,0.536,10.8,8,32,0.5,16,0.44799999999999995,13,"Hagan Arena, Philadelphia, Pennsylvania",LA-SALLE,La Salle,76.5,Home,SAINT-JOSEPHS,St. Joseph's,Saint Joseph's,atlantic-10,28,True,False,True,Home,True,6,16,52,22,60,6,10,51,1,0,242,428,1636,0.4834963325183374,888,1816,0.4889867841409692,269,454,1641,0.5225472273004266,0.42857142857142855
29,2019-03-05-19-saint-josephs,27.6,8,10.5,4,103.7,79.5,31,0.507,68,0.426,29,0.353,24,0.708,17,14,225,104.9,15.8,6,17,86,,4.9,4,0.382,26,0.423,11,48.1,37,0.542,6.0,5,42,0.429,18,0.517,15,"March 5, 2019",61.5,16,11.9,5,104.9,84.2,32,0.426,74,0.35100000000000003,26,0.33799999999999997,25,0.88,22,17,225,103.7,20.5,8,20,85,,3.7,3,0.486,36,0.306,11,51.9,40,0.495,7.6,7,38,0.395,15,0.433,13,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,72.6,Away,RHODE-ISLAND,Rhode Island,Saint Joseph's,atlantic-10,29,False,True,True,Home,False,11,15,74,40,77,11,18,68,0,1,248,444,1688,0.4834123222748815,910,1876,0.48507462686567165,275,464,1692,0.5180260047281324,0.4482758620689655
30,2019-03-08-21-virginia-commonwealth,43.5,10,13.8,4,110.3,77.4,24,0.45799999999999996,59,0.39,23,0.16899999999999998,10,0.9,9,18,200,92.6,17.6,6,15,63,,8.8,6,0.424,25,0.32,8,46.2,30,0.494,13.6,10,34,0.441,15,0.419,13,"March 8, 2019",77.8,21,2.9,1,92.6,82.4,28,0.551,59,0.45799999999999996,27,0.254,15,0.667,10,6,200,110.3,22.6,7,12,75,,10.3,7,0.508,30,0.36700000000000005,11,53.8,35,0.5670000000000001,13.2,10,29,0.552,16,0.8059999999999999,25,"Stuart Siegel Center, Richmond, Virginia",SAINT-JOSEPHS,St. Joseph's,68.4,Home,VIRGINIA-COMMONWEALTH,VCU,Saint Joseph's,atlantic-10,30,False,False,False,Away,False,8,15,59,30,65,11,16,59,0,1,259,459,1762,0.4809875141884222,950,1953,0.4864311315924219,286,482,1760,0.5176136363636363,0.43333333333333335
31,2019-03-14-18-duquesne,51.7,15,9.5,4,114.7,73.0,27,0.5660000000000001,61,0.475,29,0.426,26,0.885,23,18,200,122.7,15.6,5,20,92,,6.7,5,0.475,29,0.379,11,46.4,32,0.627,7.6,6,32,0.563,18,0.43799999999999994,14,"March 14, 2019",45.2,14,12.5,4,122.7,84.4,27,0.5379999999999999,66,0.47,31,0.33299999999999996,22,0.682,15,13,200,114.7,27.0,10,23,86,,4.0,3,0.364,24,0.375,9,53.6,37,0.562,11.7,10,42,0.524,22,0.594,19,"Barclays Center, Brooklyn, New York",DUQUESNE,Duquesne,75.4,Away,SAINT-JOSEPHS,St. Joseph's,Saint Joseph's,atlantic-10,31,False,False,False,Away,True,11,18,61,32,69,9,22,66,1,0,267,474,1821,0.4802306425041186,980,2018,0.48562933597621405,297,498,1819,0.5186915887850467,0.41935483870967744
32,2019-03-15-18-davidson,34.8,8,8.3,4,97.2,64.7,22,0.39299999999999996,61,0.377,23,0.262,16,0.75,12,19,200,83.3,20.0,7,21,60,,12.5,9,0.311,19,0.105,2,42.0,29,0.43700000000000006,13.9,11,42,0.5,21,0.424,14,"March 15, 2019",53.8,14,7.1,3,83.3,80.0,28,0.43700000000000006,63,0.413,26,0.302,19,0.789,15,8,200,97.2,35.3,12,16,70,,8.3,6,0.23800000000000002,15,0.2,3,58.0,40,0.486,14.4,12,48,0.479,23,0.75,24,"Barclays Center, Brooklyn, New York",SAINT-JOSEPHS,St. Joseph's,72.3,Home,DAVIDSON,Davidson,Saint Joseph's,atlantic-10,32,False,False,False,Away,False,2,21,61,29,69,3,23,63,0,1,278,492,1882,0.48299681190223165,1012,2087,0.48490656444657404,306,520,1885,0.5193633952254642,0.4375
