,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-DAKOTA_homegame,NORTH-DAKOTA_homegame2,NORTH-DAKOTA_home,NORTH-DAKOTA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-14-20-north-dakota,51.9,14,0.0,0,115.3,71.0,22,0.462,66,0.409,27,0.121,8,0.625,5,0,200,91.7,22.5,9,14,66,,8.3,6,0.318,21,0.33299999999999996,7,43.7,31,0.473,15.8,13,45,0.444,20,0.0,0,"December 14, 2018",47.1,16,17.8,8,91.7,77.5,31,0.595,63,0.54,34,0.222,14,0.5710000000000001,8,5,200,115.3,29.0,9,16,83,,11.1,8,0.27,17,0.41200000000000003,7,56.3,40,0.596,12.6,10,46,0.5870000000000001,27,0.545,6,"Betty Engelstad Sioux Center , Grand Forks, North Dakota","Mayville State
			","Mayville State
			",72.2,Home,NORTH-DAKOTA,North Dakota,North Dakota,summit,10,True,False,True,Home,True,7,27,63,40,71,7,20,66,1,0,81,195,573,0.5523560209424084,334,643,0.5194401244167963,71,174,607,0.46210873146622733,0.5
11,2018-12-18-21-marquette,46.2,12,5.3,2,112.2,70.0,14,0.377,73,0.35600000000000004,26,0.205,15,0.733,11,6,200,80.5,19.6,9,14,66,,15.9,13,0.27399999999999997,20,0.15,3,34.8,23,0.41200000000000003,14.0,13,53,0.434,23,0.5,6,"December 18, 2018",52.9,18,11.3,6,80.5,80.4,37,0.6809999999999999,58,0.586,34,0.22399999999999998,13,1.0,13,2,200,112.2,30.0,6,17,92,20.0,9.8,8,0.345,20,0.55,11,65.2,43,0.7170000000000001,25.7,22,38,0.605,23,0.818,9,"Fiserv Forum, Milwaukee, Wisconsin",NORTH-DAKOTA,North Dakota,82.2,Home,MARQUETTE,Marquette,North Dakota,summit,11,False,False,False,Away,False,3,23,73,23,66,11,23,58,0,1,88,222,636,0.5566037735849056,374,714,0.5238095238095238,78,194,673,0.462109955423477,0.5454545454545454
12,2018-12-22-14-northern-iowa,57.1,12,3.8,1,100.0,61.1,22,0.5479999999999999,42,0.5,21,0.619,26,0.615,16,7,200,96.9,16.0,4,20,62,,7.8,5,0.31,13,0.308,4,42.6,26,0.57,20.8,14,29,0.586,17,0.462,6,"December 22, 2018",71.4,15,3.4,1,96.9,84.0,21,0.473,55,0.382,21,0.345,19,0.632,12,7,200,100.0,38.9,14,21,64,,3.1,2,0.527,29,0.345,10,57.4,35,0.5,18.1,14,26,0.423,11,0.41700000000000004,5,"McLeod Center, Cedar Falls, Iowa",NORTH-DAKOTA,North Dakota,64.2,Home,NORTHERN-IOWA,Northern Iowa,North Dakota,summit,12,False,False,False,Away,False,4,17,42,26,61,10,11,55,0,1,91,245,709,0.5380818053596615,397,780,0.5089743589743589,89,217,731,0.4794801641586867,0.5
13,2018-12-29-13-north-dakota,53.3,16,16.7,6,89.0,82.9,34,0.5760000000000001,59,0.508,30,0.305,18,0.889,16,7,200,102.4,10.3,3,15,84,,11.0,9,0.40700000000000003,24,0.33299999999999996,8,52.9,37,0.622,19.3,16,35,0.629,22,0.562,9,"December 29, 2018",69.2,18,5.7,2,102.4,89.7,26,0.47,67,0.38799999999999996,26,0.209,14,0.7140000000000001,10,8,200,89.0,17.1,7,14,73,,7.3,6,0.46299999999999997,31,0.355,11,47.1,33,0.496,17.9,16,36,0.41700000000000004,15,0.429,6,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,81.6,Away,IPFW,Purdue-Fort Wayne,North Dakota,summit,13,False,True,True,Home,False,11,15,67,33,70,8,22,59,0,1,95,262,751,0.5386151797603196,423,841,0.5029726516052319,99,228,786,0.47900763358778625,0.46153846153846156
14,2019-01-03-20-oral-roberts,52.0,13,5.0,2,118.6,87.5,21,0.5,59,0.424,25,0.28800000000000003,17,0.765,13,9,200,102.9,20.0,7,17,72,,2.9,2,0.475,28,0.321,9,47.5,28,0.537,13.1,10,31,0.516,16,0.4,6,"January 3, 2019",41.9,13,0.0,0,102.9,80.0,28,0.66,50,0.62,31,0.46,23,0.7390000000000001,17,11,200,118.6,12.5,3,17,83,,8.6,6,0.2,10,0.4,4,52.5,31,0.6809999999999999,15.5,11,40,0.675,27,0.353,6,"Mabee Center, Tulsa, Oklahoma",NORTH-DAKOTA,North Dakota,69.5,Home,ORAL-ROBERTS,Oral Roberts,North Dakota,summit,14,False,False,False,Away,False,9,16,59,28,59,4,27,50,0,1,106,277,818,0.5330073349633252,456,911,0.5005488474204172,107,250,845,0.48579881656804735,0.42857142857142855
15,2019-01-05-15-denver,55.2,16,5.1,2,86.8,74.3,26,0.608,60,0.483,29,0.233,14,0.5,7,9,200,117.6,16.7,5,17,80,,16.2,11,0.517,31,0.484,15,47.7,31,0.6,9.6,7,29,0.483,14,0.43799999999999994,7,"January 5, 2019",54.5,12,3.4,1,117.6,83.3,25,0.47200000000000003,54,0.40700000000000003,22,0.222,12,0.667,8,13,200,86.8,25.7,9,17,59,,0.0,0,0.278,15,0.467,7,52.3,34,0.494,22.3,17,39,0.385,15,0.278,5,"Magness Arena, Denver, Colorado",DENVER,Denver,68.2,Away,NORTH-DAKOTA,North Dakota,North Dakota,summit,15,False,False,False,Away,True,15,14,60,31,65,7,15,54,1,0,115,293,877,0.5307867730900798,484,970,0.49896907216494846,111,277,895,0.49553072625698324,0.4
16,2019-01-10-20-north-dakota,38.7,12,0.0,0,123.0,74.3,26,0.53,66,0.47,31,0.39399999999999996,26,0.846,22,8,200,124.3,40.6,13,21,92,,5.4,4,0.258,17,0.47100000000000003,8,58.2,39,0.5870000000000001,10.4,9,49,0.469,23,0.529,9,"January 10, 2019",43.8,14,10.2,5,124.3,59.4,19,0.57,64,0.5,32,0.359,23,0.7829999999999999,18,10,200,123.0,25.7,9,22,91,,8.1,6,0.406,26,0.34600000000000003,9,41.8,28,0.607,9.7,8,38,0.605,23,0.41200000000000003,7,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,74.1,Away,NEBRASKA-OMAHA,Omaha,North Dakota,summit,16,False,True,True,Home,False,9,23,64,28,67,8,23,66,0,1,130,307,937,0.535752401280683,515,1035,0.4975845410628019,118,292,949,0.49420442571127504,0.4375
17,2019-01-12-15-north-dakota,14.8,4,7.7,3,101.4,76.0,19,0.518,57,0.474,27,0.175,10,0.6,6,12,200,92.9,4.0,1,19,65,,12.9,9,0.263,15,0.33299999999999996,5,40.0,20,0.526,16.3,12,42,0.524,22,0.33299999999999996,6,"January 12, 2019",40.7,11,9.5,4,92.9,96.0,24,0.62,50,0.54,27,0.28,14,0.643,9,10,200,101.4,24.0,6,13,71,,7.1,5,0.22,11,0.727,8,60.0,30,0.627,23.2,17,39,0.48700000000000004,19,0.444,8,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",WESTERN-ILLINOIS,Western Illinois,70.2,Home,NORTH-DAKOTA,North Dakota,North Dakota,summit,17,True,False,True,Home,True,8,19,50,30,50,5,22,57,1,0,139,330,1001,0.537962037962038,543,1102,0.4927404718693285,126,315,1015,0.496551724137931,0.4117647058823529
18,2019-01-16-20-north-dakota,31.0,9,9.4,3,102.8,88.2,30,0.542,60,0.483,29,0.33299999999999996,20,0.65,13,6,200,108.3,26.5,9,12,78,,8.3,6,0.36700000000000005,22,0.318,7,57.4,39,0.561,14.9,12,38,0.579,22,0.7140000000000001,15,"January 16, 2019",66.7,20,7.9,3,108.3,73.5,25,0.569,65,0.462,30,0.015,1,0.0,0,11,200,102.8,11.8,4,18,74,,9.7,7,0.508,33,0.424,14,42.6,29,0.565,14.4,11,32,0.5,16,0.42100000000000004,8,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,72.5,Away,SOUTH-DAKOTA-STATE,South Dakota State,North Dakota,summit,18,False,True,True,Home,False,14,16,65,29,68,7,22,60,0,1,147,349,1051,0.5418648905803997,573,1152,0.4973958333333333,131,337,1072,0.4976679104477612,0.4444444444444444
19,2019-01-19-15-north-dakota-state,47.8,11,0.0,0,103.1,67.6,23,0.433,60,0.38299999999999995,23,0.28300000000000003,17,0.765,13,12,200,100.0,30.6,11,20,65,,9.2,6,0.33299999999999996,20,0.3,6,48.6,34,0.47700000000000004,10.6,8,40,0.425,17,0.4,8,"January 19, 2019",33.3,8,2.5,1,100.0,69.4,25,0.491,54,0.444,24,0.35200000000000004,19,0.737,14,11,200,103.1,32.4,11,15,67,,6.2,4,0.33299999999999996,18,0.278,5,51.4,36,0.532,16.1,12,36,0.528,19,0.45,9,"Scheels Center, Fargo, North Dakota",NORTH-DAKOTA,North Dakota,64.6,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota,summit,19,False,False,False,Away,False,6,17,60,34,70,5,19,54,0,1,161,365,1116,0.5434587813620072,602,1220,0.4934426229508197,138,359,1132,0.5,0.42105263157894735
20,2019-01-23-20-north-dakota,48.0,12,2.8,1,83.6,85.7,24,0.5,53,0.47200000000000003,25,0.47200000000000003,25,0.68,17,11,200,104.5,22.6,7,16,70,,14.9,10,0.321,17,0.17600000000000002,3,52.5,31,0.539,11.1,8,36,0.611,22,0.45,9,"January 23, 2019",30.0,6,2.8,1,104.5,77.4,24,0.43,50,0.4,20,0.26,13,1.0,13,13,200,83.6,14.3,4,20,56,,4.5,3,0.28,14,0.214,3,47.5,28,0.498,21.2,15,36,0.47200000000000003,17,0.381,8,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,66.5,Away,SOUTH-DAKOTA,South Dakota,North Dakota,summit,20,False,True,True,Home,False,3,17,50,28,59,3,22,53,0,1,167,382,1176,0.5378401360544217,636,1290,0.4930232558139535,143,378,1186,0.49957841483979765,0.4
21,2019-02-01-17-western-illinois,36.7,11,4.1,2,97.3,82.1,32,0.5329999999999999,61,0.49200000000000005,30,0.32799999999999996,20,0.45,9,13,200,98.7,20.6,7,15,74,,6.7,5,0.24600000000000002,15,0.33299999999999996,5,53.4,39,0.525,13.6,11,46,0.5429999999999999,25,0.409,9,"February 1, 2019",19.2,5,4.3,2,98.7,79.4,27,0.45399999999999996,65,0.4,26,0.24600000000000002,16,0.875,14,14,200,97.3,17.9,7,17,73,,6.7,5,0.24600000000000002,16,0.43799999999999994,7,46.6,34,0.503,11.1,9,49,0.38799999999999996,19,0.364,8,"Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,74.6,Away,NORTH-DAKOTA,North Dakota,North Dakota,summit,21,False,False,False,Away,True,5,25,61,39,73,7,19,65,1,0,170,399,1226,0.533442088091354,664,1349,0.4922164566345441,146,400,1239,0.4995964487489911,0.38095238095238093
22,2019-02-03-13-nebraska-omaha,42.3,11,5.4,3,123.3,77.8,21,0.561,57,0.456,26,0.175,10,0.8,8,14,200,98.6,18.5,5,11,72,,6.8,5,0.474,27,0.444,12,48.1,26,0.583,20.7,16,30,0.467,14,0.391,9,"February 3, 2019",25.6,10,13.3,4,98.6,81.5,22,0.594,69,0.565,39,0.13,9,0.889,8,9,200,123.3,22.2,6,11,90,,19.2,14,0.188,13,0.308,4,51.9,28,0.614,7.6,6,56,0.625,35,0.591,13,"Baxter Arena, Omaha, Nebraska",NORTH-DAKOTA,North Dakota,73.0,Home,NEBRASKA-OMAHA,Omaha,North Dakota,summit,22,False,False,False,Away,False,12,14,57,26,54,4,35,69,0,1,175,424,1287,0.5334110334110335,703,1422,0.49437412095639943,153,419,1304,0.4973159509202454,0.4090909090909091
23,2019-02-06-20-north-dakota,42.3,11,4.1,2,97.2,79.4,27,0.612,49,0.531,26,0.38799999999999996,19,0.737,14,12,200,102.8,4.2,1,16,74,,6.9,5,0.408,20,0.4,8,48.3,28,0.638,19.6,14,29,0.621,18,0.5,12,"February 6, 2019",25.0,7,6.9,2,102.8,95.8,23,0.46799999999999997,63,0.444,28,0.27,17,0.647,11,15,200,97.2,20.6,7,15,70,,6.9,5,0.222,14,0.214,3,51.7,30,0.49200000000000005,10.2,8,49,0.51,25,0.375,9,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,71.6,Away,NORTH-DAKOTA-STATE,North Dakota State,North Dakota,summit,23,False,True,True,Home,False,3,25,63,30,58,8,18,49,0,1,187,438,1344,0.5345982142857143,729,1476,0.49390243902439024,157,454,1373,0.5021849963583394,0.391304347826087
24,2019-02-09-17-south-dakota-state,65.0,13,0.0,0,108.1,83.3,25,0.42200000000000004,58,0.345,20,0.22399999999999998,13,0.462,6,16,200,74.3,10.3,4,15,55,,4.1,3,0.466,27,0.33299999999999996,9,42.0,29,0.429,16.9,13,31,0.355,11,0.36,9,"February 9, 2019",53.3,16,0.0,0,74.3,89.7,35,0.525,60,0.5,30,0.317,19,0.895,17,6,200,108.1,16.7,5,14,80,,12.2,9,0.41700000000000004,25,0.12,3,58.0,40,0.58,12.8,10,35,0.7709999999999999,27,0.769,20,"Frost Arena, Brookings, South Dakota",NORTH-DAKOTA,North Dakota,73.6,Home,SOUTH-DAKOTA-STATE,South Dakota State,North Dakota,summit,24,False,False,False,Away,False,9,11,58,29,69,3,27,60,0,1,190,463,1407,0.5316275764036958,759,1534,0.49478487614080835,165,472,1422,0.5059774964838256,0.375
25,2019-02-16-20-north-dakota,39.3,11,2.9,1,116.4,93.5,29,0.525,60,0.467,28,0.233,14,0.7140000000000001,10,19,200,100.0,22.6,7,15,73,,9.6,7,0.28300000000000003,17,0.41200000000000003,7,58.1,36,0.5479999999999999,15.4,12,43,0.488,21,0.345,10,"February 16, 2019",65.5,19,2.3,1,100.0,77.4,24,0.5820000000000001,61,0.475,29,0.27899999999999997,17,0.8240000000000001,14,16,200,116.4,6.5,2,14,85,,6.8,5,0.426,26,0.5,13,41.9,26,0.615,9.3,7,35,0.457,16,0.385,10,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",ORAL-ROBERTS,Oral Roberts,72.9,Home,NORTH-DAKOTA,North Dakota,North Dakota,summit,25,True,False,True,Home,True,13,16,61,26,62,7,21,60,1,0,199,474,1465,0.5273037542662116,788,1603,0.49157829070492826,168,499,1482,0.5067476383265856,0.36
26,2019-02-23-16-north-dakota,25.0,6,2.4,1,114.1,81.8,27,0.46399999999999997,56,0.429,24,0.23199999999999998,13,0.846,11,21,200,88.7,17.9,5,19,63,,2.8,2,0.41100000000000003,23,0.174,4,52.5,32,0.507,19.6,15,33,0.606,20,0.25,7,"February 23, 2019",37.5,12,0.0,0,88.7,82.1,23,0.581,62,0.516,32,0.19399999999999998,12,0.75,9,16,200,114.1,18.2,6,14,81,,11.3,8,0.33899999999999997,21,0.381,8,47.5,29,0.598,10.6,8,41,0.585,24,0.40700000000000003,11,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",DENVER,Denver,70.9,Home,NORTH-DAKOTA,North Dakota,North Dakota,summit,26,True,False,True,Home,True,8,24,62,29,61,4,20,56,1,0,212,490,1526,0.5294888597640891,814,1665,0.4888888888888889,175,520,1542,0.5074578469520103,0.38461538461538464
