,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MILWAUKEE_homegame,MILWAUKEE_homegame2,MILWAUKEE_home,MILWAUKEE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-13-19-missouri-kansas-city,44.0,11,2.9,1,97.1,73.7,28,0.5920000000000001,49,0.51,25,0.265,13,0.846,11,8,200,101.5,38.1,8,24,69,,1.5,1,0.36700000000000005,18,0.444,8,61.0,36,0.625,26.8,20,31,0.5479999999999999,17,0.273,3,"December 13, 2018",38.1,8,6.5,2,101.5,61.9,13,0.429,56,0.375,21,0.5710000000000001,32,0.563,18,8,200,97.1,26.3,10,15,66,,11.8,8,0.39299999999999996,22,0.273,6,39.0,23,0.46299999999999997,9.1,7,34,0.441,15,0.273,3,"Municipal Auditorium, Kansas City, Missouri",MISSOURI-KANSAS-CITY,UMKC,67.7,Away,MILWAUKEE,Milwaukee,Milwaukee,horizon,10,False,False,False,Away,True,8,17,49,36,59,6,15,56,1,0,70,174,620,0.45,343,717,0.4783821478382148,79,184,605,0.5,0.2
11,2018-12-16-17-milwaukee,48.0,12,10.7,3,122.5,88.0,22,0.484,64,0.391,25,0.063,4,0.5,2,0,200,90.1,12.8,5,15,64,,4.2,3,0.391,25,0.48,12,42.2,27,0.486,12.0,9,39,0.33299999999999996,13,0.0,0,"December 16, 2018",64.5,20,10.3,4,90.1,87.2,34,0.623,61,0.508,31,0.19699999999999998,12,0.917,11,8,200,122.5,12.0,3,9,87,,2.8,2,0.541,33,0.424,14,57.8,37,0.652,10.8,8,28,0.607,17,0.33299999999999996,4,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin","Wisconsin Lutheran
			","Wisconsin Lutheran
			",70.8,Home,MILWAUKEE,Milwaukee,Milwaukee,horizon,11,True,False,True,Home,True,14,17,61,37,64,12,13,64,1,0,78,191,669,0.46038863976083705,379,776,0.4884020618556701,85,199,661,0.4939485627836611,0.2727272727272727
12,2018-12-22-15-western-michigan,40.0,8,6.5,2,100.0,78.1,25,0.51,48,0.41700000000000004,20,0.41700000000000004,20,0.9,18,8,200,101.5,11.1,3,11,67,,9.1,6,0.43799999999999994,21,0.429,9,47.5,28,0.583,17.4,12,27,0.40700000000000003,11,0.385,5,"December 22, 2018",43.5,10,3.7,1,101.5,88.9,24,0.509,55,0.418,23,0.218,12,0.833,10,7,200,100.0,21.9,7,18,66,,4.5,3,0.436,24,0.41700000000000004,10,52.5,31,0.544,16.6,12,31,0.419,13,0.41700000000000004,5,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,66.1,Away,MILWAUKEE,Milwaukee,Milwaukee,horizon,12,False,False,False,Away,True,9,11,48,28,59,10,13,55,1,0,92,208,730,0.473972602739726,416,840,0.49523809523809526,97,212,725,0.49310344827586206,0.3333333333333333
13,2018-12-29-20-milwaukee,42.9,12,4.9,2,112.3,74.4,29,0.58,56,0.5,28,0.589,33,0.818,27,7,200,126.0,27.3,9,15,92,,6.8,5,0.429,24,0.375,9,52.8,38,0.642,11.3,9,32,0.594,19,0.5,7,"December 29, 2018",43.3,13,6.3,2,126.0,72.7,24,0.5,72,0.41700000000000004,30,0.18100000000000002,13,0.769,10,9,200,112.3,25.6,10,23,82,,6.8,5,0.431,31,0.387,12,47.2,34,0.524,7.2,6,41,0.439,18,0.35700000000000004,5,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,72.9,Away,GREEN-BAY,Green Bay,Milwaukee,horizon,13,False,True,True,Home,False,12,18,72,34,72,9,19,56,0,1,101,219,778,0.4762210796915167,444,899,0.4938820912124583,107,225,780,0.49423076923076925,0.38461538461538464
14,2019-01-03-20-milwaukee,61.5,16,8.8,3,110.7,83.9,26,0.534,59,0.441,26,0.271,16,0.813,13,11,200,101.3,31.3,10,22,76,,5.3,4,0.508,30,0.36700000000000005,11,57.1,36,0.5710000000000001,22.3,19,29,0.517,15,0.312,5,"January 3, 2019",51.9,14,17.2,5,101.3,68.8,22,0.555,55,0.491,27,0.527,29,0.759,22,9,200,110.7,16.1,5,19,83,,17.3,13,0.382,21,0.33299999999999996,7,42.9,27,0.603,12.9,10,34,0.588,20,0.4,6,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",CLEVELAND-STATE,Cleveland State,74.7,Home,MILWAUKEE,Milwaukee,Milwaukee,horizon,14,True,False,True,Home,True,7,20,55,27,63,11,15,59,1,0,113,237,850,0.47823529411764704,478,971,0.4922760041194645,116,244,836,0.5,0.35714285714285715
15,2019-01-05-17-milwaukee,69.0,20,16.1,5,78.5,80.0,28,0.53,66,0.439,29,0.121,8,0.75,6,12,200,116.9,36.4,12,14,76,,9.2,6,0.545,36,0.33299999999999996,12,58.8,40,0.544,9.1,7,30,0.5670000000000001,17,0.294,5,"January 5, 2019",52.6,10,10.0,3,116.9,63.6,21,0.409,55,0.345,19,0.218,12,0.5,6,10,200,78.5,20.0,7,10,51,,4.6,3,0.436,24,0.292,7,41.2,28,0.42,15.4,11,31,0.387,12,0.375,6,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,64.8,Away,YOUNGSTOWN-STATE,Youngstown State,Milwaukee,horizon,15,False,True,True,Home,False,7,12,55,28,68,12,17,66,0,1,120,257,905,0.48287292817679556,505,1034,0.488394584139265,127,259,895,0.5022346368715084,0.4
16,2019-01-10-19-oakland,60.0,15,12.0,3,101.6,62.9,22,0.557,53,0.47200000000000003,25,0.17,9,0.889,8,10,200,106.3,12.0,3,21,67,,6.3,4,0.45299999999999996,24,0.375,9,41.7,25,0.585,14.9,10,29,0.552,16,0.41200000000000003,7,"January 10, 2019",75.0,15,10.3,3,106.3,88.0,22,0.447,57,0.35100000000000003,20,0.316,18,0.722,13,11,200,101.6,37.1,13,11,64,,1.6,1,0.561,32,0.344,11,58.3,35,0.488,13.3,10,25,0.36,9,0.389,7,"Athletics Center O'rena, Rochester, Michigan",OAKLAND,Oakland,63.4,Away,MILWAUKEE,Milwaukee,Milwaukee,horizon,16,False,False,False,Away,True,9,16,53,25,60,11,9,57,1,0,127,269,960,0.4786458333333333,533,1102,0.48366606170598914,139,276,961,0.5041623309053069,0.375
17,2019-01-12-13-detroit-mercy,55.2,16,12.0,3,124.0,77.4,24,0.616,56,0.518,29,0.35700000000000004,20,0.75,15,11,200,112.0,20.0,5,33,84,,8.0,6,0.429,24,0.45799999999999996,11,51.8,29,0.6409999999999999,20.8,17,32,0.563,18,0.389,7,"January 12, 2019",59.3,16,0.0,0,112.0,80.0,20,0.623,53,0.509,27,0.736,39,0.6920000000000001,27,10,200,124.0,22.6,7,15,93,,8.0,6,0.528,28,0.429,12,48.2,27,0.65,10.2,8,25,0.6,15,0.444,8,"Calihan Hall, Detroit, Michigan",MILWAUKEE,Milwaukee,75.0,Home,DETROIT-MERCY,Detroit,Milwaukee,horizon,17,False,False,False,Away,False,11,18,56,29,56,12,15,53,0,1,136,285,1013,0.4827245804540967,558,1162,0.4802065404475043,150,285,1018,0.5009823182711198,0.4117647058823529
18,2019-01-17-20-milwaukee,65.2,15,2.5,1,112.5,79.3,23,0.45899999999999996,61,0.377,23,0.295,18,0.722,13,10,200,95.8,25.0,9,23,69,,11.1,8,0.574,35,0.28600000000000003,10,49.2,32,0.496,10.4,8,26,0.5,13,0.474,9,"January 17, 2019",19.2,5,23.1,6,95.8,75.0,27,0.547,53,0.491,26,0.585,31,0.742,23,11,200,112.5,20.7,6,18,81,,4.2,3,0.245,13,0.462,6,50.8,33,0.598,16.3,13,40,0.5,20,0.42100000000000004,8,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",ILLINOIS-CHICAGO,UIC,71.6,Home,MILWAUKEE,Milwaukee,Milwaukee,horizon,18,True,False,True,Home,True,6,20,53,33,65,10,13,61,1,0,147,303,1069,0.48971000935453696,587,1218,0.4819376026272578,162,300,1071,0.5070028011204482,0.3888888888888889
19,2019-01-19-19-milwaukee,70.0,14,13.2,5,98.5,77.8,21,0.429,56,0.35700000000000004,20,0.196,11,0.818,9,9,200,87.7,29.0,9,12,57,,12.3,8,0.429,24,0.33299999999999996,8,51.7,30,0.465,14.1,10,32,0.375,12,0.55,11,"January 19, 2019",34.8,8,15.6,5,87.7,71.0,22,0.48200000000000004,56,0.41100000000000003,23,0.196,11,0.909,10,11,200,98.5,22.2,6,16,64,,7.7,5,0.321,18,0.444,8,48.3,28,0.523,16.5,12,38,0.395,15,0.45,9,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",IUPUI,IUPUI,64.7,Home,MILWAUKEE,Milwaukee,Milwaukee,horizon,19,True,False,True,Home,True,8,15,56,28,58,8,12,56,1,0,153,323,1122,0.49242424242424243,620,1283,0.48324240062353857,172,313,1132,0.5044169611307421,0.42105263157894735
20,2019-01-24-19-wright-state,50.0,10,19.2,5,87.5,69.7,23,0.442,52,0.385,20,0.17300000000000001,9,0.889,8,12,200,84.4,16.1,5,18,54,,6.3,4,0.365,19,0.316,6,43.8,28,0.48,17.7,12,33,0.424,14,0.429,9,"January 24, 2019",66.7,12,6.1,2,84.4,83.9,26,0.387,53,0.34,18,0.396,21,0.7140000000000001,15,10,200,87.5,30.3,10,13,56,,7.8,5,0.509,27,0.185,5,56.3,36,0.445,16.2,12,26,0.5,13,0.524,11,"Ervin J. Nutter Center, Dayton, Ohio",MILWAUKEE,Milwaukee,64.1,Home,WRIGHT-STATE,Wright State,Milwaukee,horizon,20,False,False,False,Away,False,6,14,52,28,64,5,13,53,0,1,161,338,1178,0.49193548387096775,648,1341,0.48322147651006714,180,325,1188,0.5008417508417509,0.45
21,2019-01-26-19-northern-kentucky,41.7,10,13.3,4,107.4,77.1,27,0.431,65,0.369,24,0.062,4,1.0,4,13,200,88.2,20.5,8,21,60,,7.4,5,0.33799999999999997,22,0.364,8,47.3,35,0.44799999999999995,14.1,11,43,0.37200000000000005,16,0.409,9,"January 26, 2019",75.0,18,9.3,4,88.2,79.5,31,0.556,54,0.444,24,0.426,23,0.565,13,4,200,107.4,22.9,8,9,73,,2.9,2,0.444,24,0.5,12,52.7,39,0.562,13.5,10,30,0.4,12,0.818,18,"Bank of Kentucky Center, Highland Heights, Kentucky",MILWAUKEE,Milwaukee,68.4,Home,NORTHERN-KENTUCKY,Northern Kentucky,Milwaukee,horizon,21,False,False,False,Away,False,8,16,65,35,74,12,12,54,0,1,167,352,1230,0.4898373983739837,676,1405,0.4811387900355872,185,338,1241,0.4959709911361805,0.42857142857142855
22,2019-02-01-20-green-bay,52.0,13,0.0,0,123.3,67.9,19,0.5770000000000001,52,0.48100000000000004,25,0.48100000000000004,25,0.56,14,14,200,101.4,20.0,6,15,74,,5.5,4,0.48100000000000004,25,0.4,10,43.1,25,0.579,19.2,15,27,0.556,15,0.391,9,"February 1, 2019",48.6,18,0.0,0,101.4,80.0,24,0.631,65,0.569,37,0.262,17,0.47100000000000003,8,12,200,123.3,32.1,9,18,90,,12.3,9,0.292,19,0.42100000000000004,8,56.9,33,0.616,11.0,9,46,0.63,29,0.478,11,"Kress Events Center, Green Bay, Wisconsin",MILWAUKEE,Milwaukee,73.0,Home,GREEN-BAY,Green Bay,Milwaukee,horizon,22,False,False,False,Away,False,10,15,52,25,58,8,29,65,0,1,175,368,1295,0.4868725868725869,711,1479,0.48073022312373226,197,350,1295,0.49845559845559845,0.4090909090909091
23,2019-02-07-19-youngstown-state,44.8,13,9.4,3,107.5,65.0,26,0.484,64,0.45299999999999996,29,0.203,13,0.6920000000000001,9,15,200,106.0,23.3,7,10,71,,6.0,4,0.203,13,0.308,4,47.1,33,0.506,7.9,6,51,0.49,25,0.375,9,"February 7, 2019",44.4,12,11.8,6,106.0,76.7,23,0.47100000000000003,68,0.397,27,0.147,10,0.8,8,16,200,107.5,35.0,14,14,72,,7.5,5,0.529,36,0.278,10,52.9,37,0.495,7.7,6,32,0.531,17,0.36,9,"Beeghly Center, Youngstown, Ohio",MILWAUKEE,Milwaukee,67.0,Home,YOUNGSTOWN-STATE,Youngstown State,Milwaukee,horizon,23,False,False,False,Away,False,4,25,64,33,70,10,17,68,0,1,185,383,1347,0.4903489235337788,736,1537,0.47885491216655823,205,379,1360,0.5047794117647059,0.391304347826087
24,2019-02-09-15-cleveland-state,52.2,12,4.3,1,111.4,96.7,29,0.402,66,0.348,23,0.348,23,0.652,15,16,200,97.1,38.6,17,17,68,,4.3,3,0.364,24,0.292,7,62.2,46,0.442,13.6,12,42,0.381,16,0.36,9,"February 9, 2019",75.0,21,14.3,6,97.1,61.4,27,0.643,56,0.5,28,0.214,12,0.5,6,19,200,111.4,3.3,1,15,78,,7.1,5,0.589,33,0.485,16,37.8,28,0.632,11.5,8,23,0.522,12,0.26899999999999996,7,"Wolstein Center, Cleveland, Ohio",MILWAUKEE,Milwaukee,70.3,Home,CLEVELAND-STATE,Cleveland State,Milwaukee,horizon,24,False,False,False,Away,False,7,16,66,46,74,16,12,56,0,1,189,408,1411,0.49007795889440114,769,1607,0.47853142501555695,215,396,1428,0.5031512605042017,0.375
25,2019-02-14-20-milwaukee,25.0,6,9.3,4,115.1,57.9,22,0.546,54,0.444,24,0.7040000000000001,38,0.816,31,16,200,123.3,33.3,9,14,90,,9.6,7,0.574,31,0.355,11,47.7,31,0.625,13.5,11,23,0.565,13,0.385,10,"February 14, 2019",58.8,20,13.0,3,123.3,66.7,18,0.5660000000000001,68,0.5,34,0.17600000000000002,12,0.583,7,17,200,115.1,42.1,16,26,84,,9.6,7,0.368,25,0.36,9,52.3,34,0.57,17.0,15,43,0.581,25,0.34600000000000003,9,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,73.4,Away,DETROIT-MERCY,Detroit,Milwaukee,horizon,25,False,True,True,Home,False,9,25,68,34,65,11,13,54,0,1,196,424,1477,0.4861205145565335,815,1681,0.48483045806067815,231,408,1484,0.508423180592992,0.36
26,2019-02-16-19-milwaukee,57.6,19,16.2,6,100.0,77.1,27,0.595,63,0.524,33,0.302,19,0.737,14,16,200,121.9,30.3,10,19,89,,15.1,11,0.429,27,0.33299999999999996,9,54.4,37,0.618,12.3,10,36,0.667,24,0.429,12,"February 16, 2019",44.0,11,5.6,2,121.9,69.7,23,0.475,60,0.41700000000000004,25,0.33299999999999996,20,0.8,16,18,200,100.0,22.9,8,18,73,,6.8,5,0.38299999999999995,23,0.304,7,45.6,31,0.525,15.9,13,37,0.486,18,0.33299999999999996,9,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,73.3,Away,OAKLAND,Oakland,Milwaukee,horizon,26,False,True,True,Home,False,7,18,60,31,68,9,24,63,0,1,205,449,1545,0.48964401294498383,849,1746,0.48625429553264604,242,421,1538,0.5097529258777633,0.34615384615384615
