,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SEATTLE_homegame,SEATTLE_homegame2,SEATTLE_home,SEATTLE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-06-22-seattle,34.8,8,3.1,1,123.3,77.3,17,0.466,59,0.39,23,0.39,23,0.696,16,6,200,97.3,16.2,6,23,71,,5.5,4,0.33899999999999997,20,0.45,9,39.0,23,0.508,11.5,9,39,0.359,14,0.33299999999999996,3,"December 6, 2018",45.2,14,23.1,9,97.3,83.8,31,0.64,57,0.544,31,0.40399999999999997,23,0.7390000000000001,17,2,200,123.3,22.7,5,18,90,,1.4,1,0.439,25,0.44,11,61.0,36,0.662,14.1,11,32,0.625,20,0.818,9,"Connolly Center, Seattle, Washington",NEBRASKA-OMAHA,Omaha,73.4,Home,SEATTLE,Seattle,Seattle,wac,10,True,False,True,Home,True,11,20,57,36,59,9,14,59,1,0,84,216,625,0.5472,377,706,0.5339943342776204,70,163,608,0.4407894736842105,0.8
11,2018-12-09-21-washington,76.2,16,5.3,2,98.6,69.2,18,0.4,60,0.35,21,0.317,19,0.737,14,3,200,87.3,24.3,9,17,62,,9.9,7,0.267,16,0.375,6,42.9,27,0.449,13.9,11,44,0.341,15,0.75,9,"December 9, 2018",34.6,9,13.6,6,87.3,75.7,28,0.527,55,0.473,26,0.309,17,0.706,12,3,200,98.6,30.8,8,15,70,,11.3,8,0.309,17,0.353,6,57.1,36,0.555,20.4,16,38,0.526,20,0.7,7,"Alaska Airlines Arena, Seattle, Washington",SEATTLE,Seattle,71.1,Home,WASHINGTON,Washington,Seattle,wac,11,False,False,False,Away,False,6,15,60,27,63,6,20,55,0,1,95,236,682,0.5549853372434017,413,765,0.5398692810457516,79,177,667,0.44302848575712145,0.8181818181818182
12,2018-12-17-22-portland,18.2,4,10.5,4,78.9,75.0,33,0.48,51,0.431,22,0.529,27,0.667,18,3,200,94.4,29.6,8,19,67,,4.2,3,0.275,14,0.35700000000000004,5,57.7,41,0.525,20.3,16,37,0.45899999999999996,17,0.769,10,"December 17, 2018",47.6,10,13.5,5,94.4,70.4,19,0.42200000000000004,58,0.36200000000000004,21,0.32799999999999996,19,0.368,7,7,200,78.9,25.0,11,21,56,,8.5,6,0.345,20,0.35,7,42.3,30,0.418,18.4,15,38,0.368,14,0.462,6,"Chiles Center, Portland, Oregon",PORTLAND,Portland,71.4,Away,SEATTLE,Seattle,Seattle,wac,12,False,False,False,Away,True,5,17,51,41,71,7,14,58,1,0,101,251,742,0.5424528301886793,440,828,0.5314009661835749,85,197,722,0.44944598337950137,0.75
13,2018-12-20-22-seattle,21.1,4,2.9,1,136.0,63.0,17,0.373,55,0.345,19,0.6729999999999999,37,0.622,23,10,200,85.3,19.4,7,17,64,,1.3,1,0.273,15,0.2,3,38.1,24,0.441,12.3,10,40,0.4,16,0.091,1,"December 20, 2018",52.8,19,7.5,3,85.3,80.6,29,0.685,62,0.581,36,0.306,19,0.895,17,3,200,136.0,37.0,10,25,102,,5.3,4,0.435,27,0.48100000000000004,13,61.9,39,0.718,15.6,13,35,0.657,23,0.7859999999999999,11,"Connolly Center, Seattle, Washington",PRAIRIE-VIEW,Prairie View,74.8,Home,SEATTLE,Seattle,Seattle,wac,13,True,False,True,Home,True,13,23,62,39,63,3,16,55,1,0,106,268,793,0.5384615384615384,481,899,0.5350389321468298,92,211,780,0.44743589743589746,0.7692307692307693
14,2018-12-29-20-california,32.0,8,2.5,1,101.4,70.6,24,0.473,55,0.455,25,0.655,36,0.833,30,3,200,113.9,35.7,10,28,82,,8.3,6,0.145,8,0.25,2,54.8,34,0.569,13.4,11,47,0.489,23,0.8,12,"December 29, 2018",36.4,8,10.6,5,113.9,64.3,18,0.45399999999999996,54,0.40700000000000003,22,0.556,30,0.8,24,7,200,101.4,29.4,10,29,73,,6.9,5,0.259,14,0.35700000000000004,5,45.2,28,0.535,15.2,12,40,0.425,17,0.41700000000000004,5,"Haas Pavilion, Berkeley, California",CALIFORNIA,California,71.7,Away,SEATTLE,Seattle,Seattle,wac,14,False,False,False,Away,True,2,23,55,34,62,5,17,54,1,0,119,291,855,0.5491228070175439,520,962,0.5405405405405406,95,227,835,0.4425149700598802,0.7857142857142857
15,2019-01-03-22-cal-state-bakersfield,50.0,10,5.1,2,116.9,65.5,19,0.47100000000000003,51,0.392,20,0.529,27,0.852,23,4,200,100.0,22.2,6,18,71,,4.2,3,0.392,20,0.4,8,44.6,25,0.556,18.2,14,31,0.387,12,0.75,12,"January 3, 2019",50.0,16,22.6,7,100.0,77.8,21,0.59,61,0.525,32,0.295,18,0.611,11,5,200,116.9,34.5,10,22,83,,12.7,9,0.361,22,0.364,8,55.4,31,0.597,12.7,10,39,0.615,24,0.643,9,"Icardo Center, Bakersfield, California",SEATTLE,Seattle,70.7,Home,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,Seattle,wac,15,False,False,False,Away,False,8,12,51,25,56,8,24,61,0,1,121,314,910,0.5445054945054945,554,1024,0.541015625,100,244,889,0.4431946006749156,0.8
16,2019-01-05-20-grand-canyon,31.6,6,2.4,1,98.6,76.7,23,0.384,56,0.33899999999999997,19,0.35700000000000004,20,0.7,14,5,200,79.2,13.9,5,18,57,,6.9,5,0.179,10,0.5,5,42.4,28,0.435,14.5,11,46,0.304,14,0.706,12,"January 5, 2019",64.3,18,2.2,1,79.2,86.1,31,0.525,60,0.467,28,0.16699999999999998,10,0.8,8,6,200,98.6,23.3,7,20,71,,5.6,4,0.3,18,0.389,7,57.6,38,0.5479999999999999,17.9,14,42,0.5,21,0.6,9,"Grand Canyon University Arena, Phoenix, Arizona",SEATTLE,Seattle,71.6,Home,GRAND-CANYON,Grand Canyon,Seattle,wac,16,False,False,False,Away,False,5,14,56,28,66,7,21,60,0,1,129,326,961,0.540582726326743,579,1080,0.5361111111111111,108,268,950,0.45263157894736844,0.75
17,2019-01-12-21-utah-valley,52.2,12,9.4,3,118.9,65.2,15,0.45799999999999996,59,0.39,23,0.508,30,0.8,24,6,200,105.4,42.9,15,30,78,,10.8,8,0.322,19,0.42100000000000004,8,51.7,30,0.532,19.1,17,40,0.375,15,0.667,12,"January 12, 2019",33.3,8,5.0,2,105.4,57.1,20,0.5870000000000001,46,0.522,24,0.935,43,0.7909999999999999,34,6,200,118.9,34.8,8,22,88,,13.5,10,0.304,14,0.429,6,48.3,28,0.662,17.7,14,32,0.563,18,0.667,12,"UCCU Center, Orem, Utah",SEATTLE,Seattle,73.8,Home,UTAH-VALLEY,Utah Valley,Seattle,wac,17,False,False,False,Away,False,8,15,59,30,58,6,18,46,0,1,134,340,1017,0.5319567354965585,607,1146,0.5296684118673648,115,289,1010,0.45693069306930695,0.7058823529411765
18,2019-01-17-22-seattle,38.7,12,4.5,2,85.7,74.3,26,0.612,58,0.534,31,0.44799999999999995,26,0.615,16,4,200,124.3,38.7,12,18,87,,8.6,6,0.36200000000000004,21,0.429,9,57.6,38,0.618,14.7,12,37,0.595,22,0.778,14,"January 17, 2019",40.0,10,5.4,2,124.3,61.3,19,0.434,61,0.41,25,0.23,14,0.5,7,7,200,85.7,25.7,9,22,60,,8.6,6,0.27899999999999997,17,0.17600000000000002,3,42.4,28,0.44299999999999995,13.0,10,44,0.5,22,0.632,12,"Connolly Center, Seattle, Washington",SEATTLE,Seattle,69.5,Away,NEW-MEXICO-STATE,New Mexico State,Seattle,wac,18,False,True,True,Home,False,3,22,61,28,66,9,22,58,0,1,142,355,1076,0.5278810408921933,637,1204,0.5290697674418605,121,307,1056,0.46259469696969696,0.6666666666666666
19,2019-01-19-22-seattle,45.8,11,4.8,2,91.2,74.3,26,0.54,50,0.48,24,0.46,23,0.565,13,11,200,98.5,17.2,5,23,67,,11.8,8,0.3,15,0.4,6,48.4,31,0.55,15.5,11,35,0.514,18,0.47600000000000003,10,"January 19, 2019",50.0,10,11.4,4,98.5,82.8,24,0.40399999999999997,52,0.385,20,0.48100000000000004,25,0.8,20,8,200,91.2,25.7,9,20,62,,8.8,6,0.192,10,0.2,2,51.6,33,0.485,18.2,14,42,0.429,18,0.6,12,"Connolly Center, Seattle, Washington",SEATTLE,Seattle,67.9,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Seattle,wac,19,False,True,True,Home,False,2,18,52,33,64,6,18,50,0,1,145,377,1137,0.5228671943711521,665,1270,0.5236220472440944,130,329,1114,0.4703770197486535,0.631578947368421
20,2019-01-24-20-chicago-state,55.2,16,9.3,4,72.3,79.5,31,0.574,61,0.475,29,0.131,8,0.625,5,8,200,115.4,43.3,13,16,75,,6.2,4,0.361,22,0.545,12,63.8,44,0.579,17.8,14,39,0.436,17,0.619,13,"January 24, 2019",20.0,3,5.1,2,115.4,56.7,17,0.29600000000000004,54,0.278,15,0.37,20,0.75,15,17,200,72.3,20.5,8,14,47,,10.8,7,0.204,11,0.182,2,36.2,25,0.37,11.3,8,43,0.302,13,0.15,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,64.7,Away,SEATTLE,Seattle,Seattle,wac,20,False,False,False,Away,True,12,17,61,44,69,2,13,54,1,0,147,395,1189,0.5176619007569386,698,1334,0.5232383808095952,136,347,1164,0.4733676975945017,0.6
21,2019-01-26-19-missouri-kansas-city,33.3,7,15.6,5,100.0,89.7,26,0.47,50,0.42,21,0.28,14,0.5,7,9,200,85.7,20.0,6,20,54,,4.8,3,0.28,14,0.35700000000000004,5,54.2,32,0.47700000000000004,17.6,12,36,0.444,16,0.591,13,"January 26, 2019",38.1,8,2.8,1,85.7,80.0,24,0.49,50,0.42,21,0.38,19,0.737,14,13,200,100.0,10.3,3,16,63,,11.1,7,0.36,18,0.389,7,45.8,27,0.534,12.1,8,32,0.43799999999999994,14,0.381,8,"Swinney Recreation Center, Kansas City, Missouri",SEATTLE,Seattle,63.3,Home,MISSOURI-KANSAS-CITY,UMKC,Seattle,wac,21,False,False,False,Away,False,5,16,50,32,59,7,14,50,0,1,159,412,1250,0.5204,742,1403,0.5288667141838916,138,360,1218,0.46551724137931033,0.6190476190476191
22,2019-02-02-22-seattle,25.9,7,7.9,3,101.6,67.7,21,0.508,60,0.45,27,0.25,15,0.9329999999999999,14,10,200,119.0,25.8,8,18,75,,11.1,7,0.317,19,0.368,7,46.8,29,0.5589999999999999,5.7,4,41,0.488,20,0.524,11,"February 2, 2019",47.8,11,12.2,5,119.0,74.2,23,0.491,55,0.418,23,0.29100000000000004,16,0.625,10,10,200,101.6,32.3,10,15,64,,1.6,1,0.309,17,0.47100000000000003,8,53.2,33,0.511,13.9,10,38,0.395,15,0.565,13,"Connolly Center, Seattle, Washington",SEATTLE,Seattle,62.9,Away,CALIFORNIA-BAPTIST,California Baptist,Seattle,wac,22,False,True,True,Home,False,8,15,55,33,62,7,20,60,0,1,164,428,1300,0.5184615384615384,774,1462,0.5294117647058824,145,374,1268,0.4664826498422713,0.5909090909090909
23,2019-02-14-20-texas-pan-american,78.6,11,4.5,2,89.4,80.0,28,0.41,39,0.359,14,0.462,18,0.667,12,11,200,66.7,26.1,6,18,44,,1.5,1,0.462,18,0.222,4,58.6,34,0.46299999999999997,33.8,24,21,0.47600000000000003,10,0.542,13,"February 14, 2019",81.8,18,4.8,1,66.7,73.9,17,0.41100000000000003,56,0.39299999999999996,22,0.35700000000000004,20,0.65,13,12,200,89.4,20.0,7,14,59,,21.2,14,0.214,12,0.16699999999999998,2,41.4,24,0.45,9.7,7,44,0.455,20,0.556,15,"UTRGV Fieldhouse, Edinburg, Texas",SEATTLE,Seattle,65.5,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Seattle,wac,23,False,False,False,Away,False,4,10,39,34,58,2,20,56,0,1,172,443,1355,0.5173431734317343,807,1524,0.5295275590551181,152,394,1328,0.4683734939759036,0.5652173913043478
24,2019-02-16-21-new-mexico-state,33.3,6,4.2,1,90.8,62.5,20,0.40399999999999997,52,0.34600000000000003,18,0.308,16,0.688,11,12,200,81.5,25.0,7,28,53,,4.6,3,0.385,20,0.3,6,45.0,27,0.445,19.2,14,32,0.375,12,0.52,13,"February 16, 2019",52.9,9,18.8,6,81.5,75.0,21,0.42700000000000005,48,0.354,17,0.563,27,0.667,18,4,200,90.8,37.5,12,18,59,,7.7,5,0.5,24,0.292,7,55.0,33,0.485,18.9,14,24,0.41700000000000004,10,0.846,22,"Pan American Center, Las Cruces, New Mexico",SEATTLE,Seattle,64.7,Home,NEW-MEXICO-STATE,New Mexico State,Seattle,wac,24,False,False,False,Away,False,6,12,52,27,60,7,10,48,0,1,176,453,1394,0.5143472022955524,841,1582,0.5316055625790139,154,414,1384,0.46604046242774566,0.5416666666666666
25,2019-02-21-22-seattle,35.0,7,4.4,2,107.8,68.6,24,0.40399999999999997,57,0.35100000000000003,20,0.40399999999999997,23,0.7829999999999999,18,17,200,100.0,35.0,14,21,64,,7.8,5,0.40399999999999997,23,0.261,6,50.7,38,0.47100000000000003,13.0,10,34,0.41200000000000003,14,0.37,10,"February 21, 2019",41.7,10,8.8,3,100.0,65.0,26,0.473,56,0.429,24,0.35700000000000004,20,0.8,16,12,200,107.8,31.4,11,18,69,,7.8,5,0.196,11,0.455,5,49.3,37,0.527,13.4,10,45,0.42200000000000004,19,0.5379999999999999,14,"Connolly Center, Seattle, Washington",MISSOURI-KANSAS-CITY,UMKC,64.2,Home,SEATTLE,Seattle,Seattle,wac,25,True,False,True,Home,True,5,19,56,37,75,6,14,57,1,0,182,465,1446,0.5103734439834025,868,1642,0.5286236297198539,161,424,1432,0.4647346368715084,0.52
26,2019-02-23-16-seattle,43.5,10,4.9,2,116.7,58.3,21,0.431,58,0.397,23,0.172,10,0.7,7,25,200,86.4,24.2,8,20,57,,6.1,4,0.207,12,0.33299999999999996,4,42.0,29,0.45399999999999996,15.0,11,46,0.413,19,0.107,3,"February 23, 2019",50.0,14,2.2,1,86.4,75.8,25,0.5,64,0.43799999999999994,28,0.25,16,0.813,13,12,200,116.7,41.7,15,13,77,,3.0,2,0.359,23,0.348,8,58.0,40,0.5379999999999999,12.3,10,41,0.488,20,0.556,15,"Connolly Center, Seattle, Washington",CHICAGO-STATE,Chicago State,66.2,Home,SEATTLE,Seattle,Seattle,wac,26,True,False,True,Home,True,8,20,64,40,69,4,19,58,1,0,187,484,1502,0.508988015978695,905,1717,0.5270821199767035,167,438,1489,0.4623908663532572,0.5384615384615384
27,2019-02-26-22-seattle,52.0,13,7.7,3,98.6,75.0,30,0.5489999999999999,51,0.49,25,0.5489999999999999,28,0.75,21,8,200,111.6,16.7,5,21,77,,5.8,4,0.235,12,0.5,6,50.0,35,0.599,12.4,9,39,0.48700000000000004,19,0.7140000000000001,20,"February 26, 2019",64.0,16,7.7,3,111.6,83.3,25,0.446,65,0.385,25,0.215,14,0.7140000000000001,10,13,200,98.6,25.0,10,24,68,,1.4,1,0.4,26,0.308,8,50.0,35,0.475,11.2,9,39,0.436,17,0.536,15,"KeyArena, Seattle, Washington",SEATTLE,Seattle,69.5,Away,UTAH-VALLEY,Utah Valley,Seattle,wac,27,False,True,True,Home,False,8,17,65,35,70,6,19,51,0,1,195,504,1566,0.5086206896551724,945,1786,0.5291153415453528,171,457,1547,0.4612152553329024,0.5555555555555556
