,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,AIR-FORCE_homegame,AIR-FORCE_homegame2,AIR-FORCE_home,AIR-FORCE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-16-michigan,38.1,8,3.6,1,109.2,65.6,21,0.489,45,0.467,21,0.267,12,0.5,6,7,200,76.9,13.6,3,15,50,,6.2,4,0.244,11,0.182,2,44.4,24,0.493,26.4,18,34,0.5589999999999999,19,0.364,4,"December 22, 2018",53.6,15,14.7,5,76.9,86.4,19,0.55,60,0.467,28,0.11699999999999999,7,0.7140000000000001,5,0,200,109.2,34.4,11,14,71,4.0,13.8,9,0.5329999999999999,32,0.313,10,55.6,30,0.561,14.8,11,28,0.643,18,1.0,12,"Crisler Arena, Ann Arbor, Michigan",AIR-FORCE,Air Force,64.5,Home,MICHIGAN,Michigan,Air Force,mwc,10,False,False,False,Away,False,2,19,45,24,54,10,18,60,0,1,72,176,518,0.5482625482625483,311,606,0.5132013201320133,84,166,564,0.5177304964539007,0.4
11,2018-12-28-20-air-force,45.5,10,3.4,1,112.5,71.4,15,0.51,52,0.423,22,0.192,10,0.7,7,9,200,93.8,14.3,4,16,60,,9.4,6,0.462,24,0.375,9,38.8,19,0.529,17.5,12,28,0.46399999999999997,13,0.35700000000000004,5,"December 28, 2018",40.0,10,7.1,2,93.8,85.7,24,0.644,45,0.556,25,0.42200000000000004,19,0.737,14,7,200,112.5,28.6,6,14,72,,7.8,5,0.35600000000000004,16,0.5,8,61.2,30,0.6659999999999999,21.9,15,29,0.586,17,0.41700000000000004,5,"Clune Arena , Colorado Springs, Colorado",CALIFORNIA-RIVERSIDE,UC-Riverside,63.9,Home,AIR-FORCE,Air Force,Air Force,mwc,11,True,False,True,Home,True,8,17,45,30,49,9,13,52,1,0,74,195,563,0.5435168738898757,335,660,0.5075757575757576,94,184,624,0.5208333333333334,0.36363636363636365
12,2019-01-02-21-air-force,56.5,13,6.3,3,80.6,73.7,28,0.519,53,0.434,23,0.302,16,0.625,10,6,200,90.3,29.0,9,14,65,,12.5,9,0.491,26,0.34600000000000003,9,53.6,37,0.536,24.0,19,27,0.519,14,0.5379999999999999,7,"January 2, 2019",70.8,17,7.4,2,90.3,71.0,22,0.397,63,0.381,24,0.19,12,0.667,8,8,200,80.6,26.3,10,17,58,,13.9,10,0.23800000000000002,15,0.133,2,46.4,32,0.42200000000000004,17.0,14,48,0.45799999999999996,22,0.385,5,"Clune Arena , Colorado Springs, Colorado",AIR-FORCE,Air Force,71.7,Away,NEW-MEXICO,New Mexico,Air Force,mwc,12,False,True,True,Home,False,2,22,63,32,69,9,14,53,0,1,82,212,608,0.5509868421052632,365,709,0.5148095909732017,103,197,676,0.5199704142011834,0.4166666666666667
13,2019-01-05-21-utah-state,63.6,14,7.7,2,119.7,57.1,12,0.48200000000000004,56,0.39299999999999996,22,0.179,10,0.8,8,9,200,93.9,12.5,4,16,62,,7.6,5,0.5,28,0.35700000000000004,10,30.2,16,0.51,13.0,9,28,0.429,12,0.35700000000000004,5,"January 5, 2019",86.2,25,17.9,5,93.9,87.5,28,0.6629999999999999,52,0.5579999999999999,29,0.231,12,0.833,10,4,200,119.7,42.9,9,15,79,,9.1,6,0.5,26,0.423,11,69.8,37,0.685,22.9,17,26,0.6920000000000001,18,0.733,11,"Dee Glen Smith Spectrum, Logan, Utah",AIR-FORCE,Air Force,65.7,Home,UTAH-STATE,Utah State,Air Force,mwc,13,False,False,False,Away,False,10,12,56,16,53,11,18,52,0,1,84,234,671,0.5365126676602087,397,778,0.5102827763496144,112,211,729,0.5198902606310014,0.38461538461538464
14,2019-01-08-21-colorado-state,25.9,7,0.0,0,133.8,65.4,17,0.5579999999999999,52,0.519,27,0.154,8,0.75,6,10,200,98.5,27.3,6,11,64,,6.2,4,0.26899999999999996,14,0.28600000000000003,4,47.9,23,0.573,22.4,16,38,0.605,23,0.33299999999999996,5,"January 8, 2019",71.4,25,5.3,2,98.5,72.7,16,0.629,62,0.565,35,0.161,10,0.9,9,10,200,133.8,34.6,9,13,87,,23.1,15,0.40299999999999997,25,0.32,8,52.1,25,0.652,9.5,7,37,0.73,27,0.375,6,"Moby Arena, Fort Collins, Colorado",AIR-FORCE,Air Force,65.3,Home,COLORADO-STATE,Colorado State,Air Force,mwc,14,False,False,False,Away,False,4,23,52,23,48,8,27,62,0,1,94,246,727,0.53232462173315,413,831,0.4969915764139591,123,229,781,0.529449423815621,0.35714285714285715
15,2019-01-12-16-air-force,36.8,7,0.0,0,100.0,69.4,25,0.4,50,0.38,19,0.26,13,0.615,8,7,200,77.4,18.8,6,15,48,,9.7,6,0.34,17,0.11800000000000001,2,45.6,31,0.42700000000000005,18.9,13,33,0.515,17,0.562,9,"January 12, 2019",52.2,12,6.1,2,77.4,81.3,26,0.466,59,0.39,23,0.16899999999999998,10,0.7,7,10,200,100.0,30.6,11,17,62,,12.9,8,0.475,28,0.321,9,54.4,37,0.486,12.4,9,31,0.452,14,0.375,6,"Clune Arena , Colorado Springs, Colorado",SAN-DIEGO-STATE,San Diego State,62.5,Home,AIR-FORCE,Air Force,Air Force,mwc,15,True,False,True,Home,True,9,14,59,37,68,2,17,50,1,0,98,269,779,0.5340179717586649,436,879,0.4960182025028441,131,256,843,0.536773428232503,0.3333333333333333
16,2019-01-16-23-air-force,50.0,15,8.5,4,147.2,65.5,19,0.597,62,0.484,30,0.419,26,0.5379999999999999,14,7,200,122.2,29.4,10,18,88,,5.6,4,0.452,28,0.5,14,46.0,29,0.5920000000000001,9.8,8,34,0.47100000000000003,16,0.562,9,"January 16, 2019",50.0,20,5.9,2,122.2,70.6,24,0.664,67,0.597,40,0.299,20,0.85,17,10,200,147.2,34.5,10,21,106,,2.8,2,0.299,20,0.45,9,54.0,34,0.693,7.3,6,47,0.66,31,0.41200000000000003,7,"Clune Arena , Colorado Springs, Colorado",NEVADA-LAS-VEGAS,UNLV,72.4,Home,AIR-FORCE,Air Force,Air Force,mwc,16,True,False,True,Home,True,9,31,67,34,63,14,16,62,1,0,107,283,838,0.529236276849642,473,947,0.49947201689545934,133,273,893,0.5291153415453528,0.375
17,2019-01-19-22-nevada,57.9,11,0.0,0,91.8,73.5,25,0.431,51,0.373,19,0.17600000000000002,9,0.889,8,11,200,71.2,9.7,3,24,52,,6.8,5,0.431,22,0.273,6,43.1,28,0.47,27.6,21,29,0.44799999999999995,13,0.389,7,"January 19, 2019",54.2,13,3.4,1,71.2,90.3,28,0.465,57,0.42100000000000004,24,0.40399999999999997,23,0.609,14,1,200,91.8,26.5,9,18,67,10.0,11.0,8,0.474,27,0.185,5,56.9,37,0.493,17.3,14,30,0.633,19,0.9470000000000001,18,"Lawlor Events Center, Reno, Nevada",AIR-FORCE,Air Force,73.1,Home,NEVADA,Nevada,Air Force,mwc,17,False,False,False,Away,False,6,13,51,28,65,5,19,57,0,1,116,314,905,0.5392265193370166,507,1010,0.501980198019802,147,289,955,0.5335078534031413,0.4117647058823529
18,2019-01-22-21-air-force,20.0,4,12.5,4,112.1,66.7,16,0.409,55,0.364,20,0.418,23,0.652,15,11,200,90.9,13.9,5,19,60,,10.6,7,0.455,25,0.2,5,35.0,21,0.455,8.4,6,30,0.5,15,0.42100000000000004,8,"January 22, 2019",53.8,14,13.3,4,90.9,86.1,31,0.594,48,0.542,26,0.43799999999999994,21,0.81,17,11,200,112.1,33.3,8,18,74,,1.5,1,0.33299999999999996,16,0.313,5,65.0,39,0.638,21.8,16,32,0.6559999999999999,21,0.42100000000000004,8,"Clune Arena , Colorado Springs, Colorado",BOISE-STATE,Boise State,66.5,Home,AIR-FORCE,Air Force,Air Force,mwc,18,True,False,True,Home,True,5,21,48,39,60,5,15,55,1,0,122,327,956,0.5334728033472803,535,1075,0.49767441860465117,152,308,1012,0.5296442687747036,0.3888888888888889
19,2019-01-26-21-san-jose-state,62.1,18,2.4,1,81.6,81.8,36,0.406,85,0.341,29,0.165,14,0.28600000000000003,4,11,250,83.9,22.4,13,21,73,,8.0,7,0.5529999999999999,47,0.23399999999999999,11,48.0,49,0.39799999999999996,7.1,7,38,0.474,18,0.45,9,"January 26, 2019",81.5,22,0.0,0,83.9,77.6,45,0.46299999999999997,67,0.40299999999999997,27,0.299,20,0.45,9,16,250,81.6,18.2,8,15,71,,3.4,3,0.38799999999999996,26,0.308,8,52.0,53,0.46399999999999997,20.0,19,41,0.46299999999999997,19,0.158,3,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,69.3,Away,AIR-FORCE,Air Force,Air Force,mwc,19,False,False,False,Away,True,11,18,85,49,102,8,19,67,1,0,127,348,1004,0.5363545816733067,574,1135,0.505726872246696,157,323,1067,0.5234301780693533,0.42105263157894735
20,2019-01-30-22-san-diego-state,71.4,15,6.7,2,98.5,76.7,23,0.41100000000000003,56,0.375,21,0.08900000000000001,5,1.0,5,12,200,76.1,9.4,3,13,51,,13.4,9,0.304,17,0.235,4,41.9,26,0.43700000000000006,14.7,10,39,0.436,17,0.429,9,"January 30, 2019",75.0,18,15.4,6,76.1,90.6,29,0.518,55,0.436,24,0.182,10,0.9,9,8,200,98.5,23.3,7,11,66,,9.0,6,0.455,25,0.36,9,58.1,36,0.552,20.2,15,30,0.5,15,0.6,12,"Viejas Arena, San Diego, California",AIR-FORCE,Air Force,66.6,Home,SAN-DIEGO-STATE,San Diego State,Air Force,mwc,20,False,False,False,Away,False,4,17,56,26,62,9,15,55,0,1,138,366,1089,0.5261707988980716,623,1237,0.5036378334680679,165,342,1134,0.5198412698412699,0.45
21,2019-02-02-16-air-force,39.4,13,15.0,3,81.5,86.5,32,0.6759999999999999,54,0.611,33,0.315,17,0.706,12,13,200,130.8,26.1,6,20,85,,12.3,8,0.33299999999999996,18,0.389,7,63.3,38,0.685,14.0,10,36,0.722,26,0.409,9,"February 2, 2019",56.3,9,0.0,0,130.8,73.9,17,0.408,49,0.327,16,0.38799999999999996,19,0.684,13,13,200,81.5,13.5,5,18,53,,6.2,4,0.5920000000000001,29,0.276,8,36.7,22,0.457,16.1,11,20,0.4,8,0.409,9,"Clune Arena , Colorado Springs, Colorado",AIR-FORCE,Air Force,65.1,Away,COLORADO-STATE,Colorado State,Air Force,mwc,21,False,True,True,Home,False,8,8,49,22,60,7,26,54,0,1,142,383,1145,0.5205240174672489,649,1299,0.4996150885296382,174,357,1189,0.5197645079899075,0.42857142857142855
22,2019-02-06-21-air-force,53.8,14,2.2,1,112.5,80.0,24,0.598,56,0.46399999999999997,26,0.196,11,0.818,9,17,200,105.6,0.0,0,17,76,,4.2,3,0.6609999999999999,37,0.405,15,43.6,24,0.621,17.6,13,19,0.579,11,0.22699999999999998,5,"February 6, 2019",46.9,15,5.3,1,105.6,100.0,25,0.5670000000000001,60,0.5329999999999999,32,0.35,21,0.619,13,13,200,112.5,20.0,6,11,81,,13.9,10,0.233,14,0.28600000000000003,4,56.4,31,0.579,6.7,5,46,0.609,28,0.435,10,"Clune Arena , Colorado Springs, Colorado",WYOMING,Wyoming,71.6,Home,AIR-FORCE,Air Force,Air Force,mwc,22,True,False,True,Home,True,4,28,60,31,55,15,11,56,1,0,150,391,1194,0.5159128978224455,671,1359,0.49374540103016923,181,383,1243,0.5265486725663717,0.4090909090909091
23,2019-02-12-22-nevada-las-vegas,50.0,15,0.0,0,114.9,67.9,19,0.5760000000000001,59,0.508,30,0.11900000000000001,7,0.5710000000000001,4,14,200,107.5,36.7,11,12,72,,7.5,5,0.305,18,0.444,8,51.7,30,0.578,19.5,15,41,0.537,22,0.41700000000000004,10,"February 12, 2019",41.4,12,7.3,3,107.5,63.3,19,0.586,58,0.5,29,0.22399999999999998,13,0.6920000000000001,9,11,200,114.9,32.1,9,11,77,,14.9,10,0.483,28,0.35700000000000004,10,48.3,28,0.6,15.8,12,30,0.633,19,0.542,13,"Thomas & Mack Center, Las Vegas, Nevada",AIR-FORCE,Air Force,66.8,Home,NEVADA-LAS-VEGAS,UNLV,Air Force,mwc,23,False,False,False,Away,False,8,22,59,30,58,10,19,58,0,1,154,419,1254,0.518341307814992,702,1414,0.49646393210749645,196,394,1299,0.5296381832178599,0.43478260869565216
24,2019-02-16-16-air-force,53.8,14,12.5,4,91.2,85.7,24,0.563,56,0.46399999999999997,26,0.28600000000000003,16,0.813,13,6,200,111.8,32.3,10,23,76,,5.9,4,0.536,30,0.36700000000000005,11,57.6,34,0.597,18.2,14,26,0.5770000000000001,15,0.769,20,"February 16, 2019",28.6,6,7.7,2,111.8,67.7,21,0.49,50,0.42,21,0.38,19,0.684,13,15,200,91.2,14.3,4,18,62,,2.9,2,0.36,18,0.389,7,42.4,25,0.525,19.3,14,32,0.43799999999999994,14,0.4,10,"Clune Arena , Colorado Springs, Colorado",AIR-FORCE,Air Force,68.3,Away,UTAH-STATE,Utah State,Air Force,mwc,24,False,True,True,Home,False,7,14,50,25,59,11,15,56,0,1,162,441,1313,0.5209444021325209,732,1472,0.49728260869565216,206,413,1357,0.5320560058953574,0.4166666666666667
25,2019-02-20-22-fresno-state,43.5,10,15.4,4,83.6,89.2,33,0.5,56,0.41100000000000003,23,0.33899999999999997,19,0.42100000000000004,8,15,200,87.7,10.5,4,16,64,,9.6,7,0.5539999999999999,31,0.32299999999999995,10,49.3,37,0.49200000000000005,15.7,12,25,0.52,13,0.423,11,"February 20, 2019",45.0,9,12.0,3,87.7,89.5,34,0.456,57,0.35100000000000003,20,0.21100000000000002,12,0.75,9,7,200,83.6,10.8,4,22,61,,12.3,9,0.544,31,0.387,12,50.7,38,0.486,19.4,15,26,0.308,8,0.731,19,"Save Mart Center, Fresno, California",FRESNO-STATE,Fresno State,73.4,Away,AIR-FORCE,Air Force,Air Force,mwc,25,False,False,False,Away,True,10,13,56,37,75,12,8,57,1,0,169,455,1363,0.5198092443140132,757,1531,0.49444807315480077,217,428,1413,0.5332625619249823,0.4
26,2019-02-23-16-air-force,39.1,9,0.0,0,112.3,64.4,29,0.433,60,0.38299999999999995,23,0.317,19,0.8420000000000001,16,23,200,93.2,28.6,10,14,68,,4.1,3,0.35,21,0.28600000000000003,6,48.8,39,0.493,17.0,14,39,0.436,17,0.115,3,"February 23, 2019",74.2,23,5.1,2,93.2,71.4,25,0.46799999999999997,78,0.397,31,0.141,11,0.818,9,15,200,112.3,35.6,16,18,82,,6.8,5,0.423,33,0.33299999999999996,11,51.3,41,0.493,5.7,5,45,0.444,20,0.444,12,"Clune Arena , Colorado Springs, Colorado",SAN-JOSE-STATE,San Jose State,72.6,Home,AIR-FORCE,Air Force,Air Force,mwc,26,True,False,True,Home,True,11,20,78,41,80,6,17,60,1,0,179,468,1419,0.5190274841437632,794,1606,0.4943960149439601,229,436,1470,0.5302721088435374,0.4230769230769231
