,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,COLUMBIA_homegame,COLUMBIA_homegame2,COLUMBIA_home,COLUMBIA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-13-rutgers,48.1,13,4.7,2,89.5,58.5,24,0.49200000000000005,61,0.44299999999999995,27,0.131,8,0.625,5,8,225,85.5,25.0,8,22,65,,15.8,12,0.361,22,0.273,6,43.8,32,0.502,23.7,20,39,0.5379999999999999,21,0.273,3,"December 22, 2018",41.7,10,17.9,7,85.5,75.0,24,0.40299999999999997,62,0.387,24,0.419,26,0.6920000000000001,18,5,225,89.5,41.5,17,15,68,,14.5,11,0.306,19,0.105,2,56.2,41,0.457,19.7,18,43,0.512,22,0.545,6,"Louis Brown Athletic Center, New Brunswick, New Jersey",COLUMBIA,Columbia,67.6,Home,RUTGERS,Rutgers,Columbia,ivy,10,False,False,False,Away,False,6,21,61,32,73,2,22,62,0,1,105,187,640,0.53828125,342,678,0.504424778761062,97,168,593,0.5286677908937606,0.3
11,2018-12-30-17-northwestern,81.0,17,9.7,3,107.1,83.9,26,0.42,56,0.375,21,0.179,10,0.7,7,9,200,77.1,16.7,6,19,54,,8.6,6,0.28600000000000003,16,0.313,5,47.8,32,0.444,17.7,13,40,0.4,16,0.25,3,"December 30, 2018",69.6,16,5.0,2,77.1,83.3,30,0.509,55,0.418,23,0.436,24,0.792,19,4,200,107.1,16.1,5,16,75,,4.3,3,0.436,24,0.41700000000000004,10,52.2,35,0.565,13.2,10,31,0.419,13,0.6920000000000001,9,"Welsh-Ryan Arena, Evanston, Illinois",COLUMBIA,Columbia,69.6,Home,NORTHWESTERN,Northwestern,Columbia,ivy,11,False,False,False,Away,False,5,16,56,32,67,10,13,55,0,1,111,208,701,0.5342368045649073,374,751,0.4980026631158455,99,190,655,0.516793893129771,0.2727272727272727
12,2019-01-02-19-binghamton,77.3,17,3.3,1,96.9,92.9,26,0.51,51,0.431,22,0.314,16,0.813,13,9,200,100.0,29.0,9,16,65,,15.4,10,0.373,19,0.42100000000000004,8,59.3,35,0.555,19.4,14,32,0.43799999999999994,14,0.308,4,"January 2, 2019",41.7,10,18.8,6,100.0,71.0,22,0.588,51,0.47100000000000003,24,0.196,10,0.3,3,11,200,96.9,7.1,2,15,63,,9.2,6,0.41200000000000003,21,0.5710000000000001,12,40.7,24,0.565,17.8,12,30,0.4,12,0.267,4,"Binghamton University Events Center, Vestal, New York",BINGHAMTON,Binghamton,64.7,Away,COLUMBIA,Columbia,Columbia,ivy,12,False,False,False,Away,True,8,14,51,35,59,12,12,51,1,0,116,224,757,0.5257595772787318,406,818,0.4963325183374083,109,203,710,0.5161971830985915,0.25
13,2019-01-12-14-columbia,77.8,14,2.8,1,129.1,65.5,19,0.47100000000000003,51,0.353,18,0.529,27,0.556,15,0,200,79.7,13.2,5,18,63,,5.1,4,0.47100000000000003,24,0.5,12,35.8,24,0.494,23.2,19,27,0.222,6,0.0,0,"January 12, 2019",82.9,29,29.6,8,79.7,86.8,33,0.625,68,0.515,35,0.294,20,0.85,17,9,200,129.1,34.5,10,22,102,,15.2,12,0.47100000000000003,32,0.469,15,64.2,43,0.6579999999999999,14.5,13,36,0.556,20,0.35700000000000004,5,"Levien Gym, New York, New York","Elmira
			","Elmira
			",79.2,Home,COLUMBIA,Columbia,Columbia,ivy,13,True,False,True,Home,True,15,20,68,43,67,12,6,51,1,0,124,238,808,0.5247524752475248,441,877,0.5028506271379704,121,215,761,0.5210249671484888,0.3076923076923077
14,2019-01-19-13-cornell,45.8,11,10.5,2,89.6,76.9,20,0.442,60,0.4,24,0.183,11,0.545,6,10,200,88.1,29.4,10,16,59,,11.9,8,0.28300000000000003,17,0.294,5,50.0,30,0.452,17.8,14,43,0.442,19,0.33299999999999996,5,"January 19, 2019",85.7,18,11.6,5,88.1,70.6,24,0.598,46,0.457,21,0.261,12,0.41700000000000004,5,8,200,89.6,23.1,6,16,60,,10.4,7,0.5870000000000001,27,0.48100000000000004,13,50.0,30,0.58,27.0,19,19,0.42100000000000004,8,0.529,9,"Newman Arena, Ithaca, New York",COLUMBIA,Columbia,67.0,Home,CORNELL,Cornell,Columbia,ivy,14,False,False,False,Away,False,5,19,60,30,60,13,8,46,0,1,139,258,876,0.5325342465753424,484,944,0.5127118644067796,133,221,812,0.5178571428571429,0.35714285714285715
15,2019-01-26-19-columbia,47.8,11,7.3,3,105.8,65.5,19,0.51,50,0.46,23,0.54,27,0.7040000000000001,19,9,200,101.4,13.8,4,14,70,,7.2,5,0.34,17,0.294,5,39.7,23,0.557,16.2,12,33,0.545,18,0.5,9,"January 26, 2019",50.0,15,24.2,8,101.4,86.2,25,0.57,57,0.526,30,0.193,11,0.727,8,10,200,105.8,34.5,10,21,73,,8.7,6,0.281,16,0.313,5,60.3,35,0.5870000000000001,18.5,14,41,0.61,25,0.375,6,"Levien Gym, New York, New York",CORNELL,Cornell,68.5,Home,COLUMBIA,Columbia,Columbia,ivy,15,True,False,True,Home,True,5,25,57,35,58,5,18,50,1,0,144,277,936,0.5267094017094017,514,1004,0.5119521912350598,146,229,858,0.5221445221445221,0.3333333333333333
16,2019-02-01-19-columbia,21.1,4,2.4,1,63.2,82.9,34,0.396,53,0.358,19,0.377,20,0.65,13,5,200,80.9,33.3,11,11,55,,11.8,8,0.377,20,0.2,4,60.8,45,0.44,19.5,15,33,0.455,15,0.688,11,"February 1, 2019",27.8,5,12.1,4,80.9,66.7,22,0.322,59,0.305,18,0.153,9,0.556,5,11,200,63.2,17.1,7,15,43,,13.2,9,0.305,18,0.111,2,39.2,29,0.34,17.1,13,41,0.39,16,0.353,6,"Levien Gym, New York, New York",COLUMBIA,Columbia,67.9,Away,PRINCETON,Princeton,Columbia,ivy,16,False,True,True,Home,False,2,16,59,29,74,4,15,53,0,1,149,302,993,0.5292044310171199,549,1062,0.5169491525423728,151,247,908,0.5214757709251101,0.375
17,2019-02-02-20-columbia,56.5,13,2.5,1,104.5,92.0,23,0.5539999999999999,46,0.5,23,0.5870000000000001,27,0.778,21,7,200,107.5,25.0,6,14,72,,9.0,6,0.435,20,0.25,5,59.2,29,0.612,18.3,13,26,0.6920000000000001,18,0.65,13,"February 2, 2019",38.7,12,0.0,0,107.5,75.0,18,0.632,53,0.585,31,0.113,6,0.5,3,12,200,104.5,8.0,2,24,70,,9.0,6,0.245,13,0.385,5,40.8,20,0.627,20.1,14,40,0.65,26,0.33299999999999996,6,"Levien Gym, New York, New York",COLUMBIA,Columbia,66.8,Away,PENNSYLVANIA,Penn,Columbia,ivy,17,False,True,True,Home,False,5,26,53,20,49,5,18,46,0,1,151,318,1052,0.5175855513307985,578,1136,0.5088028169014085,155,262,961,0.5145681581685744,0.35294117647058826
18,2019-02-08-19-harvard,51.4,18,10.0,4,103.2,74.4,32,0.539,76,0.461,35,0.316,24,0.583,14,13,275,101.1,17.1,7,27,96,,9.5,9,0.342,26,0.462,12,46.4,39,0.5489999999999999,15.6,16,50,0.46,23,0.316,6,"February 8, 2019",31.0,9,12.0,6,101.1,82.9,34,0.507,68,0.426,29,0.574,39,0.7440000000000001,29,7,275,103.2,25.6,11,20,98,,9.5,9,0.41200000000000003,28,0.39299999999999996,11,53.6,45,0.5660000000000001,17.4,18,40,0.45,18,0.611,11,"Lavietes Pavilion, Boston, Massachusetts",COLUMBIA,Columbia,69.1,Home,HARVARD,Harvard,Columbia,ivy,18,False,False,False,Away,False,12,23,76,39,84,11,18,68,0,1,156,344,1105,0.5230769230769231,598,1185,0.5046413502109705,160,280,1007,0.5163853028798411,0.3333333333333333
19,2019-02-09-19-dartmouth,41.7,10,6.9,2,117.1,80.0,20,0.48200000000000004,55,0.436,24,0.418,23,0.565,13,14,200,94.3,16.1,5,22,66,,8.6,6,0.309,17,0.294,5,44.6,25,0.501,14.5,11,38,0.5,19,0.3,6,"February 9, 2019",42.3,11,7.9,3,94.3,83.9,26,0.574,54,0.48100000000000004,26,0.426,23,0.87,20,11,200,117.1,20.0,5,18,82,,4.3,3,0.46299999999999997,25,0.4,10,55.4,31,0.631,12.3,9,29,0.552,16,0.5,11,"Leede Arena, Hanover, New Hampshire",COLUMBIA,Columbia,70.4,Home,DARTMOUTH,Dartmouth,Columbia,ivy,19,False,False,False,Away,False,5,19,55,25,56,10,16,54,0,1,168,367,1181,0.5241320914479255,637,1269,0.5019700551615445,171,298,1075,0.5158139534883721,0.3157894736842105
20,2019-02-15-19-columbia,33.3,9,22.5,9,86.5,77.5,31,0.602,49,0.551,27,0.408,20,0.55,11,4,200,94.6,15.4,4,12,70,,9.5,7,0.306,15,0.33299999999999996,5,53.0,35,0.598,23.7,18,34,0.647,22,0.8,16,"February 15, 2019",40.9,9,5.9,2,94.6,84.6,22,0.386,66,0.33299999999999996,22,0.242,16,0.813,13,15,200,86.5,22.5,9,16,64,,14.9,11,0.39399999999999996,26,0.26899999999999996,7,47.0,31,0.435,12.0,10,40,0.375,15,0.28600000000000003,6,"Levien Gym, New York, New York",COLUMBIA,Columbia,73.6,Away,YALE,Yale,Columbia,ivy,20,False,True,True,Home,False,7,15,66,31,66,5,22,49,0,1,173,386,1236,0.5222491909385113,662,1325,0.499622641509434,181,314,1129,0.5186005314437555,0.3
21,2019-02-16-19-columbia,30.0,6,9.4,3,88.7,87.1,27,0.43,50,0.4,20,0.54,27,0.815,22,9,200,91.5,16.1,5,14,65,,9.9,7,0.28,14,0.214,3,51.6,32,0.517,15.1,11,36,0.47200000000000003,17,0.625,15,"February 16, 2019",60.9,14,5.6,2,91.5,83.9,26,0.45899999999999996,61,0.377,23,0.131,8,0.875,7,16,200,88.7,12.9,4,23,63,,7.0,5,0.475,29,0.345,10,48.4,30,0.486,16.8,13,32,0.406,13,0.273,6,"Levien Gym, New York, New York",COLUMBIA,Columbia,71.3,Away,BROWN,Brown,Columbia,ivy,21,False,True,True,Home,False,10,13,61,30,62,3,17,50,0,1,180,401,1302,0.5153609831029186,693,1391,0.4982027318475917,186,336,1178,0.5220713073005093,0.2857142857142857
22,2019-02-22-20-pennsylvania,52.9,18,13.8,4,105.5,78.8,26,0.585,65,0.523,34,0.077,5,0.6,3,16,225,108.2,14.3,4,19,79,,9.6,7,0.33799999999999997,22,0.364,8,49.2,30,0.586,13.0,10,43,0.605,26,0.304,7,"February 22, 2019",70.4,19,4.7,2,108.2,85.7,24,0.551,59,0.45799999999999996,27,0.322,19,0.632,12,10,225,105.5,21.2,7,11,77,,5.5,4,0.508,30,0.36700000000000005,11,50.8,31,0.5660000000000001,15.1,12,29,0.552,16,0.6,15,"The Palestra, Philadelphia, Pennsylvania",PENNSYLVANIA,Penn,65.1,Away,COLUMBIA,Columbia,Columbia,ivy,22,False,False,False,Away,True,8,26,65,30,61,11,16,59,1,0,190,414,1363,0.5128393250183418,723,1453,0.4975911906400551,189,353,1228,0.5183224755700325,0.2727272727272727
23,2019-02-23-20-princeton,34.6,9,9.4,3,112.9,86.2,25,0.491,57,0.456,26,0.228,13,0.385,5,17,200,87.1,21.2,7,15,61,,5.7,4,0.263,15,0.267,4,51.6,32,0.483,17.2,13,42,0.524,22,0.292,7,"February 23, 2019",48.1,13,7.1,3,87.1,78.8,26,0.569,58,0.466,27,0.293,17,0.765,13,8,200,112.9,13.8,4,13,79,,10.0,7,0.44799999999999995,26,0.462,12,48.4,30,0.598,10.9,8,32,0.469,15,0.652,15,"Jadwin Gymnasium, Princeton, New Jersey",COLUMBIA,Columbia,69.6,Home,PRINCETON,Princeton,Columbia,ivy,23,False,False,False,Away,False,4,22,57,32,62,12,15,58,0,1,198,440,1428,0.5161064425770309,753,1514,0.49735799207397624,200,369,1287,0.5198135198135199,0.30434782608695654
24,2019-03-01-17-brown,44.4,12,9.1,4,102.7,83.8,31,0.563,56,0.48200000000000004,27,0.33899999999999997,19,0.895,17,17,200,106.7,20.0,6,23,80,,8.0,6,0.446,25,0.36,9,55.2,37,0.615,17.9,14,31,0.581,18,0.32,8,"March 1, 2019",26.9,7,6.5,2,106.7,80.0,24,0.47600000000000003,62,0.419,26,0.40299999999999997,25,0.72,18,10,200,102.7,16.2,6,20,77,,8.0,6,0.29,18,0.389,7,44.8,30,0.521,11.0,9,44,0.43200000000000005,19,0.63,17,"Pizzitola Sports Center, Providence, Rhode Island",BROWN,Brown,75.0,Away,COLUMBIA,Columbia,Columbia,ivy,24,False,False,False,Away,True,9,18,56,37,67,7,19,62,1,0,202,462,1485,0.5151515151515151,785,1576,0.4980964467005076,212,384,1345,0.5219330855018587,0.2916666666666667
25,2019-03-02-19-yale,61.3,19,11.1,4,104.2,75.0,27,0.555,64,0.484,31,0.23399999999999999,15,0.8,12,17,200,115.3,25.7,9,23,83,,9.7,7,0.32799999999999996,21,0.429,9,50.7,36,0.583,11.3,9,43,0.512,22,0.34600000000000003,9,"March 2, 2019",68.2,15,14.0,6,115.3,74.3,26,0.42200000000000004,58,0.379,22,0.534,31,0.8390000000000001,26,6,200,104.2,25.0,9,17,75,,8.3,6,0.379,22,0.22699999999999998,5,49.3,35,0.516,11.2,9,36,0.47200000000000003,17,0.76,19,"John J. Lee Ampitheater, New Haven, Connecticut",YALE,Yale,71.9,Away,COLUMBIA,Columbia,Columbia,ivy,25,False,False,False,Away,True,9,22,64,36,71,5,17,58,1,0,211,480,1541,0.5168721609344581,822,1643,0.5003043213633597,219,403,1407,0.5199004975124378,0.32
26,2019-03-08-19-columbia,33.3,9,0.0,0,101.4,92.9,26,0.42200000000000004,64,0.42200000000000004,27,0.203,13,0.9229999999999999,12,18,200,95.7,29.4,10,10,66,,8.7,6,0.266,17,0.0,0,58.1,36,0.47,13.6,11,47,0.574,27,0.379,11,"March 8, 2019",62.1,18,2.1,1,95.7,70.6,24,0.625,52,0.5579999999999999,29,0.25,13,0.385,5,17,200,101.4,7.1,2,12,70,,8.7,6,0.308,16,0.43799999999999994,7,41.9,26,0.602,14.8,10,36,0.611,22,0.37,10,"Levien Gym, New York, New York",DARTMOUTH,Dartmouth,68.7,Home,COLUMBIA,Columbia,Columbia,ivy,26,True,False,True,Home,True,7,22,52,26,62,0,27,64,1,0,220,502,1605,0.518380062305296,858,1714,0.5005834305717619,224,420,1465,0.5160409556313993,0.34615384615384615
27,2019-03-09-19-columbia,36.0,9,5.7,2,100.0,81.8,27,0.491,58,0.431,25,0.483,28,0.929,26,10,225,102.5,33.3,10,17,83,,11.1,9,0.431,25,0.28,7,58.7,37,0.5820000000000001,20.4,18,33,0.545,18,0.63,17,"March 9, 2019",37.0,10,6.1,2,102.5,66.7,20,0.508,63,0.429,27,0.317,20,0.85,17,18,225,100.0,18.2,6,21,81,,12.3,10,0.444,28,0.35700000000000004,10,41.3,26,0.5589999999999999,18.2,16,35,0.486,17,0.35700000000000004,10,"Levien Gym, New York, New York",COLUMBIA,Columbia,71.9,Away,HARVARD,Harvard,Columbia,ivy,27,False,True,True,Home,False,10,17,63,26,63,7,18,58,0,1,227,524,1657,0.5217260108630054,884,1776,0.49774774774774777,224,447,1529,0.5120994113799869,0.37037037037037035
