,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,EASTERN-KENTUCKY_homegame,EASTERN-KENTUCKY_homegame2,EASTERN-KENTUCKY_home,EASTERN-KENTUCKY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2019-01-26-19-eastern-kentucky,68.8,22,0.0,0,100.0,81.8,27,0.636,59,0.542,32,0.475,28,0.5710000000000001,16,14,200,107.1,18.8,6,20,91,,14.1,12,0.373,22,0.5,11,50.8,33,0.629,21.9,20,37,0.568,21,0.33299999999999996,7,"January 26, 2019",57.7,15,2.7,1,107.1,81.3,26,0.517,58,0.44799999999999995,26,0.466,27,0.9259999999999999,25,11,200,100.0,18.2,6,27,85,,16.5,14,0.36200000000000004,21,0.381,8,49.2,32,0.6,20.5,18,37,0.486,18,0.47600000000000003,10,"Davis-Reid Alumni Gym, Georgetown, Kentucky",EASTERN-KENTUCKY,Eastern Kentucky,84.6,Away,TENNESSEE-TECH,Tennessee Tech,Eastern Kentucky,ovc,20,False,True,True,Home,False,8,18,58,32,65,11,21,59,0,1,188,426,1403,0.5046329294369208,700,1445,0.4844290657439446,142,442,1236,0.5299352750809061,0.5
21,2019-01-31-20-eastern-illinois,43.5,10,11.4,4,87.0,74.4,29,0.382,72,0.319,23,0.264,19,0.579,11,12,200,85.7,26.9,14,27,66,,9.1,7,0.319,23,0.391,9,47.3,43,0.40700000000000003,12.0,11,49,0.28600000000000003,14,0.455,10,"January 31, 2019",55.0,11,18.4,9,85.7,73.1,38,0.42,56,0.35700000000000004,20,0.518,29,0.69,20,9,200,87.0,25.6,10,20,67,,5.2,4,0.375,21,0.33299999999999996,7,52.7,48,0.48,19.8,17,35,0.371,13,0.591,13,"Lantz Arena, Charleston, Illinois",EASTERN-KENTUCKY,Eastern Kentucky,77.4,Home,EASTERN-ILLINOIS,Eastern Illinois,Eastern Kentucky,ovc,21,False,False,False,Away,False,9,14,72,43,91,7,13,56,0,1,196,444,1461,0.5051334702258727,732,1510,0.4847682119205298,153,463,1295,0.5347490347490348,0.47619047619047616
22,2019-02-02-20-southern-illinois-edwardsville,36.7,11,2.2,1,94.6,65.9,27,0.433,75,0.4,30,0.373,28,0.607,17,13,250,88.2,15.2,7,29,82,,11.8,11,0.33299999999999996,25,0.2,5,39.1,34,0.46399999999999997,13.0,13,50,0.5,25,0.435,10,"February 2, 2019",46.4,13,10.0,5,88.2,84.8,39,0.44799999999999995,67,0.418,28,0.657,44,0.636,28,14,250,94.6,34.1,14,25,88,,5.4,5,0.32799999999999996,22,0.182,4,60.9,53,0.501,17.2,18,45,0.5329999999999999,24,0.364,8,"Sam Vadalabene Center , Edwardsville, Illinois",EASTERN-KENTUCKY,Eastern Kentucky,74.5,Home,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,Eastern Kentucky,ovc,22,False,False,False,Away,False,5,25,75,34,87,4,24,67,0,1,205,458,1533,0.49934768427919113,775,1601,0.4840724547158026,160,476,1351,0.5299777942264989,0.45454545454545453
23,2019-02-07-19-eastern-kentucky,68.6,24,5.4,2,83.3,91.7,33,0.563,71,0.493,35,0.055999999999999994,4,0.75,3,4,200,106.4,31.3,10,13,83,,9.0,7,0.38,27,0.37,10,63.2,43,0.569,16.1,14,44,0.568,25,0.818,18,"February 7, 2019",43.5,10,9.1,4,106.4,68.8,22,0.449,59,0.39,23,0.254,15,0.8,12,14,200,83.3,8.3,3,8,65,,14.1,11,0.373,22,0.318,7,36.8,25,0.491,18.6,15,37,0.43200000000000005,16,0.41700000000000004,10,"McBrayer Arena, Richmond, Kentucky",EASTERN-KENTUCKY,Eastern Kentucky,77.5,Away,BELMONT,Belmont,Eastern Kentucky,ovc,23,False,True,True,Home,False,7,16,59,25,68,10,25,71,0,1,210,483,1608,0.4962686567164179,809,1688,0.4792654028436019,164,500,1418,0.5260930888575458,0.43478260869565216
24,2019-02-09-19-eastern-kentucky,45.8,11,9.8,4,97.4,71.4,25,0.43200000000000005,66,0.364,24,0.16699999999999998,11,0.727,8,16,200,84.4,22.0,9,28,65,,7.8,6,0.409,27,0.33299999999999996,9,44.7,34,0.456,18.4,16,39,0.385,15,0.33299999999999996,8,"February 9, 2019",38.1,8,15.4,6,84.4,78.0,32,0.409,55,0.382,21,0.618,34,0.882,30,14,200,97.4,28.6,10,15,75,,10.4,8,0.255,14,0.214,3,55.3,42,0.527,16.7,14,41,0.439,18,0.44,11,"McBrayer Arena, Richmond, Kentucky",TENNESSEE-STATE,Tennessee State,76.7,Home,EASTERN-KENTUCKY,Eastern Kentucky,Eastern Kentucky,ovc,24,True,False,True,Home,True,3,18,55,42,76,9,15,66,1,0,217,499,1667,0.4946010797840432,834,1756,0.47494305239179957,174,525,1489,0.5278710543989255,0.4166666666666667
25,2019-02-14-19-morehead-state,52.0,13,12.1,4,100.0,68.8,22,0.36700000000000005,75,0.33299999999999996,25,0.293,22,0.773,17,15,200,92.3,30.4,14,23,72,,16.7,13,0.33299999999999996,25,0.2,5,46.2,36,0.42100000000000004,7.6,7,50,0.4,20,0.423,11,"February 14, 2019",65.2,15,22.0,11,92.3,69.6,32,0.491,54,0.426,23,0.556,30,0.833,25,16,200,100.0,31.3,10,18,78,,5.1,4,0.389,21,0.33299999999999996,7,53.8,42,0.5710000000000001,22.0,19,33,0.485,16,0.385,10,"Ellis T. Johnson Arena, Morehead, Kentucky",EASTERN-KENTUCKY,Eastern Kentucky,77.9,Home,MOREHEAD-STATE,Morehead State,Eastern Kentucky,ovc,25,False,False,False,Away,False,5,20,75,36,78,7,16,54,0,1,220,517,1722,0.491869918699187,876,1832,0.4781659388646288,183,540,1555,0.5237942122186495,0.44
26,2019-02-16-19-eastern-kentucky,51.4,19,6.7,3,87.5,65.0,26,0.6890000000000001,61,0.607,37,0.377,23,0.7829999999999999,18,4,200,127.5,34.8,8,15,102,,12.5,10,0.377,23,0.435,10,54.0,34,0.7090000000000001,19.3,17,38,0.711,27,0.84,21,"February 16, 2019",50.0,12,5.3,2,127.5,65.2,15,0.40399999999999997,68,0.353,24,0.221,15,1.0,15,16,200,87.5,35.0,14,19,70,,6.3,5,0.33799999999999997,23,0.304,7,46.0,29,0.466,18.6,17,45,0.37799999999999995,17,0.40700000000000003,11,"McBrayer Arena, Richmond, Kentucky",EASTERN-KENTUCKY,Eastern Kentucky,79.5,Away,MURRAY-STATE,Murray State,Eastern Kentucky,ovc,26,False,True,True,Home,False,7,17,68,29,63,10,27,61,0,1,225,537,1797,0.48664440734557596,912,1910,0.4774869109947644,190,556,1609,0.5226848974518334,0.4230769230769231
27,2019-02-21-20-tennessee-tech,42.9,9,4.7,2,86.8,63.9,23,0.39299999999999996,61,0.344,21,0.44299999999999995,27,0.7040000000000001,19,16,200,88.2,34.1,15,22,67,,9.2,7,0.39299999999999996,24,0.25,6,47.5,38,0.45399999999999996,18.9,17,37,0.405,15,0.429,12,"February 21, 2019",55.0,11,13.5,5,88.2,65.9,29,0.369,61,0.32799999999999996,20,0.45899999999999996,28,0.75,21,21,200,86.8,36.1,13,23,66,,9.2,7,0.295,18,0.278,5,52.5,42,0.444,16.0,14,43,0.349,15,0.25,7,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,75.6,Away,EASTERN-KENTUCKY,Eastern Kentucky,Eastern Kentucky,ovc,27,False,False,False,Away,True,6,15,61,38,80,5,15,61,1,0,232,554,1865,0.4836461126005362,941,1973,0.4769386720729853,200,583,1670,0.5287425149700599,0.4074074074074074
28,2019-02-23-17-jacksonville-state,30.8,12,1.9,1,116.9,67.6,23,0.556,81,0.48100000000000004,39,0.235,19,0.579,11,17,250,113.5,23.3,10,23,101,,9.0,8,0.42,34,0.353,12,42.9,33,0.561,9.2,9,47,0.574,27,0.414,12,"February 23, 2019",32.5,13,6.4,3,113.5,76.7,33,0.581,74,0.541,40,0.365,27,0.667,18,8,250,116.9,32.4,11,16,104,,3.4,3,0.27,20,0.3,6,57.1,44,0.599,14.0,14,54,0.63,34,0.7240000000000001,21,"Pete Mathews Coliseum, Jacksonville, Alabama",EASTERN-KENTUCKY,Eastern Kentucky,71.5,Home,JACKSONVILLE-STATE,Jacksonville State,Eastern Kentucky,ovc,28,False,False,False,Away,False,12,27,81,33,77,6,34,74,0,1,238,569,1926,0.48078920041536866,979,2053,0.47686312713102774,205,598,1731,0.523108030040439,0.42857142857142855
29,2019-02-28-19-eastern-kentucky,53.6,15,6.1,2,115.5,75.0,21,0.45799999999999996,71,0.39399999999999996,28,0.29600000000000004,21,0.7140000000000001,15,9,200,112.7,45.5,20,20,80,,11.3,8,0.39399999999999996,28,0.321,9,56.9,41,0.494,10.1,9,43,0.442,19,0.7,21,"February 28, 2019",72.4,21,7.0,3,112.7,54.5,24,0.627,55,0.527,29,0.327,18,0.722,13,17,200,115.5,25.0,7,15,82,,5.6,4,0.4,22,0.5,11,43.1,31,0.645,19.3,15,33,0.545,18,0.433,13,"McBrayer Arena, Richmond, Kentucky",AUSTIN-PEAY,Austin Peay,70.8,Home,EASTERN-KENTUCKY,Eastern Kentucky,Eastern Kentucky,ovc,29,True,False,True,Home,True,11,18,55,31,72,9,19,71,1,0,250,596,2007,0.4838066766317887,1012,2130,0.4751173708920188,211,632,1805,0.5254847645429362,0.41379310344827586
30,2019-03-02-19-eastern-kentucky,48.1,13,8.6,3,111.6,78.8,26,0.5820000000000001,55,0.491,27,0.327,18,0.778,14,19,200,113.0,32.1,9,17,78,,4.3,3,0.436,24,0.41700000000000004,10,57.4,35,0.614,19.3,15,31,0.5479999999999999,17,0.387,12,"March 2, 2019",59.3,16,12.9,4,113.0,67.9,19,0.516,63,0.429,27,0.20600000000000002,13,0.9229999999999999,12,18,200,111.6,21.2,7,17,77,,13.0,9,0.444,28,0.39299999999999996,11,42.6,26,0.557,9.2,7,35,0.457,16,0.419,13,"McBrayer Arena, Richmond, Kentucky",EASTERN-KENTUCKY,Eastern Kentucky,69.4,Away,MOREHEAD-STATE,Morehead State,Eastern Kentucky,ovc,30,False,True,True,Home,False,11,16,63,26,61,10,17,55,0,1,261,614,2062,0.4876333656644035,1043,2202,0.47366030881017257,220,651,1876,0.5229211087420043,0.43333333333333335
