,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MONTANA-STATE_homegame,MONTANA-STATE_homegame2,MONTANA-STATE_home,MONTANA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
12,2019-01-03-21-montana-state,61.5,16,13.3,4,122.5,71.4,20,0.542,59,0.441,26,0.5589999999999999,33,0.727,24,8,200,110.0,26.5,9,32,88,,15.0,12,0.525,31,0.387,12,46.8,29,0.589,13.0,11,28,0.5,14,0.385,5,"January 3, 2019",50.0,15,14.3,4,110.0,73.5,25,0.643,56,0.536,30,0.625,35,0.743,26,8,200,122.5,28.6,8,24,98,,6.3,5,0.46399999999999997,26,0.462,12,53.2,33,0.675,20.1,18,30,0.6,18,0.385,5,"Max Worthington Arena, Bozeman, Montana",PORTLAND-STATE,Portland State,79.7,Home,MONTANA-STATE,Montana State,Montana State,big-sky,12,True,False,True,Home,True,12,18,56,33,62,12,14,59,1,0,108,191,694,0.5086455331412104,378,760,0.49736842105263157,119,234,722,0.5713296398891967,0.3333333333333333
13,2019-01-05-16-montana-state,53.8,14,8.8,3,112.0,66.7,18,0.508,61,0.426,26,0.18,11,0.727,8,6,200,93.3,23.3,7,32,70,,8.0,6,0.508,31,0.32299999999999995,10,43.9,25,0.529,20.5,17,30,0.5329999999999999,16,0.5,6,"January 5, 2019",56.5,13,6.7,2,93.3,76.7,23,0.531,48,0.479,23,0.875,42,0.7859999999999999,33,8,200,112.0,33.3,9,16,84,,13.3,10,0.292,14,0.35700000000000004,5,56.1,32,0.618,17.4,14,34,0.529,18,0.429,6,"Max Worthington Arena, Bozeman, Montana",SACRAMENTO-STATE,Sacramento State,74.6,Home,MONTANA-STATE,Montana State,Montana State,big-sky,13,True,False,True,Home,True,5,18,48,32,57,10,16,61,1,0,120,209,750,0.5186666666666667,411,822,0.5,131,248,781,0.5691421254801536,0.38461538461538464
14,2019-01-10-22-idaho,50.0,14,6.9,2,98.5,90.0,27,0.525,61,0.45899999999999996,28,0.262,16,0.813,13,8,200,113.2,25.0,8,13,77,,2.9,2,0.44299999999999995,27,0.29600000000000004,8,56.5,35,0.561,9.3,7,34,0.588,20,0.467,7,"January 10, 2019",44.0,11,5.9,2,113.2,75.0,24,0.508,59,0.424,25,0.18600000000000003,11,0.636,7,12,200,98.5,10.0,3,14,67,,4.4,3,0.508,30,0.33299999999999996,10,43.5,27,0.522,11.1,8,29,0.517,15,0.25,4,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,68.4,Away,MONTANA-STATE,Montana State,Montana State,big-sky,14,False,False,False,Away,True,8,20,61,35,62,10,15,59,1,0,125,227,798,0.5194235588972431,443,879,0.5039817974971559,141,264,842,0.5647268408551069,0.42857142857142855
15,2019-01-14-21-montana-state,48.1,13,5.9,2,107.7,75.0,27,0.525,59,0.45799999999999996,27,0.254,15,0.733,11,6,200,112.3,26.7,8,15,73,,7.7,5,0.424,25,0.32,8,53.0,35,0.552,9.6,7,34,0.5589999999999999,19,0.647,11,"January 14, 2019",65.4,17,8.8,3,112.3,73.3,22,0.508,61,0.426,26,0.19699999999999998,12,0.667,8,9,200,107.7,25.0,9,16,70,,7.7,5,0.44299999999999995,27,0.37,10,47.0,31,0.525,10.8,8,34,0.47100000000000003,16,0.43799999999999994,7,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,65.4,Away,NORTHERN-COLORADO,Northern Colorado,Montana State,big-sky,15,False,True,True,Home,False,10,16,61,31,66,8,19,59,0,1,133,247,859,0.519790454016298,478,941,0.5079702444208289,151,279,901,0.5610432852386238,0.4666666666666667
16,2019-01-19-17-eastern-washington,34.5,10,3.2,1,119.7,80.8,21,0.532,63,0.46,29,0.302,19,0.737,14,10,200,114.1,26.3,10,15,81,,15.5,11,0.349,22,0.409,9,48.4,31,0.562,11.2,9,41,0.488,20,0.41200000000000003,7,"January 19, 2019",42.4,14,12.2,5,114.1,73.7,28,0.684,57,0.579,33,0.175,10,0.7,7,12,200,119.7,19.2,5,15,85,,9.9,7,0.456,26,0.462,12,51.6,33,0.688,19.6,15,31,0.677,21,0.294,5,"Reese Court, Cheney, Washington",MONTANA-STATE,Montana State,71.4,Home,EASTERN-WASHINGTON,Eastern Washington,Montana State,big-sky,16,False,False,False,Away,False,9,20,63,31,64,12,21,57,0,1,143,263,920,0.5190217391304348,509,1007,0.5054617676266137,159,298,960,0.5588541666666667,0.4375
17,2019-01-24-21-montana-state,36.7,11,7.3,3,107.7,78.6,33,0.655,55,0.545,30,0.491,27,0.778,21,6,200,119.2,38.5,10,21,93,,2.6,2,0.455,25,0.48,12,63.2,43,0.6859999999999999,22.1,19,30,0.6,18,0.684,13,"January 24, 2019",62.1,18,10.0,3,119.2,61.5,16,0.486,69,0.42,29,0.391,27,0.63,17,11,200,107.7,21.4,9,22,84,,11.5,9,0.406,28,0.321,9,36.8,25,0.513,6.9,6,41,0.488,20,0.389,7,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,77.8,Away,WEBER-STATE,Weber State,Montana State,big-sky,17,False,True,True,Home,False,9,20,69,25,68,12,18,55,0,1,152,283,983,0.5198372329603256,540,1071,0.5042016806722689,171,319,1017,0.5658800393313668,0.4117647058823529
18,2019-01-26-16-montana-state,38.7,12,6.7,3,142.5,71.0,22,0.652,56,0.5539999999999999,31,0.35700000000000004,20,0.55,11,11,200,115.1,32.3,10,18,84,,2.7,2,0.39299999999999996,22,0.5,11,51.6,32,0.6409999999999999,20.8,17,34,0.588,20,0.389,7,"January 26, 2019",48.8,20,2.9,1,115.1,67.7,21,0.662,71,0.5770000000000001,41,0.21100000000000002,15,0.667,10,11,200,142.5,29.0,9,17,104,,8.2,6,0.366,26,0.462,12,48.4,30,0.6659999999999999,6.1,5,45,0.644,29,0.42100000000000004,8,"Max Worthington Arena, Bozeman, Montana",IDAHO-STATE,Idaho State,73.3,Home,MONTANA-STATE,Montana State,Montana State,big-sky,18,True,False,True,Home,True,12,29,71,30,62,11,20,56,1,0,161,303,1052,0.5175855513307985,565,1139,0.49604916593503073,183,337,1072,0.570429104477612,0.3888888888888889
19,2019-02-02-21-montana-state,56.0,14,5.0,2,109.9,72.7,24,0.58,50,0.5,25,0.64,32,0.7809999999999999,25,6,200,116.9,25.9,7,20,83,,8.5,6,0.42,21,0.381,8,51.7,31,0.637,14.7,11,29,0.586,17,0.7140000000000001,15,"February 2, 2019",58.6,17,3.4,1,116.9,74.1,20,0.532,62,0.46799999999999997,29,0.29,18,0.667,12,12,200,109.9,27.3,9,25,78,,4.2,3,0.355,22,0.364,8,48.3,29,0.5529999999999999,13.6,11,40,0.525,21,0.4,8,"Max Worthington Arena, Bozeman, Montana",MONTANA-STATE,Montana State,70.9,Away,MONTANA,Montana,Montana State,big-sky,19,False,True,True,Home,False,8,21,62,29,60,8,17,50,0,1,173,332,1123,0.5267141585040072,595,1201,0.4954204829308909,194,357,1128,0.574468085106383,0.42105263157894735
20,2019-02-04-21-northern-colorado,58.3,14,0.0,0,91.7,74.3,26,0.45799999999999996,60,0.4,24,0.33299999999999996,20,0.7,14,12,200,95.8,25.7,9,21,69,,11.1,8,0.38299999999999995,23,0.304,7,50.0,35,0.496,12.7,10,37,0.45899999999999996,17,0.429,9,"February 4, 2019",58.3,14,2.7,1,95.8,74.3,26,0.465,57,0.42100000000000004,24,0.40399999999999997,23,0.565,13,8,200,91.7,25.7,9,19,66,,4.2,3,0.474,27,0.185,5,50.0,35,0.486,18.3,15,30,0.633,19,0.636,14,"Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,72.2,Away,MONTANA-STATE,Montana State,Montana State,big-sky,20,False,False,False,Away,True,7,17,60,35,70,5,19,57,1,0,181,353,1185,0.5270042194092827,624,1261,0.4948453608247423,202,374,1178,0.5747028862478778,0.4
21,2019-02-07-21-montana-state,40.7,11,5.0,2,97.4,80.0,24,0.469,65,0.415,27,0.12300000000000001,8,0.625,5,14,200,86.8,20.0,7,17,66,,10.5,8,0.385,25,0.28,7,47.7,31,0.48,18.0,15,40,0.5,20,0.364,8,"February 7, 2019",72.0,18,10.0,4,86.8,80.0,28,0.5,55,0.455,25,0.436,24,0.792,19,12,200,97.4,20.0,6,12,74,,14.5,11,0.273,15,0.33299999999999996,5,52.3,34,0.557,18.6,15,40,0.5,20,0.455,10,"Max Worthington Arena, Bozeman, Montana",EASTERN-WASHINGTON,Eastern Washington,76.1,Home,MONTANA-STATE,Montana State,Montana State,big-sky,21,True,False,True,Home,True,5,20,55,34,65,7,20,65,1,0,188,370,1245,0.5236947791164659,659,1331,0.49511645379413977,207,393,1235,0.5696356275303643,0.42857142857142855
22,2019-02-09-16-montana-state,67.9,19,0.0,0,126.5,75.0,18,0.627,55,0.509,28,0.091,5,0.6,3,19,200,105.9,20.8,5,24,72,,7.4,5,0.473,26,0.5,13,47.9,23,0.627,20.8,15,29,0.517,15,0.174,4,"February 9, 2019",63.0,17,0.0,0,105.9,79.2,19,0.61,50,0.54,27,0.56,28,0.893,25,12,200,126.5,25.0,6,11,86,,10.3,7,0.44,22,0.318,7,52.1,25,0.679,16.1,12,28,0.7140000000000001,20,0.478,11,"Max Worthington Arena, Bozeman, Montana",IDAHO,Idaho,68.3,Home,MONTANA-STATE,Montana State,Montana State,big-sky,22,True,False,True,Home,True,7,20,50,25,48,13,15,55,1,0,193,390,1300,0.5226923076923077,693,1396,0.49641833810888253,214,413,1300,0.5646153846153846,0.45454545454545453
23,2019-02-14-21-idaho-state,55.2,16,0.0,0,105.6,78.6,22,0.563,63,0.46,29,0.302,19,0.684,13,12,200,116.7,15.6,5,16,84,,5.6,4,0.47600000000000003,30,0.433,13,45.0,27,0.583,8.9,7,33,0.485,16,0.5,12,"February 14, 2019",32.1,9,9.1,3,116.7,84.4,27,0.583,54,0.519,28,0.33299999999999996,18,0.722,13,14,200,105.6,21.4,6,17,76,,4.2,3,0.37,20,0.35,7,55.0,33,0.608,17.4,13,34,0.618,21,0.391,9,"Reed Gym, Pocatello, Idaho",IDAHO-STATE,Idaho State,71.8,Away,MONTANA-STATE,Montana State,Montana State,big-sky,23,False,False,False,Away,True,13,16,63,27,60,7,21,54,1,0,200,410,1350,0.5259259259259259,718,1444,0.49722991689750695,227,428,1355,0.5671586715867158,0.4782608695652174
24,2019-02-16-21-weber-state,50.0,14,5.4,2,123.7,93.3,28,0.515,65,0.431,28,0.27699999999999997,18,0.833,15,13,200,107.9,18.4,7,16,82,,3.9,3,0.415,27,0.40700000000000003,11,51.5,35,0.557,11.0,9,38,0.447,17,0.48,12,"February 16, 2019",44.1,15,2.6,1,107.9,81.6,31,0.643,63,0.54,34,0.254,16,0.813,13,10,200,123.7,6.7,2,17,94,,5.3,4,0.413,26,0.5,13,48.5,33,0.6659999999999999,9.1,7,37,0.568,21,0.615,16,"Dee Events Center, Ogden, Utah",MONTANA-STATE,Montana State,75.6,Home,WEBER-STATE,Weber State,Montana State,big-sky,24,False,False,False,Away,False,11,17,65,35,68,13,21,63,0,1,213,426,1413,0.5276008492569002,745,1504,0.4953457446808511,234,449,1409,0.5677785663591199,0.5
25,2019-02-23-21-montana,60.7,17,3.2,1,130.9,59.1,13,0.644,52,0.5379999999999999,28,0.34600000000000003,18,0.889,16,14,200,122.1,27.3,6,14,83,,5.9,4,0.462,24,0.45799999999999996,11,43.2,19,0.685,17.8,13,28,0.607,17,0.462,12,"February 23, 2019",67.6,23,10.7,3,122.1,72.7,16,0.68,61,0.557,34,0.131,8,0.75,6,6,200,130.9,40.9,9,18,89,,10.3,7,0.49200000000000005,30,0.5,15,56.8,25,0.687,16.8,13,31,0.613,19,0.769,20,"Adams Center/Dahlberg Arena, Missoula, Montana",MONTANA-STATE,Montana State,68.2,Home,MONTANA,Montana,Montana State,big-sky,25,False,False,False,Away,False,11,17,52,19,44,15,19,61,0,1,224,443,1478,0.527063599458728,780,1572,0.4961832061068702,247,470,1472,0.5709918478260869,0.48
26,2019-03-02-16-montana-state,48.1,13,3.4,1,106.3,73.5,25,0.5,65,0.415,27,0.138,9,0.889,8,19,200,92.4,22.2,8,17,73,,8.9,7,0.446,29,0.379,11,47.1,33,0.527,21.6,19,36,0.444,16,0.321,9,"March 2, 2019",63.3,19,8.3,3,92.4,77.8,28,0.57,64,0.469,30,0.23399999999999999,15,0.733,11,14,200,106.3,26.5,9,15,84,,12.7,10,0.547,35,0.371,13,52.9,37,0.591,18.5,16,29,0.586,17,0.48100000000000004,13,"Max Worthington Arena, Bozeman, Montana",NORTHERN-ARIZONA,Northern Arizona,79.2,Home,MONTANA-STATE,Montana State,Montana State,big-sky,26,True,False,True,Home,True,13,17,64,37,70,11,16,65,1,0,235,460,1530,0.5310457516339869,799,1616,0.4944306930693069,262,489,1533,0.5753424657534246,0.46153846153846156
