,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SOUTH-ALABAMA_homegame,SOUTH-ALABAMA_homegame2,SOUTH-ALABAMA_home,SOUTH-ALABAMA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-20-south-alabama,54.2,13,3.8,1,108.2,72.0,18,0.547,53,0.45299999999999996,24,0.321,17,0.529,9,10,200,91.8,16.1,5,17,67,,9.6,7,0.34,18,0.556,10,41.1,23,0.5489999999999999,22.9,18,35,0.4,14,0.0,0,"December 19, 2018",83.3,25,14.3,5,91.8,83.9,26,0.679,53,0.5660000000000001,30,0.34,18,0.389,7,5,200,108.2,28.0,7,15,79,,13.7,10,0.509,27,0.444,12,58.9,33,0.642,21.8,17,26,0.6920000000000001,18,0.545,6,"Mitchell Center, Mobile, Alabama",ALABAMA-AM,Alabama A&M,72.8,Home,SOUTH-ALABAMA,South Alabama,South Alabama,sun-belt,10,True,False,True,Home,True,12,18,53,33,56,10,14,53,1,0,89,147,555,0.5054054054054054,307,635,0.48346456692913387,55,192,565,0.48584070796460177,0.5
11,2018-12-20-20-south-alabama,25.0,4,0.0,0,122.9,83.3,25,0.317,52,0.308,16,0.423,22,0.636,14,0,200,67.1,26.3,10,14,47,,5.7,4,0.231,12,0.083,1,51.5,35,0.376,20.6,16,40,0.375,15,0.0,0,"December 20, 2018",55.9,19,17.5,7,67.1,73.7,28,0.602,64,0.531,34,0.203,13,0.6920000000000001,9,5,200,122.9,16.7,5,20,86,,14.3,10,0.359,23,0.391,9,48.5,33,0.613,7.9,6,41,0.61,25,0.583,7,"Mitchell Center, Mobile, Alabama","Mobile
			","Mobile
			",69.8,Home,SOUTH-ALABAMA,South Alabama,South Alabama,sun-belt,11,True,False,True,Home,True,9,25,64,33,68,1,15,52,1,0,101,165,608,0.5205592105263158,340,691,0.492040520984081,65,206,618,0.4911003236245955,0.5454545454545454
12,2018-12-29-16-south-alabama,66.7,20,10.3,4,118.8,72.4,21,0.623,57,0.526,30,0.40399999999999997,23,0.87,20,7,200,131.9,38.5,10,17,91,,7.2,5,0.439,25,0.44,11,56.4,31,0.67,13.0,10,32,0.594,19,0.462,6,"December 29, 2018",45.5,15,6.3,2,131.9,61.5,16,0.625,60,0.55,33,0.233,14,0.5,7,6,200,118.8,27.6,8,18,82,,5.8,4,0.35,21,0.429,9,43.6,24,0.615,14.3,11,39,0.615,24,0.5379999999999999,7,"Mitchell Center, Mobile, Alabama",SOUTH-ALABAMA,South Alabama,68.8,Away,RICHMOND,Richmond,South Alabama,sun-belt,12,False,True,True,Home,False,9,24,60,24,55,11,19,57,0,1,110,190,672,0.5282738095238095,373,759,0.4914361001317523,66,221,670,0.47761194029850745,0.5833333333333334
13,2019-01-03-20-south-alabama,59.3,16,15.6,5,105.3,72.0,18,0.545,55,0.491,27,0.29100000000000004,16,0.813,13,9,200,97.3,13.8,4,23,73,,8.0,6,0.382,21,0.28600000000000003,6,40.7,22,0.583,19.5,15,34,0.618,21,0.35700000000000004,5,"January 3, 2019",75.0,21,5.9,2,97.3,86.2,25,0.602,54,0.519,28,0.46299999999999997,25,0.56,14,6,200,105.3,28.0,7,18,79,,9.3,7,0.40700000000000003,22,0.409,9,59.3,32,0.6,21.7,18,32,0.594,19,0.5710000000000001,8,"Mitchell Center, Mobile, Alabama",APPALACHIAN-STATE,Appalachian State,75.2,Home,SOUTH-ALABAMA,South Alabama,South Alabama,sun-belt,13,True,False,True,Home,True,9,19,54,32,54,6,21,55,1,0,119,214,732,0.5362021857923497,397,814,0.4877149877149877,77,240,727,0.4889958734525447,0.5384615384615384
14,2019-01-05-16-south-alabama,35.5,11,9.1,3,97.7,82.5,33,0.45899999999999996,74,0.419,31,0.243,18,0.5,9,7,250,89.5,34.1,15,25,77,,5.8,5,0.203,15,0.4,6,57.1,48,0.466,19.6,20,59,0.424,25,0.5,7,"January 5, 2019",53.6,15,13.6,8,89.5,65.9,29,0.508,65,0.431,28,0.446,29,0.621,18,6,250,97.7,17.5,7,19,84,,10.5,9,0.49200000000000005,32,0.313,10,42.9,36,0.5329999999999999,14.3,13,33,0.545,18,0.6,9,"Mitchell Center, Mobile, Alabama",COASTAL-CAROLINA,Coastal Carolina,68.9,Home,SOUTH-ALABAMA,South Alabama,South Alabama,sun-belt,14,True,False,True,Home,True,10,18,65,36,84,6,25,74,1,0,128,233,786,0.5407124681933843,429,868,0.4942396313364055,83,261,782,0.4929667519181586,0.5714285714285714
15,2019-01-10-20-arkansas-state,40.0,10,11.1,4,97.1,62.1,18,0.45299999999999996,64,0.391,25,0.203,13,0.5379999999999999,7,7,200,95.6,25.6,10,22,65,,16.2,11,0.406,26,0.308,8,41.2,28,0.46299999999999997,12.5,10,38,0.447,17,0.562,9,"January 10, 2019",40.9,9,7.9,3,95.6,74.4,29,0.469,49,0.449,22,0.531,26,0.769,20,8,200,97.1,37.9,11,17,66,,8.8,6,0.265,13,0.154,2,58.8,40,0.5379999999999999,20.9,16,36,0.556,20,0.5,8,"Convocation Center, Jonesboro, Arkansas",SOUTH-ALABAMA,South Alabama,68.3,Home,ARKANSAS-STATE,Arkansas State,South Alabama,sun-belt,15,False,False,False,Away,False,8,17,64,28,68,2,20,49,0,1,138,251,851,0.5381903642773208,465,952,0.4884453781512605,89,286,856,0.49007009345794394,0.6
16,2019-01-12-16-arkansas-little-rock,63.6,14,2.9,1,124.7,65.0,13,0.46399999999999997,55,0.4,22,0.29100000000000004,16,0.688,11,8,200,84.9,32.3,10,30,62,,4.1,3,0.436,24,0.292,7,45.1,23,0.495,23.4,19,31,0.484,15,0.529,9,"January 12, 2019",70.0,21,3.2,1,84.9,67.7,21,0.684,49,0.612,30,0.6729999999999999,33,0.727,24,10,200,124.7,35.0,7,21,91,,6.8,5,0.306,15,0.467,7,54.9,28,0.7040000000000001,21.1,17,34,0.6759999999999999,23,0.41200000000000003,7,"Jack Stephens Center, Little Rock, Arkansas",SOUTH-ALABAMA,South Alabama,73.1,Home,ARKANSAS-LITTLE-ROCK,Little Rock,South Alabama,sun-belt,16,False,False,False,Away,False,7,15,55,23,51,7,23,49,0,1,146,268,915,0.5322404371584699,493,1020,0.48333333333333334,91,306,905,0.4889502762430939,0.5625
17,2019-01-17-20-south-alabama,39.1,9,22.2,6,89.2,86.8,33,0.45799999999999996,59,0.39,23,0.45799999999999996,27,0.556,15,4,200,93.2,25.6,10,23,69,,2.7,2,0.33899999999999997,20,0.4,8,55.8,43,0.48,15.5,13,39,0.385,15,0.778,14,"January 17, 2019",75.0,18,12.8,5,93.2,74.4,29,0.49200000000000005,59,0.40700000000000003,24,0.322,19,0.42100000000000004,8,9,200,89.2,13.2,5,19,66,,1.4,1,0.542,32,0.313,10,44.2,34,0.485,12.9,10,27,0.519,14,0.5,9,"Mitchell Center, Mobile, Alabama",SOUTH-ALABAMA,South Alabama,73.9,Away,GEORGIA-STATE,Georgia State,South Alabama,sun-belt,17,False,True,True,Home,False,10,14,59,34,77,8,15,59,0,1,153,283,970,0.5283505154639175,516,1071,0.48179271708683474,98,329,954,0.4989517819706499,0.5294117647058824
18,2019-01-19-16-south-alabama,34.4,11,13.7,7,104.9,71.4,25,0.514,69,0.46399999999999997,32,0.33299999999999996,23,0.7390000000000001,17,7,225,107.3,28.6,10,17,88,,7.3,6,0.24600000000000002,17,0.41200000000000003,7,50.0,35,0.551,15.9,15,52,0.48100000000000004,25,0.632,12,"January 19, 2019",22.2,8,7.7,4,107.3,71.4,25,0.5429999999999999,70,0.514,36,0.171,12,0.833,10,10,225,104.9,28.6,10,20,86,,7.3,6,0.271,19,0.21100000000000002,4,50.0,35,0.568,14.7,13,51,0.627,32,0.474,9,"Mitchell Center, Mobile, Alabama",SOUTH-ALABAMA,South Alabama,72.7,Away,GEORGIA-SOUTHERN,Georgia Southern,South Alabama,sun-belt,18,False,True,True,Home,False,4,32,70,35,70,7,25,69,0,1,163,297,1029,0.5262390670553936,550,1148,0.47909407665505227,106,344,1013,0.49654491609081935,0.5
19,2019-01-24-20-louisiana-lafayette,26.7,8,3.2,1,120.5,78.1,25,0.55,60,0.5,30,0.4,24,0.75,18,11,200,115.1,32.3,10,21,84,,8.2,6,0.35,21,0.28600000000000003,6,55.6,35,0.588,13.5,11,39,0.615,24,0.45,9,"January 24, 2019",64.3,18,7.7,3,115.1,67.7,21,0.586,58,0.483,28,0.483,28,0.7140000000000001,20,7,200,120.5,21.9,7,19,88,,9.6,7,0.466,27,0.444,12,44.4,28,0.617,11.3,9,31,0.516,16,0.632,12,"Cajundome, Lafayette, Louisiana",SOUTH-ALABAMA,South Alabama,72.9,Home,LOUISIANA-LAFAYETTE,Louisiana,South Alabama,sun-belt,19,False,False,False,Away,False,6,24,60,35,63,12,16,58,0,1,167,329,1099,0.5272975432211101,585,1218,0.4802955665024631,113,369,1082,0.49768946395563773,0.47368421052631576
20,2019-01-26-15-louisiana-monroe,31.0,9,8.7,2,109.1,74.2,23,0.564,55,0.527,29,0.364,20,0.8,16,11,200,118.2,33.3,8,19,78,,9.1,6,0.273,15,0.267,4,56.4,31,0.605,9.9,7,40,0.625,25,0.47600000000000003,10,"January 26, 2019",60.9,14,5.0,2,118.2,66.7,16,0.509,56,0.41100000000000003,23,0.35700000000000004,20,0.75,15,8,200,109.1,25.8,8,17,72,,7.6,5,0.589,33,0.33299999999999996,11,43.6,24,0.55,13.4,10,23,0.522,12,0.579,11,"Fant-Ewing Coliseum, Monroe, Louisiana",LOUISIANA-MONROE,Louisiana-Monroe,65.5,Away,SOUTH-ALABAMA,South Alabama,South Alabama,sun-belt,20,False,False,False,Away,True,4,25,55,31,55,11,12,56,1,0,173,353,1159,0.5284728213977566,620,1281,0.4839968774395004,125,385,1140,0.5021929824561403,0.45
21,2019-02-02-18-south-alabama,43.3,13,13.2,5,120.9,78.1,25,0.66,53,0.5660000000000001,30,0.20800000000000002,11,0.455,5,11,200,111.9,13.6,3,18,75,,1.5,1,0.358,19,0.526,10,51.9,28,0.644,18.4,13,34,0.588,20,0.47600000000000003,10,"February 2, 2019",59.3,16,11.8,4,111.9,86.4,19,0.6,55,0.491,27,0.382,21,0.7140000000000001,15,11,200,120.9,21.9,7,12,81,,10.4,7,0.309,17,0.706,12,48.1,26,0.623,11.1,8,38,0.395,15,0.5,11,"Mitchell Center, Mobile, Alabama",TROY,Troy,67.1,Home,SOUTH-ALABAMA,South Alabama,South Alabama,sun-belt,21,True,False,True,Home,True,12,15,55,26,54,10,20,53,1,0,177,378,1214,0.5300658978583196,651,1336,0.48727544910179643,136,397,1196,0.5025083612040134,0.47619047619047616
22,2019-02-07-20-south-alabama,68.4,13,15.6,5,112.9,73.1,19,0.45399999999999996,54,0.35200000000000004,19,0.29600000000000004,16,0.813,13,13,200,100.0,30.3,10,22,62,,4.8,3,0.444,24,0.45799999999999996,11,49.2,29,0.503,14.1,10,30,0.267,8,0.435,10,"February 7, 2019",34.8,8,20.0,6,100.0,69.7,23,0.5529999999999999,47,0.489,23,0.511,24,0.75,18,11,200,112.9,26.9,7,17,70,,4.8,3,0.319,15,0.4,6,50.8,30,0.599,16.0,11,32,0.531,17,0.522,12,"Mitchell Center, Mobile, Alabama",ARKANSAS-STATE,Arkansas State,62.0,Home,SOUTH-ALABAMA,South Alabama,South Alabama,sun-belt,22,True,False,True,Home,True,6,17,47,30,59,11,8,54,1,0,189,393,1269,0.533096926713948,677,1390,0.4870503597122302,146,417,1249,0.5092073658927142,0.5
23,2019-02-09-16-south-alabama,47.6,10,6.1,2,93.2,82.4,28,0.46,50,0.42,21,0.72,36,0.75,27,15,200,100.0,22.6,7,20,73,,2.7,2,0.48,24,0.16699999999999998,4,53.8,35,0.544,16.5,13,26,0.654,17,0.375,9,"February 9, 2019",52.4,11,3.8,1,100.0,77.4,24,0.44299999999999995,53,0.396,21,0.547,29,0.7240000000000001,21,12,200,93.2,17.6,6,26,68,,2.7,2,0.377,20,0.25,5,46.2,30,0.509,16.5,13,33,0.485,16,0.5,12,"Mitchell Center, Mobile, Alabama",SOUTH-ALABAMA,South Alabama,73.4,Away,ARKANSAS-LITTLE-ROCK,Little Rock,South Alabama,sun-belt,23,False,True,True,Home,False,5,16,53,30,65,4,17,50,0,1,195,410,1316,0.5338145896656535,707,1449,0.48792270531400966,157,425,1303,0.5069071373752878,0.5217391304347826
24,2019-02-13-19-georgia-southern,50.0,12,8.1,3,108.7,82.6,19,0.529,52,0.462,24,0.25,13,0.769,10,13,200,94.2,11.1,3,20,65,,10.1,7,0.442,23,0.304,7,44.0,22,0.5589999999999999,18.4,13,29,0.586,17,0.48,12,"February 13, 2019",51.7,15,13.8,4,94.2,88.9,24,0.625,52,0.5579999999999999,29,0.26899999999999996,14,0.7140000000000001,10,10,200,108.7,17.4,4,13,75,,8.7,6,0.28800000000000003,15,0.467,7,56.0,28,0.639,21.6,16,37,0.595,22,0.6,15,"Hanner Fieldhouse, Statesboro, Georgia",SOUTH-ALABAMA,South Alabama,69.4,Home,GEORGIA-SOUTHERN,Georgia Southern,South Alabama,sun-belt,24,False,False,False,Away,False,7,17,52,22,50,7,22,52,0,1,200,426,1369,0.5303140978816655,737,1514,0.4867899603698811,161,442,1353,0.5051736881005173,0.5
25,2019-02-15-19-georgia-state,87.5,21,16.1,5,115.4,76.5,26,0.564,55,0.436,24,0.455,25,0.76,19,14,200,103.8,16.1,5,20,81,,6.4,5,0.5820000000000001,32,0.43799999999999994,14,47.7,31,0.606,21.4,18,23,0.435,10,0.462,12,"February 15, 2019",79.3,23,21.7,5,103.8,83.9,26,0.5920000000000001,60,0.483,29,0.467,28,0.679,19,8,200,115.4,23.5,8,14,90,,12.8,10,0.483,29,0.44799999999999995,13,52.3,34,0.614,13.2,11,31,0.516,16,0.6920000000000001,18,"GSU Sports Arena, Atlanta, Georgia",SOUTH-ALABAMA,South Alabama,78.1,Home,GEORGIA-STATE,Georgia State,South Alabama,sun-belt,25,False,False,False,Away,False,14,10,55,31,65,13,16,60,0,1,207,443,1421,0.5302603800140746,759,1564,0.4852941176470588,168,464,1405,0.5096085409252669,0.48
26,2019-02-23-17-troy,41.7,10,9.4,3,82.5,74.3,26,0.53,50,0.48,24,0.4,20,0.75,15,14,200,107.9,28.0,7,16,68,,11.1,7,0.32,16,0.313,5,55.0,33,0.5710000000000001,13.3,9,34,0.5589999999999999,19,0.48100000000000004,13,"February 23, 2019",44.4,8,8.8,3,107.9,72.0,18,0.389,54,0.33299999999999996,18,0.24100000000000002,13,0.769,10,15,200,82.5,25.7,9,16,52,,11.1,7,0.40700000000000003,22,0.273,6,45.0,27,0.43200000000000005,19.0,14,32,0.375,12,0.423,11,"Trojan Arena, Troy, Alabama",TROY,Troy,63.3,Away,SOUTH-ALABAMA,South Alabama,South Alabama,sun-belt,26,False,False,False,Away,True,5,19,50,33,60,6,12,54,1,0,221,453,1476,0.5315040650406504,790,1629,0.4849600982197667,181,480,1465,0.5129692832764505,0.46153846153846156
