,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,JACKSON-STATE_homegame,JACKSON-STATE_homegame2,JACKSON-STATE_home,JACKSON-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-20-murray-state,30.0,6,11.4,4,100.0,75.0,24,0.349,63,0.317,20,0.33299999999999996,21,0.619,13,9,200,77.0,31.0,13,22,57,,6.8,5,0.317,20,0.2,4,50.0,37,0.391,17.2,15,43,0.37200000000000005,16,0.182,2,"December 15, 2018",73.9,17,18.6,8,77.0,69.0,29,0.48200000000000004,55,0.418,23,0.491,27,0.778,21,1,200,100.0,25.0,8,17,74,,10.8,8,0.364,20,0.35,7,50.0,37,0.546,16.3,13,35,0.457,16,0.875,7,"CFSB Center, Murray, Kentucky",JACKSON-STATE,Jackson State,73.9,Home,MURRAY-STATE,Murray State,Jackson State,swac,10,False,False,False,Away,False,4,16,63,37,74,7,16,55,0,1,48,191,587,0.44804088586030666,315,645,0.4883720930232558,76,159,550,0.49636363636363634,0.2
11,2018-12-22-13-central-michigan,43.3,13,13.8,4,112.5,82.8,24,0.46399999999999997,69,0.435,30,0.159,11,0.727,8,10,200,100.0,37.8,14,22,72,,5.6,4,0.217,15,0.267,4,57.6,38,0.485,14.0,12,54,0.48100000000000004,26,0.16699999999999998,2,"December 22, 2018",40.7,11,11.1,6,100.0,62.2,23,0.594,53,0.509,27,0.528,28,0.643,18,2,200,112.5,17.2,5,13,81,,9.7,7,0.45299999999999996,24,0.375,9,42.4,28,0.611,14.4,11,29,0.621,18,0.833,10,"McGuirk Arena, Mt. Pleasant, Michigan",JACKSON-STATE,Jackson State,72.3,Home,CENTRAL-MICHIGAN,Central Michigan,Jackson State,swac,11,False,False,False,Away,False,4,26,69,38,66,9,18,53,0,1,52,207,650,0.43846153846153846,352,719,0.48956884561891517,83,175,605,0.49504132231404957,0.18181818181818182
12,2018-12-29-19-jackson-state,33.3,6,0.0,0,87.1,73.2,30,0.39,50,0.36,18,0.54,27,0.667,18,0,200,81.4,12.1,4,17,57,,10.0,7,0.38,19,0.158,3,45.9,34,0.45399999999999996,17.4,13,31,0.484,15,0.0,0,"December 29, 2018",80.0,16,16.1,5,81.4,87.9,29,0.397,58,0.345,20,0.379,22,0.682,15,10,200,87.1,26.8,11,19,61,,10.0,7,0.32799999999999996,19,0.316,6,54.1,40,0.446,14.0,11,39,0.359,14,0.231,3,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi","Miles
			","Miles
			",70.1,Home,JACKSON-STATE,Jackson State,Jackson State,swac,12,True,False,True,Home,True,6,14,58,40,74,3,15,50,1,0,56,233,719,0.44089012517385257,390,785,0.4968152866242038,92,193,658,0.5030395136778115,0.16666666666666666
13,2019-01-05-19-alabama-am,4.5,1,10.9,6,73.9,71.4,30,0.387,62,0.355,22,0.242,15,0.4,6,10,225,78.3,37.0,17,16,54,,4.3,3,0.306,19,0.21100000000000002,4,53.4,47,0.391,11.6,9,43,0.419,18,0.28600000000000003,4,"January 5, 2019",28.6,6,4.7,2,78.3,63.0,29,0.31,71,0.29600000000000004,21,0.19699999999999998,14,0.5,7,14,225,73.9,28.6,12,18,51,,18.8,13,0.225,16,0.125,2,46.6,41,0.32799999999999996,12.5,11,55,0.345,19,0.067,1,"Elmore Health Science Building , Normal, Alabama",ALABAMA-AM,Alabama A&M,61.2,Away,JACKSON-STATE,Jackson State,Jackson State,swac,13,False,False,False,Away,True,4,18,62,47,88,2,19,71,1,0,62,247,777,0.4375804375804376,430,859,0.5005820721769499,95,208,708,0.4950564971751412,0.23076923076923078
14,2019-01-07-20-alabama-state,63.2,12,5.3,1,86.8,89.7,26,0.46,50,0.38,19,0.36,18,0.611,11,11,200,83.8,23.5,8,26,57,,5.9,4,0.44,22,0.364,8,54.0,34,0.48700000000000004,24.7,19,28,0.39299999999999996,11,0.267,4,"January 7, 2019",62.5,10,10.7,3,83.8,76.5,26,0.48700000000000004,39,0.41,16,0.846,33,0.636,21,9,200,86.8,10.3,3,18,59,,13.2,9,0.513,20,0.3,6,46.0,29,0.54,21.9,15,19,0.526,10,0.308,4,,JACKSON-STATE,Jackson State,68.1,Home,ALABAMA-STATE,Alabama State,Jackson State,swac,14,False,False,False,Away,False,8,11,50,34,63,6,10,39,0,1,66,265,839,0.433849821215733,477,947,0.5036958817317846,97,227,779,0.4781771501925546,0.2857142857142857
15,2019-01-12-18-jackson-state,55.0,11,6.3,2,93.7,67.7,21,0.452,52,0.385,20,0.17300000000000001,9,0.556,5,11,200,82.5,23.5,8,22,52,,14.3,9,0.40399999999999997,21,0.33299999999999996,7,44.6,29,0.462,15.2,10,31,0.419,13,0.267,4,"January 12, 2019",52.6,10,12.9,4,82.5,76.5,26,0.392,51,0.373,19,0.569,29,0.655,19,11,200,93.7,32.3,10,12,59,,4.8,3,0.373,19,0.105,2,55.4,36,0.455,16.9,13,32,0.531,17,0.312,5,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",ALCORN-STATE,Alcorn State,63.0,Home,JACKSON-STATE,Jackson State,Jackson State,swac,15,True,False,True,Home,True,2,17,51,36,65,7,13,52,1,0,74,276,889,0.43532058492688414,511,1010,0.505940594059406,103,237,818,0.4786063569682152,0.26666666666666666
16,2019-01-14-20-jackson-state,31.6,6,11.8,4,95.5,74.3,26,0.5529999999999999,38,0.5,19,0.579,22,0.727,16,16,200,86.6,15.8,3,26,58,,9.0,6,0.316,12,0.33299999999999996,4,53.7,29,0.599,31.6,22,26,0.5770000000000001,15,0.059000000000000004,1,"January 14, 2019",50.0,10,11.5,3,86.6,84.2,16,0.44,50,0.4,20,0.68,34,0.588,20,11,200,95.5,25.7,9,20,64,,13.4,9,0.32,16,0.25,4,46.3,25,0.484,13.3,10,34,0.47100000000000003,16,0.353,6,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",SOUTHERN,Southern,67.3,Home,JACKSON-STATE,Jackson State,Jackson State,swac,16,True,False,True,Home,True,4,16,50,25,54,4,15,38,1,0,76,293,940,0.4329787234042553,547,1075,0.5088372093023256,110,250,870,0.47701149425287354,0.3125
17,2019-01-19-18-prairie-view,42.1,8,15.2,5,85.9,76.5,26,0.389,54,0.35200000000000004,19,0.222,12,0.75,9,12,200,79.7,27.0,10,20,51,,4.7,3,0.259,14,0.28600000000000003,4,50.7,36,0.42700000000000005,19.1,14,40,0.375,15,0.33299999999999996,6,"January 19, 2019",52.6,10,5.0,2,79.7,73.0,27,0.40399999999999997,52,0.365,19,0.423,22,0.591,13,11,200,85.9,23.5,8,18,55,,12.5,8,0.365,19,0.21100000000000002,4,49.3,35,0.44,12.7,9,33,0.455,15,0.353,6,"William J. Nicks Building, Prairie View, Texas",JACKSON-STATE,Jackson State,63.6,Home,PRAIRIE-VIEW,Prairie View,Jackson State,swac,17,False,False,False,Away,False,4,15,54,36,71,4,15,52,0,1,80,309,990,0.43333333333333335,572,1129,0.5066430469441984,114,265,908,0.4801762114537445,0.35294117647058826
18,2019-01-21-19-texas-southern,45.8,11,9.7,3,110.3,69.2,18,0.518,55,0.436,24,0.2,11,0.727,8,13,200,95.6,15.6,5,19,65,,14.7,10,0.473,26,0.34600000000000003,9,39.7,23,0.54,17.8,13,29,0.517,15,0.316,6,"January 21, 2019",64.0,16,0.0,0,95.6,84.4,27,0.615,48,0.521,25,0.45799999999999996,22,0.727,16,10,200,110.3,30.8,8,11,75,,13.2,9,0.354,17,0.529,9,60.3,35,0.642,23.8,18,31,0.516,16,0.444,8,"Health & Physical Education Arena, Houston, Texas",JACKSON-STATE,Jackson State,68.3,Home,TEXAS-SOUTHERN,Texas Southern,Jackson State,swac,18,False,False,False,Away,False,9,15,55,23,58,9,16,48,0,1,84,324,1044,0.43103448275862066,608,1200,0.5066666666666667,118,280,960,0.47604166666666664,0.3333333333333333
19,2019-01-26-18-grambling,44.0,11,7.1,2,92.6,82.1,23,0.442,60,0.41700000000000004,25,0.317,19,0.632,12,13,200,95.6,48.6,17,16,65,,14.7,10,0.28300000000000003,17,0.17600000000000002,3,63.5,40,0.47100000000000003,19.0,16,43,0.512,22,0.35,7,"January 26, 2019",50.0,10,18.6,8,95.6,51.4,18,0.5479999999999999,42,0.47600000000000003,20,0.619,26,0.654,17,11,200,92.6,17.9,5,18,63,,10.3,7,0.33299999999999996,14,0.429,6,36.5,23,0.58,25.2,18,28,0.5,14,0.45,9,"Assembly Center, Grambling, Louisiana",GRAMBLING,Grambling,67.7,Away,JACKSON-STATE,Jackson State,Jackson State,swac,19,False,False,False,Away,True,3,22,60,40,63,6,14,42,1,0,93,339,1099,0.4353958143767061,631,1258,0.5015898251192369,127,296,1008,0.4826388888888889,0.3157894736842105
20,2019-02-02-17-jackson-state,50.0,10,17.1,6,100.0,67.6,23,0.418,55,0.364,20,0.309,17,0.647,11,19,200,93.4,25.7,9,20,57,,13.1,8,0.29100000000000004,16,0.375,6,46.4,32,0.452,10.1,7,39,0.359,14,0.136,3,"February 2, 2019",52.4,11,15.4,6,93.4,74.3,26,0.452,52,0.40399999999999997,21,0.442,23,0.609,14,13,200,100.0,32.4,11,17,61,,3.3,2,0.327,17,0.294,5,53.6,37,0.485,11.4,8,35,0.457,16,0.381,8,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,60.5,Home,JACKSON-STATE,Jackson State,Jackson State,swac,20,True,False,True,Home,True,5,16,52,37,69,6,14,55,1,0,96,361,1159,0.4357204486626402,671,1321,0.5079485238455715,133,310,1050,0.48523809523809525,0.35
21,2019-02-04-20-jackson-state,55.6,10,14.3,3,104.8,71.4,15,0.478,45,0.4,18,0.35600000000000004,16,0.563,9,15,200,83.9,30.8,8,23,52,,12.9,8,0.37799999999999995,17,0.41200000000000003,7,48.9,23,0.494,23.5,16,28,0.39299999999999996,11,0.318,7,"February 4, 2019",72.2,13,28.6,8,83.9,69.2,18,0.5489999999999999,41,0.439,18,0.6829999999999999,28,0.7140000000000001,20,13,200,104.8,28.6,6,17,65,,11.3,7,0.488,20,0.45,9,51.1,24,0.599,23.1,16,21,0.429,9,0.409,9,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,62.5,Home,JACKSON-STATE,Jackson State,Jackson State,swac,21,True,False,True,Home,True,9,9,41,24,47,7,11,45,1,0,101,377,1211,0.43641618497109824,708,1390,0.5093525179856115,139,324,1105,0.4819004524886878,0.38095238095238093
22,2019-02-09-18-alcorn-state,52.4,11,20.7,6,110.0,58.3,14,0.379,58,0.36200000000000004,21,0.22399999999999998,13,0.615,8,14,200,86.7,18.4,7,12,52,,10.0,6,0.276,16,0.125,2,33.9,21,0.405,7.3,5,42,0.452,19,0.391,9,"February 9, 2019",78.3,18,9.5,4,86.7,81.6,31,0.565,46,0.5,23,0.348,16,0.875,14,14,200,110.0,41.7,10,11,66,,5.0,3,0.37,17,0.353,6,66.1,41,0.616,22.0,15,29,0.586,17,0.364,8,"Davey L. Whitney Complex, Alcorn State, Mississippi",JACKSON-STATE,Jackson State,60.4,Home,ALCORN-STATE,Alcorn State,Jackson State,swac,22,False,False,False,Away,False,2,19,58,21,62,6,17,46,0,1,110,386,1252,0.44009584664536744,732,1437,0.5093945720250522,146,335,1150,0.4817391304347826,0.4090909090909091
23,2019-02-11-20-southern,35.0,7,9.5,2,108.6,81.8,18,0.426,54,0.37,20,0.556,30,0.7,21,15,200,95.7,45.5,15,27,67,,8.6,6,0.35200000000000004,19,0.316,6,60.0,33,0.491,22.0,19,35,0.4,14,0.375,9,"February 11, 2019",55.0,11,11.4,4,95.7,54.5,18,0.622,41,0.488,20,0.927,38,0.6579999999999999,25,20,200,108.6,18.2,4,26,76,,15.7,11,0.488,20,0.55,11,40.0,22,0.644,17.2,12,21,0.429,9,0.16699999999999998,4,"F. G. Clark Activity Center, Baton Rouge, Louisiana",JACKSON-STATE,Jackson State,69.7,Home,SOUTHERN,Southern,Jackson State,swac,23,False,False,False,Away,False,6,14,54,33,55,11,9,41,0,1,112,405,1310,0.43740458015267175,753,1499,0.5023348899266178,152,352,1196,0.48494983277591974,0.391304347826087
24,2019-02-16-18-jackson-state,51.9,14,5.4,2,91.7,73.9,17,0.516,63,0.429,27,0.381,24,0.583,14,12,200,109.7,29.3,12,22,79,,15.3,11,0.349,22,0.5,11,45.3,29,0.531,13.0,11,41,0.39,16,0.5,12,"February 16, 2019",59.1,13,19.5,8,109.7,70.7,29,0.511,46,0.478,22,0.63,29,0.655,19,16,200,91.7,26.1,6,22,66,,11.1,8,0.196,9,0.33299999999999996,3,54.7,35,0.552,21.4,16,37,0.514,19,0.36,9,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",JACKSON-STATE,Jackson State,71.6,Away,PRAIRIE-VIEW,Prairie View,Jackson State,swac,24,False,True,True,Home,False,3,19,46,35,64,11,16,63,0,1,118,419,1364,0.436950146627566,786,1554,0.5057915057915058,163,361,1237,0.4894907033144705,0.375
25,2019-02-18-20-jackson-state,52.2,12,9.3,4,86.7,75.6,31,0.53,50,0.46,23,0.72,36,0.667,24,11,200,102.7,41.9,13,19,77,,5.3,4,0.34,17,0.41200000000000003,7,61.1,44,0.574,22.4,19,33,0.485,16,0.56,14,"February 18, 2019",69.6,16,6.1,2,102.7,58.1,18,0.402,66,0.348,23,0.303,20,0.6,12,17,200,86.7,24.4,10,27,65,,13.3,10,0.348,23,0.304,7,38.9,28,0.43,13.8,12,43,0.37200000000000005,16,0.34600000000000003,9,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",JACKSON-STATE,Jackson State,75.3,Away,TEXAS-SOUTHERN,Texas Southern,Jackson State,swac,25,False,True,True,Home,False,7,16,66,28,72,7,16,50,0,1,121,438,1410,0.43936170212765957,821,1618,0.507416563658838,174,377,1300,0.4907692307692308,0.36
26,2019-02-23-18-jackson-state,57.9,11,5.9,2,109.2,71.0,22,0.45799999999999996,48,0.396,19,0.375,18,0.889,16,14,200,92.3,22.2,6,25,60,,10.8,7,0.33299999999999996,16,0.375,6,48.3,28,0.531,20.0,14,32,0.406,13,0.48100000000000004,13,"February 23, 2019",62.5,15,15.6,5,92.3,77.8,21,0.589,45,0.5329999999999999,24,0.778,35,0.514,18,17,200,109.2,29.0,9,19,71,,9.2,6,0.244,11,0.455,5,51.7,30,0.5760000000000001,16.6,12,34,0.5589999999999999,19,0.37,10,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",GRAMBLING,Grambling,64.6,Home,JACKSON-STATE,Jackson State,Jackson State,swac,26,True,False,True,Home,True,5,19,45,30,58,6,13,48,1,0,128,454,1476,0.43766937669376693,849,1690,0.5023668639053255,181,393,1350,0.4922222222222222,0.34615384615384615
