,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CALIFORNIA-DAVIS_homegame,CALIFORNIA-DAVIS_homegame2,CALIFORNIA-DAVIS_home,CALIFORNIA-DAVIS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-19-arizona,42.3,11,12.1,4,111.1,71.4,20,0.5489999999999999,51,0.51,26,0.392,20,0.6,12,8,200,107.9,20.0,5,24,68,,4.8,3,0.21600000000000003,11,0.364,4,47.2,25,0.562,11.8,8,40,0.55,22,0.273,3,"December 22, 2018",41.7,10,2.5,1,107.9,80.0,20,0.529,51,0.47100000000000003,24,0.49,25,0.64,16,4,200,111.1,28.6,8,21,70,,1.6,1,0.353,18,0.33299999999999996,6,52.8,28,0.557,11.4,8,33,0.545,18,0.6920000000000001,9,"McKale Center, Tucson, Arizona",CALIFORNIA-DAVIS,UC-Davis,63.2,Home,ARIZONA,Arizona,UC Davis,big-west,10,False,False,False,Away,False,4,22,51,25,53,6,18,51,0,1,73,144,546,0.4642857142857143,288,620,0.4645161290322581,67,173,539,0.5074211502782932,0.3
11,2018-12-28-22-loyola-marymount,55.0,11,2.9,1,122.2,76.2,16,0.469,49,0.408,20,0.327,16,0.813,13,9,200,93.7,17.2,5,19,59,,7.9,5,0.469,23,0.261,6,42.0,21,0.521,18.8,13,26,0.5379999999999999,14,0.25,3,"December 28, 2018",64.3,18,7.7,2,93.7,82.8,24,0.635,48,0.583,28,0.396,19,0.8420000000000001,16,2,200,122.2,23.8,5,19,77,,14.3,9,0.292,14,0.35700000000000004,5,58.0,29,0.675,15.1,10,34,0.6759999999999999,23,0.857,12,"Albert Gersten Pavilion, Los Angeles, California",CALIFORNIA-DAVIS,UC-Davis,63.3,Home,LOYOLA-MARYMOUNT,Loyola Marymount,UC Davis,big-west,11,False,False,False,Away,False,6,14,49,21,50,5,23,48,0,1,77,166,597,0.4715242881072027,313,673,0.4650817236255572,73,191,590,0.5093220338983051,0.2727272727272727
12,2018-12-30-21-southern-california,50.0,11,0.0,0,112.3,79.2,19,0.436,55,0.4,22,0.2,11,0.636,7,10,200,84.6,31.0,9,13,55,,9.2,6,0.309,17,0.235,4,52.8,28,0.457,19.0,14,38,0.474,18,0.231,3,"December 30, 2018",69.0,20,7.9,3,84.6,69.0,20,0.618,55,0.527,29,0.182,10,0.5,5,6,200,112.3,20.8,5,15,73,,13.8,9,0.418,23,0.435,10,47.2,25,0.611,14.4,10,32,0.594,19,0.5379999999999999,7,"Galen Center, Los Angeles, California",CALIFORNIA-DAVIS,UC-Davis,65.0,Home,SOUTHERN-CALIFORNIA,USC,UC Davis,big-west,12,False,False,False,Away,False,4,18,55,28,53,10,19,55,0,1,83,180,646,0.4713622291021672,334,723,0.46196403872752423,78,214,638,0.5188087774294671,0.25
13,2019-01-05-20-california-davis,66.7,12,2.3,1,126.8,90.5,19,0.40700000000000003,54,0.33299999999999996,18,0.40700000000000003,22,0.727,16,0,200,84.5,23.5,8,22,60,,5.6,4,0.48100000000000004,26,0.308,8,49.1,27,0.465,19.1,15,28,0.35700000000000004,10,0.0,0,"January 5, 2019",38.2,13,17.9,5,84.5,76.5,26,0.6729999999999999,52,0.654,34,0.5770000000000001,30,0.667,20,10,200,126.8,9.5,2,20,90,,11.3,8,0.17300000000000001,9,0.222,2,50.9,28,0.679,9.7,7,43,0.7440000000000001,32,0.28600000000000003,4,"The Pavilion, Davis, California","Holy Names
			","Holy Names
			",71.4,Home,CALIFORNIA-DAVIS,UC-Davis,UC Davis,big-west,13,True,False,True,Home,True,2,32,52,28,55,8,10,54,1,0,87,198,701,0.4686162624821683,362,776,0.46649484536082475,88,233,693,0.5266955266955267,0.23076923076923078
14,2019-01-10-22-california-irvine,40.0,10,5.9,2,91.0,77.8,28,0.451,61,0.41,25,0.41,25,0.56,14,11,225,88.5,16.7,6,28,69,,3.8,3,0.262,16,0.313,5,47.2,34,0.473,14.3,12,45,0.444,20,0.267,4,"January 10, 2019",52.2,12,11.1,5,88.5,83.3,30,0.431,58,0.397,23,0.586,34,0.618,21,4,225,91.0,22.2,8,26,71,,9.0,7,0.414,24,0.16699999999999998,4,52.8,38,0.479,13.1,11,34,0.5589999999999999,19,0.765,13,"Bren Events Center, Irvine, California",CALIFORNIA-DAVIS,UC-Davis,69.3,Home,CALIFORNIA-IRVINE,UC-Irvine,UC Davis,big-west,14,False,False,False,Away,False,5,20,61,34,72,4,19,58,0,1,89,230,753,0.48273572377158036,390,831,0.4693140794223827,96,243,747,0.5180722891566265,0.2857142857142857
15,2019-01-12-19-long-beach-state,46.4,13,0.0,0,113.9,69.6,16,0.578,58,0.483,28,0.24100000000000002,14,0.7140000000000001,10,12,200,106.9,34.5,10,33,77,,12.5,9,0.414,24,0.45799999999999996,11,50.0,26,0.596,21.9,18,34,0.5,17,0.25,4,"January 12, 2019",31.8,7,14.7,5,106.9,65.5,19,0.61,41,0.537,22,1.024,42,0.762,32,10,200,113.9,30.4,7,19,82,,11.1,8,0.366,15,0.4,6,50.0,26,0.6729999999999999,22.2,17,26,0.615,16,0.41200000000000003,7,"The Walter Pyramid, Long Beach, California",CALIFORNIA-DAVIS,UC-Davis,71.8,Home,LONG-BEACH-STATE,Long Beach State,UC Davis,big-west,15,False,False,False,Away,False,11,17,58,26,52,6,16,41,0,1,94,250,814,0.48034398034398035,424,903,0.4695459579180509,100,262,805,0.5118012422360249,0.26666666666666666
16,2019-01-17-22-california-davis,54.2,13,3.0,1,92.1,91.7,22,0.546,54,0.444,24,0.24100000000000002,13,0.769,10,3,200,109.5,37.9,11,14,69,,11.1,7,0.444,24,0.45799999999999996,11,62.3,33,0.573,19.0,14,30,0.433,13,0.8240000000000001,14,"January 17, 2019",34.8,8,6.7,2,109.5,62.1,18,0.521,48,0.479,23,0.25,12,0.667,8,13,200,92.1,8.3,2,16,58,,14.3,9,0.313,15,0.267,4,37.7,20,0.54,17.1,11,33,0.5760000000000001,19,0.235,4,"The Pavilion, Davis, California",CALIFORNIA-DAVIS,UC-Davis,62.9,Away,CALIFORNIA-SANTA-BARBARA,UCSB,UC Davis,big-west,16,False,True,True,Home,False,4,19,48,20,53,11,13,54,0,1,105,267,872,0.4868119266055046,450,955,0.4712041884816754,106,278,846,0.516548463356974,0.25
17,2019-01-19-20-california-davis,47.8,11,8.6,3,110.3,75.0,21,0.5,54,0.426,23,0.259,14,0.643,9,12,200,92.6,18.2,6,22,63,,2.9,2,0.46299999999999997,25,0.32,8,44.3,27,0.519,17.8,13,29,0.517,15,0.25,4,"January 19, 2019",61.5,16,6.9,2,92.6,81.8,27,0.557,53,0.491,26,0.45299999999999996,24,0.667,16,13,200,110.3,25.0,7,15,75,,11.8,8,0.34,18,0.389,7,55.7,34,0.5820000000000001,13.6,10,35,0.5429999999999999,19,0.278,5,"The Pavilion, Davis, California",CAL-POLY,Cal Poly,67.5,Home,CALIFORNIA-DAVIS,UC-Davis,UC Davis,big-west,17,True,False,True,Home,True,7,19,53,34,61,8,15,54,1,0,109,286,920,0.4885869565217391,470,1008,0.4662698412698413,117,291,900,0.5183333333333333,0.23529411764705882
18,2019-01-26-23-hawaii,70.0,14,3.3,1,112.7,73.1,19,0.47,50,0.4,20,0.32,16,0.813,13,14,200,84.5,15.6,5,20,60,,12.7,9,0.44,22,0.318,7,41.4,24,0.521,24.0,18,28,0.46399999999999997,13,0.263,5,"January 26, 2019",62.1,18,3.6,1,84.5,84.4,27,0.635,52,0.5579999999999999,29,0.423,22,0.636,14,7,200,112.7,26.9,7,18,80,,14.1,10,0.423,22,0.364,8,58.6,34,0.6409999999999999,19.6,15,30,0.7,21,0.632,12,"Stan Sheriff Center, Honolulu, Hawaii",CALIFORNIA-DAVIS,UC-Davis,70.5,Home,HAWAII,Hawaii,UC Davis,big-west,18,False,False,False,Away,False,7,13,50,24,58,8,21,52,0,1,116,305,973,0.49229188078108943,504,1069,0.4714686623012161,125,306,954,0.5172955974842768,0.2777777777777778
19,2019-02-02-21-california-riverside,65.4,17,6.3,2,109.2,59.3,16,0.622,49,0.531,26,0.469,23,1.0,23,14,200,129.2,33.3,7,16,84,,15.4,10,0.36700000000000005,18,0.5,9,47.9,23,0.701,15.7,11,31,0.5479999999999999,17,0.3,6,"February 2, 2019",48.0,12,6.5,2,129.2,66.7,14,0.58,50,0.5,25,0.42,21,0.619,13,16,200,109.2,40.7,11,21,71,,10.8,7,0.36,18,0.444,8,52.1,25,0.5920000000000001,22.3,17,32,0.531,17,0.33299999999999996,8,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,65.0,Away,CALIFORNIA-DAVIS,UC-Davis,UC Davis,big-west,19,False,False,False,Away,True,9,17,49,23,48,8,17,50,1,0,123,318,1023,0.4912023460410557,528,1127,0.46850044365572313,133,327,1006,0.5233598409542743,0.2631578947368421
20,2019-02-07-22-cal-poly,50.0,12,22.2,8,80.3,79.3,23,0.5760000000000001,46,0.522,24,0.304,14,0.7140000000000001,10,14,200,95.5,8.7,2,11,63,,3.0,2,0.326,15,0.33299999999999996,5,48.1,25,0.598,22.3,15,31,0.613,19,0.33299999999999996,7,"February 7, 2019",45.5,10,16.1,5,95.5,91.3,21,0.445,55,0.4,22,0.091,5,0.8,4,16,200,80.3,20.7,6,15,53,,12.1,8,0.345,19,0.263,5,51.9,27,0.462,19.7,14,36,0.47200000000000003,17,0.23800000000000002,5,"Robert A. Mott Gymnasium, San Luis Obispo, California",CAL-POLY,Cal Poly,65.5,Away,CALIFORNIA-DAVIS,UC-Davis,UC Davis,big-west,20,False,False,False,Away,True,5,19,46,25,52,5,17,55,1,0,132,335,1072,0.49720149253731344,551,1175,0.46893617021276596,141,344,1056,0.5260416666666666,0.3
21,2019-02-09-23-california-santa-barbara,40.9,9,2.8,1,93.4,62.5,20,0.49,51,0.431,22,0.235,12,0.917,11,14,200,100.0,14.3,4,17,61,,9.8,6,0.353,18,0.33299999999999996,6,40.0,24,0.5379999999999999,16.3,11,33,0.485,16,0.364,8,"February 9, 2019",55.0,11,12.1,4,100.0,85.7,24,0.42200000000000004,51,0.392,20,0.353,18,0.778,14,6,200,93.4,37.5,12,19,57,,9.8,6,0.294,15,0.2,3,60.0,36,0.479,15.7,11,36,0.47200000000000003,17,0.7390000000000001,17,"The Thunderdome, Santa Barbara, California",CALIFORNIA-SANTA-BARBARA,UCSB,61.1,Away,CALIFORNIA-DAVIS,UC-Davis,UC Davis,big-west,21,False,False,False,Away,True,6,16,51,24,60,3,17,51,1,0,137,354,1118,0.5004472271914132,576,1227,0.46943765281173594,146,361,1111,0.5220522052205221,0.3333333333333333
22,2019-02-13-22-california-davis,52.4,11,22.6,7,115.2,81.5,22,0.462,53,0.396,21,0.302,16,0.625,10,15,200,89.4,9.7,3,13,59,,9.1,6,0.34,18,0.389,7,43.1,25,0.48700000000000004,14.3,10,35,0.4,14,0.4,10,"February 13, 2019",74.1,20,8.6,3,89.4,90.3,28,0.589,56,0.48200000000000004,27,0.196,11,0.909,10,14,200,115.2,18.5,5,14,76,,12.1,8,0.446,25,0.48,12,56.9,33,0.621,12.9,9,31,0.484,15,0.391,9,"The Pavilion, Davis, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,66.4,Home,CALIFORNIA-DAVIS,UC-Davis,UC Davis,big-west,22,True,False,True,Home,True,12,15,56,33,58,7,14,53,1,0,143,370,1169,0.5,600,1287,0.4662004662004662,149,378,1162,0.5176419965576592,0.36363636363636365
23,2019-02-16-22-california-davis,44.4,12,3.2,1,110.0,73.5,25,0.58,50,0.54,27,0.52,26,0.5770000000000001,15,18,200,104.3,17.9,5,20,73,,5.7,4,0.28,14,0.28600000000000003,4,48.4,30,0.585,17.5,13,36,0.639,23,0.33299999999999996,9,"February 16, 2019",71.4,20,2.8,1,104.3,82.1,23,0.586,58,0.483,28,0.276,16,0.563,9,14,200,110.0,26.5,9,21,77,,4.3,3,0.466,27,0.444,12,51.6,32,0.5870000000000001,17.7,14,31,0.516,16,0.41700000000000004,10,"The Pavilion, Davis, California",LONG-BEACH-STATE,Long Beach State,70.5,Home,CALIFORNIA-DAVIS,UC-Davis,UC Davis,big-west,23,True,False,True,Home,True,12,16,58,32,62,4,23,50,1,0,155,385,1225,0.5040816326530613,633,1345,0.4706319702602231,156,392,1215,0.5152263374485597,0.391304347826087
24,2019-02-21-22-cal-state-fullerton,40.9,9,2.7,1,92.5,78.8,26,0.47200000000000003,53,0.415,22,0.302,16,0.5,8,15,200,86.6,14.3,5,17,58,,6.0,4,0.34,18,0.33299999999999996,6,45.6,31,0.479,14.3,10,35,0.457,16,0.4,10,"February 21, 2019",52.2,12,5.7,2,86.6,85.7,30,0.473,55,0.418,23,0.255,14,0.7140000000000001,10,13,200,92.5,21.2,7,14,62,,6.0,4,0.327,18,0.33299999999999996,6,54.4,37,0.503,17.5,13,37,0.45899999999999996,17,0.5,13,"Titan Gym, Fullerton, California",CALIFORNIA-DAVIS,UC-Davis,66.6,Home,CAL-STATE-FULLERTON,Cal State Fullerton,UC Davis,big-west,24,False,False,False,Away,False,6,16,53,31,68,6,17,55,0,1,167,401,1283,0.5077942322681216,665,1407,0.472636815920398,160,415,1265,0.5177865612648221,0.4166666666666667
25,2019-02-23-22-cal-state-northridge,52.2,12,5.3,2,102.5,71.0,22,0.451,61,0.377,23,0.39299999999999996,24,0.875,21,16,225,96.2,22.9,8,23,76,,7.6,6,0.39299999999999996,24,0.375,9,45.5,30,0.525,17.3,15,37,0.37799999999999995,14,0.385,10,"February 23, 2019",46.4,13,18.9,7,96.2,77.1,27,0.541,61,0.45899999999999996,28,0.426,26,0.5770000000000001,15,17,225,102.5,29.0,9,22,81,,6.3,5,0.377,23,0.435,10,54.5,36,0.552,17.2,15,38,0.474,18,0.39299999999999996,11,"The Matadome, Northridge, California",CALIFORNIA-DAVIS,UC-Davis,70.6,Home,CAL-STATE-NORTHRIDGE,Cal State Northridge,UC Davis,big-west,25,False,False,False,Away,False,9,14,61,30,66,10,18,61,0,1,173,417,1336,0.5063622754491018,696,1475,0.471864406779661,166,432,1320,0.5159090909090909,0.4
26,2019-02-28-23-california-davis,45.5,10,5.1,2,78.7,85.4,35,0.544,45,0.489,22,0.467,21,0.7140000000000001,15,5,200,104.9,36.4,8,19,64,,6.6,4,0.35600000000000004,16,0.313,5,68.3,43,0.5820000000000001,19.3,13,29,0.586,17,0.828,24,"February 28, 2019",37.5,6,3.4,1,104.9,63.6,14,0.33,53,0.302,16,0.396,21,0.619,13,17,200,78.7,14.6,6,16,48,,6.6,4,0.264,14,0.214,3,31.7,20,0.381,7.4,5,39,0.33299999999999996,13,0.37,10,"The Pavilion, Davis, California",CALIFORNIA-DAVIS,UC-Davis,61.0,Away,CALIFORNIA-IRVINE,UC-Irvine,UC Davis,big-west,26,False,True,True,Home,False,3,13,53,20,63,5,17,45,0,1,182,431,1397,0.5039370078740157,726,1541,0.47112264763140815,176,450,1381,0.5170166545981173,0.38461538461538464
