,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NAVY_homegame,NAVY_homegame2,NAVY_home,NAVY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
11,2019-01-03-19-navy,70.8,17,5.6,2,104.3,69.0,20,0.43799999999999994,65,0.369,24,0.185,12,0.75,9,6,200,95.7,36.1,13,16,66,,10.1,7,0.523,34,0.265,9,50.8,33,0.467,14.6,12,31,0.484,15,0.5710000000000001,8,"January 3, 2019",59.3,16,9.7,3,95.7,63.9,23,0.563,56,0.48200000000000004,27,0.179,10,0.9,9,8,200,104.3,31.0,9,17,72,,7.2,5,0.35700000000000004,20,0.45,9,49.2,32,0.593,20.9,16,36,0.5,18,0.33299999999999996,4,"Alumni Hall, Annapolis, Maryland",COLGATE,Colgate,68.7,Home,NAVY,Navy,Navy,patriot,11,True,False,True,Home,True,9,18,56,32,65,9,15,65,1,0,69,163,625,0.4264,365,739,0.4939106901217862,93,191,630,0.5246031746031746,0.2727272727272727
12,2019-01-06-13-navy,61.1,11,9.4,3,76.9,62.9,22,0.418,49,0.36700000000000005,18,0.184,9,0.778,7,5,200,73.8,9.4,3,15,48,,10.8,7,0.408,20,0.25,5,37.3,25,0.45,20.9,14,29,0.44799999999999995,13,0.667,10,"January 6, 2019",80.0,16,6.9,2,73.8,90.6,29,0.42,56,0.35700000000000004,20,0.161,9,0.33299999999999996,3,8,200,76.9,37.1,13,11,50,,9.2,6,0.429,24,0.292,7,62.7,42,0.415,23.1,18,32,0.406,13,0.385,5,"Alumni Hall, Annapolis, Maryland",HOLY-CROSS,Holy Cross,64.8,Home,NAVY,Navy,Navy,patriot,12,True,False,True,Home,True,7,13,56,42,67,5,13,49,1,0,78,181,681,0.43759177679882527,397,804,0.4937810945273632,102,206,695,0.516546762589928,0.3333333333333333
13,2019-01-09-19-american,53.8,14,8.8,3,106.0,77.3,17,0.45,60,0.433,26,0.233,14,0.643,9,9,200,94.0,39.4,13,16,63,,7.5,5,0.28300000000000003,17,0.11800000000000001,2,54.5,30,0.473,18.5,15,43,0.5579999999999999,24,0.35700000000000004,5,"January 9, 2019",61.5,16,18.6,8,94.0,60.6,20,0.539,51,0.51,26,0.373,19,0.8420000000000001,16,6,200,106.0,22.7,5,12,71,,11.9,8,0.33299999999999996,17,0.17600000000000002,3,45.5,25,0.591,15.6,11,34,0.6759999999999999,23,0.5710000000000001,8,"Bender Arena, Washington, District of Columbia",NAVY,Navy,67.3,Home,AMERICAN,American,Navy,patriot,13,False,False,False,Away,False,2,24,60,30,55,3,23,51,0,1,85,194,737,0.4362279511533243,439,871,0.5040183696900115,107,219,744,0.5100806451612904,0.38461538461538464
14,2019-01-12-14-navy,73.1,19,8.1,3,100.0,68.0,17,0.547,53,0.491,26,0.415,22,0.773,17,8,200,108.7,29.6,8,14,75,,11.6,8,0.45299999999999996,24,0.25,6,48.1,25,0.591,16.1,12,29,0.69,20,0.529,9,"January 12, 2019",59.3,16,3.4,1,108.7,70.4,19,0.545,56,0.48200000000000004,27,0.23199999999999998,13,0.615,8,10,200,100.0,32.0,8,23,69,,4.3,3,0.33899999999999997,19,0.368,7,51.9,27,0.555,20.6,16,37,0.541,20,0.33299999999999996,5,"Alumni Hall, Annapolis, Maryland",NAVY,Navy,68.8,Away,BOSTON-UNIVERSITY,Boston University,Navy,patriot,14,False,True,True,Home,False,7,20,56,27,52,6,20,53,0,1,87,218,797,0.4372647427854454,469,926,0.5064794816414687,110,242,795,0.5119496855345912,0.35714285714285715
15,2019-01-16-19-lafayette,40.7,11,3.0,1,106.9,83.9,26,0.573,55,0.491,27,0.509,28,0.7859999999999999,22,10,200,118.1,29.6,8,17,85,,6.9,5,0.345,19,0.474,9,58.6,34,0.622,15.1,12,36,0.5,18,0.375,6,"January 16, 2019",51.9,14,25.0,9,118.1,70.4,19,0.525,61,0.44299999999999995,27,0.24600000000000002,15,0.867,13,12,200,106.9,16.1,5,22,77,,9.7,7,0.45899999999999996,28,0.35700000000000004,10,41.4,24,0.565,11.7,9,33,0.515,17,0.25,4,"Kirby Sports Center, Easton, Pennsylvania",LAFAYETTE,Lafayette,72.2,Away,NAVY,Navy,Navy,patriot,15,False,False,False,Away,True,9,18,55,34,58,10,17,61,1,0,94,238,853,0.44431418522860494,496,978,0.5071574642126789,116,262,848,0.5141509433962265,0.3333333333333333
16,2019-01-19-14-army,38.5,10,14.8,4,105.9,88.9,24,0.418,67,0.38799999999999996,26,0.11900000000000001,8,0.625,5,11,200,89.7,38.5,15,14,61,,2.9,2,0.32799999999999996,22,0.182,4,59.1,39,0.431,13.5,11,45,0.489,22,0.353,6,"January 19, 2019",70.8,17,11.1,5,89.7,61.5,24,0.518,55,0.436,24,0.309,17,0.882,15,10,200,105.9,11.1,3,13,72,,4.4,3,0.509,28,0.321,9,40.9,27,0.5710000000000001,12.6,9,27,0.556,15,0.474,9,"Christl Arena, West Point, New York",NAVY,Navy,67.9,Home,ARMY,Army,Navy,patriot,16,False,False,False,Away,False,4,22,67,39,66,9,15,55,0,1,103,256,908,0.45209251101321585,530,1036,0.5115830115830116,126,279,909,0.5148514851485149,0.375
17,2019-01-23-19-navy,66.7,18,2.5,1,93.7,63.9,23,0.535,57,0.474,27,0.456,26,0.9229999999999999,24,6,200,107.6,19.2,5,16,85,,13.9,11,0.456,26,0.26899999999999996,7,45.2,28,0.613,18.0,15,31,0.645,20,0.667,12,"January 23, 2019",44.8,13,9.7,3,107.6,80.8,21,0.516,64,0.45299999999999996,29,0.21899999999999997,14,0.5710000000000001,8,12,200,93.7,36.1,13,21,74,,7.6,6,0.375,24,0.33299999999999996,8,54.8,34,0.524,22.2,20,40,0.525,21,0.33299999999999996,6,"Alumni Hall, Annapolis, Maryland",NAVY,Navy,78.5,Away,LEHIGH,Lehigh,Navy,patriot,17,False,True,True,Home,False,8,21,64,34,62,7,20,57,0,1,107,278,975,0.44974358974358974,569,1102,0.5163339382940109,135,294,964,0.5150414937759336,0.35294117647058826
18,2019-01-26-15-holy-cross,76.2,16,0.0,0,113.1,83.9,26,0.491,55,0.382,21,0.23600000000000002,13,0.769,10,13,200,104.9,38.5,10,13,64,,4.9,3,0.545,30,0.4,12,63.2,36,0.523,17.6,13,25,0.36,9,0.316,6,"January 26, 2019",79.2,19,16.0,4,104.9,61.5,16,0.5660000000000001,53,0.45299999999999996,24,0.226,12,0.75,9,9,200,113.1,16.1,5,15,69,,18.0,11,0.358,19,0.632,12,36.8,21,0.588,7.9,5,34,0.353,12,0.5710000000000001,12,"Hart Recreation Center, Worcester, Massachusetts",NAVY,Navy,61.4,Home,HOLY-CROSS,Holy Cross,Navy,patriot,18,False,False,False,Away,False,12,9,55,36,57,12,12,53,0,1,115,299,1039,0.4538017324350337,603,1164,0.5180412371134021,142,314,1021,0.5161606268364348,0.3333333333333333
19,2019-01-30-19-bucknell,50.0,10,4.2,1,94.5,77.8,28,0.341,63,0.317,20,0.381,24,0.583,14,14,200,78.1,33.3,13,21,57,,15.1,11,0.349,22,0.136,3,54.7,41,0.38299999999999995,13.0,11,41,0.415,17,0.3,6,"January 30, 2019",54.5,12,12.2,5,78.1,66.7,26,0.44799999999999995,58,0.379,22,0.414,24,0.708,17,8,200,94.5,22.2,8,19,69,,8.2,6,0.586,34,0.235,8,45.3,34,0.49700000000000005,15.9,13,24,0.583,14,0.619,13,"Sojka Pavilion, Lewisburg, Pennsylvania",NAVY,Navy,73.4,Home,BUCKNELL,Bucknell,Navy,patriot,19,False,False,False,Away,False,3,17,63,41,75,8,14,58,0,1,127,308,1094,0.4556672760511883,639,1221,0.5233415233415234,154,326,1074,0.5186219739292365,0.3157894736842105
20,2019-02-02-14-navy,64.3,18,9.1,3,93.4,63.3,19,0.5,63,0.444,28,0.159,10,0.5,5,15,200,89.5,17.1,6,20,68,,18.4,14,0.33299999999999996,21,0.33299999999999996,7,38.5,25,0.502,20.1,17,42,0.5,21,0.348,8,"February 2, 2019",61.5,16,2.4,1,89.5,82.9,29,0.545,56,0.46399999999999997,26,0.321,18,0.556,10,14,200,93.4,36.7,11,17,71,,13.2,10,0.41100000000000003,23,0.391,9,61.5,40,0.55,23.8,20,33,0.515,17,0.33299999999999996,7,"Alumni Hall, Annapolis, Maryland",LOYOLA-MD,Loyola (MD),76.2,Home,NAVY,Navy,Navy,patriot,20,True,False,True,Home,True,9,17,56,40,65,7,21,63,1,0,130,325,1157,0.449438202247191,680,1296,0.5246913580246914,162,340,1132,0.515017667844523,0.3
21,2019-02-06-19-navy,64.3,18,11.4,4,108.5,69.4,25,0.517,58,0.483,28,0.24100000000000002,14,0.5,7,10,200,94.4,22.6,7,17,67,,4.2,3,0.259,15,0.267,4,47.8,32,0.518,17.9,14,43,0.5579999999999999,24,0.545,12,"February 6, 2019",48.1,13,14.0,6,94.4,77.4,24,0.508,62,0.435,27,0.32299999999999995,20,0.7,14,14,200,108.5,30.6,11,14,77,,11.3,8,0.435,27,0.33299999999999996,9,52.2,35,0.5379999999999999,11.3,9,35,0.514,18,0.364,8,"Alumni Hall, Annapolis, Maryland",AMERICAN,American,70.6,Home,NAVY,Navy,Navy,patriot,21,True,False,True,Home,True,9,18,62,35,67,4,24,58,1,0,139,342,1213,0.45383347073371805,720,1361,0.5290227773695811,169,361,1195,0.5142259414225941,0.3333333333333333
22,2019-02-09-16-lehigh,47.1,8,15.6,5,110.7,75.9,22,0.32799999999999996,61,0.27899999999999997,17,0.311,19,0.895,17,15,200,76.0,16.7,7,20,57,,8.0,6,0.49200000000000005,30,0.2,6,40.8,29,0.40700000000000003,13.7,11,31,0.355,11,0.348,8,"February 9, 2019",55.6,15,9.7,3,76.0,83.3,35,0.569,58,0.466,27,0.44799999999999995,26,0.654,17,7,200,110.7,24.1,7,17,83,,5.3,4,0.44799999999999995,26,0.462,12,59.2,42,0.59,15.8,13,32,0.469,15,0.696,16,"Stabler Arena, Bethlehem, Pennsylvania",NAVY,Navy,75.2,Home,LEHIGH,Lehigh,Navy,patriot,22,False,False,False,Away,False,6,11,61,29,71,12,15,58,0,1,148,360,1275,0.45647058823529413,755,1428,0.5287114845938375,173,385,1253,0.514365522745411,0.36363636363636365
23,2019-02-13-19-navy,70.0,21,18.6,8,102.8,60.6,20,0.5920000000000001,60,0.5,30,0.3,18,0.5,9,16,200,111.1,26.5,9,17,80,,9.7,7,0.45,27,0.40700000000000003,11,43.3,29,0.584,13.9,11,33,0.5760000000000001,19,0.33299999999999996,8,"February 13, 2019",65.4,17,0.0,0,111.1,73.5,25,0.475,61,0.426,26,0.311,19,0.8420000000000001,16,16,200,102.8,39.4,13,15,74,,9.7,7,0.295,18,0.33299999999999996,6,56.7,38,0.528,19.7,17,43,0.465,20,0.33299999999999996,8,"Alumni Hall, Annapolis, Maryland",NAVY,Navy,72.3,Away,LAFAYETTE,Lafayette,Navy,patriot,23,False,True,True,Home,False,6,20,61,38,67,11,19,60,0,1,154,371,1336,0.4505988023952096,784,1499,0.5230153435623749,185,400,1311,0.5167810831426392,0.34782608695652173
24,2019-02-16-14-navy,51.9,14,9.7,3,108.2,85.7,24,0.431,72,0.375,27,0.139,10,0.6,6,15,200,93.2,15.6,7,19,68,,11.0,8,0.41700000000000004,30,0.267,8,42.5,31,0.44299999999999995,6.1,5,42,0.452,19,0.444,12,"February 16, 2019",74.1,20,9.5,4,93.2,84.4,38,0.653,49,0.551,27,0.51,25,0.6,15,16,200,108.2,14.3,4,14,79,,2.7,2,0.36700000000000005,18,0.556,10,57.5,42,0.649,18.9,14,31,0.5479999999999999,17,0.36,9,"Alumni Hall, Annapolis, Maryland",ARMY,Army,72.8,Home,NAVY,Navy,Navy,patriot,24,True,False,True,Home,True,10,17,49,42,73,8,19,72,1,0,160,391,1397,0.4516821760916249,822,1566,0.524904214559387,196,419,1371,0.5200583515681984,0.3333333333333333
25,2019-02-21-14-loyola-md,40.0,12,5.1,2,111.3,81.0,17,0.516,64,0.469,30,0.078,5,0.8,4,17,200,98.6,29.4,10,18,70,,9.9,7,0.32799999999999996,21,0.28600000000000003,6,49.1,27,0.527,17.5,14,43,0.5579999999999999,24,0.34600000000000003,9,"February 21, 2019",62.1,18,9.3,4,98.6,70.6,24,0.5820000000000001,55,0.527,29,0.327,18,0.833,15,18,200,111.3,19.0,4,11,79,,8.5,6,0.29100000000000004,16,0.375,6,50.9,28,0.622,16.0,12,39,0.59,23,0.35700000000000004,10,"Reitz Arena, Baltimore, Maryland",NAVY,Navy,71.0,Home,LOYOLA-MD,Loyola (MD),Navy,patriot,25,False,False,False,Away,False,6,24,64,27,55,6,23,55,0,1,170,408,1446,0.45850622406639,864,1639,0.5271507016473459,204,438,1443,0.5155925155925156,0.36
26,2019-02-23-14-colgate,28.6,8,0.0,0,125.7,85.2,23,0.436,70,0.4,28,0.214,15,0.667,10,18,200,95.9,25.6,10,12,71,,6.8,5,0.28600000000000003,20,0.25,5,50.0,33,0.46,12.6,11,50,0.46,23,0.33299999999999996,9,"February 23, 2019",62.2,23,18.0,9,95.9,74.4,29,0.722,63,0.5870000000000001,37,0.095,6,0.33299999999999996,2,10,200,125.7,14.8,4,16,93,,10.8,8,0.429,27,0.63,17,50.0,33,0.706,12.1,9,36,0.556,20,0.655,19,"Cotterell Court, Hamilton, New York",NAVY,Navy,74.5,Home,COLGATE,Colgate,Navy,patriot,26,False,False,False,Away,False,5,23,70,33,66,17,20,63,0,1,176,432,1510,0.4609271523178808,891,1694,0.525974025974026,210,461,1498,0.5180240320427236,0.34615384615384615
27,2019-02-27-19-navy,75.0,12,14.7,5,94.1,75.8,25,0.35200000000000004,54,0.29600000000000004,16,0.33299999999999996,18,0.833,15,11,200,77.9,14.7,5,23,53,,7.4,5,0.5,27,0.222,6,44.8,30,0.424,12.7,9,27,0.37,10,0.621,18,"February 27, 2019",65.0,13,7.4,2,77.9,85.3,29,0.444,54,0.37,20,0.444,24,0.667,16,18,200,94.1,24.2,8,21,64,,10.3,7,0.37,20,0.4,8,55.2,37,0.489,15.7,12,34,0.353,12,0.35700000000000004,10,"Alumni Hall, Annapolis, Maryland",BUCKNELL,Bucknell,68.0,Home,NAVY,Navy,Navy,patriot,27,True,False,True,Home,True,8,12,54,37,67,6,10,54,1,0,181,455,1580,0.4598101265822785,924,1760,0.525,227,481,1561,0.5262652146060218,0.3333333333333333
