,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,HAMPTON_homegame,HAMPTON_homegame2,HAMPTON_home,HAMPTON_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-18-hampton,70.0,14,12.5,5,93.5,90.9,30,0.371,58,0.345,20,0.431,25,0.68,17,0,200,77.9,30.8,12,28,60,,6.5,5,0.431,25,0.12,3,58.3,42,0.429,20.7,18,33,0.515,17,0.0,0,"December 15, 2018",54.5,12,3.0,1,77.9,69.2,27,0.44299999999999995,53,0.415,22,0.698,37,0.6759999999999999,25,7,200,93.5,9.1,3,22,72,,6.5,5,0.245,13,0.231,3,41.7,30,0.51,13.7,11,40,0.475,19,0.364,4,"Hampton Convocation Center, Hampton, Virginia","Saint Leo
			","Saint Leo
			",77.2,Home,HAMPTON,Hampton,Hampton,big-south,10,True,False,True,Home,True,3,19,53,30,72,3,17,58,1,0,82,191,678,0.4631268436578171,394,749,0.5260347129506008,61,197,638,0.45219435736677116,0.3
11,2018-12-22-17-howard,71.9,23,2.3,1,102.5,73.7,28,0.5710000000000001,63,0.508,32,0.33299999999999996,21,0.81,17,7,200,111.3,33.3,10,20,89,,8.8,7,0.365,23,0.348,8,55.9,38,0.61,18.1,16,40,0.6,24,0.41700000000000004,5,"December 22, 2018",45.2,14,10.0,4,111.3,66.7,20,0.493,70,0.44299999999999995,31,0.257,18,0.722,13,7,200,102.5,26.3,10,17,82,,10.0,8,0.371,26,0.26899999999999996,7,44.1,30,0.522,13.3,12,44,0.545,24,0.462,6,"St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",HOWARD,Howard,79.8,Away,HAMPTON,Hampton,Hampton,big-south,11,False,False,False,Away,True,8,24,63,38,68,7,24,70,1,0,85,210,731,0.46169630642954856,424,821,0.5164433617539586,64,214,696,0.4454022988505747,0.36363636363636365
12,2018-12-29-13-saint-peters,58.3,14,4.4,2,112.2,67.6,23,0.475,61,0.39299999999999996,24,0.44299999999999995,27,0.815,22,8,225,108.1,30.3,10,24,80,,4.1,3,0.426,26,0.385,10,49.3,33,0.542,13.1,11,35,0.4,14,0.385,5,"December 29, 2018",46.7,14,22.9,8,108.1,69.7,23,0.5489999999999999,61,0.49200000000000005,30,0.39299999999999996,24,0.667,16,9,225,112.2,32.4,11,22,83,,4.1,3,0.262,16,0.43799999999999994,7,50.7,34,0.573,13.3,11,45,0.511,23,0.25,3,"Yanitelli Center, Jersey City, New Jersey",HAMPTON,Hampton,65.4,Home,SAINT-PETERS,St. Peter's,Hampton,big-south,12,False,False,False,Away,False,10,14,61,33,67,7,23,61,0,1,93,234,794,0.4704030226700252,462,889,0.5196850393700787,71,238,766,0.4497389033942559,0.4166666666666667
13,2019-01-10-19-hampton,44.8,13,5.3,2,110.6,88.5,23,0.465,72,0.40299999999999997,29,0.278,20,0.75,15,9,200,96.5,31.6,12,19,82,,9.4,8,0.45799999999999996,33,0.273,9,54.7,35,0.503,18.2,18,39,0.513,20,0.4,6,"January 10, 2019",74.3,26,15.4,6,96.5,68.4,26,0.659,63,0.556,35,0.302,19,0.579,11,8,200,110.6,11.5,3,17,94,,14.1,12,0.397,25,0.52,13,45.3,29,0.653,16.4,14,38,0.579,22,0.429,6,"Hampton Convocation Center, Hampton, Virginia",CHARLESTON-SOUTHERN,Charleston Southern,85.3,Home,HAMPTON,Hampton,Hampton,big-south,13,True,False,True,Home,True,13,22,63,29,64,9,20,72,1,0,103,248,855,0.47076023391812866,495,956,0.5177824267782427,78,261,827,0.4570737605804111,0.38461538461538464
14,2019-01-12-16-hampton,70.0,14,0.0,0,115.3,89.3,25,0.41700000000000004,60,0.33299999999999996,20,0.217,13,0.846,11,15,200,84.7,24.3,9,15,61,,6.9,5,0.5329999999999999,32,0.313,10,52.3,34,0.461,18.6,15,28,0.35700000000000004,10,0.11800000000000001,2,"January 12, 2019",65.5,19,7.1,2,84.7,75.7,28,0.625,56,0.518,29,0.304,17,0.765,13,8,200,115.3,10.7,3,9,83,,15.3,11,0.39299999999999996,22,0.545,12,47.7,31,0.648,14.8,11,34,0.5,17,0.467,7,"Hampton Convocation Center, Hampton, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,72.1,Home,HAMPTON,Hampton,Hampton,big-south,14,True,False,True,Home,True,12,17,56,31,65,10,10,60,1,0,116,270,918,0.48366013071895425,524,1020,0.5137254901960784,87,281,899,0.45773081201334814,0.42857142857142855
15,2019-01-16-19-presbyterian,37.0,10,0.0,0,110.4,80.0,24,0.5,61,0.44299999999999995,27,0.213,13,0.6920000000000001,9,9,200,90.9,6.3,2,18,70,,6.5,5,0.361,22,0.318,7,41.9,26,0.521,16.3,13,39,0.513,20,0.43799999999999994,7,"January 16, 2019",41.4,12,5.1,2,90.9,93.8,30,0.5670000000000001,60,0.483,29,0.38299999999999995,23,0.7390000000000001,17,9,200,110.4,20.0,6,15,85,,7.8,6,0.45,27,0.37,10,58.1,36,0.599,13.6,11,33,0.5760000000000001,19,0.526,10,"Ross E.Templeton Center, Clinton, South Carolina",HAMPTON,Hampton,77.1,Home,PRESBYTERIAN,Presbyterian,Hampton,big-south,15,False,False,False,Away,False,7,20,61,26,62,10,19,60,0,1,128,287,974,0.4917864476386037,555,1085,0.511520737327189,97,291,959,0.4551616266944734,0.4666666666666667
16,2019-01-19-19-gardner-webb,52.2,12,7.7,3,106.1,82.9,34,0.36200000000000004,69,0.33299999999999996,23,0.493,34,0.706,24,10,224,90.2,26.1,12,23,74,,7.3,6,0.33299999999999996,23,0.174,4,52.9,46,0.435,10.6,10,46,0.413,19,0.41200000000000003,7,"January 19, 2019",66.7,18,8.7,4,90.2,73.9,34,0.525,61,0.44299999999999995,27,0.574,35,0.657,23,7,224,106.1,17.1,7,25,87,,8.5,7,0.361,22,0.455,10,47.1,41,0.56,11.6,10,39,0.436,17,0.632,12,"Paul Porter Arena, Boiling Springs, North Carolina",HAMPTON,Hampton,73.1,Home,GARDNER-WEBB,Gardner-Webb,Hampton,big-south,16,False,False,False,Away,False,4,19,69,46,87,10,17,61,0,1,135,307,1035,0.49227053140096616,581,1147,0.5065387968613775,107,310,1019,0.46172718351324826,0.4375
17,2019-01-24-19-hampton,60.7,17,1.9,1,108.6,66.7,26,0.5,62,0.452,28,0.226,14,0.5710000000000001,8,17,200,86.4,21.9,7,18,70,,2.5,2,0.387,24,0.25,6,46.5,33,0.51,20.9,18,38,0.579,22,0.22699999999999998,5,"January 24, 2019",54.8,17,13.2,5,86.4,78.1,25,0.479,70,0.44299999999999995,31,0.371,26,0.8079999999999999,21,10,200,108.6,33.3,13,12,88,,14.8,12,0.22899999999999998,16,0.313,5,53.5,38,0.534,12.8,12,54,0.48100000000000004,26,0.444,8,"Hampton Convocation Center, Hampton, Virginia",SOUTH-CAROLINA-UPSTATE,USC Upstate,80.5,Home,HAMPTON,Hampton,Hampton,big-south,17,True,False,True,Home,True,5,26,70,38,71,6,22,62,1,0,139,326,1104,0.4841485507246377,627,1234,0.5081037277147488,117,327,1080,0.4652777777777778,0.4117647058823529
18,2019-01-26-18-hampton,66.7,14,9.7,3,95.5,64.7,22,0.375,68,0.309,21,0.191,13,0.5379999999999999,7,9,200,86.6,34.8,16,18,58,,6.0,4,0.515,35,0.257,9,47.5,38,0.391,11.9,10,33,0.364,12,0.55,11,"January 26, 2019",60.0,12,15.2,5,86.6,65.2,30,0.40399999999999997,57,0.35100000000000003,20,0.40399999999999997,23,0.7829999999999999,18,10,200,95.5,35.3,12,16,64,,9.0,6,0.456,26,0.231,6,52.5,42,0.47100000000000003,11.8,9,31,0.452,14,0.474,9,"Hampton Convocation Center, Hampton, Virginia",CAMPBELL,Campbell,66.6,Home,HAMPTON,Hampton,Hampton,big-south,18,True,False,True,Home,True,6,14,57,42,80,9,12,68,1,0,144,352,1174,0.4838160136286201,665,1305,0.5095785440613027,123,349,1142,0.46716287215411556,0.4444444444444444
19,2019-01-30-19-longwood,69.0,20,12.0,3,122.1,84.4,27,0.74,50,0.58,29,0.52,26,0.769,20,10,200,141.2,26.1,6,15,94,,4.4,3,0.48,24,0.667,16,60.0,33,0.77,16.3,12,26,0.5,13,0.5,10,"January 30, 2019",51.7,15,0.0,0,141.2,73.9,17,0.619,59,0.49200000000000005,29,0.271,16,0.625,10,11,200,122.1,15.6,5,20,83,,7.4,5,0.5760000000000001,34,0.441,15,40.0,22,0.623,8.3,6,25,0.56,14,0.542,13,"Willett Hall, Farmville, Virginia",LONGWOOD,Longwood,68.0,Away,HAMPTON,Hampton,Hampton,big-south,19,False,False,False,Away,True,16,13,50,33,55,15,14,59,1,0,150,366,1231,0.4800974817221771,707,1385,0.5104693140794224,132,361,1210,0.46198347107438015,0.47368421052631576
20,2019-02-02-19-high-point,32.0,8,11.4,5,125.0,42.9,12,0.469,65,0.385,25,0.138,9,0.889,8,11,200,101.5,25.7,9,18,69,,8.8,6,0.523,34,0.324,11,33.3,21,0.498,11.5,9,31,0.452,14,0.47600000000000003,10,"February 2, 2019",59.4,19,3.2,1,101.5,74.3,26,0.563,63,0.508,32,0.28600000000000003,18,0.778,14,10,200,125.0,57.1,16,13,85,,8.8,6,0.302,19,0.368,7,66.7,42,0.594,14.5,12,44,0.568,25,0.545,12,"Millis Center, High Point, North Carolina",HAMPTON,Hampton,68.4,Home,HIGH-POINT,High Point,Hampton,big-south,20,False,False,False,Away,False,11,14,65,21,63,7,25,63,0,1,166,379,1281,0.49024199843871974,740,1440,0.5138888888888888,147,375,1269,0.46926713947990545,0.5
21,2019-02-07-19-hampton,52.8,19,13.2,5,125.6,86.2,25,0.675,63,0.5710000000000001,36,0.317,20,0.8,16,7,225,129.5,30.8,8,20,101,,5.1,4,0.381,24,0.542,13,60.0,33,0.6970000000000001,15.3,13,39,0.59,23,0.708,17,"February 7, 2019",53.1,17,7.7,3,129.5,69.2,18,0.585,65,0.49200000000000005,32,0.4,26,0.846,22,12,225,125.6,13.8,4,17,98,,5.1,4,0.415,27,0.444,12,40.0,22,0.633,7.3,6,38,0.526,20,0.455,10,"Hampton Convocation Center, Hampton, Virginia",HAMPTON,Hampton,69.7,Away,RADFORD,Radford,Hampton,big-south,21,False,True,True,Home,False,12,20,65,22,55,13,23,63,0,1,177,393,1346,0.4892273402674591,761,1503,0.5063206919494344,154,400,1332,0.47372372372372373,0.47619047619047616
22,2019-02-09-14-winthrop,34.3,12,6.9,2,123.2,60.0,18,0.541,74,0.473,35,0.23,17,0.647,11,13,200,111.0,15.8,6,19,91,,6.1,5,0.392,29,0.345,10,35.3,24,0.5539999999999999,6.9,6,45,0.556,25,0.435,10,"February 9, 2019",53.3,16,6.7,3,111.0,84.2,32,0.621,62,0.484,30,0.484,30,0.8,24,8,200,123.2,40.0,12,16,101,,2.4,2,0.532,33,0.515,17,64.7,44,0.662,18.4,17,29,0.44799999999999995,13,0.667,16,"Winthrop Coliseum, Rock Hill, South Carolina",HAMPTON,Hampton,81.7,Home,WINTHROP,Winthrop,Hampton,big-south,22,False,False,False,Away,False,10,25,74,24,68,17,13,62,0,1,189,413,1411,0.4936215450035436,783,1558,0.5025673940949936,167,423,1395,0.4827956989247312,0.45454545454545453
23,2019-02-13-19-campbell,53.6,15,6.7,2,122.5,85.2,23,0.523,65,0.431,28,0.292,19,0.8420000000000001,16,14,200,118.3,26.5,9,23,84,,7.0,5,0.508,33,0.364,12,52.5,32,0.5670000000000001,9.8,8,32,0.5,16,0.41700000000000004,10,"February 13, 2019",59.3,16,12.5,4,118.3,73.5,25,0.604,53,0.509,27,0.528,28,0.821,23,10,200,122.5,14.8,4,16,87,,2.8,2,0.434,23,0.435,10,47.5,29,0.6559999999999999,9.7,7,30,0.5670000000000001,17,0.6,15,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",HAMPTON,Hampton,71.2,Home,CAMPBELL,Campbell,Hampton,big-south,23,False,False,False,Away,False,12,16,65,32,61,10,17,53,0,1,199,438,1485,0.49595959595959593,807,1626,0.496309963099631,184,436,1457,0.4886753603294441,0.43478260869565216
24,2019-02-16-18-hampton,58.3,14,7.0,3,94.2,75.0,24,0.466,59,0.40700000000000003,24,0.644,38,0.816,31,12,225,100.0,25.0,8,21,86,,3.5,3,0.39,23,0.304,7,50.0,32,0.5579999999999999,17.4,16,36,0.47200000000000003,17,0.5379999999999999,14,"February 16, 2019",39.3,11,13.9,5,100.0,75.0,24,0.43700000000000006,71,0.39399999999999996,28,0.31,22,0.8640000000000001,19,15,225,94.2,25.0,8,28,81,,11.6,10,0.39399999999999996,28,0.214,6,50.0,32,0.49700000000000005,13.9,13,43,0.512,22,0.4,10,"Hampton Convocation Center, Hampton, Virginia",HAMPTON,Hampton,76.2,Away,HIGH-POINT,High Point,Hampton,big-south,24,False,True,True,Home,False,6,22,71,32,64,7,17,59,0,1,211,454,1550,0.49709677419354836,839,1687,0.4973325429756965,194,453,1510,0.49271523178807947,0.4166666666666667
25,2019-02-21-19-hampton,63.2,12,5.0,2,122.9,58.8,20,0.51,48,0.396,19,0.542,26,0.654,17,14,200,94.3,9.4,3,17,66,,0.0,0,0.45799999999999996,22,0.5,11,34.8,23,0.547,19.1,14,26,0.308,8,0.517,15,"February 21, 2019",44.8,13,19.2,5,94.3,90.6,29,0.5,66,0.439,29,0.364,24,0.833,20,15,200,122.9,41.2,14,17,86,,10.0,7,0.39399999999999996,26,0.308,8,65.2,43,0.556,7.3,6,40,0.525,21,0.423,11,"Hampton Convocation Center, Hampton, Virginia",LONGWOOD,Longwood,70.4,Home,HAMPTON,Hampton,Hampton,big-south,25,True,False,True,Home,True,8,21,66,43,66,11,8,48,1,0,217,476,1621,0.4944478716841456,871,1751,0.4974300399771559,201,470,1569,0.4917144678138942,0.4
26,2019-02-23-17-radford,40.0,10,12.8,5,100.0,80.6,25,0.509,55,0.455,25,0.364,20,0.9,18,15,200,104.2,11.5,3,16,74,,8.5,6,0.4,22,0.273,6,49.1,28,0.574,13.6,10,33,0.5760000000000001,19,0.444,12,"February 23, 2019",34.6,9,3.0,1,104.2,88.5,23,0.5,57,0.456,26,0.33299999999999996,19,0.737,14,9,200,100.0,19.4,6,13,71,,9.9,7,0.316,18,0.278,5,50.9,29,0.5379999999999999,13.3,10,39,0.5379999999999999,21,0.679,19,"Donald N. Dedmon Center, Radford, Virginia",RADFORD,Radford,70.8,Away,HAMPTON,Hampton,Hampton,big-south,26,False,False,False,Away,True,6,19,55,28,57,5,21,57,1,0,225,497,1687,0.494665085951393,914,1817,0.5030269675288938,212,478,1617,0.49226963512677796,0.4230769230769231
