,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-ALABAMA_homegame,NORTH-ALABAMA_homegame2,NORTH-ALABAMA_home,NORTH-ALABAMA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2019-01-21-19-liberty,33.3,6,4.3,1,107.5,86.4,19,0.348,56,0.321,18,0.23199999999999998,13,0.615,8,14,200,70.1,13.5,5,20,47,,11.9,8,0.375,21,0.14300000000000002,3,40.7,24,0.37799999999999995,15.1,11,35,0.429,15,0.33299999999999996,7,"January 21, 2019",56.5,13,8.6,3,70.1,86.5,32,0.578,45,0.511,23,0.5329999999999999,24,0.833,20,4,200,107.5,13.6,3,15,72,,9.0,6,0.489,22,0.273,6,59.3,35,0.638,19.0,13,23,0.7390000000000001,17,0.81,17,"Vines Center, Lynchburg, Virginia",NORTH-ALABAMA,North Alabama,67.3,Home,LIBERTY,Liberty,North Alabama,atlantic-sun,20,False,False,False,Away,False,3,15,56,24,59,6,17,45,0,1,153,303,1179,0.45165394402035625,669,1355,0.49372693726937267,137,377,1146,0.5082897033158813,0.35
21,2019-01-24-19-north-alabama,47.8,11,7.1,3,105.6,80.6,29,0.377,65,0.354,23,0.415,27,0.815,22,18,200,98.6,41.9,18,19,71,,1.4,1,0.32299999999999995,21,0.14300000000000002,3,59.5,47,0.456,12.5,11,44,0.455,20,0.14300000000000002,3,"January 24, 2019",66.7,16,13.6,6,98.6,58.1,25,0.45799999999999996,60,0.4,24,0.483,29,0.7240000000000001,21,14,200,105.6,19.4,7,17,76,,11.1,8,0.3,18,0.389,7,40.5,32,0.515,8.8,7,42,0.405,17,0.364,8,"Flowers Hall, Florence, Alabama",KENNESAW-STATE,Kennesaw State,72.3,Home,NORTH-ALABAMA,North Alabama,North Alabama,atlantic-sun,21,True,False,True,Home,True,7,17,60,32,79,3,20,65,1,0,156,318,1235,0.44696356275303645,693,1414,0.4900990099009901,143,394,1191,0.5109151973131822,0.3333333333333333
22,2019-01-27-16-njit,45.8,11,10.3,3,101.3,80.0,24,0.42700000000000005,62,0.387,24,0.387,24,0.708,17,15,222,93.3,19.4,7,22,70,,12.0,9,0.32299999999999995,20,0.25,5,47.0,31,0.47700000000000004,11.0,9,42,0.452,19,0.348,8,"January 27, 2019",52.2,12,19.0,8,93.3,80.6,29,0.5,53,0.434,23,0.509,27,0.852,23,5,222,101.3,20.0,6,19,76,,6.7,5,0.45299999999999996,24,0.292,7,53.0,35,0.5770000000000001,17.7,14,29,0.552,16,0.773,17,"NJIT Wellness and Events Center, Newark, New Jersey",NORTH-ALABAMA,North Alabama,67.2,Home,NJIT,NJIT,North Alabama,atlantic-sun,22,False,False,False,Away,False,5,19,62,31,66,7,16,53,0,1,163,335,1295,0.4474903474903475,725,1493,0.4855994641661085,146,414,1256,0.5039808917197452,0.36363636363636365
23,2019-02-02-17-lipscomb,25.8,8,6.5,2,132.5,65.2,15,0.532,63,0.49200000000000005,31,0.302,19,0.684,13,16,200,103.9,30.0,9,24,80,,11.7,9,0.27,17,0.294,5,45.3,24,0.555,16.4,14,46,0.565,26,0.33299999999999996,8,"February 2, 2019",65.7,23,19.6,9,103.9,70.0,21,0.723,56,0.625,35,0.536,30,0.7,21,4,200,132.5,34.8,8,17,102,,7.8,6,0.446,25,0.44,11,54.7,29,0.726,16.8,14,31,0.774,24,0.818,18,"Allen Arena, Nashville, Tennessee",NORTH-ALABAMA,North Alabama,76.6,Home,LIPSCOMB,Lipscomb,North Alabama,atlantic-sun,23,False,False,False,Away,False,5,26,63,24,53,11,24,56,0,1,168,354,1357,0.44657332350773765,756,1559,0.48492623476587554,153,430,1309,0.5038197097020627,0.34782608695652173
24,2019-02-06-19-florida-gulf-coast,30.0,6,3.4,1,102.9,89.3,25,0.444,54,0.37,20,0.426,23,0.696,16,17,200,92.8,25.0,9,15,64,,7.2,5,0.537,29,0.276,8,53.1,34,0.493,19.0,15,25,0.48,12,0.32,8,"February 6, 2019",65.2,15,16.0,4,92.8,75.0,27,0.56,50,0.46,23,0.36,18,0.833,15,15,200,102.9,10.7,3,17,71,,11.6,8,0.42,21,0.47600000000000003,10,46.9,30,0.606,17.2,12,29,0.44799999999999995,13,0.4,10,"Alico Arena, Fort Myers, Florida",NORTH-ALABAMA,North Alabama,69.2,Home,FLORIDA-GULF-COAST,Florida Gulf Coast,North Alabama,atlantic-sun,24,False,False,False,Away,False,8,12,54,34,64,10,13,50,0,1,173,380,1420,0.45035211267605635,780,1612,0.4838709677419355,164,454,1365,0.5128205128205128,0.3333333333333333
25,2019-02-09-16-north-alabama,58.1,18,24.4,11,101.4,62.5,25,0.67,53,0.585,31,0.302,16,0.688,11,16,200,113.9,20.8,5,19,82,,9.7,7,0.415,22,0.409,9,46.9,30,0.677,17.8,13,31,0.71,22,0.385,10,"February 9, 2019",40.0,10,3.2,1,113.9,79.2,19,0.446,65,0.385,25,0.385,25,0.6,15,18,200,101.4,37.5,15,18,73,,5.6,4,0.308,20,0.4,8,53.1,34,0.475,15.6,14,45,0.37799999999999995,17,0.308,8,"Flowers Hall, Florence, Alabama",NORTH-ALABAMA,North Alabama,72.2,Away,NORTH-FLORIDA,North Florida,North Alabama,atlantic-sun,25,False,True,True,Home,False,8,17,65,34,64,9,22,53,0,1,181,392,1474,0.45013568521031205,814,1676,0.48568019093078757,174,467,1415,0.5144876325088339,0.32
26,2019-02-16-16-north-alabama,55.6,15,8.0,2,102.9,76.7,23,0.65,50,0.54,27,0.38,19,0.789,15,5,200,117.6,16.0,4,21,80,,5.9,4,0.48,24,0.45799999999999996,11,49.1,27,0.6779999999999999,17.1,12,26,0.615,16,0.821,23,"February 16, 2019",29.2,7,3.8,1,117.6,84.0,21,0.5379999999999999,52,0.462,24,0.423,22,0.636,14,19,200,102.9,23.3,7,20,70,,8.8,6,0.519,27,0.29600000000000004,8,50.9,28,0.56,17.4,13,25,0.64,16,0.29600000000000004,8,"Flowers Hall, Florence, Alabama",NORTH-ALABAMA,North Alabama,67.7,Away,LIBERTY,Liberty,North Alabama,atlantic-sun,26,False,True,True,Home,False,8,16,52,28,55,11,16,50,0,1,189,409,1539,0.44996751137102015,848,1740,0.48735632183908045,183,489,1468,0.5200953678474114,0.3076923076923077
27,2019-02-20-19-kennesaw-state,58.1,18,3.6,2,87.1,72.5,29,0.57,64,0.484,31,0.125,8,0.375,3,19,200,108.6,23.1,6,14,76,,5.7,4,0.344,22,0.5,11,53.0,35,0.56,12.9,10,42,0.47600000000000003,20,0.321,9,"February 20, 2019",41.7,10,28.6,12,108.6,76.9,20,0.402,61,0.39299999999999996,24,0.27899999999999997,17,0.706,12,23,200,87.1,27.5,11,11,61,,5.7,4,0.098,6,0.16699999999999998,1,47.0,31,0.442,13.8,11,55,0.418,23,0.179,5,"KSU Convocation Center , Kennesaw, Georgia",KENNESAW-STATE,Kennesaw State,70.4,Away,NORTH-ALABAMA,North Alabama,North Alabama,atlantic-sun,27,False,False,False,Away,True,11,20,64,35,66,1,23,61,1,0,197,425,1591,0.45285983658076684,876,1795,0.48802228412256266,194,505,1518,0.5243741765480896,0.2962962962962963
28,2019-02-23-16-stetson,42.1,8,6.5,2,87.5,88.6,31,0.42,56,0.33899999999999997,19,0.321,18,0.722,13,20,200,83.3,10.8,4,13,60,,15.3,11,0.589,33,0.273,9,48.6,35,0.465,13.5,10,23,0.435,10,0.31,9,"February 23, 2019",36.4,8,13.0,3,83.3,89.2,33,0.48200000000000004,56,0.39299999999999996,22,0.25,14,0.643,9,22,200,87.5,11.4,4,14,63,,4.2,3,0.446,25,0.4,10,51.4,37,0.503,18.4,14,31,0.387,12,0.24100000000000002,7,"Edmunds Center, DeLand, Florida",NORTH-ALABAMA,North Alabama,71.6,Home,STETSON,Stetson,North Alabama,atlantic-sun,28,False,False,False,Away,False,9,10,56,35,72,10,12,56,0,1,208,445,1655,0.45740181268882174,911,1861,0.48952176249328316,195,528,1579,0.519632678910703,0.32142857142857145
29,2019-02-26-19-north-alabama,31.8,7,6.5,2,98.6,59.0,23,0.39299999999999996,61,0.361,22,0.18,11,0.636,7,18,200,78.6,30.8,12,14,55,,12.9,9,0.311,19,0.21100000000000002,4,44.9,35,0.415,19.6,16,42,0.429,18,0.4,12,"February 26, 2019",47.8,11,4.8,2,78.6,69.2,27,0.431,65,0.354,23,0.24600000000000002,16,0.813,13,20,200,98.6,41.0,16,15,69,,12.9,9,0.523,34,0.294,10,55.1,43,0.475,15.3,13,31,0.419,13,0.33299999999999996,10,"Flowers Hall, Florence, Alabama",JACKSONVILLE,Jacksonville,69.9,Home,NORTH-ALABAMA,North Alabama,North Alabama,atlantic-sun,29,True,False,True,Home,True,10,13,65,43,78,4,18,61,1,0,217,455,1711,0.45616598480420806,946,1933,0.48939472322814276,205,540,1635,0.518348623853211,0.3103448275862069
30,2019-03-01-19-north-alabama,65.5,19,12.8,5,97.4,72.5,29,0.6729999999999999,52,0.5579999999999999,29,0.462,24,0.708,17,6,200,113.0,15.4,4,21,87,,10.4,8,0.519,27,0.444,12,50.0,33,0.6859999999999999,19.3,15,25,0.68,17,0.7929999999999999,23,"March 1, 2019",47.8,11,4.0,1,113.0,84.6,22,0.419,62,0.371,23,0.46799999999999997,29,0.7929999999999999,23,21,200,97.4,27.5,11,20,75,,10.4,8,0.371,23,0.261,6,50.0,33,0.495,15.8,14,39,0.436,17,0.32299999999999995,10,"Flowers Hall, Florence, Alabama",NORTH-ALABAMA,North Alabama,76.6,Away,LIPSCOMB,Lipscomb,North Alabama,atlantic-sun,30,False,True,True,Home,False,6,17,62,33,66,12,17,52,0,1,227,468,1776,0.4552364864864865,989,2011,0.4917951268025858,209,558,1696,0.5138561320754716,0.3333333333333333
31,2019-03-04-19-north-florida,50.0,13,6.7,2,101.3,82.1,32,0.38799999999999996,76,0.342,26,0.145,11,0.636,7,22,200,88.0,35.4,17,19,66,,9.3,7,0.32899999999999996,25,0.28,7,56.3,49,0.406,12.0,11,51,0.373,19,0.312,10,"March 4, 2019",68.2,15,13.7,7,88.0,64.6,31,0.474,58,0.379,22,0.5,29,0.7240000000000001,21,16,200,101.3,17.9,7,11,76,,5.3,4,0.483,28,0.39299999999999996,11,43.7,38,0.529,11.3,9,30,0.36700000000000005,11,0.5,16,"UNF Arena , Jacksonville, Florida",NORTH-ALABAMA,North Alabama,74.5,Home,NORTH-FLORIDA,North Florida,North Alabama,atlantic-sun,31,False,False,False,Away,False,7,19,76,49,87,11,11,58,0,1,233,485,1838,0.4540261153427639,1022,2077,0.4920558497833414,221,575,1748,0.5185926773455377,0.3225806451612903
