,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DREXEL_homegame,DREXEL_homegame2,DREXEL_home,DREXEL_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-16-18-quinnipiac,31.6,12,0.0,0,116.9,65.5,19,0.643,63,0.603,38,0.222,14,0.7859999999999999,11,5,200,129.6,21.7,5,20,92,,12.7,9,0.175,11,0.455,5,46.2,24,0.66,12.6,10,52,0.635,33,0.545,6,"December 16, 2018",51.7,15,3.8,2,129.6,78.3,18,0.603,58,0.5,29,0.293,17,0.765,13,5,200,116.9,34.5,10,18,83,,7.0,5,0.5,29,0.414,12,53.8,28,0.628,15.5,12,29,0.586,17,0.444,4,"Mohegan Sun Arena, Uncasville, Connecticut",QUINNIPIAC,Quinnipiac,71.4,Away,DREXEL,Drexel,Drexel,colonial,10,False,False,False,Away,True,5,33,63,24,52,12,17,58,1,0,88,197,597,0.5510887772194305,345,624,0.5528846153846154,70,220,621,0.5233494363929146,0.5
11,2018-12-18-19-connecticut,40.0,10,2.3,1,134.7,70.8,17,0.449,59,0.424,25,0.305,18,0.667,12,6,200,90.3,33.3,11,22,65,,1.4,1,0.271,16,0.188,3,49.1,28,0.48100000000000004,18.3,15,43,0.512,22,0.5,6,"December 18, 2018",30.6,11,14.0,6,90.3,66.7,22,0.6829999999999999,60,0.6,36,0.35,21,0.7140000000000001,15,3,200,134.7,29.2,7,20,97,,8.3,6,0.28300000000000003,17,0.588,10,50.9,29,0.693,12.6,10,43,0.605,26,0.75,9,"Harry A. Gampel Pavilion, Storrs, Connecticut",DREXEL,Drexel,72.3,Home,CONNECTICUT,UConn,Drexel,colonial,11,False,False,False,Away,False,3,22,59,28,57,10,26,60,0,1,93,230,660,0.5598484848484848,369,676,0.5458579881656804,82,237,679,0.5301914580265096,0.5454545454545454
12,2018-12-22-13-drexel,50.0,16,2.5,1,86.5,81.8,27,0.53,67,0.478,32,0.209,14,0.7859999999999999,11,2,200,110.8,20.6,7,14,82,,10.8,8,0.34299999999999997,23,0.304,7,50.7,34,0.557,9.9,8,44,0.568,25,0.833,10,"December 22, 2018",54.2,13,0.0,0,110.8,79.4,27,0.473,55,0.436,24,0.345,19,0.632,12,7,200,86.5,18.2,6,14,64,,2.7,2,0.273,15,0.267,4,49.3,33,0.5,20.2,16,40,0.5,20,0.462,6,"The Palestra, Philadelphia, Pennsylvania",DREXEL,Drexel,74.3,Away,TEMPLE,Temple,Drexel,colonial,12,False,True,True,Home,False,4,20,55,33,67,7,25,67,0,1,96,252,719,0.5507649513212796,397,733,0.5416098226466576,92,263,739,0.5426251691474966,0.5
13,2018-12-28-19-northeastern,31.3,10,8.3,3,129.2,76.7,23,0.555,64,0.5,32,0.25,16,0.75,12,8,200,115.3,28.1,9,22,83,,4.2,3,0.266,17,0.41200000000000003,7,51.6,32,0.58,12.3,10,47,0.532,25,0.429,6,"December 28, 2018",34.4,11,6.4,3,115.3,71.9,23,0.6579999999999999,57,0.561,32,0.42100000000000004,24,0.75,18,6,200,129.2,23.3,7,15,93,,9.7,7,0.368,21,0.524,11,48.4,30,0.68,11.8,9,36,0.583,21,0.5379999999999999,7,"Matthews Arena, Boston, Massachusetts",DREXEL,Drexel,71.5,Home,NORTHEASTERN,Northeastern,Drexel,colonial,13,False,False,False,Away,False,7,25,64,32,62,11,21,57,0,1,100,272,774,0.5452196382428941,430,800,0.5375,99,288,806,0.5415632754342432,0.46153846153846156
14,2018-12-30-16-hofstra,44.4,12,2.6,1,125.4,80.0,20,0.5,59,0.45799999999999996,27,0.33899999999999997,20,0.8,16,9,200,105.6,33.3,10,17,75,,7.0,5,0.28800000000000003,17,0.294,5,54.5,30,0.547,16.1,13,42,0.524,22,0.4,6,"December 30, 2018",51.4,18,7.1,3,105.6,66.7,20,0.672,58,0.603,35,0.276,16,0.688,11,3,200,125.4,20.0,5,14,89,,11.3,8,0.32799999999999996,19,0.42100000000000004,8,45.5,25,0.6779999999999999,12.2,9,39,0.6920000000000001,27,0.8,12,"Mack Sports Complex, Hempstead, New York",DREXEL,Drexel,70.6,Home,HOFSTRA,Hofstra,Drexel,colonial,14,False,False,False,Away,False,5,22,59,30,55,8,27,58,0,1,107,297,838,0.5459427207637232,462,862,0.5359628770301624,110,309,863,0.5492468134414832,0.42857142857142855
15,2019-01-03-19-drexel,63.6,14,2.8,1,114.5,71.9,23,0.5,53,0.415,22,0.264,14,0.857,12,11,200,94.2,17.2,5,19,65,,2.9,2,0.491,26,0.34600000000000003,9,45.9,28,0.545,20.2,15,27,0.48100000000000004,13,0.312,5,"January 3, 2019",51.7,15,7.4,2,94.2,82.8,24,0.5489999999999999,61,0.475,29,0.262,16,0.75,12,9,200,114.5,28.1,9,15,79,,8.7,6,0.41,25,0.36,9,54.1,33,0.5760000000000001,10.5,8,36,0.556,20,0.43799999999999994,7,"Daskalakis Athletic Center, Philadelphia, Pennsylvania",ELON,Elon,68.6,Home,DREXEL,Drexel,Drexel,colonial,15,True,False,True,Home,True,9,20,61,33,61,9,13,53,1,0,112,319,897,0.5429208472686734,492,917,0.5365321701199564,118,336,921,0.5570032573289903,0.4
16,2019-01-05-16-drexel,66.7,20,10.8,4,89.2,86.8,33,0.556,62,0.484,30,0.27399999999999997,17,0.882,15,9,200,113.5,28.6,8,18,84,,9.5,7,0.387,24,0.375,9,62.1,41,0.599,14.7,12,38,0.5529999999999999,21,0.43799999999999994,7,"January 5, 2019",47.6,10,7.9,3,113.5,71.4,20,0.4,60,0.35,21,0.41700000000000004,25,0.72,18,10,200,89.2,13.2,5,15,66,,9.5,7,0.38299999999999995,23,0.261,6,37.9,25,0.45899999999999996,10.1,8,37,0.405,15,0.41200000000000003,7,"Daskalakis Athletic Center, Philadelphia, Pennsylvania",DREXEL,Drexel,74.5,Away,WILLIAM-MARY,William & Mary,Drexel,colonial,16,False,True,True,Home,False,6,15,60,25,66,9,21,62,0,1,121,339,958,0.5433194154488518,525,978,0.5368098159509203,127,349,974,0.5539014373716632,0.4375
17,2019-01-10-19-college-of-charleston,60.7,17,5.4,2,114.7,75.9,22,0.542,59,0.475,28,0.33899999999999997,20,0.75,15,10,200,116.2,20.7,6,15,79,,5.9,4,0.39,23,0.348,8,48.3,28,0.5770000000000001,11.7,9,36,0.556,20,0.444,8,"January 10, 2019",51.6,16,8.3,3,116.2,79.3,23,0.616,56,0.5539999999999999,31,0.28600000000000003,16,0.563,9,4,200,114.7,24.1,7,16,78,,8.8,6,0.33899999999999997,19,0.368,7,51.7,30,0.613,11.3,8,37,0.649,24,0.765,13,"TD Arena, Charleston, South Carolina",COLLEGE-OF-CHARLESTON,College of Charleston,68.1,Away,DREXEL,Drexel,Drexel,colonial,17,False,False,False,Away,True,8,20,59,28,58,7,24,56,1,0,127,354,1018,0.5348722986247544,550,1044,0.5268199233716475,136,370,1036,0.5540540540540541,0.4117647058823529
18,2019-01-12-14-north-carolina-wilmington,45.2,14,0.0,0,126.0,68.8,22,0.536,69,0.449,31,0.145,10,0.9,9,11,200,107.8,17.1,6,21,83,,3.9,3,0.522,36,0.33299999999999996,12,41.8,28,0.563,12.0,10,33,0.5760000000000001,19,0.42100000000000004,8,"January 12, 2019",61.3,19,6.1,2,107.8,82.9,29,0.589,62,0.5,31,0.452,28,0.857,24,11,200,126.0,31.3,10,12,97,,3.9,3,0.40299999999999997,25,0.44,11,58.2,39,0.644,12.9,11,37,0.541,20,0.389,7,"Trask Coliseum, Wilmington, North Carolina",DREXEL,Drexel,77.0,Home,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Drexel,colonial,18,False,False,False,Away,False,12,19,69,28,67,11,20,62,0,1,135,374,1077,0.5352831940575673,578,1102,0.5245009074410163,143,394,1092,0.5572344322344323,0.4444444444444444
19,2019-01-17-19-drexel,54.5,12,9.7,3,107.5,74.2,23,0.382,68,0.324,22,0.324,22,0.636,14,14,200,98.5,31.3,15,16,66,,3.0,2,0.309,21,0.381,8,48.1,38,0.42100000000000004,6.0,5,47,0.298,14,0.263,5,"January 17, 2019",70.8,17,6.4,3,98.5,68.8,33,0.475,59,0.40700000000000003,24,0.33899999999999997,20,0.8,16,11,200,107.5,25.8,8,19,72,,1.5,1,0.475,28,0.28600000000000003,8,51.9,41,0.526,8.1,6,31,0.516,16,0.45,9,"Daskalakis Athletic Center, Philadelphia, Pennsylvania",TOWSON,Towson,67.5,Home,DREXEL,Drexel,Drexel,colonial,19,True,False,True,Home,True,8,16,59,41,79,8,14,68,1,0,147,393,1146,0.5353403141361257,606,1169,0.5183917878528657,154,414,1154,0.5589254766031195,0.42105263157894735
20,2019-01-19-14-drexel,46.4,13,9.3,4,97.3,77.1,27,0.478,68,0.41200000000000003,28,0.17600000000000002,12,0.25,3,11,200,90.7,17.5,7,22,68,,10.7,8,0.33799999999999997,23,0.391,9,45.3,34,0.461,12.0,10,45,0.42200000000000004,19,0.45,9,"January 19, 2019",46.2,12,2.2,1,90.7,82.5,33,0.474,58,0.44799999999999995,26,0.466,27,0.667,18,11,200,97.3,22.9,8,13,73,,9.3,7,0.259,15,0.2,3,54.7,41,0.515,13.6,11,43,0.535,23,0.47600000000000003,10,"Daskalakis Athletic Center, Philadelphia, Pennsylvania",JAMES-MADISON,James Madison,75.3,Home,DREXEL,Drexel,Drexel,colonial,20,True,False,True,Home,True,3,23,58,41,75,9,19,68,1,0,155,409,1205,0.5323651452282158,647,1248,0.5184294871794872,162,428,1222,0.5490998363338789,0.45
21,2019-01-26-14-delaware,51.7,15,6.5,2,105.6,75.0,18,0.516,64,0.45299999999999996,29,0.188,12,0.75,9,12,200,104.2,20.6,7,13,75,,12.5,9,0.359,23,0.348,8,43.1,25,0.5379999999999999,11.5,9,41,0.512,21,0.455,10,"January 26, 2019",62.1,18,12.2,5,104.2,79.4,27,0.6629999999999999,52,0.5579999999999999,29,0.212,11,0.636,7,8,200,105.6,25.0,6,16,76,,4.2,3,0.40399999999999997,21,0.524,11,56.9,33,0.664,27.0,21,31,0.581,18,0.636,14,"Bob Carpenter Center, Newark, Delaware",DREXEL,Drexel,72.0,Home,DELAWARE,Delaware,Drexel,colonial,21,False,False,False,Away,False,8,21,64,25,58,11,18,52,0,1,158,432,1263,0.5296912114014252,688,1323,0.5200302343159486,171,447,1290,0.5453488372093023,0.47619047619047616
22,2019-01-31-19-william-mary,46.2,12,9.1,4,111.9,66.7,20,0.518,57,0.456,26,0.228,13,0.769,10,13,200,103.0,28.1,9,15,69,,4.5,3,0.33299999999999996,19,0.368,7,46.8,29,0.546,17.2,13,38,0.5,19,0.435,10,"January 31, 2019",44.4,12,26.3,10,103.0,71.9,23,0.517,58,0.466,27,0.31,18,0.833,15,14,200,111.9,33.3,10,14,75,,10.4,7,0.24100000000000002,14,0.429,6,53.2,33,0.563,13.2,10,44,0.47700000000000004,21,0.364,8,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",DREXEL,Drexel,66.9,Home,WILLIAM-MARY,William & Mary,Drexel,colonial,22,False,False,False,Away,False,7,19,57,29,62,6,21,58,0,1,166,453,1327,0.5290128108515448,713,1381,0.5162925416364953,182,465,1342,0.5499254843517138,0.45454545454545453
23,2019-02-02-19-elon,54.2,13,0.0,0,98.4,85.7,24,0.537,54,0.444,24,0.222,12,0.75,9,13,200,104.7,28.6,8,15,67,,4.7,3,0.40700000000000003,22,0.455,10,57.1,32,0.561,18.0,13,32,0.43799999999999994,14,0.45799999999999996,11,"February 2, 2019",30.4,7,6.3,2,104.7,71.4,20,0.529,51,0.451,23,0.314,16,0.563,9,16,200,98.4,14.3,4,16,63,,9.4,6,0.47100000000000003,24,0.33299999999999996,8,42.9,24,0.5379999999999999,12.1,8,27,0.556,15,0.33299999999999996,8,"Alumni Gym, Elon, North Carolina",ELON,Elon,63.7,Away,DREXEL,Drexel,Drexel,colonial,23,False,False,False,Away,True,10,14,54,32,56,8,15,51,1,0,173,472,1384,0.5285404624277457,742,1443,0.5142065142065142,188,486,1400,0.5485714285714286,0.43478260869565216
24,2019-02-07-19-drexel,50.0,12,12.1,4,104.5,73.1,19,0.397,63,0.381,24,0.254,16,0.43799999999999994,7,17,200,86.4,29.3,12,14,57,,3.0,2,0.28600000000000003,18,0.111,2,46.3,31,0.40399999999999997,12.5,10,45,0.489,22,0.32,8,"February 7, 2019",66.7,16,2.2,1,86.4,70.7,29,0.509,55,0.436,24,0.309,17,0.765,13,13,200,104.5,26.9,7,13,69,,10.6,7,0.4,22,0.364,8,53.7,36,0.547,10.1,7,33,0.485,16,0.48,12,"Daskalakis Athletic Center, Philadelphia, Pennsylvania",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,65.8,Home,DREXEL,Drexel,Drexel,colonial,24,True,False,True,Home,True,8,16,55,36,67,2,22,63,1,0,183,486,1438,0.5288595271210014,774,1499,0.5163442294863242,196,501,1451,0.5478980013783598,0.4583333333333333
25,2019-02-09-16-drexel,48.4,15,2.9,1,120.0,78.3,18,0.5760000000000001,59,0.525,31,0.40700000000000003,24,0.75,18,6,200,122.9,25.0,7,14,86,,14.3,10,0.373,22,0.273,6,49.0,25,0.611,7.9,6,37,0.6759999999999999,25,0.769,20,"February 9, 2019",51.7,15,5.4,2,122.9,75.0,21,0.602,54,0.537,29,0.35200000000000004,19,1.0,19,14,200,120.0,21.7,5,15,84,,4.3,3,0.35200000000000004,19,0.368,7,51.0,26,0.6659999999999999,17.3,13,35,0.629,22,0.462,12,"Daskalakis Athletic Center, Philadelphia, Pennsylvania",DREXEL,Drexel,70.2,Away,COLLEGE-OF-CHARLESTON,College of Charleston,Drexel,colonial,25,False,True,True,Home,False,7,22,54,26,51,6,25,59,0,1,191,502,1493,0.528131279303416,810,1566,0.5172413793103449,198,523,1514,0.5416116248348745,0.48
26,2019-02-14-19-james-madison,38.5,10,7.3,3,104.4,66.7,18,0.419,68,0.382,26,0.25,17,0.706,12,15,200,101.5,33.3,13,14,69,,11.8,8,0.294,20,0.25,5,47.0,31,0.45299999999999996,9.6,8,48,0.43799999999999994,21,0.444,12,"February 14, 2019",50.0,15,6.3,3,101.5,66.7,26,0.604,53,0.5660000000000001,30,0.245,13,0.5379999999999999,7,15,200,104.4,33.3,9,15,71,,10.3,7,0.226,12,0.33299999999999996,4,53.0,35,0.6,20.3,15,41,0.634,26,0.423,11,"JMU Convocation Center, Harrisonburg, Virginia",DREXEL,Drexel,68.1,Home,JAMES-MADISON,James Madison,Drexel,colonial,26,False,False,False,Away,False,5,21,68,31,66,4,26,53,0,1,198,524,1547,0.5307045895281189,836,1617,0.5170068027210885,204,548,1573,0.5429116338207247,0.46153846153846156
