,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DELAWARE-STATE_homegame,DELAWARE-STATE_homegame2,DELAWARE-STATE_home,DELAWARE-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2019-02-02-16-delaware-state,59.1,13,7.0,3,104.3,52.5,21,0.473,56,0.39299999999999996,22,0.536,30,0.767,23,15,200,108.6,33.3,10,20,76,,14.3,10,0.589,33,0.273,9,44.3,31,0.541,10.4,8,23,0.565,13,0.28600000000000003,6,"February 2, 2019",32.0,8,0.0,0,108.6,66.7,20,0.425,67,0.373,25,0.313,21,0.762,16,18,200,104.3,47.5,19,21,73,,7.1,5,0.358,24,0.292,7,55.7,39,0.474,15.5,14,43,0.419,18,0.14300000000000002,3,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,70.1,Away,SAVANNAH-STATE,Savannah State,Delaware State,meac,20,False,True,True,Home,False,7,18,67,39,70,9,13,56,0,1,167,282,1272,0.4186320754716981,634,1414,0.44837340876944837,166,387,1181,0.5385266723116003,0.15
21,2019-02-04-19-delaware-state,47.6,10,0.0,0,107.7,55.6,15,0.42,56,0.375,21,0.41100000000000003,23,0.9129999999999999,21,20,200,104.6,50.0,14,22,68,,6.2,4,0.429,24,0.20800000000000002,5,52.7,29,0.508,15.4,12,32,0.5,16,0.16699999999999998,4,"February 4, 2019",32.0,8,3.1,1,104.6,50.0,14,0.5379999999999999,52,0.48100000000000004,25,0.423,22,0.636,14,18,200,107.7,44.4,12,19,70,,10.8,7,0.365,19,0.316,6,47.3,26,0.56,18.5,14,33,0.5760000000000001,19,0.182,4,"Memorial Hall, Dover, Delaware",SOUTH-CAROLINA-STATE,South Carolina State,64.7,Home,DELAWARE-STATE,Delaware State,Delaware State,meac,21,True,False,True,Home,True,6,19,52,26,55,5,16,56,1,0,174,300,1339,0.4189693801344287,673,1484,0.45350404312668463,175,400,1237,0.5355699272433306,0.14285714285714285
22,2019-02-09-16-north-carolina-at,16.7,3,2.5,1,110.8,71.4,25,0.275,71,0.254,18,0.21100000000000002,15,0.867,13,19,200,70.3,24.0,12,18,52,,4.1,3,0.324,23,0.13,3,43.5,37,0.33299999999999996,11.4,10,48,0.313,15,0.174,4,"February 9, 2019",61.3,19,12.5,6,70.3,76.0,38,0.565,62,0.5,31,0.32299999999999995,20,0.6,12,11,200,110.8,28.6,10,14,82,,6.8,5,0.355,22,0.364,8,56.5,48,0.573,13.4,11,40,0.575,23,0.522,12,"Ellis Corbett Sports Center, Greensboro, North Carolina",DELAWARE-STATE,Delaware State,74.3,Home,NORTH-CAROLINA-AT,North Carolina A&T,Delaware State,meac,22,False,False,False,Away,False,3,15,71,37,85,8,23,62,0,1,180,319,1391,0.42343637670740475,699,1539,0.45419103313840153,180,416,1293,0.5305491105955144,0.18181818181818182
23,2019-02-11-19-north-carolina-central,61.9,13,21.1,8,122.5,63.6,21,0.34299999999999997,67,0.313,21,0.149,10,0.6,6,20,200,73.2,31.1,14,15,52,,4.2,3,0.40299999999999997,27,0.14800000000000002,4,44.9,35,0.36200000000000004,16.4,14,40,0.425,17,0.16699999999999998,4,"February 11, 2019",78.1,25,7.5,3,73.2,68.9,31,0.578,64,0.5,32,0.313,20,0.65,13,13,200,122.5,36.4,12,14,87,,12.7,9,0.406,26,0.385,10,55.1,43,0.5920000000000001,9.9,8,38,0.579,22,0.48,12,"McLendon-McDougald Gym, Durham, North Carolina",DELAWARE-STATE,Delaware State,70.6,Home,NORTH-CAROLINA-CENTRAL,North Carolina Central,Delaware State,meac,23,False,False,False,Away,False,4,17,67,35,78,10,22,64,0,1,183,334,1462,0.4162106703146375,736,1624,0.45320197044334976,188,439,1355,0.5321033210332103,0.17391304347826086
24,2019-02-23-16-delaware-state,36.0,9,0.0,0,81.2,84.2,32,0.45,60,0.41700000000000004,25,0.15,9,0.889,8,24,200,89.9,23.3,7,12,62,,10.1,7,0.2,12,0.33299999999999996,4,57.4,39,0.48200000000000004,14.7,11,48,0.43799999999999994,21,0.172,5,"February 23, 2019",71.4,15,6.3,3,89.9,76.7,23,0.42100000000000004,63,0.33299999999999996,21,0.095,6,0.5,3,21,200,81.2,15.8,6,13,56,,8.7,6,0.47600000000000003,30,0.36700000000000005,11,42.6,29,0.425,12.1,9,33,0.303,10,0.16,4,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,68.6,Away,MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,Delaware State,meac,24,False,True,True,Home,False,11,10,63,29,68,4,21,60,0,1,187,351,1529,0.4130150425114454,771,1702,0.45299647473560517,198,461,1419,0.5341789992952783,0.16666666666666666
25,2019-02-25-19-coppin-state,40.0,10,9.1,2,78.9,84.6,33,0.452,62,0.40299999999999997,25,0.32299999999999995,20,0.7,14,21,200,92.1,27.8,10,23,70,,10.5,8,0.355,22,0.273,6,57.3,43,0.49,18.4,16,40,0.475,19,0.192,5,"February 25, 2019",53.3,8,7.5,3,92.1,72.2,26,0.373,51,0.294,15,0.588,30,0.733,22,23,200,78.9,15.4,6,20,60,,7.9,6,0.569,29,0.276,8,42.7,32,0.46,18.9,15,22,0.318,7,0.207,6,"Physical Education Complex, Baltimore, Maryland",COPPIN-STATE,Coppin State,75.9,Away,DELAWARE-STATE,Delaware State,Delaware State,meac,25,False,False,False,Away,True,6,19,62,43,75,8,7,51,1,0,198,361,1592,0.41331658291457285,800,1770,0.4519774011299435,202,482,1479,0.530764029749831,0.16
26,2019-03-02-16-delaware-state,35.7,10,5.6,2,78.4,69.0,20,0.455,67,0.418,28,0.34299999999999997,23,0.652,15,18,200,102.7,38.9,14,19,76,,13.5,10,0.32799999999999996,22,0.22699999999999998,5,52.3,34,0.488,11.5,10,45,0.511,23,0.33299999999999996,9,"March 2, 2019",28.6,6,4.4,2,102.7,61.1,22,0.45299999999999996,53,0.396,21,0.302,16,0.625,10,22,200,78.4,31.0,9,20,58,,5.4,4,0.321,17,0.353,6,47.7,31,0.479,27.7,23,36,0.41700000000000004,15,0.185,5,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,74.3,Away,MORGAN-STATE,Morgan State,Delaware State,meac,26,False,True,True,Home,False,6,15,53,31,65,5,23,67,0,1,204,380,1654,0.4147521160822249,843,1845,0.45691056910569106,210,489,1530,0.5254901960784314,0.19230769230769232
27,2019-03-04-19-delaware-state,55.0,11,12.1,4,80.5,82.4,28,0.434,53,0.377,20,0.7170000000000001,38,0.737,28,11,200,90.2,43.8,14,25,74,,9.8,8,0.415,22,0.273,6,63.6,42,0.521,25.6,24,31,0.452,14,0.633,19,"March 4, 2019",55.0,11,0.0,0,90.2,56.3,18,0.38299999999999995,60,0.33299999999999996,20,0.5,30,0.667,20,23,200,80.5,17.6,6,29,66,,13.4,11,0.45,27,0.222,6,36.4,24,0.444,17.0,15,33,0.424,14,0.179,5,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,82.2,Away,NORFOLK-STATE,Norfolk State,Delaware State,meac,27,False,True,True,Home,False,6,14,60,24,66,6,14,53,0,1,210,395,1707,0.4159343878148799,874,1910,0.45759162303664924,215,512,1597,0.5225422667501566,0.18518518518518517
28,2019-03-07-19-maryland-eastern-shore,43.5,10,16.7,5,101.4,63.0,17,0.425,60,0.38299999999999995,23,0.28300000000000003,17,0.765,13,24,200,92.8,20.5,8,19,64,,15.9,11,0.35,21,0.23800000000000002,5,37.9,25,0.47,11.8,9,39,0.462,18,0.172,5,"March 7, 2019",68.2,15,7.7,3,92.8,79.5,31,0.5429999999999999,47,0.46799999999999997,22,0.511,24,0.792,19,24,200,101.4,37.0,10,16,70,,1.4,1,0.36200000000000004,17,0.41200000000000003,7,62.1,41,0.599,25.8,20,30,0.5,15,0.226,7,"Hytche Athletic Center, Princess Anne, Maryland",DELAWARE-STATE,Delaware State,68.7,Home,MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,Delaware State,meac,28,False,False,False,Away,False,5,18,60,25,66,7,15,47,0,1,216,409,1767,0.41482739105829086,898,1976,0.45445344129554655,221,526,1650,0.5196969696969697,0.17857142857142858
29,2019-03-11-18-savannah-state,62.5,15,3.2,1,88.2,63.6,28,0.401,71,0.33799999999999997,24,0.31,22,0.636,14,24,200,93.4,33.3,16,16,71,,9.2,7,0.33799999999999997,24,0.375,9,47.8,44,0.436,13.9,13,47,0.319,15,0.2,6,"March 11, 2019",60.0,12,17.0,8,93.4,66.7,32,0.364,66,0.303,20,0.348,23,0.826,19,20,200,88.2,36.4,16,18,67,,11.8,9,0.53,35,0.22899999999999998,8,52.2,48,0.435,14.6,13,31,0.387,12,0.355,11,"Norfolk Scope, Norfolk, Virginia",SAVANNAH-STATE,Savannah State,76.2,Away,DELAWARE-STATE,Delaware State,Delaware State,meac,29,False,False,False,Away,True,9,15,71,44,92,8,12,66,1,0,221,427,1827,0.4151614668856048,923,2042,0.4520078354554358,228,541,1697,0.5203299941072481,0.1724137931034483
30,2019-03-14-18-north-carolina-central,43.5,10,9.7,3,113.6,61.5,16,0.385,65,0.354,23,0.16899999999999998,11,0.636,7,25,200,86.4,29.7,11,9,57,,10.6,7,0.33799999999999997,22,0.182,4,42.9,27,0.406,10.3,8,43,0.442,19,0.19399999999999998,6,"March 14, 2019",62.1,18,7.0,3,86.4,70.3,26,0.611,54,0.537,29,0.24100000000000002,13,0.6920000000000001,9,15,200,113.6,38.5,10,14,75,,7.6,5,0.426,23,0.348,8,57.1,36,0.623,20.1,15,31,0.677,21,0.516,16,"Norfolk Scope, Norfolk, Virginia",DELAWARE-STATE,Delaware State,66.2,Home,NORTH-CAROLINA-CENTRAL,North Carolina Central,Delaware State,meac,30,False,False,False,Away,False,4,19,65,27,63,8,21,54,0,1,230,442,1898,0.41464699683877765,967,2134,0.45313964386129335,236,553,1763,0.5144639818491208,0.2
