,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,HAWAII_homegame,HAWAII_homegame2,HAWAII_home,HAWAII_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2019-02-02-23-hawaii,50.0,13,3.2,1,81.8,79.3,23,0.537,54,0.48100000000000004,26,0.426,23,0.7390000000000001,17,5,200,113.6,33.3,9,18,75,,7.6,5,0.24100000000000002,13,0.462,6,57.1,32,0.578,14.6,11,41,0.488,20,0.762,16,"February 2, 2019",60.0,12,2.4,1,113.6,66.7,18,0.425,53,0.377,20,0.245,13,0.6920000000000001,9,8,200,81.8,20.7,6,19,54,,7.6,5,0.415,22,0.22699999999999998,5,42.9,24,0.456,15.8,11,31,0.484,15,0.619,13,"Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,65.6,Away,CALIFORNIA-SANTA-BARBARA,UCSB,Hawaii,big-west,20,False,True,True,Home,False,5,15,53,24,56,6,20,54,0,1,173,335,1123,0.5293855743544078,638,1242,0.5136876006441223,132,353,1108,0.4972924187725632,0.65
21,2019-02-07-22-long-beach-state,69.2,18,5.0,2,93.3,79.4,27,0.532,62,0.419,26,0.29,18,0.611,11,8,200,102.7,14.3,5,22,77,,8.0,6,0.435,27,0.519,14,46.4,32,0.546,11.4,9,35,0.34299999999999997,12,0.636,14,"February 7, 2019",26.9,7,2.9,1,102.7,85.7,30,0.518,56,0.46399999999999997,26,0.375,21,0.5710000000000001,12,16,200,93.3,20.6,7,17,70,,6.7,5,0.28600000000000003,16,0.375,6,53.6,37,0.531,19.7,16,40,0.5,20,0.33299999999999996,8,"The Walter Pyramid, Long Beach, California",LONG-BEACH-STATE,Long Beach State,74.8,Away,HAWAII,Hawaii,Hawaii,big-west,21,False,False,False,Away,True,14,12,62,32,69,6,20,56,1,0,178,350,1176,0.5246598639455783,662,1298,0.5100154083204931,138,373,1162,0.4991394148020654,0.6190476190476191
22,2019-02-09-22-california-irvine,61.1,11,2.8,1,111.7,62.1,18,0.441,51,0.353,18,0.314,16,0.688,11,9,200,93.3,17.6,6,11,56,,6.7,4,0.392,20,0.45,9,38.1,24,0.478,12.1,8,31,0.29,9,0.609,14,"February 9, 2019",67.9,19,9.7,3,93.3,82.4,28,0.5329999999999999,60,0.467,28,0.067,4,0.75,3,5,200,111.7,37.9,11,15,67,,6.7,4,0.4,24,0.33299999999999996,8,61.9,39,0.541,12.7,9,36,0.556,20,0.8079999999999999,21,"Bren Events Center, Irvine, California",HAWAII,Hawaii,60.3,Home,CALIFORNIA-IRVINE,UC-Irvine,Hawaii,big-west,22,False,False,False,Away,False,9,9,51,24,63,8,20,60,0,1,192,362,1238,0.5250403877221325,694,1367,0.5076810534016094,144,393,1218,0.5,0.6363636363636364
23,2019-02-14-23-hawaii,40.0,8,4.9,2,115.4,75.9,22,0.425,53,0.377,20,0.302,16,0.563,9,18,200,83.1,26.7,8,22,54,,9.2,6,0.415,22,0.22699999999999998,5,50.8,30,0.446,15.5,11,31,0.484,15,0.217,5,"February 14, 2019",62.1,18,6.5,2,83.1,73.3,22,0.589,56,0.518,29,0.321,18,0.5,9,9,200,115.4,24.1,7,15,75,,9.2,6,0.268,15,0.5329999999999999,8,49.2,29,0.581,12.3,9,41,0.512,21,0.625,15,"Stan Sheriff Center, Honolulu, Hawaii",CAL-POLY,Cal Poly,65.1,Home,HAWAII,Hawaii,Hawaii,big-west,23,True,False,True,Home,True,8,21,56,29,59,5,15,53,1,0,201,371,1289,0.521722265321955,718,1430,0.5020979020979021,152,413,1278,0.5015649452269171,0.6086956521739131
24,2019-02-17-01-hawaii,28.0,7,0.0,0,140.3,65.2,15,0.526,57,0.439,25,0.08800000000000001,5,0.8,4,18,200,103.2,17.2,5,11,64,,9.7,6,0.439,25,0.4,10,38.5,20,0.539,11.9,8,32,0.469,15,0.33299999999999996,9,"February 17, 2019",69.7,23,6.3,2,103.2,82.8,24,0.705,56,0.589,33,0.179,10,0.8,8,9,200,140.3,34.8,8,11,87,,6.5,4,0.41100000000000003,23,0.565,13,61.5,32,0.716,13.0,9,33,0.606,20,0.64,16,"Stan Sheriff Center, Honolulu, Hawaii",CALIFORNIA-RIVERSIDE,UC-Riverside,62.1,Home,HAWAII,Hawaii,Hawaii,big-west,24,True,False,True,Home,True,13,20,56,32,52,10,15,57,1,0,209,392,1345,0.5245353159851301,747,1489,0.5016789791806582,157,428,1331,0.49849737039819686,0.625
25,2019-02-21-23-california-santa-barbara,60.0,15,12.5,5,114.5,77.8,21,0.528,53,0.47200000000000003,25,0.18899999999999997,10,0.5,5,10,200,88.4,19.4,6,16,61,,2.9,2,0.396,21,0.28600000000000003,6,46.6,27,0.528,21.8,16,32,0.594,19,0.615,16,"February 21, 2019",57.1,16,3.1,1,88.4,80.6,25,0.536,56,0.5,28,0.429,24,0.792,19,8,200,114.5,22.2,6,13,79,,17.4,12,0.28600000000000003,16,0.25,4,53.4,31,0.586,10.7,8,40,0.6,24,0.6920000000000001,18,"The Thunderdome, Santa Barbara, California",HAWAII,Hawaii,68.6,Home,CALIFORNIA-SANTA-BARBARA,UCSB,Hawaii,big-west,25,False,False,False,Away,False,6,19,53,27,58,4,24,56,0,1,222,412,1401,0.5317630264097074,779,1541,0.5055158987670344,167,443,1388,0.4996397694524496,0.64
26,2019-02-23-22-cal-poly,66.7,18,11.1,4,131.3,78.6,22,0.5,62,0.435,27,0.355,22,0.818,18,11,200,119.4,25.0,9,15,80,,6.0,4,0.355,22,0.364,8,48.4,31,0.552,5.3,4,40,0.475,19,0.593,16,"February 23, 2019",37.5,12,10.0,4,119.4,75.0,27,0.65,60,0.5329999999999999,32,0.217,13,0.769,10,19,200,131.3,21.4,6,18,88,,1.5,1,0.4,24,0.583,14,51.6,33,0.665,8.4,6,36,0.5,18,0.24,6,"Robert A. Mott Gymnasium, San Luis Obispo, California",HAWAII,Hawaii,66.8,Home,CAL-POLY,Cal Poly,Hawaii,big-west,26,False,False,False,Away,False,8,19,62,31,64,14,18,60,0,1,228,431,1454,0.5316368638239339,806,1599,0.5040650406504065,171,467,1444,0.5010387811634349,0.6153846153846154
27,2019-03-03-01-hawaii,31.3,10,6.1,2,98.6,75.8,25,0.563,63,0.508,32,0.28600000000000003,18,0.722,13,17,200,113.5,25.0,8,20,84,,10.8,8,0.254,16,0.43799999999999994,7,50.8,33,0.5870000000000001,12.4,10,47,0.532,25,0.433,13,"March 3, 2019",51.9,14,2.1,1,113.5,75.0,24,0.534,58,0.466,27,0.345,20,0.55,11,12,200,98.6,24.2,8,16,73,,8.1,6,0.431,25,0.32,8,49.2,32,0.541,17.3,14,33,0.5760000000000001,19,0.5710000000000001,16,"Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,73.5,Away,CAL-STATE-NORTHRIDGE,Cal State Northridge,Hawaii,big-west,27,False,True,True,Home,False,8,19,58,32,65,7,25,63,0,1,236,450,1516,0.5303430079155673,837,1663,0.5033072760072159,185,485,1504,0.5069813829787234,0.5925925925925926
28,2019-03-07-22-california-davis,56.0,14,7.7,3,97.2,86.2,25,0.518,56,0.446,25,0.35700000000000004,20,0.9,18,12,200,107.0,24.1,7,21,76,,4.2,3,0.429,24,0.33299999999999996,8,55.2,32,0.58,18.8,15,32,0.531,17,0.586,17,"March 7, 2019",52.0,13,6.3,2,107.0,75.9,22,0.51,52,0.48100000000000004,25,0.40399999999999997,21,0.762,16,18,200,97.2,13.8,4,19,69,,8.5,6,0.25,13,0.231,3,44.8,26,0.557,15.2,11,39,0.564,22,0.379,11,"The Pavilion, Davis, California",CALIFORNIA-DAVIS,UC-Davis,71.2,Away,HAWAII,Hawaii,Hawaii,big-west,28,False,False,False,Away,True,8,17,56,32,58,3,22,52,1,0,244,469,1574,0.5304955527318933,869,1728,0.5028935185185185,192,510,1567,0.5092533503509892,0.5714285714285714
29,2019-03-09-22-cal-state-fullerton,52.2,12,2.6,1,90.8,84.4,27,0.491,54,0.426,23,0.35200000000000004,19,0.9470000000000001,18,12,200,109.2,29.0,9,14,71,,0.0,0,0.33299999999999996,18,0.389,7,57.1,36,0.563,16.1,12,36,0.444,16,0.6,18,"March 9, 2019",60.9,14,0.0,0,109.2,71.0,22,0.473,55,0.418,23,0.2,11,0.636,7,16,200,90.8,15.6,5,15,59,,4.6,3,0.309,17,0.353,6,42.9,27,0.49,13.1,9,38,0.447,17,0.467,14,"Titan Gym, Fullerton, California",CAL-STATE-FULLERTON,Cal State Fullerton,65.1,Away,HAWAII,Hawaii,Hawaii,big-west,29,False,False,False,Away,True,7,16,54,36,63,6,17,55,1,0,252,486,1630,0.5300613496932516,901,1786,0.5044792833146696,195,532,1619,0.5092649783817171,0.5862068965517241
30,2019-03-14-23-hawaii,25.0,6,12.1,4,98.5,66.7,24,0.47200000000000003,53,0.45299999999999996,24,0.528,28,0.643,18,18,200,101.5,30.3,10,15,68,,16.4,11,0.18899999999999997,10,0.2,2,49.3,34,0.513,12.1,9,43,0.512,22,0.455,15,"March 14, 2019",51.9,14,9.3,4,101.5,69.7,23,0.49200000000000005,62,0.435,27,0.129,8,0.625,5,13,200,98.5,33.3,12,21,66,,7.5,5,0.46799999999999997,29,0.24100000000000002,7,50.7,35,0.502,17.6,14,33,0.606,20,0.581,18,"Honda Center, Anaheim, California",HAWAII,Hawaii,66.6,Away,LONG-BEACH-STATE,Long Beach State,Hawaii,big-west,30,False,True,True,Home,False,7,20,62,35,69,2,22,53,0,1,259,502,1684,0.5288004750593824,937,1849,0.5067604110329909,201,549,1674,0.5080645161290323,0.6
