,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,INCARNATE-WORD_homegame,INCARNATE-WORD_homegame2,INCARNATE-WORD_home,INCARNATE-WORD_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-09-14-louisiana-state,46.7,7,0.0,0,126.4,53.6,15,0.35100000000000003,47,0.319,15,0.489,23,0.7390000000000001,17,6,200,69.4,6.3,2,19,50,,12.5,9,0.298,14,0.214,3,28.3,17,0.43200000000000005,21.9,16,33,0.364,12,0.455,5,"December 9, 2018",50.0,17,18.2,6,69.4,93.8,30,0.639,61,0.557,34,0.27899999999999997,17,0.765,13,2,200,126.4,46.4,13,19,91,,16.7,12,0.426,26,0.385,10,71.7,43,0.659,18.0,15,35,0.6859999999999999,24,0.778,7,"Maravich Assembly Center, Baton Rouge, Louisiana",INCARNATE-WORD,Incarnate Word,71.5,Home,LOUISIANA-STATE,LSU,Incarnate Word,southland,10,False,False,False,Away,False,3,12,47,17,60,10,24,61,0,1,37,191,492,0.5010162601626016,257,539,0.47680890538033394,86,167,556,0.5323741007194245,0.5
11,2018-12-17-20-illinois-chicago,57.1,12,8.0,2,90.0,65.4,17,0.44,50,0.42,21,0.38,19,0.684,13,7,200,81.4,20.0,6,16,57,,11.4,8,0.34,17,0.11800000000000001,2,41.1,23,0.483,21.5,16,33,0.5760000000000001,19,0.41700000000000004,5,"December 17, 2018",72.7,16,21.2,7,81.4,80.0,24,0.46399999999999997,55,0.4,22,0.29100000000000004,16,0.75,12,7,200,90.0,34.6,9,20,63,,7.1,5,0.545,30,0.233,7,58.9,33,0.503,22.5,18,25,0.6,15,0.41700000000000004,5,"UIC Pavilion, Chicago, Illinois",INCARNATE-WORD,Incarnate Word,70.3,Home,ILLINOIS-CHICAGO,UIC,Incarnate Word,southland,11,False,False,False,Away,False,2,19,50,23,56,7,15,55,0,1,40,203,539,0.48794063079777367,274,599,0.4574290484140234,96,191,617,0.5429497568881686,0.45454545454545453
12,2018-12-19-20-depaul,54.2,13,0.0,0,120.9,77.3,17,0.574,54,0.444,24,0.222,12,0.75,9,8,200,106.0,22.6,7,20,71,,10.4,7,0.46299999999999997,25,0.56,14,45.3,24,0.595,18.0,13,29,0.345,10,0.385,5,"December 19, 2018",43.3,13,6.9,2,106.0,77.4,24,0.698,48,0.625,30,0.45799999999999996,22,0.636,14,2,200,120.9,22.7,5,13,81,,11.9,8,0.354,17,0.41200000000000003,7,54.7,29,0.693,19.5,14,31,0.742,23,0.8,8,"Wintrust Arena, Chicago, Illinois",INCARNATE-WORD,Incarnate Word,66.6,Home,DEPAUL,DePaul,Incarnate Word,southland,12,False,False,False,Away,False,14,10,54,24,53,7,23,48,0,1,42,222,589,0.4838709677419355,297,655,0.4534351145038168,103,206,672,0.5364583333333334,0.4166666666666667
13,2019-01-02-20-incarnate-word,40.0,12,6.1,2,118.5,68.0,17,0.778,45,0.667,30,0.511,23,0.7829999999999999,18,9,200,135.4,41.2,7,14,88,,7.7,5,0.42200000000000004,19,0.526,10,57.1,24,0.787,22.5,16,26,0.769,20,0.35700000000000004,5,"January 2, 2019",34.5,10,3.8,1,135.4,58.8,10,0.618,55,0.527,29,0.218,12,0.75,9,9,200,118.5,32.0,8,18,77,,12.3,8,0.4,22,0.455,10,42.9,18,0.634,17.7,13,33,0.5760000000000001,19,0.35700000000000004,5,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,65.3,Away,MCNEESE-STATE,McNeese State,Incarnate Word,southland,13,False,True,True,Home,False,10,19,55,18,42,10,20,45,0,1,56,232,643,0.49144634525660963,321,708,0.4533898305084746,110,229,720,0.5472222222222223,0.38461538461538464
14,2019-01-05-20-incarnate-word,50.0,12,10.6,5,97.0,70.0,21,0.429,63,0.381,24,0.111,7,0.5710000000000001,4,7,200,86.6,36.8,14,11,58,,7.5,5,0.429,27,0.222,6,51.5,35,0.43700000000000006,17.5,14,36,0.5,18,0.5329999999999999,8,"January 5, 2019",51.9,14,5.6,2,86.6,63.2,24,0.467,61,0.44299999999999995,27,0.131,8,1.0,8,9,200,97.0,30.0,9,13,65,,7.5,5,0.23,14,0.214,3,48.5,33,0.502,14.6,11,47,0.511,24,0.4,6,"McDermott Center, San Antonio, Texas",NICHOLLS-STATE,Nicholls State,66.6,Home,INCARNATE-WORD,Incarnate Word,Incarnate Word,southland,14,True,False,True,Home,True,3,24,61,33,68,6,18,63,1,0,66,251,698,0.501432664756447,339,750,0.452,120,249,765,0.5607843137254902,0.35714285714285715
15,2019-01-12-18-sam-houston-state,35.0,7,0.0,0,98.5,72.7,24,0.479,47,0.426,20,0.17,8,0.875,7,10,200,77.6,20.8,5,18,52,,4.5,3,0.38299999999999995,18,0.278,5,50.9,29,0.512,31.3,23,29,0.517,15,0.375,6,"January 12, 2019",86.4,19,13.8,4,77.6,79.2,19,0.48100000000000004,53,0.415,22,0.358,19,0.789,15,8,200,98.5,27.3,9,14,66,,20.9,14,0.45299999999999996,24,0.292,7,49.1,28,0.532,17.5,13,29,0.517,15,0.5,8,"Johnson Coliseum, Huntsville, Texas",INCARNATE-WORD,Incarnate Word,67.4,Home,SAM-HOUSTON-STATE,Sam Houston State,Incarnate Word,southland,15,False,False,False,Away,False,5,15,47,29,57,7,15,53,0,1,69,275,759,0.4986824769433465,372,818,0.4547677261613692,126,267,828,0.5507246376811594,0.4
16,2019-01-16-20-incarnate-word,53.6,15,9.7,3,88.2,75.0,21,0.561,57,0.491,28,0.33299999999999996,19,0.684,13,10,200,113.2,25.9,7,15,77,,11.8,8,0.456,26,0.308,8,50.9,28,0.583,12.1,9,31,0.645,20,0.444,8,"January 16, 2019",36.4,8,0.0,0,113.2,74.1,20,0.47100000000000003,52,0.423,22,0.25,13,0.846,11,11,200,88.2,25.0,7,20,60,,4.4,3,0.40399999999999997,21,0.23800000000000002,5,49.1,27,0.516,22.8,17,31,0.5479999999999999,17,0.353,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,68.1,Away,CENTRAL-ARKANSAS,Central Arkansas,Incarnate Word,southland,16,False,True,True,Home,False,5,17,52,27,55,8,20,57,0,1,74,290,806,0.4975186104218362,401,875,0.4582857142857143,133,282,881,0.5465380249716232,0.375
17,2019-01-19-16-incarnate-word,26.1,6,4.2,1,106.0,79.2,19,0.619,42,0.5479999999999999,23,0.7140000000000001,30,0.733,22,8,200,110.4,22.2,4,20,74,,3.0,2,0.452,19,0.316,6,54.8,23,0.6579999999999999,21.4,15,23,0.7390000000000001,17,0.529,9,"January 19, 2019",80.0,16,0.0,0,110.4,77.8,14,0.522,46,0.435,20,0.609,28,0.821,23,12,200,106.0,20.8,5,26,71,,9.0,6,0.478,22,0.364,8,45.2,19,0.599,18.2,13,24,0.5,12,0.33299999999999996,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,67.3,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Incarnate Word,southland,17,False,True,True,Home,False,8,12,46,19,42,6,17,42,0,1,79,307,858,0.4959207459207459,428,930,0.46021505376344085,141,302,938,0.5474413646055437,0.35294117647058826
18,2019-01-23-20-lamar,66.7,20,2.8,1,116.0,75.0,21,0.586,58,0.517,30,0.259,15,0.867,13,13,225,108.0,22.2,6,20,81,,9.3,7,0.31,18,0.444,8,49.1,27,0.622,18.8,15,40,0.55,22,0.316,6,"January 23, 2019",55.2,16,7.5,3,108.0,77.8,21,0.602,54,0.537,29,0.593,32,0.688,22,10,225,116.0,25.0,7,16,87,,16.0,12,0.33299999999999996,18,0.389,7,50.9,28,0.629,17.1,14,36,0.611,22,0.474,9,"Montagne Center, Beaumont, Texas",INCARNATE-WORD,Incarnate Word,66.8,Home,LAMAR,Lamar,Incarnate Word,southland,18,False,False,False,Away,False,8,22,58,27,55,7,22,54,0,1,87,319,904,0.49723451327433627,447,972,0.45987654320987653,147,319,980,0.5505102040816326,0.3333333333333333
19,2019-01-26-16-incarnate-word,60.0,12,8.0,2,89.7,70.0,14,0.46,50,0.4,20,0.38,19,0.789,15,9,200,105.2,33.3,8,10,61,,15.5,9,0.42,21,0.28600000000000003,6,50.0,22,0.517,14.6,10,29,0.483,14,0.526,10,"January 26, 2019",52.4,11,17.2,5,105.2,66.7,16,0.547,43,0.488,21,0.14,6,0.833,5,14,200,89.7,30.0,6,19,52,,12.1,7,0.419,18,0.278,5,50.0,22,0.5670000000000001,26.0,16,25,0.64,16,0.3,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,58.4,Away,NEW-ORLEANS,New Orleans,Incarnate Word,southland,19,False,True,True,Home,False,5,16,43,22,44,6,14,50,0,1,95,341,962,0.5025987525987526,474,1027,0.46153846153846156,154,341,1034,0.5531914893617021,0.3157894736842105
20,2019-01-30-20-incarnate-word,45.9,17,3.1,1,115.0,90.9,20,0.598,66,0.561,37,0.39399999999999996,26,0.654,17,13,200,120.0,42.9,12,21,96,,10.0,8,0.22699999999999998,15,0.33299999999999996,5,64.0,32,0.613,17.1,16,51,0.627,32,0.316,6,"January 30, 2019",56.7,17,7.8,4,120.0,57.1,16,0.6890000000000001,53,0.5660000000000001,30,0.415,22,0.8640000000000001,19,15,200,115.0,9.1,2,26,92,,13.8,11,0.396,21,0.619,13,36.0,18,0.725,20.3,16,32,0.531,17,0.28600000000000003,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,79.9,Away,HOUSTON-BAPTIST,Houston Baptist,Incarnate Word,southland,20,False,True,True,Home,False,13,17,53,18,50,5,32,66,0,1,100,357,1005,0.5044776119402985,496,1071,0.4631185807656396,160,355,1084,0.5488929889298892,0.3
21,2019-02-02-17-new-orleans,55.0,11,7.0,3,114.1,72.4,21,0.5,46,0.435,20,0.804,37,0.703,26,16,200,92.3,15.2,5,29,72,,9.0,7,0.413,19,0.316,6,41.9,26,0.5660000000000001,22.4,18,27,0.519,14,0.273,6,"February 2, 2019",51.9,14,18.5,5,92.3,84.8,28,0.547,53,0.509,27,0.8109999999999999,43,0.721,31,9,200,114.1,27.6,8,29,89,,12.8,10,0.18899999999999997,10,0.4,4,58.1,36,0.606,16.3,14,43,0.535,23,0.5710000000000001,12,"Kiefer Lakefront Arena, New Orleans , Louisiana",INCARNATE-WORD,Incarnate Word,78.0,Home,NEW-ORLEANS,New Orleans,Incarnate Word,southland,21,False,False,False,Away,False,6,14,46,26,62,4,23,53,0,1,113,374,1058,0.5137051039697542,514,1121,0.45851917930419267,165,387,1150,0.5517391304347826,0.2857142857142857
22,2019-02-09-20-texas-am-corpus-christi,55.6,10,0.0,0,122.8,73.7,14,0.5660000000000001,38,0.474,18,0.6579999999999999,25,0.72,18,17,200,107.0,31.8,7,19,61,,15.8,9,0.316,12,0.583,7,51.2,21,0.612,23.4,15,26,0.423,11,0.261,6,"February 9, 2019",60.9,14,11.5,3,107.0,68.2,15,0.6920000000000001,39,0.59,23,0.513,20,0.8,16,13,200,122.8,26.3,5,20,70,,14.0,8,0.385,15,0.5329999999999999,8,48.8,20,0.722,21.4,13,24,0.625,15,0.435,10,"American Bank Center, Corpus Christi, Texas",INCARNATE-WORD,Incarnate Word,57.2,Home,TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Incarnate Word,southland,22,False,False,False,Away,False,7,11,38,21,41,8,15,39,0,1,119,388,1104,0.5131340579710145,540,1183,0.45646661031276414,169,410,1203,0.5515378221113882,0.2727272727272727
23,2019-02-13-20-southeastern-louisiana,29.2,7,10.7,3,106.1,65.5,19,0.5429999999999999,46,0.522,24,0.326,15,0.9329999999999999,14,18,200,97.0,19.0,4,16,64,,13.6,9,0.217,10,0.2,2,46.0,23,0.602,24.4,17,36,0.611,22,0.25,6,"February 13, 2019",69.2,18,13.9,5,97.0,81.0,17,0.5770000000000001,52,0.5,26,0.365,19,0.526,10,13,200,106.1,34.5,10,16,70,,12.1,8,0.462,24,0.33299999999999996,8,54.0,27,0.574,19.9,15,28,0.643,18,0.48,12,"University Center, Hammond, Louisiana",INCARNATE-WORD,Incarnate Word,66.1,Home,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Incarnate Word,southland,23,False,False,False,Away,False,2,22,46,23,50,8,18,52,0,1,126,399,1142,0.5148861646234676,561,1224,0.4583333333333333,177,425,1242,0.5559581320450886,0.2608695652173913
24,2019-02-16-16-incarnate-word,61.5,16,10.7,3,76.2,90.0,18,0.5670000000000001,52,0.5,26,0.231,12,0.75,9,5,200,107.9,28.0,7,18,68,,14.3,9,0.442,23,0.304,7,55.6,25,0.589,17.3,12,29,0.655,19,0.8079999999999999,21,"February 16, 2019",47.1,8,10.3,3,107.9,72.0,18,0.46299999999999997,41,0.415,17,0.293,12,0.833,10,19,200,76.2,10.0,2,18,48,,6.3,4,0.317,13,0.308,4,44.4,20,0.514,29.1,19,28,0.46399999999999997,13,0.24,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,63.2,Away,ABILENE-CHRISTIAN,Abilene Christian,Incarnate Word,southland,24,False,True,True,Home,False,4,13,41,20,45,7,19,52,0,1,128,421,1188,0.515993265993266,584,1274,0.45839874411302983,185,443,1294,0.5568006182380216,0.25
25,2019-02-20-20-incarnate-word,40.0,12,10.3,3,87.9,82.6,19,0.532,63,0.47600000000000003,30,0.20600000000000002,13,0.6920000000000001,9,12,200,115.2,40.0,12,17,76,,15.2,10,0.317,20,0.35,7,58.5,31,0.5489999999999999,11.6,9,43,0.535,23,0.556,15,"February 20, 2019",33.3,7,2.3,1,115.2,60.0,18,0.5,45,0.467,21,0.33299999999999996,15,0.867,13,20,200,87.9,17.4,4,15,58,,9.1,6,0.35600000000000004,16,0.188,3,41.5,22,0.556,24.8,17,29,0.621,18,0.231,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,65.7,Away,LAMAR,Lamar,Incarnate Word,southland,25,False,True,True,Home,False,3,18,45,22,53,7,23,63,0,1,132,434,1229,0.5142392188771359,604,1319,0.4579226686884003,192,462,1346,0.5572065378900446,0.24
26,2019-02-23-17-stephen-f-austin,77.8,14,3.6,1,114.1,86.4,19,0.42,50,0.36,18,0.34,17,0.706,12,21,200,76.1,23.5,8,17,54,,7.0,5,0.42,21,0.28600000000000003,6,48.2,27,0.465,26.8,21,29,0.414,12,0.222,6,"February 23, 2019",55.2,16,3.4,1,76.1,76.5,26,0.644,52,0.5579999999999999,29,0.365,19,0.737,14,12,200,114.1,13.6,3,17,81,,15.5,11,0.462,24,0.375,9,51.8,29,0.664,17.7,13,28,0.7140000000000001,20,0.5379999999999999,14,"William Johnson Coliseum, Nacogdoches, Texas",INCARNATE-WORD,Incarnate Word,71.1,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Incarnate Word,southland,26,False,False,False,Away,False,6,12,50,27,56,9,20,52,0,1,135,452,1274,0.5137362637362637,626,1372,0.45626822157434405,199,485,1409,0.5560681334279631,0.23076923076923078
