,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ILLINOIS-STATE_homegame,ILLINOIS-STATE_homegame2,ILLINOIS-STATE_home,ILLINOIS-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-08-20-illinois-state,53.3,16,5.3,2,102.8,75.0,30,0.588,57,0.526,30,0.263,15,0.9329999999999999,14,2,200,112.5,34.6,9,18,81,,9.7,7,0.33299999999999996,19,0.368,7,59.1,39,0.632,20.1,16,38,0.605,23,0.75,6,"December 8, 2018",57.7,15,7.9,3,112.5,65.4,17,0.49200000000000005,63,0.413,26,0.302,19,0.632,12,5,200,102.8,25.0,10,15,74,,9.7,7,0.397,25,0.4,10,40.9,27,0.514,12.3,10,38,0.42100000000000004,16,0.545,6,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,71.6,Away,MISSISSIPPI,Ole Miss,Illinois State,mvc,10,False,True,True,Home,False,10,16,63,27,66,7,23,57,0,1,89,180,620,0.5056451612903226,342,698,0.4899713467048711,79,191,615,0.5032520325203252,0.6
11,2018-12-16-14-illinois-state,56.5,13,0.0,0,104.8,80.0,24,0.43200000000000005,66,0.348,23,0.379,25,0.8,20,8,225,91.7,22.0,9,20,77,,9.5,8,0.515,34,0.324,11,46.5,33,0.494,14.4,13,32,0.375,12,0.33299999999999996,4,"December 16, 2018",54.5,18,18.8,6,91.7,78.0,32,0.5529999999999999,66,0.5,33,0.242,16,0.938,15,5,225,104.8,20.0,6,22,88,,4.8,4,0.424,28,0.25,7,53.5,38,0.598,19.8,18,38,0.684,26,0.583,7,"Redbird Arena, Normal, Illinois",CLEVELAND-STATE,Cleveland State,74.4,Home,ILLINOIS-STATE,Illinois State,Illinois State,mvc,11,True,False,True,Home,True,7,26,66,38,71,11,12,66,1,0,99,196,683,0.5043923865300146,369,764,0.4829842931937173,86,214,672,0.5104166666666666,0.5454545454545454
12,2018-12-21-19-central-florida,73.7,14,2.4,1,118.5,64.3,18,0.434,53,0.358,19,0.245,13,0.769,10,6,200,86.2,27.3,9,19,56,,0.0,0,0.528,28,0.28600000000000003,8,44.3,27,0.473,21.4,16,25,0.44,11,0.5379999999999999,7,"December 21, 2018",46.7,14,20.0,5,86.2,72.7,24,0.568,59,0.508,30,0.254,15,0.667,10,2,200,118.5,35.7,10,14,77,,13.8,9,0.305,18,0.389,7,55.7,34,0.5820000000000001,10.9,8,41,0.561,23,0.833,10,"CFE Arena, Orlando, Florida",ILLINOIS-STATE,Illinois State,65.2,Home,CENTRAL-FLORIDA,UCF,Illinois State,mvc,12,False,False,False,Away,False,8,11,53,27,61,7,23,59,0,1,106,222,749,0.5086782376502003,407,835,0.4874251497005988,97,226,738,0.5033875338753387,0.5833333333333334
13,2019-01-02-20-valparaiso,59.1,13,12.5,4,87.9,76.9,30,0.52,49,0.449,22,0.184,9,0.556,5,7,200,84.8,17.2,5,19,56,,7.6,5,0.38799999999999996,19,0.368,7,51.5,35,0.526,24.3,17,30,0.5,15,0.5,7,"January 2, 2019",45.0,9,3.3,1,84.8,82.8,24,0.44299999999999995,53,0.377,20,0.377,20,0.55,11,6,200,87.9,23.1,9,14,58,,12.1,8,0.396,21,0.33299999999999996,7,48.5,33,0.46399999999999997,17.4,13,32,0.406,13,0.5710000000000001,8,"Athletics-Recreation Center, Valparaiso, Indiana",ILLINOIS-STATE,Illinois State,65.9,Home,VALPARAISO,Valparaiso,Illinois State,mvc,13,False,False,False,Away,False,7,15,49,35,68,7,13,53,0,1,114,233,802,0.5037406483790524,434,896,0.484375,104,249,797,0.5081555834378921,0.5384615384615384
14,2019-01-05-16-illinois-state,62.5,10,7.1,3,87.9,80.6,29,0.39799999999999996,49,0.327,16,0.14300000000000002,7,1.0,7,8,200,69.7,6.3,2,15,46,,1.5,1,0.531,26,0.26899999999999996,7,45.6,31,0.44,23.5,16,23,0.391,9,0.467,7,"January 5, 2019",73.9,17,4.3,1,69.7,93.8,30,0.424,59,0.39,23,0.254,15,0.5329999999999999,8,7,200,87.9,19.4,7,12,58,,4.5,3,0.28800000000000003,17,0.235,4,54.4,37,0.439,9.6,7,42,0.452,19,0.5329999999999999,8,"Redbird Arena, Normal, Illinois",EVANSVILLE,Evansville,66.2,Home,ILLINOIS-STATE,Illinois State,Illinois State,mvc,14,True,False,True,Home,True,4,19,59,37,68,7,9,49,1,0,121,248,851,0.5047003525264395,469,964,0.48651452282157676,111,262,850,0.5041176470588236,0.5
15,2019-01-08-20-illinois-state,52.0,13,9.4,3,107.7,79.3,23,0.527,56,0.446,25,0.214,12,0.833,10,10,200,106.2,34.5,10,16,69,,7.7,5,0.375,21,0.429,9,56.9,33,0.5589999999999999,18.6,14,35,0.457,16,0.375,6,"January 8, 2019",53.6,15,5.7,2,106.2,65.5,19,0.574,54,0.519,28,0.24100000000000002,13,0.615,8,7,200,107.7,20.7,6,14,70,,12.3,8,0.40700000000000003,22,0.273,6,43.1,25,0.5820000000000001,15.6,11,32,0.688,22,0.562,9,"Redbird Arena, Normal, Illinois",NORTHERN-IOWA,Northern Iowa,65.4,Home,ILLINOIS-STATE,Illinois State,Illinois State,mvc,15,True,False,True,Home,True,6,22,54,25,58,9,16,56,1,0,125,267,910,0.49945054945054945,506,1032,0.4903100775193798,118,271,899,0.4983314794215795,0.5333333333333333
16,2019-01-12-14-loyola-il,52.2,12,8.8,3,111.7,84.6,22,0.552,48,0.479,23,0.292,14,0.7859999999999999,11,8,200,106.7,25.9,7,15,64,,5.0,3,0.45799999999999996,22,0.318,7,54.7,29,0.586,18.1,12,26,0.615,16,0.529,9,"January 12, 2019",48.0,12,0.0,0,106.7,74.1,20,0.55,50,0.5,25,0.32,16,0.75,12,7,200,111.7,15.4,4,13,67,,8.3,5,0.32,16,0.313,5,45.3,24,0.5820000000000001,10.9,7,34,0.588,20,0.588,10,"Joseph J. Gentile Center, Chicago, Illinois",ILLINOIS-STATE,Illinois State,60.1,Home,LOYOLA-IL,Loyola (IL),Illinois State,mvc,16,False,False,False,Away,False,7,16,48,29,53,5,20,50,0,1,131,289,964,0.5036307053941909,531,1090,0.4871559633027523,127,287,955,0.5,0.5625
17,2019-01-15-19-illinois-state,63.6,14,11.8,4,86.8,68.6,24,0.491,53,0.415,22,0.18899999999999997,10,0.6,6,9,200,85.3,27.3,6,9,58,,13.2,9,0.377,20,0.4,8,52.6,30,0.502,23.9,18,33,0.424,14,0.5,9,"January 15, 2019",61.9,13,24.2,8,85.3,72.7,16,0.44,58,0.36200000000000004,21,0.172,10,0.8,8,8,200,86.8,31.4,11,11,59,,14.7,10,0.414,24,0.375,9,47.4,27,0.47,18.3,14,34,0.353,12,0.556,10,"Redbird Arena, Normal, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,67.8,Home,ILLINOIS-STATE,Illinois State,Illinois State,mvc,17,True,False,True,Home,True,9,12,58,27,57,8,14,53,1,0,138,305,1012,0.5059288537549407,560,1143,0.4899387576552931,132,307,1005,0.5024875621890548,0.5294117647058824
18,2019-01-19-14-evansville,66.7,18,13.6,3,100.0,85.0,34,0.615,52,0.519,27,0.385,20,0.7,14,8,200,111.4,10.3,3,23,78,,4.3,3,0.365,19,0.526,10,53.6,37,0.634,18.7,14,33,0.515,17,0.579,11,"January 19, 2019",66.7,14,6.1,2,111.4,89.7,26,0.48200000000000004,55,0.382,21,0.491,27,0.63,17,10,200,100.0,15.0,6,15,70,,10.0,7,0.6,33,0.33299999999999996,11,46.4,32,0.516,8.2,6,22,0.455,10,0.474,9,"Ford Center, Evansville, Indiana",EVANSVILLE,Evansville,70.2,Away,ILLINOIS-STATE,Illinois State,Illinois State,mvc,18,False,False,False,Away,True,10,17,52,37,69,11,10,55,1,0,147,317,1070,0.5023364485981309,587,1200,0.4891666666666667,140,321,1058,0.501890359168242,0.5555555555555556
19,2019-01-23-19-bradley,56.5,13,5.4,2,121.4,77.8,21,0.434,61,0.377,23,0.311,19,0.789,15,9,200,97.1,12.8,5,20,68,,5.7,4,0.41,25,0.28,7,39.4,26,0.486,10.3,8,36,0.444,16,0.55,11,"January 23, 2019",61.3,19,8.3,3,97.1,87.2,34,0.667,54,0.574,31,0.35200000000000004,19,0.684,13,10,200,121.4,22.2,6,18,85,,2.9,2,0.315,17,0.588,10,60.6,40,0.674,13.8,10,37,0.568,21,0.5,10,"Carver Arena, Peoria, Illinois",ILLINOIS-STATE,Illinois State,70.0,Home,BRADLEY,Bradley,Illinois State,mvc,19,False,False,False,Away,False,7,16,61,26,66,10,21,54,0,1,157,334,1122,0.5075757575757576,624,1269,0.491725768321513,151,331,1113,0.5008984725965858,0.5789473684210527
20,2019-01-27-14-illinois-state,33.3,7,6.5,2,120.6,75.0,21,0.522,45,0.467,21,0.42200000000000004,19,0.789,15,9,200,98.4,25.0,5,15,62,,4.8,3,0.289,13,0.385,5,54.2,26,0.574,20.8,14,32,0.5,16,0.55,11,"January 27, 2019",55.6,15,6.3,2,98.4,75.0,15,0.583,54,0.5,27,0.33299999999999996,18,0.722,13,9,200,120.6,25.0,7,18,76,,9.5,6,0.426,23,0.391,9,45.8,22,0.608,11.4,8,31,0.581,18,0.5710000000000001,12,"Redbird Arena, Normal, Illinois",INDIANA-STATE,Indiana State,63.3,Home,ILLINOIS-STATE,Illinois State,Illinois State,mvc,20,True,False,True,Home,True,9,18,54,22,48,5,16,45,1,0,164,350,1183,0.503803888419273,650,1335,0.4868913857677903,161,352,1167,0.5085689802913453,0.55
21,2019-01-30-20-drake,32.1,9,17.2,5,85.9,84.8,28,0.591,55,0.509,28,0.091,5,0.8,4,9,200,107.8,17.4,4,13,69,,4.7,3,0.364,20,0.45,9,57.1,32,0.601,14.9,10,35,0.5429999999999999,19,0.591,13,"January 30, 2019",47.6,10,11.4,4,107.8,82.6,19,0.462,52,0.40399999999999997,21,0.231,12,0.583,7,6,200,85.9,15.2,5,8,55,,4.7,3,0.442,23,0.261,6,42.9,24,0.47700000000000004,16.1,11,29,0.517,15,0.727,16,"Knapp Center, Des Moines, Iowa",DRAKE,Drake,63.5,Away,ILLINOIS-STATE,Illinois State,Illinois State,mvc,21,False,False,False,Away,True,9,19,55,32,56,6,15,52,1,0,173,368,1237,0.5072756669361358,672,1383,0.48590021691973967,166,368,1212,0.509075907590759,0.5714285714285714
22,2019-02-02-22-illinois-state,60.0,12,13.0,3,104.8,76.9,20,0.45,50,0.4,20,0.36,18,0.667,12,9,200,91.9,25.8,8,16,57,,6.5,4,0.5,25,0.2,5,49.1,28,0.48700000000000004,16.0,11,25,0.6,15,0.609,14,"February 2, 2019",50.0,11,12.0,3,91.9,74.2,23,0.573,48,0.45799999999999996,22,0.292,14,0.7140000000000001,10,9,200,104.8,23.1,6,17,65,,3.2,2,0.521,25,0.44,11,50.9,29,0.595,19.4,13,23,0.478,11,0.609,14,"Redbird Arena, Normal, Illinois",LOYOLA-IL,Loyola (IL),61.6,Home,ILLINOIS-STATE,Illinois State,Illinois State,mvc,22,True,False,True,Home,True,11,11,48,29,57,5,15,50,1,0,182,387,1292,0.5108359133126935,704,1439,0.48922863099374564,172,383,1264,0.507120253164557,0.5909090909090909
23,2019-02-05-20-illinois-state,64.3,18,10.0,2,81.5,88.9,24,0.6,55,0.509,28,0.109,6,0.5,3,11,200,106.2,21.7,5,13,69,,12.3,8,0.418,23,0.435,10,58.0,29,0.596,17.2,12,32,0.563,18,0.542,13,"February 5, 2019",44.4,8,3.1,1,106.2,78.3,18,0.478,45,0.4,18,0.311,14,0.7140000000000001,10,10,200,81.5,11.1,3,11,53,,10.8,7,0.556,25,0.28,7,42.0,21,0.513,23.8,16,20,0.55,11,0.583,14,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,64.8,Away,VALPARAISO,Valparaiso,Illinois State,mvc,23,False,True,True,Home,False,7,11,45,21,50,10,18,55,0,1,193,398,1340,0.5130597014925373,733,1496,0.4899732620320856,177,398,1314,0.5049467275494672,0.6086956521739131
24,2019-02-10-16-missouri-state,42.3,11,3.6,1,108.2,66.7,20,0.569,51,0.51,26,0.275,14,0.5,7,11,200,106.6,32.1,9,17,65,,9.8,6,0.21600000000000003,11,0.545,6,50.0,29,0.564,18.5,13,40,0.5,20,0.56,14,"February 10, 2019",40.9,9,5.0,2,106.6,67.9,19,0.521,47,0.46799999999999997,22,0.532,25,0.68,17,12,200,108.2,33.3,10,13,66,,13.1,8,0.40399999999999997,19,0.263,5,50.0,29,0.561,15.9,11,28,0.607,17,0.52,13,"JQH Arena, Springfield, Missouri",ILLINOIS-STATE,Illinois State,60.8,Home,MISSOURI-STATE,Missouri State,Illinois State,mvc,24,False,False,False,Away,False,6,20,51,29,58,5,17,47,0,1,200,409,1385,0.511913357400722,754,1546,0.48771021992238034,187,416,1369,0.5087655222790358,0.5833333333333334
25,2019-02-13-20-northern-iowa,40.9,9,22.2,4,118.5,90.9,20,0.46399999999999997,56,0.39299999999999996,22,0.304,17,0.706,12,12,200,98.5,32.4,11,14,64,,6.2,4,0.5,28,0.28600000000000003,8,55.4,31,0.499,17.0,13,28,0.5,14,0.5379999999999999,14,"February 13, 2019",69.6,16,7.1,2,98.5,67.6,23,0.633,49,0.469,23,0.327,16,0.938,15,15,200,118.5,9.1,2,16,77,,4.6,3,0.633,31,0.516,16,44.6,25,0.68,15.1,10,18,0.389,7,0.423,11,"McLeod Center, Cedar Falls, Iowa",ILLINOIS-STATE,Illinois State,65.3,Home,NORTHERN-IOWA,Northern Iowa,Illinois State,mvc,25,False,False,False,Away,False,8,14,56,31,56,16,7,49,0,1,206,429,1436,0.5139275766016713,783,1604,0.48815461346633415,192,433,1416,0.509180790960452,0.56
26,2019-02-16-20-illinois-state,59.1,13,17.9,7,92.2,71.1,27,0.51,52,0.423,22,0.365,19,0.632,12,12,200,101.6,18.2,6,16,65,,4.7,3,0.34600000000000003,18,0.5,9,46.5,33,0.5329999999999999,9.0,6,34,0.382,13,0.556,15,"February 16, 2019",52.2,12,2.9,1,101.6,81.8,27,0.4,65,0.354,23,0.2,13,0.5379999999999999,7,13,200,92.2,28.9,11,15,59,,3.1,2,0.4,26,0.231,6,53.5,38,0.414,9.0,7,39,0.436,17,0.519,14,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,64.1,Away,BRADLEY,Bradley,Illinois State,mvc,26,False,True,True,Home,False,6,17,65,38,71,9,13,52,0,1,214,443,1492,0.5120643431635389,814,1660,0.4903614457831325,208,440,1465,0.5133105802047782,0.5384615384615384
