,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA-AT_homegame,NORTH-CAROLINA-AT_homegame2,NORTH-CAROLINA-AT_home,NORTH-CAROLINA-AT_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
14,2019-01-08-19-north-carolina-at,50.0,10,9.1,4,135.1,59.4,19,0.375,60,0.33299999999999996,20,0.25,15,0.733,11,0,200,72.7,20.5,8,11,56,,5.2,4,0.317,19,0.263,5,38.0,27,0.41700000000000004,21.3,18,41,0.366,15,0.0,0,"January 8, 2019",65.9,27,22.0,9,72.7,79.5,31,0.632,76,0.539,41,0.145,11,0.727,8,9,200,135.1,40.6,13,15,104,,18.2,14,0.42100000000000004,32,0.43799999999999994,14,62.0,44,0.64,10.0,9,44,0.614,27,0.4,6,"Ellis Corbett Sports Center, Greensboro, North Carolina","Mid-Atlantic Christian
			","Mid-Atlantic Christian
			",77.2,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,14,True,False,True,Home,True,14,27,76,44,71,5,15,60,1,0,107,255,774,0.5368217054263565,375,846,0.4432624113475177,112,271,832,0.5276442307692307,0.35714285714285715
15,2019-01-12-16-delaware-state,55.6,20,3.1,1,98.6,68.6,24,0.754,57,0.632,36,0.175,10,0.7,7,9,200,131.0,10.0,2,19,93,,9.9,7,0.40399999999999997,23,0.609,14,47.3,26,0.753,15.2,11,34,0.647,22,0.43799999999999994,7,"January 12, 2019",56.5,13,5.9,2,131.0,90.0,18,0.491,55,0.418,23,0.509,28,0.5710000000000001,16,13,200,98.6,31.4,11,14,70,,14.1,10,0.418,23,0.348,8,52.7,29,0.512,17.2,14,32,0.469,15,0.188,3,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,71.0,Away,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,15,False,False,False,Away,True,14,22,57,26,55,8,15,55,1,0,121,282,850,0.5452941176470588,419,917,0.4569247546346783,117,286,892,0.5173766816143498,0.4
16,2019-01-14-19-maryland-eastern-shore,56.5,13,12.5,5,89.2,73.3,22,0.51,49,0.469,23,0.429,21,0.81,17,9,200,103.1,14.3,4,10,67,,7.7,5,0.36700000000000005,18,0.222,4,44.8,26,0.568,14.7,10,31,0.613,19,0.47100000000000003,8,"January 14, 2019",58.3,14,12.9,4,103.1,85.7,24,0.45,60,0.4,24,0.067,4,1.0,4,17,200,89.2,26.7,8,16,58,,6.2,4,0.33299999999999996,20,0.3,6,55.2,32,0.46799999999999997,16.3,12,40,0.45,18,0.105,2,"Hytche Athletic Center, Princess Anne, Maryland",MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,65.4,Away,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,16,False,False,False,Away,True,4,19,49,26,58,6,18,60,1,0,135,304,907,0.5584343991179713,445,972,0.45781893004115226,125,301,947,0.5158394931362197,0.4375
17,2019-01-19-16-north-carolina-at,33.3,7,4.8,2,89.1,67.7,21,0.449,49,0.429,21,0.327,16,0.563,9,11,200,82.8,44.4,12,18,53,,6.3,4,0.265,13,0.154,2,56.9,33,0.46799999999999997,25.3,19,36,0.528,19,0.389,7,"January 19, 2019",73.9,17,13.9,5,82.8,55.6,15,0.414,58,0.397,23,0.24100000000000002,14,0.643,9,9,200,89.1,32.3,10,14,57,,17.2,11,0.276,16,0.125,2,43.1,25,0.441,12.3,9,42,0.5,21,0.5,9,"Ellis Corbett Sports Center, Greensboro, North Carolina",MORGAN-STATE,Morgan State,63.6,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,17,True,False,True,Home,True,2,21,58,25,58,2,19,49,1,0,139,323,956,0.5559623430962343,471,1030,0.45728155339805826,131,319,1007,0.5119165839126117,0.47058823529411764
18,2019-01-21-19-north-carolina-at,38.5,10,5.3,2,106.7,87.5,21,0.5529999999999999,57,0.456,26,0.228,13,0.615,8,18,200,94.7,12.5,4,19,71,,8.0,6,0.509,29,0.379,11,44.6,25,0.562,20.3,16,28,0.536,15,0.14300000000000002,3,"January 21, 2019",56.7,17,10.7,3,94.7,87.5,28,0.6,55,0.545,30,0.455,25,0.56,14,9,200,106.7,12.5,3,13,80,,8.0,6,0.309,17,0.353,6,55.4,31,0.598,14.3,11,38,0.632,24,0.526,10,"Ellis Corbett Sports Center, Greensboro, North Carolina",COPPIN-STATE,Coppin State,75.0,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,18,True,False,True,Home,True,6,24,55,31,56,11,15,57,1,0,141,344,1014,0.5478303747534516,496,1088,0.45588235294117646,133,338,1056,0.5089962121212122,0.5
19,2019-01-26-16-north-carolina-central,77.8,14,5.7,2,75.0,60.6,20,0.44799999999999995,48,0.375,18,0.20800000000000002,10,0.8,8,9,200,79.7,10.7,3,9,51,,9.4,6,0.45799999999999996,22,0.318,7,37.7,23,0.483,18.6,12,26,0.423,11,0.55,11,"January 26, 2019",55.0,11,11.5,3,79.7,89.3,25,0.377,57,0.35100000000000003,20,0.12300000000000001,7,0.7140000000000001,5,11,200,75.0,39.4,13,13,48,,9.4,6,0.386,22,0.136,3,62.3,38,0.39799999999999996,23.1,18,35,0.486,17,0.45,9,"McLendon-McDougald Gym, Durham, North Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,63.5,Away,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,19,False,False,False,Away,True,7,11,48,23,61,3,17,57,1,0,147,368,1069,0.5505144995322732,527,1144,0.4606643356643357,144,353,1113,0.5112309074573226,0.5263157894736842
20,2019-02-02-16-florida-am,50.0,8,5.7,2,101.6,75.0,18,0.315,54,0.29600000000000004,16,0.24100000000000002,13,0.385,5,10,200,62.9,27.8,10,8,39,,9.7,6,0.389,21,0.095,2,46.7,28,0.324,17.9,13,33,0.424,14,0.524,11,"February 2, 2019",42.3,11,18.2,6,62.9,72.2,26,0.58,50,0.52,26,0.2,10,0.5,5,14,200,101.6,25.0,6,15,63,,12.9,8,0.3,15,0.4,6,53.3,32,0.575,18.1,12,35,0.5710000000000001,20,0.391,9,"Al Lawson Center, Tallahassee, Florida",NORTH-CAROLINA-AT,North Carolina A&T,62.0,Home,FLORIDA-AM,Florida A&M,North Carolina A&T,meac,20,False,False,False,Away,False,2,14,54,28,60,6,20,50,0,1,154,379,1117,0.5461056401074306,550,1205,0.45643153526970953,147,370,1170,0.5047008547008547,0.55
21,2019-02-04-19-bethune-cookman,55.0,11,9.8,4,104.5,53.3,16,0.395,57,0.35100000000000003,20,0.298,17,0.47100000000000003,8,11,200,80.3,27.8,10,16,53,,12.1,8,0.386,22,0.22699999999999998,5,39.4,26,0.40700000000000003,15.7,12,35,0.429,15,0.5,11,"February 4, 2019",71.4,20,14.3,5,80.3,72.2,26,0.535,57,0.491,28,0.298,17,0.47100000000000003,8,13,200,104.5,46.7,14,14,69,,6.1,4,0.281,16,0.313,5,60.6,40,0.53,16.8,13,41,0.561,23,0.435,10,"Moore Gymnasium, Daytona Beach, Florida",NORTH-CAROLINA-AT,North Carolina A&T,65.6,Home,BETHUNE-COOKMAN,Bethune-Cookman,North Carolina A&T,meac,21,False,False,False,Away,False,5,15,57,26,66,5,23,57,0,1,156,393,1171,0.5354397950469684,578,1265,0.45691699604743086,153,390,1220,0.5077868852459017,0.5238095238095238
22,2019-02-09-16-north-carolina-at,16.7,3,2.5,1,110.8,71.4,25,0.275,71,0.254,18,0.21100000000000002,15,0.867,13,19,200,70.3,24.0,12,18,52,,4.1,3,0.324,23,0.13,3,43.5,37,0.33299999999999996,11.4,10,48,0.313,15,0.174,4,"February 9, 2019",61.3,19,12.5,6,70.3,76.0,38,0.565,62,0.5,31,0.32299999999999995,20,0.6,12,11,200,110.8,28.6,10,14,82,,6.8,5,0.355,22,0.364,8,56.5,48,0.573,13.4,11,40,0.575,23,0.522,12,"Ellis Corbett Sports Center, Greensboro, North Carolina",DELAWARE-STATE,Delaware State,74.3,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,22,True,False,True,Home,True,8,23,62,48,85,3,15,71,1,0,161,408,1228,0.5289087947882736,604,1331,0.45379413974455296,158,413,1277,0.5090054815974941,0.5
23,2019-02-11-19-north-carolina-at,50.0,12,10.7,3,111.5,64.3,18,0.519,52,0.462,24,0.154,8,0.875,7,23,200,100.0,18.5,5,21,61,,11.5,7,0.34600000000000003,18,0.33299999999999996,6,41.8,23,0.547,17.8,12,34,0.529,18,0.14800000000000002,4,"February 11, 2019",52.4,11,5.9,2,100.0,81.5,22,0.568,44,0.47700000000000004,21,0.705,31,0.581,18,11,200,111.5,35.7,10,7,68,,14.8,9,0.364,16,0.5,8,58.2,32,0.579,16.0,11,28,0.46399999999999997,13,0.542,13,"Ellis Corbett Sports Center, Greensboro, North Carolina",MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,61.3,Home,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,23,True,False,True,Home,True,8,13,44,32,55,6,18,52,1,0,169,431,1290,0.5306201550387597,652,1416,0.4604519774011299,161,428,1348,0.49666172106824924,0.5217391304347826
24,2019-02-16-16-howard,48.4,15,12.0,6,108.0,66.7,20,0.603,58,0.534,31,0.32799999999999996,19,0.789,15,11,200,113.3,26.1,6,26,85,,9.3,7,0.293,17,0.47100000000000003,8,49.1,26,0.634,15.3,12,41,0.561,23,0.56,14,"February 16, 2019",55.6,15,7.3,3,113.3,73.9,17,0.47600000000000003,62,0.435,27,0.581,36,0.611,22,14,200,108.0,33.3,10,17,81,,6.7,5,0.19399999999999998,12,0.41700000000000004,5,50.9,27,0.512,9.3,8,50,0.44,22,0.462,12,"Burr Gymnasium, Washington, District of Columbia",HOWARD,Howard,75.1,Away,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,24,False,False,False,Away,True,8,23,58,26,53,5,22,62,1,0,177,444,1334,0.5318590704647677,684,1471,0.46498980285520053,167,446,1400,0.4975,0.5416666666666666
25,2019-02-18-20-norfolk-state,57.9,11,9.1,4,100.0,85.3,29,0.373,59,0.322,19,0.305,18,0.778,14,12,200,76.3,13.5,5,16,58,,3.9,3,0.441,26,0.231,6,47.9,34,0.429,16.3,13,33,0.39399999999999996,13,0.5379999999999999,14,"February 18, 2019",54.8,17,15.2,5,76.3,86.5,32,0.523,65,0.47700000000000004,31,0.2,13,0.615,8,11,200,100.0,14.7,5,20,76,,3.9,3,0.32299999999999995,21,0.28600000000000003,6,52.1,37,0.534,12.4,10,44,0.568,25,0.593,16,"Echols Memorial Hall, Norfolk, Virginia",NORTH-CAROLINA-AT,North Carolina A&T,75.9,Home,NORFOLK-STATE,Norfolk State,North Carolina A&T,meac,25,False,False,False,Away,False,6,13,59,34,71,6,25,65,0,1,185,467,1392,0.5348419540229885,710,1524,0.4658792650918635,172,468,1462,0.49658002735978113,0.56
