,away_defensive_rating,away_effective_field_goal_percentage,away_free_throw_attempt_rate,away_offensive_rating,away_three_point_field_goal_percentage,away_total_rebound_percentage,away_true_shooting_percentage,away_turnover_percentage,away_win_percentage,date,home_defensive_rating,home_effective_field_goal_percentage,home_free_throw_attempt_rate,home_free_throw_percentage,home_offensive_rating,home_three_point_field_goal_percentage,home_total_rebound_percentage,home_true_shooting_percentage,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,Unnamed: 0.1,winner,home_team,away_team
16471,88.6,0.508,0.532,105.1,0.294,47.8,0.534,10.5,0.625,"December 16, 2018",105.1,0.366,0.6609999999999999,0.784,88.6,0.2,52.2,0.476,16.2,6,"Mohegan Sun Arena, Uncasville, Connecticut",WEST-VIRGINIA,West Virginia,79.1,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2018-12-16-13-west-virginia,2018-12-16-13-west-virginia,Away,RHODE-ISLAND,WEST-VIRGINIA
16473,88.6,0.508,0.532,105.1,0.294,47.8,0.534,10.5,0.625,"December 16, 2018",105.1,0.366,0.6609999999999999,0.784,88.6,0.2,52.2,0.476,16.2,6,"Mohegan Sun Arena, Uncasville, Connecticut",WEST-VIRGINIA,West Virginia,79.1,RHODE-ISLAND,Rhode Island,West Virginia,big-12,2018-12-16-13-west-virginia,2018-12-16-13-west-virginia,Away,RHODE-ISLAND,WEST-VIRGINIA
16475,106.3,0.5,0.329,103.8,0.333,48.4,0.507,10.1,0.556,"December 22, 2018",103.8,0.591,0.473,0.731,106.3,0.45,51.6,0.624,16.4,5,"Stan Sheriff Center, Honolulu, Hawaii",RHODE-ISLAND,Rhode Island,78.6,BUCKNELL,Bucknell,Rhode Island,atlantic-10,2018-12-22-22-bucknell,2018-12-22-22-bucknell,Home,BUCKNELL,RHODE-ISLAND
16477,106.3,0.5,0.329,103.8,0.333,48.4,0.507,10.1,0.556,"December 22, 2018",103.8,0.591,0.473,0.731,106.3,0.45,51.6,0.624,16.4,5,"Stan Sheriff Center, Honolulu, Hawaii",RHODE-ISLAND,Rhode Island,78.6,BUCKNELL,Bucknell,Bucknell,patriot,2018-12-22-22-bucknell,2018-12-22-22-bucknell,Home,BUCKNELL,RHODE-ISLAND
16479,83.6,0.464,0.482,102.7,0.421,54.5,0.545,19.1,0.6,"December 24, 2018",102.7,0.443,0.659,0.759,83.6,0.333,45.5,0.528,20.9,3,"Stan Sheriff Center, Honolulu, Hawaii",CHARLOTTE,Charlotte,73.3,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2018-12-24-00-charlotte,2018-12-24-00-charlotte,Away,RHODE-ISLAND,CHARLOTTE
16481,83.6,0.464,0.482,102.7,0.421,54.5,0.545,19.1,0.6,"December 24, 2018",102.7,0.443,0.659,0.759,83.6,0.333,45.5,0.528,20.9,3,"Stan Sheriff Center, Honolulu, Hawaii",CHARLOTTE,Charlotte,73.3,RHODE-ISLAND,Rhode Island,Charlotte,cusa,2018-12-24-00-charlotte,2018-12-24-00-charlotte,Away,RHODE-ISLAND,CHARLOTTE
16483,88.2,0.404,0.308,77.9,0.333,48.6,0.445,22.4,0.5379999999999999,"January 6, 2019",77.9,0.445,0.418,0.478,88.2,0.333,51.4,0.455,15.6,10,"Chaifetz Arena, St. Louis, Missouri",RHODE-ISLAND,Rhode Island,68.3,SAINT-LOUIS,Saint Louis,Rhode Island,atlantic-10,2019-01-06-16-saint-louis,2019-01-06-16-saint-louis,Home,SAINT-LOUIS,RHODE-ISLAND
16485,88.2,0.404,0.308,77.9,0.333,48.6,0.445,22.4,0.5379999999999999,"January 6, 2019",77.9,0.445,0.418,0.478,88.2,0.333,51.4,0.455,15.6,10,"Chaifetz Arena, St. Louis, Missouri",RHODE-ISLAND,Rhode Island,68.3,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,2019-01-06-16-saint-louis,2019-01-06-16-saint-louis,Home,SAINT-LOUIS,RHODE-ISLAND
16487,98.5,0.667,0.622,114.7,0.444,60.7,0.669,18.5,0.5710000000000001,"January 9, 2019",114.7,0.544,0.193,0.455,98.5,0.417,39.3,0.5379999999999999,13.9,6,"Robins Center, Richmond, Virginia",RICHMOND,Richmond,67.8,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2019-01-09-19-richmond,2019-01-09-19-richmond,Away,RHODE-ISLAND,RICHMOND
16489,98.5,0.667,0.622,114.7,0.444,60.7,0.669,18.5,0.5710000000000001,"January 9, 2019",114.7,0.544,0.193,0.455,98.5,0.417,39.3,0.5379999999999999,13.9,6,"Robins Center, Richmond, Virginia",RICHMOND,Richmond,67.8,RHODE-ISLAND,Rhode Island,Richmond,atlantic-10,2019-01-09-19-richmond,2019-01-09-19-richmond,Away,RHODE-ISLAND,RICHMOND
16491,107.1,0.435,0.389,90.0,0.278,48.1,0.4920000000000001,21.2,0.353,"January 16, 2019",90.0,0.598,0.565,0.769,107.1,0.385,51.9,0.643,21.8,9,"Ryan Center, Kingston, Rhode Island",ST-BONAVENTURE,St. Bonaventure,70.2,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2019-01-16-18-rhode-island,2019-01-16-18-rhode-island,Home,RHODE-ISLAND,ST-BONAVENTURE
16493,107.1,0.435,0.389,90.0,0.278,48.1,0.4920000000000001,21.2,0.353,"January 16, 2019",90.0,0.598,0.565,0.769,107.1,0.385,51.9,0.643,21.8,9,"Ryan Center, Kingston, Rhode Island",ST-BONAVENTURE,St. Bonaventure,70.2,RHODE-ISLAND,Rhode Island,St. Bonaventure,atlantic-10,2019-01-16-18-rhode-island,2019-01-16-18-rhode-island,Home,RHODE-ISLAND,ST-BONAVENTURE
16495,97.3,0.451,0.49,89.0,0.16699999999999998,47.1,0.517,22.5,0.684,"January 23, 2019",89.0,0.418,0.426,0.769,97.3,0.111,52.9,0.484,15.2,11,"Ryan Center, Kingston, Rhode Island",VIRGINIA-COMMONWEALTH,VCU,73.1,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2019-01-23-19-rhode-island,2019-01-23-19-rhode-island,Home,RHODE-ISLAND,VIRGINIA-COMMONWEALTH
16497,97.3,0.451,0.49,89.0,0.16699999999999998,47.1,0.517,22.5,0.684,"January 23, 2019",89.0,0.418,0.426,0.769,97.3,0.111,52.9,0.484,15.2,11,"Ryan Center, Kingston, Rhode Island",VIRGINIA-COMMONWEALTH,VCU,73.1,RHODE-ISLAND,Rhode Island,Virginia Commonwealth,atlantic-10,2019-01-23-19-rhode-island,2019-01-23-19-rhode-island,Home,RHODE-ISLAND,VIRGINIA-COMMONWEALTH
16499,105.6,0.534,0.322,101.4,0.389,41.0,0.529,12.9,0.55,"January 30, 2019",101.4,0.516,0.279,0.706,105.6,0.333,59.0,0.5429999999999999,19.9,15,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",RHODE-ISLAND,Rhode Island,70.6,DUQUESNE,Duquesne,Rhode Island,atlantic-10,2019-01-30-19-duquesne,2019-01-30-19-duquesne,Home,DUQUESNE,RHODE-ISLAND
16501,105.6,0.534,0.322,101.4,0.389,41.0,0.529,12.9,0.55,"January 30, 2019",101.4,0.516,0.279,0.706,105.6,0.333,59.0,0.5429999999999999,19.9,15,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",RHODE-ISLAND,Rhode Island,70.6,DUQUESNE,Duquesne,Duquesne,atlantic-10,2019-01-30-19-duquesne,2019-01-30-19-duquesne,Home,DUQUESNE,RHODE-ISLAND
16503,106.6,0.444,0.29600000000000004,88.5,0.25,52.3,0.438,16.4,0.636,"February 2, 2019",88.5,0.462,0.423,0.773,106.6,0.222,47.7,0.52,7.5,12,"Ryan Center, Kingston, Rhode Island",SAINT-LOUIS,Saint Louis,61.0,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2019-02-02-16-rhode-island,2019-02-02-16-rhode-island,Home,RHODE-ISLAND,SAINT-LOUIS
16505,106.6,0.444,0.29600000000000004,88.5,0.25,52.3,0.438,16.4,0.636,"February 2, 2019",88.5,0.462,0.423,0.773,106.6,0.222,47.7,0.52,7.5,12,"Ryan Center, Kingston, Rhode Island",SAINT-LOUIS,Saint Louis,61.0,RHODE-ISLAND,Rhode Island,Saint Louis,atlantic-10,2019-02-02-16-rhode-island,2019-02-02-16-rhode-island,Home,RHODE-ISLAND,SAINT-LOUIS
16507,111.5,0.36,0.17600000000000002,86.9,0.125,50.0,0.36,5.2,0.545,"February 6, 2019",86.9,0.593,0.5579999999999999,0.708,111.5,0.409,50.0,0.625,14.4,17,"Belk Arena, Davidson, North Carolina",RHODE-ISLAND,Rhode Island,61.1,DAVIDSON,Davidson,Rhode Island,atlantic-10,2019-02-06-19-davidson,2019-02-06-19-davidson,Home,DAVIDSON,RHODE-ISLAND
16509,111.5,0.36,0.17600000000000002,86.9,0.125,50.0,0.36,5.2,0.545,"February 6, 2019",86.9,0.593,0.5579999999999999,0.708,111.5,0.409,50.0,0.625,14.4,17,"Belk Arena, Davidson, North Carolina",RHODE-ISLAND,Rhode Island,61.1,DAVIDSON,Davidson,Davidson,atlantic-10,2019-02-06-19-davidson,2019-02-06-19-davidson,Home,DAVIDSON,RHODE-ISLAND
16511,78.7,0.6940000000000001,0.245,126.2,0.5,58.2,0.7040000000000001,15.6,0.667,"February 9, 2019",126.2,0.324,0.37,0.65,78.7,0.158,41.8,0.378,16.0,12,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,61.1,DAYTON,Dayton,Rhode Island,atlantic-10,2019-02-09-16-rhode-island,2019-02-09-16-rhode-island,Away,DAYTON,RHODE-ISLAND
16513,78.7,0.6940000000000001,0.245,126.2,0.5,58.2,0.7040000000000001,15.6,0.667,"February 9, 2019",126.2,0.324,0.37,0.65,78.7,0.158,41.8,0.378,16.0,12,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,61.1,DAYTON,Dayton,Dayton,atlantic-10,2019-02-09-16-rhode-island,2019-02-09-16-rhode-island,Away,DAYTON,RHODE-ISLAND
16515,81.8,0.406,0.188,85.7,0.381,39.0,0.439,14.8,0.44,"February 16, 2019",85.7,0.336,0.6729999999999999,0.703,81.8,0.083,61.0,0.434,17.4,12,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,68.3,FORDHAM,Fordham,Rhode Island,atlantic-10,2019-02-16-14-rhode-island,2019-02-16-14-rhode-island,Away,FORDHAM,RHODE-ISLAND
16517,81.8,0.406,0.188,85.7,0.381,39.0,0.439,14.8,0.44,"February 16, 2019",85.7,0.336,0.6729999999999999,0.703,81.8,0.083,61.0,0.434,17.4,12,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,68.3,FORDHAM,Fordham,Fordham,atlantic-10,2019-02-16-14-rhode-island,2019-02-16-14-rhode-island,Away,FORDHAM,RHODE-ISLAND
16519,122.6,0.326,0.419,67.7,0.182,50.0,0.407,27.2,0.48,"February 19, 2019",67.7,0.589,0.065,0.75,122.6,0.407,50.0,0.595,8.6,20,"Stuart Siegel Center, Richmond, Virginia",RHODE-ISLAND,Rhode Island,62.2,VIRGINIA-COMMONWEALTH,VCU,Rhode Island,atlantic-10,2019-02-19-20-virginia-commonwealth,2019-02-19-20-virginia-commonwealth,Home,VIRGINIA-COMMONWEALTH,RHODE-ISLAND
16521,122.6,0.326,0.419,67.7,0.182,50.0,0.407,27.2,0.48,"February 19, 2019",67.7,0.589,0.065,0.75,122.6,0.407,50.0,0.595,8.6,20,"Stuart Siegel Center, Richmond, Virginia",RHODE-ISLAND,Rhode Island,62.2,VIRGINIA-COMMONWEALTH,VCU,Virginia Commonwealth,atlantic-10,2019-02-19-20-virginia-commonwealth,2019-02-19-20-virginia-commonwealth,Home,VIRGINIA-COMMONWEALTH,RHODE-ISLAND
16523,97.1,0.736,0.861,110.3,0.6920000000000001,45.1,0.7390000000000001,25.5,0.741,"February 22, 2019",110.3,0.438,0.411,0.7390000000000001,97.1,0.368,54.9,0.493,19.5,12,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,68.3,DAVIDSON,Davidson,Rhode Island,atlantic-10,2019-02-22-21-rhode-island,2019-02-22-21-rhode-island,Away,DAVIDSON,RHODE-ISLAND
16525,97.1,0.736,0.861,110.3,0.6920000000000001,45.1,0.7390000000000001,25.5,0.741,"February 22, 2019",110.3,0.438,0.411,0.7390000000000001,97.1,0.368,54.9,0.493,19.5,12,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,68.3,DAVIDSON,Davidson,Davidson,atlantic-10,2019-02-22-21-rhode-island,2019-02-22-21-rhode-island,Away,DAVIDSON,RHODE-ISLAND
16527,98.6,0.5479999999999999,0.111,101.4,0.318,43.1,0.5429999999999999,14.3,0.5,"March 1, 2019",101.4,0.564,0.426,0.85,98.6,0.214,56.9,0.619,25.4,19,"University of Dayton Arena, Dayton, Ohio",DAYTON,Dayton,63.0,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2019-03-01-19-dayton,2019-03-01-19-dayton,Away,RHODE-ISLAND,DAYTON
16529,98.6,0.5479999999999999,0.111,101.4,0.318,43.1,0.5429999999999999,14.3,0.5,"March 1, 2019",101.4,0.564,0.426,0.85,98.6,0.214,56.9,0.619,25.4,19,"University of Dayton Arena, Dayton, Ohio",DAYTON,Dayton,63.0,RHODE-ISLAND,Rhode Island,Dayton,atlantic-10,2019-03-01-19-dayton,2019-03-01-19-dayton,Away,RHODE-ISLAND,DAYTON
16531,103.7,0.507,0.353,104.9,0.423,48.1,0.542,6.0,0.517,"March 5, 2019",104.9,0.426,0.338,0.88,103.7,0.306,51.9,0.495,7.6,13,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,72.6,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2019-03-05-19-saint-josephs,2019-03-05-19-saint-josephs,Away,RHODE-ISLAND,SAINT-JOSEPHS
16533,103.7,0.507,0.353,104.9,0.423,48.1,0.542,6.0,0.517,"March 5, 2019",104.9,0.426,0.338,0.88,103.7,0.306,51.9,0.495,7.6,13,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,72.6,RHODE-ISLAND,Rhode Island,Saint Joseph's,atlantic-10,2019-03-05-19-saint-josephs,2019-03-05-19-saint-josephs,Away,RHODE-ISLAND,SAINT-JOSEPHS
16535,101.4,0.475,0.35,108.7,0.385,49.3,0.536,14.8,0.562,"March 15, 2019",108.7,0.457,0.431,0.68,101.4,0.35,50.7,0.501,14.8,25,"Barclays Center, Brooklyn, New York",VIRGINIA-COMMONWEALTH,VCU,69.4,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,2019-03-15-12-virginia-commonwealth,2019-03-15-12-virginia-commonwealth,Away,RHODE-ISLAND,VIRGINIA-COMMONWEALTH
16537,101.4,0.475,0.35,108.7,0.385,49.3,0.536,14.8,0.562,"March 15, 2019",108.7,0.457,0.431,0.68,101.4,0.35,50.7,0.501,14.8,25,"Barclays Center, Brooklyn, New York",VIRGINIA-COMMONWEALTH,VCU,69.4,RHODE-ISLAND,Rhode Island,Virginia Commonwealth,atlantic-10,2019-03-15-12-virginia-commonwealth,2019-03-15-12-virginia-commonwealth,Away,RHODE-ISLAND,VIRGINIA-COMMONWEALTH
16539,109.7,0.398,0.204,82.3,0.263,42.4,0.431,15.8,0.545,"March 16, 2019",82.3,0.443,0.415,0.955,109.7,0.333,57.6,0.536,11.3,18,"Barclays Center, Brooklyn, New York",RHODE-ISLAND,Rhode Island,61.8,ST-BONAVENTURE,St. Bonaventure,Rhode Island,atlantic-10,2019-03-16-13-st-bonaventure,2019-03-16-13-st-bonaventure,Home,ST-BONAVENTURE,RHODE-ISLAND
16541,109.7,0.398,0.204,82.3,0.263,42.4,0.431,15.8,0.545,"March 16, 2019",82.3,0.443,0.415,0.955,109.7,0.333,57.6,0.536,11.3,18,"Barclays Center, Brooklyn, New York",RHODE-ISLAND,Rhode Island,61.8,ST-BONAVENTURE,St. Bonaventure,St. Bonaventure,atlantic-10,2019-03-16-13-st-bonaventure,2019-03-16-13-st-bonaventure,Home,ST-BONAVENTURE,RHODE-ISLAND
16543,102.6,0.473,0.28600000000000003,82.1,0.318,48.6,0.503,25.9,0.0,"November 6, 2018",82.1,0.5,0.517,0.733,102.6,0.267,51.4,0.5539999999999999,14.4,1,"Tudor Fieldhouse, Houston, Texas","Saint Leo
			","Saint Leo
			",77.9,RICE,Rice,Rice,cusa,2018-11-06-20-rice,2018-11-06-20-rice,Home,RICE,"Saint Leo
			"
16544,105.8,0.398,0.203,85.5,0.2,44.3,0.42,12.5,0.0,"November 12, 2018",85.5,0.682,0.5,0.591,105.8,0.4,55.7,0.67,24.1,2,"Tudor Fieldhouse, Houston, Texas",ALABAMA-AM,Alabama A&M,68.8,RICE,Rice,Rice,cusa,2018-11-12-20-rice,2018-11-12-20-rice,Home,RICE,ALABAMA-AM
16546,105.8,0.398,0.203,85.5,0.2,44.3,0.42,12.5,0.0,"November 12, 2018",85.5,0.682,0.5,0.591,105.8,0.4,55.7,0.67,24.1,2,"Tudor Fieldhouse, Houston, Texas",ALABAMA-AM,Alabama A&M,68.8,RICE,Rice,Alabama A&M,swac,2018-11-12-20-rice,2018-11-12-20-rice,Home,RICE,ALABAMA-AM
16548,132.9,0.516,0.281,98.7,0.364,44.8,0.5379999999999999,15.3,0.5,"November 21, 2018",98.7,0.629,0.28600000000000003,0.85,132.9,0.35700000000000004,55.2,0.66,7.1,5,"Marriott Center, Provo, Utah",RICE,Rice,79.0,BRIGHAM-YOUNG,BYU,Rice,cusa,2018-11-21-21-brigham-young,2018-11-21-21-brigham-young,Home,BRIGHAM-YOUNG,RICE
16550,132.9,0.516,0.281,98.7,0.364,44.8,0.5379999999999999,15.3,0.5,"November 21, 2018",98.7,0.629,0.28600000000000003,0.85,132.9,0.35700000000000004,55.2,0.66,7.1,5,"Marriott Center, Provo, Utah",RICE,Rice,79.0,BRIGHAM-YOUNG,BYU,Brigham Young,wcc,2018-11-21-21-brigham-young,2018-11-21-21-brigham-young,Home,BRIGHAM-YOUNG,RICE
16552,116.9,0.414,0.345,79.2,0.154,48.5,0.452,19.3,0.429,"November 25, 2018",79.2,0.523,0.469,0.767,116.9,0.292,51.5,0.575,10.4,3,"Charles Koch Arena, Wichita, Kansas",RICE,Rice,77.4,WICHITA-STATE,Wichita State,Rice,cusa,2018-11-25-15-wichita-state,2018-11-25-15-wichita-state,Home,WICHITA-STATE,RICE
16554,116.9,0.414,0.345,79.2,0.154,48.5,0.452,19.3,0.429,"November 25, 2018",79.2,0.523,0.469,0.767,116.9,0.292,51.5,0.575,10.4,3,"Charles Koch Arena, Wichita, Kansas",RICE,Rice,77.4,WICHITA-STATE,Wichita State,Wichita State,aac,2018-11-25-15-wichita-state,2018-11-25-15-wichita-state,Home,WICHITA-STATE,RICE
16556,110.4,0.425,0.396,89.6,0.292,42.9,0.476,16.2,0.375,"November 28, 2018",89.6,0.565,0.278,0.867,110.4,0.407,57.1,0.605,18.8,6,"Strahan Coliseum, San Marcos, Texas",RICE,Rice,67.1,TEXAS-STATE,Texas State,Rice,cusa,2018-11-28-20-texas-state,2018-11-28-20-texas-state,Home,TEXAS-STATE,RICE
16558,110.4,0.425,0.396,89.6,0.292,42.9,0.476,16.2,0.375,"November 28, 2018",89.6,0.565,0.278,0.867,110.4,0.407,57.1,0.605,18.8,6,"Strahan Coliseum, San Marcos, Texas",RICE,Rice,67.1,TEXAS-STATE,Texas State,Texas State,sun-belt,2018-11-28-20-texas-state,2018-11-28-20-texas-state,Home,TEXAS-STATE,RICE
16560,105.4,0.557,0.131,98.6,0.37,44.1,0.563,17.8,0.0,"December 13, 2018",98.6,0.509,0.464,0.8079999999999999,105.4,0.333,55.9,0.5710000000000001,16.2,4,"Tudor Fieldhouse, Houston, Texas","St. Edward's
			","St. Edward's
			",74.1,RICE,Rice,Rice,cusa,2018-12-13-12-rice,2018-12-13-12-rice,Home,RICE,"St. Edward's
			"
16561,115.6,0.644,0.407,128.6,0.483,41.9,0.703,11.5,0.8,"December 15, 2018",128.6,0.5820000000000001,0.557,0.529,115.6,0.393,58.1,0.5770000000000001,15.6,4,"Tudor Fieldhouse, Houston, Texas",RICE,Rice,68.2,CALIFORNIA-SANTA-BARBARA,UCSB,Rice,cusa,2018-12-15-15-rice,2018-12-15-15-rice,Away,CALIFORNIA-SANTA-BARBARA,RICE
16563,115.6,0.644,0.407,128.6,0.483,41.9,0.703,11.5,0.8,"December 15, 2018",128.6,0.5820000000000001,0.557,0.529,115.6,0.393,58.1,0.5770000000000001,15.6,4,"Tudor Fieldhouse, Houston, Texas",RICE,Rice,68.2,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,2018-12-15-15-rice,2018-12-15-15-rice,Away,CALIFORNIA-SANTA-BARBARA,RICE
16565,89.3,0.529,0.569,100.0,0.421,53.5,0.579,21.1,0.417,"December 18, 2018",100.0,0.426,0.25,0.529,89.3,0.261,46.5,0.44,13.7,7,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,74.9,RICE,Rice,Rice,cusa,2018-12-18-20-texas-pan-american,2018-12-18-20-texas-pan-american,Away,RICE,TEXAS-PAN-AMERICAN
16567,89.3,0.529,0.569,100.0,0.421,53.5,0.579,21.1,0.417,"December 18, 2018",100.0,0.426,0.25,0.529,89.3,0.261,46.5,0.44,13.7,7,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,74.9,RICE,Rice,Texas-Rio Grande Valley,wac,2018-12-18-20-texas-pan-american,2018-12-18-20-texas-pan-american,Away,RICE,TEXAS-PAN-AMERICAN
16569,100.0,0.469,0.109,89.0,0.421,43.5,0.483,13.0,0.5710000000000001,"January 3, 2019",89.0,0.491,0.35100000000000003,0.85,100.0,0.333,56.5,0.5489999999999999,15.4,6,"Tudor Fieldhouse, Houston, Texas",SOUTHERN-MISSISSIPPI,Southern Miss,73.4,RICE,Rice,Rice,cusa,2019-01-03-16-rice,2019-01-03-16-rice,Home,RICE,SOUTHERN-MISSISSIPPI
16571,100.0,0.469,0.109,89.0,0.421,43.5,0.483,13.0,0.5710000000000001,"January 3, 2019",89.0,0.491,0.35100000000000003,0.85,100.0,0.333,56.5,0.5489999999999999,15.4,6,"Tudor Fieldhouse, Houston, Texas",SOUTHERN-MISSISSIPPI,Southern Miss,73.4,RICE,Rice,Southern Mississippi,cusa,2019-01-03-16-rice,2019-01-03-16-rice,Home,RICE,SOUTHERN-MISSISSIPPI
16573,120.3,0.4920000000000001,0.381,100.0,0.25,50.8,0.531,16.9,0.412,"January 10, 2019",100.0,0.575,0.17800000000000002,0.846,120.3,0.387,49.2,0.6,9.2,9,"Convocation Center, San Antonio, Texas",RICE,Rice,79.3,TEXAS-SAN-ANTONIO,UTSA,Rice,cusa,2019-01-10-20-texas-san-antonio,2019-01-10-20-texas-san-antonio,Home,TEXAS-SAN-ANTONIO,RICE
16575,120.3,0.4920000000000001,0.381,100.0,0.25,50.8,0.531,16.9,0.412,"January 10, 2019",100.0,0.575,0.17800000000000002,0.846,120.3,0.387,49.2,0.6,9.2,9,"Convocation Center, San Antonio, Texas",RICE,Rice,79.3,TEXAS-SAN-ANTONIO,UTSA,UTSA,cusa,2019-01-10-20-texas-san-antonio,2019-01-10-20-texas-san-antonio,Home,TEXAS-SAN-ANTONIO,RICE
16577,95.6,0.475,0.217,94.1,0.419,54.2,0.484,16.5,0.389,"January 12, 2019",94.1,0.518,0.232,0.5379999999999999,95.6,0.421,45.8,0.523,17.4,6,"Don Haskins Center, El Paso, Texas",RICE,Rice,68.2,TEXAS-EL-PASO,UTEP,Rice,cusa,2019-01-12-21-texas-el-paso,2019-01-12-21-texas-el-paso,Home,TEXAS-EL-PASO,RICE
16579,95.6,0.475,0.217,94.1,0.419,54.2,0.484,16.5,0.389,"January 12, 2019",94.1,0.518,0.232,0.5379999999999999,95.6,0.421,45.8,0.523,17.4,6,"Don Haskins Center, El Paso, Texas",RICE,Rice,68.2,TEXAS-EL-PASO,UTEP,UTEP,cusa,2019-01-12-21-texas-el-paso,2019-01-12-21-texas-el-paso,Home,TEXAS-EL-PASO,RICE
16581,124.6,0.556,0.381,129.0,0.476,45.9,0.598,3.9,0.667,"January 26, 2019",129.0,0.635,0.5770000000000001,0.667,124.6,0.444,54.1,0.649,16.6,8,"Tudor Fieldhouse, Houston, Texas",RICE,Rice,69.3,ALABAMA-BIRMINGHAM,Alabama-Birmingham,Rice,cusa,2019-01-26-20-rice,2019-01-26-20-rice,Away,ALABAMA-BIRMINGHAM,RICE
16583,124.6,0.556,0.381,129.0,0.476,45.9,0.598,3.9,0.667,"January 26, 2019",129.0,0.635,0.5770000000000001,0.667,124.6,0.444,54.1,0.649,16.6,8,"Tudor Fieldhouse, Houston, Texas",RICE,Rice,69.3,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,2019-01-26-20-rice,2019-01-26-20-rice,Away,ALABAMA-BIRMINGHAM,RICE
16585,92.4,0.49,0.365,98.5,0.5,55.0,0.5329999999999999,19.9,0.409,"January 31, 2019",98.5,0.52,0.24,0.75,92.4,0.24,45.0,0.5479999999999999,15.3,5,"Dale F. Halton Arena, Charlotte, North Carolina",CHARLOTTE,Charlotte,66.4,RICE,Rice,Rice,cusa,2019-01-31-19-charlotte,2019-01-31-19-charlotte,Away,RICE,CHARLOTTE
16587,92.4,0.49,0.365,98.5,0.5,55.0,0.5329999999999999,19.9,0.409,"January 31, 2019",98.5,0.52,0.24,0.75,92.4,0.24,45.0,0.5479999999999999,15.3,5,"Dale F. Halton Arena, Charlotte, North Carolina",CHARLOTTE,Charlotte,66.4,RICE,Rice,Charlotte,cusa,2019-01-31-19-charlotte,2019-01-31-19-charlotte,Away,RICE,CHARLOTTE
16589,92.4,0.5,0.269,100.0,0.385,49.4,0.523,15.5,0.583,"February 7, 2019",100.0,0.455,0.247,0.789,92.4,0.32299999999999995,50.6,0.494,16.6,9,"Tudor Fieldhouse, Houston, Texas",RICE,Rice,73.6,WESTERN-KENTUCKY,Western Kentucky,Rice,cusa,2019-02-07-21-rice,2019-02-07-21-rice,Away,WESTERN-KENTUCKY,RICE
16591,92.4,0.5,0.269,100.0,0.385,49.4,0.523,15.5,0.583,"February 7, 2019",100.0,0.455,0.247,0.789,92.4,0.32299999999999995,50.6,0.494,16.6,9,"Tudor Fieldhouse, Houston, Texas",RICE,Rice,73.6,WESTERN-KENTUCKY,Western Kentucky,Western Kentucky,cusa,2019-02-07-21-rice,2019-02-07-21-rice,Away,WESTERN-KENTUCKY,RICE
16593,103.6,0.472,0.333,78.3,0.231,58.2,0.52,33.4,0.385,"February 14, 2019",78.3,0.5,0.294,0.9,103.6,0.29600000000000004,41.8,0.555,16.3,15,"FIU Arena, Miami, Florida",RICE,Rice,82.5,FLORIDA-INTERNATIONAL,Florida International,Rice,cusa,2019-02-14-19-florida-international,2019-02-14-19-florida-international,Home,FLORIDA-INTERNATIONAL,RICE
16595,103.6,0.472,0.333,78.3,0.231,58.2,0.52,33.4,0.385,"February 14, 2019",78.3,0.5,0.294,0.9,103.6,0.29600000000000004,41.8,0.555,16.3,15,"FIU Arena, Miami, Florida",RICE,Rice,82.5,FLORIDA-INTERNATIONAL,Florida International,Florida International,cusa,2019-02-14-19-florida-international,2019-02-14-19-florida-international,Home,FLORIDA-INTERNATIONAL,RICE
