,arena,boxscore_index,date,datetime,game,location,opponent_abbr,opponent_conference,opponent_name,opponent_rank,overtimes,points_against,points_for,result,season_losses,season_wins,streak,time,type
2010-01-20-stephen-f-austin,William Johnson Coliseum,2010-01-20-stephen-f-austin,"Wed, Jan 20, 2010",2010-01-20,17,Home,texas-arlington,Southland,UT Arlington,,0,65,72,Win,5,12,W 1,,Reg
2010-01-23-stephen-f-austin,William Johnson Coliseum,2010-01-23-stephen-f-austin,"Sat, Jan 23, 2010",2010-01-23,18,Home,southeastern-louisiana,Southland,Southeastern Louisiana,,0,51,62,Win,5,13,W 2,,Reg
2010-01-27-northwestern-state,Prather Coliseum,2010-01-27-northwestern-state,"Wed, Jan 27, 2010",2010-01-27,19,Away,northwestern-state,Southland,Northwestern State,,0,56,66,Win,5,14,W 3,,Reg
2010-01-31-mcneese-state,Burton Coliseum,2010-01-31-mcneese-state,"Sun, Jan 31, 2010",2010-01-31,20,Away,mcneese-state,Southland,McNeese State,,0,55,70,Win,5,15,W 4,,Reg
2010-02-03-stephen-f-austin,William Johnson Coliseum,2010-02-03-stephen-f-austin,"Wed, Feb 3, 2010",2010-02-03,21,Home,nicholls-state,Southland,Nicholls State,,1,67,68,Win,5,16,W 5,,Reg
2010-02-06-lamar,Montagne Center,2010-02-06-lamar,"Sat, Feb 6, 2010",2010-02-06,22,Away,lamar,Southland,Lamar,,0,49,46,Loss,6,16,L 1,,Reg
2010-02-10-stephen-f-austin,William Johnson Coliseum,2010-02-10-stephen-f-austin,"Wed, Feb 10, 2010",2010-02-10,23,Home,northwestern-state,Southland,Northwestern State,,0,59,69,Win,6,17,W 1,,Reg
2010-02-13-stephen-f-austin,William Johnson Coliseum,2010-02-13-stephen-f-austin,"Sat, Feb 13, 2010",2010-02-13,24,Home,mcneese-state,Southland,McNeese State,,0,56,69,Win,6,18,W 2,,Reg
2010-02-20-southeastern-louisiana,University Center,2010-02-20-southeastern-louisiana,"Sat, Feb 20, 2010",2010-02-20,25,Away,southeastern-louisiana,Southland,Southeastern Louisiana,,0,66,56,Loss,7,18,L 1,,Reg
2010-02-24-texas-state,Strahan Coliseum,2010-02-24-texas-state,"Wed, Feb 24, 2010",2010-02-24,26,Away,texas-state,Southland,Texas State,,0,70,77,Win,7,19,W 1,,Reg
2010-02-27-stephen-f-austin,William Johnson Coliseum,2010-02-27-stephen-f-austin,"Sat, Feb 27, 2010",2010-02-27,27,Home,texas-am-corpus-christi,Southland,Texas A&M-Corpus Christi,,0,43,64,Win,7,20,W 2,,Reg
2010-03-03-central-arkansas,Jeff Farris Center,2010-03-03-central-arkansas,"Wed, Mar 3, 2010",2010-03-03,28,Away,Central Arkansas,Southland,Central Arkansas,,0,49,54,Win,7,21,W 3,,Reg
2010-03-06-stephen-f-austin,William Johnson Coliseum,2010-03-06-stephen-f-austin,"Sat, Mar 6, 2010",2010-03-06,29,Home,texas-san-antonio,Southland,UTSA,,0,65,63,Loss,8,21,L 1,,Reg
2010-03-10-texas-arlington,Leonard E. Merrell Center,2010-03-10-texas-arlington,"Wed, Mar 10, 2010",2010-03-10,30,Neutral,texas-arlington,Southland,UT Arlington,,0,54,77,Win,8,22,W 1,,Conf-Tourney
2010-03-11-texas-am-corpus-christi,Leonard E. Merrell Center,2010-03-11-texas-am-corpus-christi,"Thu, Mar 11, 2010",2010-03-11,31,Neutral,texas-am-corpus-christi,Southland,Texas A&M-Corpus Christi,,0,53,60,Win,8,23,W 2,,Conf-Tourney
,Leonard E. Merrell Center,,"Sat, Mar 13, 2010",2010-03-13,32,Neutral,sam-houston-state,Southland,Sam Houston State,,0,64,48,Loss,9,23,L 1,,Conf-Tourney
2009-11-13-stetson,Edmunds Center,2009-11-13-stetson,"Fri, Nov 13, 2009",2009-11-13,1,Home,Averett,Non-DI School,Averett,,0,65,70,Win,0,1,W 1,,Reg
2009-11-15-florida,Stephen C. O'Connell Center,2009-11-15-florida,"Sun, Nov 15, 2009",2009-11-15,2,Away,florida,SEC,Florida,,0,74,46,Loss,1,1,L 1,,Reg
2009-11-18-florida-state,Donald L. Tucker Center,2009-11-18-florida-state,"Wed, Nov 18, 2009",2009-11-18,3,Away,florida-state,ACC,Florida State,,0,80,38,Loss,2,1,L 2,,Reg
2009-11-21-charleston-southern,CSU Fieldhouse,2009-11-21-charleston-southern,"Sat, Nov 21, 2009",2009-11-21,4,Away,charleston-southern,Big South,Charleston Southern,,0,80,64,Loss,3,1,L 3,,Reg
2009-11-25-stetson,Edmunds Center,2009-11-25-stetson,"Wed, Nov 25, 2009",2009-11-25,5,Home,Palm Beach Atlantic,Non-DI School,Palm Beach Atlantic,,0,67,85,Win,3,2,W 1,,Reg
2009-11-30-south-carolina-upstate,G.B. Hodge Center,2009-11-30-south-carolina-upstate,"Mon, Nov 30, 2009",2009-11-30,6,Away,South Carolina Upstate,A-Sun,South Carolina Upstate,,0,78,56,Loss,4,2,L 1,,Reg
2009-12-02-louisville,Freedom Hall,2009-12-02-louisville,"Wed, Dec 2, 2009",2009-12-02,7,Away,louisville,Big East,Louisville,20,0,80,48,Loss,5,2,L 2,,Reg
2009-12-16-stetson,Edmunds Center,2009-12-16-stetson,"Wed, Dec 16, 2009",2009-12-16,8,Home,miami-fl,ACC,Miami (FL),,0,69,49,Loss,6,2,L 3,,Reg
2009-12-21-savannah-state,Tiger Arena,2009-12-21-savannah-state,"Mon, Dec 21, 2009",2009-12-21,9,Away,savannah-state,Ind,Savannah State,,0,57,46,Loss,7,2,L 4,,Reg
2009-12-29-stetson,Edmunds Center,2009-12-29-stetson,"Tue, Dec 29, 2009",2009-12-29,10,Home,Florida Gulf Coast,A-Sun,Florida Gulf Coast,,0,64,72,Win,7,3,W 1,,Reg
2010-01-02-lipscomb,Allen Arena,2010-01-02-lipscomb,"Sat, Jan 2, 2010",2010-01-02,11,Away,lipscomb,A-Sun,Lipscomb,,0,84,63,Loss,8,3,L 1,,Reg
2010-01-04-belmont,Curb Event Center,2010-01-04-belmont,"Mon, Jan 4, 2010",2010-01-04,12,Away,belmont,A-Sun,Belmont,,0,85,71,Loss,9,3,L 2,,Reg
2010-01-08-stetson,Edmunds Center,2010-01-08-stetson,"Fri, Jan 8, 2010",2010-01-08,13,Home,jacksonville,A-Sun,Jacksonville,,0,80,70,Loss,10,3,L 3,,Reg
2010-01-10-stetson,Edmunds Center,2010-01-10-stetson,"Sun, Jan 10, 2010",2010-01-10,14,Home,north-florida,A-Sun,North Florida,,0,54,44,Loss,11,3,L 4,,Reg
2010-01-14-east-tennessee-state,Memorial Center,2010-01-14-east-tennessee-state,"Thu, Jan 14, 2010",2010-01-14,15,Away,east-tennessee-state,A-Sun,East Tennessee State,,0,52,54,Win,11,4,W 1,,Reg
2010-01-16-campbell,John W. Pope Jr. Convocation Center,2010-01-16-campbell,"Sat, Jan 16, 2010",2010-01-16,16,Away,campbell,A-Sun,Campbell,,0,81,55,Loss,12,4,L 1,,Reg
2010-01-22-stetson,Edmunds Center,2010-01-22-stetson,"Fri, Jan 22, 2010",2010-01-22,17,Home,mercer,A-Sun,Mercer,,0,69,76,Win,12,5,W 1,,Reg
2010-01-24-stetson,Edmunds Center,2010-01-24-stetson,"Sun, Jan 24, 2010",2010-01-24,18,Home,kennesaw-state,A-Sun,Kennesaw State,,0,75,59,Loss,13,5,L 1,,Reg
2010-01-27-florida-gulf-coast,Alico Arena,2010-01-27-florida-gulf-coast,"Wed, Jan 27, 2010",2010-01-27,19,Away,Florida Gulf Coast,A-Sun,Florida Gulf Coast,,0,64,53,Loss,14,5,L 2,,Reg
2010-01-30-mercer,University Center,2010-01-30-mercer,"Sat, Jan 30, 2010",2010-01-30,20,Away,mercer,A-Sun,Mercer,,0,91,57,Loss,15,5,L 3,,Reg
2010-02-01-kennesaw-state,KSU Convocation Center,2010-02-01-kennesaw-state,"Mon, Feb 1, 2010",2010-02-01,21,Away,kennesaw-state,A-Sun,Kennesaw State,,0,73,62,Loss,16,5,L 4,,Reg
2010-02-04-stetson,Edmunds Center,2010-02-04-stetson,"Thu, Feb 4, 2010",2010-02-04,22,Home,campbell,A-Sun,Campbell,,0,65,47,Loss,17,5,L 5,,Reg
2010-02-06-stetson,Edmunds Center,2010-02-06-stetson,"Sat, Feb 6, 2010",2010-02-06,23,Home,east-tennessee-state,A-Sun,East Tennessee State,,0,75,60,Loss,18,5,L 6,,Reg
2010-02-11-north-florida,UNF Arena,2010-02-11-north-florida,"Thu, Feb 11, 2010",2010-02-11,24,Away,north-florida,A-Sun,North Florida,,0,60,71,Win,18,6,W 1,,Reg
2010-02-13-jacksonville,Jacksonville Veteran's Memorial Arena,2010-02-13-jacksonville,"Sat, Feb 13, 2010",2010-02-13,25,Away,jacksonville,A-Sun,Jacksonville,,0,69,54,Loss,19,6,L 1,,Reg
2010-02-15-stetson,Edmunds Center,2010-02-15-stetson,"Mon, Feb 15, 2010",2010-02-15,26,Home,savannah-state,Ind,Savannah State,,0,82,68,Loss,20,6,L 2,,Reg
2010-02-18-stetson,Edmunds Center,2010-02-18-stetson,"Thu, Feb 18, 2010",2010-02-18,27,Home,belmont,A-Sun,Belmont,,0,79,70,Loss,21,6,L 3,,Reg
2010-02-20-stetson,Edmunds Center,2010-02-20-stetson,"Sat, Feb 20, 2010",2010-02-20,28,Home,lipscomb,A-Sun,Lipscomb,,0,85,71,Loss,22,6,L 4,,Reg
2010-02-27-stetson,Edmunds Center,2010-02-27-stetson,"Sat, Feb 27, 2010",2010-02-27,29,Home,South Carolina Upstate,A-Sun,South Carolina Upstate,,0,60,65,Win,22,7,W 1,,Reg
2009-11-13-maryland-eastern-shore,Hytche Athletic Center,2009-11-13-maryland-eastern-shore,"Fri, Nov 13, 2009",2009-11-13,1,Away,maryland-eastern-shore,MEAC,Maryland-Eastern Shore,,0,57,75,Win,0,1,W 1,,Reg
2009-11-16-stony-brook,Pritchard Gymnasium,2009-11-16-stony-brook,"Mon, Nov 16, 2009",2009-11-16,2,Home,Mt. St. Mary (NY),Non-DI School,Mt. St. Mary (NY),,0,53,87,Win,0,2,W 2,,Reg
2009-11-21-wagner,Spiro Sports Center,2009-11-21-wagner,"Sat, Nov 21, 2009",2009-11-21,3,Away,wagner,NEC,Wagner,,0,48,72,Win,0,3,W 3,,Reg
2009-11-24-rhode-island,Thomas M. Ryan Center,2009-11-24-rhode-island,"Tue, Nov 24, 2009",2009-11-24,4,Away,rhode-island,A-10,Rhode Island,,0,75,58,Loss,1,3,L 1,,Reg
2009-11-28-stony-brook,Pritchard Gymnasium,2009-11-28-stony-brook,"Sat, Nov 28, 2009",2009-11-28,5,Home,njit,GWC,NJIT,,0,46,60,Win,1,4,W 1,,Reg
2009-11-30-lehigh,Stabler Arena,2009-11-30-lehigh,"Mon, Nov 30, 2009",2009-11-30,6,Away,lehigh,Patriot,Lehigh,,0,52,71,Win,1,5,W 2,,Reg
2009-12-02-st-johns-ny,Madison Square Garden (IV),2009-12-02-st-johns-ny,"Wed, Dec 2, 2009",2009-12-02,7,Away,st-johns-ny,Big East,St. John's (NY),,0,63,55,Loss,2,5,L 1,,Reg
2009-12-05-stony-brook,Pritchard Gymnasium,2009-12-05-stony-brook,"Sat, Dec 5, 2009",2009-12-05,8,Home,columbia,Ivy,Columbia,,0,60,63,Win,2,6,W 1,,Reg
2009-12-08-fordham,Rose Hill Gym,2009-12-08-fordham,"Tue, Dec 8, 2009",2009-12-08,9,Away,fordham,A-10,Fordham,,0,93,77,Loss,3,6,L 1,,Reg
2009-12-12-colgate,Cotterell Court,2009-12-12-colgate,"Sat, Dec 12, 2009",2009-12-12,10,Away,colgate,Patriot,Colgate,,0,55,66,Win,3,7,W 1,,Reg
2009-12-21-sacred-heart,William H. Pitt Center,2009-12-21-sacred-heart,"Mon, Dec 21, 2009",2009-12-21,11,Away,sacred-heart,NEC,Sacred Heart,,0,78,70,Loss,4,7,L 1,,Reg
2009-12-28-stony-brook,Pritchard Gymnasium,2009-12-28-stony-brook,"Mon, Dec 28, 2009",2009-12-28,12,Home,saint-peters,MAAC,Saint Peter's,,0,67,46,Loss,5,7,L 2,,Reg
2009-12-31-stony-brook,Pritchard Gymnasium,2009-12-31-stony-brook,"Thu, Dec 31, 2009",2009-12-31,13,Home,holy-cross,Patriot,Holy Cross,,0,60,69,Win,5,8,W 1,,Reg
2010-01-02-boston-university,Agganis Arena,2010-01-02-boston-university,"Sat, Jan 2, 2010",2010-01-02,14,Away,boston-university,AEC,Boston University,,0,75,84,Win,5,9,W 2,,Reg
2010-01-07-stony-brook,Pritchard Gymnasium,2010-01-07-stony-brook,"Thu, Jan 7, 2010",2010-01-07,15,Home,hartford,AEC,Hartford,,0,59,70,Win,5,10,W 3,,Reg
2010-01-10-stony-brook,Pritchard Gymnasium,2010-01-10-stony-brook,"Sun, Jan 10, 2010",2010-01-10,16,Home,new-hampshire,AEC,New Hampshire,,0,63,69,Win,5,11,W 4,,Reg
2010-01-12-binghamton,Events Center,2010-01-12-binghamton,"Tue, Jan 12, 2010",2010-01-12,17,Away,binghamton,AEC,Binghamton,,0,64,62,Loss,6,11,L 1,,Reg
2010-01-16-maine,Alfond Arena,2010-01-16-maine,"Sat, Jan 16, 2010",2010-01-16,18,Away,maine,AEC,Maine,,0,67,61,Loss,7,11,L 2,,Reg
2010-01-18-stony-brook,Pritchard Gymnasium,2010-01-18-stony-brook,"Mon, Jan 18, 2010",2010-01-18,19,Home,maryland-baltimore-county,AEC,Maryland-Baltimore County,,0,69,81,Win,7,12,W 1,,Reg
2010-01-21-vermont,Roy L. Patrick Gymnasium,2010-01-21-vermont,"Thu, Jan 21, 2010",2010-01-21,20,Away,vermont,AEC,Vermont,,0,60,65,Win,7,13,W 2,,Reg
2010-01-24-stony-brook,Pritchard Gymnasium,2010-01-24-stony-brook,"Sun, Jan 24, 2010",2010-01-24,21,Home,albany-ny,AEC,Albany (NY),,0,61,67,Win,7,14,W 3,,Reg
2010-01-30-stony-brook,Pritchard Gymnasium,2010-01-30-stony-brook,"Sat, Jan 30, 2010",2010-01-30,22,Home,boston-university,AEC,Boston University,,0,55,71,Win,7,15,W 4,,Reg
2010-02-03-hartford,Chase Arena at Reich Family Pavilion,2010-02-03-hartford,"Wed, Feb 3, 2010",2010-02-03,23,Away,hartford,AEC,Hartford,,0,44,54,Win,7,16,W 5,,Reg
2010-02-10-stony-brook,Pritchard Gymnasium,2010-02-10-stony-brook,"Wed, Feb 10, 2010",2010-02-10,24,Home,maine,AEC,Maine,,0,64,83,Win,7,17,W 6,,Reg
2010-02-13-stony-brook,Pritchard Gymnasium,2010-02-13-stony-brook,"Sat, Feb 13, 2010",2010-02-13,25,Home,binghamton,AEC,Binghamton,,0,61,81,Win,7,18,W 7,,Reg
2010-02-16-maryland-baltimore-county,RAC Arena,2010-02-16-maryland-baltimore-county,"Tue, Feb 16, 2010",2010-02-16,26,Away,maryland-baltimore-county,AEC,Maryland-Baltimore County,,0,72,86,Win,7,19,W 8,,Reg
2010-02-19-albany-ny,SEFCU Arena,2010-02-19-albany-ny,"Fri, Feb 19, 2010",2010-02-19,27,Away,albany-ny,AEC,Albany (NY),,0,66,68,Win,7,20,W 9,,Reg
2010-02-24-stony-brook,Pritchard Gymnasium,2010-02-24-stony-brook,"Wed, Feb 24, 2010",2010-02-24,28,Home,vermont,AEC,Vermont,,0,78,82,Win,7,21,W 10,,Reg
2010-02-28-new-hampshire,Lundholm Gymnasium,2010-02-28-new-hampshire,"Sun, Feb 28, 2010",2010-02-28,29,Away,new-hampshire,AEC,New Hampshire,,0,77,55,Loss,8,21,L 1,,Reg
2010-03-06-albany-ny,Chase Arena at Reich Family Pavilion,2010-03-06-albany-ny,"Sat, Mar 6, 2010",2010-03-06,30,Neutral,albany-ny,AEC,Albany (NY),,0,59,68,Win,8,22,W 1,,Conf-Tourney
2010-03-07-stony-brook,Chase Arena at Reich Family Pavilion,2010-03-07-stony-brook,"Sun, Mar 7, 2010",2010-03-07,31,Neutral,boston-university,AEC,Boston University,,0,70,63,Loss,9,22,L 1,,Conf-Tourney
2010-03-17-stony-brook,Pritchard Gymnasium,2010-03-17-stony-brook,"Wed, Mar 17, 2010",2010-03-17,32,Home,illinois,Big Ten,Illinois,,0,76,66,Loss,10,22,L 2,,NIT
2009-11-09-syracuse,Carrier Dome,2009-11-09-syracuse,"Mon, Nov 9, 2009",2009-11-09,1,Home,albany-ny,AEC,Albany (NY),,0,43,75,Win,0,1,W 1,,Reg
2009-11-11-syracuse,Carrier Dome,2009-11-11-syracuse,"Wed, Nov 11, 2009",2009-11-11,2,Home,robert-morris,NEC,Robert Morris,,0,60,100,Win,0,2,W 2,,Reg
2009-11-19-california,Madison Square Garden (IV),2009-11-19-california,"Thu, Nov 19, 2009",2009-11-19,3,Neutral,california,Pac-10,California,13,0,73,95,Win,0,3,W 3,,Reg
2009-11-20-north-carolina,Madison Square Garden (IV),2009-11-20-north-carolina,"Fri, Nov 20, 2009",2009-11-20,4,Neutral,north-carolina,ACC,North Carolina,6,0,71,87,Win,0,4,W 4,,Reg
2009-11-24-syracuse,Carrier Dome,2009-11-24-syracuse,"Tue, Nov 24, 2009",2009-11-24,5,Home,cornell,Ivy,Cornell,,0,73,88,Win,0,5,W 5,,Reg
2009-11-27-syracuse,Carrier Dome,2009-11-27-syracuse,"Fri, Nov 27, 2009",2009-11-27,6,Home,columbia,Ivy,Columbia,,0,60,85,Win,0,6,W 6,,Reg
2009-11-30-syracuse,Carrier Dome,2009-11-30-syracuse,"Mon, Nov 30, 2009",2009-11-30,7,Home,colgate,Patriot,Colgate,,0,58,92,Win,0,7,W 7,,Reg
2009-12-05-syracuse,Carrier Dome,2009-12-05-syracuse,"Sat, Dec 5, 2009",2009-12-05,8,Home,maine,AEC,Maine,,0,55,101,Win,0,8,W 8,,Reg
2009-12-10-florida,St. Pete Times Forum,2009-12-10-florida,"Thu, Dec 10, 2009",2009-12-10,9,Neutral,florida,SEC,Florida,10,0,73,85,Win,0,9,W 9,,Reg
2009-12-13-syracuse,Carrier Dome,2009-12-13-syracuse,"Sun, Dec 13, 2009",2009-12-13,10,Home,st-francis-ny,NEC,St. Francis (NY),,0,51,75,Win,0,10,W 10,,Reg
2009-12-19-syracuse,Carrier Dome,2009-12-19-syracuse,"Sat, Dec 19, 2009",2009-12-19,11,Home,st-bonaventure,A-10,St. Bonaventure,,0,72,85,Win,0,11,W 11,,Reg
2009-12-22-syracuse,Carrier Dome,2009-12-22-syracuse,"Tue, Dec 22, 2009",2009-12-22,12,Home,oakland,Summit,Oakland,,0,60,92,Win,0,12,W 12,,Reg
2009-12-29-seton-hall,Prudential Center,2009-12-29-seton-hall,"Tue, Dec 29, 2009",2009-12-29,13,Away,seton-hall,Big East,Seton Hall,,0,73,80,Win,0,13,W 13,,Reg
2010-01-02-syracuse,Carrier Dome,2010-01-02-syracuse,"Sat, Jan 2, 2010",2010-01-02,14,Home,pittsburgh,Big East,Pittsburgh,,0,82,72,Loss,1,13,L 1,,Reg
2010-01-06-syracuse,Carrier Dome,2010-01-06-syracuse,"Wed, Jan 6, 2010",2010-01-06,15,Home,memphis,CUSA,Memphis,,0,57,74,Win,1,14,W 1,,Reg
2010-01-10-syracuse,Carrier Dome,2010-01-10-syracuse,"Sun, Jan 10, 2010",2010-01-10,16,Home,south-florida,Big East,South Florida,,0,65,82,Win,1,15,W 2,,Reg
2010-01-13-rutgers,Louis Brown Athletic Center,2010-01-13-rutgers,"Wed, Jan 13, 2010",2010-01-13,17,Away,rutgers,Big East,Rutgers,,0,65,81,Win,1,16,W 3,,Reg
2010-01-16-west-virginia,WVU Coliseum,2010-01-16-west-virginia,"Sat, Jan 16, 2010",2010-01-16,18,Away,west-virginia,Big East,West Virginia,10,0,71,72,Win,1,17,W 4,,Reg
2010-01-18-notre-dame,Purcell Pavilion at the Joyce Center,2010-01-18-notre-dame,"Mon, Jan 18, 2010",2010-01-18,19,Away,notre-dame,Big East,Notre Dame,,0,71,84,Win,1,18,W 5,,Reg
2010-01-23-syracuse,Carrier Dome,2010-01-23-syracuse,"Sat, Jan 23, 2010",2010-01-23,20,Home,marquette,Big East,Marquette,,0,71,76,Win,1,19,W 6,,Reg
2010-01-25-syracuse,Carrier Dome,2010-01-25-syracuse,"Mon, Jan 25, 2010",2010-01-25,21,Home,georgetown,Big East,Georgetown,7,0,56,73,Win,1,20,W 7,,Reg
2010-01-30-depaul,Allstate Arena,2010-01-30-depaul,"Sat, Jan 30, 2010",2010-01-30,22,Away,depaul,Big East,DePaul,,0,57,59,Win,1,21,W 8,,Reg
2010-02-02-syracuse,Carrier Dome,2010-02-02-syracuse,"Tue, Feb 2, 2010",2010-02-02,23,Home,providence,Big East,Providence,,0,68,85,Win,1,22,W 9,,Reg
2010-02-07-cincinnati,Fifth Third Arena,2010-02-07-cincinnati,"Sun, Feb 7, 2010",2010-02-07,24,Away,cincinnati,Big East,Cincinnati,,0,54,71,Win,1,23,W 10,,Reg
2010-02-10-syracuse,Carrier Dome,2010-02-10-syracuse,"Wed, Feb 10, 2010",2010-02-10,25,Home,connecticut,Big East,Connecticut,,0,67,72,Win,1,24,W 11,,Reg
2010-02-14-syracuse,Carrier Dome,2010-02-14-syracuse,"Sun, Feb 14, 2010",2010-02-14,26,Home,louisville,Big East,Louisville,,0,66,60,Loss,2,24,L 1,,Reg
2010-02-18-georgetown,Verizon Center,2010-02-18-georgetown,"Thu, Feb 18, 2010",2010-02-18,27,Away,georgetown,Big East,Georgetown,10,0,71,75,Win,2,25,W 1,,Reg
2010-02-23-providence,Dunkin' Donuts Center,2010-02-23-providence,"Tue, Feb 23, 2010",2010-02-23,28,Away,providence,Big East,Providence,,0,85,99,Win,2,26,W 2,,Reg
2010-02-27-syracuse,Carrier Dome,2010-02-27-syracuse,"Sat, Feb 27, 2010",2010-02-27,29,Home,villanova,Big East,Villanova,7,0,77,95,Win,2,27,W 3,,Reg
2010-03-02-syracuse,Carrier Dome,2010-03-02-syracuse,"Tue, Mar 2, 2010",2010-03-02,30,Home,st-johns-ny,Big East,St. John's (NY),,0,66,85,Win,2,28,W 4,,Reg
2010-03-06-louisville,Freedom Hall,2010-03-06-louisville,"Sat, Mar 6, 2010",2010-03-06,31,Away,louisville,Big East,Louisville,,0,78,68,Loss,3,28,L 1,,Reg
2010-03-11-syracuse,Madison Square Garden (IV),2010-03-11-syracuse,"Thu, Mar 11, 2010",2010-03-11,32,Neutral,georgetown,Big East,Georgetown,22,0,91,84,Loss,4,28,L 2,,Conf-Tourney
2010-03-19-syracuse,HSBC Arena,2010-03-19-syracuse,"Fri, Mar 19, 2010",2010-03-19,33,Neutral,vermont,AEC,Vermont,,0,56,79,Win,4,29,W 1,,NCAA
2010-03-21-gonzaga,HSBC Arena,2010-03-21-gonzaga,"Sun, Mar 21, 2010",2010-03-21,34,Neutral,gonzaga,WCC,Gonzaga,22,0,65,87,Win,4,30,W 2,,NCAA
2010-03-25-butler,EnergySolutions Arena,2010-03-25-butler,"Thu, Mar 25, 2010",2010-03-25,35,Neutral,butler,Horizon,Butler,11,0,63,59,Loss,5,30,L 1,,NCAA
2009-11-14-delaware,Bob Carpenter Center,2009-11-14-delaware,"Sat, Nov 14, 2009",2009-11-14,1,Away,delaware,CAA,Delaware,,0,56,76,Win,0,1,W 1,,Reg
2009-11-17-georgetown,Verizon Center,2009-11-17-georgetown,"Tue, Nov 17, 2009",2009-11-17,2,Away,georgetown,Big East,Georgetown,19,0,46,45,Loss,1,1,L 1,,Reg
2009-11-21-temple,Liacouras Center,2009-11-21-temple,"Sat, Nov 21, 2009",2009-11-21,3,Home,siena,MAAC,Siena,,0,69,73,Win,1,2,W 1,,Reg
2009-11-24-temple,Liacouras Center,2009-11-24-temple,"Tue, Nov 24, 2009",2009-11-24,4,Home,ball-state,MAC,Ball State,,0,46,66,Win,1,3,W 2,,Reg
2009-11-27-temple,The Palestra,2009-11-27-temple,"Fri, Nov 27, 2009",2009-11-27,5,Home,virginia-tech,ACC,Virginia Tech,,0,50,61,Win,1,4,W 3,,Reg
2009-11-28-temple,Liacouras Center,2009-11-28-temple,"Sat, Nov 28, 2009",2009-11-28,6,Home,st-johns-ny,Big East,St. John's (NY),,0,55,48,Loss,2,4,L 1,,Reg
2009-12-01-western-michigan,University Arena,2009-12-01-western-michigan,"Tue, Dec 1, 2009",2009-12-01,7,Away,western-michigan,MAC,Western Michigan,,0,70,76,Win,2,5,W 1,,Reg
2009-12-05-temple,Liacouras Center,2009-12-05-temple,"Sat, Dec 5, 2009",2009-12-05,8,Home,penn-state,Big Ten,Penn State,,0,42,45,Win,2,6,W 2,,Reg
2009-12-08-miami-oh,Millett Hall,2009-12-08-miami-oh,"Tue, Dec 8, 2009",2009-12-08,9,Away,miami-oh,MAC,Miami (OH),,0,42,64,Win,2,7,W 3,,Reg
2009-12-13-temple,Liacouras Center,2009-12-13-temple,"Sun, Dec 13, 2009",2009-12-13,10,Home,villanova,Big East,Villanova,3,0,65,75,Win,2,8,W 4,,Reg
2009-12-19-seton-hall,Prudential Center,2009-12-19-seton-hall,"Sat, Dec 19, 2009",2009-12-19,11,Away,seton-hall,Big East,Seton Hall,,0,65,71,Win,2,9,W 5,,Reg
2009-12-28-temple,Liacouras Center,2009-12-28-temple,"Mon, Dec 28, 2009",2009-12-28,12,Home,bowling-green-state,MAC,Bowling Green State,,0,39,63,Win,2,10,W 6,,Reg
2009-12-30-northern-illinois,Convocation Center,2009-12-30-northern-illinois,"Wed, Dec 30, 2009",2009-12-30,13,Away,northern-illinois,MAC,Northern Illinois,,0,60,70,Win,2,11,W 7,,Reg
2010-01-02-temple,Liacouras Center,2010-01-02-temple,"Sat, Jan 2, 2010",2010-01-02,14,Home,kansas,Big 12,Kansas,1,0,84,52,Loss,3,11,L 1,,Reg
2010-01-06-temple,Liacouras Center,2010-01-06-temple,"Wed, Jan 6, 2010",2010-01-06,15,Home,saint-josephs,A-10,Saint Joseph's,,0,46,73,Win,3,12,W 1,,Reg
2010-01-10-rhode-island,Thomas M. Ryan Center,2010-01-10-rhode-island,"Sun, Jan 10, 2010",2010-01-10,16,Away,rhode-island,A-10,Rhode Island,,1,64,68,Win,3,13,W 2,,Reg
2010-01-13-pennsylvania,The Palestra,2010-01-13-pennsylvania,"Wed, Jan 13, 2010",2010-01-13,17,Away,pennsylvania,Ivy,Pennsylvania,,0,45,60,Win,3,14,W 3,,Reg
2010-01-16-temple,Liacouras Center,2010-01-16-temple,"Sat, Jan 16, 2010",2010-01-16,18,Home,massachusetts,A-10,Massachusetts,,0,64,76,Win,3,15,W 4,,Reg
2010-01-20-temple,Liacouras Center,2010-01-20-temple,"Wed, Jan 20, 2010",2010-01-20,19,Home,xavier,A-10,Xavier,,0,72,77,Win,3,16,W 5,,Reg
2010-01-23-fordham,Rose Hill Gym,2010-01-23-fordham,"Sat, Jan 23, 2010",2010-01-23,20,Away,fordham,A-10,Fordham,,0,45,62,Win,3,17,W 6,,Reg
2010-01-27-charlotte,Dale F. Halton Arena,2010-01-27-charlotte,"Wed, Jan 27, 2010",2010-01-27,21,Away,charlotte,A-10,Charlotte,,0,74,64,Loss,4,17,L 1,,Reg
2010-01-30-temple,Liacouras Center,2010-01-30-temple,"Sat, Jan 30, 2010",2010-01-30,22,Home,la-salle,A-10,La Salle,,0,52,64,Win,4,18,W 1,,Reg
2010-02-03-temple,Liacouras Center,2010-02-03-temple,"Wed, Feb 3, 2010",2010-02-03,23,Home,duquesne,A-10,Duquesne,,0,60,76,Win,4,19,W 2,,Reg
2010-02-06-richmond,Robins Center,2010-02-06-richmond,"Sat, Feb 6, 2010",2010-02-06,24,Away,richmond,A-10,Richmond,,0,71,54,Loss,5,19,L 1,,Reg
