,arena,boxscore_index,date,datetime,game,location,opponent_abbr,opponent_conference,opponent_name,opponent_rank,overtimes,points_against,points_for,result,season_losses,season_wins,streak,time,type
2009-11-16-cleveland-state,Henry J. Goodman Arena,2009-11-16-cleveland-state,"Mon, Nov 16, 2009",2009-11-16,2,Home,Wilmington (OH),Non-DI School,Wilmington (OH),,0,74,99,Win,1,1,W 1,,Reg
2009-11-19-cleveland-state,Henry J. Goodman Arena,2009-11-19-cleveland-state,"Thu, Nov 19, 2009",2009-11-19,3,Home,florida-am,MEAC,Florida A&M,,0,64,78,Win,1,2,W 2,,Reg
2009-11-21-cleveland-state,Henry J. Goodman Arena,2009-11-21-cleveland-state,"Sat, Nov 21, 2009",2009-11-21,4,Home,sam-houston-state,Southland,Sam Houston State,,0,65,80,Win,1,3,W 3,,Reg
2009-11-24-cleveland-state,Moon Palace Resort,2009-11-24-cleveland-state,"Tue, Nov 24, 2009",2009-11-24,5,Neutral,kentucky,SEC,Kentucky,5,0,73,49,Loss,2,3,L 1,,Reg
2009-11-25-cleveland-state,Moon Palace Resort,2009-11-25-cleveland-state,"Wed, Nov 25, 2009",2009-11-25,6,Neutral,virginia,ACC,Virginia,,0,76,65,Loss,3,3,L 2,,Reg
2009-11-28-cleveland-state,Henry J. Goodman Arena,2009-11-28-cleveland-state,"Sat, Nov 28, 2009",2009-11-28,7,Home,wichita-state,MVC,Wichita State,,0,69,54,Loss,4,3,L 3,,Reg
2009-12-03-wright-state,Ervin J. Nutter Center,2009-12-03-wright-state,"Thu, Dec 3, 2009",2009-12-03,8,Away,wright-state,Horizon,Wright State,,0,73,64,Loss,5,3,L 4,,Reg
2009-12-05-detroit-mercy,Calihan Hall,2009-12-05-detroit-mercy,"Sat, Dec 5, 2009",2009-12-05,9,Away,detroit-mercy,Horizon,Detroit Mercy,,0,69,62,Loss,6,3,L 5,,Reg
,Henry J. Goodman Arena,,"Sat, Dec 12, 2009",2009-12-12,10,Home,Wilberforce,Non-DI School,Wilberforce,,0,61,113,Win,6,4,W 1,,Reg
2009-12-15-cleveland-state,Henry J. Goodman Arena,2009-12-15-cleveland-state,"Tue, Dec 15, 2009",2009-12-15,11,Home,robert-morris,NEC,Robert Morris,,0,78,70,Loss,7,4,L 1,,Reg
2009-12-19-cleveland-state,Henry J. Goodman Arena,2009-12-19-cleveland-state,"Sat, Dec 19, 2009",2009-12-19,12,Home,west-virginia,Big East,West Virginia,6,0,80,78,Loss,8,4,L 2,,Reg
2009-12-22-ohio-state,Value City Arena,2009-12-22-ohio-state,"Tue, Dec 22, 2009",2009-12-22,13,Away,ohio-state,Big Ten,Ohio State,17,0,72,59,Loss,9,4,L 3,,Reg
2009-12-29-kansas-state,Bramlage Coliseum,2009-12-29-kansas-state,"Tue, Dec 29, 2009",2009-12-29,14,Away,kansas-state,Big 12,Kansas State,12,0,85,56,Loss,10,4,L 4,,Reg
2010-01-02-youngstown-state,Beeghly Center,2010-01-02-youngstown-state,"Sat, Jan 2, 2010",2010-01-02,15,Away,youngstown-state,Horizon,Youngstown State,,0,48,70,Win,10,5,W 1,,Reg
,Henry J. Goodman Arena,,"Thu, Jan 7, 2010",2010-01-07,16,Home,loyola-il,Horizon,Loyola (IL),,0,57,62,Win,10,6,W 2,,Reg
2010-01-09-cleveland-state,Henry J. Goodman Arena,2010-01-09-cleveland-state,"Sat, Jan 9, 2010",2010-01-09,17,Home,illinois-chicago,Horizon,Illinois-Chicago,,0,63,70,Win,10,7,W 3,,Reg
2010-01-14-butler,Hinkle Fieldhouse,2010-01-14-butler,"Thu, Jan 14, 2010",2010-01-14,18,Away,butler,Horizon,Butler,,0,64,55,Loss,11,7,L 1,,Reg
2010-01-16-valparaiso,Athletics-Recreation Center,2010-01-16-valparaiso,"Sat, Jan 16, 2010",2010-01-16,19,Away,valparaiso,Horizon,Valparaiso,,0,78,71,Loss,12,7,L 2,,Reg
2010-01-22-cleveland-state,Henry J. Goodman Arena,2010-01-22-cleveland-state,"Fri, Jan 22, 2010",2010-01-22,20,Home,green-bay,Horizon,Green Bay,,0,50,64,Win,12,8,W 1,,Reg
,Henry J. Goodman Arena,,"Sun, Jan 24, 2010",2010-01-24,21,Home,milwaukee,Horizon,Milwaukee,,0,72,73,Win,12,9,W 2,,Reg
,Henry J. Goodman Arena,,"Sat, Jan 30, 2010",2010-01-30,22,Home,youngstown-state,Horizon,Youngstown State,,0,69,77,Win,12,10,W 3,,Reg
2010-02-04-illinois-chicago,UIC Pavilion,2010-02-04-illinois-chicago,"Thu, Feb 4, 2010",2010-02-04,23,Away,illinois-chicago,Horizon,Illinois-Chicago,,0,63,74,Win,12,11,W 4,,Reg
2010-02-06-loyola-il,Joseph J. Gentile Center,2010-02-06-loyola-il,"Sat, Feb 6, 2010",2010-02-06,24,Away,loyola-il,Horizon,Loyola (IL),,0,56,59,Win,12,12,W 5,,Reg
,Henry J. Goodman Arena,,"Thu, Feb 11, 2010",2010-02-11,25,Home,valparaiso,Horizon,Valparaiso,,0,71,80,Win,12,13,W 6,,Reg
2010-02-13-cleveland-state,Henry J. Goodman Arena,2010-02-13-cleveland-state,"Sat, Feb 13, 2010",2010-02-13,26,Home,butler,Horizon,Butler,18,0,70,59,Loss,13,13,L 1,,Reg
2010-02-16-green-bay,Resch Center,2010-02-16-green-bay,"Tue, Feb 16, 2010",2010-02-16,27,Away,green-bay,Horizon,Green Bay,,0,74,57,Loss,14,13,L 2,,Reg
2010-02-18-milwaukee,U.S. Cellular Arena,2010-02-18-milwaukee,"Thu, Feb 18, 2010",2010-02-18,28,Away,milwaukee,Horizon,Milwaukee,,0,69,59,Loss,15,13,L 3,,Reg
2010-02-20-cleveland-state,Henry J. Goodman Arena,2010-02-20-cleveland-state,"Sat, Feb 20, 2010",2010-02-20,29,Home,toledo,MAC,Toledo,,0,63,87,Win,15,14,W 1,,Reg
,Henry J. Goodman Arena,,"Thu, Feb 25, 2010",2010-02-25,30,Home,detroit-mercy,Horizon,Detroit Mercy,,0,65,54,Loss,16,14,L 1,,Reg
2010-02-27-cleveland-state,Henry J. Goodman Arena,2010-02-27-cleveland-state,"Sat, Feb 27, 2010",2010-02-27,31,Home,wright-state,Horizon,Wright State,,0,63,68,Win,16,15,W 1,,Reg
,Henry J. Goodman Arena,,"Tue, Mar 2, 2010",2010-03-02,32,Home,loyola-il,Horizon,Loyola (IL),,0,66,80,Win,16,16,W 2,,Conf-Tourney
2010-03-05-cleveland-state,Hinkle Fieldhouse,2010-03-05-cleveland-state,"Fri, Mar 5, 2010",2010-03-05,33,Neutral,milwaukee,Horizon,Milwaukee,,0,82,75,Loss,17,16,L 1,,Conf-Tourney
2009-11-13-coastal-carolina,Kimbel Arena,2009-11-13-coastal-carolina,"Fri, Nov 13, 2009",2009-11-13,1,Home,college-of-charleston,Southern,College of Charleston,,0,59,70,Win,0,1,W 1,,Reg
2009-11-16-duke,Cameron Indoor Stadium,2009-11-16-duke,"Mon, Nov 16, 2009",2009-11-16,2,Away,duke,ACC,Duke,9,0,74,49,Loss,1,1,L 1,,Reg
2009-11-17-elon,Cameron Indoor Stadium,2009-11-17-elon,"Tue, Nov 17, 2009",2009-11-17,3,Neutral,elon,Southern,Elon,,0,46,69,Win,1,2,W 1,,Reg
2009-11-21-coastal-carolina,Kimbel Arena,2009-11-21-coastal-carolina,"Sat, Nov 21, 2009",2009-11-21,4,Home,Voorhees,Non-DI School,Voorhees,,0,56,99,Win,1,3,W 2,,Reg
2009-11-23-indiana-state,E.A. Diddle Arena,2009-11-23-indiana-state,"Mon, Nov 23, 2009",2009-11-23,5,Neutral,indiana-state,MVC,Indiana State,,0,62,77,Win,1,4,W 3,,Reg
2009-11-24-coastal-carolina,E.A. Diddle Arena,2009-11-24-coastal-carolina,"Tue, Nov 24, 2009",2009-11-24,6,Neutral,cal-state-northridge,Big West,Cal State Northridge,,0,76,69,Loss,2,4,L 1,,Reg
2009-11-28-coastal-carolina,Kimbel Arena,2009-11-28-coastal-carolina,"Sat, Nov 28, 2009",2009-11-28,7,Home,Allen,Non-DI School,Allen,,0,44,97,Win,2,5,W 1,,Reg
2009-12-03-virginia-military-institute,Cameron Hall,2009-12-03-virginia-military-institute,"Thu, Dec 3, 2009",2009-12-03,8,Away,virginia-military-institute,Big South,Virginia Military Institute,,0,97,111,Win,2,6,W 2,,Reg
2009-12-05-liberty,Vines Center,2009-12-05-liberty,"Sat, Dec 5, 2009",2009-12-05,9,Away,liberty,Big South,Liberty,,0,58,73,Win,2,7,W 3,,Reg
2009-12-12-coastal-carolina,Kimbel Arena,2009-12-12-coastal-carolina,"Sat, Dec 12, 2009",2009-12-12,10,Home,Bridgewater (VA),Non-DI School,Bridgewater (VA),,0,42,91,Win,2,8,W 4,,Reg
2009-12-15-georgia-southern,Hanner Fieldhouse,2009-12-15-georgia-southern,"Tue, Dec 15, 2009",2009-12-15,11,Away,georgia-southern,Southern,Georgia Southern,,0,58,69,Win,2,9,W 5,,Reg
2009-12-19-coastal-carolina,Kimbel Arena,2009-12-19-coastal-carolina,"Sat, Dec 19, 2009",2009-12-19,12,Home,savannah-state,Ind,Savannah State,,0,70,91,Win,2,10,W 6,,Reg
2009-12-27-coastal-carolina,Kimbel Arena,2009-12-27-coastal-carolina,"Sun, Dec 27, 2009",2009-12-27,13,Home,Cornell (IA),Non-DI School,Cornell (IA),,0,48,79,Win,2,11,W 7,,Reg
2009-12-29-coastal-carolina,Kimbel Arena,2009-12-29-coastal-carolina,"Tue, Dec 29, 2009",2009-12-29,14,Home,georgia-southern,Southern,Georgia Southern,,0,64,76,Win,2,12,W 8,,Reg
2010-01-02-coastal-carolina,Kimbel Arena,2010-01-02-coastal-carolina,"Sat, Jan 2, 2010",2010-01-02,15,Home,winthrop,Big South,Winthrop,,0,47,57,Win,2,13,W 9,,Reg
2010-01-04-coastal-carolina,Kimbel Arena,2010-01-04-coastal-carolina,"Mon, Jan 4, 2010",2010-01-04,16,Home,Presbyterian,Big South,Presbyterian,,0,62,76,Win,2,14,W 10,,Reg
2010-01-07-north-carolina-asheville,Charlie Justice Center,2010-01-07-north-carolina-asheville,"Thu, Jan 7, 2010",2010-01-07,17,Away,north-carolina-asheville,Big South,UNC Asheville,,0,57,58,Win,2,15,W 11,,Reg
2010-01-09-gardner-webb,Paul Porter Arena,2010-01-09-gardner-webb,"Sat, Jan 9, 2010",2010-01-09,18,Away,gardner-webb,Big South,Gardner-Webb,,0,64,80,Win,2,16,W 12,,Reg
2010-01-14-coastal-carolina,Kimbel Arena,2010-01-14-coastal-carolina,"Thu, Jan 14, 2010",2010-01-14,19,Home,radford,Big South,Radford,,0,62,52,Loss,3,16,L 1,,Reg
2010-01-16-coastal-carolina,Kimbel Arena,2010-01-16-coastal-carolina,"Sat, Jan 16, 2010",2010-01-16,20,Home,high-point,Big South,High Point,,0,58,75,Win,3,17,W 1,,Reg
2010-01-23-charleston-southern,CSU Fieldhouse,2010-01-23-charleston-southern,"Sat, Jan 23, 2010",2010-01-23,21,Away,charleston-southern,Big South,Charleston Southern,,0,56,64,Win,3,18,W 2,,Reg
2010-01-28-presbyterian,Ross E.Templeton Center,2010-01-28-presbyterian,"Thu, Jan 28, 2010",2010-01-28,22,Away,Presbyterian,Big South,Presbyterian,,0,46,64,Win,3,19,W 3,,Reg
2010-01-30-winthrop,Winthrop Coliseum,2010-01-30-winthrop,"Sat, Jan 30, 2010",2010-01-30,23,Away,winthrop,Big South,Winthrop,,0,67,64,Loss,4,19,L 1,,Reg
2010-02-04-coastal-carolina,Kimbel Arena,2010-02-04-coastal-carolina,"Thu, Feb 4, 2010",2010-02-04,24,Home,gardner-webb,Big South,Gardner-Webb,,0,60,96,Win,4,20,W 1,,Reg
2010-02-06-coastal-carolina,Kimbel Arena,2010-02-06-coastal-carolina,"Sat, Feb 6, 2010",2010-02-06,25,Home,north-carolina-asheville,Big South,UNC Asheville,,0,62,98,Win,4,21,W 2,,Reg
2010-02-11-high-point,Millis Center,2010-02-11-high-point,"Thu, Feb 11, 2010",2010-02-11,26,Away,high-point,Big South,High Point,,0,69,65,Loss,5,21,L 1,,Reg
2010-02-13-radford,Donald N. Dedmon Center,2010-02-13-radford,"Sat, Feb 13, 2010",2010-02-13,27,Away,radford,Big South,Radford,,0,51,52,Win,5,22,W 1,,Reg
2010-02-15-north-carolina-central,McLendon-McDougald Gym,2010-02-15-north-carolina-central,"Mon, Feb 15, 2010",2010-02-15,28,Away,North Carolina Central,Ind,North Carolina Central,,0,57,68,Win,5,23,W 2,,Reg
2010-02-20-coastal-carolina,Kimbel Arena,2010-02-20-coastal-carolina,"Sat, Feb 20, 2010",2010-02-20,29,Home,charleston-southern,Big South,Charleston Southern,,0,37,47,Win,5,24,W 3,,Reg
2010-02-25-coastal-carolina,Kimbel Arena,2010-02-25-coastal-carolina,"Thu, Feb 25, 2010",2010-02-25,30,Home,liberty,Big South,Liberty,,0,48,71,Win,5,25,W 4,,Reg
2010-02-27-coastal-carolina,Kimbel Arena,2010-02-27-coastal-carolina,"Sat, Feb 27, 2010",2010-02-27,31,Home,virginia-military-institute,Big South,Virginia Military Institute,,0,71,101,Win,5,26,W 5,,Reg
2010-03-02-coastal-carolina,Kimbel Arena,2010-03-02-coastal-carolina,"Tue, Mar 2, 2010",2010-03-02,32,Home,virginia-military-institute,Big South,Virginia Military Institute,,0,73,82,Win,5,27,W 6,,Conf-Tourney
2010-03-04-coastal-carolina,Kimbel Arena,2010-03-04-coastal-carolina,"Thu, Mar 4, 2010",2010-03-04,33,Home,north-carolina-asheville,Big South,UNC Asheville,,0,73,92,Win,5,28,W 7,,Conf-Tourney
,Kimbel Arena,,"Sat, Mar 6, 2010",2010-03-06,34,Home,winthrop,Big South,Winthrop,,0,64,53,Loss,6,28,L 1,,Conf-Tourney
2010-03-16-alabama-birmingham,Bartow Arena,2010-03-16-alabama-birmingham,"Tue, Mar 16, 2010",2010-03-16,35,Away,alabama-birmingham,CUSA,UAB,,0,65,49,Loss,7,28,L 2,,NIT
2009-11-16-connecticut,Harry A. Gampel Pavilion,2009-11-16-connecticut,"Mon, Nov 16, 2009",2009-11-16,1,Away,connecticut,Big East,Connecticut,12,0,77,63,Loss,1,0,L 1,,Reg
2009-11-17-colgate,Harry A. Gampel Pavilion,2009-11-17-colgate,"Tue, Nov 17, 2009",2009-11-17,2,Neutral,yale,Ivy,Yale,,0,65,55,Loss,2,0,L 2,,Reg
2009-11-23-texas-christian,Daniel-Meyer Coliseum,2009-11-23-texas-christian,"Mon, Nov 23, 2009",2009-11-23,3,Away,texas-christian,MWC,TCU,,0,76,63,Loss,3,0,L 3,,Reg
2009-11-24-colgate,Daniel-Meyer Coliseum,2009-11-24-colgate,"Tue, Nov 24, 2009",2009-11-24,4,Neutral,milwaukee,Horizon,Milwaukee,,0,69,60,Loss,4,0,L 4,,Reg
2009-11-28-colgate,Cotterell Court,2009-11-28-colgate,"Sat, Nov 28, 2009",2009-11-28,5,Home,st-francis-ny,NEC,St. Francis (NY),,0,66,65,Loss,5,0,L 5,,Reg
2009-11-30-syracuse,Carrier Dome,2009-11-30-syracuse,"Mon, Nov 30, 2009",2009-11-30,6,Away,syracuse,Big East,Syracuse,8,0,92,58,Loss,6,0,L 6,,Reg
2009-12-03-colgate,Cotterell Court,2009-12-03-colgate,"Thu, Dec 3, 2009",2009-12-03,7,Home,maine,AEC,Maine,,0,76,66,Loss,7,0,L 7,,Reg
2009-12-06-rutgers,Louis Brown Athletic Center,2009-12-06-rutgers,"Sun, Dec 6, 2009",2009-12-06,8,Away,rutgers,Big East,Rutgers,,0,76,67,Loss,8,0,L 8,,Reg
2009-12-12-colgate,Cotterell Court,2009-12-12-colgate,"Sat, Dec 12, 2009",2009-12-12,9,Home,stony-brook,AEC,Stony Brook,,0,66,55,Loss,9,0,L 9,,Reg
2009-12-22-dartmouth,Leede Arena,2009-12-22-dartmouth,"Tue, Dec 22, 2009",2009-12-22,10,Away,dartmouth,Ivy,Dartmouth,,0,44,63,Win,9,1,W 1,,Reg
2009-12-30-new-hampshire,Lundholm Gymnasium,2009-12-30-new-hampshire,"Wed, Dec 30, 2009",2009-12-30,11,Away,new-hampshire,AEC,New Hampshire,,0,63,55,Loss,10,1,L 1,,Reg
2010-01-02-colgate,Cotterell Court,2010-01-02-colgate,"Sat, Jan 2, 2010",2010-01-02,12,Home,longwood,Ind,Longwood,,0,80,95,Win,10,2,W 1,,Reg
2010-01-04-colgate,Cotterell Court,2010-01-04-colgate,"Mon, Jan 4, 2010",2010-01-04,13,Home,central-connecticut-state,NEC,Central Connecticut State,,0,45,64,Win,10,3,W 2,,Reg
2010-01-06-colgate,Cotterell Court,2010-01-06-colgate,"Wed, Jan 6, 2010",2010-01-06,14,Home,North Carolina Central,Ind,North Carolina Central,,0,54,75,Win,10,4,W 3,,Reg
2010-01-09-colgate,Cotterell Court,2010-01-09-colgate,"Sat, Jan 9, 2010",2010-01-09,15,Home,army,Patriot,Army,,1,58,68,Win,10,5,W 4,,Reg
2010-01-13-colgate,Cotterell Court,2010-01-13-colgate,"Wed, Jan 13, 2010",2010-01-13,16,Home,lafayette,Patriot,Lafayette,,0,95,82,Loss,11,5,L 1,,Reg
2010-01-17-american,Bender Arena,2010-01-17-american,"Sun, Jan 17, 2010",2010-01-17,17,Away,american,Patriot,American,,0,73,63,Loss,12,5,L 2,,Reg
2010-01-20-lehigh,Stabler Arena,2010-01-20-lehigh,"Wed, Jan 20, 2010",2010-01-20,18,Away,lehigh,Patriot,Lehigh,,0,74,60,Loss,13,5,L 3,,Reg
2010-01-23-colgate,Cotterell Court,2010-01-23-colgate,"Sat, Jan 23, 2010",2010-01-23,19,Home,bucknell,Patriot,Bucknell,,0,62,61,Loss,14,5,L 4,,Reg
2010-01-27-colgate,Cotterell Court,2010-01-27-colgate,"Wed, Jan 27, 2010",2010-01-27,20,Home,holy-cross,Patriot,Holy Cross,,0,68,69,Win,14,6,W 1,,Reg
2010-01-30-navy,Alumni Hall,2010-01-30-navy,"Sat, Jan 30, 2010",2010-01-30,21,Away,navy,Patriot,Navy,,0,100,91,Loss,15,6,L 1,,Reg
2010-02-07-army,Christl Arena,2010-02-07-army,"Sun, Feb 7, 2010",2010-02-07,22,Away,army,Patriot,Army,,0,63,49,Loss,16,6,L 2,,Reg
2010-02-10-lafayette,Kirby Sports Center,2010-02-10-lafayette,"Wed, Feb 10, 2010",2010-02-10,23,Away,lafayette,Patriot,Lafayette,,0,73,74,Win,16,7,W 1,,Reg
2010-02-13-colgate,Cotterell Court,2010-02-13-colgate,"Sat, Feb 13, 2010",2010-02-13,24,Home,american,Patriot,American,,2,74,75,Win,16,8,W 2,,Reg
2010-02-17-colgate,Cotterell Court,2010-02-17-colgate,"Wed, Feb 17, 2010",2010-02-17,25,Home,lehigh,Patriot,Lehigh,,0,91,81,Loss,17,8,L 1,,Reg
2010-02-21-bucknell,Sojka Pavilion,2010-02-21-bucknell,"Sun, Feb 21, 2010",2010-02-21,26,Away,bucknell,Patriot,Bucknell,,0,69,49,Loss,18,8,L 2,,Reg
2010-02-24-holy-cross,Hart Recreation Center,2010-02-24-holy-cross,"Wed, Feb 24, 2010",2010-02-24,27,Away,holy-cross,Patriot,Holy Cross,,1,74,79,Win,18,9,W 1,,Reg
2010-02-27-colgate,Cotterell Court,2010-02-27-colgate,"Sat, Feb 27, 2010",2010-02-27,28,Home,navy,Patriot,Navy,,0,73,85,Win,18,10,W 2,,Reg
2010-03-03-lafayette,Kirby Sports Center,2010-03-03-lafayette,"Wed, Mar 3, 2010",2010-03-03,29,Away,lafayette,Patriot,Lafayette,,0,73,65,Loss,19,10,L 1,,Conf-Tourney
2009-11-13-coastal-carolina,Kimbel Arena,2009-11-13-coastal-carolina,"Fri, Nov 13, 2009",2009-11-13,1,Away,coastal-carolina,Big South,Coastal Carolina,,0,70,59,Loss,1,0,L 1,,Reg
2009-11-17-college-of-charleston,Carolina First Arena,2009-11-17-college-of-charleston,"Tue, Nov 17, 2009",2009-11-17,2,Home,winthrop,Big South,Winthrop,,0,57,69,Win,1,1,W 1,,Reg
2009-11-25-east-tennessee-state,Memorial Center,2009-11-25-east-tennessee-state,"Wed, Nov 25, 2009",2009-11-25,3,Away,east-tennessee-state,A-Sun,East Tennessee State,,0,77,71,Loss,2,1,L 1,,Reg
2009-11-27-tennessee,Thompson-Boling Arena,2009-11-27-tennessee,"Fri, Nov 27, 2009",2009-11-27,4,Away,tennessee,SEC,Tennessee,9,0,86,69,Loss,3,1,L 2,,Reg
2009-12-03-college-of-charleston,Carolina First Arena,2009-12-03-college-of-charleston,"Thu, Dec 3, 2009",2009-12-03,5,Home,georgia-southern,Southern,Georgia Southern,,0,59,68,Win,3,2,W 1,,Reg
2009-12-05-college-of-charleston,Carolina First Arena,2009-12-05-college-of-charleston,"Sat, Dec 5, 2009",2009-12-05,6,Home,davidson,Southern,Davidson,,0,55,67,Win,3,3,W 2,,Reg
2009-12-07-north-carolina-greensboro,Fleming Gymnasium,2009-12-07-north-carolina-greensboro,"Mon, Dec 7, 2009",2009-12-07,7,Away,north-carolina-greensboro,Southern,UNC Greensboro,,0,64,67,Win,3,4,W 3,,Reg
2009-12-16-college-of-charleston,Carolina First Arena,2009-12-16-college-of-charleston,"Wed, Dec 16, 2009",2009-12-16,8,Home,charleston-southern,Big South,Charleston Southern,,0,74,87,Win,3,5,W 4,,Reg
2009-12-19-clemson,Littlejohn Coliseum,2009-12-19-clemson,"Sat, Dec 19, 2009",2009-12-19,9,Away,clemson,ACC,Clemson,,0,94,55,Loss,4,5,L 1,,Reg
2009-12-22-hawaii,Stan Sheriff Center,2009-12-22-hawaii,"Tue, Dec 22, 2009",2009-12-22,10,Away,hawaii,WAC,Hawaii,,0,84,71,Loss,5,5,L 2,,Reg
2009-12-23-southern-methodist,Stan Sheriff Center,2009-12-23-southern-methodist,"Wed, Dec 23, 2009",2009-12-23,11,Neutral,southern-methodist,CUSA,Southern Methodist,,0,71,72,Win,5,6,W 1,,Reg
2009-12-25-college-of-charleston,Stan Sheriff Center,2009-12-25-college-of-charleston,"Fri, Dec 25, 2009",2009-12-25,12,Neutral,western-michigan,MAC,Western Michigan,,0,66,63,Loss,6,6,L 1,,Reg
2010-01-02-college-of-charleston,Carolina First Arena,2010-01-02-college-of-charleston,"Sat, Jan 2, 2010",2010-01-02,13,Home,south-carolina-state,MEAC,South Carolina State,,0,73,88,Win,6,7,W 1,,Reg
2010-01-04-college-of-charleston,Carolina First Arena,2010-01-04-college-of-charleston,"Mon, Jan 4, 2010",2010-01-04,14,Home,north-carolina,ACC,North Carolina,9,1,79,82,Win,6,8,W 2,,Reg
2010-01-09-citadel,McAlister Field House,2010-01-09-citadel,"Sat, Jan 9, 2010",2010-01-09,15,Away,citadel,Southern,The Citadel,,0,55,61,Win,6,9,W 3,,Reg
2010-01-14-samford,Pete Hanna Center,2010-01-14-samford,"Thu, Jan 14, 2010",2010-01-14,16,Away,samford,Southern,Samford,,0,67,78,Win,6,10,W 4,,Reg
2010-01-16-chattanooga,The McKenzie Arena,2010-01-16-chattanooga,"Sat, Jan 16, 2010",2010-01-16,17,Away,chattanooga,Southern,Chattanooga,,0,66,90,Win,6,11,W 5,,Reg
2010-01-21-college-of-charleston,Carolina First Arena,2010-01-21-college-of-charleston,"Thu, Jan 21, 2010",2010-01-21,18,Home,furman,Southern,Furman,,0,80,92,Win,6,12,W 6,,Reg
2010-01-22-college-of-charleston,Carolina First Arena,2010-01-22-college-of-charleston,"Fri, Jan 22, 2010",2010-01-22,19,Home,wofford,Southern,Wofford,,0,68,70,Win,6,13,W 7,,Reg
2010-01-25-western-carolina,Ramsey Center,2010-01-25-western-carolina,"Mon, Jan 25, 2010",2010-01-25,20,Away,western-carolina,Southern,Western Carolina,,0,100,90,Loss,7,13,L 1,,Reg
2010-01-28-davidson,Belk Arena,2010-01-28-davidson,"Thu, Jan 28, 2010",2010-01-28,21,Away,davidson,Southern,Davidson,,0,86,71,Loss,8,13,L 2,,Reg
2010-01-30-georgia-southern,Hanner Fieldhouse,2010-01-30-georgia-southern,"Sat, Jan 30, 2010",2010-01-30,22,Away,georgia-southern,Southern,Georgia Southern,,0,72,90,Win,8,14,W 1,,Reg
2010-02-04-college-of-charleston,Carolina First Arena,2010-02-04-college-of-charleston,"Thu, Feb 4, 2010",2010-02-04,23,Home,chattanooga,Southern,Chattanooga,,0,74,86,Win,8,15,W 2,,Reg
2010-02-06-college-of-charleston,Carolina First Arena,2010-02-06-college-of-charleston,"Sat, Feb 6, 2010",2010-02-06,24,Home,samford,Southern,Samford,,0,54,75,Win,8,16,W 3,,Reg
2010-02-08-college-of-charleston,Carolina First Arena,2010-02-08-college-of-charleston,"Mon, Feb 8, 2010",2010-02-08,25,Home,citadel,Southern,The Citadel,,0,72,65,Loss,9,16,L 1,,Reg
2010-02-11-college-of-charleston,Carolina First Arena,2010-02-11-college-of-charleston,"Thu, Feb 11, 2010",2010-02-11,26,Home,elon,Southern,Elon,,0,77,80,Win,9,17,W 1,,Reg
2010-02-17-college-of-charleston,Carolina First Arena,2010-02-17-college-of-charleston,"Wed, Feb 17, 2010",2010-02-17,27,Home,appalachian-state,Southern,Appalachian State,,0,72,73,Win,9,18,W 2,,Reg
2010-02-20-george-mason,Patriot Center,2010-02-20-george-mason,"Sat, Feb 20, 2010",2010-02-20,28,Away,george-mason,CAA,George Mason,,0,83,85,Win,9,19,W 3,,Reg
2010-02-25-wofford,Benjamin Johnson Arena,2010-02-25-wofford,"Thu, Feb 25, 2010",2010-02-25,29,Away,wofford,Southern,Wofford,,0,74,68,Loss,10,19,L 1,,Reg
2010-02-27-furman,Timmons Arena,2010-02-27-furman,"Sat, Feb 27, 2010",2010-02-27,30,Away,furman,Southern,Furman,,0,66,69,Win,10,20,W 1,,Reg
2010-03-06-college-of-charleston,Bojangles' Coliseum,2010-03-06-college-of-charleston,"Sat, Mar 6, 2010",2010-03-06,31,Neutral,chattanooga,Southern,Chattanooga,,0,69,96,Win,10,21,W 2,,Conf-Tourney
2010-03-07-college-of-charleston,Times Warner Cable Arena,2010-03-07-college-of-charleston,"Sun, Mar 7, 2010",2010-03-07,32,Neutral,appalachian-state,Southern,Appalachian State,,0,77,54,Loss,11,21,L 1,,Conf-Tourney
2010-03-17-eastern-kentucky,McBrayer Arena,2010-03-17-eastern-kentucky,"Wed, Mar 17, 2010",2010-03-17,33,Away,eastern-kentucky,OVC,Eastern Kentucky,,0,79,82,Win,11,22,W 1,,CBI
2010-03-22-virginia-commonwealth,Alltel Pavilion at the Stuart C. Siegel Center,2010-03-22-virginia-commonwealth,"Mon, Mar 22, 2010",2010-03-22,34,Away,virginia-commonwealth,CAA,Virginia Commonwealth,,0,93,86,Loss,12,22,L 1,,CBI
2009-11-13-california-davis,McArthur Court,2009-11-13-california-davis,"Fri, Nov 13, 2009",2009-11-13,1,Neutral,california-davis,Big West,UC Davis,,0,73,91,Win,0,1,W 1,,Reg
2009-11-14-winston-salem,McArthur Court,2009-11-14-winston-salem,"Sat, Nov 14, 2009",2009-11-14,2,Neutral,Winston-Salem,MEAC,Winston-Salem,,0,40,57,Win,0,2,W 2,,Reg
2009-11-15-oregon,McArthur Court,2009-11-15-oregon,"Sun, Nov 15, 2009",2009-11-15,3,Away,oregon,Pac-10,Oregon,,0,68,55,Loss,1,2,L 1,,Reg
2009-11-20-indiana-state,Hulman Center,2009-11-20-indiana-state,"Fri, Nov 20, 2009",2009-11-20,4,Away,indiana-state,MVC,Indiana State,,0,65,60,Loss,2,2,L 2,,Reg
,Moby Arena,,"Tue, Nov 24, 2009",2009-11-24,5,Home,Mayville State,Non-DI School,Mayville State,,0,42,79,Win,2,3,W 1,,Reg
