,arena,boxscore_index,date,datetime,game,location,opponent_abbr,opponent_conference,opponent_name,opponent_rank,overtimes,points_against,points_for,result,season_losses,season_wins,streak,time,type
2010-11-28-cal-state-northridge,Anaheim Convention Center,2010-11-28-cal-state-northridge,"Sun, Nov 28, 2010",2010-11-28,6,Neutral,cal-state-northridge,Big West,Cal State Northridge,,0,63,80,Win,2,4,W 2,,Reg
2010-12-05-arkansas-little-rock,Jack Stephens Center,2010-12-05-arkansas-little-rock,"Sun, Dec 5, 2010",2010-12-05,7,Away,arkansas-little-rock,Sun Belt,Little Rock,,0,69,67,Loss,3,4,L 1,,Reg
2010-12-08-tulsa,BOK Center,2010-12-08-tulsa,"Wed, Dec 8, 2010",2010-12-08,8,Neutral,oklahoma-state,Big 12,Oklahoma State,,0,71,54,Loss,4,4,L 2,,Reg
2010-12-12-tulsa,Donald W. Reynolds Center,2010-12-12-tulsa,"Sun, Dec 12, 2010",2010-12-12,9,Home,princeton,Ivy,Princeton,,2,82,78,Loss,5,4,L 3,,Reg
2010-12-16-tulsa,Donald W. Reynolds Center,2010-12-16-tulsa,"Thu, Dec 16, 2010",2010-12-16,10,Home,weber-state,Big Sky,Weber State,,1,79,81,Win,5,5,W 1,,Reg
2010-12-21-wichita-state,Charles Koch Arena,2010-12-21-wichita-state,"Tue, Dec 21, 2010",2010-12-21,11,Away,wichita-state,MVC,Wichita State,,0,82,79,Loss,6,5,L 1,,Reg
2010-12-23-tulsa,Donald W. Reynolds Center,2010-12-23-tulsa,"Thu, Dec 23, 2010",2010-12-23,12,Home,texas-san-antonio,Southland,UTSA,,0,67,92,Win,6,6,W 1,,Reg
2010-12-30-tulsa,Donald W. Reynolds Center,2010-12-30-tulsa,"Thu, Dec 30, 2010",2010-12-30,13,Home,texas-christian,MWC,TCU,,0,66,69,Win,6,7,W 2,,Reg
2011-01-05-texas-el-paso,Don Haskins Center,2011-01-05-texas-el-paso,"Wed, Jan 5, 2011",2011-01-05,14,Away,texas-el-paso,CUSA,UTEP,,0,69,59,Loss,7,7,L 1,,Reg
2011-01-08-tulsa,Donald W. Reynolds Center,2011-01-08-tulsa,"Sat, Jan 8, 2011",2011-01-08,15,Home,rice,CUSA,Rice,,0,64,75,Win,7,8,W 1,,Reg
2011-01-12-arizona-state,Wells Fargo Arena,2011-01-12-arizona-state,"Wed, Jan 12, 2011",2011-01-12,16,Away,arizona-state,Pac-10,Arizona State,,0,69,59,Loss,8,8,L 1,,Reg
2011-01-15-tulsa,Donald W. Reynolds Center,2011-01-15-tulsa,"Sat, Jan 15, 2011",2011-01-15,17,Home,alabama-birmingham,CUSA,UAB,,0,62,78,Win,8,9,W 1,,Reg
2011-01-19-houston,Hofheinz Pavilion,2011-01-19-houston,"Wed, Jan 19, 2011",2011-01-19,18,Away,houston,CUSA,Houston,,0,64,57,Loss,9,9,L 1,,Reg
2011-01-22-tulane,Avron B. Fogelman Arena,2011-01-22-tulane,"Sat, Jan 22, 2011",2011-01-22,19,Away,tulane,CUSA,Tulane,,0,61,65,Win,9,10,W 1,,Reg
2011-01-26-tulsa,Donald W. Reynolds Center,2011-01-26-tulsa,"Wed, Jan 26, 2011",2011-01-26,20,Home,southern-methodist,CUSA,Southern Methodist,,0,59,58,Loss,10,10,L 1,,Reg
2011-01-29-tulsa,Donald W. Reynolds Center,2011-01-29-tulsa,"Sat, Jan 29, 2011",2011-01-29,21,Home,texas-el-paso,CUSA,UTEP,,0,68,69,Win,10,11,W 1,,Reg
2011-02-02-memphis,FedExForum,2011-02-02-memphis,"Wed, Feb 2, 2011",2011-02-02,22,Away,memphis,CUSA,Memphis,,0,65,68,Win,10,12,W 2,,Reg
2011-02-05-tulsa,Donald W. Reynolds Center,2011-02-05-tulsa,"Sat, Feb 5, 2011",2011-02-05,23,Home,houston,CUSA,Houston,,1,71,76,Win,10,13,W 3,,Reg
2011-02-12-central-florida,New UCF Arena,2011-02-12-central-florida,"Sat, Feb 12, 2011",2011-02-12,24,Away,central-florida,CUSA,Central Florida,,0,58,57,Loss,11,13,L 1,,Reg
2011-02-16-tulsa,Donald W. Reynolds Center,2011-02-16-tulsa,"Wed, Feb 16, 2011",2011-02-16,25,Home,east-carolina,CUSA,East Carolina,,0,67,86,Win,11,14,W 1,,Reg
2011-02-19-southern-methodist,Moody Coliseum,2011-02-19-southern-methodist,"Sat, Feb 19, 2011",2011-02-19,26,Away,southern-methodist,CUSA,Southern Methodist,,0,66,74,Win,11,15,W 2,,Reg
2011-02-23-marshall,Henderson Center,2011-02-23-marshall,"Wed, Feb 23, 2011",2011-02-23,27,Away,marshall,CUSA,Marshall,,0,79,61,Loss,12,15,L 1,,Reg
2011-02-26-tulsa,Donald W. Reynolds Center,2011-02-26-tulsa,"Sat, Feb 26, 2011",2011-02-26,28,Home,tulane,CUSA,Tulane,,0,59,66,Win,12,16,W 1,,Reg
2011-03-02-rice,Tudor Fieldhouse,2011-03-02-rice,"Wed, Mar 2, 2011",2011-03-02,29,Away,rice,CUSA,Rice,,0,57,67,Win,12,17,W 2,,Reg
2011-03-05-tulsa,Donald W. Reynolds Center,2011-03-05-tulsa,"Sat, Mar 5, 2011",2011-03-05,30,Home,southern-mississippi,CUSA,Southern Mississippi,,0,70,78,Win,12,18,W 3,,Reg
2011-03-10-tulsa,Don Haskins Center,2011-03-10-tulsa,"Thu, Mar 10, 2011",2011-03-10,31,Neutral,rice,CUSA,Rice,,0,72,81,Win,12,19,W 4,,Conf-Tourney
2011-03-11-tulsa,Don Haskins Center,2011-03-11-tulsa,"Fri, Mar 11, 2011",2011-03-11,32,Neutral,texas-el-paso,CUSA,UTEP,,0,66,54,Loss,13,19,L 1,,Conf-Tourney
2010-11-12-ucla,Pauley Pavilion,2010-11-12-ucla,"Fri, Nov 12, 2010",2010-11-12,1,Home,cal-state-northridge,Big West,Cal State Northridge,,0,50,83,Win,0,1,W 1,,Reg
2010-11-15-ucla,Pauley Pavilion,2010-11-15-ucla,"Mon, Nov 15, 2010",2010-11-15,2,Home,pepperdine,WCC,Pepperdine,,0,69,79,Win,0,2,W 2,,Reg
2010-11-16-ucla,Pauley Pavilion,2010-11-16-ucla,"Tue, Nov 16, 2010",2010-11-16,3,Home,pacific,Big West,Pacific,,0,44,57,Win,0,3,W 3,,Reg
2010-11-24-villanova,,2010-11-24-villanova,"Wed, Nov 24, 2010",2010-11-24,4,Neutral,villanova,Big East,Villanova,7,0,82,70,Loss,1,3,L 1,,Reg
2010-11-26-ucla,Madison Square Garden (IV),2010-11-26-ucla,"Fri, Nov 26, 2010",2010-11-26,5,Neutral,virginia-commonwealth,CAA,Virginia Commonwealth,,0,89,85,Loss,2,3,L 2,,Reg
2010-12-02-kansas,Allen Fieldhouse,2010-12-02-kansas,"Thu, Dec 2, 2010",2010-12-02,6,Away,kansas,Big 12,Kansas,4,0,77,76,Loss,3,3,L 3,,Reg
2010-12-05-ucla,Pauley Pavilion,2010-12-05-ucla,"Sun, Dec 5, 2010",2010-12-05,7,Home,montana,Big Sky,Montana,,0,66,57,Loss,4,3,L 4,,Reg
2010-12-11-ucla,Pauley Pavilion,2010-12-11-ucla,"Sat, Dec 11, 2010",2010-12-11,8,Home,cal-poly,Big West,Cal Poly,,0,61,72,Win,4,4,W 1,,Reg
2010-12-13-ucla,Pauley Pavilion,2010-12-13-ucla,"Mon, Dec 13, 2010",2010-12-13,9,Home,california-davis,Big West,UC Davis,,0,67,74,Win,4,5,W 2,,Reg
2010-12-18-ucla,Honda Center,2010-12-18-ucla,"Sat, Dec 18, 2010",2010-12-18,10,Neutral,brigham-young,MWC,Brigham Young,16,0,79,86,Win,4,6,W 3,,Reg
2010-12-21-ucla,Pauley Pavilion,2010-12-21-ucla,"Tue, Dec 21, 2010",2010-12-21,11,Home,montana-state,Big Sky,Montana State,,0,59,75,Win,4,7,W 4,,Reg
2010-12-23-ucla,Pauley Pavilion,2010-12-23-ucla,"Thu, Dec 23, 2010",2010-12-23,12,Home,california-irvine,Big West,UC Irvine,,0,73,74,Win,4,8,W 5,,Reg
2010-12-29-ucla,Pauley Pavilion,2010-12-29-ucla,"Wed, Dec 29, 2010",2010-12-29,13,Home,washington-state,Pac-10,Washington State,,0,71,80,Win,4,9,W 6,,Reg
2010-12-31-ucla,Pauley Pavilion,2010-12-31-ucla,"Fri, Dec 31, 2010",2010-12-31,14,Home,washington,Pac-10,Washington,,0,74,63,Loss,5,9,L 1,,Reg
2011-01-09-southern-california,Galen Center,2011-01-09-southern-california,"Sun, Jan 9, 2011",2011-01-09,15,Away,southern-california,Pac-10,Southern California,,0,63,52,Loss,6,9,L 2,,Reg
2011-01-13-oregon-state,Gill Coliseum,2011-01-13-oregon-state,"Thu, Jan 13, 2011",2011-01-13,16,Away,oregon-state,Pac-10,Oregon State,,0,57,62,Win,6,10,W 1,,Reg
2011-01-15-oregon,Matthew Knight Arena,2011-01-15-oregon,"Sat, Jan 15, 2011",2011-01-15,17,Away,oregon,Pac-10,Oregon,,0,59,67,Win,6,11,W 2,,Reg
2011-01-20-ucla,Pauley Pavilion,2011-01-20-ucla,"Thu, Jan 20, 2011",2011-01-20,18,Home,california,Pac-10,California,,0,84,86,Win,6,12,W 3,,Reg
2011-01-22-ucla,Pauley Pavilion,2011-01-22-ucla,"Sat, Jan 22, 2011",2011-01-22,19,Home,stanford,Pac-10,Stanford,,0,57,68,Win,6,13,W 4,,Reg
2011-01-27-arizona,McKale Center,2011-01-27-arizona,"Thu, Jan 27, 2011",2011-01-27,20,Away,arizona,Pac-10,Arizona,,0,85,74,Loss,7,13,L 1,,Reg
2011-01-29-arizona-state,Wells Fargo Arena,2011-01-29-arizona-state,"Sat, Jan 29, 2011",2011-01-29,21,Away,arizona-state,Pac-10,Arizona State,,1,72,73,Win,7,14,W 1,,Reg
2011-02-02-ucla,Pauley Pavilion,2011-02-02-ucla,"Wed, Feb 2, 2011",2011-02-02,22,Home,southern-california,Pac-10,Southern California,,0,50,64,Win,7,15,W 2,,Reg
2011-02-05-ucla,Pauley Pavilion,2011-02-05-ucla,"Sat, Feb 5, 2011",2011-02-05,23,Home,st-johns-ny,Big East,St. John's (NY),,0,59,66,Win,7,16,W 3,,Reg
2011-02-10-ucla,Pauley Pavilion,2011-02-10-ucla,"Thu, Feb 10, 2011",2011-02-10,24,Home,oregon,Pac-10,Oregon,,0,54,64,Win,7,17,W 4,,Reg
2011-02-12-ucla,Pauley Pavilion,2011-02-12-ucla,"Sat, Feb 12, 2011",2011-02-12,25,Home,oregon-state,Pac-10,Oregon State,,0,61,69,Win,7,18,W 5,,Reg
2011-02-17-stanford,Maples Pavilion,2011-02-17-stanford,"Thu, Feb 17, 2011",2011-02-17,26,Away,stanford,Pac-10,Stanford,,0,65,69,Win,7,19,W 6,,Reg
2011-02-20-california,Haas Pavilion,2011-02-20-california,"Sun, Feb 20, 2011",2011-02-20,27,Away,california,Pac-10,California,,1,76,72,Loss,8,19,L 1,,Reg
2011-02-24-ucla,Pauley Pavilion,2011-02-24-ucla,"Thu, Feb 24, 2011",2011-02-24,28,Home,arizona-state,Pac-10,Arizona State,,0,53,71,Win,8,20,W 1,,Reg
2011-02-26-ucla,Pauley Pavilion,2011-02-26-ucla,"Sat, Feb 26, 2011",2011-02-26,29,Home,arizona,Pac-10,Arizona,10,0,49,71,Win,8,21,W 2,,Reg
2011-03-03-washington,Bank of America Arena,2011-03-03-washington,"Thu, Mar 3, 2011",2011-03-03,30,Away,washington,Pac-10,Washington,,0,70,63,Loss,9,21,L 1,,Reg
2011-03-05-washington-state,Friel Court,2011-03-05-washington-state,"Sat, Mar 5, 2011",2011-03-05,31,Away,washington-state,Pac-10,Washington State,,1,54,58,Win,9,22,W 1,,Reg
2011-03-10-ucla,Staples Center,2011-03-10-ucla,"Thu, Mar 10, 2011",2011-03-10,32,Neutral,oregon,Pac-10,Oregon,,0,76,59,Loss,10,22,L 1,,Conf-Tourney
2011-03-17-michigan-state,St. Pete Times Forum,2011-03-17-michigan-state,"Thu, Mar 17, 2011",2011-03-17,33,Neutral,michigan-state,Big Ten,Michigan State,,0,76,78,Win,10,23,W 1,,NCAA
2011-03-19-florida,St. Pete Times Forum,2011-03-19-florida,"Sat, Mar 19, 2011",2011-03-19,34,Neutral,florida,SEC,Florida,15,0,73,65,Loss,11,23,L 1,,NCAA
2010-11-13-utah-state,Dee Glen Smith Spectrum,2010-11-13-utah-state,"Sat, Nov 13, 2010",2010-11-13,1,Home,weber-state,Big Sky,Weber State,,0,65,77,Win,0,1,W 1,,Reg
2010-11-17-brigham-young,Marriott Center,2010-11-17-brigham-young,"Wed, Nov 17, 2010",2010-11-17,2,Away,brigham-young,MWC,Brigham Young,23,0,78,72,Loss,1,1,L 1,,Reg
2010-11-20-southern-utah,Centrum,2010-11-20-southern-utah,"Sat, Nov 20, 2010",2010-11-20,3,Away,southern-utah,Summit,Southern Utah,,0,53,66,Win,1,2,W 1,,Reg
2010-11-24-utah-state,Dee Glen Smith Spectrum,2010-11-24-utah-state,"Wed, Nov 24, 2010",2010-11-24,4,Home,utah,MWC,Utah,,0,62,79,Win,1,3,W 2,,Reg
2010-11-27-utah-state,Dee Glen Smith Spectrum,2010-11-27-utah-state,"Sat, Nov 27, 2010",2010-11-27,5,Home,northeastern,CAA,Northeastern,,0,54,56,Win,1,4,W 3,,Reg
2010-12-01-denver,Magness Arena,2010-12-01-denver,"Wed, Dec 1, 2010",2010-12-01,6,Away,denver,Sun Belt,Denver,,0,53,61,Win,1,5,W 4,,Reg
2010-12-04-georgetown,Verizon Center,2010-12-04-georgetown,"Sat, Dec 4, 2010",2010-12-04,7,Away,georgetown,Big East,Georgetown,16,0,68,51,Loss,2,5,L 1,,Reg
2010-12-07-utah-state,Dee Glen Smith Spectrum,2010-12-07-utah-state,"Tue, Dec 7, 2010",2010-12-07,8,Home,long-beach-state,Big West,Cal State Long Beach,,0,53,81,Win,2,6,W 1,,Reg
2010-12-11-utah-state,Dee Glen Smith Spectrum,2010-12-11-utah-state,"Sat, Dec 11, 2010",2010-12-11,9,Home,cal-state-bakersfield,Ind,Cal State Bakersfield,,0,58,77,Win,2,7,W 2,,Reg
2010-12-18-utah-valley,McKay Events Center,2010-12-18-utah-valley,"Sat, Dec 18, 2010",2010-12-18,10,Away,utah-valley,GWC,Utah Valley,,0,58,76,Win,2,8,W 3,,Reg
2010-12-21-utah-state,Dee Glen Smith Spectrum,2010-12-21-utah-state,"Tue, Dec 21, 2010",2010-12-21,11,Home,idaho-state,Big Sky,Idaho State,,0,48,71,Win,2,9,W 4,,Reg
2010-12-22-utah-state,Dee Glen Smith Spectrum,2010-12-22-utah-state,"Wed, Dec 22, 2010",2010-12-22,12,Home,western-michigan,MAC,Western Michigan,,0,57,78,Win,2,10,W 5,,Reg
2010-12-23-utah-state,Dee Glen Smith Spectrum,2010-12-23-utah-state,"Thu, Dec 23, 2010",2010-12-23,13,Home,troy,Sun Belt,Troy,,0,39,80,Win,2,11,W 6,,Reg
2010-12-29-utah-state,Dee Glen Smith Spectrum,2010-12-29-utah-state,"Wed, Dec 29, 2010",2010-12-29,14,Home,hawaii,WAC,Hawaii,,0,66,74,Win,2,12,W 7,,Reg
2010-12-31-utah-state,Dee Glen Smith Spectrum,2010-12-31-utah-state,"Fri, Dec 31, 2010",2010-12-31,15,Home,san-jose-state,WAC,San Jose State,,0,71,80,Win,2,13,W 8,,Reg
2011-01-08-nevada,Lawlor Events Center,2011-01-08-nevada,"Sat, Jan 8, 2011",2011-01-08,16,Away,nevada,WAC,Nevada,,0,67,81,Win,2,14,W 9,,Reg
2011-01-13-boise-state,Taco Bell Arena,2011-01-13-boise-state,"Thu, Jan 13, 2011",2011-01-13,17,Away,boise-state,WAC,Boise State,,0,59,68,Win,2,15,W 10,,Reg
2011-01-15-fresno-state,Save Mart Center,2011-01-15-fresno-state,"Sat, Jan 15, 2011",2011-01-15,18,Away,fresno-state,WAC,Fresno State,,0,39,52,Win,2,16,W 11,,Reg
2011-01-20-utah-state,Dee Glen Smith Spectrum,2011-01-20-utah-state,"Thu, Jan 20, 2011",2011-01-20,19,Home,louisiana-tech,WAC,Louisiana Tech,,0,57,74,Win,2,17,W 12,,Reg
2011-01-22-utah-state,Dee Glen Smith Spectrum,2011-01-22-utah-state,"Sat, Jan 22, 2011",2011-01-22,20,Home,new-mexico-state,WAC,New Mexico State,,0,49,59,Win,2,18,W 13,,Reg
2011-01-27-san-jose-state,The Event Center,2011-01-27-san-jose-state,"Thu, Jan 27, 2011",2011-01-27,21,Away,san-jose-state,WAC,San Jose State,,0,65,84,Win,2,19,W 14,,Reg
2011-01-29-hawaii,Stan Sheriff Center,2011-01-29-hawaii,"Sat, Jan 29, 2011",2011-01-29,22,Away,hawaii,WAC,Hawaii,,2,84,89,Win,2,20,W 15,,Reg
2011-02-02-utah-state,Dee Glen Smith Spectrum,2011-02-02-utah-state,"Wed, Feb 2, 2011",2011-02-02,23,Home,nevada,WAC,Nevada,,0,45,67,Win,2,21,W 16,,Reg
2011-02-05-utah-state,Dee Glen Smith Spectrum,2011-02-05-utah-state,"Sat, Feb 5, 2011",2011-02-05,24,Home,boise-state,WAC,Boise State,,0,49,77,Win,2,22,W 17,,Reg
2011-02-09-idaho,Cowan Spectrum,2011-02-09-idaho,"Wed, Feb 9, 2011",2011-02-09,25,Away,idaho,WAC,Idaho,,0,64,56,Loss,3,22,L 1,,Reg
2011-02-12-utah-state,Dee Glen Smith Spectrum,2011-02-12-utah-state,"Sat, Feb 12, 2011",2011-02-12,26,Home,fresno-state,WAC,Fresno State,,0,55,71,Win,3,23,W 1,,Reg
2011-02-16-utah-state,Dee Glen Smith Spectrum,2011-02-16-utah-state,"Wed, Feb 16, 2011",2011-02-16,27,Home,Montana Western,Non-DI School,Montana Western,,0,66,100,Win,3,24,W 2,,Reg
2011-02-19-saint-marys-ca,McKeon Pavilion,2011-02-19-saint-marys-ca,"Sat, Feb 19, 2011",2011-02-19,28,Away,saint-marys-ca,WCC,Saint Mary's (CA),,0,65,75,Win,3,25,W 3,,Reg
2011-02-26-utah-state,Dee Glen Smith Spectrum,2011-02-26-utah-state,"Sat, Feb 26, 2011",2011-02-26,29,Home,idaho,WAC,Idaho,,0,68,84,Win,3,26,W 4,,Reg
2011-03-02-new-mexico-state,Pan American Center,2011-03-02-new-mexico-state,"Wed, Mar 2, 2011",2011-03-02,30,Away,new-mexico-state,WAC,New Mexico State,,0,54,58,Win,3,27,W 5,,Reg
2011-03-05-louisiana-tech,Thomas Assembly Center,2011-03-05-louisiana-tech,"Sat, Mar 5, 2011",2011-03-05,31,Away,louisiana-tech,WAC,Louisiana Tech,,0,30,72,Win,3,28,W 6,,Reg
2011-03-11-utah-state,Orleans Arena,2011-03-11-utah-state,"Fri, Mar 11, 2011",2011-03-11,32,Neutral,san-jose-state,WAC,San Jose State,,0,54,58,Win,3,29,W 7,,Conf-Tourney
2011-03-12-utah-state,Orleans Arena,2011-03-12-utah-state,"Sat, Mar 12, 2011",2011-03-12,33,Neutral,boise-state,WAC,Boise State,,0,69,77,Win,3,30,W 8,,Conf-Tourney
2011-03-17-kansas-state,McKale Center,2011-03-17-kansas-state,"Thu, Mar 17, 2011",2011-03-17,34,Neutral,kansas-state,Big 12,Kansas State,21,0,73,68,Loss,4,30,L 1,,NCAA
2010-11-12-utah-valley,McKay Events Center,2010-11-12-utah-valley,"Fri, Nov 12, 2010",2010-11-12,1,Home,maine,AEC,Maine,,1,71,66,Loss,1,0,L 1,,Reg
2010-11-20-florida-international,US Century Bank Arena,2010-11-20-florida-international,"Sat, Nov 20, 2010",2010-11-20,2,Away,florida-international,Sun Belt,Florida International,,0,65,62,Loss,2,0,L 2,,Reg
2010-11-23-georgia-state,GSU Sports Arena,2010-11-23-georgia-state,"Tue, Nov 23, 2010",2010-11-23,3,Away,georgia-state,CAA,Georgia State,,0,69,56,Loss,3,0,L 3,,Reg
2010-11-26-utah-valley,McKay Events Center,2010-11-26-utah-valley,"Fri, Nov 26, 2010",2010-11-26,4,Home,La Sierra,Non-DI School,La Sierra,,0,46,93,Win,3,1,W 1,,Reg
2010-11-27-utah-valley,McKay Events Center,2010-11-27-utah-valley,"Sat, Nov 27, 2010",2010-11-27,5,Home,Northern New Mexico,Non-DI School,Northern New Mexico,,0,37,87,Win,3,2,W 2,,Reg
2010-12-01-oregon-state,Gill Coliseum,2010-12-01-oregon-state,"Wed, Dec 1, 2010",2010-12-01,6,Away,oregon-state,Pac-10,Oregon State,,0,68,70,Win,3,3,W 3,,Reg
2010-12-04-utah-valley,McKay Events Center,2010-12-04-utah-valley,"Sat, Dec 4, 2010",2010-12-04,7,Home,sacramento-state,Big Sky,Sacramento State,,0,52,77,Win,3,4,W 4,,Reg
2010-12-08-missouri-kansas-city,Swinney Recreation Center,2010-12-08-missouri-kansas-city,"Wed, Dec 8, 2010",2010-12-08,8,Away,missouri-kansas-city,Summit,Kansas City,,0,70,63,Loss,4,4,L 1,,Reg
2010-12-11-cincinnati,Fifth Third Arena,2010-12-11-cincinnati,"Sat, Dec 11, 2010",2010-12-11,9,Away,cincinnati,Big East,Cincinnati,,0,92,72,Loss,5,4,L 2,,Reg
2010-12-18-utah-valley,McKay Events Center,2010-12-18-utah-valley,"Sat, Dec 18, 2010",2010-12-18,10,Home,utah-state,WAC,Utah State,,0,76,58,Loss,6,4,L 3,,Reg
2010-12-20-utah-valley,McKay Events Center,2010-12-20-utah-valley,"Mon, Dec 20, 2010",2010-12-20,11,Home,Mayville State,Non-DI School,Mayville State,,0,60,80,Win,6,5,W 1,,Reg
2010-12-23-portland-state,Peter W. Stott Center,2010-12-23-portland-state,"Thu, Dec 23, 2010",2010-12-23,12,Away,portland-state,Big Sky,Portland State,,0,73,53,Loss,7,5,L 1,,Reg
2010-12-28-utah-valley,McKay Events Center,2010-12-28-utah-valley,"Tue, Dec 28, 2010",2010-12-28,13,Home,florida-international,Sun Belt,Florida International,,0,92,95,Win,7,6,W 1,,Reg
2010-12-31-northern-illinois,Convocation Center,2010-12-31-northern-illinois,"Fri, Dec 31, 2010",2010-12-31,14,Away,northern-illinois,MAC,Northern Illinois,,0,86,76,Loss,8,6,L 1,,Reg
2011-01-04-utah-valley,McKay Events Center,2011-01-04-utah-valley,"Tue, Jan 4, 2011",2011-01-04,15,Home,Haskell (KS),Non-DI School,Haskell (KS),,0,50,98,Win,8,7,W 1,,Reg
2011-01-08-chicago-state,Emil and Patricia Jones Convocation Center,2011-01-08-chicago-state,"Sat, Jan 8, 2011",2011-01-08,16,Away,chicago-state,GWC,Chicago State,,0,82,93,Win,8,8,W 2,,Reg
2011-01-13-utah-valley,McKay Events Center,2011-01-13-utah-valley,"Thu, Jan 13, 2011",2011-01-13,17,Home,seattle,Ind,Seattle,,0,73,89,Win,8,9,W 3,,Reg
2011-01-20-north-dakota,Betty Engelstad Sioux Center,2011-01-20-north-dakota,"Thu, Jan 20, 2011",2011-01-20,18,Away,north-dakota,GWC,North Dakota,,4,96,107,Win,8,10,W 4,,Reg
2011-01-22-south-dakota,DakotaDome,2011-01-22-south-dakota,"Sat, Jan 22, 2011",2011-01-22,19,Away,south-dakota,GWC,South Dakota,,0,89,85,Loss,9,10,L 1,,Reg
2011-01-27-utah-valley,McKay Events Center,2011-01-27-utah-valley,"Thu, Jan 27, 2011",2011-01-27,20,Home,chicago-state,GWC,Chicago State,,0,61,84,Win,9,11,W 1,,Reg
2011-01-29-utah-valley,McKay Events Center,2011-01-29-utah-valley,"Sat, Jan 29, 2011",2011-01-29,21,Home,njit,GWC,NJIT,,0,58,71,Win,9,12,W 2,,Reg
2011-02-03-texas-pan-american,UTPA Fieldhouse,2011-02-03-texas-pan-american,"Thu, Feb 3, 2011",2011-02-03,22,Away,texas-pan-american,GWC,Texas-Rio Grande Valley,,0,84,88,Win,9,13,W 3,,Reg
2011-02-05-houston-baptist,Frank and Lucille Sharp Gymnasium,2011-02-05-houston-baptist,"Sat, Feb 5, 2011",2011-02-05,23,Away,houston-baptist,GWC,Houston Baptist,,0,66,73,Win,9,14,W 4,,Reg
2011-02-09-seattle,KeyArena,2011-02-09-seattle,"Wed, Feb 9, 2011",2011-02-09,24,Away,seattle,Ind,Seattle,,0,63,57,Loss,10,14,L 1,,Reg
2011-02-12-utah-valley,McKay Events Center,2011-02-12-utah-valley,"Sat, Feb 12, 2011",2011-02-12,25,Home,texas-pan-american,GWC,Texas-Rio Grande Valley,,0,42,64,Win,10,15,W 1,,Reg
2011-02-17-utah-valley,McKay Events Center,2011-02-17-utah-valley,"Thu, Feb 17, 2011",2011-02-17,26,Home,south-dakota,GWC,South Dakota,,0,79,94,Win,10,16,W 2,,Reg
2011-02-19-utah-valley,McKay Events Center,2011-02-19-utah-valley,"Sat, Feb 19, 2011",2011-02-19,27,Home,north-dakota,GWC,North Dakota,,0,64,67,Win,10,17,W 3,,Reg
2011-02-26-utah-valley,McKay Events Center,2011-02-26-utah-valley,"Sat, Feb 26, 2011",2011-02-26,28,Home,houston-baptist,GWC,Houston Baptist,,0,62,67,Win,10,18,W 4,,Reg
2011-03-03-njit,Estelle and Zoom Fleisher Athletic Center,2011-03-03-njit,"Thu, Mar 3, 2011",2011-03-03,29,Away,njit,GWC,NJIT,,0,56,61,Win,10,19,W 5,,Reg
2011-03-11-utah-valley,McKay Events Center,2011-03-11-utah-valley,"Fri, Mar 11, 2011",2011-03-11,30,Home,south-dakota,GWC,South Dakota,,0,72,70,Loss,11,19,L 1,,Conf-Tourney
2010-11-12-utah,Jon M. Huntsman Center,2010-11-12-utah,"Fri, Nov 12, 2010",2010-11-12,1,Home,Grand Canyon,Non-DI School,Grand Canyon,,0,48,72,Win,0,1,W 1,,Reg
2010-11-17-utah,Jon M. Huntsman Center,2010-11-17-utah,"Wed, Nov 17, 2010",2010-11-17,2,Home,montana,Big Sky,Montana,,0,71,80,Win,0,2,W 2,,Reg
2010-11-20-utah,Jon M. Huntsman Center,2010-11-20-utah,"Sat, Nov 20, 2010",2010-11-20,3,Home,weber-state,Big Sky,Weber State,,0,75,90,Win,0,3,W 3,,Reg
2010-11-24-utah-state,Dee Glen Smith Spectrum,2010-11-24-utah-state,"Wed, Nov 24, 2010",2010-11-24,4,Away,utah-state,WAC,Utah State,,0,79,62,Loss,1,3,L 1,,Reg
2010-11-27-utah,Jon M. Huntsman Center,2010-11-27-utah,"Sat, Nov 27, 2010",2010-11-27,5,Home,oral-roberts,Summit,Oral Roberts,,0,78,70,Loss,2,3,L 2,,Reg
2010-11-30-utah,Jon M. Huntsman Center,2010-11-30-utah,"Tue, Nov 30, 2010",2010-11-30,6,Home,fresno-state,WAC,Fresno State,,0,63,76,Win,2,4,W 1,,Reg
2010-12-04-bradley,Carver Arena,2010-12-04-bradley,"Sat, Dec 4, 2010",2010-12-04,7,Away,bradley,MVC,Bradley,,0,60,68,Win,2,5,W 2,,Reg
2010-12-07-utah,Jon M. Huntsman Center,2010-12-07-utah,"Tue, Dec 7, 2010",2010-12-07,8,Home,pepperdine,WCC,Pepperdine,,0,60,67,Win,2,6,W 3,,Reg
2010-12-10-michigan,Crisler Arena,2010-12-10-michigan,"Fri, Dec 10, 2010",2010-12-10,9,Away,michigan,Big Ten,Michigan,,0,75,64,Loss,3,6,L 1,,Reg
2010-12-17-utah,Jon M. Huntsman Center,2010-12-17-utah,"Fri, Dec 17, 2010",2010-12-17,10,Home,boise-state,WAC,Boise State,,0,84,86,Win,3,7,W 1,,Reg
2010-12-22-butler,,2010-12-22-butler,"Wed, Dec 22, 2010",2010-12-22,11,Neutral,butler,Horizon,Butler,,0,74,62,Loss,4,7,L 1,,Reg
