awayindex,date,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,winner,home_team,away_team,home_team_name,away_team_name,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,uid
2018-12-08-16-oklahoma-stateOklahoma State,"December 8, 2018",16.3,4,"Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,67.4,HOUSTON,Houston,Oklahoma State,aac,2018-12-08-16-oklahoma-state,Away,HOUSTON,OKLAHOMA-STATE,Houston,Oklahoma State,0.5586907449209932,0.5068762278978389,0.4754273504273504,0.5,74
2019-02-13-21-oklahoma-stateOklahoma State,"February 13, 2019",19.3,9,"Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,61.7,TEXAS-TECH,Texas Tech,Oklahoma State,big-12,2019-02-13-21-oklahoma-state,Away,TEXAS-TECH,OKLAHOMA-STATE,Texas Tech,Oklahoma State,0.5102201257861635,0.4982911825017088,0.4924868519909842,0.39130434782608703,75
2019-02-27-19-texas-techOklahoma State,"February 27, 2019",6.9,23,"United Supermarkets Arena, Lubbock, Texas",OKLAHOMA-STATE,Oklahoma State,68.6,TEXAS-TECH,Texas Tech,Oklahoma State,big-12,2019-02-27-19-texas-tech,Home,TEXAS-TECH,OKLAHOMA-STATE,Texas Tech,Oklahoma State,0.4983142279163857,0.4920259893679858,0.5064977257959714,0.3703703703703704,76
2019-02-16-13-texasOklahoma State,"February 16, 2019",16.7,15,"Frank Erwin Center, Austin, Texas",OKLAHOMA-STATE,Oklahoma State,60.6,TEXAS,Texas,Oklahoma State,big-12,2019-02-16-13-texas,Home,TEXAS,OKLAHOMA-STATE,Texas,Oklahoma State,0.5068130204390613,0.4983541803818302,0.4978370583994232,0.375,77
2019-01-02-21-oklahoma-stateOklahoma State,"January 2, 2019",13.5,6,"Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,68.3,IOWA-STATE,Iowa State,Oklahoma State,big-12,2019-01-02-21-oklahoma-state,Away,IOWA-STATE,OKLAHOMA-STATE,Iowa State,Oklahoma State,0.5301204819277109,0.5184696569920845,0.4813753581661891,0.5,78
2019-01-19-18-iowa-stateOklahoma State,"January 19, 2019",8.6,14,"James H. Hilton Coliseum , Ames, Iowa",OKLAHOMA-STATE,Oklahoma State,63.4,IOWA-STATE,Iowa State,Oklahoma State,big-12,2019-01-19-18-iowa-state,Home,IOWA-STATE,OKLAHOMA-STATE,Iowa State,Oklahoma State,0.5099789915966386,0.5094850948509485,0.4746963562753037,0.4705882352941176,79
2018-12-16-19-oklahoma-stateOklahoma State,"December 16, 2018",22.3,4,"Sanford Pentagon, Sioux Falls, South Dakota",OKLAHOMA-STATE,Oklahoma State,69.5,NEBRASKA,Nebraska,Oklahoma State,big-ten,2018-12-16-19-oklahoma-state,Away,NEBRASKA,OKLAHOMA-STATE,Nebraska,Oklahoma State,0.542,0.4991334488734835,0.4792060491493384,0.4444444444444444,80
2018-11-30-22-minnesotaOklahoma State,"November 30, 2018",22.2,6,"U.S. Bank Stadium, Minneapolis, Minnesota",OKLAHOMA-STATE,Oklahoma State,75.8,MINNESOTA,Minnesota,Oklahoma State,big-ten,2018-11-30-22-minnesota,Home,MINNESOTA,OKLAHOMA-STATE,Minnesota,Oklahoma State,0.5736677115987461,0.5065963060686016,0.4582172701949861,0.6666666666666666,81
2019-02-09-12-kansasOklahoma State,"February 9, 2019",10.4,18,"Allen Fieldhouse, Lawrence, Kansas",OKLAHOMA-STATE,Oklahoma State,64.3,KANSAS,Kansas,Oklahoma State,big-12,2019-02-09-12-kansas,Home,KANSAS,OKLAHOMA-STATE,Kansas,Oklahoma State,0.509860312243221,0.5024982155603139,0.487785657998424,0.4090909090909091,82
2019-03-02-12-oklahoma-stateOklahoma State,"March 2, 2019",13.3,10,"Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,71.2,KANSAS,Kansas,Oklahoma State,big-12,2019-03-02-12-oklahoma-state,Away,KANSAS,OKLAHOMA-STATE,Kansas,Oklahoma State,0.5,0.4900849858356941,0.5037359900373599,0.35714285714285715,83
2018-12-05-20-tulsaOklahoma State,"December 5, 2018",13.9,6,"Donald W. Reynolds Center, Tulsa, Oklahoma",OKLAHOMA-STATE,Oklahoma State,72.3,TULSA,Tulsa,Oklahoma State,big-12,2018-12-05-20-tulsa,Home,TULSA,OKLAHOMA-STATE,Tulsa,Oklahoma State,0.56282722513089,0.502262443438914,0.4755501222493888,0.5714285714285714,84
2019-01-05-14-oklahomaOklahoma State,"January 5, 2019",14.0,12,"Lloyd Noble Center, Norman, Oklahoma",OKLAHOMA-STATE,Oklahoma State,74.5,OKLAHOMA,Oklahoma,Oklahoma State,big-12,2019-01-05-14-oklahoma,Home,OKLAHOMA,OKLAHOMA-STATE,Oklahoma,Oklahoma State,0.5235457063711911,0.5181159420289855,0.4794156706507304,0.4615384615384616,85
2019-01-23-21-oklahoma-stateOklahoma State,"January 23, 2019",17.9,8,"Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,62.5,OKLAHOMA,Oklahoma,Oklahoma State,big-12,2019-01-23-21-oklahoma-state,Away,OKLAHOMA,OKLAHOMA-STATE,Oklahoma,Oklahoma State,0.5084409136047666,0.5141388174807198,0.4765100671140939,0.4444444444444444,86
2018-11-10-16-charlotteOklahoma State,"November 10, 2018",26.6,1,"Dale F. Halton Arena, Charlotte, North Carolina",OKLAHOMA-STATE,Oklahoma State,68.8,CHARLOTTE,Charlotte,Oklahoma State,big-12,2018-11-10-16-charlotte,Home,CHARLOTTE,OKLAHOMA-STATE,Charlotte,Oklahoma State,,,,,87
2018-11-11-17-texas-christianOral Roberts,"November 11, 2018",19.6,2,"Ed & Rae Schollmaier Arena, Fort Worth, Texas",ORAL-ROBERTS,Oral Roberts,74.5,TEXAS-CHRISTIAN,TCU,Oral Roberts,summit,2018-11-11-17-texas-christian,Home,TEXAS-CHRISTIAN,ORAL-ROBERTS,TCU,Oral Roberts,0.4312977099236641,0.5035971223021583,0.5330578512396694,0.5,88
2018-12-19-20-wichita-stateOral Roberts,"December 19, 2018",11.3,7,"Charles Koch Arena, Wichita, Kansas",ORAL-ROBERTS,Oral Roberts,70.6,WICHITA-STATE,Wichita State,Oral Roberts,summit,2018-12-19-20-wichita-state,Home,WICHITA-STATE,ORAL-ROBERTS,Wichita State,Oral Roberts,0.5104302477183833,0.5075845974329055,0.5127551020408163,0.3076923076923077,89
2018-12-02-15-southern-methodistOral Roberts,"December 2, 2018",9.9,6,"Moody Coliseum, Dallas, Texas",ORAL-ROBERTS,Oral Roberts,59.4,SOUTHERN-METHODIST,SMU,Oral Roberts,summit,2018-12-02-15-southern-methodist,Home,SOUTHERN-METHODIST,ORAL-ROBERTS,Southern Methodist,Oral Roberts,0.5,0.5172981878088962,0.4972826086956522,0.3333333333333333,90
2018-12-07-19-missouriOral Roberts,"December 7, 2018",13.4,6,"Mizzou Arena, Columbia, Missouri",ORAL-ROBERTS,Oral Roberts,67.8,MISSOURI,Missouri,Oral Roberts,sec,2018-12-07-19-missouri,Home,MISSOURI,ORAL-ROBERTS,Missouri,Oral Roberts,0.510670731707317,0.5006973500697349,0.5248868778280543,0.2727272727272727,91
2019-01-12-17-south-dakota-stateOral Roberts,"January 12, 2019",11.3,14,"Frost Arena, Brookings, South Dakota",ORAL-ROBERTS,Oral Roberts,73.9,SOUTH-DAKOTA-STATE,South Dakota State,Oral Roberts,summit,2019-01-12-17-south-dakota-state,Home,SOUTH-DAKOTA-STATE,ORAL-ROBERTS,South Dakota State,Oral Roberts,0.5277020890099909,0.5196399345335515,0.5173913043478261,0.3684210526315789,92
2019-01-31-20-oral-robertsOral Roberts,"January 31, 2019",11.3,8,"Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,76.4,SOUTH-DAKOTA-STATE,South Dakota State,Oral Roberts,summit,2019-01-31-20-oral-roberts,Away,SOUTH-DAKOTA-STATE,ORAL-ROBERTS,South Dakota State,Oral Roberts,0.5157185628742516,0.5209176788124157,0.521978021978022,0.3478260869565217,93
2018-11-24-14-oaklandOral Roberts,"November 24, 2018",10.9,3,"Athletics Center O'rena, Rochester, Michigan",ORAL-ROBERTS,Oral Roberts,66.7,OAKLAND,Oakland,Oral Roberts,horizon,2018-11-24-14-oakland,Home,OAKLAND,ORAL-ROBERTS,Oakland,Oral Roberts,0.4953271028037383,0.5060975609756098,0.5,0.2857142857142857,94
2018-11-06-20-missouri-stateOral Roberts,"November 6, 2018",14.7,1,"JQH Arena, Springfield, Missouri",ORAL-ROBERTS,Oral Roberts,77.3,MISSOURI-STATE,Missouri State,Oral Roberts,mvc,2018-11-06-20-missouri-state,Home,MISSOURI-STATE,ORAL-ROBERTS,Missouri State,Oral Roberts,,,,,95
2019-01-10-19-ipfwOral Roberts,"January 10, 2019",7.8,12,"Allen County War Memorial Coliseum, Fort Wayne, Indiana",ORAL-ROBERTS,Oral Roberts,69.4,IPFW,Purdue-Fort Wayne,Oral Roberts,summit,2019-01-10-19-ipfw,Home,IPFW,ORAL-ROBERTS,Purdue-Fort Wayne,Oral Roberts,0.5268714011516314,0.5167381974248927,0.5101382488479262,0.3888888888888889,96
2019-02-02-20-oral-robertsOral Roberts,"February 2, 2019",17.1,8,"Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,71.5,IPFW,Purdue-Fort Wayne,Oral Roberts,summit,2019-02-02-20-oral-roberts,Away,IPFW,ORAL-ROBERTS,Purdue-Fort Wayne,Oral Roberts,0.5152374202693125,0.5193298969072165,0.5249297752808989,0.3333333333333333,97
2019-02-23-20-western-illinoisOral Roberts,"February 23, 2019",11.4,9,"Western Hall, Macomb, Illinois",ORAL-ROBERTS,Oral Roberts,70.9,WESTERN-ILLINOIS,Western Illinois,Oral Roberts,summit,2019-02-23-20-western-illinois,Home,WESTERN-ILLINOIS,ORAL-ROBERTS,Western Illinois,Oral Roberts,0.5280070754716981,0.523236741388737,0.53307962529274,0.3448275862068966,98
2019-02-16-20-north-dakotaOral Roberts,"February 16, 2019",9.3,10,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",ORAL-ROBERTS,Oral Roberts,72.9,NORTH-DAKOTA,North Dakota,Oral Roberts,summit,2019-02-16-20-north-dakota,Home,NORTH-DAKOTA,ORAL-ROBERTS,North Dakota,Oral Roberts,0.5281173594132029,0.5212224108658744,0.5312689738919247,0.35714285714285715,99
2019-01-26-20-oral-robertsOral Roberts,"January 26, 2019",19.0,8,"Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,66.3,NORTH-DAKOTA-STATE,North Dakota State,Oral Roberts,summit,2019-01-26-20-oral-roberts,Away,NORTH-DAKOTA-STATE,ORAL-ROBERTS,North Dakota State,Oral Roberts,0.5187353629976581,0.5211565585331452,0.5232646834477498,0.3636363636363637,100
2019-02-14-20-north-dakota-stateOral Roberts,"February 14, 2019",9.1,14,"Scheels Center, Fargo, North Dakota",ORAL-ROBERTS,Oral Roberts,61.0,NORTH-DAKOTA-STATE,North Dakota State,Oral Roberts,summit,2019-02-14-20-north-dakota-state,Home,NORTH-DAKOTA-STATE,ORAL-ROBERTS,North Dakota State,Oral Roberts,0.5256329113924051,0.5215617715617715,0.5260678391959799,0.3703703703703704,101
2019-03-10-19-north-dakota-stateOral Roberts,"March 10, 2019",13.5,16,"Denny Sanford Premier Center, Sioux Falls, South Dakota",ORAL-ROBERTS,Oral Roberts,65.5,NORTH-DAKOTA-STATE,North Dakota State,Oral Roberts,summit,2019-03-10-19-north-dakota-state,Home,NORTH-DAKOTA-STATE,ORAL-ROBERTS,North Dakota State,Oral Roberts,0.527242707760044,0.5226463104325699,0.5317245119305857,0.3548387096774194,102
2018-12-05-20-oral-robertsOral Roberts,"December 5, 2018",14.3,3,"Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,69.1,FLORIDA-GULF-COAST,Florida Gulf Coast,Oral Roberts,summit,2018-12-05-20-oral-roberts,Away,FLORIDA-GULF-COAST,ORAL-ROBERTS,Florida Gulf Coast,Oral Roberts,0.5041946308724832,0.5067466266866567,0.5057565789473685,0.3,103
2018-12-22-20-oral-robertsOral Roberts,"December 22, 2018",17.5,4,"Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,65.5,TULSA,Tulsa,Oral Roberts,summit,2018-12-22-20-oral-roberts,Away,TULSA,ORAL-ROBERTS,Tulsa,Oral Roberts,0.5140931372549019,0.5021691973969631,0.5111371629542789,0.2857142857142857,104
2019-01-20-18-denverOral Roberts,"January 20, 2019",20.7,7,"Magness Arena, Denver, Colorado",ORAL-ROBERTS,Oral Roberts,64.1,DENVER,Denver,Oral Roberts,summit,2019-01-20-18-denver,Home,DENVER,ORAL-ROBERTS,Denver,Oral Roberts,0.5224856909239575,0.5234948604992657,0.5197160883280757,0.3809523809523809,105
2018-11-15-21-brigham-youngOral Roberts,"November 15, 2018",7.8,3,"Marriott Center, Provo, Utah",ORAL-ROBERTS,Oral Roberts,81.0,BRIGHAM-YOUNG,BYU,Oral Roberts,summit,2018-11-15-21-brigham-young,Home,BRIGHAM-YOUNG,ORAL-ROBERTS,Brigham Young,Oral Roberts,0.44556451612903225,0.5017921146953405,0.5081632653061224,0.25,106
2018-11-23-12-oral-robertsOral Roberts,"November 23, 2018",24.3,2,"Athletics Center O'rena, Rochester, Michigan",ORAL-ROBERTS,Oral Roberts,70.4,NORTHERN-ILLINOIS,Northern Illinois,Oral Roberts,mac,2018-11-23-12-oral-roberts,Away,NORTHERN-ILLINOIS,ORAL-ROBERTS,Northern Illinois,Oral Roberts,0.4854497354497354,0.5208333333333334,0.4881266490765172,0.3333333333333333,107
2018-11-13-20-oral-robertsOral Roberts,"November 13, 2018",20.3,1,"Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,70.5,CALIFORNIA-BAPTIST,California Baptist,Oral Roberts,summit,2018-11-13-20-oral-roberts,Away,CALIFORNIA-BAPTIST,ORAL-ROBERTS,California Baptist,Oral Roberts,0.42268041237113396,0.4807692307692308,0.5449438202247191,0.3333333333333333,108
2019-03-20-21-texas-christianSam Houston State,"March 20, 2019",14.4,21,"Ed & Rae Schollmaier Arena, Fort Worth, Texas",SAM-HOUSTON-STATE,Sam Houston State,71.6,TEXAS-CHRISTIAN,TCU,Sam Houston State,southland,2019-03-20-21-texas-christian,Home,TEXAS-CHRISTIAN,SAM-HOUSTON-STATE,TCU,Sam Houston State,0.5184994861253854,0.5171905697445972,0.5011655011655012,0.65625,109
2018-12-22-16-utah-valleySam Houston State,"December 22, 2018",21.2,10,"UCCU Center, Orem, Utah",SAM-HOUSTON-STATE,Sam Houston State,73.6,UTAH-VALLEY,Utah Valley,Sam Houston State,southland,2018-12-22-16-utah-valley,Home,UTAH-VALLEY,SAM-HOUSTON-STATE,Utah Valley,Sam Houston State,0.4725829725829726,0.5081081081081081,0.5043706293706294,0.3636363636363637,110
2018-12-08-16-colorado-stateSam Houston State,"December 8, 2018",19.9,5,"Moby Arena, Fort Collins, Colorado",SAM-HOUSTON-STATE,Sam Houston State,71.0,COLORADO-STATE,Colorado State,Sam Houston State,southland,2018-12-08-16-colorado-state,Home,COLORADO-STATE,SAM-HOUSTON-STATE,Colorado State,Sam Houston State,0.4716312056737589,0.5125208681135225,0.511727078891258,0.3333333333333333,111
2018-11-20-19-east-tennessee-stateSam Houston State,"November 20, 2018",10.1,4,"Freedom Hall Civic Center, Johnson City, Tennessee",SAM-HOUSTON-STATE,Sam Houston State,62.1,EAST-TENNESSEE-STATE,ETSU,Sam Houston State,southland,2018-11-20-19-east-tennessee-state,Home,EAST-TENNESSEE-STATE,SAM-HOUSTON-STATE,East Tennessee State,Sam Houston State,0.4822784810126582,0.5246305418719212,0.4762658227848101,0.5,112
2018-11-16-19-georgiaSam Houston State,"November 16, 2018",13.2,2,"Stegeman Coliseum, Athens, Georgia",SAM-HOUSTON-STATE,Sam Houston State,67.2,GEORGIA,Georgia,Sam Houston State,sec,2018-11-16-19-georgia,Home,GEORGIA,SAM-HOUSTON-STATE,Georgia,Sam Houston State,0.4851301115241636,0.5345454545454545,0.481651376146789,0.5,113
2018-11-14-19-clemsonSam Houston State,"November 14, 2018",17.4,3,"Littlejohn Coliseum, Clemson, South Carolina",SAM-HOUSTON-STATE,Sam Houston State,65.7,CLEMSON,Clemson,Sam Houston State,southland,2018-11-14-19-clemson,Home,CLEMSON,SAM-HOUSTON-STATE,Clemson,Sam Houston State,0.5072815533980582,0.5662100456621004,0.4408284023668639,0.6666666666666666,114
2018-11-11-17-louisiana-techSam Houston State,"November 11, 2018",20.7,2,"Thomas Assembly Center, Ruston, Louisiana",SAM-HOUSTON-STATE,Sam Houston State,71.5,LOUISIANA-TECH,Louisiana Tech,Sam Houston State,cusa,2018-11-11-17-louisiana-tech,Home,LOUISIANA-TECH,SAM-HOUSTON-STATE,Louisiana Tech,Sam Houston State,0.5231788079470199,0.6423841059602649,0.4090909090909091,1.0,115
2019-03-15-18-sam-houston-stateSam Houston State,"March 15, 2019",9.1,21,"Leonard E. Merrell Center, Katy, Texas",SAM-HOUSTON-STATE,Sam Houston State,62.4,NEW-ORLEANS,New Orleans,Sam Houston State,southland,2019-03-15-18-sam-houston-state,Away,NEW-ORLEANS,SAM-HOUSTON-STATE,New Orleans,Sam Houston State,0.5206786850477201,0.5143866733972741,0.4984984984984985,0.6774193548387096,116
2019-02-16-17-lamarSam Houston State,"February 16, 2019",19.8,14,"Montagne Center, Beaumont, Texas",SAM-HOUSTON-STATE,Sam Houston State,73.3,LAMAR,Lamar,Sam Houston State,southland,2019-02-16-17-lamar,Home,LAMAR,SAM-HOUSTON-STATE,Lamar,Sam Houston State,0.5099403578528827,0.5050125313283208,0.4931714719271624,0.68,117
2018-12-01-16-arkansas-little-rockSam Houston State,"December 1, 2018",14.0,4,"Jack Stephens Center, Little Rock, Arkansas",SAM-HOUSTON-STATE,Sam Houston State,66.7,ARKANSAS-LITTLE-ROCK,Little Rock,Sam Houston State,sun-belt,2018-12-01-16-arkansas-little-rock,Home,ARKANSAS-LITTLE-ROCK,SAM-HOUSTON-STATE,Little Rock,Sam Houston State,0.4803536345776032,0.5140712945590994,0.503562945368171,0.375,118
2019-03-06-19-sam-houston-stateSam Houston State,"March 6, 2019",10.4,20,"Johnson Coliseum, Huntsville, Texas",SAM-HOUSTON-STATE,Sam Houston State,68.3,CENTRAL-ARKANSAS,Central Arkansas,Sam Houston State,southland,2019-03-06-19-sam-houston-state,Away,CENTRAL-ARKANSAS,SAM-HOUSTON-STATE,Central Arkansas,Sam Houston State,0.5187393526405452,0.5096256684491979,0.4932821497120921,0.6896551724137931,119
2018-11-28-19-sam-houston-stateSam Houston State,"November 28, 2018",17.6,3,"Johnson Coliseum, Huntsville, Texas",SAM-HOUSTON-STATE,Sam Houston State,76.9,CENTRAL-MICHIGAN,Central Michigan,Sam Houston State,southland,2018-11-28-19-sam-houston-state,Away,CENTRAL-MICHIGAN,SAM-HOUSTON-STATE,Central Michigan,Sam Houston State,0.4866071428571429,0.5149572649572649,0.49186991869918706,0.42857142857142855,120
2018-12-07-21-southern-californiaSouthern California,"December 7, 2018",23.0,5,"Staples Center, Los Angeles, California",SOUTHERN-CALIFORNIA,USC,80.7,TEXAS-CHRISTIAN,TCU,Southern California,pac-12,2018-12-07-21-southern-california,Away,TEXAS-CHRISTIAN,SOUTHERN-CALIFORNIA,TCU,Southern California,0.5515151515151515,0.5088652482269503,0.4477186311787073,0.625,121
2018-12-01-16-southern-californiaSouthern California,"December 1, 2018",11.2,5,"Galen Center, Los Angeles, California",SOUTHERN-CALIFORNIA,USC,70.5,NEVADA,Nevada,Southern California,mwc,2018-12-01-16-southern-california,Away,NEVADA,SOUTHERN-CALIFORNIA,Nevada,Southern California,0.5620689655172414,0.514,0.4366952789699571,0.7142857142857143,122
2018-11-19-21-texas-techSouthern California,"November 19, 2018",14.2,4,"Sprint Center, Kansas City, Missouri",SOUTHERN-CALIFORNIA,USC,71.5,TEXAS-TECH,Texas Tech,Southern California,pac-12,2018-11-19-21-texas-tech,Home,TEXAS-TECH,SOUTHERN-CALIFORNIA,Texas Tech,Southern California,0.5297029702970297,0.5316455696202531,0.3853211009174312,0.6666666666666666,123
2019-02-06-23-southern-californiaSouthern California,"February 6, 2019",7.3,13,"Galen Center, Los Angeles, California",SOUTHERN-CALIFORNIA,USC,71.6,UTAH,Utah,Southern California,pac-12,2019-02-06-23-southern-california,Away,UTAH,SOUTHERN-CALIFORNIA,Utah,Southern California,0.5260837619397501,0.4891518737672584,0.4800868935553946,0.5909090909090909,124
2019-03-07-22-utahSouthern California,"March 7, 2019",13.4,16,"Jon M. Huntsman Center, Salt Lake City, Utah",SOUTHERN-CALIFORNIA,USC,68.0,UTAH,Utah,Southern California,pac-12,2019-03-07-22-utah,Home,UTAH,SOUTHERN-CALIFORNIA,Utah,Southern California,0.5269294836202111,0.4892874937717987,0.4838799332962757,0.5172413793103449,125
2019-01-13-20-oregonSouthern California,"January 13, 2019",16.9,10,"Matthew Knight Arena, Eugene, Oregon",SOUTHERN-CALIFORNIA,USC,65.6,OREGON,Oregon,Southern California,pac-12,2019-01-13-20-oregon,Home,OREGON,SOUTHERN-CALIFORNIA,Oregon,Southern California,0.5228174603174603,0.4950135992747053,0.4869608826479439,0.5625,126
2019-02-28-21-uclaSouthern California,"February 28, 2019",11.2,16,"Pauley Pavilion, Los Angeles, California",SOUTHERN-CALIFORNIA,USC,69.6,UCLA,UCLA,Southern California,pac-12,2019-02-28-21-ucla,Home,UCLA,SOUTHERN-CALIFORNIA,UCLA,Southern California,0.5279883381924199,0.4913838120104438,0.4809468822170901,0.5357142857142857,127
2018-12-18-22-santa-claraSouthern California,"December 18, 2018",18.5,6,"Leavey Center, Santa Clara, California",SOUTHERN-CALIFORNIA,USC,73.3,SANTA-CLARA,Santa Clara,Southern California,wcc,2018-12-18-22-santa-clara,Home,SANTA-CLARA,SOUTHERN-CALIFORNIA,Santa Clara,Southern California,0.5194174757281553,0.4985994397759104,0.4709923664122138,0.5,128
2019-02-09-22-southern-californiaSouthern California,"February 9, 2019",8.4,13,"Galen Center, Los Angeles, California",SOUTHERN-CALIFORNIA,USC,65.1,COLORADO,Colorado,Southern California,pac-12,2019-02-09-22-southern-california,Away,COLORADO,SOUTHERN-CALIFORNIA,Colorado,Southern California,0.5219972067039106,0.489321608040201,0.4829624478442281,0.5652173913043478,129
2019-03-09-17-coloradoSouthern California,"March 9, 2019",8.2,19,"Coors Events/Conference Center, Boulder, Colorado",SOUTHERN-CALIFORNIA,USC,68.0,COLORADO,Colorado,Southern California,pac-12,2019-03-09-17-colorado,Home,COLORADO,SOUTHERN-CALIFORNIA,Colorado,Southern California,0.5296495956873315,0.488315481986368,0.4881593110871905,0.5,130
2018-11-11-21-southern-californiaSouthern California,"November 11, 2018",11.0,1,"Galen Center, Los Angeles, California",SOUTHERN-CALIFORNIA,USC,82.9,VANDERBILT,Vanderbilt,Southern California,pac-12,2018-11-11-21-southern-california,Away,VANDERBILT,SOUTHERN-CALIFORNIA,Vanderbilt,Southern California,0.5877192982456141,0.5633802816901409,0.37857142857142856,1.0,131
2019-02-13-23-stanfordSouthern California,"February 13, 2019",14.1,13,"Maples Pavilion, Stanford, California",SOUTHERN-CALIFORNIA,USC,70.8,STANFORD,Stanford,Southern California,pac-12,2019-02-13-23-stanford,Home,STANFORD,SOUTHERN-CALIFORNIA,Stanford,Southern California,0.5198119543317663,0.4867149758454106,0.4845741113346747,0.5416666666666666,132
2019-01-30-23-washingtonSouthern California,"January 30, 2019",21.1,17,"Alaska Airlines Arena, Seattle, Washington",SOUTHERN-CALIFORNIA,USC,70.8,WASHINGTON,Washington,Southern California,pac-12,2019-01-30-23-washington,Home,WASHINGTON,SOUTHERN-CALIFORNIA,Washington,Southern California,0.5223820943245404,0.4895908111988514,0.4764752791068581,0.6,133
2019-03-14-15-washingtonSouthern California,"March 14, 2019",16.3,25,"T-Mobile Arena, Las Vegas, Nevada",SOUTHERN-CALIFORNIA,USC,72.4,WASHINGTON,Washington,Southern California,pac-12,2019-03-14-15-washington,Home,WASHINGTON,SOUTHERN-CALIFORNIA,Washington,Southern California,0.528044466902476,0.4869445716903344,0.4878296146044625,0.5,134
2018-12-15-21-oklahomaSouthern California,"December 15, 2018",18.2,9,,SOUTHERN-CALIFORNIA,USC,82.4,OKLAHOMA,Oklahoma,Southern California,big-12,2018-12-15-21-oklahoma,Home,OKLAHOMA,SOUTHERN-CALIFORNIA,Oklahoma,Southern California,0.5344202898550725,0.5015723270440252,0.4638047138047138,0.5555555555555556,135
2019-01-10-23-oregon-stateSouthern California,"January 10, 2019",15.4,10,"Gill Coliseum, Corvallis, Oregon",SOUTHERN-CALIFORNIA,USC,64.9,OREGON-STATE,Oregon State,Southern California,pac-12,2019-01-10-23-oregon-state,Home,OREGON-STATE,SOUTHERN-CALIFORNIA,Oregon State,Southern California,0.5249469214437368,0.4980732177263969,0.4824654622741764,0.6,136
