,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
2512,2020-01-09-19-cleveland-state,"January 9, 2020","Wolstein Center, Cleveland, Ohio",DETROIT-MERCY,Detroit,Home,CLEVELAND-STATE,Cleveland State,Cleveland State,CLEVELAND-STATE,DETROIT-MERCY,Cleveland State,Detroit Mercy,2020-01-09-19-cleveland-stateCleveland State,2020-01-09-19-cleveland-stateDetroit Mercy,,,,,,,,
2513,2020-02-15-13-detroit-mercy,"February 15, 2020","Calihan Hall, Detroit, Michigan",DETROIT-MERCY,Detroit,Away,CLEVELAND-STATE,Cleveland State,Cleveland State,CLEVELAND-STATE,DETROIT-MERCY,Cleveland State,Detroit Mercy,2020-02-15-13-detroit-mercyCleveland State,2020-02-15-13-detroit-mercyDetroit Mercy,,,,,,,,
2514,2020-02-27-20-illinois-chicago,"February 27, 2020","UIC Pavilion, Chicago, Illinois",DETROIT-MERCY,Detroit,Home,ILLINOIS-CHICAGO,UIC,Detroit Mercy,ILLINOIS-CHICAGO,DETROIT-MERCY,Illinois-Chicago,Detroit Mercy,2020-02-27-20-illinois-chicagoIllinois-Chicago,2020-02-27-20-illinois-chicagoDetroit Mercy,,,,,,,,
2515,2019-12-28-15-oakland,"December 28, 2019","Athletics Center O'rena, Rochester, Michigan",DETROIT-MERCY,Detroit,Home,OAKLAND,Oakland,Detroit Mercy,OAKLAND,DETROIT-MERCY,Oakland,Detroit Mercy,2019-12-28-15-oaklandOakland,2019-12-28-15-oaklandDetroit Mercy,,,,,,,,
2516,2020-01-31-19-detroit-mercy,"January 31, 2020","Calihan Hall, Detroit, Michigan",DETROIT-MERCY,Detroit,Away,OAKLAND,Oakland,Detroit Mercy,OAKLAND,DETROIT-MERCY,Oakland,Detroit Mercy,2020-01-31-19-detroit-mercyOakland,2020-01-31-19-detroit-mercyDetroit Mercy,,,,,,,,
2517,2020-01-05-13-detroit-mercy,"January 5, 2020","Calihan Hall, Detroit, Michigan",DETROIT-MERCY,Detroit,Away,WRIGHT-STATE,Wright State,Detroit Mercy,WRIGHT-STATE,DETROIT-MERCY,Wright State,Detroit Mercy,2020-01-05-13-detroit-mercyWright State,2020-01-05-13-detroit-mercyDetroit Mercy,,,,,,,,
2518,2020-02-06-19-wright-state,"February 6, 2020","Ervin J. Nutter Center, Dayton, Ohio",DETROIT-MERCY,Detroit,Home,WRIGHT-STATE,Wright State,Detroit Mercy,WRIGHT-STATE,DETROIT-MERCY,Wright State,Detroit Mercy,2020-02-06-19-wright-stateWright State,2020-02-06-19-wright-stateDetroit Mercy,,,,,,,,
2519,2019-11-18-19-akron,"November 18, 2019","James A. Rhodes Arena, Akron, Ohio",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,AKRON,Akron,Akron,AKRON,SOUTH-CAROLINA-UPSTATE,Akron,South Carolina Upstate,2019-11-18-19-akronAkron,2019-11-18-19-akronSouth Carolina Upstate,,,,,,,,
2520,2019-11-20-19-louisville,"November 20, 2019","KFC Yum! Center, Louisville, Kentucky",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,LOUISVILLE,Louisville,Louisville,LOUISVILLE,SOUTH-CAROLINA-UPSTATE,Louisville,South Carolina Upstate,2019-11-20-19-louisvilleLouisville,2019-11-20-19-louisvilleSouth Carolina Upstate,,,,,,,,
2521,2019-11-11-19-north-carolina-central,"November 11, 2019","McLendon-McDougald Gym, Durham, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,NORTH-CAROLINA-CENTRAL,SOUTH-CAROLINA-UPSTATE,North Carolina Central,South Carolina Upstate,2019-11-11-19-north-carolina-centralNorth Carolina Central,2019-11-11-19-north-carolina-centralSouth Carolina Upstate,,,,,,,,
2522,2019-11-23-14-south-carolina-upstate,"November 23, 2019","G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Away,YOUNGSTOWN-STATE,Youngstown State,South Carolina Upstate,YOUNGSTOWN-STATE,SOUTH-CAROLINA-UPSTATE,Youngstown State,South Carolina Upstate,2019-11-23-14-south-carolina-upstateYoungstown State,2019-11-23-14-south-carolina-upstateSouth Carolina Upstate,,,,,,,,
2523,2020-01-18-16-gardner-webb,"January 18, 2020","Paul Porter Arena, Boiling Springs, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,GARDNER-WEBB,SOUTH-CAROLINA-UPSTATE,Gardner-Webb,South Carolina Upstate,2020-01-18-16-gardner-webbGardner-Webb,2020-01-18-16-gardner-webbSouth Carolina Upstate,,,,,,,,
2524,2020-02-08-16-south-carolina-upstate,"February 8, 2020","G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Away,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,GARDNER-WEBB,SOUTH-CAROLINA-UPSTATE,Gardner-Webb,South Carolina Upstate,2020-02-08-16-south-carolina-upstateGardner-Webb,2020-02-08-16-south-carolina-upstateSouth Carolina Upstate,,,,,,,,
2525,2020-01-23-19-winthrop,"January 23, 2020","Winthrop Coliseum, Rock Hill, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,WINTHROP,Winthrop,South Carolina Upstate,WINTHROP,SOUTH-CAROLINA-UPSTATE,Winthrop,South Carolina Upstate,2020-01-23-19-winthropWinthrop,2020-01-23-19-winthropSouth Carolina Upstate,,,,,,,,
2526,2020-02-27-18-south-carolina-upstate,"February 27, 2020","G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Away,WINTHROP,Winthrop,South Carolina Upstate,WINTHROP,SOUTH-CAROLINA-UPSTATE,Winthrop,South Carolina Upstate,2020-02-27-18-south-carolina-upstateWinthrop,2020-02-27-18-south-carolina-upstateSouth Carolina Upstate,,,,,,,,
2527,2020-03-05-12-winthrop,"March 5, 2020","Donald N. Dedmon Center, Radford, Virginia",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,WINTHROP,Winthrop,South Carolina Upstate,WINTHROP,SOUTH-CAROLINA-UPSTATE,Winthrop,South Carolina Upstate,2020-03-05-12-winthropWinthrop,2020-03-05-12-winthropSouth Carolina Upstate,,,,,,,,
2528,2020-01-16-18-south-carolina-upstate,"January 16, 2020","G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Away,RADFORD,Radford,Radford,RADFORD,SOUTH-CAROLINA-UPSTATE,Radford,South Carolina Upstate,2020-01-16-18-south-carolina-upstateRadford,2020-01-16-18-south-carolina-upstateSouth Carolina Upstate,,,,,,,,
2529,2020-02-22-16-radford,"February 22, 2020","Donald N. Dedmon Center, Radford, Virginia",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,RADFORD,Radford,Radford,RADFORD,SOUTH-CAROLINA-UPSTATE,Radford,South Carolina Upstate,2020-02-22-16-radfordRadford,2020-02-22-16-radfordSouth Carolina Upstate,,,,,,,,
2530,2020-01-02-19-charleston-southern,"January 2, 2020","CSU Fieldhouse, Charleston, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,CHARLESTON-SOUTHERN,Charleston Southern,South Carolina Upstate,CHARLESTON-SOUTHERN,SOUTH-CAROLINA-UPSTATE,Charleston Southern,South Carolina Upstate,2020-01-02-19-charleston-southernCharleston Southern,2020-01-02-19-charleston-southernSouth Carolina Upstate,,,,,,,,
2531,2020-01-20-18-south-carolina-upstate,"January 20, 2020","G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Away,HIGH-POINT,High Point,High Point,HIGH-POINT,SOUTH-CAROLINA-UPSTATE,High Point,South Carolina Upstate,2020-01-20-18-south-carolina-upstateHigh Point,2020-01-20-18-south-carolina-upstateSouth Carolina Upstate,,,,,,,,
2532,2020-02-15-19-high-point,"February 15, 2020","Millis Center, High Point, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,HIGH-POINT,High Point,High Point,HIGH-POINT,SOUTH-CAROLINA-UPSTATE,High Point,South Carolina Upstate,2020-02-15-19-high-pointHigh Point,2020-02-15-19-high-pointSouth Carolina Upstate,,,,,,,,
2533,2020-02-20-18-south-carolina-upstate,"February 20, 2020","G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Away,LONGWOOD,Longwood,Longwood,LONGWOOD,SOUTH-CAROLINA-UPSTATE,Longwood,South Carolina Upstate,2020-02-20-18-south-carolina-upstateLongwood,2020-02-20-18-south-carolina-upstateSouth Carolina Upstate,,,,,,,,
2534,2020-02-06-18-north-carolina-asheville,"February 6, 2020","Kimmel Arena, Asheville, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,South Carolina Upstate,NORTH-CAROLINA-ASHEVILLE,SOUTH-CAROLINA-UPSTATE,UNC Asheville,South Carolina Upstate,2020-02-06-18-north-carolina-ashevilleUNC Asheville,2020-02-06-18-north-carolina-ashevilleSouth Carolina Upstate,,,,,,,,
2535,2019-11-30-16-charlotte,"November 30, 2019","Dale F. Halton Arena, Charlotte, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,CHARLOTTE,Charlotte,Charlotte,CHARLOTTE,SOUTH-CAROLINA-UPSTATE,Charlotte,South Carolina Upstate,2019-11-30-16-charlotteCharlotte,2019-11-30-16-charlotteSouth Carolina Upstate,,,,,,,,
2536,2019-11-13-19-virginia-tech,"November 13, 2019","Cassell Coliseum, Blacksburg, Virginia",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,VIRGINIA-TECH,Virginia Tech,South Carolina Upstate,VIRGINIA-TECH,SOUTH-CAROLINA-UPSTATE,Virginia Tech,South Carolina Upstate,2019-11-13-19-virginia-techVirginia Tech,2019-11-13-19-virginia-techSouth Carolina Upstate,,,,,,,,
2537,2019-12-08-14-furman,"December 8, 2019","Timmons Arena, Greenville, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,FURMAN,Furman,Furman,FURMAN,SOUTH-CAROLINA-UPSTATE,Furman,South Carolina Upstate,2019-12-08-14-furmanFurman,2019-12-08-14-furmanSouth Carolina Upstate,,,,,,,,
2538,2019-11-05-19-college-of-charleston,"November 5, 2019","TD Arena, Charleston, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,Home,COLLEGE-OF-CHARLESTON,College of Charleston,College of Charleston,COLLEGE-OF-CHARLESTON,SOUTH-CAROLINA-UPSTATE,College of Charleston,South Carolina Upstate,2019-11-05-19-college-of-charlestonCollege of Charleston,2019-11-05-19-college-of-charlestonSouth Carolina Upstate,,,,,,,,
2539,2019-11-21-19-akron,"November 21, 2019","James A. Rhodes Arena, Akron, Ohio",YOUNGSTOWN-STATE,Youngstown State,Home,AKRON,Akron,Akron,AKRON,YOUNGSTOWN-STATE,Akron,Youngstown State,2019-11-21-19-akronAkron,2019-11-21-19-akronYoungstown State,,,,,,,,
2540,2019-12-21-13-youngstown-state,"December 21, 2019","Covelli Centre, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,Away,WEST-VIRGINIA,West Virginia,West Virginia,WEST-VIRGINIA,YOUNGSTOWN-STATE,West Virginia,Youngstown State,2019-12-21-13-youngstown-stateWest Virginia,2019-12-21-13-youngstown-stateYoungstown State,,,,,,,,
2541,2019-11-10-14-louisville,"November 10, 2019","KFC Yum! Center, Louisville, Kentucky",YOUNGSTOWN-STATE,Youngstown State,Home,LOUISVILLE,Louisville,Louisville,LOUISVILLE,YOUNGSTOWN-STATE,Louisville,Youngstown State,2019-11-10-14-louisvilleLouisville,2019-11-10-14-louisvilleYoungstown State,,,,,,,,
2542,2019-11-15-20-louisiana-lafayette,"November 15, 2019","Cajundome, Lafayette, Louisiana",YOUNGSTOWN-STATE,Youngstown State,Home,LOUISIANA-LAFAYETTE,Louisiana,Youngstown State,LOUISIANA-LAFAYETTE,YOUNGSTOWN-STATE,Louisiana,Youngstown State,2019-11-15-20-louisiana-lafayetteLouisiana,2019-11-15-20-louisiana-lafayetteYoungstown State,,,,,,,,
2543,2020-01-16-19-northern-kentucky,"January 16, 2020","Bank of Kentucky Center, Highland Heights, Kentucky",YOUNGSTOWN-STATE,Youngstown State,Home,NORTHERN-KENTUCKY,Northern Kentucky,Northern Kentucky,NORTHERN-KENTUCKY,YOUNGSTOWN-STATE,Northern Kentucky,Youngstown State,2020-01-16-19-northern-kentuckyNorthern Kentucky,2020-01-16-19-northern-kentuckyYoungstown State,,,,,,,,
2544,2020-02-22-14-youngstown-state,"February 22, 2020","Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,Away,NORTHERN-KENTUCKY,Northern Kentucky,Northern Kentucky,NORTHERN-KENTUCKY,YOUNGSTOWN-STATE,Northern Kentucky,Youngstown State,2020-02-22-14-youngstown-stateNorthern Kentucky,2020-02-22-14-youngstown-stateYoungstown State,,,,,,,,
2545,2019-11-30-16-central-michigan,"November 30, 2019","McGuirk Arena, Mt. Pleasant, Michigan",YOUNGSTOWN-STATE,Youngstown State,Home,CENTRAL-MICHIGAN,Central Michigan,Central Michigan,CENTRAL-MICHIGAN,YOUNGSTOWN-STATE,Central Michigan,Youngstown State,2019-11-30-16-central-michiganCentral Michigan,2019-11-30-16-central-michiganYoungstown State,,,,,,,,
2546,2019-12-07-14-western-michigan,"December 7, 2019","University Arena, Kalamazoo, Michigan",YOUNGSTOWN-STATE,Youngstown State,Home,WESTERN-MICHIGAN,Western Michigan,Western Michigan,WESTERN-MICHIGAN,YOUNGSTOWN-STATE,Western Michigan,Youngstown State,2019-12-07-14-western-michiganWestern Michigan,2019-12-07-14-western-michiganYoungstown State,,,,,,,,
2547,2020-02-27-20-green-bay,"February 27, 2020","Resch Center, Green Bay, Wisconsin",YOUNGSTOWN-STATE,Youngstown State,Home,GREEN-BAY,Green Bay,Green Bay,GREEN-BAY,YOUNGSTOWN-STATE,Green Bay,Youngstown State,2020-02-27-20-green-bayGreen Bay,2020-02-27-20-green-bayYoungstown State,,,,,,,,
2548,2020-01-04-15-cleveland-state,"January 4, 2020","Wolstein Center, Cleveland, Ohio",YOUNGSTOWN-STATE,Youngstown State,Home,CLEVELAND-STATE,Cleveland State,Cleveland State,CLEVELAND-STATE,YOUNGSTOWN-STATE,Cleveland State,Youngstown State,2020-01-04-15-cleveland-stateCleveland State,2020-01-04-15-cleveland-stateYoungstown State,,,,,,,,
2549,2020-01-30-19-youngstown-state,"January 30, 2020","Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,Away,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,ILLINOIS-CHICAGO,YOUNGSTOWN-STATE,Illinois-Chicago,Youngstown State,2020-01-30-19-youngstown-stateIllinois-Chicago,2020-01-30-19-youngstown-stateYoungstown State,,,,,,,,
2550,2020-03-05-20-illinois-chicago,"March 5, 2020","Joseph J. Gentile Center, Chicago, Illinois",YOUNGSTOWN-STATE,Youngstown State,Home,ILLINOIS-CHICAGO,UIC,Illinois-Chicago,ILLINOIS-CHICAGO,YOUNGSTOWN-STATE,Illinois-Chicago,Youngstown State,2020-03-05-20-illinois-chicagoIllinois-Chicago,2020-03-05-20-illinois-chicagoYoungstown State,,,,,,,,
2551,2020-02-15-15-oakland,"February 15, 2020","Athletics Center O'rena, Rochester, Michigan",YOUNGSTOWN-STATE,Youngstown State,Home,OAKLAND,Oakland,Oakland,OAKLAND,YOUNGSTOWN-STATE,Oakland,Youngstown State,2020-02-15-15-oaklandOakland,2020-02-15-15-oaklandYoungstown State,,,,,,,,
2552,2020-01-18-19-wright-state,"January 18, 2020","Ervin J. Nutter Center, Dayton, Ohio",YOUNGSTOWN-STATE,Youngstown State,Home,WRIGHT-STATE,Wright State,Wright State,WRIGHT-STATE,YOUNGSTOWN-STATE,Wright State,Youngstown State,2020-01-18-19-wright-stateWright State,2020-01-18-19-wright-stateYoungstown State,,,,,,,,
2553,2020-01-23-19-youngstown-state,"January 23, 2020","Beeghly Center, Youngstown, Ohio",YOUNGSTOWN-STATE,Youngstown State,Away,MILWAUKEE,Milwaukee,Milwaukee,MILWAUKEE,YOUNGSTOWN-STATE,Milwaukee,Youngstown State,2020-01-23-19-youngstown-stateMilwaukee,2020-01-23-19-youngstown-stateYoungstown State,,,,,,,,
2554,2019-11-29-19-akron,"November 29, 2019","James A. Rhodes Arena, Akron, Ohio",MERRIMACK,Merrimack,Home,AKRON,Akron,Akron,AKRON,MERRIMACK,Akron,Merrimack,2019-11-29-19-akronAkron,2019-11-29-19-akronMerrimack,,,,,,,,
2555,2019-12-29-18-merrimack,"December 29, 2019","Hammel Court, North Andover, Massachusetts",MERRIMACK,Merrimack,Away,BOSTON-UNIVERSITY,Boston University,Boston University,BOSTON-UNIVERSITY,MERRIMACK,Boston University,Merrimack,2019-12-29-18-merrimackBoston University,2019-12-29-18-merrimackMerrimack,,,,,,,,
2556,2020-02-08-16-long-island-university,"February 8, 2020","Steinberg Wellness Center, Brooklyn, New York",MERRIMACK,Merrimack,Home,LONG-ISLAND-UNIVERSITY,LIU,Long Island University,LONG-ISLAND-UNIVERSITY,MERRIMACK,Long Island University,Merrimack,2020-02-08-16-long-island-universityLong Island University,2020-02-08-16-long-island-universityMerrimack,,,,,,,,
2557,2019-11-06-19-maine,"November 6, 2019","Cross Insurance Center, Bangor, Maine",MERRIMACK,Merrimack,Home,MAINE,Maine,Maine,MAINE,MERRIMACK,Maine,Merrimack,2019-11-06-19-maineMaine,2019-11-06-19-maineMerrimack,,,,,,,,
2558,2019-12-04-19-brown,"December 4, 2019","Pizzitola Sports Center, Providence, Rhode Island",MERRIMACK,Merrimack,Home,BROWN,Brown,Brown,BROWN,MERRIMACK,Brown,Merrimack,2019-12-04-19-brownBrown,2019-12-04-19-brownMerrimack,,,,,,,,
2559,2020-02-18-19-bryant,"February 18, 2020","Chace Athletic Center , Smithfield, Rhode Island",MERRIMACK,Merrimack,Home,BRYANT,Bryant,Bryant,BRYANT,MERRIMACK,Bryant,Merrimack,2020-02-18-19-bryantBryant,2020-02-18-19-bryantMerrimack,,,,,,,,
2560,2020-02-23-15-mount-st-marys,"February 23, 2020","Knott Arena, Emmitsburg, Maryland",MERRIMACK,Merrimack,Home,MOUNT-ST-MARYS,Mount St. Mary's,Merrimack,MOUNT-ST-MARYS,MERRIMACK,Mount St. Mary's,Merrimack,2020-02-23-15-mount-st-marysMount St. Mary's,2020-02-23-15-mount-st-marysMerrimack,,,,,,,,
2561,2020-01-04-16-merrimack,"January 4, 2020","Hammel Court, North Andover, Massachusetts",MERRIMACK,Merrimack,Away,ROBERT-MORRIS,Robert Morris,Merrimack,ROBERT-MORRIS,MERRIMACK,Robert Morris,Merrimack,2020-01-04-16-merrimackRobert Morris,2020-01-04-16-merrimackMerrimack,,,,,,,,
2562,2019-11-15-16-dartmouth,"November 15, 2019","Costello Athletic Center, Lowell, Massachusetts",MERRIMACK,Merrimack,Home,DARTMOUTH,Dartmouth,Dartmouth,DARTMOUTH,MERRIMACK,Dartmouth,Merrimack,2019-11-15-16-dartmouthDartmouth,2019-11-15-16-dartmouthMerrimack,,,,,,,,
2563,2019-11-19-19-providence,"November 19, 2019","Dunkin' Donuts Center, Providence, Rhode Island",MERRIMACK,Merrimack,Home,PROVIDENCE,Providence,Merrimack,PROVIDENCE,MERRIMACK,Providence,Merrimack,2019-11-19-19-providenceProvidence,2019-11-19-19-providenceMerrimack,,,,,,,,
2564,2019-12-22-17-california-santa-barbara,"December 22, 2019","The Thunderdome, Santa Barbara, California",MERRIMACK,Merrimack,Home,CALIFORNIA-SANTA-BARBARA,UCSB,Merrimack,CALIFORNIA-SANTA-BARBARA,MERRIMACK,UC Santa Barbara,Merrimack,2019-12-22-17-california-santa-barbaraUC Santa Barbara,2019-12-22-17-california-santa-barbaraMerrimack,,,,,,,,
2565,2019-12-04-19-marshall,"December 4, 2019","Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,Away,AKRON,Akron,Akron,AKRON,MARSHALL,Akron,Marshall,2019-12-04-19-marshallAkron,2019-12-04-19-marshallMarshall,,,,,,,,
2566,2019-11-10-14-marshall,"November 10, 2019","Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,Away,TOLEDO,Toledo,Marshall,TOLEDO,MARSHALL,Toledo,Marshall,2019-11-10-14-marshallToledo,2019-11-10-14-marshallMarshall,,,,,,,,
2567,2019-12-08-14-toledo,"December 8, 2019","John F. Savage Hall, Toledo, Ohio",MARSHALL,Marshall,Home,TOLEDO,Toledo,Marshall,TOLEDO,MARSHALL,Toledo,Marshall,2019-12-08-14-toledoToledo,2019-12-08-14-toledoMarshall,,,,,,,,
2568,2020-01-11-20-alabama-birmingham,"January 11, 2020","Bartow Arena, Birmingham, Alabama",MARSHALL,Marshall,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,Marshall,ALABAMA-BIRMINGHAM,MARSHALL,UAB,Marshall,2020-01-11-20-alabama-birminghamUAB,2020-01-11-20-alabama-birminghamMarshall,,,,,,,,
2569,2020-02-27-20-alabama-birmingham,"February 27, 2020","Bartow Arena, Birmingham, Alabama",MARSHALL,Marshall,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,Marshall,ALABAMA-BIRMINGHAM,MARSHALL,UAB,Marshall,2020-02-27-20-alabama-birminghamUAB,2020-02-27-20-alabama-birminghamMarshall,,,,,,,,
2570,2019-11-15-19-notre-dame,"November 15, 2019","Purcell Pavilion at the Joyce Center, South Bend, Indiana",MARSHALL,Marshall,Home,NOTRE-DAME,Notre Dame,Marshall,NOTRE-DAME,MARSHALL,Notre Dame,Marshall,2019-11-15-19-notre-dameNotre Dame,2019-11-15-19-notre-dameMarshall,,,,,,,,
2571,2019-11-29-21-florida,"November 29, 2019","Stephen C. O'Connell Center, Gainesville, Florida",MARSHALL,Marshall,Home,FLORIDA,Florida,Florida,FLORIDA,MARSHALL,Florida,Marshall,2019-11-29-21-floridaFlorida,2019-11-29-21-floridaMarshall,,,,,,,,
2572,2020-01-04-14-marshall,"January 4, 2020","Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,Away,NORTH-TEXAS,North Texas,Marshall,NORTH-TEXAS,MARSHALL,North Texas,Marshall,2020-01-04-14-marshallNorth Texas,2020-01-04-14-marshallMarshall,,,,,,,,
2573,2020-01-22-19-marshall,"January 22, 2020","Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,Away,WESTERN-KENTUCKY,Western Kentucky,Marshall,WESTERN-KENTUCKY,MARSHALL,Western Kentucky,Marshall,2020-01-22-19-marshallWestern Kentucky,2020-01-22-19-marshallMarshall,,,,,,,,
2574,2020-01-25-19-western-kentucky,"January 25, 2020","E.A. Diddle Arena, Bowling Green, Kentucky",MARSHALL,Marshall,Home,WESTERN-KENTUCKY,Western Kentucky,Marshall,WESTERN-KENTUCKY,MARSHALL,Western Kentucky,Marshall,2020-01-25-19-western-kentuckyWestern Kentucky,2020-01-25-19-western-kentuckyMarshall,,,,,,,,
2575,2019-12-22-14-northern-iowa,"December 22, 2019","McLeod Center, Cedar Falls, Iowa",MARSHALL,Marshall,Home,NORTHERN-IOWA,Northern Iowa,Marshall,NORTHERN-IOWA,MARSHALL,Northern Iowa,Marshall,2019-12-22-14-northern-iowaNorthern Iowa,2019-12-22-14-northern-iowaMarshall,,,,,,,,
2576,2020-02-01-16-florida-atlantic,"February 1, 2020","FAU Arena, Boca Raton, Florida",MARSHALL,Marshall,Home,FLORIDA-ATLANTIC,Florida Atlantic,Florida Atlantic,FLORIDA-ATLANTIC,MARSHALL,Florida Atlantic,Marshall,2020-02-01-16-florida-atlanticFlorida Atlantic,2020-02-01-16-florida-atlanticMarshall,,,,,,,,
2577,2020-01-16-19-marshall,"January 16, 2020","Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,Away,CHARLOTTE,Charlotte,Charlotte,CHARLOTTE,MARSHALL,Charlotte,Marshall,2020-01-16-19-marshallCharlotte,2020-01-16-19-marshallMarshall,,,,,,,,
2578,2019-11-19-19-marshall,"November 19, 2019","Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,Away,COLLEGE-OF-CHARLESTON,College of Charleston,College of Charleston,COLLEGE-OF-CHARLESTON,MARSHALL,College of Charleston,Marshall,2019-11-19-19-marshallCollege of Charleston,2019-11-19-19-marshallMarshall,,,,,,,,
2579,2020-02-13-21-texas-san-antonio,"February 13, 2020","Convocation Center, San Antonio, Texas",MARSHALL,Marshall,Home,TEXAS-SAN-ANTONIO,UTSA,Marshall,TEXAS-SAN-ANTONIO,MARSHALL,UTSA,Marshall,2020-02-13-21-texas-san-antonioUTSA,2020-02-13-21-texas-san-antonioMarshall,,,,,,,,
2580,2019-12-08-14-akron,"December 8, 2019","James A. Rhodes Arena, Akron, Ohio",SOUTHERN,Southern,Home,AKRON,Akron,Akron,AKRON,SOUTHERN,Akron,Southern,2019-12-08-14-akronAkron,2019-12-08-14-akronSouthern,,,,,,,,
2581,2020-01-11-18-southern,"January 11, 2020","F. G. Clark Activity Center, Baton Rouge, Louisiana",SOUTHERN,Southern,Away,GRAMBLING,Grambling,Grambling,GRAMBLING,SOUTHERN,Grambling,Southern,2020-01-11-18-southernGrambling,2020-01-11-18-southernSouthern,,,,,,,,
2582,2020-02-08-18-grambling,"February 8, 2020","Assembly Center, Grambling, Louisiana",SOUTHERN,Southern,Home,GRAMBLING,Grambling,Grambling,GRAMBLING,SOUTHERN,Grambling,Southern,2020-02-08-18-gramblingGrambling,2020-02-08-18-gramblingSouthern,,,,,,,,
2583,2020-01-04-20-texas-southern,"January 4, 2020","Health & Physical Education Arena, Houston, Texas",SOUTHERN,Southern,Home,TEXAS-SOUTHERN,Texas Southern,Southern,TEXAS-SOUTHERN,SOUTHERN,Texas Southern,Southern,2020-01-04-20-texas-southernTexas Southern,2020-01-04-20-texas-southernSouthern,,,,,,,,
2584,2020-01-06-21-prairie-view,"January 6, 2020","William J. Nicks Building, Prairie View, Texas",SOUTHERN,Southern,Home,PRAIRIE-VIEW,Prairie View,Southern,PRAIRIE-VIEW,SOUTHERN,Prairie View,Southern,2020-01-06-21-prairie-viewPrairie View,2020-01-06-21-prairie-viewSouthern,,,,,,,,
2585,2020-02-10-21-jackson-state,"February 10, 2020","Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",SOUTHERN,Southern,Home,JACKSON-STATE,Jackson State,Jackson State,JACKSON-STATE,SOUTHERN,Jackson State,Southern,2020-02-10-21-jackson-stateJackson State,2020-02-10-21-jackson-stateSouthern,,,,,,,,
2586,2019-12-01-14-tulane,"December 1, 2019","Devlin Fieldhouse, New Orleans, Louisiana",SOUTHERN,Southern,Home,TULANE,Tulane,Southern,TULANE,SOUTHERN,Tulane,Southern,2019-12-01-14-tulaneTulane,2019-12-01-14-tulaneSouthern,,,,,,,,
2587,2019-11-14-21-new-mexico-state,"November 14, 2019","Pan American Center, Las Cruces, New Mexico",SOUTHERN,Southern,Home,NEW-MEXICO-STATE,New Mexico State,New Mexico State,NEW-MEXICO-STATE,SOUTHERN,New Mexico State,Southern,2019-11-14-21-new-mexico-stateNew Mexico State,2019-11-14-21-new-mexico-stateSouthern,,,,,,,,
