awayindex,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
2019-11-20-22-nevada-las-vegasNevada-Las Vegas,2019-11-20-22-nevada-las-vegas,"November 20, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,Away,TEXAS-STATE,Texas State,Nevada-Las Vegas,TEXAS-STATE,NEVADA-LAS-VEGAS,Texas State,Nevada-Las Vegas,2019-11-20-22-nevada-las-vegasTexas State,2019-11-20-22-nevada-las-vegasNevada-Las Vegas,,,,,0.5124555160142349,0.5506756756756757,0.5053191489361702,0.4
2019-11-23-22-nevada-las-vegasNevada-Las Vegas,2019-11-23-22-nevada-las-vegas,"November 23, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,Away,SOUTHERN-METHODIST,SMU,Nevada-Las Vegas,SOUTHERN-METHODIST,NEVADA-LAS-VEGAS,Southern Methodist,Nevada-Las Vegas,2019-11-23-22-nevada-las-vegasSouthern Methodist,2019-11-23-22-nevada-las-vegasNevada-Las Vegas,,,,,0.4984848484848485,0.5451977401129944,0.4955223880597015,0.3333333333333333
2020-01-22-23-nevadaNevada-Las Vegas,2020-01-22-23-nevada,"January 22, 2020","Lawlor Events Center, Reno, Nevada",NEVADA-LAS-VEGAS,UNLV,Home,NEVADA,Nevada,Nevada-Las Vegas,NEVADA,NEVADA-LAS-VEGAS,Nevada,Nevada-Las Vegas,2020-01-22-23-nevadaNevada,2020-01-22-23-nevadaNevada-Las Vegas,,,,,0.4991220368744513,0.573228346456693,0.4913557779799818,0.55
2020-02-12-22-nevada-las-vegasNevada-Las Vegas,2020-02-12-22-nevada-las-vegas,"February 12, 2020","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,Away,NEVADA,Nevada,Nevada-Las Vegas,NEVADA,NEVADA-LAS-VEGAS,Nevada,Nevada-Las Vegas,2020-02-12-22-nevada-las-vegasNevada,2020-02-12-22-nevada-las-vegasNevada-Las Vegas,,,,,0.4913013221990257,0.5625790139064475,0.5047688921496698,0.48
2020-02-01-16-colorado-stateNevada-Las Vegas,2020-02-01-16-colorado-state,"February 1, 2020","Moby Arena, Fort Collins, Colorado",NEVADA-LAS-VEGAS,UNLV,Home,COLORADO-STATE,Colorado State,Nevada-Las Vegas,COLORADO-STATE,NEVADA-LAS-VEGAS,Colorado State,Nevada-Las Vegas,2020-02-01-16-colorado-stateColorado State,2020-02-01-16-colorado-stateNevada-Las Vegas,,,,,0.4952305246422893,0.5723449750534568,0.4925742574257426,0.5
2020-02-05-22-utah-stateNevada-Las Vegas,2020-02-05-22-utah-state,"February 5, 2020","Dee Glen Smith Spectrum, Logan, Utah",NEVADA-LAS-VEGAS,UNLV,Home,UTAH-STATE,Utah State,Nevada-Las Vegas,UTAH-STATE,NEVADA-LAS-VEGAS,Utah State,Nevada-Las Vegas,2020-02-05-22-utah-stateUtah State,2020-02-05-22-utah-stateNevada-Las Vegas,,,,,0.4951017332328561,0.5681198910081744,0.5019778481012658,0.4782608695652174
2020-01-26-16-nevada-las-vegasNevada-Las Vegas,2020-01-26-16-nevada-las-vegas,"January 26, 2020","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,Away,SAN-DIEGO-STATE,San Diego State,Nevada-Las Vegas,SAN-DIEGO-STATE,NEVADA-LAS-VEGAS,San Diego State,Nevada-Las Vegas,2020-01-26-16-nevada-las-vegasSan Diego State,2020-01-26-16-nevada-las-vegasNevada-Las Vegas,,,,,0.4945968412302577,0.5732436472346786,0.493085566119274,0.5238095238095238
2020-01-08-21-boise-stateNevada-Las Vegas,2020-01-08-21-boise-state,"January 8, 2020","ExtraMile Arena, Boise, Idaho",NEVADA-LAS-VEGAS,UNLV,Home,BOISE-STATE,Boise State,Nevada-Las Vegas,BOISE-STATE,NEVADA-LAS-VEGAS,Boise State,Nevada-Las Vegas,2020-01-08-21-boise-stateBoise State,2020-01-08-21-boise-stateNevada-Las Vegas,,,,,0.4921348314606742,0.562874251497006,0.4913990825688073,0.5
2020-03-05-17-nevada-las-vegasNevada-Las Vegas,2020-03-05-17-nevada-las-vegas,"March 5, 2020","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,Away,BOISE-STATE,Boise State,Nevada-Las Vegas,BOISE-STATE,NEVADA-LAS-VEGAS,Boise State,Nevada-Las Vegas,2020-03-05-17-nevada-las-vegasBoise State,2020-03-05-17-nevada-las-vegasNevada-Las Vegas,,,,,0.5002748763056625,0.5567729083665338,0.495583038869258,0.5483870967741935
2019-11-30-19-cincinnatiNevada-Las Vegas,2019-11-30-19-cincinnati,"November 30, 2019","Fifth Third Arena, Cincinnati, Ohio",NEVADA-LAS-VEGAS,UNLV,Home,CINCINNATI,Cincinnati,Nevada-Las Vegas,CINCINNATI,NEVADA-LAS-VEGAS,Cincinnati,Nevada-Las Vegas,2019-11-30-19-cincinnatiCincinnati,2019-11-30-19-cincinnatiNevada-Las Vegas,,,,,0.5148063781321185,0.56,0.4943310657596372,0.375
2019-11-09-16-nevada-las-vegasNevada-Las Vegas,2019-11-09-16-nevada-las-vegas,"November 9, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,Away,KANSAS-STATE,Kansas State,Nevada-Las Vegas,KANSAS-STATE,NEVADA-LAS-VEGAS,Kansas State,Nevada-Las Vegas,2019-11-09-16-nevada-las-vegasKansas State,2019-11-09-16-nevada-las-vegasNevada-Las Vegas,,,,,0.5833333333333334,0.6842105263157895,0.5344827586206896,1.0
2019-12-07-15-nevada-las-vegasNevada-Las Vegas,2019-12-07-15-nevada-las-vegas,"December 7, 2019","Vivint Smart Home Arena, Salt Lake City, Utah",NEVADA-LAS-VEGAS,UNLV,Away,BRIGHAM-YOUNG,BYU,Nevada-Las Vegas,BRIGHAM-YOUNG,NEVADA-LAS-VEGAS,Brigham Young,Nevada-Las Vegas,2019-12-07-15-nevada-las-vegasBrigham Young,2019-12-07-15-nevada-las-vegasNevada-Las Vegas,,,,,0.4964476021314387,0.5587301587301587,0.4875666074600356,0.4
2019-12-18-22-nevada-las-vegasNevada-Las Vegas,2019-12-18-22-nevada-las-vegas,"December 18, 2019","Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,Away,PACIFIC,Pacific,Nevada-Las Vegas,PACIFIC,NEVADA-LAS-VEGAS,Pacific,Nevada-Las Vegas,2019-12-18-22-nevada-las-vegasPacific,2019-12-18-22-nevada-las-vegasNevada-Las Vegas,,,,,0.4887096774193549,0.5549132947976878,0.5040584415584416,0.3636363636363637
2019-11-15-23-uclaNevada-Las Vegas,2019-11-15-23-ucla,"November 15, 2019","Pauley Pavilion, Los Angeles, California",NEVADA-LAS-VEGAS,UNLV,Home,UCLA,UCLA,Nevada-Las Vegas,UCLA,NEVADA-LAS-VEGAS,UCLA,Nevada-Las Vegas,2019-11-15-23-uclaUCLA,2019-11-15-23-uclaNevada-Las Vegas,,,,,0.5086206896551724,0.5901639344262295,0.5057471264367817,0.3333333333333333
2019-11-12-23-californiaNevada-Las Vegas,2019-11-12-23-california,"November 12, 2019","Haas Pavilion, Berkeley, California",NEVADA-LAS-VEGAS,UNLV,Home,CALIFORNIA,California,Nevada-Las Vegas,CALIFORNIA,NEVADA-LAS-VEGAS,California,Nevada-Las Vegas,2019-11-12-23-californiaCalifornia,2019-11-12-23-californiaNevada-Las Vegas,,,,,0.4910714285714286,0.6046511627906976,0.4700854700854701,0.5
2019-11-12-20-texas-statePrairie View,2019-11-12-20-texas-state,"November 12, 2019","Strahan Coliseum, San Marcos, Texas",PRAIRIE-VIEW,Prairie View,Home,TEXAS-STATE,Texas State,Texas State,TEXAS-STATE,PRAIRIE-VIEW,Texas State,Prairie View,2019-11-12-20-texas-stateTexas State,2019-11-12-20-texas-statePrairie View,,,,,,,,
2019-12-13-22-loyola-marymountPrairie View,2019-12-13-22-loyola-marymount,"December 13, 2019","Albert Gersten Pavilion, Los Angeles, California",PRAIRIE-VIEW,Prairie View,Home,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,LOYOLA-MARYMOUNT,PRAIRIE-VIEW,Loyola Marymount,Prairie View,2019-12-13-22-loyola-marymountLoyola Marymount,2019-12-13-22-loyola-marymountPrairie View,,,,,,,,
2020-02-01-18-alabama-statePrairie View,2020-02-01-18-alabama-state,"February 1, 2020",,PRAIRIE-VIEW,Prairie View,Home,ALABAMA-STATE,Alabama State,Alabama State,ALABAMA-STATE,PRAIRIE-VIEW,Alabama State,Prairie View,2020-02-01-18-alabama-stateAlabama State,2020-02-01-18-alabama-statePrairie View,,,,,,,,
2020-03-05-20-alcorn-statePrairie View,2020-03-05-20-alcorn-state,"March 5, 2020","Davey L. Whitney Complex, Alcorn State, Mississippi",PRAIRIE-VIEW,Prairie View,Home,ALCORN-STATE,Alcorn State,Alcorn State,ALCORN-STATE,PRAIRIE-VIEW,Alcorn State,Prairie View,2020-03-05-20-alcorn-stateAlcorn State,2020-03-05-20-alcorn-statePrairie View,,,,,,,,
2020-03-07-18-southernPrairie View,2020-03-07-18-southern,"March 7, 2020","F. G. Clark Activity Center, Baton Rouge, Louisiana",PRAIRIE-VIEW,Prairie View,Home,SOUTHERN,Southern,Southern,SOUTHERN,PRAIRIE-VIEW,Southern,Prairie View,2020-03-07-18-southernSouthern,2020-03-07-18-southernPrairie View,,,,,,,,
2019-11-22-19-georgia-statePrairie View,2019-11-22-19-georgia-state,"November 22, 2019","CBU Events Center, Riverside, California",PRAIRIE-VIEW,Prairie View,Home,GEORGIA-STATE,Georgia State,Georgia State,GEORGIA-STATE,PRAIRIE-VIEW,Georgia State,Prairie View,2019-11-22-19-georgia-stateGeorgia State,2019-11-22-19-georgia-statePrairie View,,,,,,,,
2019-11-09-15-central-floridaPrairie View,2019-11-09-15-central-florida,"November 9, 2019","CFE Arena, Orlando, Florida",PRAIRIE-VIEW,Prairie View,Home,CENTRAL-FLORIDA,UCF,Central Florida,CENTRAL-FLORIDA,PRAIRIE-VIEW,Central Florida,Prairie View,2019-11-09-15-central-floridaCentral Florida,2019-11-09-15-central-floridaPrairie View,,,,,,,,
2019-12-22-16-seton-hallPrairie View,2019-12-22-16-seton-hall,"December 22, 2019","Prudential Center, Newark, New Jersey",PRAIRIE-VIEW,Prairie View,Home,SETON-HALL,Seton Hall,Seton Hall,SETON-HALL,PRAIRIE-VIEW,Seton Hall,Prairie View,2019-12-22-16-seton-hallSeton Hall,2019-12-22-16-seton-hallPrairie View,,,,,,,,
2019-11-15-20-texasPrairie View,2019-11-15-20-texas,"November 15, 2019","Frank Erwin Center, Austin, Texas",PRAIRIE-VIEW,Prairie View,Home,TEXAS,Texas,Texas,TEXAS,PRAIRIE-VIEW,Texas,Prairie View,2019-11-15-20-texasTexas,2019-11-15-20-texasPrairie View,,,,,,,,
2020-01-18-20-louisiana-lafayetteLouisiana,2020-01-18-20-louisiana-lafayette,"January 18, 2020","Cajundome, Lafayette, Louisiana",LOUISIANA-LAFAYETTE,Louisiana,Away,TEXAS-STATE,Texas State,Texas State,TEXAS-STATE,LOUISIANA-LAFAYETTE,Texas State,Louisiana,2020-01-18-20-louisiana-lafayetteTexas State,2020-01-18-20-louisiana-lafayetteLouisiana,,,,,,,,
2020-02-01-17-texas-stateLouisiana,2020-02-01-17-texas-state,"February 1, 2020","Strahan Coliseum, San Marcos, Texas",LOUISIANA-LAFAYETTE,Louisiana,Home,TEXAS-STATE,Texas State,Texas State,TEXAS-STATE,LOUISIANA-LAFAYETTE,Texas State,Louisiana,2020-02-01-17-texas-stateTexas State,2020-02-01-17-texas-stateLouisiana,,,,,,,,
2019-11-12-20-texas-christianLouisiana,2019-11-12-20-texas-christian,"November 12, 2019","Ed & Rae Schollmaier Arena, Fort Worth, Texas",LOUISIANA-LAFAYETTE,Louisiana,Home,TEXAS-CHRISTIAN,TCU,TCU,TEXAS-CHRISTIAN,LOUISIANA-LAFAYETTE,TCU,Louisiana,2019-11-12-20-texas-christianTCU,2019-11-12-20-texas-christianLouisiana,,,,,,,,
2019-11-21-21-wyomingLouisiana,2019-11-21-21-wyoming,"November 21, 2019","Arena-Auditorium, Laramie, Wyoming",LOUISIANA-LAFAYETTE,Louisiana,Home,WYOMING,Wyoming,Wyoming,WYOMING,LOUISIANA-LAFAYETTE,Wyoming,Louisiana,2019-11-21-21-wyomingWyoming,2019-11-21-21-wyomingLouisiana,,,,,,,,
2020-01-02-20-louisiana-lafayetteLouisiana,2020-01-02-20-louisiana-lafayette,"January 2, 2020","Cajundome, Lafayette, Louisiana",LOUISIANA-LAFAYETTE,Louisiana,Away,SOUTH-ALABAMA,South Alabama,South Alabama,SOUTH-ALABAMA,LOUISIANA-LAFAYETTE,South Alabama,Louisiana,2020-01-02-20-louisiana-lafayetteSouth Alabama,2020-01-02-20-louisiana-lafayetteLouisiana,,,,,,,,
2020-02-13-20-south-alabamaLouisiana,2020-02-13-20-south-alabama,"February 13, 2020","Mitchell Center, Mobile, Alabama",LOUISIANA-LAFAYETTE,Louisiana,Home,SOUTH-ALABAMA,South Alabama,South Alabama,SOUTH-ALABAMA,LOUISIANA-LAFAYETTE,South Alabama,Louisiana,2020-02-13-20-south-alabamaSouth Alabama,2020-02-13-20-south-alabamaLouisiana,,,,,,,,
2020-02-22-15-louisiana-monroeLouisiana,2020-02-22-15-louisiana-monroe,"February 22, 2020","Fant-Ewing Coliseum, Monroe, Louisiana",LOUISIANA-LAFAYETTE,Louisiana,Home,LOUISIANA-MONROE,Louisiana-Monroe,Louisiana-Monroe,LOUISIANA-MONROE,LOUISIANA-LAFAYETTE,Louisiana-Monroe,Louisiana,2020-02-22-15-louisiana-monroeLouisiana-Monroe,2020-02-22-15-louisiana-monroeLouisiana,,,,,,,,
2019-12-21-20-louisiana-lafayetteLouisiana,2019-12-21-20-louisiana-lafayette,"December 21, 2019","Cajundome, Lafayette, Louisiana",LOUISIANA-LAFAYETTE,Louisiana,Away,ARKANSAS-LITTLE-ROCK,Little Rock,Little Rock,ARKANSAS-LITTLE-ROCK,LOUISIANA-LAFAYETTE,Little Rock,Louisiana,2019-12-21-20-louisiana-lafayetteLittle Rock,2019-12-21-20-louisiana-lafayetteLouisiana,,,,,,,,
2020-02-29-15-arkansas-little-rockLouisiana,2020-02-29-15-arkansas-little-rock,"February 29, 2020","Jack Stephens Center, Little Rock, Arkansas",LOUISIANA-LAFAYETTE,Louisiana,Home,ARKANSAS-LITTLE-ROCK,Little Rock,Little Rock,ARKANSAS-LITTLE-ROCK,LOUISIANA-LAFAYETTE,Little Rock,Louisiana,2020-02-29-15-arkansas-little-rockLittle Rock,2020-02-29-15-arkansas-little-rockLouisiana,,,,,,,,
2020-01-09-19-georgia-stateLouisiana,2020-01-09-19-georgia-state,"January 9, 2020","GSU Sports Arena, Atlanta, Georgia",LOUISIANA-LAFAYETTE,Louisiana,Home,GEORGIA-STATE,Georgia State,Georgia State,GEORGIA-STATE,LOUISIANA-LAFAYETTE,Georgia State,Louisiana,2020-01-09-19-georgia-stateGeorgia State,2020-01-09-19-georgia-stateLouisiana,,,,,,,,
2020-01-16-20-louisiana-lafayetteLouisiana,2020-01-16-20-louisiana-lafayette,"January 16, 2020","Cajundome, Lafayette, Louisiana",LOUISIANA-LAFAYETTE,Louisiana,Away,TEXAS-ARLINGTON,Texas-Arlington,UT Arlington,TEXAS-ARLINGTON,LOUISIANA-LAFAYETTE,UT Arlington,Louisiana,2020-01-16-20-louisiana-lafayetteUT Arlington,2020-01-16-20-louisiana-lafayetteLouisiana,,,,,,,,
2019-12-18-20-arkansas-stateLouisiana,2019-12-18-20-arkansas-state,"December 18, 2019","Convocation Center, Jonesboro, Arkansas",LOUISIANA-LAFAYETTE,Louisiana,Home,ARKANSAS-STATE,Arkansas State,Arkansas State,ARKANSAS-STATE,LOUISIANA-LAFAYETTE,Arkansas State,Louisiana,2019-12-18-20-arkansas-stateArkansas State,2019-12-18-20-arkansas-stateLouisiana,,,,,,,,
2019-11-26-16-california-irvineLouisiana,2019-11-26-16-california-irvine,"November 26, 2019","Ed Clark High School, Las Vegas, Nevada",LOUISIANA-LAFAYETTE,Louisiana,Home,CALIFORNIA-IRVINE,UC-Irvine,UC Irvine,CALIFORNIA-IRVINE,LOUISIANA-LAFAYETTE,UC Irvine,Louisiana,2019-11-26-16-california-irvineUC Irvine,2019-11-26-16-california-irvineLouisiana,,,,,,,,
2019-12-29-18-louisiana-lafayetteLouisiana,2019-12-29-18-louisiana-lafayette,"December 29, 2019","Cajundome, Lafayette, Louisiana",LOUISIANA-LAFAYETTE,Louisiana,Away,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,CALIFORNIA-SANTA-BARBARA,LOUISIANA-LAFAYETTE,UC Santa Barbara,Louisiana,2019-12-29-18-louisiana-lafayetteUC Santa Barbara,2019-12-29-18-louisiana-lafayetteLouisiana,,,,,,,,
2020-01-11-16-georgia-southernLouisiana,2020-01-11-16-georgia-southern,"January 11, 2020","Hanner Fieldhouse, Statesboro, Georgia",LOUISIANA-LAFAYETTE,Louisiana,Home,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,GEORGIA-SOUTHERN,LOUISIANA-LAFAYETTE,Georgia Southern,Louisiana,2020-01-11-16-georgia-southernGeorgia Southern,2020-01-11-16-georgia-southernLouisiana,,,,,,,,
2020-02-08-20-louisiana-lafayetteLouisiana,2020-02-08-20-louisiana-lafayette,"February 8, 2020","Cajundome, Lafayette, Louisiana",LOUISIANA-LAFAYETTE,Louisiana,Away,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,GEORGIA-SOUTHERN,LOUISIANA-LAFAYETTE,Georgia Southern,Louisiana,2020-02-08-20-louisiana-lafayetteGeorgia Southern,2020-02-08-20-louisiana-lafayetteLouisiana,,,,,,,,
2020-03-09-19-georgia-southernLouisiana,2020-03-09-19-georgia-southern,"March 9, 2020","Hanner Fieldhouse, Statesboro, Georgia",LOUISIANA-LAFAYETTE,Louisiana,Home,GEORGIA-SOUTHERN,Georgia Southern,Georgia Southern,GEORGIA-SOUTHERN,LOUISIANA-LAFAYETTE,Georgia Southern,Louisiana,2020-03-09-19-georgia-southernGeorgia Southern,2020-03-09-19-georgia-southernLouisiana,,,,,,,,
2019-12-14-17-louisiana-techLouisiana,2019-12-14-17-louisiana-tech,"December 14, 2019","Thomas Assembly Center, Ruston, Louisiana",LOUISIANA-LAFAYETTE,Louisiana,Home,LOUISIANA-TECH,Louisiana Tech,Louisiana Tech,LOUISIANA-TECH,LOUISIANA-LAFAYETTE,Louisiana Tech,Louisiana,2019-12-14-17-louisiana-techLouisiana Tech,2019-12-14-17-louisiana-techLouisiana,,,,,,,,
2020-02-28-21-texas-arlingtonUT Arlington,2020-02-28-21-texas-arlington,"February 28, 2020","College Park Center, Arlington, Texas",TEXAS-ARLINGTON,Texas-Arlington,Away,TEXAS-STATE,Texas State,UT Arlington,TEXAS-STATE,TEXAS-ARLINGTON,Texas State,UT Arlington,2020-02-28-21-texas-arlingtonTexas State,2020-02-28-21-texas-arlingtonUT Arlington,,,,,0.4783487297921478,0.4867886178861789,0.4682680901542112,0.4482758620689655
2019-11-12-22-nevadaUT Arlington,2019-11-12-22-nevada,"November 12, 2019","Lawlor Events Center, Reno, Nevada",TEXAS-ARLINGTON,Texas-Arlington,Home,NEVADA,Nevada,UT Arlington,NEVADA,TEXAS-ARLINGTON,Nevada,UT Arlington,2019-11-12-22-nevadaNevada,2019-11-12-22-nevadaUT Arlington,,,,,0.5447154471544715,0.5405405405405406,0.3503937007874016,1.0
2020-01-06-20-texas-arlingtonUT Arlington,2020-01-06-20-texas-arlington,"January 6, 2020","College Park Center, Arlington, Texas",TEXAS-ARLINGTON,Texas-Arlington,Away,SOUTH-ALABAMA,South Alabama,UT Arlington,SOUTH-ALABAMA,TEXAS-ARLINGTON,South Alabama,UT Arlington,2020-01-06-20-texas-arlingtonSouth Alabama,2020-01-06-20-texas-arlingtonUT Arlington,,,,,0.4905450500556173,0.4855769230769231,0.4677966101694915,0.3333333333333333
2019-11-19-21-gonzagaUT Arlington,2019-11-19-21-gonzaga,"November 19, 2019","McCarthey Athletic Center, Spokane, Washington",TEXAS-ARLINGTON,Texas-Arlington,Home,GONZAGA,Gonzaga,UT Arlington,GONZAGA,TEXAS-ARLINGTON,Gonzaga,UT Arlington,2019-11-19-21-gonzagaGonzaga,2019-11-19-21-gonzagaUT Arlington,,,,,0.448207171314741,0.4900662251655629,0.4405737704918033,0.5
2019-12-11-20-houstonUT Arlington,2019-12-11-20-houston,"December 11, 2019","Hofheinz Pavilion, Houston, Texas",TEXAS-ARLINGTON,Texas-Arlington,Home,HOUSTON,Houston,UT Arlington,HOUSTON,TEXAS-ARLINGTON,Houston,UT Arlington,2019-12-11-20-houstonHouston,2019-12-11-20-houstonUT Arlington,,,,,0.4873096446700508,0.4927745664739884,0.4672977624784854,0.4
2019-11-17-20-oregonUT Arlington,2019-11-17-20-oregon,"November 17, 2019","Matthew Knight Arena, Eugene, Oregon",TEXAS-ARLINGTON,Texas-Arlington,Home,OREGON,Oregon,UT Arlington,OREGON,TEXAS-ARLINGTON,Oregon,UT Arlington,2019-11-17-20-oregonOregon,2019-11-17-20-oregonUT Arlington,,,,,0.5053475935828877,0.5112107623318386,0.4135135135135135,0.6666666666666666
2020-01-04-15-arkansas-little-rockUT Arlington,2020-01-04-15-arkansas-little-rock,"January 4, 2020","Jack Stephens Center, Little Rock, Arkansas",TEXAS-ARLINGTON,Texas-Arlington,Home,ARKANSAS-LITTLE-ROCK,Little Rock,UT Arlington,ARKANSAS-LITTLE-ROCK,TEXAS-ARLINGTON,Little Rock,UT Arlington,2020-01-04-15-arkansas-little-rockLittle Rock,2020-01-04-15-arkansas-little-rockUT Arlington,,,,,0.4837935174069628,0.4887983706720978,0.4578820697954272,0.35714285714285715
2020-02-06-19-appalachian-stateUT Arlington,2020-02-06-19-appalachian-state,"February 6, 2020","Holmes Convocation Center, Boone, North Carolina",TEXAS-ARLINGTON,Texas-Arlington,Home,APPALACHIAN-STATE,Appalachian State,UT Arlington,APPALACHIAN-STATE,TEXAS-ARLINGTON,Appalachian State,UT Arlington,2020-02-06-19-appalachian-stateAppalachian State,2020-02-06-19-appalachian-stateUT Arlington,,,,,0.4858490566037736,0.48760330578512395,0.4634055265123226,0.43478260869565216
2019-12-19-19-georgia-stateUT Arlington,2019-12-19-19-georgia-state,"December 19, 2019","GSU Sports Arena, Atlanta, Georgia",TEXAS-ARLINGTON,Texas-Arlington,Home,GEORGIA-STATE,Georgia State,UT Arlington,GEORGIA-STATE,TEXAS-ARLINGTON,Georgia State,UT Arlington,2019-12-19-19-georgia-stateGeorgia State,2019-12-19-19-georgia-stateUT Arlington,,,,,0.4746543778801843,0.4796854521625164,0.4717425431711146,0.3636363636363637
2020-01-30-20-texas-arlingtonUT Arlington,2020-01-30-20-texas-arlington,"January 30, 2020","College Park Center, Arlington, Texas",TEXAS-ARLINGTON,Texas-Arlington,Away,LOUISIANA-LAFAYETTE,Louisiana,UT Arlington,LOUISIANA-LAFAYETTE,TEXAS-ARLINGTON,Louisiana,UT Arlington,2020-01-30-20-texas-arlingtonLouisiana,2020-01-30-20-texas-arlingtonUT Arlington,,,,,0.4837042925278219,0.4916434540389972,0.4642857142857143,0.42857142857142855
2020-01-11-15-texas-arlingtonUT Arlington,2020-01-11-15-texas-arlington,"January 11, 2020","College Park Center, Arlington, Texas",TEXAS-ARLINGTON,Texas-Arlington,Away,COASTAL-CAROLINA,Coastal Carolina,UT Arlington,COASTAL-CAROLINA,TEXAS-ARLINGTON,Coastal Carolina,UT Arlington,2020-01-11-15-texas-arlingtonCoastal Carolina,2020-01-11-15-texas-arlingtonUT Arlington,,,,,0.48321816386969396,0.4823731728288908,0.4715447154471545,0.35294117647058826
2020-02-08-14-coastal-carolinaUT Arlington,2020-02-08-14-coastal-carolina,"February 8, 2020","The HTC Center, Conway, South Carolina",TEXAS-ARLINGTON,Texas-Arlington,Home,COASTAL-CAROLINA,Coastal Carolina,UT Arlington,COASTAL-CAROLINA,TEXAS-ARLINGTON,Coastal Carolina,UT Arlington,2020-02-08-14-coastal-carolinaCoastal Carolina,2020-02-08-14-coastal-carolinaUT Arlington,,,,,0.4815459610027855,0.4856093080220453,0.4644140905823149,0.4166666666666667
2020-03-07-15-texas-arlingtonUT Arlington,2020-03-07-15-texas-arlington,"March 7, 2020","College Park Center, Arlington, Texas",TEXAS-ARLINGTON,Texas-Arlington,Away,COASTAL-CAROLINA,Coastal Carolina,UT Arlington,COASTAL-CAROLINA,TEXAS-ARLINGTON,Coastal Carolina,UT Arlington,2020-03-07-15-texas-arlingtonCoastal Carolina,2020-03-07-15-texas-arlingtonUT Arlington,,,,,0.4812433011789925,0.4858223062381852,0.4672717271727173,0.4516129032258064
2019-12-02-20-texas-arlingtonUT Arlington,2019-12-02-20-texas-arlington,"December 2, 2019","College Park Center, Arlington, Texas",TEXAS-ARLINGTON,Texas-Arlington,Away,NORTH-TEXAS,North Texas,UT Arlington,NORTH-TEXAS,TEXAS-ARLINGTON,North Texas,UT Arlington,2019-12-02-20-texas-arlingtonNorth Texas,2019-12-02-20-texas-arlingtonUT Arlington,,,,,0.4884937238493724,0.4991119005328597,0.4525316455696203,0.5
