,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2019-11-05-19-morehead-state,31.0,9,15.9,7,102.3,57.1,24,0.405,79,0.367,29,0.405,32,0.688,22,1,250,97.7,42.0,21,23,86,,14.8,13,0.329,26,0.231,6,48.9,45,0.456,13.1,14,53,0.434,23,0.0,0,"November 5, 2019",48.5,16,9.4,5,97.7,58.0,29,0.493,73,0.452,33,0.411,30,0.6,18,0,250,102.3,42.9,18,22,90,,8.0,7,0.397,29,0.207,6,51.1,47,0.516,18.8,20,44,0.614,27,1.0,1,"Ellis T. Johnson Arena, Morehead, Kentucky",SAMFORD,Samford,70.6,Home,MOREHEAD-STATE,Morehead State,Samford,southern
2019-11-07-19-samford,64.7,11,7.0,3,87.2,70.7,29,0.325,60,0.283,17,0.083,5,0.6,3,0,200,53.8,14.3,6,15,42,,3.8,3,0.633,38,0.132,5,42.2,35,0.337,26.1,22,22,0.545,12,0.0,0,"November 7, 2019",51.7,15,13.6,3,53.8,85.7,36,0.455,67,0.433,29,0.224,15,0.467,7,1,200,87.2,29.3,12,13,68,,12.8,10,0.358,24,0.125,3,57.8,48,0.459,17.9,16,43,0.605,26,0.5,1,"Pete Hanna Center, Birmingham, Alabama","Kentucky Wesleyan
			","Kentucky Wesleyan
			",78.3,Home,SAMFORD,Samford,Samford,southern
2019-11-11-19-belmont,25.9,7,3.3,1,120.3,81.3,26,0.438,64,0.422,27,0.172,11,0.636,7,2,200,79.7,27.8,10,11,63,,5.1,4,0.141,9,0.222,2,52.9,36,0.455,22.5,20,55,0.455,25,0.333,1,"November 11, 2019",70.6,24,9.1,5,79.7,72.2,26,0.618,68,0.5,34,0.235,16,0.688,11,1,200,120.3,18.8,6,15,95,,12.7,10,0.559,38,0.421,16,47.1,32,0.628,11.8,10,30,0.6,18,0.5,1,"Curb Event Center, Nashville, Tennessee",SAMFORD,Samford,79.4,Home,BELMONT,Belmont,Samford,southern
2019-11-13-19-samford,43.5,10,2.0,1,127.5,58.6,17,0.421,63,0.365,23,0.254,16,0.688,11,0,200,80.0,22.9,8,17,64,,7.5,6,0.444,28,0.25,7,39.1,25,0.453,19.5,17,35,0.457,16,0.0,0,"November 13, 2019",51.2,21,8.6,3,80.0,77.1,27,0.628,74,0.554,41,0.189,14,0.643,9,2,200,127.5,41.4,12,18,102,,11.3,9,0.338,25,0.44,11,60.9,39,0.632,12.1,11,49,0.612,30,0.5,2,"Pete Hanna Center, Birmingham, Alabama","Virginia Wise
			","Virginia Wise
			",79.6,Home,SAMFORD,Samford,Samford,southern
2019-11-16-19-north-alabama,30.0,6,5.9,2,91.0,73.0,27,0.441,51,0.392,20,0.412,21,0.476,10,3,200,82.1,33.3,12,16,55,,3.0,2,0.235,12,0.417,5,53.4,39,0.451,22.0,17,39,0.385,15,0.4,2,"November 16, 2019",70.8,17,7.7,3,82.1,66.7,24,0.456,57,0.421,24,0.298,17,0.529,9,2,200,91.0,27.0,10,23,61,,14.9,10,0.404,23,0.174,4,46.6,34,0.469,16.8,13,34,0.588,20,0.5,2,"Flowers Hall, Florence, Alabama",SAMFORD,Samford,67.0,Home,NORTH-ALABAMA,North Alabama,Samford,southern
2019-11-19-19-samford,59.1,13,10.0,3,102.9,75.0,18,0.408,60,0.367,22,0.233,14,0.571,8,1,200,83.8,38.9,14,24,57,,13.2,9,0.35,21,0.238,5,53.3,32,0.428,18.5,15,39,0.436,17,0.667,2,"November 19, 2019",66.7,14,10.3,4,83.8,61.1,22,0.521,47,0.447,21,0.574,27,0.778,21,3,200,102.9,25.0,6,13,70,,4.4,3,0.362,17,0.412,7,46.7,28,0.585,20.3,15,30,0.467,14,0.5,3,"Pete Hanna Center, Birmingham, Alabama",MANHATTAN,Manhattan,68.2,Home,SAMFORD,Samford,Samford,southern
2019-11-23-15-samford,90.5,19,4.2,1,98.6,69.6,16,0.377,65,0.323,21,0.277,18,0.611,11,5,200,82.2,34.9,15,15,60,,8.2,6,0.415,27,0.259,7,47.0,31,0.408,18.0,16,38,0.368,14,0.167,1,"November 23, 2019",80.0,20,10.5,4,82.2,65.1,28,0.66,47,0.532,25,0.277,13,0.769,10,3,200,98.6,30.4,7,18,72,,6.8,5,0.489,23,0.522,12,53.0,35,0.677,32.2,25,24,0.542,13,0.571,4,"Pete Hanna Center, Birmingham, Alabama",TROY,Troy,72.9,Home,SAMFORD,Samford,Samford,southern
2019-11-27-20-south-dakota-state,36.7,11,5.6,2,121.1,54.8,17,0.566,61,0.492,30,0.213,13,0.615,8,4,200,108.5,32.3,10,25,77,,11.3,8,0.344,21,0.429,9,43.5,27,0.573,18.4,15,40,0.525,21,0.5,4,"November 27, 2019",58.6,17,7.5,3,108.5,67.7,21,0.558,60,0.483,29,0.417,25,0.76,19,3,200,121.1,45.2,14,12,86,,9.9,7,0.4,24,0.375,9,56.5,35,0.598,14.5,12,36,0.556,20,0.667,6,"Frost Arena, Brookings, South Dakota",SAMFORD,Samford,71.0,Home,SOUTH-DAKOTA-STATE,South Dakota State,Samford,southern
2019-11-30-21-louisiana-tech,38.1,8,0.0,0,106.8,61.0,25,0.426,54,0.389,21,0.37,20,0.55,11,5,200,78.1,31.4,11,18,57,,9.6,7,0.241,13,0.308,4,47.4,36,0.449,25.1,21,41,0.415,17,0.444,4,"November 30, 2019",53.8,14,2.4,1,78.1,68.6,24,0.47,66,0.394,26,0.273,18,0.889,16,2,200,106.8,39.0,16,15,78,,12.3,9,0.5,33,0.303,10,52.6,40,0.523,15.0,13,33,0.485,16,0.714,5,"Thomas Assembly Center, Ruston, Louisiana",SAMFORD,Samford,72.5,Home,LOUISIANA-TECH,Louisiana Tech,Samford,southern
2019-12-03-19-samford,50.0,13,4.4,2,105.4,73.5,25,0.387,75,0.347,26,0.173,13,0.462,6,0,200,69.6,20.4,10,23,64,,13.0,12,0.333,25,0.24,6,42.2,35,0.394,20.6,21,50,0.4,20,0.0,0,"December 3, 2019",57.6,19,10.0,5,69.6,79.6,39,0.544,68,0.485,33,0.382,26,0.885,23,5,200,105.4,26.5,9,13,97,,19.6,18,0.338,23,0.348,8,57.8,48,0.604,20.1,20,45,0.556,25,0.5,5,"Pete Hanna Center, Birmingham, Alabama","Auburn Montgomery
			","Auburn Montgomery
			",91.8,Home,SAMFORD,Samford,Samford,southern
